,date,value,name_B07L9RHHX6
98,2019-03-21,1781.0,Folding Stools
99,2019-03-22,1675.0,Folding Stools
100,2019-03-23,1675.0,Folding Stools
101,2019-03-24,1506.0,Folding Stools
102,2019-03-25,728.0,Folding Stools
103,2019-03-26,711.0,Folding Stools
104,2019-03-27,1135.0,Folding Stools
105,2019-03-28,817.0,Folding Stools
106,2019-03-29,1109.0,Folding Stools
107,2019-03-30,1109.0,Folding Stools
108,2019-03-31,1150.0,Folding Stools
109,2019-04-01,834.0,Folding Stools
110,2019-04-02,821.0,Folding Stools
111,2019-04-03,867.0,Folding Stools
112,2019-04-04,928.0,Folding Stools
113,2019-04-05,1092.0,Folding Stools
114,2019-04-06,1347.0,Folding Stools
115,2019-04-07,1034.0,Folding Stools
116,2019-04-08,1034.0,Folding Stools
117,2019-04-09,1034.0,Folding Stools
118,2019-04-10,1583.0,Folding Stools
119,2019-04-11,1337.0,Folding Stools
120,2019-04-12,1823.0,Folding Stools
121,2019-04-13,1695.0,Folding Stools
122,2019-04-14,1674.0,Folding Stools
123,2019-04-15,1301.0,Folding Stools
124,2019-04-16,1534.0,Folding Stools
125,2019-04-17,1534.0,Folding Stools
126,2019-04-18,7976.0,Folding Stools
127,2019-04-19,7642.0,Folding Stools
128,2019-04-20,9499.0,Folding Stools
129,2019-04-21,9733.0,Folding Stools
130,2019-04-22,9115.0,Folding Stools
131,2019-04-23,7562.0,Folding Stools
132,2019-04-24,7562.0,Folding Stools
133,2019-04-25,7562.0,Folding Stools
134,2019-04-26,7562.0,Folding Stools
135,2019-04-27,7562.0,Folding Stools
136,2019-04-28,7562.0,Folding Stools
137,2019-04-29,10392.0,Folding Stools
138,2019-04-30,6918.0,Folding Stools
139,2019-05-01,6670.0,Folding Stools
140,2019-05-02,6670.0,Folding Stools
141,2019-05-03,6670.0,Folding Stools
142,2019-05-04,8122.0,Folding Stools
143,2019-05-05,6846.0,Folding Stools
144,2019-05-06,6846.0,Folding Stools
145,2019-05-07,8426.0,Folding Stools
146,2019-05-08,9438.0,Folding Stools
147,2019-05-09,8679.0,Folding Stools
148,2019-05-10,9215.0,Folding Stools
149,2019-05-11,9586.0,Folding Stools
150,2019-05-12,9974.0,Folding Stools
151,2019-05-13,8462.0,Folding Stools
152,2019-05-14,6409.0,Folding Stools
153,2019-05-15,7023.0,Folding Stools
154,2019-05-16,7023.0,Folding Stools
155,2019-05-17,10122.0,Folding Stools
156,2019-05-18,10339.0,Folding Stools
157,2019-05-19,10426.0,Folding Stools
158,2019-05-20,9630.0,Folding Stools
159,2019-05-21,7747.0,Folding Stools
160,2019-05-22,9162.0,Folding Stools
161,2019-05-23,5453.0,Folding Stools
162,2019-05-24,8176.0,Folding Stools
163,2019-05-25,7443.0,Folding Stools
164,2019-05-26,7924.0,Folding Stools
165,2019-05-27,7553.0,Folding Stools
166,2019-05-28,7525.0,Folding Stools
167,2019-05-29,7476.0,Folding Stools
168,2019-05-30,8236.0,Folding Stools
169,2019-05-31,6702.0,Folding Stools
170,2019-06-01,6685.0,Folding Stools
171,2019-06-02,6685.0,Folding Stools
172,2019-06-03,6685.0,Folding Stools
173,2019-06-04,9454.0,Folding Stools
174,2019-06-05,4576.0,Folding Stools
175,2019-06-06,7441.0,Folding Stools
176,2019-06-07,6927.0,Folding Stools
177,2019-06-08,7121.0,Folding Stools
178,2019-06-09,6112.0,Folding Stools
179,2019-06-10,6112.0,Folding Stools
180,2019-06-11,6801.0,Folding Stools
181,2019-06-12,6801.0,Folding Stools
182,2019-06-13,6801.0,Folding Stools
183,2019-06-14,6801.0,Folding Stools
184,2019-06-15,6801.0,Folding Stools
185,2019-06-16,6801.0,Folding Stools
186,2019-06-17,6801.0,Folding Stools
187,2019-06-18,6801.0,Folding Stools
188,2019-06-19,6801.0,Folding Stools
189,2019-06-20,6801.0,Folding Stools
190,2019-06-21,6801.0,Folding Stools
191,2019-06-22,6801.0,Folding Stools
192,2019-06-23,6801.0,Folding Stools
193,2019-06-24,6801.0,Folding Stools
194,2019-06-25,6801.0,Folding Stools
195,2019-06-26,6801.0,Folding Stools
196,2019-06-27,6801.0,Folding Stools
197,2019-06-28,6801.0,Folding Stools
198,2019-06-29,6801.0,Folding Stools
199,2019-06-30,6801.0,Folding Stools
200,2019-07-01,6801.0,Folding Stools
201,2019-07-02,6801.0,Folding Stools
202,2019-07-03,6801.0,Folding Stools
203,2019-07-04,6801.0,Folding Stools
204,2019-07-05,6801.0,Folding Stools
205,2019-07-06,6801.0,Folding Stools
206,2019-07-07,6801.0,Folding Stools
207,2019-07-08,6801.0,Folding Stools
208,2019-07-09,6801.0,Folding Stools
209,2019-07-10,6801.0,Folding Stools
210,2019-07-11,6801.0,Folding Stools
211,2019-07-12,6801.0,Folding Stools
212,2019-07-13,6801.0,Folding Stools
213,2019-07-14,6801.0,Folding Stools
214,2019-07-15,6801.0,Folding Stools
215,2019-07-16,6801.0,Folding Stools
216,2019-07-17,6801.0,Folding Stools
217,2019-07-18,16684.0,Folding Stools
218,2019-07-19,14612.0,Folding Stools
219,2019-07-20,14612.0,Folding Stools
220,2019-07-21,13482.0,Folding Stools
221,2019-07-22,18781.0,Folding Stools
222,2019-07-23,18938.0,Folding Stools
223,2019-07-24,9017.0,Folding Stools
224,2019-07-25,7320.0,Folding Stools
225,2019-07-26,8867.0,Folding Stools
226,2019-07-27,8515.0,Folding Stools
227,2019-07-28,11619.0,Folding Stools
228,2019-07-29,11619.0,Folding Stools
229,2019-07-30,7983.0,Folding Stools
230,2019-07-31,8102.0,Folding Stools
231,2019-08-01,5983.0,Folding Stools
232,2019-08-02,5983.0,Folding Stools
233,2019-08-03,7614.0,Folding Stools
234,2019-08-04,7614.0,Folding Stools
235,2019-08-05,7916.0,Folding Stools
236,2019-08-06,9129.0,Folding Stools
237,2019-08-07,9129.0,Folding Stools
238,2019-08-08,9129.0,Folding Stools
239,2019-08-09,7178.0,Folding Stools
240,2019-08-10,6022.0,Folding Stools
241,2019-08-11,6022.0,Folding Stools
242,2019-08-12,6827.0,Folding Stools
243,2019-08-13,6827.0,Folding Stools
244,2019-08-14,7099.0,Folding Stools
245,2019-08-15,7099.0,Folding Stools
246,2019-08-16,7099.0,Folding Stools
247,2019-08-17,5955.0,Folding Stools
248,2019-08-18,5955.0,Folding Stools
249,2019-08-19,5955.0,Folding Stools
250,2019-08-20,3781.0,Folding Stools
251,2019-08-21,3754.0,Folding Stools
252,2019-08-22,3754.0,Folding Stools
253,2019-08-23,2437.0,Folding Stools
254,2019-08-24,3306.0,Folding Stools
255,2019-08-25,2888.0,Folding Stools
256,2019-08-26,2722.0,Folding Stools
257,2019-08-27,2722.0,Folding Stools
258,2019-08-28,2722.0,Folding Stools
259,2019-08-29,2722.0,Folding Stools
260,2019-08-30,3524.0,Folding Stools
261,2019-08-31,2692.0,Folding Stools
262,2019-09-01,2692.0,Folding Stools
263,2019-09-02,953.0,Folding Stools
264,2019-09-03,749.0,Folding Stools
265,2019-09-04,1603.0,Folding Stools
266,2019-09-05,2038.0,Folding Stools
267,2019-09-06,2344.0,Folding Stools
268,2019-09-07,2555.0,Folding Stools
269,2019-09-08,2283.0,Folding Stools
270,2019-09-09,2173.0,Folding Stools
271,2019-09-10,2244.0,Folding Stools
272,2019-09-11,2192.0,Folding Stools
273,2019-09-12,2192.0,Folding Stools
274,2019-09-13,2617.0,Folding Stools
275,2019-09-14,2729.0,Folding Stools
276,2019-09-15,2607.0,Folding Stools
277,2019-09-16,2574.0,Folding Stools
278,2019-09-17,2502.0,Folding Stools
279,2019-09-18,2145.0,Folding Stools
280,2019-09-19,2145.0,Folding Stools
281,2019-09-20,2590.0,Folding Stools
282,2019-09-21,2590.0,Folding Stools
283,2019-09-22,2315.0,Folding Stools
284,2019-09-23,2119.0,Folding Stools
285,2019-09-24,1793.0,Folding Stools
286,2019-09-25,1908.0,Folding Stools
287,2019-09-26,1933.0,Folding Stools
288,2019-09-27,2282.0,Folding Stools
289,2019-09-28,2243.0,Folding Stools
290,2019-09-29,2243.0,Folding Stools
291,2019-09-30,2222.0,Folding Stools
292,2019-10-01,2222.0,Folding Stools
293,2019-10-02,2570.0,Folding Stools
294,2019-10-03,2610.0,Folding Stools
295,2019-10-04,2610.0,Folding Stools
296,2019-10-05,2610.0,Folding Stools
297,2019-10-06,2701.0,Folding Stools
298,2019-10-07,2299.0,Folding Stools
299,2019-10-08,3101.0,Folding Stools
300,2019-10-09,2677.0,Folding Stools
301,2019-10-10,2677.0,Folding Stools
302,2019-10-11,3471.0,Folding Stools
303,2019-10-12,3567.0,Folding Stools
304,2019-10-13,3819.0,Folding Stools
305,2019-10-14,3819.0,Folding Stools
306,2019-10-15,5298.0,Folding Stools
307,2019-10-16,7060.0,Folding Stools
308,2019-10-17,6320.0,Folding Stools
309,2019-10-18,6320.0,Folding Stools
310,2019-10-19,4692.0,Folding Stools
311,2019-10-20,4692.0,Folding Stools
312,2019-10-21,3593.0,Folding Stools
313,2019-10-22,3197.0,Folding Stools
314,2019-10-23,3558.0,Folding Stools
315,2019-10-24,3652.0,Folding Stools
316,2019-10-25,3652.0,Folding Stools
317,2019-10-26,2970.0,Folding Stools
318,2019-10-27,2970.0,Folding Stools
319,2019-10-28,2605.0,Folding Stools
320,2019-10-29,2605.0,Folding Stools
321,2019-10-30,2654.0,Folding Stools
322,2019-10-31,2958.0,Folding Stools
323,2019-11-01,3242.0,Folding Stools
324,2019-11-02,3242.0,Folding Stools
325,2019-11-03,2614.0,Folding Stools
326,2019-11-04,2614.0,Folding Stools
327,2019-11-05,1246.0,Folding Stools
328,2019-11-06,1246.0,Folding Stools
329,2019-11-07,1246.0,Folding Stools
330,2019-11-08,2780.0,Folding Stools
331,2019-11-09,2554.0,Folding Stools
332,2019-11-10,2554.0,Folding Stools
333,2019-11-11,2660.0,Folding Stools
334,2019-11-12,2660.0,Folding Stools
335,2019-11-13,3459.0,Folding Stools
336,2019-11-14,3272.0,Folding Stools
337,2019-11-15,3272.0,Folding Stools
338,2019-11-16,3272.0,Folding Stools
339,2019-11-17,3077.0,Folding Stools
340,2019-11-18,3120.0,Folding Stools
341,2019-11-19,3746.0,Folding Stools
342,2019-11-20,3271.0,Folding Stools
343,2019-11-21,3645.0,Folding Stools
344,2019-11-22,3645.0,Folding Stools
345,2019-11-23,3645.0,Folding Stools
346,2019-11-24,3378.0,Folding Stools
347,2019-11-25,4227.0,Folding Stools
348,2019-11-26,4209.0,Folding Stools
349,2019-11-27,4209.0,Folding Stools
350,2019-11-28,4209.0,Folding Stools
351,2019-11-29,4706.0,Folding Stools
352,2019-11-30,7722.0,Folding Stools
353,2019-12-01,7722.0,Folding Stools
354,2019-12-02,7722.0,Folding Stools
355,2019-12-03,7722.0,Folding Stools
356,2019-12-04,6372.0,Folding Stools
357,2019-12-05,5338.0,Folding Stools
358,2019-12-06,5338.0,Folding Stools
359,2019-12-07,6423.0,Folding Stools
360,2019-12-08,6423.0,Folding Stools
361,2019-12-09,6423.0,Folding Stools
362,2019-12-10,5426.0,Folding Stools
363,2019-12-11,5736.0,Folding Stools
364,2019-12-12,5449.0,Folding Stools
365,2019-12-13,5449.0,Folding Stools
366,2019-12-14,6499.0,Folding Stools
367,2019-12-15,6499.0,Folding Stools
368,2019-12-16,7529.0,Folding Stools
369,2019-12-17,7529.0,Folding Stools
370,2019-12-18,7309.0,Folding Stools
371,2019-12-19,7309.0,Folding Stools
372,2019-12-20,7796.0,Folding Stools
373,2019-12-21,7796.0,Folding Stools
374,2019-12-22,7796.0,Folding Stools
375,2019-12-23,6041.0,Folding Stools
376,2019-12-24,4274.0,Folding Stools
377,2019-12-25,4274.0,Folding Stools
378,2019-12-26,4177.0,Folding Stools
379,2019-12-27,4177.0,Folding Stools
380,2019-12-28,4177.0,Folding Stools
381,2019-12-29,4177.0,Folding Stools
382,2019-12-30,2743.0,Folding Stools
383,2019-12-31,2946.0,Folding Stools
384,2020-01-01,2946.0,Folding Stools
385,2020-01-02,2794.0,Folding Stools
386,2020-01-03,2219.0,Folding Stools
387,2020-01-04,1990.0,Folding Stools
388,2020-01-05,1990.0,Folding Stools
389,2020-01-06,1973.0,Folding Stools
390,2020-01-07,2164.0,Folding Stools
391,2020-01-08,2164.0,Folding Stools
392,2020-01-09,2055.0,Folding Stools
393,2020-01-10,2356.0,Folding Stools
394,2020-01-11,2328.0,Folding Stools
395,2020-01-12,2328.0,Folding Stools
396,2020-01-13,2413.0,Folding Stools
397,2020-01-14,2149.0,Folding Stools
398,2020-01-15,2081.0,Folding Stools
399,2020-01-16,3022.0,Folding Stools
400,2020-01-17,3022.0,Folding Stools
401,2020-01-18,2894.0,Folding Stools
402,2020-01-19,2631.0,Folding Stools
403,2020-01-20,2631.0,Folding Stools
404,2020-01-21,2355.0,Folding Stools
405,2020-01-22,2355.0,Folding Stools
406,2020-01-23,2018.0,Folding Stools
407,2020-01-24,2018.0,Folding Stools
408,2020-01-25,2018.0,Folding Stools
409,2020-01-26,2018.0,Folding Stools
410,2020-01-27,2134.0,Folding Stools
411,2020-01-28,2134.0,Folding Stools
412,2020-01-29,2505.0,Folding Stools
413,2020-01-30,2784.0,Folding Stools
414,2020-01-31,2722.0,Folding Stools
415,2020-02-01,2135.0,Folding Stools
416,2020-02-02,2135.0,Folding Stools
417,2020-02-03,2182.0,Folding Stools
418,2020-02-04,2182.0,Folding Stools
419,2020-02-05,2455.0,Folding Stools
420,2020-02-06,2384.0,Folding Stools
421,2020-02-07,2487.0,Folding Stools
422,2020-02-08,2684.0,Folding Stools
423,2020-02-09,2189.0,Folding Stools
424,2020-02-10,2189.0,Folding Stools
425,2020-02-11,3042.0,Folding Stools
426,2020-02-12,2567.0,Folding Stools
427,2020-02-13,3134.0,Folding Stools
428,2020-02-14,3134.0,Folding Stools
429,2020-02-15,2312.0,Folding Stools
430,2020-02-16,2529.0,Folding Stools
431,2020-02-17,2529.0,Folding Stools
432,2020-02-18,2321.0,Folding Stools
433,2020-02-19,433.0,Folding Stools
434,2020-02-20,433.0,Folding Stools
435,2020-02-21,433.0,Folding Stools
436,2020-02-22,433.0,Folding Stools
437,2020-02-23,433.0,Folding Stools
438,2020-02-24,384.0,Folding Stools
439,2020-02-25,384.0,Folding Stools
440,2020-02-26,2631.0,Folding Stools
441,2020-02-27,2631.0,Folding Stools
442,2020-02-28,2620.0,Folding Stools
443,2020-02-29,2620.0,Folding Stools
444,2020-03-01,2675.0,Folding Stools
445,2020-03-02,2244.0,Folding Stools
446,2020-03-03,2244.0,Folding Stools
447,2020-03-04,2475.0,Folding Stools
448,2020-03-05,2973.0,Folding Stools
449,2020-03-06,2193.0,Folding Stools
450,2020-03-07,-1.0,Folding Stools
