,date,value,name_B08NSNCRT5
84,2021-02-22,67701.0,Wall & Tabletop Frames
85,2021-02-23,67701.0,Wall & Tabletop Frames
86,2021-02-24,30112.0,Wall & Tabletop Frames
87,2021-02-25,30112.0,Wall & Tabletop Frames
88,2021-02-26,30112.0,Wall & Tabletop Frames
89,2021-02-27,30112.0,Wall & Tabletop Frames
90,2021-02-28,30112.0,Wall & Tabletop Frames
91,2021-03-01,51774.0,Wall & Tabletop Frames
92,2021-03-02,51774.0,Wall & Tabletop Frames
93,2021-03-03,36256.0,Wall & Tabletop Frames
94,2021-03-04,36256.0,Wall & Tabletop Frames
95,2021-03-05,36256.0,Wall & Tabletop Frames
96,2021-03-06,32864.0,Wall & Tabletop Frames
97,2021-03-07,32864.0,Wall & Tabletop Frames
98,2021-03-08,32864.0,Wall & Tabletop Frames
99,2021-03-09,32864.0,Wall & Tabletop Frames
100,2021-03-10,32864.0,Wall & Tabletop Frames
101,2021-03-11,32864.0,Wall & Tabletop Frames
102,2021-03-12,36761.0,Wall & Tabletop Frames
103,2021-03-13,36761.0,Wall & Tabletop Frames
104,2021-03-14,36761.0,Wall & Tabletop Frames
105,2021-03-15,55572.0,Wall & Tabletop Frames
106,2021-03-16,55572.0,Wall & Tabletop Frames
107,2021-03-17,55572.0,Wall & Tabletop Frames
108,2021-03-18,55572.0,Wall & Tabletop Frames
109,2021-03-19,55572.0,Wall & Tabletop Frames
110,2021-03-20,44251.0,Wall & Tabletop Frames
111,2021-03-21,44251.0,Wall & Tabletop Frames
112,2021-03-22,44251.0,Wall & Tabletop Frames
113,2021-03-23,44251.0,Wall & Tabletop Frames
114,2021-03-24,44251.0,Wall & Tabletop Frames
115,2021-03-25,44251.0,Wall & Tabletop Frames
116,2021-03-26,36829.0,Wall & Tabletop Frames
117,2021-03-27,36829.0,Wall & Tabletop Frames
118,2021-03-28,47897.0,Wall & Tabletop Frames
119,2021-03-29,47897.0,Wall & Tabletop Frames
120,2021-03-30,47897.0,Wall & Tabletop Frames
121,2021-03-31,47897.0,Wall & Tabletop Frames
122,2021-04-01,37099.0,Wall & Tabletop Frames
123,2021-04-02,31071.0,Wall & Tabletop Frames
124,2021-04-03,31071.0,Wall & Tabletop Frames
125,2021-04-04,31071.0,Wall & Tabletop Frames
126,2021-04-05,31071.0,Wall & Tabletop Frames
127,2021-04-06,31071.0,Wall & Tabletop Frames
128,2021-04-07,31502.0,Wall & Tabletop Frames
129,2021-04-08,31502.0,Wall & Tabletop Frames
130,2021-04-09,31502.0,Wall & Tabletop Frames
131,2021-04-10,31502.0,Wall & Tabletop Frames
132,2021-04-11,31502.0,Wall & Tabletop Frames
133,2021-04-12,31502.0,Wall & Tabletop Frames
134,2021-04-13,13534.0,Wall & Tabletop Frames
135,2021-04-14,13534.0,Wall & Tabletop Frames
136,2021-04-15,15447.0,Wall & Tabletop Frames
137,2021-04-16,15447.0,Wall & Tabletop Frames
138,2021-04-17,15447.0,Wall & Tabletop Frames
139,2021-04-18,15447.0,Wall & Tabletop Frames
140,2021-04-19,15447.0,Wall & Tabletop Frames
141,2021-04-20,11469.0,Wall & Tabletop Frames
142,2021-04-21,11469.0,Wall & Tabletop Frames
143,2021-04-22,11469.0,Wall & Tabletop Frames
144,2021-04-23,9457.0,Wall & Tabletop Frames
145,2021-04-24,9457.0,Wall & Tabletop Frames
146,2021-04-25,10067.0,Wall & Tabletop Frames
147,2021-04-26,10067.0,Wall & Tabletop Frames
148,2021-04-27,10399.0,Wall & Tabletop Frames
149,2021-04-28,10399.0,Wall & Tabletop Frames
150,2021-04-29,8432.0,Wall & Tabletop Frames
151,2021-04-30,9632.0,Wall & Tabletop Frames
152,2021-05-01,9208.0,Wall & Tabletop Frames
153,2021-05-02,9208.0,Wall & Tabletop Frames
154,2021-05-03,12357.0,Wall & Tabletop Frames
155,2021-05-04,12357.0,Wall & Tabletop Frames
156,2021-05-05,12357.0,Wall & Tabletop Frames
157,2021-05-06,10035.0,Wall & Tabletop Frames
158,2021-05-07,10035.0,Wall & Tabletop Frames
159,2021-05-08,11677.0,Wall & Tabletop Frames
160,2021-05-09,11677.0,Wall & Tabletop Frames
161,2021-05-10,10475.0,Wall & Tabletop Frames
162,2021-05-11,12085.0,Wall & Tabletop Frames
163,2021-05-12,10681.0,Wall & Tabletop Frames
164,2021-05-13,10310.0,Wall & Tabletop Frames
165,2021-05-14,12036.0,Wall & Tabletop Frames
166,2021-05-15,12036.0,Wall & Tabletop Frames
167,2021-05-16,13017.0,Wall & Tabletop Frames
168,2021-05-17,12649.0,Wall & Tabletop Frames
169,2021-05-18,12783.0,Wall & Tabletop Frames
170,2021-05-19,12783.0,Wall & Tabletop Frames
171,2021-05-20,13907.0,Wall & Tabletop Frames
172,2021-05-21,13907.0,Wall & Tabletop Frames
173,2021-05-22,13907.0,Wall & Tabletop Frames
174,2021-05-23,13907.0,Wall & Tabletop Frames
175,2021-05-24,19485.0,Wall & Tabletop Frames
176,2021-05-25,19485.0,Wall & Tabletop Frames
177,2021-05-26,14250.0,Wall & Tabletop Frames
178,2021-05-27,14250.0,Wall & Tabletop Frames
179,2021-05-28,14250.0,Wall & Tabletop Frames
180,2021-05-29,14250.0,Wall & Tabletop Frames
181,2021-05-30,17228.0,Wall & Tabletop Frames
182,2021-05-31,17228.0,Wall & Tabletop Frames
183,2021-06-01,26024.0,Wall & Tabletop Frames
184,2021-06-02,26024.0,Wall & Tabletop Frames
185,2021-06-03,26024.0,Wall & Tabletop Frames
186,2021-06-04,26024.0,Wall & Tabletop Frames
187,2021-06-05,26024.0,Wall & Tabletop Frames
188,2021-06-06,25107.0,Wall & Tabletop Frames
189,2021-06-07,25107.0,Wall & Tabletop Frames
190,2021-06-08,25107.0,Wall & Tabletop Frames
191,2021-06-09,17949.0,Wall & Tabletop Frames
192,2021-06-10,17949.0,Wall & Tabletop Frames
193,2021-06-11,17949.0,Wall & Tabletop Frames
194,2021-06-12,19565.0,Wall & Tabletop Frames
195,2021-06-13,19565.0,Wall & Tabletop Frames
196,2021-06-14,19565.0,Wall & Tabletop Frames
197,2021-06-15,12984.0,Wall & Tabletop Frames
198,2021-06-16,12984.0,Wall & Tabletop Frames
199,2021-06-17,13963.0,Wall & Tabletop Frames
200,2021-06-18,13552.0,Wall & Tabletop Frames
201,2021-06-19,13103.0,Wall & Tabletop Frames
202,2021-06-20,13103.0,Wall & Tabletop Frames
203,2021-06-21,20093.0,Wall & Tabletop Frames
204,2021-06-22,10851.0,Wall & Tabletop Frames
205,2021-06-23,10305.0,Wall & Tabletop Frames
206,2021-06-24,10305.0,Wall & Tabletop Frames
207,2021-06-25,10584.0,Wall & Tabletop Frames
208,2021-06-26,10584.0,Wall & Tabletop Frames
209,2021-06-27,8663.0,Wall & Tabletop Frames
210,2021-06-28,8873.0,Wall & Tabletop Frames
211,2021-06-29,7242.0,Wall & Tabletop Frames
212,2021-06-30,7242.0,Wall & Tabletop Frames
213,2021-07-01,10086.0,Wall & Tabletop Frames
214,2021-07-02,10086.0,Wall & Tabletop Frames
215,2021-07-03,12337.0,Wall & Tabletop Frames
216,2021-07-04,12337.0,Wall & Tabletop Frames
217,2021-07-05,8999.0,Wall & Tabletop Frames
218,2021-07-06,13156.0,Wall & Tabletop Frames
219,2021-07-07,13156.0,Wall & Tabletop Frames
220,2021-07-08,13542.0,Wall & Tabletop Frames
221,2021-07-09,10024.0,Wall & Tabletop Frames
222,2021-07-10,10024.0,Wall & Tabletop Frames
223,2021-07-11,11415.0,Wall & Tabletop Frames
