,date,value,name_B01JV2KLTW
39,2020-07-03,3342.0,Supplements & Vitamins
40,2020-07-04,3445.0,Supplements & Vitamins
41,2020-07-05,3445.0,Supplements & Vitamins
42,2020-07-06,3767.0,Supplements & Vitamins
43,2020-07-07,3767.0,Supplements & Vitamins
44,2020-07-08,3767.0,Supplements & Vitamins
45,2020-07-09,3752.0,Supplements & Vitamins
46,2020-07-10,3752.0,Supplements & Vitamins
47,2020-07-11,3752.0,Supplements & Vitamins
48,2020-07-12,3752.0,Supplements & Vitamins
49,2020-07-13,3618.0,Supplements & Vitamins
50,2020-07-14,3618.0,Supplements & Vitamins
51,2020-07-15,3618.0,Supplements & Vitamins
52,2020-07-16,3618.0,Supplements & Vitamins
53,2020-07-17,3370.0,Supplements & Vitamins
54,2020-07-18,3370.0,Supplements & Vitamins
55,2020-07-19,3370.0,Supplements & Vitamins
56,2020-07-20,3722.0,Supplements & Vitamins
57,2020-07-21,3722.0,Supplements & Vitamins
58,2020-07-22,3722.0,Supplements & Vitamins
59,2020-07-23,3722.0,Supplements & Vitamins
60,2020-07-24,3686.0,Supplements & Vitamins
61,2020-07-25,3686.0,Supplements & Vitamins
62,2020-07-26,4017.0,Supplements & Vitamins
63,2020-07-27,4017.0,Supplements & Vitamins
64,2020-07-28,4017.0,Supplements & Vitamins
65,2020-07-29,4644.0,Supplements & Vitamins
66,2020-07-30,4644.0,Supplements & Vitamins
67,2020-07-31,4644.0,Supplements & Vitamins
68,2020-08-01,4644.0,Supplements & Vitamins
69,2020-08-02,3913.0,Supplements & Vitamins
70,2020-08-03,4438.0,Supplements & Vitamins
71,2020-08-04,4438.0,Supplements & Vitamins
72,2020-08-05,4438.0,Supplements & Vitamins
73,2020-08-06,3797.0,Supplements & Vitamins
74,2020-08-07,3797.0,Supplements & Vitamins
75,2020-08-08,3772.0,Supplements & Vitamins
76,2020-08-09,3772.0,Supplements & Vitamins
77,2020-08-10,3772.0,Supplements & Vitamins
78,2020-08-11,3910.0,Supplements & Vitamins
79,2020-08-12,3910.0,Supplements & Vitamins
80,2020-08-13,3910.0,Supplements & Vitamins
81,2020-08-14,3772.0,Supplements & Vitamins
82,2020-08-15,3772.0,Supplements & Vitamins
83,2020-08-16,3772.0,Supplements & Vitamins
84,2020-08-17,3034.0,Supplements & Vitamins
85,2020-08-18,3034.0,Supplements & Vitamins
86,2020-08-19,3034.0,Supplements & Vitamins
87,2020-08-20,3715.0,Supplements & Vitamins
88,2020-08-21,3715.0,Supplements & Vitamins
89,2020-08-22,3671.0,Supplements & Vitamins
90,2020-08-23,3671.0,Supplements & Vitamins
91,2020-08-24,3671.0,Supplements & Vitamins
92,2020-08-25,3905.0,Supplements & Vitamins
93,2020-08-26,3905.0,Supplements & Vitamins
94,2020-08-27,3905.0,Supplements & Vitamins
95,2020-08-28,3905.0,Supplements & Vitamins
96,2020-08-29,3905.0,Supplements & Vitamins
97,2020-08-30,3905.0,Supplements & Vitamins
98,2020-08-31,3328.0,Supplements & Vitamins
99,2020-09-01,3328.0,Supplements & Vitamins
100,2020-09-02,3328.0,Supplements & Vitamins
101,2020-09-03,3676.0,Supplements & Vitamins
102,2020-09-04,3676.0,Supplements & Vitamins
103,2020-09-05,3676.0,Supplements & Vitamins
104,2020-09-06,3674.0,Supplements & Vitamins
105,2020-09-07,3674.0,Supplements & Vitamins
106,2020-09-08,3674.0,Supplements & Vitamins
107,2020-09-09,3674.0,Supplements & Vitamins
108,2020-09-10,3240.0,Supplements & Vitamins
109,2020-09-11,3240.0,Supplements & Vitamins
110,2020-09-12,3240.0,Supplements & Vitamins
111,2020-09-13,3240.0,Supplements & Vitamins
112,2020-09-14,3240.0,Supplements & Vitamins
113,2020-09-15,3336.0,Supplements & Vitamins
114,2020-09-16,3336.0,Supplements & Vitamins
115,2020-09-17,3136.0,Supplements & Vitamins
116,2020-09-18,3136.0,Supplements & Vitamins
117,2020-09-19,3136.0,Supplements & Vitamins
118,2020-09-20,3323.0,Supplements & Vitamins
119,2020-09-21,3323.0,Supplements & Vitamins
120,2020-09-22,3323.0,Supplements & Vitamins
121,2020-09-23,4203.0,Supplements & Vitamins
122,2020-09-24,4203.0,Supplements & Vitamins
123,2020-09-25,4203.0,Supplements & Vitamins
124,2020-09-26,3167.0,Supplements & Vitamins
125,2020-09-27,3167.0,Supplements & Vitamins
126,2020-09-28,3109.0,Supplements & Vitamins
127,2020-09-29,3109.0,Supplements & Vitamins
128,2020-09-30,3109.0,Supplements & Vitamins
129,2020-10-01,3358.0,Supplements & Vitamins
130,2020-10-02,3358.0,Supplements & Vitamins
131,2020-10-03,3358.0,Supplements & Vitamins
132,2020-10-04,3830.0,Supplements & Vitamins
133,2020-10-05,3830.0,Supplements & Vitamins
134,2020-10-06,3830.0,Supplements & Vitamins
135,2020-10-07,3810.0,Supplements & Vitamins
136,2020-10-08,3810.0,Supplements & Vitamins
137,2020-10-09,3810.0,Supplements & Vitamins
138,2020-10-10,3810.0,Supplements & Vitamins
139,2020-10-11,4282.0,Supplements & Vitamins
140,2020-10-12,3765.0,Supplements & Vitamins
141,2020-10-13,3765.0,Supplements & Vitamins
142,2020-10-14,4237.0,Supplements & Vitamins
143,2020-10-15,4237.0,Supplements & Vitamins
144,2020-10-16,4237.0,Supplements & Vitamins
145,2020-10-17,3289.0,Supplements & Vitamins
146,2020-10-18,3289.0,Supplements & Vitamins
147,2020-10-19,3289.0,Supplements & Vitamins
148,2020-10-20,3289.0,Supplements & Vitamins
149,2020-10-21,3117.0,Supplements & Vitamins
150,2020-10-22,3117.0,Supplements & Vitamins
151,2020-10-23,3117.0,Supplements & Vitamins
152,2020-10-24,3753.0,Supplements & Vitamins
153,2020-10-25,3753.0,Supplements & Vitamins
154,2020-10-26,3457.0,Supplements & Vitamins
155,2020-10-27,3457.0,Supplements & Vitamins
156,2020-10-28,3457.0,Supplements & Vitamins
157,2020-10-29,3578.0,Supplements & Vitamins
158,2020-10-30,3578.0,Supplements & Vitamins
159,2020-10-31,3578.0,Supplements & Vitamins
160,2020-11-01,3578.0,Supplements & Vitamins
161,2020-11-02,3867.0,Supplements & Vitamins
162,2020-11-03,3867.0,Supplements & Vitamins
163,2020-11-04,3244.0,Supplements & Vitamins
164,2020-11-05,3244.0,Supplements & Vitamins
165,2020-11-06,3244.0,Supplements & Vitamins
166,2020-11-07,3244.0,Supplements & Vitamins
167,2020-11-08,3244.0,Supplements & Vitamins
168,2020-11-09,3737.0,Supplements & Vitamins
169,2020-11-10,3231.0,Supplements & Vitamins
170,2020-11-11,3267.0,Supplements & Vitamins
171,2020-11-12,3267.0,Supplements & Vitamins
172,2020-11-13,3267.0,Supplements & Vitamins
173,2020-11-14,3029.0,Supplements & Vitamins
174,2020-11-15,3599.0,Supplements & Vitamins
175,2020-11-16,3599.0,Supplements & Vitamins
176,2020-11-17,3599.0,Supplements & Vitamins
177,2020-11-18,3599.0,Supplements & Vitamins
178,2020-11-19,3149.0,Supplements & Vitamins
179,2020-11-20,3149.0,Supplements & Vitamins
180,2020-11-21,3149.0,Supplements & Vitamins
181,2020-11-22,3630.0,Supplements & Vitamins
182,2020-11-23,3630.0,Supplements & Vitamins
183,2020-11-24,3630.0,Supplements & Vitamins
184,2020-11-25,3515.0,Supplements & Vitamins
185,2020-11-26,3515.0,Supplements & Vitamins
186,2020-11-27,3515.0,Supplements & Vitamins
187,2020-11-28,4157.0,Supplements & Vitamins
188,2020-11-29,4157.0,Supplements & Vitamins
189,2020-11-30,4157.0,Supplements & Vitamins
190,2020-12-01,4157.0,Supplements & Vitamins
191,2020-12-02,4147.0,Supplements & Vitamins
192,2020-12-03,4147.0,Supplements & Vitamins
193,2020-12-04,4147.0,Supplements & Vitamins
194,2020-12-05,4147.0,Supplements & Vitamins
195,2020-12-06,4468.0,Supplements & Vitamins
196,2020-12-07,4173.0,Supplements & Vitamins
197,2020-12-08,4208.0,Supplements & Vitamins
198,2020-12-09,4208.0,Supplements & Vitamins
199,2020-12-10,4807.0,Supplements & Vitamins
200,2020-12-11,4807.0,Supplements & Vitamins
201,2020-12-12,4807.0,Supplements & Vitamins
202,2020-12-13,4807.0,Supplements & Vitamins
203,2020-12-14,4230.0,Supplements & Vitamins
204,2020-12-15,4230.0,Supplements & Vitamins
205,2020-12-16,4230.0,Supplements & Vitamins
206,2020-12-17,4172.0,Supplements & Vitamins
207,2020-12-18,4172.0,Supplements & Vitamins
208,2020-12-19,4172.0,Supplements & Vitamins
209,2020-12-20,4616.0,Supplements & Vitamins
210,2020-12-21,4616.0,Supplements & Vitamins
211,2020-12-22,4616.0,Supplements & Vitamins
212,2020-12-23,4151.0,Supplements & Vitamins
213,2020-12-24,4151.0,Supplements & Vitamins
214,2020-12-25,4151.0,Supplements & Vitamins
215,2020-12-26,4151.0,Supplements & Vitamins
216,2020-12-27,4383.0,Supplements & Vitamins
217,2020-12-28,4383.0,Supplements & Vitamins
218,2020-12-29,4383.0,Supplements & Vitamins
219,2020-12-30,2991.0,Supplements & Vitamins
220,2020-12-31,2991.0,Supplements & Vitamins
221,2021-01-01,3967.0,Supplements & Vitamins
222,2021-01-02,3967.0,Supplements & Vitamins
223,2021-01-03,3967.0,Supplements & Vitamins
224,2021-01-04,3631.0,Supplements & Vitamins
225,2021-01-05,3631.0,Supplements & Vitamins
226,2021-01-06,3506.0,Supplements & Vitamins
227,2021-01-07,3506.0,Supplements & Vitamins
228,2021-01-08,3506.0,Supplements & Vitamins
229,2021-01-09,3506.0,Supplements & Vitamins
230,2021-01-10,3088.0,Supplements & Vitamins
231,2021-01-11,3088.0,Supplements & Vitamins
232,2021-01-12,3088.0,Supplements & Vitamins
233,2021-01-13,3088.0,Supplements & Vitamins
234,2021-01-14,3243.0,Supplements & Vitamins
235,2021-01-15,3243.0,Supplements & Vitamins
236,2021-01-16,3243.0,Supplements & Vitamins
237,2021-01-17,3243.0,Supplements & Vitamins
238,2021-01-18,3394.0,Supplements & Vitamins
239,2021-01-19,3394.0,Supplements & Vitamins
240,2021-01-20,3394.0,Supplements & Vitamins
241,2021-01-21,3394.0,Supplements & Vitamins
242,2021-01-22,3252.0,Supplements & Vitamins
243,2021-01-23,3252.0,Supplements & Vitamins
244,2021-01-24,4170.0,Supplements & Vitamins
245,2021-01-25,3597.0,Supplements & Vitamins
246,2021-01-26,3708.0,Supplements & Vitamins
247,2021-01-27,3708.0,Supplements & Vitamins
248,2021-01-28,3708.0,Supplements & Vitamins
249,2021-01-29,3601.0,Supplements & Vitamins
250,2021-01-30,3601.0,Supplements & Vitamins
251,2021-01-31,3606.0,Supplements & Vitamins
252,2021-02-01,3606.0,Supplements & Vitamins
253,2021-02-02,3606.0,Supplements & Vitamins
254,2021-02-03,3711.0,Supplements & Vitamins
255,2021-02-04,3711.0,Supplements & Vitamins
256,2021-02-05,3711.0,Supplements & Vitamins
257,2021-02-06,3295.0,Supplements & Vitamins
258,2021-02-07,3295.0,Supplements & Vitamins
259,2021-02-08,3377.0,Supplements & Vitamins
260,2021-02-09,3377.0,Supplements & Vitamins
261,2021-02-10,3578.0,Supplements & Vitamins
262,2021-02-11,3578.0,Supplements & Vitamins
263,2021-02-12,3578.0,Supplements & Vitamins
264,2021-02-13,3207.0,Supplements & Vitamins
265,2021-02-14,3207.0,Supplements & Vitamins
266,2021-02-15,2812.0,Supplements & Vitamins
267,2021-02-16,2812.0,Supplements & Vitamins
268,2021-02-17,2848.0,Supplements & Vitamins
269,2021-02-18,2848.0,Supplements & Vitamins
270,2021-02-19,2848.0,Supplements & Vitamins
271,2021-02-20,3189.0,Supplements & Vitamins
272,2021-02-21,3189.0,Supplements & Vitamins
273,2021-02-22,3189.0,Supplements & Vitamins
274,2021-02-23,3698.0,Supplements & Vitamins
275,2021-02-24,3698.0,Supplements & Vitamins
276,2021-02-25,3540.0,Supplements & Vitamins
277,2021-02-26,3540.0,Supplements & Vitamins
278,2021-02-27,3540.0,Supplements & Vitamins
279,2021-02-28,3540.0,Supplements & Vitamins
280,2021-03-01,3608.0,Supplements & Vitamins
281,2021-03-02,3608.0,Supplements & Vitamins
282,2021-03-03,3939.0,Supplements & Vitamins
283,2021-03-04,3939.0,Supplements & Vitamins
284,2021-03-05,3939.0,Supplements & Vitamins
285,2021-03-06,4490.0,Supplements & Vitamins
286,2021-03-07,4490.0,Supplements & Vitamins
287,2021-03-08,4490.0,Supplements & Vitamins
288,2021-03-09,4195.0,Supplements & Vitamins
289,2021-03-10,4195.0,Supplements & Vitamins
290,2021-03-11,4194.0,Supplements & Vitamins
291,2021-03-12,4194.0,Supplements & Vitamins
292,2021-03-13,4194.0,Supplements & Vitamins
293,2021-03-14,3642.0,Supplements & Vitamins
294,2021-03-15,3642.0,Supplements & Vitamins
295,2021-03-16,3642.0,Supplements & Vitamins
296,2021-03-17,4054.0,Supplements & Vitamins
297,2021-03-18,4054.0,Supplements & Vitamins
298,2021-03-19,3524.0,Supplements & Vitamins
299,2021-03-20,3524.0,Supplements & Vitamins
300,2021-03-21,3524.0,Supplements & Vitamins
301,2021-03-22,3424.0,Supplements & Vitamins
302,2021-03-23,3424.0,Supplements & Vitamins
303,2021-03-24,3568.0,Supplements & Vitamins
304,2021-03-25,3568.0,Supplements & Vitamins
305,2021-03-26,3568.0,Supplements & Vitamins
306,2021-03-27,3506.0,Supplements & Vitamins
307,2021-03-28,3876.0,Supplements & Vitamins
308,2021-03-29,3876.0,Supplements & Vitamins
309,2021-03-30,3335.0,Supplements & Vitamins
310,2021-03-31,3335.0,Supplements & Vitamins
311,2021-04-01,3386.0,Supplements & Vitamins
312,2021-04-02,3386.0,Supplements & Vitamins
313,2021-04-03,3386.0,Supplements & Vitamins
314,2021-04-04,3804.0,Supplements & Vitamins
315,2021-04-05,3804.0,Supplements & Vitamins
316,2021-04-06,3804.0,Supplements & Vitamins
317,2021-04-07,3729.0,Supplements & Vitamins
318,2021-04-08,3729.0,Supplements & Vitamins
319,2021-04-09,3934.0,Supplements & Vitamins
320,2021-04-10,3900.0,Supplements & Vitamins
321,2021-04-11,3900.0,Supplements & Vitamins
322,2021-04-12,4035.0,Supplements & Vitamins
323,2021-04-13,4035.0,Supplements & Vitamins
324,2021-04-14,4035.0,Supplements & Vitamins
325,2021-04-15,3787.0,Supplements & Vitamins
326,2021-04-16,3787.0,Supplements & Vitamins
327,2021-04-17,3178.0,Supplements & Vitamins
328,2021-04-18,3178.0,Supplements & Vitamins
329,2021-04-19,3610.0,Supplements & Vitamins
330,2021-04-20,3610.0,Supplements & Vitamins
331,2021-04-21,3753.0,Supplements & Vitamins
332,2021-04-22,3753.0,Supplements & Vitamins
333,2021-04-23,3753.0,Supplements & Vitamins
334,2021-04-24,4035.0,Supplements & Vitamins
335,2021-04-25,4074.0,Supplements & Vitamins
336,2021-04-26,4074.0,Supplements & Vitamins
337,2021-04-27,3263.0,Supplements & Vitamins
338,2021-04-28,3263.0,Supplements & Vitamins
339,2021-04-29,3180.0,Supplements & Vitamins
340,2021-04-30,3180.0,Supplements & Vitamins
341,2021-05-01,3180.0,Supplements & Vitamins
342,2021-05-02,4165.0,Supplements & Vitamins
343,2021-05-03,4165.0,Supplements & Vitamins
344,2021-05-04,4292.0,Supplements & Vitamins
345,2021-05-05,4292.0,Supplements & Vitamins
346,2021-05-06,3250.0,Supplements & Vitamins
347,2021-05-07,3250.0,Supplements & Vitamins
348,2021-05-08,3320.0,Supplements & Vitamins
349,2021-05-09,3320.0,Supplements & Vitamins
350,2021-05-10,3800.0,Supplements & Vitamins
351,2021-05-11,2875.0,Supplements & Vitamins
352,2021-05-12,2875.0,Supplements & Vitamins
353,2021-05-13,3572.0,Supplements & Vitamins
354,2021-05-14,3963.0,Supplements & Vitamins
355,2021-05-15,3633.0,Supplements & Vitamins
356,2021-05-16,3633.0,Supplements & Vitamins
357,2021-05-17,3666.0,Supplements & Vitamins
358,2021-05-18,3666.0,Supplements & Vitamins
359,2021-05-19,3307.0,Supplements & Vitamins
360,2021-05-20,3799.0,Supplements & Vitamins
361,2021-05-21,3799.0,Supplements & Vitamins
362,2021-05-22,3799.0,Supplements & Vitamins
363,2021-05-23,3647.0,Supplements & Vitamins
364,2021-05-24,3647.0,Supplements & Vitamins
365,2021-05-25,3682.0,Supplements & Vitamins
366,2021-05-26,3682.0,Supplements & Vitamins
367,2021-05-27,2983.0,Supplements & Vitamins
368,2021-05-28,2983.0,Supplements & Vitamins
369,2021-05-29,2983.0,Supplements & Vitamins
370,2021-05-30,2983.0,Supplements & Vitamins
371,2021-05-31,3415.0,Supplements & Vitamins
372,2021-06-01,3415.0,Supplements & Vitamins
373,2021-06-02,3566.0,Supplements & Vitamins
374,2021-06-03,3566.0,Supplements & Vitamins
375,2021-06-04,3566.0,Supplements & Vitamins
376,2021-06-05,3566.0,Supplements & Vitamins
377,2021-06-06,3191.0,Supplements & Vitamins
378,2021-06-07,3191.0,Supplements & Vitamins
379,2021-06-08,3344.0,Supplements & Vitamins
380,2021-06-09,3344.0,Supplements & Vitamins
381,2021-06-10,4247.0,Supplements & Vitamins
382,2021-06-11,4247.0,Supplements & Vitamins
383,2021-06-12,3706.0,Supplements & Vitamins
384,2021-06-13,3706.0,Supplements & Vitamins
385,2021-06-14,4075.0,Supplements & Vitamins
386,2021-06-15,4075.0,Supplements & Vitamins
387,2021-06-16,2815.0,Supplements & Vitamins
388,2021-06-17,2985.0,Supplements & Vitamins
389,2021-06-18,2985.0,Supplements & Vitamins
390,2021-06-19,2985.0,Supplements & Vitamins
391,2021-06-20,2985.0,Supplements & Vitamins
392,2021-06-21,2708.0,Supplements & Vitamins
393,2021-06-22,2257.0,Supplements & Vitamins
394,2021-06-23,2257.0,Supplements & Vitamins
395,2021-06-24,2257.0,Supplements & Vitamins
396,2021-06-25,2570.0,Supplements & Vitamins
397,2021-06-26,2570.0,Supplements & Vitamins
398,2021-06-27,2545.0,Supplements & Vitamins
399,2021-06-28,2545.0,Supplements & Vitamins
400,2021-06-29,2920.0,Supplements & Vitamins
401,2021-06-30,2920.0,Supplements & Vitamins
402,2021-07-01,2920.0,Supplements & Vitamins
403,2021-07-02,3497.0,Supplements & Vitamins
404,2021-07-03,3497.0,Supplements & Vitamins
405,2021-07-04,3093.0,Supplements & Vitamins
406,2021-07-05,3051.0,Supplements & Vitamins
407,2021-07-06,3051.0,Supplements & Vitamins
408,2021-07-07,3051.0,Supplements & Vitamins
409,2021-07-08,3108.0,Supplements & Vitamins
410,2021-07-09,3108.0,Supplements & Vitamins
411,2021-07-10,3108.0,Supplements & Vitamins
412,2021-07-11,3544.0,Supplements & Vitamins
