,date,value,name_B07K9GTWWX
72,2020-08-05,10578.0,Humidors
73,2020-08-06,11569.0,Humidors
74,2020-08-07,11569.0,Humidors
75,2020-08-08,10841.0,Humidors
76,2020-08-09,10841.0,Humidors
77,2020-08-10,10637.0,Humidors
78,2020-08-11,10637.0,Humidors
79,2020-08-12,6502.0,Humidors
80,2020-08-13,7324.0,Humidors
81,2020-08-14,7324.0,Humidors
82,2020-08-15,7324.0,Humidors
83,2020-08-16,7324.0,Humidors
84,2020-08-17,4344.0,Humidors
85,2020-08-18,5020.0,Humidors
86,2020-08-19,5501.0,Humidors
87,2020-08-20,5659.0,Humidors
88,2020-08-21,6004.0,Humidors
89,2020-08-22,6374.0,Humidors
90,2020-08-23,6826.0,Humidors
91,2020-08-24,6826.0,Humidors
92,2020-08-25,6819.0,Humidors
93,2020-08-26,8099.0,Humidors
94,2020-08-27,8099.0,Humidors
95,2020-08-28,8725.0,Humidors
96,2020-08-29,8725.0,Humidors
97,2020-08-30,8725.0,Humidors
98,2020-08-31,9734.0,Humidors
99,2020-09-01,10198.0,Humidors
100,2020-09-02,10088.0,Humidors
101,2020-09-03,10088.0,Humidors
102,2020-09-04,11080.0,Humidors
103,2020-09-05,8587.0,Humidors
104,2020-09-06,10757.0,Humidors
105,2020-09-07,13028.0,Humidors
106,2020-09-08,13028.0,Humidors
107,2020-09-09,13028.0,Humidors
108,2020-09-10,13028.0,Humidors
109,2020-09-11,8221.0,Humidors
110,2020-09-12,8221.0,Humidors
111,2020-09-13,8221.0,Humidors
112,2020-09-14,6194.0,Humidors
113,2020-09-15,6986.0,Humidors
114,2020-09-16,6986.0,Humidors
115,2020-09-17,7079.0,Humidors
116,2020-09-18,7138.0,Humidors
117,2020-09-19,7138.0,Humidors
118,2020-09-20,7138.0,Humidors
119,2020-09-21,6045.0,Humidors
120,2020-09-22,6045.0,Humidors
121,2020-09-23,7562.0,Humidors
122,2020-09-24,6554.0,Humidors
123,2020-09-25,6530.0,Humidors
124,2020-09-26,6530.0,Humidors
125,2020-09-27,6530.0,Humidors
126,2020-09-28,6484.0,Humidors
127,2020-09-29,6484.0,Humidors
128,2020-09-30,6300.0,Humidors
129,2020-10-01,7138.0,Humidors
130,2020-10-02,7138.0,Humidors
131,2020-10-03,7138.0,Humidors
132,2020-10-04,6742.0,Humidors
133,2020-10-05,6742.0,Humidors
134,2020-10-06,6679.0,Humidors
135,2020-10-07,6393.0,Humidors
136,2020-10-08,6601.0,Humidors
137,2020-10-09,6027.0,Humidors
138,2020-10-10,7463.0,Humidors
139,2020-10-11,7463.0,Humidors
140,2020-10-12,6614.0,Humidors
141,2020-10-13,6387.0,Humidors
142,2020-10-14,6387.0,Humidors
143,2020-10-15,6093.0,Humidors
144,2020-10-16,6093.0,Humidors
145,2020-10-17,5850.0,Humidors
146,2020-10-18,5850.0,Humidors
147,2020-10-19,4842.0,Humidors
148,2020-10-20,4842.0,Humidors
149,2020-10-21,6136.0,Humidors
150,2020-10-22,6136.0,Humidors
151,2020-10-23,5894.0,Humidors
152,2020-10-24,5894.0,Humidors
153,2020-10-25,5894.0,Humidors
154,2020-10-26,5265.0,Humidors
155,2020-10-27,5796.0,Humidors
156,2020-10-28,5796.0,Humidors
157,2020-10-29,5315.0,Humidors
158,2020-10-30,5929.0,Humidors
159,2020-10-31,5253.0,Humidors
160,2020-11-01,5253.0,Humidors
161,2020-11-02,5253.0,Humidors
162,2020-11-03,6586.0,Humidors
163,2020-11-04,6070.0,Humidors
164,2020-11-05,6070.0,Humidors
165,2020-11-06,6070.0,Humidors
166,2020-11-07,4767.0,Humidors
167,2020-11-08,4767.0,Humidors
168,2020-11-09,4767.0,Humidors
169,2020-11-10,6288.0,Humidors
170,2020-11-11,7253.0,Humidors
171,2020-11-12,7508.0,Humidors
172,2020-11-13,9292.0,Humidors
173,2020-11-14,9292.0,Humidors
174,2020-11-15,7165.0,Humidors
175,2020-11-16,7165.0,Humidors
176,2020-11-17,7165.0,Humidors
177,2020-11-18,10569.0,Humidors
178,2020-11-19,10569.0,Humidors
179,2020-11-20,10569.0,Humidors
180,2020-11-21,10569.0,Humidors
181,2020-11-22,10602.0,Humidors
182,2020-11-23,10602.0,Humidors
183,2020-11-24,10602.0,Humidors
184,2020-11-25,7741.0,Humidors
185,2020-11-26,5739.0,Humidors
186,2020-11-27,4759.0,Humidors
187,2020-11-28,4759.0,Humidors
188,2020-11-29,3497.0,Humidors
189,2020-11-30,3381.0,Humidors
190,2020-12-01,3381.0,Humidors
191,2020-12-02,3088.0,Humidors
192,2020-12-03,3184.0,Humidors
193,2020-12-04,2906.0,Humidors
194,2020-12-05,2636.0,Humidors
195,2020-12-06,2774.0,Humidors
196,2020-12-07,2465.0,Humidors
197,2020-12-08,2218.0,Humidors
198,2020-12-09,2444.0,Humidors
199,2020-12-10,2817.0,Humidors
200,2020-12-11,2543.0,Humidors
201,2020-12-12,2543.0,Humidors
202,2020-12-13,2543.0,Humidors
203,2020-12-14,2514.0,Humidors
204,2020-12-15,2336.0,Humidors
205,2020-12-16,2558.0,Humidors
206,2020-12-17,2558.0,Humidors
207,2020-12-18,2558.0,Humidors
208,2020-12-19,5941.0,Humidors
209,2020-12-20,6031.0,Humidors
210,2020-12-21,6031.0,Humidors
211,2020-12-22,7059.0,Humidors
212,2020-12-23,7059.0,Humidors
213,2020-12-24,7059.0,Humidors
214,2020-12-25,6831.0,Humidors
215,2020-12-26,6467.0,Humidors
216,2020-12-27,6467.0,Humidors
217,2020-12-28,6467.0,Humidors
218,2020-12-29,13799.0,Humidors
219,2020-12-30,13799.0,Humidors
220,2020-12-31,14268.0,Humidors
221,2021-01-01,12489.0,Humidors
222,2021-01-02,12489.0,Humidors
223,2021-01-03,12489.0,Humidors
224,2021-01-04,12851.0,Humidors
225,2021-01-05,11534.0,Humidors
226,2021-01-06,11534.0,Humidors
227,2021-01-07,11534.0,Humidors
228,2021-01-08,15598.0,Humidors
229,2021-01-09,15598.0,Humidors
230,2021-01-10,15598.0,Humidors
231,2021-01-11,13731.0,Humidors
232,2021-01-12,13731.0,Humidors
233,2021-01-13,13547.0,Humidors
234,2021-01-14,13547.0,Humidors
235,2021-01-15,15181.0,Humidors
236,2021-01-16,13820.0,Humidors
237,2021-01-17,13820.0,Humidors
238,2021-01-18,13820.0,Humidors
239,2021-01-19,13820.0,Humidors
240,2021-01-20,13526.0,Humidors
241,2021-01-21,12229.0,Humidors
242,2021-01-22,12342.0,Humidors
243,2021-01-23,12342.0,Humidors
244,2021-01-24,12342.0,Humidors
245,2021-01-25,13578.0,Humidors
246,2021-01-26,15233.0,Humidors
247,2021-01-27,15709.0,Humidors
248,2021-01-28,15855.0,Humidors
249,2021-01-29,16792.0,Humidors
250,2021-01-30,14739.0,Humidors
251,2021-01-31,14739.0,Humidors
252,2021-02-01,16404.0,Humidors
253,2021-02-02,14630.0,Humidors
254,2021-02-03,14630.0,Humidors
255,2021-02-04,16222.0,Humidors
256,2021-02-05,16574.0,Humidors
257,2021-02-06,16574.0,Humidors
258,2021-02-07,17030.0,Humidors
259,2021-02-08,17030.0,Humidors
260,2021-02-09,17030.0,Humidors
261,2021-02-10,17030.0,Humidors
262,2021-02-11,17030.0,Humidors
263,2021-02-12,9598.0,Humidors
264,2021-02-13,9598.0,Humidors
265,2021-02-14,9598.0,Humidors
266,2021-02-15,9598.0,Humidors
267,2021-02-16,13147.0,Humidors
268,2021-02-17,13147.0,Humidors
269,2021-02-18,13147.0,Humidors
270,2021-02-19,15218.0,Humidors
271,2021-02-20,15359.0,Humidors
272,2021-02-21,12925.0,Humidors
273,2021-02-22,14654.0,Humidors
274,2021-02-23,14654.0,Humidors
275,2021-02-24,13196.0,Humidors
276,2021-02-25,13196.0,Humidors
277,2021-02-26,13196.0,Humidors
278,2021-02-27,13196.0,Humidors
279,2021-02-28,13196.0,Humidors
280,2021-03-01,13215.0,Humidors
281,2021-03-02,15663.0,Humidors
282,2021-03-03,15663.0,Humidors
283,2021-03-04,15663.0,Humidors
284,2021-03-05,19015.0,Humidors
285,2021-03-06,18747.0,Humidors
286,2021-03-07,18747.0,Humidors
287,2021-03-08,15491.0,Humidors
288,2021-03-09,14244.0,Humidors
289,2021-03-10,15787.0,Humidors
290,2021-03-11,15787.0,Humidors
291,2021-03-12,17550.0,Humidors
292,2021-03-13,17550.0,Humidors
293,2021-03-14,17550.0,Humidors
294,2021-03-15,13642.0,Humidors
295,2021-03-16,13642.0,Humidors
296,2021-03-17,13133.0,Humidors
297,2021-03-18,13133.0,Humidors
298,2021-03-19,13133.0,Humidors
299,2021-03-20,13133.0,Humidors
300,2021-03-21,13133.0,Humidors
301,2021-03-22,12708.0,Humidors
302,2021-03-23,15265.0,Humidors
303,2021-03-24,15265.0,Humidors
304,2021-03-25,15265.0,Humidors
305,2021-03-26,17515.0,Humidors
306,2021-03-27,14514.0,Humidors
307,2021-03-28,14514.0,Humidors
308,2021-03-29,13555.0,Humidors
309,2021-03-30,12995.0,Humidors
310,2021-03-31,14291.0,Humidors
311,2021-04-01,14291.0,Humidors
312,2021-04-02,16946.0,Humidors
313,2021-04-03,16946.0,Humidors
314,2021-04-04,16946.0,Humidors
315,2021-04-05,13262.0,Humidors
316,2021-04-06,13262.0,Humidors
317,2021-04-07,15579.0,Humidors
318,2021-04-08,15579.0,Humidors
319,2021-04-09,12968.0,Humidors
320,2021-04-10,13192.0,Humidors
321,2021-04-11,13192.0,Humidors
322,2021-04-12,13591.0,Humidors
323,2021-04-13,13591.0,Humidors
324,2021-04-14,11705.0,Humidors
325,2021-04-15,11705.0,Humidors
326,2021-04-16,10538.0,Humidors
327,2021-04-17,10538.0,Humidors
328,2021-04-18,10538.0,Humidors
329,2021-04-19,7177.0,Humidors
330,2021-04-20,7445.0,Humidors
331,2021-04-21,6927.0,Humidors
332,2021-04-22,6927.0,Humidors
333,2021-04-23,7666.0,Humidors
334,2021-04-24,7666.0,Humidors
335,2021-04-25,7965.0,Humidors
336,2021-04-26,7063.0,Humidors
337,2021-04-27,9340.0,Humidors
338,2021-04-28,9340.0,Humidors
339,2021-04-29,9340.0,Humidors
340,2021-04-30,8755.0,Humidors
341,2021-05-01,8755.0,Humidors
342,2021-05-02,7906.0,Humidors
343,2021-05-03,8989.0,Humidors
344,2021-05-04,8989.0,Humidors
345,2021-05-05,8989.0,Humidors
346,2021-05-06,16167.0,Humidors
347,2021-05-07,16167.0,Humidors
348,2021-05-08,10900.0,Humidors
349,2021-05-09,10900.0,Humidors
350,2021-05-10,11525.0,Humidors
351,2021-05-11,11525.0,Humidors
352,2021-05-12,13860.0,Humidors
353,2021-05-13,14168.0,Humidors
354,2021-05-14,14168.0,Humidors
355,2021-05-15,11827.0,Humidors
356,2021-05-16,11827.0,Humidors
357,2021-05-17,11847.0,Humidors
358,2021-05-18,13036.0,Humidors
359,2021-05-19,13036.0,Humidors
360,2021-05-20,13425.0,Humidors
361,2021-05-21,10600.0,Humidors
362,2021-05-22,10600.0,Humidors
363,2021-05-23,10600.0,Humidors
364,2021-05-24,10608.0,Humidors
365,2021-05-25,11653.0,Humidors
366,2021-05-26,11653.0,Humidors
367,2021-05-27,11653.0,Humidors
368,2021-05-28,12930.0,Humidors
369,2021-05-29,12930.0,Humidors
370,2021-05-30,12930.0,Humidors
371,2021-05-31,12265.0,Humidors
372,2021-06-01,12265.0,Humidors
373,2021-06-02,12223.0,Humidors
374,2021-06-03,11127.0,Humidors
375,2021-06-04,11639.0,Humidors
376,2021-06-05,11639.0,Humidors
377,2021-06-06,9234.0,Humidors
378,2021-06-07,8054.0,Humidors
379,2021-06-08,8054.0,Humidors
380,2021-06-09,8054.0,Humidors
381,2021-06-10,9722.0,Humidors
382,2021-06-11,9722.0,Humidors
383,2021-06-12,9722.0,Humidors
384,2021-06-13,9722.0,Humidors
385,2021-06-14,8267.0,Humidors
386,2021-06-15,6790.0,Humidors
387,2021-06-16,6199.0,Humidors
388,2021-06-17,6199.0,Humidors
389,2021-06-18,5068.0,Humidors
390,2021-06-19,5068.0,Humidors
391,2021-06-20,4161.0,Humidors
392,2021-06-21,4987.0,Humidors
393,2021-06-22,7033.0,Humidors
394,2021-06-23,8565.0,Humidors
395,2021-06-24,8815.0,Humidors
396,2021-06-25,8219.0,Humidors
397,2021-06-26,7291.0,Humidors
398,2021-06-27,6154.0,Humidors
399,2021-06-28,6566.0,Humidors
400,2021-06-29,7335.0,Humidors
401,2021-06-30,7840.0,Humidors
402,2021-07-01,7819.0,Humidors
403,2021-07-02,8163.0,Humidors
404,2021-07-03,9611.0,Humidors
405,2021-07-04,9611.0,Humidors
406,2021-07-05,7791.0,Humidors
407,2021-07-06,7598.0,Humidors
408,2021-07-07,7598.0,Humidors
409,2021-07-08,7728.0,Humidors
410,2021-07-09,10096.0,Humidors
411,2021-07-10,10096.0,Humidors
412,2021-07-11,12136.0,Humidors
