,date,value,name_B07NVH7D8X
93,2020-08-27,1477.0,Envelope Mailers
94,2020-08-28,1515.0,Envelope Mailers
95,2020-08-29,1473.0,Envelope Mailers
96,2020-08-30,1559.0,Envelope Mailers
97,2020-08-31,1307.0,Envelope Mailers
98,2020-09-01,1307.0,Envelope Mailers
99,2020-09-02,1307.0,Envelope Mailers
100,2020-09-03,778.0,Envelope Mailers
101,2020-09-04,778.0,Envelope Mailers
102,2020-09-05,778.0,Envelope Mailers
103,2020-09-06,884.0,Envelope Mailers
104,2020-09-07,797.0,Envelope Mailers
105,2020-09-08,797.0,Envelope Mailers
106,2020-09-09,847.0,Envelope Mailers
107,2020-09-10,890.0,Envelope Mailers
108,2020-09-11,890.0,Envelope Mailers
109,2020-09-12,890.0,Envelope Mailers
110,2020-09-13,753.0,Envelope Mailers
111,2020-09-14,753.0,Envelope Mailers
112,2020-09-15,629.0,Envelope Mailers
113,2020-09-16,6594.0,Envelope Mailers
114,2020-09-17,969.0,Envelope Mailers
115,2020-09-18,891.0,Envelope Mailers
116,2020-09-19,891.0,Envelope Mailers
117,2020-09-20,903.0,Envelope Mailers
118,2020-09-21,878.0,Envelope Mailers
119,2020-09-22,878.0,Envelope Mailers
120,2020-09-23,905.0,Envelope Mailers
121,2020-09-24,905.0,Envelope Mailers
122,2020-09-25,870.0,Envelope Mailers
123,2020-09-26,870.0,Envelope Mailers
124,2020-09-27,870.0,Envelope Mailers
125,2020-09-28,992.0,Envelope Mailers
126,2020-09-29,866.0,Envelope Mailers
127,2020-09-30,876.0,Envelope Mailers
128,2020-10-01,968.0,Envelope Mailers
129,2020-10-02,968.0,Envelope Mailers
130,2020-10-03,968.0,Envelope Mailers
131,2020-10-04,892.0,Envelope Mailers
132,2020-10-05,892.0,Envelope Mailers
133,2020-10-06,859.0,Envelope Mailers
134,2020-10-07,710.0,Envelope Mailers
135,2020-10-08,738.0,Envelope Mailers
136,2020-10-09,815.0,Envelope Mailers
137,2020-10-10,815.0,Envelope Mailers
138,2020-10-11,847.0,Envelope Mailers
139,2020-10-12,847.0,Envelope Mailers
140,2020-10-13,847.0,Envelope Mailers
141,2020-10-14,1019.0,Envelope Mailers
142,2020-10-15,1019.0,Envelope Mailers
143,2020-10-16,1060.0,Envelope Mailers
144,2020-10-17,1103.0,Envelope Mailers
145,2020-10-18,1103.0,Envelope Mailers
146,2020-10-19,921.0,Envelope Mailers
147,2020-10-20,921.0,Envelope Mailers
148,2020-10-21,772.0,Envelope Mailers
149,2020-10-22,772.0,Envelope Mailers
150,2020-10-23,772.0,Envelope Mailers
151,2020-10-24,857.0,Envelope Mailers
152,2020-10-25,998.0,Envelope Mailers
153,2020-10-26,1139.0,Envelope Mailers
154,2020-10-27,812.0,Envelope Mailers
155,2020-10-28,979.0,Envelope Mailers
156,2020-10-29,979.0,Envelope Mailers
157,2020-10-30,979.0,Envelope Mailers
158,2020-10-31,1186.0,Envelope Mailers
159,2020-11-01,1186.0,Envelope Mailers
160,2020-11-02,1330.0,Envelope Mailers
161,2020-11-03,1330.0,Envelope Mailers
162,2020-11-04,1330.0,Envelope Mailers
163,2020-11-05,1166.0,Envelope Mailers
164,2020-11-06,1166.0,Envelope Mailers
165,2020-11-07,1134.0,Envelope Mailers
166,2020-11-08,1134.0,Envelope Mailers
167,2020-11-09,1134.0,Envelope Mailers
168,2020-11-10,1236.0,Envelope Mailers
169,2020-11-11,1236.0,Envelope Mailers
170,2020-11-12,1316.0,Envelope Mailers
171,2020-11-13,1316.0,Envelope Mailers
172,2020-11-14,1329.0,Envelope Mailers
173,2020-11-15,1329.0,Envelope Mailers
174,2020-11-16,1495.0,Envelope Mailers
175,2020-11-17,1495.0,Envelope Mailers
176,2020-11-18,1273.0,Envelope Mailers
177,2020-11-19,1354.0,Envelope Mailers
178,2020-11-20,1354.0,Envelope Mailers
179,2020-11-21,1635.0,Envelope Mailers
180,2020-11-22,1635.0,Envelope Mailers
181,2020-11-23,1700.0,Envelope Mailers
182,2020-11-24,1358.0,Envelope Mailers
183,2020-11-25,1436.0,Envelope Mailers
184,2020-11-26,1720.0,Envelope Mailers
185,2020-11-27,2061.0,Envelope Mailers
186,2020-11-28,2061.0,Envelope Mailers
187,2020-11-29,2061.0,Envelope Mailers
188,2020-11-30,2136.0,Envelope Mailers
189,2020-12-01,2031.0,Envelope Mailers
190,2020-12-02,1716.0,Envelope Mailers
191,2020-12-03,1548.0,Envelope Mailers
192,2020-12-04,1548.0,Envelope Mailers
193,2020-12-05,1554.0,Envelope Mailers
194,2020-12-06,1554.0,Envelope Mailers
195,2020-12-07,1770.0,Envelope Mailers
196,2020-12-08,1717.0,Envelope Mailers
197,2020-12-09,1770.0,Envelope Mailers
198,2020-12-10,1798.0,Envelope Mailers
199,2020-12-11,2311.0,Envelope Mailers
200,2020-12-12,2149.0,Envelope Mailers
201,2020-12-13,1957.0,Envelope Mailers
202,2020-12-14,2125.0,Envelope Mailers
203,2020-12-15,2041.0,Envelope Mailers
204,2020-12-16,2237.0,Envelope Mailers
205,2020-12-17,2092.0,Envelope Mailers
206,2020-12-18,2881.0,Envelope Mailers
207,2020-12-19,3121.0,Envelope Mailers
208,2020-12-20,3438.0,Envelope Mailers
209,2020-12-21,3712.0,Envelope Mailers
210,2020-12-22,2416.0,Envelope Mailers
211,2020-12-23,3192.0,Envelope Mailers
212,2020-12-24,3613.0,Envelope Mailers
213,2020-12-25,3280.0,Envelope Mailers
214,2020-12-26,4092.0,Envelope Mailers
215,2020-12-27,4092.0,Envelope Mailers
216,2020-12-28,3539.0,Envelope Mailers
217,2020-12-29,4349.0,Envelope Mailers
218,2020-12-30,4349.0,Envelope Mailers
219,2020-12-31,4349.0,Envelope Mailers
220,2021-01-01,2626.0,Envelope Mailers
221,2021-01-02,2626.0,Envelope Mailers
222,2021-01-03,2626.0,Envelope Mailers
223,2021-01-04,2972.0,Envelope Mailers
224,2021-01-05,2972.0,Envelope Mailers
225,2021-01-06,2972.0,Envelope Mailers
226,2021-01-07,2690.0,Envelope Mailers
227,2021-01-08,2690.0,Envelope Mailers
228,2021-01-09,2690.0,Envelope Mailers
229,2021-01-10,2690.0,Envelope Mailers
230,2021-01-11,3000.0,Envelope Mailers
231,2021-01-12,2153.0,Envelope Mailers
232,2021-01-13,2001.0,Envelope Mailers
233,2021-01-14,2001.0,Envelope Mailers
234,2021-01-15,2001.0,Envelope Mailers
235,2021-01-16,3044.0,Envelope Mailers
236,2021-01-17,3044.0,Envelope Mailers
237,2021-01-18,3044.0,Envelope Mailers
238,2021-01-19,2514.0,Envelope Mailers
239,2021-01-20,2514.0,Envelope Mailers
240,2021-01-21,2514.0,Envelope Mailers
241,2021-01-22,3804.0,Envelope Mailers
242,2021-01-23,3804.0,Envelope Mailers
243,2021-01-24,3804.0,Envelope Mailers
244,2021-01-25,3503.0,Envelope Mailers
245,2021-01-26,3503.0,Envelope Mailers
246,2021-01-27,2615.0,Envelope Mailers
247,2021-01-28,2615.0,Envelope Mailers
248,2021-01-29,2615.0,Envelope Mailers
249,2021-01-30,2925.0,Envelope Mailers
250,2021-01-31,1964.0,Envelope Mailers
251,2021-02-01,1606.0,Envelope Mailers
252,2021-02-02,1606.0,Envelope Mailers
253,2021-02-03,2022.0,Envelope Mailers
254,2021-02-04,1875.0,Envelope Mailers
255,2021-02-05,1875.0,Envelope Mailers
256,2021-02-06,1875.0,Envelope Mailers
257,2021-02-07,1594.0,Envelope Mailers
258,2021-02-08,1594.0,Envelope Mailers
259,2021-02-09,1594.0,Envelope Mailers
260,2021-02-10,1461.0,Envelope Mailers
261,2021-02-11,1461.0,Envelope Mailers
262,2021-02-12,1304.0,Envelope Mailers
263,2021-02-13,1519.0,Envelope Mailers
264,2021-02-14,1519.0,Envelope Mailers
265,2021-02-15,1658.0,Envelope Mailers
266,2021-02-16,1658.0,Envelope Mailers
267,2021-02-17,1658.0,Envelope Mailers
268,2021-02-18,1440.0,Envelope Mailers
269,2021-02-19,1440.0,Envelope Mailers
270,2021-02-20,1440.0,Envelope Mailers
271,2021-02-21,1545.0,Envelope Mailers
272,2021-02-22,1545.0,Envelope Mailers
273,2021-02-23,1545.0,Envelope Mailers
274,2021-02-24,1563.0,Envelope Mailers
275,2021-02-25,1424.0,Envelope Mailers
276,2021-02-26,1468.0,Envelope Mailers
277,2021-02-27,1374.0,Envelope Mailers
278,2021-02-28,1374.0,Envelope Mailers
279,2021-03-01,1374.0,Envelope Mailers
280,2021-03-02,1347.0,Envelope Mailers
281,2021-03-03,1761.0,Envelope Mailers
282,2021-03-04,1783.0,Envelope Mailers
283,2021-03-05,1783.0,Envelope Mailers
284,2021-03-06,1905.0,Envelope Mailers
285,2021-03-07,2327.0,Envelope Mailers
286,2021-03-08,2327.0,Envelope Mailers
287,2021-03-09,2327.0,Envelope Mailers
288,2021-03-10,2467.0,Envelope Mailers
289,2021-03-11,2421.0,Envelope Mailers
290,2021-03-12,2250.0,Envelope Mailers
291,2021-03-13,2250.0,Envelope Mailers
292,2021-03-14,2529.0,Envelope Mailers
293,2021-03-15,2471.0,Envelope Mailers
294,2021-03-16,2471.0,Envelope Mailers
295,2021-03-17,2075.0,Envelope Mailers
296,2021-03-18,2075.0,Envelope Mailers
297,2021-03-19,2075.0,Envelope Mailers
298,2021-03-20,2143.0,Envelope Mailers
299,2021-03-21,2143.0,Envelope Mailers
300,2021-03-22,2446.0,Envelope Mailers
301,2021-03-23,2446.0,Envelope Mailers
302,2021-03-24,2446.0,Envelope Mailers
303,2021-03-25,2789.0,Envelope Mailers
304,2021-03-26,2789.0,Envelope Mailers
305,2021-03-27,2789.0,Envelope Mailers
306,2021-03-28,3495.0,Envelope Mailers
307,2021-03-29,3495.0,Envelope Mailers
308,2021-03-30,3495.0,Envelope Mailers
309,2021-03-31,3100.0,Envelope Mailers
310,2021-04-01,2621.0,Envelope Mailers
311,2021-04-02,2621.0,Envelope Mailers
312,2021-04-03,2473.0,Envelope Mailers
313,2021-04-04,2473.0,Envelope Mailers
314,2021-04-05,2473.0,Envelope Mailers
315,2021-04-06,2370.0,Envelope Mailers
316,2021-04-07,2370.0,Envelope Mailers
317,2021-04-08,2266.0,Envelope Mailers
318,2021-04-09,2266.0,Envelope Mailers
319,2021-04-10,2122.0,Envelope Mailers
320,2021-04-11,2325.0,Envelope Mailers
321,2021-04-12,2610.0,Envelope Mailers
322,2021-04-13,2529.0,Envelope Mailers
323,2021-04-14,2466.0,Envelope Mailers
324,2021-04-15,3132.0,Envelope Mailers
325,2021-04-16,3132.0,Envelope Mailers
326,2021-04-17,3132.0,Envelope Mailers
327,2021-04-18,3132.0,Envelope Mailers
328,2021-04-19,3132.0,Envelope Mailers
329,2021-04-20,4299.0,Envelope Mailers
330,2021-04-21,4299.0,Envelope Mailers
331,2021-04-22,3281.0,Envelope Mailers
332,2021-04-23,3281.0,Envelope Mailers
333,2021-04-24,4610.0,Envelope Mailers
334,2021-04-25,4610.0,Envelope Mailers
335,2021-04-26,3205.0,Envelope Mailers
336,2021-04-27,3205.0,Envelope Mailers
337,2021-04-28,3205.0,Envelope Mailers
338,2021-04-29,2321.0,Envelope Mailers
339,2021-04-30,2321.0,Envelope Mailers
340,2021-05-01,2881.0,Envelope Mailers
341,2021-05-02,2636.0,Envelope Mailers
342,2021-05-03,2636.0,Envelope Mailers
343,2021-05-04,2636.0,Envelope Mailers
344,2021-05-05,2993.0,Envelope Mailers
345,2021-05-06,3192.0,Envelope Mailers
346,2021-05-07,3192.0,Envelope Mailers
347,2021-05-08,3370.0,Envelope Mailers
348,2021-05-09,3370.0,Envelope Mailers
349,2021-05-10,3370.0,Envelope Mailers
350,2021-05-11,2555.0,Envelope Mailers
351,2021-05-12,2555.0,Envelope Mailers
352,2021-05-13,3101.0,Envelope Mailers
353,2021-05-14,3101.0,Envelope Mailers
354,2021-05-15,2607.0,Envelope Mailers
355,2021-05-16,2607.0,Envelope Mailers
356,2021-05-17,2607.0,Envelope Mailers
357,2021-05-18,2746.0,Envelope Mailers
358,2021-05-19,2746.0,Envelope Mailers
359,2021-05-20,2293.0,Envelope Mailers
360,2021-05-21,2552.0,Envelope Mailers
361,2021-05-22,2552.0,Envelope Mailers
362,2021-05-23,3321.0,Envelope Mailers
363,2021-05-24,3321.0,Envelope Mailers
364,2021-05-25,2826.0,Envelope Mailers
365,2021-05-26,2826.0,Envelope Mailers
366,2021-05-27,2826.0,Envelope Mailers
367,2021-05-28,3183.0,Envelope Mailers
368,2021-05-29,3183.0,Envelope Mailers
369,2021-05-30,2548.0,Envelope Mailers
370,2021-05-31,2548.0,Envelope Mailers
371,2021-06-01,2337.0,Envelope Mailers
372,2021-06-02,2337.0,Envelope Mailers
373,2021-06-03,2337.0,Envelope Mailers
374,2021-06-04,2442.0,Envelope Mailers
375,2021-06-05,2530.0,Envelope Mailers
376,2021-06-06,2256.0,Envelope Mailers
377,2021-06-07,2256.0,Envelope Mailers
378,2021-06-08,2256.0,Envelope Mailers
379,2021-06-09,2037.0,Envelope Mailers
380,2021-06-10,2037.0,Envelope Mailers
381,2021-06-11,2037.0,Envelope Mailers
382,2021-06-12,2511.0,Envelope Mailers
383,2021-06-13,2495.0,Envelope Mailers
384,2021-06-14,2495.0,Envelope Mailers
385,2021-06-15,2053.0,Envelope Mailers
386,2021-06-16,2053.0,Envelope Mailers
387,2021-06-17,1858.0,Envelope Mailers
388,2021-06-18,1858.0,Envelope Mailers
389,2021-06-19,1858.0,Envelope Mailers
390,2021-06-20,2011.0,Envelope Mailers
391,2021-06-21,2011.0,Envelope Mailers
392,2021-06-22,1329.0,Envelope Mailers
393,2021-06-23,1329.0,Envelope Mailers
394,2021-06-24,1635.0,Envelope Mailers
395,2021-06-25,1635.0,Envelope Mailers
396,2021-06-26,1635.0,Envelope Mailers
397,2021-06-27,1635.0,Envelope Mailers
398,2021-06-28,1692.0,Envelope Mailers
399,2021-06-29,2082.0,Envelope Mailers
400,2021-06-30,2082.0,Envelope Mailers
401,2021-07-01,2082.0,Envelope Mailers
402,2021-07-02,2177.0,Envelope Mailers
403,2021-07-03,2177.0,Envelope Mailers
404,2021-07-04,2317.0,Envelope Mailers
405,2021-07-05,2317.0,Envelope Mailers
406,2021-07-06,2158.0,Envelope Mailers
407,2021-07-07,2158.0,Envelope Mailers
408,2021-07-08,2288.0,Envelope Mailers
409,2021-07-09,2222.0,Envelope Mailers
410,2021-07-10,2222.0,Envelope Mailers
411,2021-07-11,2391.0,Envelope Mailers
