,date,value,name_B08F39MQW8
87,2020-10-29,1077.0,Laser & Inkjet Printer Labels
88,2020-10-30,1077.0,Laser & Inkjet Printer Labels
89,2020-10-31,1442.0,Laser & Inkjet Printer Labels
90,2020-11-01,1442.0,Laser & Inkjet Printer Labels
91,2020-11-02,1442.0,Laser & Inkjet Printer Labels
92,2020-11-03,1656.0,Laser & Inkjet Printer Labels
93,2020-11-04,1352.0,Laser & Inkjet Printer Labels
94,2020-11-05,1323.0,Laser & Inkjet Printer Labels
95,2020-11-06,1311.0,Laser & Inkjet Printer Labels
96,2020-11-07,1650.0,Laser & Inkjet Printer Labels
97,2020-11-08,1650.0,Laser & Inkjet Printer Labels
98,2020-11-09,1831.0,Laser & Inkjet Printer Labels
99,2020-11-10,1861.0,Laser & Inkjet Printer Labels
100,2020-11-11,1861.0,Laser & Inkjet Printer Labels
101,2020-11-12,1589.0,Laser & Inkjet Printer Labels
102,2020-11-13,1589.0,Laser & Inkjet Printer Labels
103,2020-11-14,1589.0,Laser & Inkjet Printer Labels
104,2020-11-15,1619.0,Laser & Inkjet Printer Labels
105,2020-11-16,1576.0,Laser & Inkjet Printer Labels
106,2020-11-17,1473.0,Laser & Inkjet Printer Labels
107,2020-11-18,1473.0,Laser & Inkjet Printer Labels
108,2020-11-19,1233.0,Laser & Inkjet Printer Labels
109,2020-11-20,1352.0,Laser & Inkjet Printer Labels
110,2020-11-21,1315.0,Laser & Inkjet Printer Labels
111,2020-11-22,1315.0,Laser & Inkjet Printer Labels
112,2020-11-23,1617.0,Laser & Inkjet Printer Labels
113,2020-11-24,1617.0,Laser & Inkjet Printer Labels
114,2020-11-25,1337.0,Laser & Inkjet Printer Labels
115,2020-11-26,1383.0,Laser & Inkjet Printer Labels
116,2020-11-27,1383.0,Laser & Inkjet Printer Labels
117,2020-11-28,1741.0,Laser & Inkjet Printer Labels
118,2020-11-29,1774.0,Laser & Inkjet Printer Labels
119,2020-11-30,1774.0,Laser & Inkjet Printer Labels
120,2020-12-01,1213.0,Laser & Inkjet Printer Labels
121,2020-12-02,1012.0,Laser & Inkjet Printer Labels
122,2020-12-03,1226.0,Laser & Inkjet Printer Labels
123,2020-12-04,1226.0,Laser & Inkjet Printer Labels
124,2020-12-05,1226.0,Laser & Inkjet Printer Labels
125,2020-12-06,1170.0,Laser & Inkjet Printer Labels
126,2020-12-07,1336.0,Laser & Inkjet Printer Labels
127,2020-12-08,1675.0,Laser & Inkjet Printer Labels
128,2020-12-09,1662.0,Laser & Inkjet Printer Labels
129,2020-12-10,2105.0,Laser & Inkjet Printer Labels
130,2020-12-11,1454.0,Laser & Inkjet Printer Labels
131,2020-12-12,1174.0,Laser & Inkjet Printer Labels
132,2020-12-13,928.0,Laser & Inkjet Printer Labels
133,2020-12-14,1491.0,Laser & Inkjet Printer Labels
134,2020-12-15,1423.0,Laser & Inkjet Printer Labels
135,2020-12-16,1928.0,Laser & Inkjet Printer Labels
136,2020-12-17,2099.0,Laser & Inkjet Printer Labels
137,2020-12-18,2526.0,Laser & Inkjet Printer Labels
138,2020-12-19,2526.0,Laser & Inkjet Printer Labels
139,2020-12-20,2246.0,Laser & Inkjet Printer Labels
140,2020-12-21,2915.0,Laser & Inkjet Printer Labels
141,2020-12-22,2915.0,Laser & Inkjet Printer Labels
142,2020-12-23,2189.0,Laser & Inkjet Printer Labels
143,2020-12-24,2003.0,Laser & Inkjet Printer Labels
144,2020-12-25,2019.0,Laser & Inkjet Printer Labels
145,2020-12-26,2533.0,Laser & Inkjet Printer Labels
146,2020-12-27,3177.0,Laser & Inkjet Printer Labels
147,2020-12-28,4555.0,Laser & Inkjet Printer Labels
148,2020-12-29,3903.0,Laser & Inkjet Printer Labels
149,2020-12-30,3757.0,Laser & Inkjet Printer Labels
150,2020-12-31,4132.0,Laser & Inkjet Printer Labels
151,2021-01-01,4132.0,Laser & Inkjet Printer Labels
152,2021-01-02,4132.0,Laser & Inkjet Printer Labels
153,2021-01-03,4132.0,Laser & Inkjet Printer Labels
154,2021-01-04,9818.0,Laser & Inkjet Printer Labels
155,2021-01-05,7418.0,Laser & Inkjet Printer Labels
156,2021-01-06,7418.0,Laser & Inkjet Printer Labels
157,2021-01-07,4276.0,Laser & Inkjet Printer Labels
158,2021-01-08,4473.0,Laser & Inkjet Printer Labels
159,2021-01-09,3600.0,Laser & Inkjet Printer Labels
160,2021-01-10,3600.0,Laser & Inkjet Printer Labels
161,2021-01-11,4280.0,Laser & Inkjet Printer Labels
162,2021-01-12,4280.0,Laser & Inkjet Printer Labels
163,2021-01-13,4280.0,Laser & Inkjet Printer Labels
164,2021-01-14,2140.0,Laser & Inkjet Printer Labels
165,2021-01-15,1714.0,Laser & Inkjet Printer Labels
166,2021-01-16,1838.0,Laser & Inkjet Printer Labels
167,2021-01-17,2197.0,Laser & Inkjet Printer Labels
168,2021-01-18,2197.0,Laser & Inkjet Printer Labels
169,2021-01-19,2125.0,Laser & Inkjet Printer Labels
170,2021-01-20,2125.0,Laser & Inkjet Printer Labels
171,2021-01-21,1853.0,Laser & Inkjet Printer Labels
172,2021-01-22,1626.0,Laser & Inkjet Printer Labels
173,2021-01-23,1862.0,Laser & Inkjet Printer Labels
174,2021-01-24,1862.0,Laser & Inkjet Printer Labels
175,2021-01-25,2154.0,Laser & Inkjet Printer Labels
176,2021-01-26,2130.0,Laser & Inkjet Printer Labels
177,2021-01-27,1813.0,Laser & Inkjet Printer Labels
178,2021-01-28,1601.0,Laser & Inkjet Printer Labels
179,2021-01-29,1879.0,Laser & Inkjet Printer Labels
180,2021-01-30,1966.0,Laser & Inkjet Printer Labels
181,2021-01-31,2227.0,Laser & Inkjet Printer Labels
182,2021-02-01,2146.0,Laser & Inkjet Printer Labels
183,2021-02-02,1880.0,Laser & Inkjet Printer Labels
184,2021-02-03,1863.0,Laser & Inkjet Printer Labels
185,2021-02-04,1863.0,Laser & Inkjet Printer Labels
186,2021-02-05,1599.0,Laser & Inkjet Printer Labels
187,2021-02-06,1599.0,Laser & Inkjet Printer Labels
188,2021-02-07,1755.0,Laser & Inkjet Printer Labels
189,2021-02-08,1706.0,Laser & Inkjet Printer Labels
190,2021-02-09,1706.0,Laser & Inkjet Printer Labels
191,2021-02-10,1471.0,Laser & Inkjet Printer Labels
192,2021-02-11,1470.0,Laser & Inkjet Printer Labels
193,2021-02-12,1283.0,Laser & Inkjet Printer Labels
194,2021-02-13,1313.0,Laser & Inkjet Printer Labels
195,2021-02-14,1562.0,Laser & Inkjet Printer Labels
196,2021-02-15,1835.0,Laser & Inkjet Printer Labels
197,2021-02-16,1414.0,Laser & Inkjet Printer Labels
198,2021-02-17,1414.0,Laser & Inkjet Printer Labels
199,2021-02-18,1269.0,Laser & Inkjet Printer Labels
200,2021-02-19,1269.0,Laser & Inkjet Printer Labels
201,2021-02-20,1269.0,Laser & Inkjet Printer Labels
202,2021-02-21,1917.0,Laser & Inkjet Printer Labels
203,2021-02-22,1890.0,Laser & Inkjet Printer Labels
204,2021-02-23,1466.0,Laser & Inkjet Printer Labels
205,2021-02-24,1415.0,Laser & Inkjet Printer Labels
206,2021-02-25,1563.0,Laser & Inkjet Printer Labels
207,2021-02-26,1235.0,Laser & Inkjet Printer Labels
208,2021-02-27,1235.0,Laser & Inkjet Printer Labels
209,2021-02-28,1564.0,Laser & Inkjet Printer Labels
210,2021-03-01,1476.0,Laser & Inkjet Printer Labels
211,2021-03-02,1371.0,Laser & Inkjet Printer Labels
212,2021-03-03,1371.0,Laser & Inkjet Printer Labels
213,2021-03-04,1098.0,Laser & Inkjet Printer Labels
214,2021-03-05,1063.0,Laser & Inkjet Printer Labels
215,2021-03-06,1063.0,Laser & Inkjet Printer Labels
216,2021-03-07,1063.0,Laser & Inkjet Printer Labels
217,2021-03-08,1871.0,Laser & Inkjet Printer Labels
218,2021-03-09,1675.0,Laser & Inkjet Printer Labels
219,2021-03-10,1976.0,Laser & Inkjet Printer Labels
220,2021-03-11,1710.0,Laser & Inkjet Printer Labels
221,2021-03-12,1866.0,Laser & Inkjet Printer Labels
222,2021-03-13,1866.0,Laser & Inkjet Printer Labels
223,2021-03-14,2197.0,Laser & Inkjet Printer Labels
224,2021-03-15,2132.0,Laser & Inkjet Printer Labels
225,2021-03-16,2132.0,Laser & Inkjet Printer Labels
226,2021-03-17,2132.0,Laser & Inkjet Printer Labels
227,2021-03-18,2069.0,Laser & Inkjet Printer Labels
228,2021-03-19,2069.0,Laser & Inkjet Printer Labels
229,2021-03-20,2714.0,Laser & Inkjet Printer Labels
230,2021-03-21,2714.0,Laser & Inkjet Printer Labels
231,2021-03-22,2714.0,Laser & Inkjet Printer Labels
232,2021-03-23,2296.0,Laser & Inkjet Printer Labels
233,2021-03-24,2134.0,Laser & Inkjet Printer Labels
234,2021-03-25,2134.0,Laser & Inkjet Printer Labels
235,2021-03-26,2134.0,Laser & Inkjet Printer Labels
236,2021-03-27,1629.0,Laser & Inkjet Printer Labels
237,2021-03-28,2642.0,Laser & Inkjet Printer Labels
238,2021-03-29,2642.0,Laser & Inkjet Printer Labels
239,2021-03-30,2006.0,Laser & Inkjet Printer Labels
240,2021-03-31,2481.0,Laser & Inkjet Printer Labels
241,2021-04-01,2481.0,Laser & Inkjet Printer Labels
242,2021-04-02,2481.0,Laser & Inkjet Printer Labels
243,2021-04-03,2015.0,Laser & Inkjet Printer Labels
244,2021-04-04,2015.0,Laser & Inkjet Printer Labels
245,2021-04-05,1841.0,Laser & Inkjet Printer Labels
246,2021-04-06,1554.0,Laser & Inkjet Printer Labels
247,2021-04-07,1586.0,Laser & Inkjet Printer Labels
248,2021-04-08,1785.0,Laser & Inkjet Printer Labels
249,2021-04-09,1757.0,Laser & Inkjet Printer Labels
250,2021-04-10,1757.0,Laser & Inkjet Printer Labels
251,2021-04-11,1757.0,Laser & Inkjet Printer Labels
252,2021-04-12,2653.0,Laser & Inkjet Printer Labels
253,2021-04-13,2653.0,Laser & Inkjet Printer Labels
254,2021-04-14,1702.0,Laser & Inkjet Printer Labels
255,2021-04-15,1702.0,Laser & Inkjet Printer Labels
256,2021-04-16,1696.0,Laser & Inkjet Printer Labels
257,2021-04-17,1696.0,Laser & Inkjet Printer Labels
258,2021-04-18,2151.0,Laser & Inkjet Printer Labels
259,2021-04-19,2394.0,Laser & Inkjet Printer Labels
260,2021-04-20,2394.0,Laser & Inkjet Printer Labels
261,2021-04-21,2394.0,Laser & Inkjet Printer Labels
262,2021-04-22,1345.0,Laser & Inkjet Printer Labels
263,2021-04-23,1345.0,Laser & Inkjet Printer Labels
264,2021-04-24,2157.0,Laser & Inkjet Printer Labels
265,2021-04-25,2157.0,Laser & Inkjet Printer Labels
266,2021-04-26,2157.0,Laser & Inkjet Printer Labels
267,2021-04-27,1869.0,Laser & Inkjet Printer Labels
268,2021-04-28,1869.0,Laser & Inkjet Printer Labels
269,2021-04-29,1869.0,Laser & Inkjet Printer Labels
270,2021-04-30,1675.0,Laser & Inkjet Printer Labels
271,2021-05-01,1675.0,Laser & Inkjet Printer Labels
272,2021-05-02,2259.0,Laser & Inkjet Printer Labels
273,2021-05-03,2259.0,Laser & Inkjet Printer Labels
274,2021-05-04,2259.0,Laser & Inkjet Printer Labels
275,2021-05-05,1979.0,Laser & Inkjet Printer Labels
276,2021-05-06,1914.0,Laser & Inkjet Printer Labels
277,2021-05-07,2049.0,Laser & Inkjet Printer Labels
278,2021-05-08,2049.0,Laser & Inkjet Printer Labels
279,2021-05-09,2124.0,Laser & Inkjet Printer Labels
280,2021-05-10,2124.0,Laser & Inkjet Printer Labels
281,2021-05-11,2099.0,Laser & Inkjet Printer Labels
282,2021-05-12,2099.0,Laser & Inkjet Printer Labels
283,2021-05-13,1982.0,Laser & Inkjet Printer Labels
284,2021-05-14,1693.0,Laser & Inkjet Printer Labels
285,2021-05-15,1693.0,Laser & Inkjet Printer Labels
286,2021-05-16,1919.0,Laser & Inkjet Printer Labels
287,2021-05-17,2500.0,Laser & Inkjet Printer Labels
288,2021-05-18,2500.0,Laser & Inkjet Printer Labels
289,2021-05-19,1667.0,Laser & Inkjet Printer Labels
290,2021-05-20,1503.0,Laser & Inkjet Printer Labels
291,2021-05-21,1503.0,Laser & Inkjet Printer Labels
292,2021-05-22,1408.0,Laser & Inkjet Printer Labels
293,2021-05-23,1408.0,Laser & Inkjet Printer Labels
294,2021-05-24,2002.0,Laser & Inkjet Printer Labels
295,2021-05-25,2002.0,Laser & Inkjet Printer Labels
296,2021-05-26,1438.0,Laser & Inkjet Printer Labels
297,2021-05-27,1438.0,Laser & Inkjet Printer Labels
298,2021-05-28,1314.0,Laser & Inkjet Printer Labels
299,2021-05-29,1248.0,Laser & Inkjet Printer Labels
300,2021-05-30,1248.0,Laser & Inkjet Printer Labels
301,2021-05-31,1553.0,Laser & Inkjet Printer Labels
302,2021-06-01,1553.0,Laser & Inkjet Printer Labels
303,2021-06-02,1162.0,Laser & Inkjet Printer Labels
304,2021-06-03,1162.0,Laser & Inkjet Printer Labels
305,2021-06-04,1224.0,Laser & Inkjet Printer Labels
306,2021-06-05,1099.0,Laser & Inkjet Printer Labels
307,2021-06-06,1099.0,Laser & Inkjet Printer Labels
308,2021-06-07,1308.0,Laser & Inkjet Printer Labels
309,2021-06-08,1308.0,Laser & Inkjet Printer Labels
310,2021-06-09,1235.0,Laser & Inkjet Printer Labels
311,2021-06-10,1235.0,Laser & Inkjet Printer Labels
312,2021-06-11,1235.0,Laser & Inkjet Printer Labels
313,2021-06-12,1286.0,Laser & Inkjet Printer Labels
314,2021-06-13,1619.0,Laser & Inkjet Printer Labels
315,2021-06-14,1426.0,Laser & Inkjet Printer Labels
316,2021-06-15,1426.0,Laser & Inkjet Printer Labels
317,2021-06-16,1063.0,Laser & Inkjet Printer Labels
318,2021-06-17,990.0,Laser & Inkjet Printer Labels
319,2021-06-18,1288.0,Laser & Inkjet Printer Labels
320,2021-06-19,1288.0,Laser & Inkjet Printer Labels
321,2021-06-20,1288.0,Laser & Inkjet Printer Labels
322,2021-06-21,1176.0,Laser & Inkjet Printer Labels
323,2021-06-22,1468.0,Laser & Inkjet Printer Labels
324,2021-06-23,1468.0,Laser & Inkjet Printer Labels
325,2021-06-24,1468.0,Laser & Inkjet Printer Labels
326,2021-06-25,1077.0,Laser & Inkjet Printer Labels
327,2021-06-26,1077.0,Laser & Inkjet Printer Labels
328,2021-06-27,1077.0,Laser & Inkjet Printer Labels
329,2021-06-28,1230.0,Laser & Inkjet Printer Labels
330,2021-06-29,1438.0,Laser & Inkjet Printer Labels
331,2021-06-30,1438.0,Laser & Inkjet Printer Labels
332,2021-07-01,1438.0,Laser & Inkjet Printer Labels
333,2021-07-02,1040.0,Laser & Inkjet Printer Labels
334,2021-07-03,1220.0,Laser & Inkjet Printer Labels
335,2021-07-04,1220.0,Laser & Inkjet Printer Labels
336,2021-07-05,1220.0,Laser & Inkjet Printer Labels
337,2021-07-06,963.0,Laser & Inkjet Printer Labels
338,2021-07-07,963.0,Laser & Inkjet Printer Labels
339,2021-07-08,1095.0,Laser & Inkjet Printer Labels
340,2021-07-09,1126.0,Laser & Inkjet Printer Labels
341,2021-07-10,1080.0,Laser & Inkjet Printer Labels
