,date,value,name_B08B5XZVH3
121,2020-12-19,447148.0,Kiddie Pools
122,2020-12-20,447148.0,Kiddie Pools
123,2020-12-21,447148.0,Kiddie Pools
124,2020-12-22,447148.0,Kiddie Pools
125,2020-12-23,123302.0,Kiddie Pools
126,2020-12-24,123302.0,Kiddie Pools
127,2020-12-25,123302.0,Kiddie Pools
128,2020-12-26,123302.0,Kiddie Pools
129,2020-12-27,123302.0,Kiddie Pools
130,2020-12-28,123302.0,Kiddie Pools
131,2020-12-29,123302.0,Kiddie Pools
132,2020-12-30,123302.0,Kiddie Pools
133,2020-12-31,123302.0,Kiddie Pools
134,2021-01-01,123302.0,Kiddie Pools
135,2021-01-02,123302.0,Kiddie Pools
136,2021-01-03,123302.0,Kiddie Pools
137,2021-01-04,123302.0,Kiddie Pools
138,2021-01-05,123302.0,Kiddie Pools
139,2021-01-06,123302.0,Kiddie Pools
140,2021-01-07,123302.0,Kiddie Pools
141,2021-01-08,123302.0,Kiddie Pools
142,2021-01-09,379287.0,Kiddie Pools
143,2021-01-10,379287.0,Kiddie Pools
144,2021-01-11,379287.0,Kiddie Pools
145,2021-01-12,379287.0,Kiddie Pools
146,2021-01-13,379287.0,Kiddie Pools
147,2021-01-14,379287.0,Kiddie Pools
148,2021-01-15,379287.0,Kiddie Pools
149,2021-01-16,379287.0,Kiddie Pools
150,2021-01-17,379287.0,Kiddie Pools
151,2021-01-18,379287.0,Kiddie Pools
152,2021-01-19,379287.0,Kiddie Pools
153,2021-01-20,379287.0,Kiddie Pools
154,2021-01-21,379287.0,Kiddie Pools
155,2021-01-22,379287.0,Kiddie Pools
156,2021-01-23,379287.0,Kiddie Pools
157,2021-01-24,379287.0,Kiddie Pools
158,2021-01-25,379287.0,Kiddie Pools
159,2021-01-26,379287.0,Kiddie Pools
160,2021-01-27,379287.0,Kiddie Pools
161,2021-01-28,381443.0,Kiddie Pools
162,2021-01-29,381443.0,Kiddie Pools
163,2021-01-30,381443.0,Kiddie Pools
164,2021-01-31,381443.0,Kiddie Pools
165,2021-02-01,381443.0,Kiddie Pools
166,2021-02-02,381443.0,Kiddie Pools
167,2021-02-03,381443.0,Kiddie Pools
168,2021-02-04,381443.0,Kiddie Pools
169,2021-02-05,381443.0,Kiddie Pools
170,2021-02-06,381443.0,Kiddie Pools
171,2021-02-07,381443.0,Kiddie Pools
172,2021-02-08,381443.0,Kiddie Pools
173,2021-02-09,299686.0,Kiddie Pools
174,2021-02-10,299686.0,Kiddie Pools
175,2021-02-11,299686.0,Kiddie Pools
176,2021-02-12,299686.0,Kiddie Pools
177,2021-02-13,299686.0,Kiddie Pools
178,2021-02-14,299686.0,Kiddie Pools
179,2021-02-15,299686.0,Kiddie Pools
180,2021-02-16,299686.0,Kiddie Pools
181,2021-02-17,299686.0,Kiddie Pools
182,2021-02-18,349266.0,Kiddie Pools
183,2021-02-19,349266.0,Kiddie Pools
184,2021-02-20,349266.0,Kiddie Pools
185,2021-02-21,349266.0,Kiddie Pools
186,2021-02-22,349266.0,Kiddie Pools
187,2021-02-23,352764.0,Kiddie Pools
188,2021-02-24,352764.0,Kiddie Pools
189,2021-02-25,352764.0,Kiddie Pools
190,2021-02-26,352764.0,Kiddie Pools
191,2021-02-27,352764.0,Kiddie Pools
192,2021-02-28,354178.0,Kiddie Pools
193,2021-03-01,354178.0,Kiddie Pools
194,2021-03-02,362378.0,Kiddie Pools
195,2021-03-03,362378.0,Kiddie Pools
196,2021-03-04,362378.0,Kiddie Pools
197,2021-03-05,362378.0,Kiddie Pools
198,2021-03-06,362378.0,Kiddie Pools
199,2021-03-07,362378.0,Kiddie Pools
200,2021-03-08,124866.0,Kiddie Pools
201,2021-03-09,124866.0,Kiddie Pools
202,2021-03-10,124866.0,Kiddie Pools
203,2021-03-11,124866.0,Kiddie Pools
204,2021-03-12,124866.0,Kiddie Pools
205,2021-03-13,124866.0,Kiddie Pools
206,2021-03-14,124866.0,Kiddie Pools
207,2021-03-15,124866.0,Kiddie Pools
208,2021-03-16,124866.0,Kiddie Pools
209,2021-03-17,124866.0,Kiddie Pools
210,2021-03-18,371994.0,Kiddie Pools
211,2021-03-19,371994.0,Kiddie Pools
212,2021-03-20,211433.0,Kiddie Pools
213,2021-03-21,211433.0,Kiddie Pools
214,2021-03-22,211433.0,Kiddie Pools
215,2021-03-23,211433.0,Kiddie Pools
216,2021-03-24,211433.0,Kiddie Pools
217,2021-03-25,211433.0,Kiddie Pools
218,2021-03-26,367257.0,Kiddie Pools
219,2021-03-27,367257.0,Kiddie Pools
220,2021-03-28,367257.0,Kiddie Pools
221,2021-03-29,367257.0,Kiddie Pools
222,2021-03-30,367257.0,Kiddie Pools
223,2021-03-31,384936.0,Kiddie Pools
224,2021-04-01,384936.0,Kiddie Pools
225,2021-04-02,384936.0,Kiddie Pools
226,2021-04-03,380814.0,Kiddie Pools
227,2021-04-04,380814.0,Kiddie Pools
228,2021-04-05,380814.0,Kiddie Pools
229,2021-04-06,380814.0,Kiddie Pools
230,2021-04-07,380814.0,Kiddie Pools
231,2021-04-08,385337.0,Kiddie Pools
232,2021-04-09,385337.0,Kiddie Pools
233,2021-04-10,385337.0,Kiddie Pools
234,2021-04-11,385337.0,Kiddie Pools
235,2021-04-12,385337.0,Kiddie Pools
236,2021-04-13,385337.0,Kiddie Pools
237,2021-04-14,385337.0,Kiddie Pools
238,2021-04-15,385337.0,Kiddie Pools
239,2021-04-16,359585.0,Kiddie Pools
240,2021-04-17,359585.0,Kiddie Pools
241,2021-04-18,359585.0,Kiddie Pools
242,2021-04-19,359585.0,Kiddie Pools
243,2021-04-20,376782.0,Kiddie Pools
244,2021-04-21,376782.0,Kiddie Pools
245,2021-04-22,376782.0,Kiddie Pools
246,2021-04-23,379623.0,Kiddie Pools
247,2021-04-24,379623.0,Kiddie Pools
248,2021-04-25,379623.0,Kiddie Pools
249,2021-04-26,379623.0,Kiddie Pools
250,2021-04-27,379623.0,Kiddie Pools
251,2021-04-28,379623.0,Kiddie Pools
252,2021-04-29,379623.0,Kiddie Pools
253,2021-04-30,377287.0,Kiddie Pools
254,2021-05-01,377287.0,Kiddie Pools
255,2021-05-02,377287.0,Kiddie Pools
256,2021-05-03,379005.0,Kiddie Pools
257,2021-05-04,379005.0,Kiddie Pools
258,2021-05-05,379005.0,Kiddie Pools
259,2021-05-06,379005.0,Kiddie Pools
260,2021-05-07,379005.0,Kiddie Pools
261,2021-05-08,379005.0,Kiddie Pools
262,2021-05-09,379005.0,Kiddie Pools
263,2021-05-10,374247.0,Kiddie Pools
264,2021-05-11,374247.0,Kiddie Pools
265,2021-05-12,374247.0,Kiddie Pools
266,2021-05-13,374247.0,Kiddie Pools
267,2021-05-14,374247.0,Kiddie Pools
268,2021-05-15,376865.0,Kiddie Pools
269,2021-05-16,376865.0,Kiddie Pools
270,2021-05-17,376865.0,Kiddie Pools
271,2021-05-18,376865.0,Kiddie Pools
272,2021-05-19,376865.0,Kiddie Pools
273,2021-05-20,376865.0,Kiddie Pools
274,2021-05-21,376865.0,Kiddie Pools
275,2021-05-22,376865.0,Kiddie Pools
276,2021-05-23,376865.0,Kiddie Pools
277,2021-05-24,376865.0,Kiddie Pools
278,2021-05-25,376865.0,Kiddie Pools
279,2021-05-26,316255.0,Kiddie Pools
280,2021-05-27,316255.0,Kiddie Pools
281,2021-05-28,316255.0,Kiddie Pools
282,2021-05-29,316255.0,Kiddie Pools
283,2021-05-30,316255.0,Kiddie Pools
284,2021-05-31,316255.0,Kiddie Pools
285,2021-06-01,264442.0,Kiddie Pools
286,2021-06-02,264442.0,Kiddie Pools
287,2021-06-03,264442.0,Kiddie Pools
288,2021-06-04,264442.0,Kiddie Pools
289,2021-06-05,264442.0,Kiddie Pools
290,2021-06-06,264442.0,Kiddie Pools
291,2021-06-07,87436.0,Kiddie Pools
292,2021-06-08,87436.0,Kiddie Pools
293,2021-06-09,87436.0,Kiddie Pools
294,2021-06-10,60737.0,Kiddie Pools
295,2021-06-11,60737.0,Kiddie Pools
296,2021-06-12,114812.0,Kiddie Pools
297,2021-06-13,114812.0,Kiddie Pools
298,2021-06-14,114812.0,Kiddie Pools
299,2021-06-15,114812.0,Kiddie Pools
300,2021-06-16,114812.0,Kiddie Pools
301,2021-06-17,41787.0,Kiddie Pools
302,2021-06-18,41787.0,Kiddie Pools
303,2021-06-19,41787.0,Kiddie Pools
304,2021-06-20,74247.0,Kiddie Pools
305,2021-06-21,74247.0,Kiddie Pools
306,2021-06-22,34617.0,Kiddie Pools
307,2021-06-23,34617.0,Kiddie Pools
308,2021-06-24,34617.0,Kiddie Pools
309,2021-06-25,14226.0,Kiddie Pools
310,2021-06-26,14226.0,Kiddie Pools
311,2021-06-27,3811.0,Kiddie Pools
312,2021-06-28,5037.0,Kiddie Pools
313,2021-06-29,5037.0,Kiddie Pools
314,2021-06-30,8726.0,Kiddie Pools
315,2021-07-01,8726.0,Kiddie Pools
316,2021-07-02,8726.0,Kiddie Pools
317,2021-07-03,8726.0,Kiddie Pools
318,2021-07-04,8726.0,Kiddie Pools
319,2021-07-05,8726.0,Kiddie Pools
320,2021-07-06,15216.0,Kiddie Pools
321,2021-07-07,15216.0,Kiddie Pools
322,2021-07-08,15216.0,Kiddie Pools
323,2021-07-09,45046.0,Kiddie Pools
