,date,value,name_B07MGS8PRN
735,2021-01-02,62518.0,Aprons
736,2021-01-03,62518.0,Aprons
737,2021-01-04,62518.0,Aprons
738,2021-01-05,29779.0,Aprons
739,2021-01-06,29779.0,Aprons
740,2021-01-07,29779.0,Aprons
741,2021-01-08,29779.0,Aprons
742,2021-01-09,20555.0,Aprons
743,2021-01-10,20555.0,Aprons
744,2021-01-11,20555.0,Aprons
745,2021-01-12,20555.0,Aprons
746,2021-01-13,27694.0,Aprons
747,2021-01-14,27694.0,Aprons
748,2021-01-15,27694.0,Aprons
749,2021-01-16,27694.0,Aprons
750,2021-01-17,27694.0,Aprons
751,2021-01-18,11126.0,Aprons
752,2021-01-19,13065.0,Aprons
753,2021-01-20,13065.0,Aprons
754,2021-01-21,8574.0,Aprons
755,2021-01-22,8574.0,Aprons
756,2021-01-23,11270.0,Aprons
757,2021-01-24,11211.0,Aprons
758,2021-01-25,14232.0,Aprons
759,2021-01-26,14232.0,Aprons
760,2021-01-27,14232.0,Aprons
761,2021-01-28,13776.0,Aprons
762,2021-01-29,10925.0,Aprons
763,2021-01-30,10925.0,Aprons
764,2021-01-31,10925.0,Aprons
765,2021-02-01,14100.0,Aprons
766,2021-02-02,14100.0,Aprons
767,2021-02-03,14100.0,Aprons
768,2021-02-04,14100.0,Aprons
769,2021-02-05,14100.0,Aprons
770,2021-02-06,14100.0,Aprons
771,2021-02-07,14100.0,Aprons
772,2021-02-08,14100.0,Aprons
773,2021-02-09,14100.0,Aprons
774,2021-02-10,11501.0,Aprons
775,2021-02-11,11501.0,Aprons
776,2021-02-12,11501.0,Aprons
777,2021-02-13,11501.0,Aprons
778,2021-02-14,11501.0,Aprons
779,2021-02-15,11116.0,Aprons
780,2021-02-16,6591.0,Aprons
781,2021-02-17,6591.0,Aprons
782,2021-02-18,6591.0,Aprons
783,2021-02-19,6591.0,Aprons
784,2021-02-20,6591.0,Aprons
785,2021-02-21,6591.0,Aprons
786,2021-02-22,6591.0,Aprons
787,2021-02-23,6258.0,Aprons
788,2021-02-24,5317.0,Aprons
789,2021-02-25,7357.0,Aprons
790,2021-02-26,7357.0,Aprons
791,2021-02-27,7357.0,Aprons
792,2021-02-28,12718.0,Aprons
793,2021-03-01,14236.0,Aprons
794,2021-03-02,14236.0,Aprons
795,2021-03-03,14236.0,Aprons
796,2021-03-04,14236.0,Aprons
797,2021-03-05,14236.0,Aprons
798,2021-03-06,4077.0,Aprons
799,2021-03-07,4077.0,Aprons
800,2021-03-08,4077.0,Aprons
801,2021-03-09,4077.0,Aprons
802,2021-03-10,3704.0,Aprons
803,2021-03-11,3704.0,Aprons
804,2021-03-12,3704.0,Aprons
805,2021-03-13,3897.0,Aprons
806,2021-03-14,3897.0,Aprons
807,2021-03-15,3897.0,Aprons
808,2021-03-16,3135.0,Aprons
809,2021-03-17,3135.0,Aprons
810,2021-03-18,3270.0,Aprons
811,2021-03-19,3270.0,Aprons
812,2021-03-20,3270.0,Aprons
813,2021-03-21,3270.0,Aprons
814,2021-03-22,5478.0,Aprons
815,2021-03-23,5478.0,Aprons
816,2021-03-24,5478.0,Aprons
817,2021-03-25,3277.0,Aprons
818,2021-03-26,3277.0,Aprons
819,2021-03-27,5237.0,Aprons
820,2021-03-28,5237.0,Aprons
821,2021-03-29,5237.0,Aprons
822,2021-03-30,5237.0,Aprons
823,2021-03-31,5237.0,Aprons
824,2021-04-01,4503.0,Aprons
825,2021-04-02,3949.0,Aprons
826,2021-04-03,3949.0,Aprons
827,2021-04-04,3949.0,Aprons
828,2021-04-05,3949.0,Aprons
829,2021-04-06,3949.0,Aprons
830,2021-04-07,3284.0,Aprons
831,2021-04-08,3284.0,Aprons
832,2021-04-09,3284.0,Aprons
833,2021-04-10,4571.0,Aprons
834,2021-04-11,4571.0,Aprons
835,2021-04-12,5310.0,Aprons
836,2021-04-13,5310.0,Aprons
837,2021-04-14,5738.0,Aprons
838,2021-04-15,5738.0,Aprons
839,2021-04-16,7978.0,Aprons
840,2021-04-17,7978.0,Aprons
841,2021-04-18,7978.0,Aprons
842,2021-04-19,7978.0,Aprons
843,2021-04-20,7978.0,Aprons
844,2021-04-21,8673.0,Aprons
845,2021-04-22,7802.0,Aprons
846,2021-04-23,7802.0,Aprons
847,2021-04-24,7802.0,Aprons
848,2021-04-25,7802.0,Aprons
849,2021-04-26,7802.0,Aprons
850,2021-04-27,12052.0,Aprons
851,2021-04-28,12052.0,Aprons
852,2021-04-29,12667.0,Aprons
853,2021-04-30,9399.0,Aprons
854,2021-05-01,9177.0,Aprons
855,2021-05-02,9177.0,Aprons
856,2021-05-03,9177.0,Aprons
857,2021-05-04,15992.0,Aprons
858,2021-05-05,15992.0,Aprons
859,2021-05-06,15992.0,Aprons
860,2021-05-07,15992.0,Aprons
861,2021-05-08,15992.0,Aprons
862,2021-05-09,15992.0,Aprons
863,2021-05-10,12765.0,Aprons
864,2021-05-11,12765.0,Aprons
865,2021-05-12,12765.0,Aprons
866,2021-05-13,11503.0,Aprons
867,2021-05-14,11503.0,Aprons
868,2021-05-15,11503.0,Aprons
869,2021-05-16,11503.0,Aprons
870,2021-05-17,11503.0,Aprons
871,2021-05-18,11503.0,Aprons
872,2021-05-19,11503.0,Aprons
873,2021-05-20,11503.0,Aprons
874,2021-05-21,11503.0,Aprons
875,2021-05-22,11503.0,Aprons
876,2021-05-23,11503.0,Aprons
877,2021-05-24,11503.0,Aprons
878,2021-05-25,11503.0,Aprons
879,2021-05-26,11503.0,Aprons
880,2021-05-27,18200.0,Aprons
881,2021-05-28,18200.0,Aprons
882,2021-05-29,22077.0,Aprons
883,2021-05-30,22077.0,Aprons
884,2021-05-31,22077.0,Aprons
885,2021-06-01,22077.0,Aprons
886,2021-06-02,22077.0,Aprons
887,2021-06-03,22077.0,Aprons
888,2021-06-04,22077.0,Aprons
889,2021-06-05,22077.0,Aprons
890,2021-06-06,23119.0,Aprons
891,2021-06-07,23119.0,Aprons
892,2021-06-08,25817.0,Aprons
893,2021-06-09,25817.0,Aprons
894,2021-06-10,25817.0,Aprons
895,2021-06-11,10200.0,Aprons
896,2021-06-12,10200.0,Aprons
897,2021-06-13,10200.0,Aprons
898,2021-06-14,10200.0,Aprons
899,2021-06-15,10200.0,Aprons
900,2021-06-16,8879.0,Aprons
901,2021-06-17,8879.0,Aprons
902,2021-06-18,8879.0,Aprons
903,2021-06-19,8879.0,Aprons
904,2021-06-20,11188.0,Aprons
905,2021-06-21,11319.0,Aprons
906,2021-06-22,11319.0,Aprons
907,2021-06-23,18836.0,Aprons
908,2021-06-24,18836.0,Aprons
909,2021-06-25,18836.0,Aprons
910,2021-06-26,18836.0,Aprons
911,2021-06-27,18836.0,Aprons
912,2021-06-28,8562.0,Aprons
913,2021-06-29,8244.0,Aprons
914,2021-06-30,8244.0,Aprons
915,2021-07-01,7132.0,Aprons
916,2021-07-02,7132.0,Aprons
917,2021-07-03,7132.0,Aprons
918,2021-07-04,7132.0,Aprons
919,2021-07-05,10596.0,Aprons
920,2021-07-06,10596.0,Aprons
921,2021-07-07,10596.0,Aprons
922,2021-07-08,10596.0,Aprons
923,2021-07-09,6740.0,Aprons
