,date,value,name_B07ZTGT468
80,2020-01-22,15576.0,Sofa Slipcovers
81,2020-01-23,15576.0,Sofa Slipcovers
82,2020-01-24,15576.0,Sofa Slipcovers
83,2020-01-25,17651.0,Sofa Slipcovers
84,2020-01-26,15693.0,Sofa Slipcovers
85,2020-01-27,15693.0,Sofa Slipcovers
86,2020-01-28,15693.0,Sofa Slipcovers
87,2020-01-29,15693.0,Sofa Slipcovers
88,2020-01-30,15782.0,Sofa Slipcovers
89,2020-01-31,16055.0,Sofa Slipcovers
90,2020-02-01,16055.0,Sofa Slipcovers
91,2020-02-02,16055.0,Sofa Slipcovers
92,2020-02-03,16055.0,Sofa Slipcovers
93,2020-02-04,17108.0,Sofa Slipcovers
94,2020-02-05,17108.0,Sofa Slipcovers
95,2020-02-06,17108.0,Sofa Slipcovers
96,2020-02-07,17108.0,Sofa Slipcovers
97,2020-02-08,17108.0,Sofa Slipcovers
98,2020-02-09,17108.0,Sofa Slipcovers
99,2020-02-10,17108.0,Sofa Slipcovers
100,2020-02-11,17108.0,Sofa Slipcovers
101,2020-02-12,17108.0,Sofa Slipcovers
102,2020-02-13,23150.0,Sofa Slipcovers
103,2020-02-14,23150.0,Sofa Slipcovers
104,2020-02-15,23150.0,Sofa Slipcovers
105,2020-02-16,23150.0,Sofa Slipcovers
106,2020-02-17,23150.0,Sofa Slipcovers
107,2020-02-18,23150.0,Sofa Slipcovers
108,2020-02-19,23150.0,Sofa Slipcovers
109,2020-02-20,22061.0,Sofa Slipcovers
110,2020-02-21,22061.0,Sofa Slipcovers
111,2020-02-22,22061.0,Sofa Slipcovers
112,2020-02-23,22061.0,Sofa Slipcovers
113,2020-02-24,22061.0,Sofa Slipcovers
114,2020-02-25,22061.0,Sofa Slipcovers
115,2020-02-26,19865.0,Sofa Slipcovers
116,2020-02-27,19865.0,Sofa Slipcovers
117,2020-02-28,19865.0,Sofa Slipcovers
118,2020-02-29,19865.0,Sofa Slipcovers
119,2020-03-01,19865.0,Sofa Slipcovers
120,2020-03-02,19865.0,Sofa Slipcovers
121,2020-03-03,12880.0,Sofa Slipcovers
122,2020-03-04,15156.0,Sofa Slipcovers
123,2020-03-05,19212.0,Sofa Slipcovers
124,2020-03-06,15724.0,Sofa Slipcovers
125,2020-03-07,15724.0,Sofa Slipcovers
126,2020-03-08,15724.0,Sofa Slipcovers
127,2020-03-09,13081.0,Sofa Slipcovers
128,2020-03-10,15115.0,Sofa Slipcovers
129,2020-03-11,15115.0,Sofa Slipcovers
130,2020-03-12,15115.0,Sofa Slipcovers
131,2020-03-13,15115.0,Sofa Slipcovers
132,2020-03-14,15115.0,Sofa Slipcovers
133,2020-03-15,15115.0,Sofa Slipcovers
134,2020-03-16,17455.0,Sofa Slipcovers
135,2020-03-17,17455.0,Sofa Slipcovers
136,2020-03-18,17455.0,Sofa Slipcovers
137,2020-03-19,17455.0,Sofa Slipcovers
138,2020-03-20,17455.0,Sofa Slipcovers
139,2020-03-21,17455.0,Sofa Slipcovers
140,2020-03-22,17455.0,Sofa Slipcovers
141,2020-03-23,17455.0,Sofa Slipcovers
142,2020-03-24,21054.0,Sofa Slipcovers
143,2020-03-25,21054.0,Sofa Slipcovers
144,2020-03-26,21054.0,Sofa Slipcovers
145,2020-03-27,21054.0,Sofa Slipcovers
146,2020-03-28,21054.0,Sofa Slipcovers
147,2020-03-29,21054.0,Sofa Slipcovers
148,2020-03-30,17094.0,Sofa Slipcovers
149,2020-03-31,17094.0,Sofa Slipcovers
150,2020-04-01,19456.0,Sofa Slipcovers
151,2020-04-02,19456.0,Sofa Slipcovers
152,2020-04-03,19456.0,Sofa Slipcovers
153,2020-04-04,19456.0,Sofa Slipcovers
154,2020-04-05,24518.0,Sofa Slipcovers
155,2020-04-06,24518.0,Sofa Slipcovers
156,2020-04-07,24347.0,Sofa Slipcovers
157,2020-04-08,24347.0,Sofa Slipcovers
158,2020-04-09,23291.0,Sofa Slipcovers
159,2020-04-10,23291.0,Sofa Slipcovers
160,2020-04-11,23291.0,Sofa Slipcovers
161,2020-04-12,23291.0,Sofa Slipcovers
162,2020-04-13,23108.0,Sofa Slipcovers
163,2020-04-14,23108.0,Sofa Slipcovers
164,2020-04-15,23108.0,Sofa Slipcovers
165,2020-04-16,23108.0,Sofa Slipcovers
166,2020-04-17,19316.0,Sofa Slipcovers
167,2020-04-18,19316.0,Sofa Slipcovers
168,2020-04-19,19316.0,Sofa Slipcovers
169,2020-04-20,19316.0,Sofa Slipcovers
170,2020-04-21,19316.0,Sofa Slipcovers
171,2020-04-22,19316.0,Sofa Slipcovers
172,2020-04-23,19316.0,Sofa Slipcovers
173,2020-04-24,18265.0,Sofa Slipcovers
174,2020-04-25,18265.0,Sofa Slipcovers
175,2020-04-26,17224.0,Sofa Slipcovers
176,2020-04-27,17224.0,Sofa Slipcovers
177,2020-04-28,17224.0,Sofa Slipcovers
178,2020-04-29,22236.0,Sofa Slipcovers
179,2020-04-30,22236.0,Sofa Slipcovers
180,2020-05-01,22236.0,Sofa Slipcovers
181,2020-05-02,22236.0,Sofa Slipcovers
182,2020-05-03,17340.0,Sofa Slipcovers
183,2020-05-04,17340.0,Sofa Slipcovers
184,2020-05-05,18033.0,Sofa Slipcovers
185,2020-05-06,18033.0,Sofa Slipcovers
186,2020-05-07,18033.0,Sofa Slipcovers
187,2020-05-08,18033.0,Sofa Slipcovers
188,2020-05-09,18033.0,Sofa Slipcovers
189,2020-05-10,18033.0,Sofa Slipcovers
190,2020-05-11,14637.0,Sofa Slipcovers
191,2020-05-12,14637.0,Sofa Slipcovers
192,2020-05-13,12919.0,Sofa Slipcovers
193,2020-05-14,12919.0,Sofa Slipcovers
194,2020-05-15,12919.0,Sofa Slipcovers
195,2020-05-16,12919.0,Sofa Slipcovers
196,2020-05-17,12919.0,Sofa Slipcovers
197,2020-05-18,13471.0,Sofa Slipcovers
198,2020-05-19,13471.0,Sofa Slipcovers
199,2020-05-20,13471.0,Sofa Slipcovers
200,2020-05-21,13471.0,Sofa Slipcovers
201,2020-05-22,14240.0,Sofa Slipcovers
202,2020-05-23,14240.0,Sofa Slipcovers
203,2020-05-24,14240.0,Sofa Slipcovers
204,2020-05-25,14240.0,Sofa Slipcovers
205,2020-05-26,15047.0,Sofa Slipcovers
206,2020-05-27,15047.0,Sofa Slipcovers
207,2020-05-28,15047.0,Sofa Slipcovers
208,2020-05-29,15980.0,Sofa Slipcovers
209,2020-05-30,14359.0,Sofa Slipcovers
210,2020-05-31,14359.0,Sofa Slipcovers
211,2020-06-01,14359.0,Sofa Slipcovers
212,2020-06-02,13802.0,Sofa Slipcovers
213,2020-06-03,13802.0,Sofa Slipcovers
214,2020-06-04,13802.0,Sofa Slipcovers
215,2020-06-05,13802.0,Sofa Slipcovers
216,2020-06-06,13802.0,Sofa Slipcovers
217,2020-06-07,13802.0,Sofa Slipcovers
218,2020-06-08,15363.0,Sofa Slipcovers
219,2020-06-09,15363.0,Sofa Slipcovers
220,2020-06-10,15363.0,Sofa Slipcovers
221,2020-06-11,15521.0,Sofa Slipcovers
222,2020-06-12,15521.0,Sofa Slipcovers
223,2020-06-13,15521.0,Sofa Slipcovers
224,2020-06-14,15521.0,Sofa Slipcovers
225,2020-06-15,12687.0,Sofa Slipcovers
226,2020-06-16,12687.0,Sofa Slipcovers
227,2020-06-17,12687.0,Sofa Slipcovers
228,2020-06-18,12687.0,Sofa Slipcovers
229,2020-06-19,12687.0,Sofa Slipcovers
230,2020-06-20,12687.0,Sofa Slipcovers
231,2020-06-21,15598.0,Sofa Slipcovers
232,2020-06-22,15598.0,Sofa Slipcovers
233,2020-06-23,15598.0,Sofa Slipcovers
234,2020-06-24,15598.0,Sofa Slipcovers
235,2020-06-25,15598.0,Sofa Slipcovers
236,2020-06-26,15598.0,Sofa Slipcovers
237,2020-06-27,17955.0,Sofa Slipcovers
238,2020-06-28,17955.0,Sofa Slipcovers
239,2020-06-29,15106.0,Sofa Slipcovers
240,2020-06-30,15106.0,Sofa Slipcovers
241,2020-07-01,15106.0,Sofa Slipcovers
242,2020-07-02,15106.0,Sofa Slipcovers
243,2020-07-03,15560.0,Sofa Slipcovers
244,2020-07-04,15560.0,Sofa Slipcovers
245,2020-07-05,15560.0,Sofa Slipcovers
246,2020-07-06,15560.0,Sofa Slipcovers
247,2020-07-07,24236.0,Sofa Slipcovers
248,2020-07-08,24236.0,Sofa Slipcovers
249,2020-07-09,24236.0,Sofa Slipcovers
250,2020-07-10,13251.0,Sofa Slipcovers
251,2020-07-11,16444.0,Sofa Slipcovers
252,2020-07-12,16444.0,Sofa Slipcovers
253,2020-07-13,14959.0,Sofa Slipcovers
254,2020-07-14,14959.0,Sofa Slipcovers
255,2020-07-15,14959.0,Sofa Slipcovers
256,2020-07-16,14958.0,Sofa Slipcovers
257,2020-07-17,14958.0,Sofa Slipcovers
258,2020-07-18,14958.0,Sofa Slipcovers
259,2020-07-19,14958.0,Sofa Slipcovers
260,2020-07-20,14958.0,Sofa Slipcovers
261,2020-07-21,14958.0,Sofa Slipcovers
262,2020-07-22,16074.0,Sofa Slipcovers
263,2020-07-23,16074.0,Sofa Slipcovers
264,2020-07-24,16074.0,Sofa Slipcovers
265,2020-07-25,16074.0,Sofa Slipcovers
266,2020-07-26,13134.0,Sofa Slipcovers
267,2020-07-27,13134.0,Sofa Slipcovers
268,2020-07-28,13134.0,Sofa Slipcovers
269,2020-07-29,13134.0,Sofa Slipcovers
270,2020-07-30,13134.0,Sofa Slipcovers
271,2020-07-31,12175.0,Sofa Slipcovers
272,2020-08-01,12175.0,Sofa Slipcovers
273,2020-08-02,12175.0,Sofa Slipcovers
274,2020-08-03,12175.0,Sofa Slipcovers
275,2020-08-04,17655.0,Sofa Slipcovers
276,2020-08-05,17655.0,Sofa Slipcovers
277,2020-08-06,17655.0,Sofa Slipcovers
278,2020-08-07,13858.0,Sofa Slipcovers
279,2020-08-08,13858.0,Sofa Slipcovers
280,2020-08-09,13858.0,Sofa Slipcovers
281,2020-08-10,12110.0,Sofa Slipcovers
282,2020-08-11,12110.0,Sofa Slipcovers
283,2020-08-12,12110.0,Sofa Slipcovers
284,2020-08-13,35057.0,Sofa Slipcovers
285,2020-08-14,35057.0,Sofa Slipcovers
286,2020-08-15,35057.0,Sofa Slipcovers
287,2020-08-16,35057.0,Sofa Slipcovers
288,2020-08-17,29892.0,Sofa Slipcovers
289,2020-08-18,29892.0,Sofa Slipcovers
290,2020-08-19,29892.0,Sofa Slipcovers
291,2020-08-20,29892.0,Sofa Slipcovers
292,2020-08-21,27342.0,Sofa Slipcovers
293,2020-08-22,27342.0,Sofa Slipcovers
294,2020-08-23,27342.0,Sofa Slipcovers
295,2020-08-24,27342.0,Sofa Slipcovers
296,2020-08-25,15416.0,Sofa Slipcovers
297,2020-08-26,15416.0,Sofa Slipcovers
298,2020-08-27,15416.0,Sofa Slipcovers
299,2020-08-28,12571.0,Sofa Slipcovers
300,2020-08-29,12571.0,Sofa Slipcovers
301,2020-08-30,12571.0,Sofa Slipcovers
302,2020-08-31,12571.0,Sofa Slipcovers
303,2020-09-01,15499.0,Sofa Slipcovers
304,2020-09-02,18794.0,Sofa Slipcovers
305,2020-09-03,18794.0,Sofa Slipcovers
306,2020-09-04,14811.0,Sofa Slipcovers
307,2020-09-05,14811.0,Sofa Slipcovers
308,2020-09-06,14811.0,Sofa Slipcovers
309,2020-09-07,14811.0,Sofa Slipcovers
310,2020-09-08,14523.0,Sofa Slipcovers
311,2020-09-09,14523.0,Sofa Slipcovers
312,2020-09-10,14523.0,Sofa Slipcovers
313,2020-09-11,12891.0,Sofa Slipcovers
314,2020-09-12,12891.0,Sofa Slipcovers
315,2020-09-13,12891.0,Sofa Slipcovers
316,2020-09-14,12891.0,Sofa Slipcovers
317,2020-09-15,15972.0,Sofa Slipcovers
318,2020-09-16,15972.0,Sofa Slipcovers
319,2020-09-17,15972.0,Sofa Slipcovers
320,2020-09-18,10990.0,Sofa Slipcovers
321,2020-09-19,10990.0,Sofa Slipcovers
322,2020-09-20,12439.0,Sofa Slipcovers
323,2020-09-21,12439.0,Sofa Slipcovers
324,2020-09-22,12439.0,Sofa Slipcovers
325,2020-09-23,238202.0,Sofa Slipcovers
326,2020-09-24,238202.0,Sofa Slipcovers
327,2020-09-25,12570.0,Sofa Slipcovers
328,2020-09-26,12570.0,Sofa Slipcovers
329,2020-09-27,12570.0,Sofa Slipcovers
330,2020-09-28,18526.0,Sofa Slipcovers
331,2020-09-29,14482.0,Sofa Slipcovers
332,2020-09-30,14482.0,Sofa Slipcovers
333,2020-10-01,14482.0,Sofa Slipcovers
334,2020-10-02,14482.0,Sofa Slipcovers
335,2020-10-03,14482.0,Sofa Slipcovers
336,2020-10-04,14482.0,Sofa Slipcovers
337,2020-10-05,15630.0,Sofa Slipcovers
338,2020-10-06,11849.0,Sofa Slipcovers
339,2020-10-07,11849.0,Sofa Slipcovers
340,2020-10-08,11849.0,Sofa Slipcovers
341,2020-10-09,17383.0,Sofa Slipcovers
342,2020-10-10,17383.0,Sofa Slipcovers
343,2020-10-11,17383.0,Sofa Slipcovers
344,2020-10-12,17383.0,Sofa Slipcovers
345,2020-10-13,17383.0,Sofa Slipcovers
346,2020-10-14,9472.0,Sofa Slipcovers
347,2020-10-15,9964.0,Sofa Slipcovers
348,2020-10-16,9964.0,Sofa Slipcovers
349,2020-10-17,9964.0,Sofa Slipcovers
350,2020-10-18,9964.0,Sofa Slipcovers
351,2020-10-19,9964.0,Sofa Slipcovers
352,2020-10-20,17828.0,Sofa Slipcovers
353,2020-10-21,17828.0,Sofa Slipcovers
354,2020-10-22,18211.0,Sofa Slipcovers
355,2020-10-23,18211.0,Sofa Slipcovers
356,2020-10-24,18211.0,Sofa Slipcovers
357,2020-10-25,20492.0,Sofa Slipcovers
358,2020-10-26,18253.0,Sofa Slipcovers
359,2020-10-27,18253.0,Sofa Slipcovers
360,2020-10-28,19531.0,Sofa Slipcovers
361,2020-10-29,19531.0,Sofa Slipcovers
362,2020-10-30,19531.0,Sofa Slipcovers
363,2020-10-31,19531.0,Sofa Slipcovers
364,2020-11-01,19531.0,Sofa Slipcovers
365,2020-11-02,19531.0,Sofa Slipcovers
366,2020-11-03,35737.0,Sofa Slipcovers
367,2020-11-04,35737.0,Sofa Slipcovers
368,2020-11-05,35737.0,Sofa Slipcovers
369,2020-11-06,25511.0,Sofa Slipcovers
370,2020-11-07,25511.0,Sofa Slipcovers
371,2020-11-08,25511.0,Sofa Slipcovers
372,2020-11-09,19679.0,Sofa Slipcovers
373,2020-11-10,19679.0,Sofa Slipcovers
374,2020-11-11,19679.0,Sofa Slipcovers
375,2020-11-12,19679.0,Sofa Slipcovers
376,2020-11-13,19679.0,Sofa Slipcovers
377,2020-11-14,19679.0,Sofa Slipcovers
378,2020-11-15,19679.0,Sofa Slipcovers
379,2020-11-16,17952.0,Sofa Slipcovers
380,2020-11-17,19650.0,Sofa Slipcovers
381,2020-11-18,19650.0,Sofa Slipcovers
382,2020-11-19,19650.0,Sofa Slipcovers
383,2020-11-20,16027.0,Sofa Slipcovers
384,2020-11-21,16027.0,Sofa Slipcovers
385,2020-11-22,16027.0,Sofa Slipcovers
386,2020-11-23,16027.0,Sofa Slipcovers
387,2020-11-24,16027.0,Sofa Slipcovers
388,2020-11-25,16027.0,Sofa Slipcovers
389,2020-11-26,16027.0,Sofa Slipcovers
390,2020-11-27,16027.0,Sofa Slipcovers
391,2020-11-28,16027.0,Sofa Slipcovers
392,2020-11-29,10475.0,Sofa Slipcovers
393,2020-11-30,11891.0,Sofa Slipcovers
394,2020-12-01,11589.0,Sofa Slipcovers
395,2020-12-02,11589.0,Sofa Slipcovers
396,2020-12-03,15123.0,Sofa Slipcovers
397,2020-12-04,16919.0,Sofa Slipcovers
398,2020-12-05,16919.0,Sofa Slipcovers
399,2020-12-06,16919.0,Sofa Slipcovers
400,2020-12-07,20930.0,Sofa Slipcovers
401,2020-12-08,20930.0,Sofa Slipcovers
402,2020-12-09,32705.0,Sofa Slipcovers
403,2020-12-10,28433.0,Sofa Slipcovers
404,2020-12-11,29837.0,Sofa Slipcovers
405,2020-12-12,32349.0,Sofa Slipcovers
406,2020-12-13,38800.0,Sofa Slipcovers
407,2020-12-14,39527.0,Sofa Slipcovers
408,2020-12-15,31539.0,Sofa Slipcovers
409,2020-12-16,44603.0,Sofa Slipcovers
410,2020-12-17,41454.0,Sofa Slipcovers
411,2020-12-18,31788.0,Sofa Slipcovers
412,2020-12-19,31788.0,Sofa Slipcovers
413,2020-12-20,23991.0,Sofa Slipcovers
414,2020-12-21,34027.0,Sofa Slipcovers
415,2020-12-22,34027.0,Sofa Slipcovers
416,2020-12-23,34402.0,Sofa Slipcovers
417,2020-12-24,29985.0,Sofa Slipcovers
418,2020-12-25,32815.0,Sofa Slipcovers
419,2020-12-26,36275.0,Sofa Slipcovers
420,2020-12-27,37901.0,Sofa Slipcovers
421,2020-12-28,48288.0,Sofa Slipcovers
422,2020-12-29,48313.0,Sofa Slipcovers
423,2020-12-30,62503.0,Sofa Slipcovers
424,2020-12-31,62503.0,Sofa Slipcovers
425,2021-01-01,62503.0,Sofa Slipcovers
426,2021-01-02,55065.0,Sofa Slipcovers
427,2021-01-03,55065.0,Sofa Slipcovers
428,2021-01-04,55065.0,Sofa Slipcovers
429,2021-01-05,38350.0,Sofa Slipcovers
430,2021-01-06,38350.0,Sofa Slipcovers
431,2021-01-07,38350.0,Sofa Slipcovers
432,2021-01-08,41445.0,Sofa Slipcovers
433,2021-01-09,41445.0,Sofa Slipcovers
434,2021-01-10,34197.0,Sofa Slipcovers
435,2021-01-11,34197.0,Sofa Slipcovers
436,2021-01-12,34197.0,Sofa Slipcovers
437,2021-01-13,34197.0,Sofa Slipcovers
438,2021-01-14,20576.0,Sofa Slipcovers
439,2021-01-15,20576.0,Sofa Slipcovers
440,2021-01-16,20576.0,Sofa Slipcovers
441,2021-01-17,19462.0,Sofa Slipcovers
442,2021-01-18,19462.0,Sofa Slipcovers
443,2021-01-19,19462.0,Sofa Slipcovers
444,2021-01-20,19462.0,Sofa Slipcovers
445,2021-01-21,19462.0,Sofa Slipcovers
446,2021-01-22,17004.0,Sofa Slipcovers
447,2021-01-23,17004.0,Sofa Slipcovers
448,2021-01-24,17004.0,Sofa Slipcovers
449,2021-01-25,17004.0,Sofa Slipcovers
450,2021-01-26,17004.0,Sofa Slipcovers
451,2021-01-27,17004.0,Sofa Slipcovers
452,2021-01-28,17004.0,Sofa Slipcovers
453,2021-01-29,17004.0,Sofa Slipcovers
454,2021-01-30,32866.0,Sofa Slipcovers
455,2021-01-31,32866.0,Sofa Slipcovers
456,2021-02-01,44808.0,Sofa Slipcovers
457,2021-02-02,44808.0,Sofa Slipcovers
458,2021-02-03,51473.0,Sofa Slipcovers
459,2021-02-04,51473.0,Sofa Slipcovers
460,2021-02-05,54220.0,Sofa Slipcovers
461,2021-02-06,54220.0,Sofa Slipcovers
462,2021-02-07,54220.0,Sofa Slipcovers
463,2021-02-08,54220.0,Sofa Slipcovers
464,2021-02-09,54220.0,Sofa Slipcovers
465,2021-02-10,54220.0,Sofa Slipcovers
466,2021-02-11,54220.0,Sofa Slipcovers
467,2021-02-12,54220.0,Sofa Slipcovers
468,2021-02-13,54220.0,Sofa Slipcovers
469,2021-02-14,54220.0,Sofa Slipcovers
470,2021-02-15,35599.0,Sofa Slipcovers
471,2021-02-16,35599.0,Sofa Slipcovers
472,2021-02-17,35599.0,Sofa Slipcovers
473,2021-02-18,35599.0,Sofa Slipcovers
474,2021-02-19,35599.0,Sofa Slipcovers
475,2021-02-20,35599.0,Sofa Slipcovers
476,2021-02-21,35599.0,Sofa Slipcovers
477,2021-02-22,20897.0,Sofa Slipcovers
478,2021-02-23,23147.0,Sofa Slipcovers
479,2021-02-24,23147.0,Sofa Slipcovers
480,2021-02-25,23147.0,Sofa Slipcovers
481,2021-02-26,24094.0,Sofa Slipcovers
482,2021-02-27,24094.0,Sofa Slipcovers
483,2021-02-28,24094.0,Sofa Slipcovers
484,2021-03-01,20662.0,Sofa Slipcovers
485,2021-03-02,20662.0,Sofa Slipcovers
486,2021-03-03,25569.0,Sofa Slipcovers
487,2021-03-04,25569.0,Sofa Slipcovers
488,2021-03-05,25569.0,Sofa Slipcovers
489,2021-03-06,18645.0,Sofa Slipcovers
490,2021-03-07,18645.0,Sofa Slipcovers
491,2021-03-08,21414.0,Sofa Slipcovers
492,2021-03-09,20030.0,Sofa Slipcovers
493,2021-03-10,20030.0,Sofa Slipcovers
494,2021-03-11,20030.0,Sofa Slipcovers
495,2021-03-12,15728.0,Sofa Slipcovers
496,2021-03-13,14851.0,Sofa Slipcovers
497,2021-03-14,17132.0,Sofa Slipcovers
498,2021-03-15,17132.0,Sofa Slipcovers
499,2021-03-16,18944.0,Sofa Slipcovers
500,2021-03-17,14959.0,Sofa Slipcovers
501,2021-03-18,14959.0,Sofa Slipcovers
502,2021-03-19,14959.0,Sofa Slipcovers
503,2021-03-20,14959.0,Sofa Slipcovers
504,2021-03-21,14959.0,Sofa Slipcovers
505,2021-03-22,16375.0,Sofa Slipcovers
506,2021-03-23,16375.0,Sofa Slipcovers
507,2021-03-24,16375.0,Sofa Slipcovers
508,2021-03-25,16926.0,Sofa Slipcovers
509,2021-03-26,16926.0,Sofa Slipcovers
510,2021-03-27,16926.0,Sofa Slipcovers
511,2021-03-28,16926.0,Sofa Slipcovers
512,2021-03-29,16926.0,Sofa Slipcovers
513,2021-03-30,16926.0,Sofa Slipcovers
514,2021-03-31,16280.0,Sofa Slipcovers
515,2021-04-01,17385.0,Sofa Slipcovers
516,2021-04-02,17385.0,Sofa Slipcovers
517,2021-04-03,17385.0,Sofa Slipcovers
518,2021-04-04,15814.0,Sofa Slipcovers
519,2021-04-05,15814.0,Sofa Slipcovers
520,2021-04-06,27523.0,Sofa Slipcovers
521,2021-04-07,27523.0,Sofa Slipcovers
522,2021-04-08,27523.0,Sofa Slipcovers
523,2021-04-09,19827.0,Sofa Slipcovers
524,2021-04-10,19827.0,Sofa Slipcovers
525,2021-04-11,19827.0,Sofa Slipcovers
526,2021-04-12,24749.0,Sofa Slipcovers
527,2021-04-13,24749.0,Sofa Slipcovers
528,2021-04-14,24749.0,Sofa Slipcovers
529,2021-04-15,20479.0,Sofa Slipcovers
530,2021-04-16,20479.0,Sofa Slipcovers
531,2021-04-17,20479.0,Sofa Slipcovers
532,2021-04-18,24686.0,Sofa Slipcovers
533,2021-04-19,24686.0,Sofa Slipcovers
534,2021-04-20,24686.0,Sofa Slipcovers
535,2021-04-21,19770.0,Sofa Slipcovers
536,2021-04-22,19770.0,Sofa Slipcovers
537,2021-04-23,19770.0,Sofa Slipcovers
538,2021-04-24,19770.0,Sofa Slipcovers
539,2021-04-25,19770.0,Sofa Slipcovers
540,2021-04-26,19770.0,Sofa Slipcovers
541,2021-04-27,24652.0,Sofa Slipcovers
542,2021-04-28,24652.0,Sofa Slipcovers
543,2021-04-29,24652.0,Sofa Slipcovers
544,2021-04-30,47497.0,Sofa Slipcovers
545,2021-05-01,47497.0,Sofa Slipcovers
546,2021-05-02,32408.0,Sofa Slipcovers
547,2021-05-03,32408.0,Sofa Slipcovers
548,2021-05-04,32408.0,Sofa Slipcovers
549,2021-05-05,33464.0,Sofa Slipcovers
550,2021-05-06,33464.0,Sofa Slipcovers
551,2021-05-07,22768.0,Sofa Slipcovers
552,2021-05-08,22768.0,Sofa Slipcovers
553,2021-05-09,22768.0,Sofa Slipcovers
554,2021-05-10,27038.0,Sofa Slipcovers
555,2021-05-11,27038.0,Sofa Slipcovers
556,2021-05-12,27038.0,Sofa Slipcovers
557,2021-05-13,27038.0,Sofa Slipcovers
