,date,value,name_B08175NC3Q
556,2021-06-25,300060.0,Shower Curtain Sets
557,2021-06-26,300060.0,Shower Curtain Sets
558,2021-06-27,300060.0,Shower Curtain Sets
559,2021-06-28,300060.0,Shower Curtain Sets
560,2021-06-29,300060.0,Shower Curtain Sets
561,2021-06-30,300060.0,Shower Curtain Sets
562,2021-07-01,300060.0,Shower Curtain Sets
563,2021-07-02,300060.0,Shower Curtain Sets
564,2021-07-03,300060.0,Shower Curtain Sets
565,2021-07-04,888339.0,Shower Curtain Sets
566,2021-07-05,888339.0,Shower Curtain Sets
567,2021-07-06,888339.0,Shower Curtain Sets
568,2021-07-07,888339.0,Shower Curtain Sets
569,2021-07-08,888339.0,Shower Curtain Sets
570,2021-07-09,421030.0,Shower Curtain Sets
