,date,value,name_B087PSLG65
226,2020-12-19,35686.0,Repellents
227,2020-12-20,35686.0,Repellents
228,2020-12-21,35686.0,Repellents
229,2020-12-22,35686.0,Repellents
230,2020-12-23,35686.0,Repellents
231,2020-12-24,35686.0,Repellents
232,2020-12-25,35686.0,Repellents
233,2020-12-26,19501.0,Repellents
234,2020-12-27,19501.0,Repellents
235,2020-12-28,19501.0,Repellents
236,2020-12-29,17812.0,Repellents
237,2020-12-30,17812.0,Repellents
238,2020-12-31,26043.0,Repellents
239,2021-01-01,13535.0,Repellents
240,2021-01-02,13535.0,Repellents
241,2021-01-03,13535.0,Repellents
242,2021-01-04,21692.0,Repellents
243,2021-01-05,21692.0,Repellents
244,2021-01-06,19601.0,Repellents
245,2021-01-07,19601.0,Repellents
246,2021-01-08,19601.0,Repellents
247,2021-01-09,19601.0,Repellents
248,2021-01-10,18662.0,Repellents
249,2021-01-11,18662.0,Repellents
250,2021-01-12,18662.0,Repellents
251,2021-01-13,25660.0,Repellents
252,2021-01-14,20462.0,Repellents
253,2021-01-15,20462.0,Repellents
254,2021-01-16,20462.0,Repellents
255,2021-01-17,20462.0,Repellents
256,2021-01-18,27070.0,Repellents
257,2021-01-19,19704.0,Repellents
258,2021-01-20,19704.0,Repellents
259,2021-01-21,18175.0,Repellents
260,2021-01-22,18175.0,Repellents
261,2021-01-23,18175.0,Repellents
262,2021-01-24,18175.0,Repellents
263,2021-01-25,19243.0,Repellents
264,2021-01-26,19243.0,Repellents
265,2021-01-27,20533.0,Repellents
266,2021-01-28,20533.0,Repellents
267,2021-01-29,20533.0,Repellents
268,2021-01-30,20533.0,Repellents
269,2021-01-31,23660.0,Repellents
270,2021-02-01,23660.0,Repellents
271,2021-02-02,23660.0,Repellents
272,2021-02-03,24601.0,Repellents
273,2021-02-04,24601.0,Repellents
274,2021-02-05,24601.0,Repellents
275,2021-02-06,19917.0,Repellents
276,2021-02-07,19917.0,Repellents
277,2021-02-08,19917.0,Repellents
278,2021-02-09,27707.0,Repellents
279,2021-02-10,27707.0,Repellents
280,2021-02-11,27707.0,Repellents
281,2021-02-12,27707.0,Repellents
282,2021-02-13,14579.0,Repellents
283,2021-02-14,14579.0,Repellents
284,2021-02-15,14579.0,Repellents
285,2021-02-16,26229.0,Repellents
286,2021-02-17,26229.0,Repellents
287,2021-02-18,26229.0,Repellents
288,2021-02-19,18291.0,Repellents
289,2021-02-20,18291.0,Repellents
290,2021-02-21,18291.0,Repellents
291,2021-02-22,14142.0,Repellents
292,2021-02-23,14142.0,Repellents
293,2021-02-24,14142.0,Repellents
294,2021-02-25,14142.0,Repellents
295,2021-02-26,15833.0,Repellents
296,2021-02-27,18748.0,Repellents
297,2021-02-28,23023.0,Repellents
298,2021-03-01,23023.0,Repellents
299,2021-03-02,23023.0,Repellents
300,2021-03-03,23023.0,Repellents
301,2021-03-04,18188.0,Repellents
302,2021-03-05,18188.0,Repellents
303,2021-03-06,18188.0,Repellents
304,2021-03-07,30262.0,Repellents
305,2021-03-08,30262.0,Repellents
306,2021-03-09,19984.0,Repellents
307,2021-03-10,26394.0,Repellents
308,2021-03-11,26394.0,Repellents
309,2021-03-12,17414.0,Repellents
310,2021-03-13,17414.0,Repellents
311,2021-03-14,17414.0,Repellents
312,2021-03-15,17414.0,Repellents
313,2021-03-16,17414.0,Repellents
314,2021-03-17,16280.0,Repellents
315,2021-03-18,16280.0,Repellents
316,2021-03-19,16280.0,Repellents
317,2021-03-20,16280.0,Repellents
318,2021-03-21,19607.0,Repellents
319,2021-03-22,10689.0,Repellents
320,2021-03-23,11464.0,Repellents
321,2021-03-24,11464.0,Repellents
322,2021-03-25,11464.0,Repellents
323,2021-03-26,14694.0,Repellents
324,2021-03-27,14694.0,Repellents
325,2021-03-28,14694.0,Repellents
326,2021-03-29,14358.0,Repellents
327,2021-03-30,13623.0,Repellents
328,2021-03-31,21333.0,Repellents
329,2021-04-01,21333.0,Repellents
330,2021-04-02,21333.0,Repellents
331,2021-04-03,21333.0,Repellents
332,2021-04-04,13455.0,Repellents
333,2021-04-05,13455.0,Repellents
334,2021-04-06,13455.0,Repellents
335,2021-04-07,13455.0,Repellents
336,2021-04-08,9180.0,Repellents
337,2021-04-09,15323.0,Repellents
338,2021-04-10,15323.0,Repellents
339,2021-04-11,15323.0,Repellents
340,2021-04-12,8244.0,Repellents
341,2021-04-13,7861.0,Repellents
342,2021-04-14,9942.0,Repellents
343,2021-04-15,9942.0,Repellents
344,2021-04-16,9942.0,Repellents
345,2021-04-17,9942.0,Repellents
346,2021-04-18,9942.0,Repellents
347,2021-04-19,9368.0,Repellents
348,2021-04-20,9368.0,Repellents
349,2021-04-21,7864.0,Repellents
350,2021-04-22,7864.0,Repellents
351,2021-04-23,7671.0,Repellents
352,2021-04-24,7671.0,Repellents
353,2021-04-25,7671.0,Repellents
354,2021-04-26,7950.0,Repellents
355,2021-04-27,7950.0,Repellents
356,2021-04-28,7950.0,Repellents
357,2021-04-29,9419.0,Repellents
358,2021-04-30,9419.0,Repellents
359,2021-05-01,9419.0,Repellents
360,2021-05-02,9419.0,Repellents
361,2021-05-03,9419.0,Repellents
362,2021-05-04,10846.0,Repellents
363,2021-05-05,9516.0,Repellents
364,2021-05-06,9516.0,Repellents
365,2021-05-07,9516.0,Repellents
366,2021-05-08,9516.0,Repellents
367,2021-05-09,9516.0,Repellents
368,2021-05-10,10208.0,Repellents
369,2021-05-11,10208.0,Repellents
370,2021-05-12,8373.0,Repellents
371,2021-05-13,8373.0,Repellents
372,2021-05-14,8373.0,Repellents
373,2021-05-15,8373.0,Repellents
374,2021-05-16,8373.0,Repellents
375,2021-05-17,10043.0,Repellents
376,2021-05-18,10043.0,Repellents
377,2021-05-19,8630.0,Repellents
378,2021-05-20,8857.0,Repellents
379,2021-05-21,8857.0,Repellents
380,2021-05-22,8857.0,Repellents
381,2021-05-23,7118.0,Repellents
382,2021-05-24,7118.0,Repellents
383,2021-05-25,7118.0,Repellents
384,2021-05-26,7742.0,Repellents
385,2021-05-27,7742.0,Repellents
386,2021-05-28,7742.0,Repellents
387,2021-05-29,9582.0,Repellents
388,2021-05-30,10850.0,Repellents
389,2021-05-31,10850.0,Repellents
390,2021-06-01,8106.0,Repellents
391,2021-06-02,8106.0,Repellents
392,2021-06-03,8835.0,Repellents
393,2021-06-04,8835.0,Repellents
394,2021-06-05,6296.0,Repellents
395,2021-06-06,6296.0,Repellents
396,2021-06-07,8311.0,Repellents
397,2021-06-08,8311.0,Repellents
398,2021-06-09,8656.0,Repellents
399,2021-06-10,8656.0,Repellents
400,2021-06-11,6864.0,Repellents
401,2021-06-12,6864.0,Repellents
402,2021-06-13,6864.0,Repellents
403,2021-06-14,10053.0,Repellents
404,2021-06-15,10053.0,Repellents
405,2021-06-16,10053.0,Repellents
406,2021-06-17,7244.0,Repellents
407,2021-06-18,7244.0,Repellents
408,2021-06-19,8799.0,Repellents
409,2021-06-20,6146.0,Repellents
410,2021-06-21,6146.0,Repellents
411,2021-06-22,6146.0,Repellents
412,2021-06-23,9146.0,Repellents
413,2021-06-24,9146.0,Repellents
414,2021-06-25,9377.0,Repellents
415,2021-06-26,10364.0,Repellents
416,2021-06-27,10364.0,Repellents
417,2021-06-28,8657.0,Repellents
418,2021-06-29,9828.0,Repellents
419,2021-06-30,9828.0,Repellents
420,2021-07-01,6415.0,Repellents
421,2021-07-02,6415.0,Repellents
422,2021-07-03,6415.0,Repellents
423,2021-07-04,6415.0,Repellents
424,2021-07-05,10509.0,Repellents
425,2021-07-06,10509.0,Repellents
426,2021-07-07,10867.0,Repellents
427,2021-07-08,10867.0,Repellents
428,2021-07-09,8170.0,Repellents
429,2021-07-10,9778.0,Repellents
