,date,value,name_B00NB5CU72
634,2020-04-04,39093.0,Bed Skirts
635,2020-04-05,39093.0,Bed Skirts
636,2020-04-06,39093.0,Bed Skirts
637,2020-04-07,39093.0,Bed Skirts
638,2020-04-08,39093.0,Bed Skirts
639,2020-04-09,44023.0,Bed Skirts
640,2020-04-10,44023.0,Bed Skirts
641,2020-04-11,44023.0,Bed Skirts
642,2020-04-12,44023.0,Bed Skirts
643,2020-04-13,44023.0,Bed Skirts
644,2020-04-14,44023.0,Bed Skirts
645,2020-04-15,44023.0,Bed Skirts
646,2020-04-16,44023.0,Bed Skirts
647,2020-04-17,30488.0,Bed Skirts
648,2020-04-18,30488.0,Bed Skirts
649,2020-04-19,30488.0,Bed Skirts
650,2020-04-20,30488.0,Bed Skirts
651,2020-04-21,30488.0,Bed Skirts
652,2020-04-22,32959.0,Bed Skirts
653,2020-04-23,32959.0,Bed Skirts
654,2020-04-24,32959.0,Bed Skirts
655,2020-04-25,32959.0,Bed Skirts
656,2020-04-26,32959.0,Bed Skirts
657,2020-04-27,32959.0,Bed Skirts
658,2020-04-28,29053.0,Bed Skirts
659,2020-04-29,29053.0,Bed Skirts
660,2020-04-30,29053.0,Bed Skirts
661,2020-05-01,29053.0,Bed Skirts
662,2020-05-02,29053.0,Bed Skirts
663,2020-05-03,50859.0,Bed Skirts
664,2020-05-04,50859.0,Bed Skirts
665,2020-05-05,50859.0,Bed Skirts
666,2020-05-06,50859.0,Bed Skirts
667,2020-05-07,47551.0,Bed Skirts
668,2020-05-08,47551.0,Bed Skirts
669,2020-05-09,47551.0,Bed Skirts
670,2020-05-10,52371.0,Bed Skirts
671,2020-05-11,52371.0,Bed Skirts
672,2020-05-12,52371.0,Bed Skirts
673,2020-05-13,52371.0,Bed Skirts
674,2020-05-14,70338.0,Bed Skirts
675,2020-05-15,70338.0,Bed Skirts
676,2020-05-16,70338.0,Bed Skirts
677,2020-05-17,70338.0,Bed Skirts
678,2020-05-18,100762.0,Bed Skirts
679,2020-05-19,100762.0,Bed Skirts
680,2020-05-20,100762.0,Bed Skirts
681,2020-05-21,100762.0,Bed Skirts
682,2020-05-22,100762.0,Bed Skirts
683,2020-05-23,100762.0,Bed Skirts
684,2020-05-24,78948.0,Bed Skirts
685,2020-05-25,91930.0,Bed Skirts
686,2020-05-26,91930.0,Bed Skirts
687,2020-05-27,91930.0,Bed Skirts
688,2020-05-28,91930.0,Bed Skirts
689,2020-05-29,91930.0,Bed Skirts
690,2020-05-30,91930.0,Bed Skirts
691,2020-05-31,39755.0,Bed Skirts
692,2020-06-01,48151.0,Bed Skirts
693,2020-06-02,48151.0,Bed Skirts
694,2020-06-03,48151.0,Bed Skirts
695,2020-06-04,48151.0,Bed Skirts
696,2020-06-05,48151.0,Bed Skirts
697,2020-06-06,48151.0,Bed Skirts
698,2020-06-07,48151.0,Bed Skirts
699,2020-06-08,39046.0,Bed Skirts
700,2020-06-09,39046.0,Bed Skirts
701,2020-06-10,39046.0,Bed Skirts
702,2020-06-11,39046.0,Bed Skirts
703,2020-06-12,39046.0,Bed Skirts
704,2020-06-13,23390.0,Bed Skirts
705,2020-06-14,23390.0,Bed Skirts
706,2020-06-15,23390.0,Bed Skirts
707,2020-06-16,23390.0,Bed Skirts
708,2020-06-17,19848.0,Bed Skirts
709,2020-06-18,19848.0,Bed Skirts
710,2020-06-19,19848.0,Bed Skirts
711,2020-06-20,19848.0,Bed Skirts
712,2020-06-21,20896.0,Bed Skirts
713,2020-06-22,20896.0,Bed Skirts
714,2020-06-23,20896.0,Bed Skirts
715,2020-06-24,20896.0,Bed Skirts
716,2020-06-25,20896.0,Bed Skirts
717,2020-06-26,20896.0,Bed Skirts
718,2020-06-27,20896.0,Bed Skirts
719,2020-06-28,20949.0,Bed Skirts
720,2020-06-29,20949.0,Bed Skirts
721,2020-06-30,20949.0,Bed Skirts
722,2020-07-01,20949.0,Bed Skirts
723,2020-07-02,20949.0,Bed Skirts
724,2020-07-03,20949.0,Bed Skirts
725,2020-07-04,30482.0,Bed Skirts
726,2020-07-05,30482.0,Bed Skirts
727,2020-07-06,26478.0,Bed Skirts
728,2020-07-07,26478.0,Bed Skirts
729,2020-07-08,26478.0,Bed Skirts
730,2020-07-09,26478.0,Bed Skirts
731,2020-07-10,26478.0,Bed Skirts
732,2020-07-11,26478.0,Bed Skirts
733,2020-07-12,26478.0,Bed Skirts
734,2020-07-13,24514.0,Bed Skirts
735,2020-07-14,24514.0,Bed Skirts
736,2020-07-15,24514.0,Bed Skirts
737,2020-07-16,20948.0,Bed Skirts
738,2020-07-17,20948.0,Bed Skirts
739,2020-07-18,20948.0,Bed Skirts
740,2020-07-19,20948.0,Bed Skirts
741,2020-07-20,20948.0,Bed Skirts
742,2020-07-21,20948.0,Bed Skirts
743,2020-07-22,20948.0,Bed Skirts
744,2020-07-23,18586.0,Bed Skirts
745,2020-07-24,18586.0,Bed Skirts
746,2020-07-25,20156.0,Bed Skirts
747,2020-07-26,20156.0,Bed Skirts
748,2020-07-27,20156.0,Bed Skirts
749,2020-07-28,20156.0,Bed Skirts
750,2020-07-29,20156.0,Bed Skirts
751,2020-07-30,20779.0,Bed Skirts
752,2020-07-31,20779.0,Bed Skirts
753,2020-08-01,20779.0,Bed Skirts
754,2020-08-02,20779.0,Bed Skirts
755,2020-08-03,20779.0,Bed Skirts
756,2020-08-04,21257.0,Bed Skirts
757,2020-08-05,21257.0,Bed Skirts
758,2020-08-06,21257.0,Bed Skirts
759,2020-08-07,21257.0,Bed Skirts
760,2020-08-08,21257.0,Bed Skirts
761,2020-08-09,21257.0,Bed Skirts
762,2020-08-10,32534.0,Bed Skirts
763,2020-08-11,32534.0,Bed Skirts
764,2020-08-12,32534.0,Bed Skirts
765,2020-08-13,23270.0,Bed Skirts
766,2020-08-14,23270.0,Bed Skirts
767,2020-08-15,28358.0,Bed Skirts
768,2020-08-16,28358.0,Bed Skirts
769,2020-08-17,28358.0,Bed Skirts
770,2020-08-18,33718.0,Bed Skirts
771,2020-08-19,33718.0,Bed Skirts
772,2020-08-20,33718.0,Bed Skirts
773,2020-08-21,23521.0,Bed Skirts
774,2020-08-22,23521.0,Bed Skirts
775,2020-08-23,23521.0,Bed Skirts
776,2020-08-24,23521.0,Bed Skirts
777,2020-08-25,33284.0,Bed Skirts
778,2020-08-26,33284.0,Bed Skirts
779,2020-08-27,33284.0,Bed Skirts
780,2020-08-28,33284.0,Bed Skirts
781,2020-08-29,33284.0,Bed Skirts
782,2020-08-30,33284.0,Bed Skirts
783,2020-08-31,24159.0,Bed Skirts
784,2020-09-01,24159.0,Bed Skirts
785,2020-09-02,24159.0,Bed Skirts
786,2020-09-03,30641.0,Bed Skirts
787,2020-09-04,30641.0,Bed Skirts
788,2020-09-05,30641.0,Bed Skirts
789,2020-09-06,30641.0,Bed Skirts
790,2020-09-07,30641.0,Bed Skirts
791,2020-09-08,29198.0,Bed Skirts
792,2020-09-09,29198.0,Bed Skirts
793,2020-09-10,29198.0,Bed Skirts
794,2020-09-11,29198.0,Bed Skirts
795,2020-09-12,29198.0,Bed Skirts
796,2020-09-13,17945.0,Bed Skirts
797,2020-09-14,15390.0,Bed Skirts
798,2020-09-15,15390.0,Bed Skirts
799,2020-09-16,15390.0,Bed Skirts
800,2020-09-17,15390.0,Bed Skirts
801,2020-09-18,15390.0,Bed Skirts
802,2020-09-19,15390.0,Bed Skirts
803,2020-09-20,15390.0,Bed Skirts
804,2020-09-21,15390.0,Bed Skirts
805,2020-09-22,15390.0,Bed Skirts
806,2020-09-23,16701.0,Bed Skirts
807,2020-09-24,15782.0,Bed Skirts
808,2020-09-25,15782.0,Bed Skirts
809,2020-09-26,15782.0,Bed Skirts
810,2020-09-27,15782.0,Bed Skirts
811,2020-09-28,15782.0,Bed Skirts
812,2020-09-29,15554.0,Bed Skirts
813,2020-09-30,15554.0,Bed Skirts
814,2020-10-01,15554.0,Bed Skirts
815,2020-10-02,15554.0,Bed Skirts
816,2020-10-03,15554.0,Bed Skirts
817,2020-10-04,15554.0,Bed Skirts
818,2020-10-05,18853.0,Bed Skirts
819,2020-10-06,18853.0,Bed Skirts
820,2020-10-07,18853.0,Bed Skirts
821,2020-10-08,18853.0,Bed Skirts
822,2020-10-09,18853.0,Bed Skirts
823,2020-10-10,18853.0,Bed Skirts
824,2020-10-11,17841.0,Bed Skirts
825,2020-10-12,17841.0,Bed Skirts
826,2020-10-13,17841.0,Bed Skirts
827,2020-10-14,17841.0,Bed Skirts
828,2020-10-15,19551.0,Bed Skirts
829,2020-10-16,19551.0,Bed Skirts
830,2020-10-17,25994.0,Bed Skirts
831,2020-10-18,25994.0,Bed Skirts
832,2020-10-19,27457.0,Bed Skirts
833,2020-10-20,27457.0,Bed Skirts
834,2020-10-21,41247.0,Bed Skirts
835,2020-10-22,36598.0,Bed Skirts
836,2020-10-23,36598.0,Bed Skirts
837,2020-10-24,57199.0,Bed Skirts
838,2020-10-25,48418.0,Bed Skirts
839,2020-10-26,48418.0,Bed Skirts
840,2020-10-27,48418.0,Bed Skirts
841,2020-10-28,48418.0,Bed Skirts
842,2020-10-29,48418.0,Bed Skirts
843,2020-10-30,48418.0,Bed Skirts
844,2020-10-31,48418.0,Bed Skirts
845,2020-11-01,48418.0,Bed Skirts
846,2020-11-02,48418.0,Bed Skirts
847,2020-11-03,48418.0,Bed Skirts
848,2020-11-04,34408.0,Bed Skirts
849,2020-11-05,34408.0,Bed Skirts
850,2020-11-06,34408.0,Bed Skirts
851,2020-11-07,34408.0,Bed Skirts
852,2020-11-08,40455.0,Bed Skirts
853,2020-11-09,40455.0,Bed Skirts
854,2020-11-10,39788.0,Bed Skirts
855,2020-11-11,42879.0,Bed Skirts
856,2020-11-12,42879.0,Bed Skirts
857,2020-11-13,41805.0,Bed Skirts
858,2020-11-14,41805.0,Bed Skirts
859,2020-11-15,29300.0,Bed Skirts
860,2020-11-16,29300.0,Bed Skirts
861,2020-11-17,29300.0,Bed Skirts
862,2020-11-18,29300.0,Bed Skirts
863,2020-11-19,29300.0,Bed Skirts
864,2020-11-20,28817.0,Bed Skirts
865,2020-11-21,31870.0,Bed Skirts
866,2020-11-22,31870.0,Bed Skirts
867,2020-11-23,35268.0,Bed Skirts
868,2020-11-24,29284.0,Bed Skirts
869,2020-11-25,23930.0,Bed Skirts
870,2020-11-26,23930.0,Bed Skirts
871,2020-11-27,23930.0,Bed Skirts
872,2020-11-28,30501.0,Bed Skirts
873,2020-11-29,30501.0,Bed Skirts
874,2020-11-30,30501.0,Bed Skirts
875,2020-12-01,34067.0,Bed Skirts
876,2020-12-02,34067.0,Bed Skirts
877,2020-12-03,34067.0,Bed Skirts
878,2020-12-04,39989.0,Bed Skirts
879,2020-12-05,39989.0,Bed Skirts
880,2020-12-06,39989.0,Bed Skirts
881,2020-12-07,28601.0,Bed Skirts
882,2020-12-08,28601.0,Bed Skirts
883,2020-12-09,28601.0,Bed Skirts
884,2020-12-10,28601.0,Bed Skirts
885,2020-12-11,28601.0,Bed Skirts
886,2020-12-12,28601.0,Bed Skirts
887,2020-12-13,34312.0,Bed Skirts
888,2020-12-14,34312.0,Bed Skirts
889,2020-12-15,34312.0,Bed Skirts
890,2020-12-16,34312.0,Bed Skirts
891,2020-12-17,34312.0,Bed Skirts
892,2020-12-18,34312.0,Bed Skirts
893,2020-12-19,39725.0,Bed Skirts
894,2020-12-20,36972.0,Bed Skirts
895,2020-12-21,39250.0,Bed Skirts
896,2020-12-22,39250.0,Bed Skirts
897,2020-12-23,39250.0,Bed Skirts
898,2020-12-24,39250.0,Bed Skirts
899,2020-12-25,27568.0,Bed Skirts
900,2020-12-26,33044.0,Bed Skirts
901,2020-12-27,33044.0,Bed Skirts
902,2020-12-28,33044.0,Bed Skirts
903,2020-12-29,33044.0,Bed Skirts
904,2020-12-30,18336.0,Bed Skirts
905,2020-12-31,24531.0,Bed Skirts
906,2021-01-01,24531.0,Bed Skirts
907,2021-01-02,24318.0,Bed Skirts
908,2021-01-03,24318.0,Bed Skirts
909,2021-01-04,22362.0,Bed Skirts
910,2021-01-05,22362.0,Bed Skirts
911,2021-01-06,22362.0,Bed Skirts
912,2021-01-07,23874.0,Bed Skirts
913,2021-01-08,23874.0,Bed Skirts
914,2021-01-09,26155.0,Bed Skirts
915,2021-01-10,26155.0,Bed Skirts
916,2021-01-11,26155.0,Bed Skirts
917,2021-01-12,36558.0,Bed Skirts
918,2021-01-13,36558.0,Bed Skirts
919,2021-01-14,36558.0,Bed Skirts
920,2021-01-15,36558.0,Bed Skirts
921,2021-01-16,36558.0,Bed Skirts
922,2021-01-17,36558.0,Bed Skirts
923,2021-01-18,26602.0,Bed Skirts
924,2021-01-19,26602.0,Bed Skirts
925,2021-01-20,22558.0,Bed Skirts
926,2021-01-21,32410.0,Bed Skirts
927,2021-01-22,32410.0,Bed Skirts
928,2021-01-23,32410.0,Bed Skirts
929,2021-01-24,32410.0,Bed Skirts
930,2021-01-25,29651.0,Bed Skirts
931,2021-01-26,29651.0,Bed Skirts
932,2021-01-27,29651.0,Bed Skirts
933,2021-01-28,29651.0,Bed Skirts
934,2021-01-29,29651.0,Bed Skirts
935,2021-01-30,29651.0,Bed Skirts
936,2021-01-31,34572.0,Bed Skirts
937,2021-02-01,34572.0,Bed Skirts
938,2021-02-02,30057.0,Bed Skirts
939,2021-02-03,30057.0,Bed Skirts
940,2021-02-04,30057.0,Bed Skirts
941,2021-02-05,30057.0,Bed Skirts
942,2021-02-06,30057.0,Bed Skirts
943,2021-02-07,30057.0,Bed Skirts
944,2021-02-08,30057.0,Bed Skirts
945,2021-02-09,45213.0,Bed Skirts
946,2021-02-10,45213.0,Bed Skirts
947,2021-02-11,45213.0,Bed Skirts
948,2021-02-12,45213.0,Bed Skirts
949,2021-02-13,45213.0,Bed Skirts
950,2021-02-14,45213.0,Bed Skirts
951,2021-02-15,45213.0,Bed Skirts
952,2021-02-16,25160.0,Bed Skirts
953,2021-02-17,25160.0,Bed Skirts
954,2021-02-18,25160.0,Bed Skirts
955,2021-02-19,19710.0,Bed Skirts
956,2021-02-20,19710.0,Bed Skirts
957,2021-02-21,19710.0,Bed Skirts
958,2021-02-22,19710.0,Bed Skirts
959,2021-02-23,18964.0,Bed Skirts
960,2021-02-24,18964.0,Bed Skirts
961,2021-02-25,18964.0,Bed Skirts
962,2021-02-26,18964.0,Bed Skirts
963,2021-02-27,18964.0,Bed Skirts
964,2021-02-28,20248.0,Bed Skirts
965,2021-03-01,20748.0,Bed Skirts
966,2021-03-02,17458.0,Bed Skirts
967,2021-03-03,17458.0,Bed Skirts
968,2021-03-04,17458.0,Bed Skirts
969,2021-03-05,17458.0,Bed Skirts
970,2021-03-06,17458.0,Bed Skirts
971,2021-03-07,23271.0,Bed Skirts
972,2021-03-08,20449.0,Bed Skirts
973,2021-03-09,20449.0,Bed Skirts
974,2021-03-10,20449.0,Bed Skirts
975,2021-03-11,25821.0,Bed Skirts
976,2021-03-12,25821.0,Bed Skirts
977,2021-03-13,25821.0,Bed Skirts
978,2021-03-14,25821.0,Bed Skirts
979,2021-03-15,25821.0,Bed Skirts
980,2021-03-16,25821.0,Bed Skirts
981,2021-03-17,25821.0,Bed Skirts
982,2021-03-18,27547.0,Bed Skirts
983,2021-03-19,27547.0,Bed Skirts
984,2021-03-20,27547.0,Bed Skirts
985,2021-03-21,27547.0,Bed Skirts
986,2021-03-22,27547.0,Bed Skirts
987,2021-03-23,27547.0,Bed Skirts
988,2021-03-24,36348.0,Bed Skirts
989,2021-03-25,36348.0,Bed Skirts
990,2021-03-26,36348.0,Bed Skirts
991,2021-03-27,36348.0,Bed Skirts
992,2021-03-28,36348.0,Bed Skirts
993,2021-03-29,36348.0,Bed Skirts
994,2021-03-30,32714.0,Bed Skirts
995,2021-03-31,32714.0,Bed Skirts
996,2021-04-01,32714.0,Bed Skirts
997,2021-04-02,32714.0,Bed Skirts
998,2021-04-03,32714.0,Bed Skirts
999,2021-04-04,32714.0,Bed Skirts
1000,2021-04-05,32714.0,Bed Skirts
1001,2021-04-06,32714.0,Bed Skirts
1002,2021-04-07,32714.0,Bed Skirts
1003,2021-04-08,35537.0,Bed Skirts
1004,2021-04-09,35537.0,Bed Skirts
1005,2021-04-10,35537.0,Bed Skirts
1006,2021-04-11,33590.0,Bed Skirts
1007,2021-04-12,33590.0,Bed Skirts
1008,2021-04-13,33590.0,Bed Skirts
1009,2021-04-14,46835.0,Bed Skirts
1010,2021-04-15,46835.0,Bed Skirts
1011,2021-04-16,37008.0,Bed Skirts
1012,2021-04-17,37008.0,Bed Skirts
1013,2021-04-18,37008.0,Bed Skirts
1014,2021-04-19,37008.0,Bed Skirts
1015,2021-04-20,40672.0,Bed Skirts
1016,2021-04-21,40672.0,Bed Skirts
1017,2021-04-22,40672.0,Bed Skirts
1018,2021-04-23,40672.0,Bed Skirts
1019,2021-04-24,40672.0,Bed Skirts
1020,2021-04-25,40672.0,Bed Skirts
1021,2021-04-26,51211.0,Bed Skirts
1022,2021-04-27,51211.0,Bed Skirts
1023,2021-04-28,51211.0,Bed Skirts
1024,2021-04-29,51211.0,Bed Skirts
1025,2021-04-30,45494.0,Bed Skirts
1026,2021-05-01,45494.0,Bed Skirts
1027,2021-05-02,45494.0,Bed Skirts
1028,2021-05-03,30515.0,Bed Skirts
1029,2021-05-04,30515.0,Bed Skirts
1030,2021-05-05,30515.0,Bed Skirts
1031,2021-05-06,30515.0,Bed Skirts
1032,2021-05-07,30515.0,Bed Skirts
1033,2021-05-08,30515.0,Bed Skirts
1034,2021-05-09,30515.0,Bed Skirts
1035,2021-05-10,25263.0,Bed Skirts
1036,2021-05-11,25263.0,Bed Skirts
1037,2021-05-12,25263.0,Bed Skirts
1038,2021-05-13,25263.0,Bed Skirts
1039,2021-05-14,25263.0,Bed Skirts
1040,2021-05-15,25263.0,Bed Skirts
1041,2021-05-16,25263.0,Bed Skirts
1042,2021-05-17,16775.0,Bed Skirts
1043,2021-05-18,16775.0,Bed Skirts
1044,2021-05-19,18435.0,Bed Skirts
1045,2021-05-20,18460.0,Bed Skirts
1046,2021-05-21,18460.0,Bed Skirts
1047,2021-05-22,18460.0,Bed Skirts
1048,2021-05-23,23438.0,Bed Skirts
1049,2021-05-24,19768.0,Bed Skirts
1050,2021-05-25,14783.0,Bed Skirts
1051,2021-05-26,14783.0,Bed Skirts
1052,2021-05-27,19180.0,Bed Skirts
1053,2021-05-28,21634.0,Bed Skirts
1054,2021-05-29,21634.0,Bed Skirts
1055,2021-05-30,21634.0,Bed Skirts
1056,2021-05-31,21634.0,Bed Skirts
1057,2021-06-01,20658.0,Bed Skirts
1058,2021-06-02,20658.0,Bed Skirts
1059,2021-06-03,25187.0,Bed Skirts
1060,2021-06-04,25187.0,Bed Skirts
1061,2021-06-05,25187.0,Bed Skirts
1062,2021-06-06,32951.0,Bed Skirts
1063,2021-06-07,32951.0,Bed Skirts
1064,2021-06-08,32951.0,Bed Skirts
1065,2021-06-09,41302.0,Bed Skirts
1066,2021-06-10,41302.0,Bed Skirts
1067,2021-06-11,41302.0,Bed Skirts
1068,2021-06-12,41302.0,Bed Skirts
1069,2021-06-13,41302.0,Bed Skirts
1070,2021-06-14,58696.0,Bed Skirts
1071,2021-06-15,58696.0,Bed Skirts
1072,2021-06-16,39506.0,Bed Skirts
1073,2021-06-17,44238.0,Bed Skirts
1074,2021-06-18,44238.0,Bed Skirts
1075,2021-06-19,44238.0,Bed Skirts
1076,2021-06-20,44238.0,Bed Skirts
1077,2021-06-21,52712.0,Bed Skirts
1078,2021-06-22,55041.0,Bed Skirts
1079,2021-06-23,52403.0,Bed Skirts
1080,2021-06-24,52403.0,Bed Skirts
1081,2021-06-25,52403.0,Bed Skirts
1082,2021-06-26,52403.0,Bed Skirts
1083,2021-06-27,52403.0,Bed Skirts
1084,2021-06-28,42502.0,Bed Skirts
1085,2021-06-29,42502.0,Bed Skirts
1086,2021-06-30,42502.0,Bed Skirts
1087,2021-07-01,59136.0,Bed Skirts
1088,2021-07-02,59136.0,Bed Skirts
1089,2021-07-03,59136.0,Bed Skirts
1090,2021-07-04,59136.0,Bed Skirts
1091,2021-07-05,59136.0,Bed Skirts
1092,2021-07-06,41044.0,Bed Skirts
1093,2021-07-07,48403.0,Bed Skirts
1094,2021-07-08,48403.0,Bed Skirts
1095,2021-07-09,48403.0,Bed Skirts
1096,2021-07-10,48403.0,Bed Skirts
1097,2021-07-11,36807.0,Bed Skirts
