,date,value,name_B0873XDCXY
164,2020-09-27,3952.0,Planters
165,2020-09-28,3952.0,Planters
166,2020-09-29,3952.0,Planters
167,2020-09-30,3952.0,Planters
168,2020-10-01,3952.0,Planters
169,2020-10-02,3952.0,Planters
170,2020-10-03,3952.0,Planters
171,2020-10-04,3952.0,Planters
172,2020-10-05,3952.0,Planters
173,2020-10-06,3952.0,Planters
174,2020-10-07,3952.0,Planters
175,2020-10-08,3952.0,Planters
176,2020-10-09,3952.0,Planters
177,2020-10-10,3952.0,Planters
178,2020-10-11,3952.0,Planters
179,2020-10-12,3952.0,Planters
180,2020-10-13,3952.0,Planters
181,2020-10-14,3952.0,Planters
182,2020-10-15,3952.0,Planters
183,2020-10-16,3952.0,Planters
184,2020-10-17,3952.0,Planters
185,2020-10-18,3952.0,Planters
186,2020-10-19,3952.0,Planters
187,2020-10-20,3952.0,Planters
188,2020-10-21,3952.0,Planters
189,2020-10-22,3952.0,Planters
190,2020-10-23,3952.0,Planters
191,2020-10-24,3952.0,Planters
192,2020-10-25,3952.0,Planters
193,2020-10-26,3952.0,Planters
194,2020-10-27,3952.0,Planters
195,2020-10-28,3952.0,Planters
196,2020-10-29,3952.0,Planters
197,2020-10-30,3952.0,Planters
198,2020-10-31,3952.0,Planters
199,2020-11-01,3952.0,Planters
200,2020-11-02,3952.0,Planters
201,2020-11-03,3952.0,Planters
202,2020-11-04,3952.0,Planters
203,2020-11-05,3952.0,Planters
204,2020-11-06,3952.0,Planters
205,2020-11-07,3952.0,Planters
206,2020-11-08,3952.0,Planters
207,2020-11-09,3952.0,Planters
208,2020-11-10,3952.0,Planters
209,2020-11-11,3952.0,Planters
210,2020-11-12,3952.0,Planters
211,2020-11-13,3952.0,Planters
212,2020-11-14,3952.0,Planters
213,2020-11-15,3952.0,Planters
214,2020-11-16,3952.0,Planters
215,2020-11-17,3952.0,Planters
216,2020-11-18,3952.0,Planters
217,2020-11-19,3952.0,Planters
218,2020-11-20,3952.0,Planters
219,2020-11-21,3952.0,Planters
220,2020-11-22,3952.0,Planters
221,2020-11-23,3952.0,Planters
222,2020-11-24,3952.0,Planters
223,2020-11-25,3952.0,Planters
224,2020-11-26,3952.0,Planters
225,2020-11-27,3952.0,Planters
226,2020-11-28,3952.0,Planters
227,2020-11-29,3952.0,Planters
228,2020-11-30,3952.0,Planters
229,2020-12-01,3952.0,Planters
230,2020-12-02,3952.0,Planters
231,2020-12-03,3952.0,Planters
232,2020-12-04,3952.0,Planters
233,2020-12-05,3952.0,Planters
234,2020-12-06,3952.0,Planters
235,2020-12-07,3952.0,Planters
236,2020-12-08,3952.0,Planters
237,2020-12-09,3952.0,Planters
238,2020-12-10,3952.0,Planters
239,2020-12-11,3952.0,Planters
240,2020-12-12,3952.0,Planters
241,2020-12-13,3952.0,Planters
242,2020-12-14,3952.0,Planters
243,2020-12-15,3952.0,Planters
244,2020-12-16,3952.0,Planters
245,2020-12-17,3952.0,Planters
246,2020-12-18,3952.0,Planters
247,2020-12-19,3952.0,Planters
248,2020-12-20,3952.0,Planters
249,2020-12-21,3952.0,Planters
250,2020-12-22,3952.0,Planters
251,2020-12-23,3952.0,Planters
252,2020-12-24,3952.0,Planters
253,2020-12-25,3952.0,Planters
254,2020-12-26,3952.0,Planters
255,2020-12-27,3952.0,Planters
256,2020-12-28,3952.0,Planters
257,2020-12-29,3952.0,Planters
258,2020-12-30,3952.0,Planters
259,2020-12-31,3952.0,Planters
260,2021-01-01,3952.0,Planters
261,2021-01-02,3952.0,Planters
262,2021-01-03,3952.0,Planters
263,2021-01-04,3952.0,Planters
264,2021-01-05,3952.0,Planters
265,2021-01-06,3952.0,Planters
266,2021-01-07,3952.0,Planters
267,2021-01-08,3952.0,Planters
268,2021-01-09,3952.0,Planters
269,2021-01-10,3952.0,Planters
270,2021-01-11,3952.0,Planters
271,2021-01-12,3952.0,Planters
272,2021-01-13,3952.0,Planters
273,2021-01-14,3952.0,Planters
274,2021-01-15,3952.0,Planters
275,2021-01-16,3952.0,Planters
276,2021-01-17,3952.0,Planters
277,2021-01-18,3952.0,Planters
278,2021-01-19,3952.0,Planters
279,2021-01-20,3952.0,Planters
280,2021-01-21,3952.0,Planters
281,2021-01-22,3952.0,Planters
282,2021-01-23,3952.0,Planters
283,2021-01-24,3952.0,Planters
284,2021-01-25,3952.0,Planters
285,2021-01-26,3952.0,Planters
286,2021-01-27,3952.0,Planters
287,2021-01-28,3952.0,Planters
288,2021-01-29,3952.0,Planters
289,2021-01-30,3952.0,Planters
290,2021-01-31,3952.0,Planters
291,2021-02-01,3952.0,Planters
292,2021-02-02,3952.0,Planters
293,2021-02-03,3952.0,Planters
294,2021-02-04,3952.0,Planters
295,2021-02-05,3952.0,Planters
296,2021-02-06,3952.0,Planters
297,2021-02-07,3952.0,Planters
298,2021-02-08,3952.0,Planters
299,2021-02-09,3952.0,Planters
300,2021-02-10,3952.0,Planters
301,2021-02-11,3952.0,Planters
302,2021-02-12,3952.0,Planters
303,2021-02-13,3952.0,Planters
304,2021-02-14,3952.0,Planters
305,2021-02-15,3952.0,Planters
306,2021-02-16,3952.0,Planters
307,2021-02-17,3952.0,Planters
308,2021-02-18,3952.0,Planters
309,2021-02-19,3952.0,Planters
310,2021-02-20,3952.0,Planters
311,2021-02-21,3952.0,Planters
312,2021-02-22,3952.0,Planters
313,2021-02-23,3952.0,Planters
314,2021-02-24,3952.0,Planters
315,2021-02-25,3952.0,Planters
316,2021-02-26,3952.0,Planters
317,2021-02-27,3952.0,Planters
318,2021-02-28,3952.0,Planters
319,2021-03-01,3952.0,Planters
320,2021-03-02,3952.0,Planters
321,2021-03-03,3952.0,Planters
322,2021-03-04,3952.0,Planters
323,2021-03-05,3952.0,Planters
324,2021-03-06,3952.0,Planters
325,2021-03-07,3952.0,Planters
326,2021-03-08,3952.0,Planters
327,2021-03-09,3952.0,Planters
328,2021-03-10,3952.0,Planters
329,2021-03-11,3952.0,Planters
330,2021-03-12,3952.0,Planters
331,2021-03-13,3952.0,Planters
332,2021-03-14,3952.0,Planters
333,2021-03-15,3952.0,Planters
334,2021-03-16,3952.0,Planters
335,2021-03-17,3952.0,Planters
336,2021-03-18,3952.0,Planters
337,2021-03-19,3952.0,Planters
338,2021-03-20,3952.0,Planters
339,2021-03-21,3952.0,Planters
340,2021-03-22,3952.0,Planters
341,2021-03-23,3952.0,Planters
342,2021-03-24,3952.0,Planters
343,2021-03-25,3952.0,Planters
344,2021-03-26,3952.0,Planters
345,2021-03-27,3952.0,Planters
346,2021-03-28,3952.0,Planters
347,2021-03-29,3952.0,Planters
348,2021-03-30,3952.0,Planters
349,2021-03-31,3952.0,Planters
350,2021-04-01,3952.0,Planters
351,2021-04-02,3952.0,Planters
352,2021-04-03,3952.0,Planters
353,2021-04-04,3952.0,Planters
354,2021-04-05,3952.0,Planters
355,2021-04-06,3952.0,Planters
356,2021-04-07,3952.0,Planters
357,2021-04-08,3952.0,Planters
358,2021-04-09,3952.0,Planters
359,2021-04-10,3952.0,Planters
360,2021-04-11,3952.0,Planters
361,2021-04-12,3952.0,Planters
362,2021-04-13,3952.0,Planters
363,2021-04-14,3952.0,Planters
364,2021-04-15,3952.0,Planters
365,2021-04-16,3952.0,Planters
366,2021-04-17,3952.0,Planters
367,2021-04-18,3952.0,Planters
368,2021-04-19,3952.0,Planters
369,2021-04-20,3952.0,Planters
370,2021-04-21,3952.0,Planters
371,2021-04-22,3952.0,Planters
372,2021-04-23,3952.0,Planters
373,2021-04-24,3952.0,Planters
374,2021-04-25,3952.0,Planters
375,2021-04-26,3952.0,Planters
376,2021-04-27,3952.0,Planters
377,2021-04-28,3952.0,Planters
378,2021-04-29,3952.0,Planters
379,2021-04-30,3952.0,Planters
380,2021-05-01,3952.0,Planters
381,2021-05-02,3952.0,Planters
382,2021-05-03,3952.0,Planters
383,2021-05-04,3952.0,Planters
384,2021-05-05,3952.0,Planters
385,2021-05-06,5285.0,Planters
386,2021-05-07,6414.0,Planters
387,2021-05-08,6195.0,Planters
388,2021-05-09,6195.0,Planters
389,2021-05-10,5674.0,Planters
390,2021-05-11,5674.0,Planters
391,2021-05-12,6760.0,Planters
392,2021-05-13,6760.0,Planters
393,2021-05-14,4818.0,Planters
394,2021-05-15,4117.0,Planters
395,2021-05-16,5073.0,Planters
396,2021-05-17,5606.0,Planters
397,2021-05-18,4926.0,Planters
398,2021-05-19,4926.0,Planters
399,2021-05-20,6452.0,Planters
400,2021-05-21,7060.0,Planters
401,2021-05-22,7463.0,Planters
402,2021-05-23,6508.0,Planters
403,2021-05-24,9220.0,Planters
404,2021-05-25,8153.0,Planters
405,2021-05-26,6692.0,Planters
406,2021-05-27,9278.0,Planters
407,2021-05-28,9278.0,Planters
408,2021-05-29,6358.0,Planters
409,2021-05-30,6358.0,Planters
410,2021-05-31,6358.0,Planters
411,2021-06-01,7906.0,Planters
412,2021-06-02,8244.0,Planters
413,2021-06-03,8615.0,Planters
414,2021-06-04,8615.0,Planters
415,2021-06-05,8711.0,Planters
416,2021-06-06,8711.0,Planters
417,2021-06-07,7874.0,Planters
418,2021-06-08,7874.0,Planters
419,2021-06-09,7121.0,Planters
420,2021-06-10,8901.0,Planters
421,2021-06-11,8623.0,Planters
422,2021-06-12,8623.0,Planters
423,2021-06-13,8162.0,Planters
424,2021-06-14,8162.0,Planters
425,2021-06-15,8948.0,Planters
426,2021-06-16,10998.0,Planters
427,2021-06-17,8105.0,Planters
428,2021-06-18,7116.0,Planters
429,2021-06-19,7362.0,Planters
430,2021-06-20,6900.0,Planters
431,2021-06-21,6736.0,Planters
432,2021-06-22,9580.0,Planters
433,2021-06-23,10151.0,Planters
434,2021-06-24,10151.0,Planters
435,2021-06-25,9764.0,Planters
436,2021-06-26,13478.0,Planters
437,2021-06-27,13478.0,Planters
438,2021-06-28,11129.0,Planters
439,2021-06-29,10656.0,Planters
440,2021-06-30,10146.0,Planters
441,2021-07-01,9202.0,Planters
442,2021-07-02,7827.0,Planters
443,2021-07-03,8385.0,Planters
444,2021-07-04,8464.0,Planters
445,2021-07-05,7390.0,Planters
446,2021-07-06,8616.0,Planters
447,2021-07-07,10863.0,Planters
448,2021-07-08,6976.0,Planters
449,2021-07-09,11005.0,Planters
450,2021-07-10,7125.0,Planters
