,date,value,name_B07VS8WKKD
194,2020-02-11,983.0,Grow Bags
195,2020-02-12,984.0,Grow Bags
196,2020-02-13,984.0,Grow Bags
197,2020-02-14,984.0,Grow Bags
198,2020-02-15,984.0,Grow Bags
199,2020-02-16,898.0,Grow Bags
200,2020-02-17,898.0,Grow Bags
201,2020-02-18,911.0,Grow Bags
202,2020-02-19,918.0,Grow Bags
203,2020-02-20,911.0,Grow Bags
204,2020-02-21,911.0,Grow Bags
205,2020-02-22,911.0,Grow Bags
206,2020-02-23,911.0,Grow Bags
207,2020-02-24,911.0,Grow Bags
208,2020-02-25,1105.0,Grow Bags
209,2020-02-26,1105.0,Grow Bags
210,2020-02-27,846.0,Grow Bags
211,2020-02-28,846.0,Grow Bags
212,2020-02-29,696.0,Grow Bags
213,2020-03-01,696.0,Grow Bags
214,2020-03-02,696.0,Grow Bags
215,2020-03-03,696.0,Grow Bags
216,2020-03-04,874.0,Grow Bags
217,2020-03-05,874.0,Grow Bags
218,2020-03-06,824.0,Grow Bags
219,2020-03-07,944.0,Grow Bags
220,2020-03-08,1207.0,Grow Bags
221,2020-03-09,1041.0,Grow Bags
222,2020-03-10,1041.0,Grow Bags
223,2020-03-11,1089.0,Grow Bags
224,2020-03-12,1383.0,Grow Bags
225,2020-03-13,1383.0,Grow Bags
226,2020-03-14,1383.0,Grow Bags
227,2020-03-15,1383.0,Grow Bags
228,2020-03-16,1667.0,Grow Bags
229,2020-03-17,1667.0,Grow Bags
230,2020-03-18,1667.0,Grow Bags
231,2020-03-19,1237.0,Grow Bags
232,2020-03-20,1237.0,Grow Bags
233,2020-03-21,1237.0,Grow Bags
234,2020-03-22,1237.0,Grow Bags
235,2020-03-23,1237.0,Grow Bags
236,2020-03-24,1233.0,Grow Bags
237,2020-03-25,1233.0,Grow Bags
238,2020-03-26,1876.0,Grow Bags
239,2020-03-27,2746.0,Grow Bags
240,2020-03-28,4485.0,Grow Bags
241,2020-03-29,5091.0,Grow Bags
242,2020-03-30,5197.0,Grow Bags
243,2020-03-31,4327.0,Grow Bags
244,2020-04-01,3263.0,Grow Bags
245,2020-04-02,2262.0,Grow Bags
246,2020-04-03,2362.0,Grow Bags
247,2020-04-04,2362.0,Grow Bags
248,2020-04-05,2072.0,Grow Bags
249,2020-04-06,3418.0,Grow Bags
250,2020-04-07,4557.0,Grow Bags
251,2020-04-08,4428.0,Grow Bags
252,2020-04-09,9315.0,Grow Bags
253,2020-04-10,12880.0,Grow Bags
254,2020-04-11,12880.0,Grow Bags
255,2020-04-12,12880.0,Grow Bags
256,2020-04-13,21080.0,Grow Bags
257,2020-04-14,21080.0,Grow Bags
258,2020-04-15,35506.0,Grow Bags
259,2020-04-16,35506.0,Grow Bags
260,2020-04-17,35506.0,Grow Bags
261,2020-04-18,35506.0,Grow Bags
262,2020-04-19,4838.0,Grow Bags
263,2020-04-20,4524.0,Grow Bags
264,2020-04-21,4524.0,Grow Bags
265,2020-04-22,7634.0,Grow Bags
266,2020-04-23,2197.0,Grow Bags
267,2020-04-24,3217.0,Grow Bags
268,2020-04-25,4349.0,Grow Bags
269,2020-04-26,3520.0,Grow Bags
270,2020-04-27,5534.0,Grow Bags
271,2020-04-28,5534.0,Grow Bags
272,2020-04-29,9874.0,Grow Bags
273,2020-04-30,8928.0,Grow Bags
274,2020-05-01,8928.0,Grow Bags
275,2020-05-02,12182.0,Grow Bags
276,2020-05-03,18118.0,Grow Bags
277,2020-05-04,18118.0,Grow Bags
278,2020-05-05,1972.0,Grow Bags
279,2020-05-06,1972.0,Grow Bags
280,2020-05-07,2795.0,Grow Bags
281,2020-05-08,5969.0,Grow Bags
282,2020-05-09,11530.0,Grow Bags
283,2020-05-10,11530.0,Grow Bags
284,2020-05-11,11530.0,Grow Bags
285,2020-05-12,11530.0,Grow Bags
286,2020-05-13,11530.0,Grow Bags
287,2020-05-14,22442.0,Grow Bags
288,2020-05-15,22442.0,Grow Bags
289,2020-05-16,1858.0,Grow Bags
290,2020-05-17,1858.0,Grow Bags
291,2020-05-18,2657.0,Grow Bags
292,2020-05-19,2657.0,Grow Bags
293,2020-05-20,6460.0,Grow Bags
294,2020-05-21,9303.0,Grow Bags
295,2020-05-22,9303.0,Grow Bags
296,2020-05-23,9303.0,Grow Bags
297,2020-05-24,9812.0,Grow Bags
298,2020-05-25,18299.0,Grow Bags
299,2020-05-26,18299.0,Grow Bags
300,2020-05-27,9390.0,Grow Bags
301,2020-05-28,9390.0,Grow Bags
302,2020-05-29,10224.0,Grow Bags
303,2020-05-30,11407.0,Grow Bags
304,2020-05-31,9479.0,Grow Bags
305,2020-06-01,9479.0,Grow Bags
306,2020-06-02,17191.0,Grow Bags
307,2020-06-03,17191.0,Grow Bags
308,2020-06-04,11600.0,Grow Bags
309,2020-06-05,11600.0,Grow Bags
310,2020-06-06,11600.0,Grow Bags
311,2020-06-07,11600.0,Grow Bags
312,2020-06-08,11600.0,Grow Bags
313,2020-06-09,6169.0,Grow Bags
314,2020-06-10,6169.0,Grow Bags
315,2020-06-11,9594.0,Grow Bags
316,2020-06-12,9594.0,Grow Bags
317,2020-06-13,9594.0,Grow Bags
318,2020-06-14,4384.0,Grow Bags
319,2020-06-15,4768.0,Grow Bags
320,2020-06-16,6102.0,Grow Bags
321,2020-06-17,6102.0,Grow Bags
322,2020-06-18,5567.0,Grow Bags
323,2020-06-19,5567.0,Grow Bags
324,2020-06-20,5567.0,Grow Bags
325,2020-06-21,5567.0,Grow Bags
326,2020-06-22,3321.0,Grow Bags
327,2020-06-23,3321.0,Grow Bags
328,2020-06-24,3321.0,Grow Bags
329,2020-06-25,3321.0,Grow Bags
330,2020-06-26,4079.0,Grow Bags
331,2020-06-27,4079.0,Grow Bags
332,2020-06-28,4168.0,Grow Bags
333,2020-06-29,4168.0,Grow Bags
334,2020-06-30,4168.0,Grow Bags
335,2020-07-01,5880.0,Grow Bags
336,2020-07-02,7084.0,Grow Bags
337,2020-07-03,7084.0,Grow Bags
338,2020-07-04,7084.0,Grow Bags
339,2020-07-05,6829.0,Grow Bags
340,2020-07-06,7906.0,Grow Bags
341,2020-07-07,7406.0,Grow Bags
342,2020-07-08,4624.0,Grow Bags
343,2020-07-09,4624.0,Grow Bags
344,2020-07-10,4472.0,Grow Bags
345,2020-07-11,4150.0,Grow Bags
346,2020-07-12,3772.0,Grow Bags
347,2020-07-13,3772.0,Grow Bags
348,2020-07-14,4618.0,Grow Bags
349,2020-07-15,4618.0,Grow Bags
350,2020-07-16,3720.0,Grow Bags
351,2020-07-17,3720.0,Grow Bags
352,2020-07-18,5649.0,Grow Bags
353,2020-07-19,5649.0,Grow Bags
354,2020-07-20,5649.0,Grow Bags
355,2020-07-21,4840.0,Grow Bags
356,2020-07-22,4840.0,Grow Bags
357,2020-07-23,4840.0,Grow Bags
358,2020-07-24,4323.0,Grow Bags
359,2020-07-25,4323.0,Grow Bags
360,2020-07-26,4323.0,Grow Bags
361,2020-07-27,4321.0,Grow Bags
362,2020-07-28,4321.0,Grow Bags
363,2020-07-29,4321.0,Grow Bags
364,2020-07-30,3583.0,Grow Bags
365,2020-07-31,3583.0,Grow Bags
366,2020-08-01,3583.0,Grow Bags
367,2020-08-02,3635.0,Grow Bags
368,2020-08-03,5133.0,Grow Bags
369,2020-08-04,5133.0,Grow Bags
370,2020-08-05,5133.0,Grow Bags
371,2020-08-06,4338.0,Grow Bags
372,2020-08-07,4338.0,Grow Bags
373,2020-08-08,4279.0,Grow Bags
374,2020-08-09,4358.0,Grow Bags
375,2020-08-10,4358.0,Grow Bags
376,2020-08-11,5338.0,Grow Bags
377,2020-08-12,6288.0,Grow Bags
378,2020-08-13,6288.0,Grow Bags
379,2020-08-14,6288.0,Grow Bags
380,2020-08-15,6846.0,Grow Bags
381,2020-08-16,6846.0,Grow Bags
382,2020-08-17,6846.0,Grow Bags
383,2020-08-18,6846.0,Grow Bags
384,2020-08-19,5170.0,Grow Bags
385,2020-08-20,5170.0,Grow Bags
386,2020-08-21,5170.0,Grow Bags
387,2020-08-22,5729.0,Grow Bags
388,2020-08-23,6941.0,Grow Bags
389,2020-08-24,7036.0,Grow Bags
390,2020-08-25,7036.0,Grow Bags
391,2020-08-26,7036.0,Grow Bags
392,2020-08-27,8893.0,Grow Bags
393,2020-08-28,8893.0,Grow Bags
394,2020-08-29,5005.0,Grow Bags
395,2020-08-30,5005.0,Grow Bags
396,2020-08-31,5005.0,Grow Bags
397,2020-09-01,3882.0,Grow Bags
398,2020-09-02,3882.0,Grow Bags
399,2020-09-03,3882.0,Grow Bags
400,2020-09-04,3882.0,Grow Bags
401,2020-09-05,4024.0,Grow Bags
402,2020-09-06,4024.0,Grow Bags
403,2020-09-07,4024.0,Grow Bags
404,2020-09-08,4799.0,Grow Bags
405,2020-09-09,4799.0,Grow Bags
406,2020-09-10,4799.0,Grow Bags
407,2020-09-11,3526.0,Grow Bags
408,2020-09-12,3526.0,Grow Bags
409,2020-09-13,3526.0,Grow Bags
410,2020-09-14,3242.0,Grow Bags
411,2020-09-15,3242.0,Grow Bags
412,2020-09-16,2145.0,Grow Bags
413,2020-09-17,2386.0,Grow Bags
414,2020-09-18,2386.0,Grow Bags
415,2020-09-19,2386.0,Grow Bags
416,2020-09-20,2386.0,Grow Bags
417,2020-09-21,2587.0,Grow Bags
418,2020-09-22,2080.0,Grow Bags
419,2020-09-23,1985.0,Grow Bags
420,2020-09-24,2701.0,Grow Bags
421,2020-09-25,2701.0,Grow Bags
422,2020-09-26,2701.0,Grow Bags
423,2020-09-27,2125.0,Grow Bags
424,2020-09-28,2894.0,Grow Bags
425,2020-09-29,2425.0,Grow Bags
426,2020-09-30,2943.0,Grow Bags
427,2020-10-01,2292.0,Grow Bags
428,2020-10-02,1948.0,Grow Bags
429,2020-10-03,1834.0,Grow Bags
430,2020-10-04,2200.0,Grow Bags
431,2020-10-05,2991.0,Grow Bags
432,2020-10-06,2938.0,Grow Bags
433,2020-10-07,2938.0,Grow Bags
434,2020-10-08,3779.0,Grow Bags
435,2020-10-09,3779.0,Grow Bags
436,2020-10-10,3805.0,Grow Bags
437,2020-10-11,3725.0,Grow Bags
438,2020-10-12,3725.0,Grow Bags
439,2020-10-13,3725.0,Grow Bags
440,2020-10-14,4883.0,Grow Bags
441,2020-10-15,4883.0,Grow Bags
442,2020-10-16,4883.0,Grow Bags
443,2020-10-17,3291.0,Grow Bags
444,2020-10-18,3291.0,Grow Bags
445,2020-10-19,3048.0,Grow Bags
446,2020-10-20,3048.0,Grow Bags
447,2020-10-21,3048.0,Grow Bags
448,2020-10-22,2628.0,Grow Bags
449,2020-10-23,2628.0,Grow Bags
450,2020-10-24,4063.0,Grow Bags
451,2020-10-25,4063.0,Grow Bags
452,2020-10-26,4157.0,Grow Bags
453,2020-10-27,4157.0,Grow Bags
454,2020-10-28,4157.0,Grow Bags
455,2020-10-29,3679.0,Grow Bags
456,2020-10-30,3679.0,Grow Bags
457,2020-10-31,3679.0,Grow Bags
458,2020-11-01,5299.0,Grow Bags
459,2020-11-02,5394.0,Grow Bags
460,2020-11-03,5215.0,Grow Bags
461,2020-11-04,5674.0,Grow Bags
462,2020-11-05,5943.0,Grow Bags
463,2020-11-06,4816.0,Grow Bags
464,2020-11-07,4816.0,Grow Bags
465,2020-11-08,4816.0,Grow Bags
466,2020-11-09,4816.0,Grow Bags
467,2020-11-10,6082.0,Grow Bags
468,2020-11-11,5916.0,Grow Bags
469,2020-11-12,5916.0,Grow Bags
470,2020-11-13,5916.0,Grow Bags
471,2020-11-14,8111.0,Grow Bags
472,2020-11-15,8111.0,Grow Bags
473,2020-11-16,8138.0,Grow Bags
474,2020-11-17,8138.0,Grow Bags
475,2020-11-18,8138.0,Grow Bags
476,2020-11-19,7719.0,Grow Bags
477,2020-11-20,6612.0,Grow Bags
478,2020-11-21,6612.0,Grow Bags
479,2020-11-22,6612.0,Grow Bags
480,2020-11-23,7440.0,Grow Bags
481,2020-11-24,7440.0,Grow Bags
482,2020-11-25,4953.0,Grow Bags
483,2020-11-26,4953.0,Grow Bags
484,2020-11-27,3426.0,Grow Bags
485,2020-11-28,3426.0,Grow Bags
486,2020-11-29,3732.0,Grow Bags
487,2020-11-30,3732.0,Grow Bags
488,2020-12-01,3167.0,Grow Bags
489,2020-12-02,3167.0,Grow Bags
490,2020-12-03,3167.0,Grow Bags
491,2020-12-04,4146.0,Grow Bags
492,2020-12-05,4146.0,Grow Bags
493,2020-12-06,4146.0,Grow Bags
494,2020-12-07,4671.0,Grow Bags
495,2020-12-08,5389.0,Grow Bags
496,2020-12-09,4551.0,Grow Bags
497,2020-12-10,4355.0,Grow Bags
498,2020-12-11,3579.0,Grow Bags
499,2020-12-12,3963.0,Grow Bags
500,2020-12-13,4635.0,Grow Bags
501,2020-12-14,5085.0,Grow Bags
502,2020-12-15,5554.0,Grow Bags
503,2020-12-16,6068.0,Grow Bags
504,2020-12-17,7445.0,Grow Bags
505,2020-12-18,9075.0,Grow Bags
506,2020-12-19,5113.0,Grow Bags
507,2020-12-20,4745.0,Grow Bags
508,2020-12-21,5004.0,Grow Bags
509,2020-12-22,4591.0,Grow Bags
510,2020-12-23,2323.0,Grow Bags
511,2020-12-24,3330.0,Grow Bags
512,2020-12-25,2276.0,Grow Bags
513,2020-12-26,3043.0,Grow Bags
514,2020-12-27,3276.0,Grow Bags
515,2020-12-28,3059.0,Grow Bags
516,2020-12-29,3888.0,Grow Bags
517,2020-12-30,3747.0,Grow Bags
518,2020-12-31,3742.0,Grow Bags
519,2021-01-01,2640.0,Grow Bags
520,2021-01-02,2348.0,Grow Bags
521,2021-01-03,3393.0,Grow Bags
522,2021-01-04,3325.0,Grow Bags
523,2021-01-05,3432.0,Grow Bags
524,2021-01-06,2818.0,Grow Bags
525,2021-01-07,2303.0,Grow Bags
526,2021-01-08,2330.0,Grow Bags
527,2021-01-09,2017.0,Grow Bags
528,2021-01-10,2017.0,Grow Bags
529,2021-01-11,2301.0,Grow Bags
530,2021-01-12,2301.0,Grow Bags
531,2021-01-13,2301.0,Grow Bags
532,2021-01-14,2301.0,Grow Bags
533,2021-01-15,1806.0,Grow Bags
534,2021-01-16,1806.0,Grow Bags
535,2021-01-17,1806.0,Grow Bags
536,2021-01-18,2114.0,Grow Bags
537,2021-01-19,2114.0,Grow Bags
538,2021-01-20,1504.0,Grow Bags
539,2021-01-21,1504.0,Grow Bags
540,2021-01-22,1504.0,Grow Bags
541,2021-01-23,1504.0,Grow Bags
542,2021-01-24,1164.0,Grow Bags
543,2021-01-25,1198.0,Grow Bags
544,2021-01-26,1079.0,Grow Bags
545,2021-01-27,1079.0,Grow Bags
546,2021-01-28,1079.0,Grow Bags
547,2021-01-29,1379.0,Grow Bags
548,2021-01-30,1326.0,Grow Bags
549,2021-01-31,1326.0,Grow Bags
550,2021-02-01,2073.0,Grow Bags
551,2021-02-02,2073.0,Grow Bags
552,2021-02-03,2653.0,Grow Bags
553,2021-02-04,2653.0,Grow Bags
554,2021-02-05,2162.0,Grow Bags
555,2021-02-06,2162.0,Grow Bags
556,2021-02-07,2162.0,Grow Bags
557,2021-02-08,2181.0,Grow Bags
558,2021-02-09,2181.0,Grow Bags
559,2021-02-10,2181.0,Grow Bags
560,2021-02-11,2207.0,Grow Bags
561,2021-02-12,2207.0,Grow Bags
562,2021-02-13,2019.0,Grow Bags
563,2021-02-14,2019.0,Grow Bags
564,2021-02-15,2019.0,Grow Bags
565,2021-02-16,3275.0,Grow Bags
566,2021-02-17,3275.0,Grow Bags
567,2021-02-18,3031.0,Grow Bags
568,2021-02-19,3031.0,Grow Bags
569,2021-02-20,3031.0,Grow Bags
570,2021-02-21,3031.0,Grow Bags
571,2021-02-22,4402.0,Grow Bags
572,2021-02-23,4402.0,Grow Bags
573,2021-02-24,3157.0,Grow Bags
574,2021-02-25,3157.0,Grow Bags
575,2021-02-26,3157.0,Grow Bags
576,2021-02-27,2153.0,Grow Bags
577,2021-02-28,2153.0,Grow Bags
578,2021-03-01,2153.0,Grow Bags
579,2021-03-02,2547.0,Grow Bags
580,2021-03-03,2547.0,Grow Bags
581,2021-03-04,2547.0,Grow Bags
582,2021-03-05,1382.0,Grow Bags
583,2021-03-06,1382.0,Grow Bags
584,2021-03-07,1382.0,Grow Bags
585,2021-03-08,1439.0,Grow Bags
586,2021-03-09,1439.0,Grow Bags
587,2021-03-10,1498.0,Grow Bags
588,2021-03-11,1468.0,Grow Bags
589,2021-03-12,1151.0,Grow Bags
590,2021-03-13,1151.0,Grow Bags
591,2021-03-14,1151.0,Grow Bags
592,2021-03-15,1673.0,Grow Bags
593,2021-03-16,1673.0,Grow Bags
594,2021-03-17,1744.0,Grow Bags
595,2021-03-18,1744.0,Grow Bags
596,2021-03-19,2268.0,Grow Bags
597,2021-03-20,1806.0,Grow Bags
598,2021-03-21,1806.0,Grow Bags
599,2021-03-22,2497.0,Grow Bags
600,2021-03-23,2031.0,Grow Bags
601,2021-03-24,2031.0,Grow Bags
602,2021-03-25,1904.0,Grow Bags
603,2021-03-26,1904.0,Grow Bags
604,2021-03-27,1904.0,Grow Bags
605,2021-03-28,1975.0,Grow Bags
606,2021-03-29,2443.0,Grow Bags
607,2021-03-30,2443.0,Grow Bags
608,2021-03-31,2443.0,Grow Bags
609,2021-04-01,2481.0,Grow Bags
610,2021-04-02,2481.0,Grow Bags
611,2021-04-03,2481.0,Grow Bags
612,2021-04-04,2165.0,Grow Bags
613,2021-04-05,2165.0,Grow Bags
614,2021-04-06,3014.0,Grow Bags
615,2021-04-07,2020.0,Grow Bags
616,2021-04-08,2562.0,Grow Bags
617,2021-04-09,2562.0,Grow Bags
618,2021-04-10,1837.0,Grow Bags
619,2021-04-11,2165.0,Grow Bags
620,2021-04-12,2165.0,Grow Bags
621,2021-04-13,2125.0,Grow Bags
622,2021-04-14,2200.0,Grow Bags
623,2021-04-15,2188.0,Grow Bags
624,2021-04-16,2239.0,Grow Bags
625,2021-04-17,2239.0,Grow Bags
626,2021-04-18,2239.0,Grow Bags
627,2021-04-19,3331.0,Grow Bags
628,2021-04-20,2914.0,Grow Bags
629,2021-04-21,3103.0,Grow Bags
630,2021-04-22,2994.0,Grow Bags
631,2021-04-23,2994.0,Grow Bags
632,2021-04-24,4397.0,Grow Bags
633,2021-04-25,4492.0,Grow Bags
634,2021-04-26,6608.0,Grow Bags
635,2021-04-27,6608.0,Grow Bags
636,2021-04-28,5230.0,Grow Bags
637,2021-04-29,5591.0,Grow Bags
638,2021-04-30,5591.0,Grow Bags
639,2021-05-01,3260.0,Grow Bags
640,2021-05-02,3260.0,Grow Bags
641,2021-05-03,5688.0,Grow Bags
642,2021-05-04,5688.0,Grow Bags
643,2021-05-05,4485.0,Grow Bags
644,2021-05-06,4783.0,Grow Bags
645,2021-05-07,4235.0,Grow Bags
646,2021-05-08,4235.0,Grow Bags
647,2021-05-09,4775.0,Grow Bags
648,2021-05-10,4578.0,Grow Bags
649,2021-05-11,4112.0,Grow Bags
650,2021-05-12,4112.0,Grow Bags
651,2021-05-13,3264.0,Grow Bags
652,2021-05-14,4132.0,Grow Bags
653,2021-05-15,4190.0,Grow Bags
654,2021-05-16,4190.0,Grow Bags
655,2021-05-17,4316.0,Grow Bags
656,2021-05-18,4669.0,Grow Bags
657,2021-05-19,5131.0,Grow Bags
658,2021-05-20,5035.0,Grow Bags
659,2021-05-21,4064.0,Grow Bags
660,2021-05-22,4622.0,Grow Bags
661,2021-05-23,4933.0,Grow Bags
662,2021-05-24,5196.0,Grow Bags
663,2021-05-25,5392.0,Grow Bags
664,2021-05-26,5392.0,Grow Bags
665,2021-05-27,3454.0,Grow Bags
