,date,value,name_B07KXCWTJV
53,2019-03-21,29626.0,Rug Pads
54,2019-03-22,37137.0,Rug Pads
55,2019-03-23,37137.0,Rug Pads
56,2019-03-24,37137.0,Rug Pads
57,2019-03-25,37137.0,Rug Pads
58,2019-03-26,37137.0,Rug Pads
59,2019-03-27,40688.0,Rug Pads
60,2019-03-28,31027.0,Rug Pads
61,2019-03-29,36158.0,Rug Pads
62,2019-03-30,36158.0,Rug Pads
63,2019-03-31,36158.0,Rug Pads
64,2019-04-01,34891.0,Rug Pads
65,2019-04-02,34891.0,Rug Pads
66,2019-04-03,37497.0,Rug Pads
67,2019-04-04,37497.0,Rug Pads
68,2019-04-05,37497.0,Rug Pads
69,2019-04-06,37497.0,Rug Pads
70,2019-04-07,26443.0,Rug Pads
71,2019-04-08,26443.0,Rug Pads
72,2019-04-09,26443.0,Rug Pads
73,2019-04-10,38067.0,Rug Pads
74,2019-04-11,38067.0,Rug Pads
75,2019-04-12,38067.0,Rug Pads
76,2019-04-13,38067.0,Rug Pads
77,2019-04-14,38067.0,Rug Pads
78,2019-04-15,38067.0,Rug Pads
79,2019-04-16,36236.0,Rug Pads
80,2019-04-17,36236.0,Rug Pads
81,2019-04-18,36236.0,Rug Pads
82,2019-04-19,36236.0,Rug Pads
83,2019-04-20,36236.0,Rug Pads
84,2019-04-21,18551.0,Rug Pads
85,2019-04-22,41551.0,Rug Pads
86,2019-04-23,32070.0,Rug Pads
87,2019-04-24,26510.0,Rug Pads
88,2019-04-25,26510.0,Rug Pads
89,2019-04-26,19520.0,Rug Pads
90,2019-04-27,19520.0,Rug Pads
91,2019-04-28,19520.0,Rug Pads
92,2019-04-29,19015.0,Rug Pads
93,2019-04-30,19015.0,Rug Pads
94,2019-05-01,19015.0,Rug Pads
95,2019-05-02,19015.0,Rug Pads
96,2019-05-03,19015.0,Rug Pads
97,2019-05-04,25370.0,Rug Pads
98,2019-05-05,29876.0,Rug Pads
99,2019-05-06,27340.0,Rug Pads
100,2019-05-07,25048.0,Rug Pads
101,2019-05-08,29640.0,Rug Pads
102,2019-05-09,17933.0,Rug Pads
103,2019-05-10,25324.0,Rug Pads
104,2019-05-11,25923.0,Rug Pads
105,2019-05-12,31572.0,Rug Pads
106,2019-05-13,26512.0,Rug Pads
107,2019-05-14,34373.0,Rug Pads
108,2019-05-15,26227.0,Rug Pads
109,2019-05-16,29024.0,Rug Pads
110,2019-05-17,30739.0,Rug Pads
111,2019-05-18,41673.0,Rug Pads
112,2019-05-19,29102.0,Rug Pads
113,2019-05-20,29037.0,Rug Pads
114,2019-05-21,26403.0,Rug Pads
115,2019-05-22,29103.0,Rug Pads
116,2019-05-23,25755.0,Rug Pads
117,2019-05-24,31774.0,Rug Pads
118,2019-05-25,25889.0,Rug Pads
119,2019-05-26,31633.0,Rug Pads
120,2019-05-27,34261.0,Rug Pads
121,2019-05-28,30198.0,Rug Pads
122,2019-05-29,24286.0,Rug Pads
123,2019-05-30,22048.0,Rug Pads
124,2019-05-31,24574.0,Rug Pads
125,2019-06-01,27979.0,Rug Pads
126,2019-06-02,26567.0,Rug Pads
127,2019-06-03,22580.0,Rug Pads
128,2019-06-04,23367.0,Rug Pads
129,2019-06-05,22311.0,Rug Pads
130,2019-06-06,30806.0,Rug Pads
131,2019-06-07,37137.0,Rug Pads
132,2019-06-08,23799.0,Rug Pads
133,2019-06-09,20315.0,Rug Pads
134,2019-06-10,25484.0,Rug Pads
135,2019-06-11,26285.0,Rug Pads
136,2019-06-12,22281.0,Rug Pads
137,2019-06-13,17959.0,Rug Pads
138,2019-06-14,20841.0,Rug Pads
139,2019-06-15,23128.0,Rug Pads
140,2019-06-16,19278.0,Rug Pads
141,2019-06-17,18918.0,Rug Pads
142,2019-06-18,25491.0,Rug Pads
143,2019-06-19,28088.0,Rug Pads
144,2019-06-20,20213.0,Rug Pads
145,2019-06-21,17563.0,Rug Pads
146,2019-06-22,18690.0,Rug Pads
147,2019-06-23,15415.0,Rug Pads
148,2019-06-24,16521.0,Rug Pads
149,2019-06-25,17196.0,Rug Pads
150,2019-06-26,17850.0,Rug Pads
151,2019-06-27,14785.0,Rug Pads
152,2019-06-28,15865.0,Rug Pads
153,2019-06-29,14520.0,Rug Pads
154,2019-06-30,12917.0,Rug Pads
155,2019-07-01,20044.0,Rug Pads
156,2019-07-02,21982.0,Rug Pads
157,2019-07-03,21982.0,Rug Pads
158,2019-07-04,14004.0,Rug Pads
159,2019-07-05,28858.0,Rug Pads
160,2019-07-06,25933.0,Rug Pads
161,2019-07-07,25933.0,Rug Pads
162,2019-07-08,14119.0,Rug Pads
163,2019-07-09,18745.0,Rug Pads
164,2019-07-10,14883.0,Rug Pads
165,2019-07-11,12525.0,Rug Pads
166,2019-07-12,14191.0,Rug Pads
167,2019-07-13,15782.0,Rug Pads
168,2019-07-14,11183.0,Rug Pads
169,2019-07-15,12407.0,Rug Pads
170,2019-07-16,13145.0,Rug Pads
171,2019-07-17,13485.0,Rug Pads
172,2019-07-18,13685.0,Rug Pads
173,2019-07-19,12366.0,Rug Pads
174,2019-07-20,17613.0,Rug Pads
175,2019-07-21,10712.0,Rug Pads
176,2019-07-22,11398.0,Rug Pads
177,2019-07-23,13310.0,Rug Pads
178,2019-07-24,14055.0,Rug Pads
179,2019-07-25,12215.0,Rug Pads
180,2019-07-26,8661.0,Rug Pads
181,2019-07-27,9187.0,Rug Pads
182,2019-07-28,11924.0,Rug Pads
183,2019-07-29,11892.0,Rug Pads
184,2019-07-30,10912.0,Rug Pads
185,2019-07-31,10412.0,Rug Pads
186,2019-08-01,9962.0,Rug Pads
187,2019-08-02,10855.0,Rug Pads
188,2019-08-03,12544.0,Rug Pads
189,2019-08-04,12544.0,Rug Pads
190,2019-08-05,10227.0,Rug Pads
191,2019-08-06,13725.0,Rug Pads
192,2019-08-07,8709.0,Rug Pads
193,2019-08-08,8930.0,Rug Pads
194,2019-08-09,8709.0,Rug Pads
195,2019-08-10,9619.0,Rug Pads
196,2019-08-11,8366.0,Rug Pads
197,2019-08-12,12755.0,Rug Pads
198,2019-08-13,11588.0,Rug Pads
199,2019-08-14,11608.0,Rug Pads
200,2019-08-15,11608.0,Rug Pads
201,2019-08-16,7118.0,Rug Pads
202,2019-08-17,10634.0,Rug Pads
203,2019-08-18,9695.0,Rug Pads
204,2019-08-19,12367.0,Rug Pads
205,2019-08-20,12367.0,Rug Pads
206,2019-08-21,9248.0,Rug Pads
207,2019-08-22,10865.0,Rug Pads
208,2019-08-23,9273.0,Rug Pads
209,2019-08-24,8507.0,Rug Pads
210,2019-08-25,13096.0,Rug Pads
211,2019-08-26,9547.0,Rug Pads
212,2019-08-27,8132.0,Rug Pads
213,2019-08-28,8347.0,Rug Pads
214,2019-08-29,8044.0,Rug Pads
215,2019-08-30,10173.0,Rug Pads
216,2019-08-31,11324.0,Rug Pads
217,2019-09-01,8936.0,Rug Pads
218,2019-09-02,8325.0,Rug Pads
219,2019-09-03,10073.0,Rug Pads
220,2019-09-04,11674.0,Rug Pads
221,2019-09-05,9776.0,Rug Pads
222,2019-09-06,10766.0,Rug Pads
223,2019-09-07,9991.0,Rug Pads
224,2019-09-08,11407.0,Rug Pads
225,2019-09-09,7818.0,Rug Pads
226,2019-09-10,9365.0,Rug Pads
227,2019-09-11,7853.0,Rug Pads
228,2019-09-12,9945.0,Rug Pads
229,2019-09-13,10986.0,Rug Pads
230,2019-09-14,11757.0,Rug Pads
231,2019-09-15,9831.0,Rug Pads
232,2019-09-16,8278.0,Rug Pads
233,2019-09-17,9823.0,Rug Pads
234,2019-09-18,6954.0,Rug Pads
235,2019-09-19,10016.0,Rug Pads
236,2019-09-20,9295.0,Rug Pads
237,2019-09-21,11952.0,Rug Pads
238,2019-09-22,11578.0,Rug Pads
239,2019-09-23,9466.0,Rug Pads
240,2019-09-24,12019.0,Rug Pads
241,2019-09-25,8434.0,Rug Pads
242,2019-09-26,11284.0,Rug Pads
243,2019-09-27,10884.0,Rug Pads
244,2019-09-28,12266.0,Rug Pads
245,2019-09-29,11759.0,Rug Pads
246,2019-09-30,9143.0,Rug Pads
247,2019-10-01,7441.0,Rug Pads
248,2019-10-02,12280.0,Rug Pads
249,2019-10-03,10981.0,Rug Pads
250,2019-10-04,9643.0,Rug Pads
251,2019-10-05,7463.0,Rug Pads
252,2019-10-06,9421.0,Rug Pads
253,2019-10-07,7473.0,Rug Pads
254,2019-10-08,7473.0,Rug Pads
255,2019-10-09,7593.0,Rug Pads
256,2019-10-10,7699.0,Rug Pads
257,2019-10-11,10032.0,Rug Pads
258,2019-10-12,10032.0,Rug Pads
259,2019-10-13,9864.0,Rug Pads
260,2019-10-14,6910.0,Rug Pads
261,2019-10-15,8136.0,Rug Pads
262,2019-10-16,8136.0,Rug Pads
263,2019-10-17,8136.0,Rug Pads
264,2019-10-18,8136.0,Rug Pads
265,2019-10-19,8136.0,Rug Pads
266,2019-10-20,6205.0,Rug Pads
267,2019-10-21,5169.0,Rug Pads
268,2019-10-22,7618.0,Rug Pads
269,2019-10-23,10815.0,Rug Pads
270,2019-10-24,8960.0,Rug Pads
271,2019-10-25,9002.0,Rug Pads
272,2019-10-26,8953.0,Rug Pads
273,2019-10-27,8619.0,Rug Pads
274,2019-10-28,5201.0,Rug Pads
275,2019-10-29,10223.0,Rug Pads
276,2019-10-30,9727.0,Rug Pads
277,2019-10-31,12259.0,Rug Pads
278,2019-11-01,6506.0,Rug Pads
279,2019-11-02,4467.0,Rug Pads
280,2019-11-03,5718.0,Rug Pads
281,2019-11-04,7704.0,Rug Pads
282,2019-11-05,7110.0,Rug Pads
283,2019-11-06,7368.0,Rug Pads
284,2019-11-07,7792.0,Rug Pads
285,2019-11-08,7792.0,Rug Pads
286,2019-11-09,7792.0,Rug Pads
287,2019-11-10,7880.0,Rug Pads
288,2019-11-11,7880.0,Rug Pads
289,2019-11-12,7880.0,Rug Pads
290,2019-11-13,7486.0,Rug Pads
291,2019-11-14,7486.0,Rug Pads
292,2019-11-15,7486.0,Rug Pads
293,2019-11-16,7486.0,Rug Pads
294,2019-11-17,7486.0,Rug Pads
295,2019-11-18,7486.0,Rug Pads
296,2019-11-19,9614.0,Rug Pads
297,2019-11-20,9614.0,Rug Pads
298,2019-11-21,7084.0,Rug Pads
299,2019-11-22,7461.0,Rug Pads
300,2019-11-23,7461.0,Rug Pads
301,2019-11-24,9815.0,Rug Pads
302,2019-11-25,12961.0,Rug Pads
303,2019-11-26,12744.0,Rug Pads
304,2019-11-27,12744.0,Rug Pads
305,2019-11-28,12744.0,Rug Pads
306,2019-11-29,12744.0,Rug Pads
307,2019-11-30,12744.0,Rug Pads
308,2019-12-01,12744.0,Rug Pads
309,2019-12-02,12412.0,Rug Pads
310,2019-12-03,12412.0,Rug Pads
311,2019-12-04,12412.0,Rug Pads
312,2019-12-05,12412.0,Rug Pads
313,2019-12-06,12412.0,Rug Pads
314,2019-12-07,16648.0,Rug Pads
315,2019-12-08,16648.0,Rug Pads
316,2019-12-09,16648.0,Rug Pads
317,2019-12-10,23912.0,Rug Pads
318,2019-12-11,23912.0,Rug Pads
319,2019-12-12,23912.0,Rug Pads
320,2019-12-13,23912.0,Rug Pads
321,2019-12-14,23912.0,Rug Pads
322,2019-12-15,16402.0,Rug Pads
323,2019-12-16,16402.0,Rug Pads
324,2019-12-17,16402.0,Rug Pads
325,2019-12-18,18091.0,Rug Pads
326,2019-12-19,18091.0,Rug Pads
327,2019-12-20,11243.0,Rug Pads
328,2019-12-21,11243.0,Rug Pads
329,2019-12-22,11243.0,Rug Pads
330,2019-12-23,11243.0,Rug Pads
331,2019-12-24,11243.0,Rug Pads
332,2019-12-25,11243.0,Rug Pads
333,2019-12-26,7694.0,Rug Pads
334,2019-12-27,7694.0,Rug Pads
335,2019-12-28,7694.0,Rug Pads
336,2019-12-29,7694.0,Rug Pads
337,2019-12-30,7694.0,Rug Pads
338,2019-12-31,7174.0,Rug Pads
339,2020-01-01,7174.0,Rug Pads
340,2020-01-02,7174.0,Rug Pads
341,2020-01-03,7174.0,Rug Pads
342,2020-01-04,7174.0,Rug Pads
343,2020-01-05,7174.0,Rug Pads
344,2020-01-06,3285.0,Rug Pads
345,2020-01-07,3285.0,Rug Pads
346,2020-01-08,3285.0,Rug Pads
347,2020-01-09,3285.0,Rug Pads
348,2020-01-10,8545.0,Rug Pads
349,2020-01-11,8545.0,Rug Pads
350,2020-01-12,8545.0,Rug Pads
351,2020-01-13,8545.0,Rug Pads
352,2020-01-14,5351.0,Rug Pads
353,2020-01-15,5351.0,Rug Pads
354,2020-01-16,5351.0,Rug Pads
355,2020-01-17,7794.0,Rug Pads
356,2020-01-18,7794.0,Rug Pads
357,2020-01-19,7794.0,Rug Pads
358,2020-01-20,9424.0,Rug Pads
359,2020-01-21,9424.0,Rug Pads
360,2020-01-22,9424.0,Rug Pads
361,2020-01-23,9279.0,Rug Pads
362,2020-01-24,9279.0,Rug Pads
363,2020-01-25,9279.0,Rug Pads
364,2020-01-26,9279.0,Rug Pads
365,2020-01-27,9279.0,Rug Pads
366,2020-01-28,9279.0,Rug Pads
367,2020-01-29,8561.0,Rug Pads
368,2020-01-30,8561.0,Rug Pads
369,2020-01-31,8561.0,Rug Pads
370,2020-02-01,8561.0,Rug Pads
371,2020-02-02,8561.0,Rug Pads
372,2020-02-03,9040.0,Rug Pads
373,2020-02-04,9040.0,Rug Pads
374,2020-02-05,9040.0,Rug Pads
375,2020-02-06,9040.0,Rug Pads
376,2020-02-07,5648.0,Rug Pads
377,2020-02-08,7405.0,Rug Pads
378,2020-02-09,7405.0,Rug Pads
379,2020-02-10,7405.0,Rug Pads
380,2020-02-11,7405.0,Rug Pads
381,2020-02-12,7405.0,Rug Pads
382,2020-02-13,7764.0,Rug Pads
383,2020-02-14,7764.0,Rug Pads
384,2020-02-15,7764.0,Rug Pads
385,2020-02-16,7764.0,Rug Pads
386,2020-02-17,7764.0,Rug Pads
387,2020-02-18,7764.0,Rug Pads
388,2020-02-19,7764.0,Rug Pads
389,2020-02-20,7764.0,Rug Pads
390,2020-02-21,10109.0,Rug Pads
391,2020-02-22,10109.0,Rug Pads
392,2020-02-23,10109.0,Rug Pads
393,2020-02-24,10109.0,Rug Pads
394,2020-02-25,8963.0,Rug Pads
395,2020-02-26,8963.0,Rug Pads
396,2020-02-27,8963.0,Rug Pads
397,2020-02-28,8963.0,Rug Pads
398,2020-02-29,8963.0,Rug Pads
399,2020-03-01,2463.0,Rug Pads
400,2020-03-02,2463.0,Rug Pads
401,2020-03-03,2463.0,Rug Pads
402,2020-03-04,2463.0,Rug Pads
403,2020-03-05,7346.0,Rug Pads
404,2020-03-06,7346.0,Rug Pads
405,2020-03-07,7346.0,Rug Pads
406,2020-03-08,7346.0,Rug Pads
407,2020-03-09,-1.0,Rug Pads
