,date,value,name_B00W8GMKW0
84,2020-08-17,7896.0,Boots
85,2020-08-18,7896.0,Boots
86,2020-08-19,7896.0,Boots
87,2020-08-20,7896.0,Boots
88,2020-08-21,7896.0,Boots
89,2020-08-22,7896.0,Boots
90,2020-08-23,10814.0,Boots
91,2020-08-24,10814.0,Boots
92,2020-08-25,10814.0,Boots
93,2020-08-26,10814.0,Boots
94,2020-08-27,10814.0,Boots
95,2020-08-28,5566.0,Boots
96,2020-08-29,6499.0,Boots
97,2020-08-30,6499.0,Boots
98,2020-08-31,6499.0,Boots
99,2020-09-01,6499.0,Boots
100,2020-09-02,6499.0,Boots
101,2020-09-03,4964.0,Boots
102,2020-09-04,4964.0,Boots
103,2020-09-05,7100.0,Boots
104,2020-09-06,7100.0,Boots
105,2020-09-07,6859.0,Boots
106,2020-09-08,6859.0,Boots
107,2020-09-09,6859.0,Boots
108,2020-09-10,5182.0,Boots
109,2020-09-11,6305.0,Boots
110,2020-09-12,6305.0,Boots
111,2020-09-13,6305.0,Boots
112,2020-09-14,6305.0,Boots
113,2020-09-15,6305.0,Boots
114,2020-09-16,7966.0,Boots
115,2020-09-17,7966.0,Boots
116,2020-09-18,7966.0,Boots
117,2020-09-19,7966.0,Boots
118,2020-09-20,6143.0,Boots
119,2020-09-21,6143.0,Boots
120,2020-09-22,6143.0,Boots
121,2020-09-23,7764.0,Boots
122,2020-09-24,9352.0,Boots
123,2020-09-25,9352.0,Boots
124,2020-09-26,9352.0,Boots
125,2020-09-27,9839.0,Boots
126,2020-09-28,10097.0,Boots
127,2020-09-29,10715.0,Boots
128,2020-09-30,10715.0,Boots
129,2020-10-01,11307.0,Boots
130,2020-10-02,11307.0,Boots
131,2020-10-03,11307.0,Boots
132,2020-10-04,9226.0,Boots
133,2020-10-05,9226.0,Boots
134,2020-10-06,9226.0,Boots
135,2020-10-07,9226.0,Boots
136,2020-10-08,10319.0,Boots
137,2020-10-09,10319.0,Boots
138,2020-10-10,10319.0,Boots
139,2020-10-11,7688.0,Boots
140,2020-10-12,7688.0,Boots
141,2020-10-13,7662.0,Boots
142,2020-10-14,7454.0,Boots
143,2020-10-15,7454.0,Boots
144,2020-10-16,7454.0,Boots
145,2020-10-17,7454.0,Boots
146,2020-10-18,7454.0,Boots
147,2020-10-19,9149.0,Boots
148,2020-10-20,9149.0,Boots
149,2020-10-21,9149.0,Boots
150,2020-10-22,6182.0,Boots
151,2020-10-23,6182.0,Boots
152,2020-10-24,6021.0,Boots
153,2020-10-25,6021.0,Boots
154,2020-10-26,6021.0,Boots
155,2020-10-27,6021.0,Boots
156,2020-10-28,5917.0,Boots
157,2020-10-29,5605.0,Boots
158,2020-10-30,5605.0,Boots
159,2020-10-31,5605.0,Boots
160,2020-11-01,5605.0,Boots
161,2020-11-02,5430.0,Boots
162,2020-11-03,5430.0,Boots
163,2020-11-04,5430.0,Boots
164,2020-11-05,5430.0,Boots
165,2020-11-06,4614.0,Boots
166,2020-11-07,4614.0,Boots
167,2020-11-08,4614.0,Boots
168,2020-11-09,5291.0,Boots
169,2020-11-10,4860.0,Boots
170,2020-11-11,4651.0,Boots
171,2020-11-12,4651.0,Boots
172,2020-11-13,6546.0,Boots
173,2020-11-14,6546.0,Boots
174,2020-11-15,6546.0,Boots
175,2020-11-16,6546.0,Boots
176,2020-11-17,6546.0,Boots
177,2020-11-18,9330.0,Boots
178,2020-11-19,9330.0,Boots
179,2020-11-20,7108.0,Boots
180,2020-11-21,6314.0,Boots
181,2020-11-22,6314.0,Boots
182,2020-11-23,6530.0,Boots
183,2020-11-24,7021.0,Boots
184,2020-11-25,6362.0,Boots
185,2020-11-26,7104.0,Boots
186,2020-11-27,7104.0,Boots
187,2020-11-28,7104.0,Boots
188,2020-11-29,7104.0,Boots
189,2020-11-30,6278.0,Boots
190,2020-12-01,7360.0,Boots
191,2020-12-02,7360.0,Boots
192,2020-12-03,7360.0,Boots
193,2020-12-04,7360.0,Boots
194,2020-12-05,7360.0,Boots
195,2020-12-06,6163.0,Boots
196,2020-12-07,6163.0,Boots
197,2020-12-08,4568.0,Boots
198,2020-12-09,4952.0,Boots
199,2020-12-10,5432.0,Boots
200,2020-12-11,5691.0,Boots
201,2020-12-12,5734.0,Boots
202,2020-12-13,3825.0,Boots
203,2020-12-14,3849.0,Boots
204,2020-12-15,3843.0,Boots
205,2020-12-16,3976.0,Boots
206,2020-12-17,2991.0,Boots
207,2020-12-18,2780.0,Boots
208,2020-12-19,2780.0,Boots
209,2020-12-20,2870.0,Boots
210,2020-12-21,3043.0,Boots
211,2020-12-22,3556.0,Boots
212,2020-12-23,4844.0,Boots
213,2020-12-24,4246.0,Boots
214,2020-12-25,3569.0,Boots
215,2020-12-26,3617.0,Boots
216,2020-12-27,4520.0,Boots
217,2020-12-28,5429.0,Boots
218,2020-12-29,5496.0,Boots
219,2020-12-30,6029.0,Boots
220,2020-12-31,6082.0,Boots
221,2021-01-01,6473.0,Boots
222,2021-01-02,7786.0,Boots
223,2021-01-03,7668.0,Boots
224,2021-01-04,8692.0,Boots
225,2021-01-05,8794.0,Boots
226,2021-01-06,8139.0,Boots
227,2021-01-07,6074.0,Boots
228,2021-01-08,7037.0,Boots
229,2021-01-09,7889.0,Boots
230,2021-01-10,8038.0,Boots
231,2021-01-11,8038.0,Boots
232,2021-01-12,7765.0,Boots
233,2021-01-13,7765.0,Boots
234,2021-01-14,7765.0,Boots
235,2021-01-15,7765.0,Boots
236,2021-01-16,7878.0,Boots
237,2021-01-17,7878.0,Boots
238,2021-01-18,7878.0,Boots
239,2021-01-19,7878.0,Boots
240,2021-01-20,7878.0,Boots
241,2021-01-21,7878.0,Boots
242,2021-01-22,5791.0,Boots
243,2021-01-23,6759.0,Boots
244,2021-01-24,6759.0,Boots
245,2021-01-25,6759.0,Boots
246,2021-01-26,5353.0,Boots
247,2021-01-27,5353.0,Boots
248,2021-01-28,3915.0,Boots
249,2021-01-29,3915.0,Boots
250,2021-01-30,3915.0,Boots
251,2021-01-31,4563.0,Boots
252,2021-02-01,4563.0,Boots
253,2021-02-02,5784.0,Boots
254,2021-02-03,5832.0,Boots
255,2021-02-04,5832.0,Boots
256,2021-02-05,5832.0,Boots
257,2021-02-06,3131.0,Boots
258,2021-02-07,3131.0,Boots
259,2021-02-08,3131.0,Boots
260,2021-02-09,3131.0,Boots
261,2021-02-10,3538.0,Boots
262,2021-02-11,3538.0,Boots
263,2021-02-12,3538.0,Boots
264,2021-02-13,3538.0,Boots
265,2021-02-14,3225.0,Boots
266,2021-02-15,3225.0,Boots
267,2021-02-16,3295.0,Boots
268,2021-02-17,3295.0,Boots
269,2021-02-18,2653.0,Boots
270,2021-02-19,3177.0,Boots
271,2021-02-20,3177.0,Boots
272,2021-02-21,4217.0,Boots
273,2021-02-22,4217.0,Boots
274,2021-02-23,4217.0,Boots
275,2021-02-24,4217.0,Boots
276,2021-02-25,6230.0,Boots
277,2021-02-26,6420.0,Boots
278,2021-02-27,6420.0,Boots
279,2021-02-28,6420.0,Boots
280,2021-03-01,4888.0,Boots
281,2021-03-02,4888.0,Boots
282,2021-03-03,7486.0,Boots
283,2021-03-04,10312.0,Boots
284,2021-03-05,10312.0,Boots
285,2021-03-06,10312.0,Boots
286,2021-03-07,10312.0,Boots
287,2021-03-08,7565.0,Boots
288,2021-03-09,8272.0,Boots
289,2021-03-10,8272.0,Boots
290,2021-03-11,8272.0,Boots
291,2021-03-12,8151.0,Boots
292,2021-03-13,8151.0,Boots
293,2021-03-14,8151.0,Boots
294,2021-03-15,8329.0,Boots
295,2021-03-16,6557.0,Boots
296,2021-03-17,6557.0,Boots
297,2021-03-18,6557.0,Boots
298,2021-03-19,6416.0,Boots
299,2021-03-20,6739.0,Boots
300,2021-03-21,5699.0,Boots
301,2021-03-22,5699.0,Boots
302,2021-03-23,7662.0,Boots
303,2021-03-24,7662.0,Boots
304,2021-03-25,7662.0,Boots
305,2021-03-26,8415.0,Boots
306,2021-03-27,7988.0,Boots
307,2021-03-28,7988.0,Boots
308,2021-03-29,7988.0,Boots
309,2021-03-30,7988.0,Boots
310,2021-03-31,6812.0,Boots
311,2021-04-01,6812.0,Boots
312,2021-04-02,6812.0,Boots
313,2021-04-03,6812.0,Boots
314,2021-04-04,6812.0,Boots
315,2021-04-05,4984.0,Boots
316,2021-04-06,4984.0,Boots
317,2021-04-07,4984.0,Boots
318,2021-04-08,5225.0,Boots
319,2021-04-09,6288.0,Boots
320,2021-04-10,6043.0,Boots
321,2021-04-11,6043.0,Boots
322,2021-04-12,6043.0,Boots
323,2021-04-13,6244.0,Boots
324,2021-04-14,6244.0,Boots
325,2021-04-15,6624.0,Boots
326,2021-04-16,6624.0,Boots
327,2021-04-17,6624.0,Boots
328,2021-04-18,6624.0,Boots
329,2021-04-19,6624.0,Boots
330,2021-04-20,7376.0,Boots
331,2021-04-21,7376.0,Boots
332,2021-04-22,7376.0,Boots
333,2021-04-23,6610.0,Boots
334,2021-04-24,6610.0,Boots
335,2021-04-25,7214.0,Boots
336,2021-04-26,6973.0,Boots
337,2021-04-27,6973.0,Boots
338,2021-04-28,5382.0,Boots
339,2021-04-29,5382.0,Boots
340,2021-04-30,5382.0,Boots
341,2021-05-01,5382.0,Boots
342,2021-05-02,5382.0,Boots
343,2021-05-03,5887.0,Boots
344,2021-05-04,5887.0,Boots
345,2021-05-05,5887.0,Boots
346,2021-05-06,6600.0,Boots
347,2021-05-07,6528.0,Boots
348,2021-05-08,6186.0,Boots
349,2021-05-09,6186.0,Boots
350,2021-05-10,6186.0,Boots
351,2021-05-11,6220.0,Boots
352,2021-05-12,6220.0,Boots
353,2021-05-13,5627.0,Boots
354,2021-05-14,6804.0,Boots
355,2021-05-15,6804.0,Boots
356,2021-05-16,6804.0,Boots
357,2021-05-17,7287.0,Boots
358,2021-05-18,7287.0,Boots
359,2021-05-19,7287.0,Boots
360,2021-05-20,6804.0,Boots
361,2021-05-21,6804.0,Boots
362,2021-05-22,7587.0,Boots
363,2021-05-23,7587.0,Boots
364,2021-05-24,7587.0,Boots
365,2021-05-25,6139.0,Boots
366,2021-05-26,7348.0,Boots
367,2021-05-27,7348.0,Boots
368,2021-05-28,7348.0,Boots
369,2021-05-29,6647.0,Boots
370,2021-05-30,6647.0,Boots
371,2021-05-31,6647.0,Boots
372,2021-06-01,5581.0,Boots
373,2021-06-02,7369.0,Boots
374,2021-06-03,7369.0,Boots
375,2021-06-04,6904.0,Boots
376,2021-06-05,6904.0,Boots
377,2021-06-06,6904.0,Boots
378,2021-06-07,4921.0,Boots
379,2021-06-08,4921.0,Boots
380,2021-06-09,4921.0,Boots
381,2021-06-10,6691.0,Boots
382,2021-06-11,6691.0,Boots
383,2021-06-12,5476.0,Boots
384,2021-06-13,5537.0,Boots
385,2021-06-14,5537.0,Boots
386,2021-06-15,5537.0,Boots
387,2021-06-16,5287.0,Boots
388,2021-06-17,5287.0,Boots
389,2021-06-18,5287.0,Boots
390,2021-06-19,5246.0,Boots
391,2021-06-20,5246.0,Boots
392,2021-06-21,5246.0,Boots
393,2021-06-22,6458.0,Boots
394,2021-06-23,6458.0,Boots
395,2021-06-24,8239.0,Boots
396,2021-06-25,8273.0,Boots
397,2021-06-26,5628.0,Boots
398,2021-06-27,7100.0,Boots
399,2021-06-28,5929.0,Boots
400,2021-06-29,5933.0,Boots
401,2021-06-30,5933.0,Boots
402,2021-07-01,5933.0,Boots
403,2021-07-02,7161.0,Boots
404,2021-07-03,6398.0,Boots
405,2021-07-04,6398.0,Boots
406,2021-07-05,7743.0,Boots
407,2021-07-06,5991.0,Boots
408,2021-07-07,6965.0,Boots
409,2021-07-08,6715.0,Boots
410,2021-07-09,5360.0,Boots
411,2021-07-10,5360.0,Boots
412,2021-07-11,6229.0,Boots
