,date,value,name_B07KZPNY52
698,2020-11-04,54452.0,Potpourris
699,2020-11-05,54452.0,Potpourris
700,2020-11-06,54452.0,Potpourris
701,2020-11-07,54452.0,Potpourris
702,2020-11-08,25356.0,Potpourris
703,2020-11-09,25356.0,Potpourris
704,2020-11-10,25356.0,Potpourris
705,2020-11-11,25356.0,Potpourris
706,2020-11-12,25356.0,Potpourris
707,2020-11-13,25356.0,Potpourris
708,2020-11-14,25356.0,Potpourris
709,2020-11-15,25967.0,Potpourris
710,2020-11-16,25967.0,Potpourris
711,2020-11-17,25967.0,Potpourris
712,2020-11-18,25967.0,Potpourris
713,2020-11-19,25967.0,Potpourris
714,2020-11-20,75584.0,Potpourris
715,2020-11-21,75584.0,Potpourris
716,2020-11-22,75584.0,Potpourris
717,2020-11-23,75584.0,Potpourris
718,2020-11-24,126434.0,Potpourris
719,2020-11-25,126434.0,Potpourris
720,2020-11-26,126434.0,Potpourris
721,2020-11-27,126434.0,Potpourris
722,2020-11-28,126434.0,Potpourris
723,2020-11-29,126434.0,Potpourris
724,2020-11-30,90287.0,Potpourris
725,2020-12-01,90287.0,Potpourris
726,2020-12-02,90287.0,Potpourris
727,2020-12-03,76766.0,Potpourris
728,2020-12-04,76766.0,Potpourris
729,2020-12-05,76766.0,Potpourris
730,2020-12-06,76766.0,Potpourris
731,2020-12-07,76766.0,Potpourris
732,2020-12-08,76766.0,Potpourris
733,2020-12-09,24950.0,Potpourris
734,2020-12-10,24950.0,Potpourris
735,2020-12-11,27893.0,Potpourris
736,2020-12-12,27893.0,Potpourris
737,2020-12-13,27893.0,Potpourris
738,2020-12-14,27398.0,Potpourris
739,2020-12-15,27398.0,Potpourris
740,2020-12-16,27398.0,Potpourris
741,2020-12-17,27398.0,Potpourris
742,2020-12-18,27398.0,Potpourris
743,2020-12-19,27398.0,Potpourris
744,2020-12-20,27398.0,Potpourris
745,2020-12-21,27558.0,Potpourris
746,2020-12-22,27558.0,Potpourris
747,2020-12-23,27558.0,Potpourris
748,2020-12-24,23653.0,Potpourris
749,2020-12-25,23653.0,Potpourris
750,2020-12-26,17489.0,Potpourris
751,2020-12-27,13402.0,Potpourris
752,2020-12-28,12847.0,Potpourris
753,2020-12-29,13197.0,Potpourris
754,2020-12-30,13197.0,Potpourris
755,2020-12-31,9431.0,Potpourris
756,2021-01-01,8861.0,Potpourris
757,2021-01-02,8861.0,Potpourris
758,2021-01-03,8861.0,Potpourris
759,2021-01-04,8861.0,Potpourris
760,2021-01-05,21347.0,Potpourris
761,2021-01-06,21347.0,Potpourris
762,2021-01-07,21347.0,Potpourris
763,2021-01-08,21347.0,Potpourris
764,2021-01-09,21347.0,Potpourris
765,2021-01-10,38653.0,Potpourris
766,2021-01-11,38653.0,Potpourris
767,2021-01-12,38653.0,Potpourris
768,2021-01-13,38653.0,Potpourris
769,2021-01-14,38653.0,Potpourris
770,2021-01-15,30830.0,Potpourris
771,2021-01-16,30830.0,Potpourris
772,2021-01-17,23302.0,Potpourris
773,2021-01-18,23302.0,Potpourris
774,2021-01-19,26478.0,Potpourris
775,2021-01-20,26478.0,Potpourris
776,2021-01-21,34898.0,Potpourris
777,2021-01-22,34898.0,Potpourris
778,2021-01-23,34898.0,Potpourris
779,2021-01-24,34898.0,Potpourris
780,2021-01-25,8768.0,Potpourris
781,2021-01-26,8768.0,Potpourris
782,2021-01-27,11066.0,Potpourris
783,2021-01-28,9471.0,Potpourris
784,2021-01-29,9471.0,Potpourris
785,2021-01-30,9471.0,Potpourris
786,2021-01-31,9471.0,Potpourris
787,2021-02-01,7653.0,Potpourris
788,2021-02-02,7653.0,Potpourris
789,2021-02-03,7653.0,Potpourris
790,2021-02-04,7653.0,Potpourris
791,2021-02-05,7653.0,Potpourris
792,2021-02-06,7653.0,Potpourris
793,2021-02-07,7653.0,Potpourris
794,2021-02-08,11727.0,Potpourris
795,2021-02-09,11727.0,Potpourris
796,2021-02-10,11727.0,Potpourris
797,2021-02-11,11727.0,Potpourris
798,2021-02-12,11727.0,Potpourris
799,2021-02-13,11727.0,Potpourris
800,2021-02-14,11727.0,Potpourris
801,2021-02-15,11451.0,Potpourris
802,2021-02-16,11451.0,Potpourris
803,2021-02-17,11451.0,Potpourris
804,2021-02-18,11451.0,Potpourris
805,2021-02-19,11451.0,Potpourris
806,2021-02-20,8289.0,Potpourris
807,2021-02-21,8289.0,Potpourris
808,2021-02-22,7933.0,Potpourris
809,2021-02-23,7933.0,Potpourris
810,2021-02-24,7933.0,Potpourris
811,2021-02-25,8196.0,Potpourris
812,2021-02-26,8196.0,Potpourris
813,2021-02-27,8196.0,Potpourris
814,2021-02-28,6451.0,Potpourris
815,2021-03-01,5404.0,Potpourris
816,2021-03-02,5404.0,Potpourris
817,2021-03-03,5404.0,Potpourris
818,2021-03-04,7984.0,Potpourris
819,2021-03-05,7984.0,Potpourris
820,2021-03-06,6329.0,Potpourris
821,2021-03-07,6329.0,Potpourris
822,2021-03-08,6043.0,Potpourris
823,2021-03-09,6043.0,Potpourris
824,2021-03-10,6043.0,Potpourris
825,2021-03-11,7692.0,Potpourris
826,2021-03-12,7692.0,Potpourris
827,2021-03-13,7692.0,Potpourris
828,2021-03-14,7692.0,Potpourris
829,2021-03-15,5633.0,Potpourris
830,2021-03-16,5633.0,Potpourris
831,2021-03-17,5633.0,Potpourris
832,2021-03-18,9167.0,Potpourris
833,2021-03-19,9167.0,Potpourris
834,2021-03-20,7414.0,Potpourris
835,2021-03-21,7414.0,Potpourris
836,2021-03-22,7414.0,Potpourris
837,2021-03-23,6714.0,Potpourris
838,2021-03-24,6714.0,Potpourris
839,2021-03-25,6714.0,Potpourris
840,2021-03-26,8504.0,Potpourris
841,2021-03-27,8504.0,Potpourris
842,2021-03-28,8504.0,Potpourris
843,2021-03-29,6242.0,Potpourris
844,2021-03-30,6242.0,Potpourris
845,2021-03-31,6242.0,Potpourris
846,2021-04-01,7253.0,Potpourris
847,2021-04-02,6843.0,Potpourris
848,2021-04-03,6843.0,Potpourris
849,2021-04-04,6843.0,Potpourris
850,2021-04-05,7217.0,Potpourris
851,2021-04-06,7217.0,Potpourris
852,2021-04-07,7217.0,Potpourris
853,2021-04-08,8384.0,Potpourris
854,2021-04-09,8384.0,Potpourris
855,2021-04-10,9486.0,Potpourris
856,2021-04-11,9486.0,Potpourris
857,2021-04-12,9991.0,Potpourris
858,2021-04-13,9991.0,Potpourris
859,2021-04-14,8559.0,Potpourris
860,2021-04-15,10172.0,Potpourris
861,2021-04-16,11919.0,Potpourris
862,2021-04-17,11919.0,Potpourris
863,2021-04-18,11919.0,Potpourris
864,2021-04-19,8715.0,Potpourris
865,2021-04-20,8715.0,Potpourris
866,2021-04-21,10643.0,Potpourris
867,2021-04-22,10643.0,Potpourris
868,2021-04-23,11823.0,Potpourris
869,2021-04-24,11823.0,Potpourris
870,2021-04-25,11823.0,Potpourris
871,2021-04-26,9769.0,Potpourris
872,2021-04-27,9769.0,Potpourris
873,2021-04-28,9320.0,Potpourris
874,2021-04-29,9658.0,Potpourris
875,2021-04-30,9658.0,Potpourris
876,2021-05-01,10451.0,Potpourris
877,2021-05-02,10451.0,Potpourris
878,2021-05-03,10451.0,Potpourris
879,2021-05-04,9444.0,Potpourris
880,2021-05-05,9444.0,Potpourris
881,2021-05-06,10084.0,Potpourris
882,2021-05-07,12500.0,Potpourris
883,2021-05-08,12500.0,Potpourris
884,2021-05-09,10746.0,Potpourris
885,2021-05-10,10746.0,Potpourris
886,2021-05-11,10746.0,Potpourris
887,2021-05-12,11885.0,Potpourris
888,2021-05-13,11885.0,Potpourris
889,2021-05-14,11885.0,Potpourris
890,2021-05-15,11827.0,Potpourris
891,2021-05-16,11827.0,Potpourris
892,2021-05-17,11701.0,Potpourris
893,2021-05-18,11701.0,Potpourris
894,2021-05-19,13947.0,Potpourris
895,2021-05-20,12651.0,Potpourris
896,2021-05-21,12651.0,Potpourris
897,2021-05-22,11543.0,Potpourris
898,2021-05-23,11543.0,Potpourris
899,2021-05-24,11174.0,Potpourris
900,2021-05-25,13649.0,Potpourris
901,2021-05-26,15409.0,Potpourris
902,2021-05-27,17354.0,Potpourris
903,2021-05-28,17354.0,Potpourris
904,2021-05-29,15479.0,Potpourris
905,2021-05-30,15479.0,Potpourris
906,2021-05-31,13779.0,Potpourris
907,2021-06-01,11220.0,Potpourris
908,2021-06-02,11220.0,Potpourris
909,2021-06-03,11220.0,Potpourris
910,2021-06-04,15293.0,Potpourris
911,2021-06-05,14314.0,Potpourris
912,2021-06-06,14314.0,Potpourris
913,2021-06-07,10515.0,Potpourris
914,2021-06-08,11106.0,Potpourris
915,2021-06-09,13475.0,Potpourris
916,2021-06-10,13475.0,Potpourris
917,2021-06-11,13201.0,Potpourris
918,2021-06-12,16734.0,Potpourris
919,2021-06-13,16734.0,Potpourris
920,2021-06-14,10696.0,Potpourris
921,2021-06-15,10696.0,Potpourris
922,2021-06-16,10696.0,Potpourris
923,2021-06-17,14542.0,Potpourris
924,2021-06-18,16698.0,Potpourris
925,2021-06-19,14226.0,Potpourris
926,2021-06-20,14226.0,Potpourris
927,2021-06-21,12354.0,Potpourris
928,2021-06-22,12354.0,Potpourris
929,2021-06-23,21861.0,Potpourris
930,2021-06-24,21861.0,Potpourris
931,2021-06-25,18948.0,Potpourris
932,2021-06-26,18948.0,Potpourris
933,2021-06-27,18948.0,Potpourris
934,2021-06-28,11741.0,Potpourris
935,2021-06-29,11960.0,Potpourris
936,2021-06-30,14870.0,Potpourris
937,2021-07-01,14870.0,Potpourris
938,2021-07-02,13047.0,Potpourris
939,2021-07-03,13047.0,Potpourris
940,2021-07-04,13047.0,Potpourris
941,2021-07-05,12342.0,Potpourris
942,2021-07-06,11096.0,Potpourris
943,2021-07-07,11096.0,Potpourris
944,2021-07-08,15864.0,Potpourris
945,2021-07-09,15864.0,Potpourris
946,2021-07-10,14548.0,Potpourris
