,date,value,name_B08CSKG1Q6
74,2020-09-29,12945.0,Whey
75,2020-09-30,12945.0,Whey
76,2020-10-01,11447.0,Whey
77,2020-10-02,11447.0,Whey
78,2020-10-03,11447.0,Whey
79,2020-10-04,12404.0,Whey
80,2020-10-05,14010.0,Whey
81,2020-10-06,11141.0,Whey
82,2020-10-07,11141.0,Whey
83,2020-10-08,11141.0,Whey
84,2020-10-09,11832.0,Whey
85,2020-10-10,11740.0,Whey
86,2020-10-11,11740.0,Whey
87,2020-10-12,11740.0,Whey
88,2020-10-13,11740.0,Whey
89,2020-10-14,10694.0,Whey
90,2020-10-15,10694.0,Whey
91,2020-10-16,11622.0,Whey
92,2020-10-17,11622.0,Whey
93,2020-10-18,11622.0,Whey
94,2020-10-19,12650.0,Whey
95,2020-10-20,12650.0,Whey
96,2020-10-21,12831.0,Whey
97,2020-10-22,12831.0,Whey
98,2020-10-23,12831.0,Whey
99,2020-10-24,13656.0,Whey
100,2020-10-25,13656.0,Whey
101,2020-10-26,13656.0,Whey
102,2020-10-27,12476.0,Whey
103,2020-10-28,12476.0,Whey
104,2020-10-29,13370.0,Whey
105,2020-10-30,13370.0,Whey
106,2020-10-31,12115.0,Whey
107,2020-11-01,12115.0,Whey
108,2020-11-02,12115.0,Whey
109,2020-11-03,12396.0,Whey
110,2020-11-04,12396.0,Whey
111,2020-11-05,10508.0,Whey
112,2020-11-06,9804.0,Whey
113,2020-11-07,11847.0,Whey
114,2020-11-08,11847.0,Whey
115,2020-11-09,14891.0,Whey
116,2020-11-10,13683.0,Whey
117,2020-11-11,13683.0,Whey
118,2020-11-12,11217.0,Whey
119,2020-11-13,11217.0,Whey
120,2020-11-14,11217.0,Whey
121,2020-11-15,14258.0,Whey
122,2020-11-16,14258.0,Whey
123,2020-11-17,14160.0,Whey
124,2020-11-18,14160.0,Whey
125,2020-11-19,15911.0,Whey
126,2020-11-20,15911.0,Whey
127,2020-11-21,15911.0,Whey
128,2020-11-22,17852.0,Whey
129,2020-11-23,17852.0,Whey
130,2020-11-24,17852.0,Whey
131,2020-11-25,15533.0,Whey
132,2020-11-26,14066.0,Whey
133,2020-11-27,14066.0,Whey
134,2020-11-28,14066.0,Whey
135,2020-11-29,17946.0,Whey
136,2020-11-30,17946.0,Whey
137,2020-12-01,17199.0,Whey
138,2020-12-02,17199.0,Whey
139,2020-12-03,17199.0,Whey
140,2020-12-04,20014.0,Whey
141,2020-12-05,20014.0,Whey
142,2020-12-06,18272.0,Whey
143,2020-12-07,16506.0,Whey
144,2020-12-08,16506.0,Whey
145,2020-12-09,16506.0,Whey
146,2020-12-10,13476.0,Whey
147,2020-12-11,13476.0,Whey
148,2020-12-12,19630.0,Whey
149,2020-12-13,18079.0,Whey
150,2020-12-14,18079.0,Whey
151,2020-12-15,13212.0,Whey
152,2020-12-16,13212.0,Whey
153,2020-12-17,14029.0,Whey
154,2020-12-18,14029.0,Whey
155,2020-12-19,14029.0,Whey
156,2020-12-20,13711.0,Whey
157,2020-12-21,14521.0,Whey
158,2020-12-22,14521.0,Whey
159,2020-12-23,17249.0,Whey
160,2020-12-24,11158.0,Whey
161,2020-12-25,11158.0,Whey
162,2020-12-26,11158.0,Whey
163,2020-12-27,11158.0,Whey
164,2020-12-28,16873.0,Whey
165,2020-12-29,16873.0,Whey
166,2020-12-30,12178.0,Whey
167,2020-12-31,12178.0,Whey
168,2021-01-01,12178.0,Whey
169,2021-01-02,12866.0,Whey
170,2021-01-03,12866.0,Whey
171,2021-01-04,12866.0,Whey
172,2021-01-05,13354.0,Whey
173,2021-01-06,13354.0,Whey
174,2021-01-07,13354.0,Whey
175,2021-01-08,14070.0,Whey
176,2021-01-09,14070.0,Whey
177,2021-01-10,14070.0,Whey
178,2021-01-11,12144.0,Whey
179,2021-01-12,12144.0,Whey
180,2021-01-13,12144.0,Whey
181,2021-01-14,12144.0,Whey
182,2021-01-15,14115.0,Whey
183,2021-01-16,12182.0,Whey
184,2021-01-17,12182.0,Whey
185,2021-01-18,13117.0,Whey
186,2021-01-19,13117.0,Whey
187,2021-01-20,12840.0,Whey
188,2021-01-21,12840.0,Whey
189,2021-01-22,13160.0,Whey
190,2021-01-23,13160.0,Whey
191,2021-01-24,13160.0,Whey
192,2021-01-25,15202.0,Whey
193,2021-01-26,16700.0,Whey
194,2021-01-27,16700.0,Whey
195,2021-01-28,16700.0,Whey
196,2021-01-29,12479.0,Whey
197,2021-01-30,12479.0,Whey
198,2021-01-31,10922.0,Whey
199,2021-02-01,10922.0,Whey
200,2021-02-02,10244.0,Whey
201,2021-02-03,10244.0,Whey
202,2021-02-04,11934.0,Whey
203,2021-02-05,13169.0,Whey
204,2021-02-06,13169.0,Whey
205,2021-02-07,13169.0,Whey
206,2021-02-08,13169.0,Whey
207,2021-02-09,12200.0,Whey
208,2021-02-10,12200.0,Whey
209,2021-02-11,12200.0,Whey
210,2021-02-12,12121.0,Whey
211,2021-02-13,12121.0,Whey
212,2021-02-14,11848.0,Whey
213,2021-02-15,11297.0,Whey
214,2021-02-16,11297.0,Whey
215,2021-02-17,11297.0,Whey
216,2021-02-18,10351.0,Whey
217,2021-02-19,10351.0,Whey
218,2021-02-20,10601.0,Whey
219,2021-02-21,10601.0,Whey
220,2021-02-22,13270.0,Whey
221,2021-02-23,13270.0,Whey
222,2021-02-24,10961.0,Whey
223,2021-02-25,10961.0,Whey
224,2021-02-26,10961.0,Whey
225,2021-02-27,12364.0,Whey
226,2021-02-28,12364.0,Whey
227,2021-03-01,12364.0,Whey
228,2021-03-02,12570.0,Whey
229,2021-03-03,10128.0,Whey
230,2021-03-04,10128.0,Whey
231,2021-03-05,10128.0,Whey
232,2021-03-06,12273.0,Whey
233,2021-03-07,12273.0,Whey
234,2021-03-08,12293.0,Whey
235,2021-03-09,12293.0,Whey
236,2021-03-10,12293.0,Whey
237,2021-03-11,12024.0,Whey
238,2021-03-12,12506.0,Whey
239,2021-03-13,12506.0,Whey
240,2021-03-14,12506.0,Whey
241,2021-03-15,12640.0,Whey
242,2021-03-16,12640.0,Whey
243,2021-03-17,12017.0,Whey
244,2021-03-18,12017.0,Whey
245,2021-03-19,12017.0,Whey
246,2021-03-20,12017.0,Whey
247,2021-03-21,11433.0,Whey
248,2021-03-22,11433.0,Whey
249,2021-03-23,11433.0,Whey
250,2021-03-24,11767.0,Whey
251,2021-03-25,11767.0,Whey
252,2021-03-26,11659.0,Whey
253,2021-03-27,11659.0,Whey
254,2021-03-28,11659.0,Whey
255,2021-03-29,11757.0,Whey
256,2021-03-30,11757.0,Whey
257,2021-03-31,11757.0,Whey
258,2021-04-01,11757.0,Whey
259,2021-04-02,11757.0,Whey
260,2021-04-03,11757.0,Whey
261,2021-04-04,11757.0,Whey
262,2021-04-05,11480.0,Whey
263,2021-04-06,11480.0,Whey
264,2021-04-07,11287.0,Whey
265,2021-04-08,12071.0,Whey
266,2021-04-09,12071.0,Whey
267,2021-04-10,13312.0,Whey
268,2021-04-11,11890.0,Whey
269,2021-04-12,11890.0,Whey
270,2021-04-13,11034.0,Whey
271,2021-04-14,11034.0,Whey
272,2021-04-15,11034.0,Whey
273,2021-04-16,10795.0,Whey
274,2021-04-17,10795.0,Whey
275,2021-04-18,9837.0,Whey
276,2021-04-19,9837.0,Whey
277,2021-04-20,11356.0,Whey
278,2021-04-21,9867.0,Whey
279,2021-04-22,11955.0,Whey
280,2021-04-23,9442.0,Whey
281,2021-04-24,9442.0,Whey
282,2021-04-25,9442.0,Whey
283,2021-04-26,11586.0,Whey
284,2021-04-27,11586.0,Whey
285,2021-04-28,11586.0,Whey
286,2021-04-29,10657.0,Whey
287,2021-04-30,10657.0,Whey
288,2021-05-01,10657.0,Whey
289,2021-05-02,9044.0,Whey
290,2021-05-03,9044.0,Whey
291,2021-05-04,10581.0,Whey
292,2021-05-05,9581.0,Whey
293,2021-05-06,8610.0,Whey
294,2021-05-07,8610.0,Whey
295,2021-05-08,8610.0,Whey
296,2021-05-09,8610.0,Whey
297,2021-05-10,10503.0,Whey
298,2021-05-11,10503.0,Whey
299,2021-05-12,10231.0,Whey
300,2021-05-13,8974.0,Whey
301,2021-05-14,8974.0,Whey
302,2021-05-15,8974.0,Whey
303,2021-05-16,10055.0,Whey
304,2021-05-17,10055.0,Whey
305,2021-05-18,10055.0,Whey
306,2021-05-19,7683.0,Whey
307,2021-05-20,7216.0,Whey
308,2021-05-21,8337.0,Whey
309,2021-05-22,8337.0,Whey
310,2021-05-23,8337.0,Whey
311,2021-05-24,10210.0,Whey
312,2021-05-25,10210.0,Whey
313,2021-05-26,9747.0,Whey
314,2021-05-27,9747.0,Whey
315,2021-05-28,8363.0,Whey
316,2021-05-29,8363.0,Whey
317,2021-05-30,9585.0,Whey
318,2021-05-31,9228.0,Whey
319,2021-06-01,9228.0,Whey
320,2021-06-02,9736.0,Whey
321,2021-06-03,9736.0,Whey
322,2021-06-04,9161.0,Whey
323,2021-06-05,9426.0,Whey
324,2021-06-06,9426.0,Whey
325,2021-06-07,10420.0,Whey
326,2021-06-08,10420.0,Whey
327,2021-06-09,10949.0,Whey
328,2021-06-10,10949.0,Whey
329,2021-06-11,7451.0,Whey
330,2021-06-12,7451.0,Whey
331,2021-06-13,9978.0,Whey
332,2021-06-14,9251.0,Whey
333,2021-06-15,9382.0,Whey
334,2021-06-16,9382.0,Whey
335,2021-06-17,9931.0,Whey
336,2021-06-18,10981.0,Whey
337,2021-06-19,11587.0,Whey
338,2021-06-20,12616.0,Whey
339,2021-06-21,12413.0,Whey
340,2021-06-22,14552.0,Whey
341,2021-06-23,13918.0,Whey
342,2021-06-24,12247.0,Whey
343,2021-06-25,11137.0,Whey
344,2021-06-26,9622.0,Whey
345,2021-06-27,12920.0,Whey
346,2021-06-28,12920.0,Whey
347,2021-06-29,12920.0,Whey
348,2021-06-30,11365.0,Whey
349,2021-07-01,12398.0,Whey
350,2021-07-02,11494.0,Whey
351,2021-07-03,11230.0,Whey
352,2021-07-04,11291.0,Whey
353,2021-07-05,11291.0,Whey
354,2021-07-06,11050.0,Whey
355,2021-07-07,11050.0,Whey
356,2021-07-08,11050.0,Whey
357,2021-07-09,12686.0,Whey
358,2021-07-10,12686.0,Whey
359,2021-07-11,14026.0,Whey
