,date,value,name_B01M3PSOK9
53,2020-07-24,16788.0,Insulin Injectors
54,2020-07-25,16788.0,Insulin Injectors
55,2020-07-26,16800.0,Insulin Injectors
56,2020-07-27,14657.0,Insulin Injectors
57,2020-07-28,14657.0,Insulin Injectors
58,2020-07-29,14657.0,Insulin Injectors
59,2020-07-30,13237.0,Insulin Injectors
60,2020-07-31,13237.0,Insulin Injectors
61,2020-08-01,13237.0,Insulin Injectors
62,2020-08-02,13237.0,Insulin Injectors
63,2020-08-03,16128.0,Insulin Injectors
64,2020-08-04,16128.0,Insulin Injectors
65,2020-08-05,13860.0,Insulin Injectors
66,2020-08-06,13860.0,Insulin Injectors
67,2020-08-07,13860.0,Insulin Injectors
68,2020-08-08,13860.0,Insulin Injectors
69,2020-08-09,13860.0,Insulin Injectors
70,2020-08-10,49473.0,Insulin Injectors
71,2020-08-11,34709.0,Insulin Injectors
72,2020-08-12,34709.0,Insulin Injectors
73,2020-08-13,34709.0,Insulin Injectors
74,2020-08-14,27529.0,Insulin Injectors
75,2020-08-15,27529.0,Insulin Injectors
76,2020-08-16,27529.0,Insulin Injectors
77,2020-08-17,17707.0,Insulin Injectors
78,2020-08-18,15233.0,Insulin Injectors
79,2020-08-19,17041.0,Insulin Injectors
80,2020-08-20,17041.0,Insulin Injectors
81,2020-08-21,14100.0,Insulin Injectors
82,2020-08-22,14100.0,Insulin Injectors
83,2020-08-23,14100.0,Insulin Injectors
84,2020-08-24,15311.0,Insulin Injectors
85,2020-08-25,15311.0,Insulin Injectors
86,2020-08-26,15311.0,Insulin Injectors
87,2020-08-27,12376.0,Insulin Injectors
88,2020-08-28,11614.0,Insulin Injectors
89,2020-08-29,11614.0,Insulin Injectors
90,2020-08-30,11614.0,Insulin Injectors
91,2020-08-31,13187.0,Insulin Injectors
92,2020-09-01,13296.0,Insulin Injectors
93,2020-09-02,13296.0,Insulin Injectors
94,2020-09-03,13296.0,Insulin Injectors
95,2020-09-04,10363.0,Insulin Injectors
96,2020-09-05,9867.0,Insulin Injectors
97,2020-09-06,9867.0,Insulin Injectors
98,2020-09-07,9867.0,Insulin Injectors
99,2020-09-08,11391.0,Insulin Injectors
100,2020-09-09,9955.0,Insulin Injectors
101,2020-09-10,9955.0,Insulin Injectors
102,2020-09-11,9955.0,Insulin Injectors
103,2020-09-12,11505.0,Insulin Injectors
104,2020-09-13,11505.0,Insulin Injectors
105,2020-09-14,13595.0,Insulin Injectors
106,2020-09-15,13595.0,Insulin Injectors
107,2020-09-16,13595.0,Insulin Injectors
108,2020-09-17,12652.0,Insulin Injectors
109,2020-09-18,12652.0,Insulin Injectors
110,2020-09-19,12652.0,Insulin Injectors
111,2020-09-20,12652.0,Insulin Injectors
112,2020-09-21,14602.0,Insulin Injectors
113,2020-09-22,14602.0,Insulin Injectors
114,2020-09-23,14602.0,Insulin Injectors
115,2020-09-24,14305.0,Insulin Injectors
116,2020-09-25,14305.0,Insulin Injectors
117,2020-09-26,14305.0,Insulin Injectors
118,2020-09-27,17327.0,Insulin Injectors
119,2020-09-28,16425.0,Insulin Injectors
120,2020-09-29,16425.0,Insulin Injectors
121,2020-09-30,16425.0,Insulin Injectors
122,2020-10-01,12077.0,Insulin Injectors
123,2020-10-02,12077.0,Insulin Injectors
124,2020-10-03,12077.0,Insulin Injectors
125,2020-10-04,12077.0,Insulin Injectors
126,2020-10-05,15528.0,Insulin Injectors
127,2020-10-06,13661.0,Insulin Injectors
128,2020-10-07,14796.0,Insulin Injectors
129,2020-10-08,14796.0,Insulin Injectors
130,2020-10-09,14796.0,Insulin Injectors
131,2020-10-10,15930.0,Insulin Injectors
132,2020-10-11,15930.0,Insulin Injectors
133,2020-10-12,15930.0,Insulin Injectors
134,2020-10-13,12633.0,Insulin Injectors
135,2020-10-14,12633.0,Insulin Injectors
136,2020-10-15,12633.0,Insulin Injectors
137,2020-10-16,11080.0,Insulin Injectors
138,2020-10-17,11080.0,Insulin Injectors
139,2020-10-18,10958.0,Insulin Injectors
140,2020-10-19,10958.0,Insulin Injectors
141,2020-10-20,14488.0,Insulin Injectors
142,2020-10-21,14488.0,Insulin Injectors
143,2020-10-22,14488.0,Insulin Injectors
144,2020-10-23,10333.0,Insulin Injectors
145,2020-10-24,10333.0,Insulin Injectors
146,2020-10-25,10333.0,Insulin Injectors
147,2020-10-26,6134.0,Insulin Injectors
148,2020-10-27,6134.0,Insulin Injectors
149,2020-10-28,6134.0,Insulin Injectors
150,2020-10-29,4996.0,Insulin Injectors
151,2020-10-30,4996.0,Insulin Injectors
152,2020-10-31,9878.0,Insulin Injectors
153,2020-11-01,9878.0,Insulin Injectors
154,2020-11-02,9878.0,Insulin Injectors
155,2020-11-03,21316.0,Insulin Injectors
156,2020-11-04,21316.0,Insulin Injectors
157,2020-11-05,15780.0,Insulin Injectors
158,2020-11-06,15780.0,Insulin Injectors
159,2020-11-07,19479.0,Insulin Injectors
160,2020-11-08,19479.0,Insulin Injectors
161,2020-11-09,19479.0,Insulin Injectors
162,2020-11-10,30691.0,Insulin Injectors
163,2020-11-11,30691.0,Insulin Injectors
164,2020-11-12,30691.0,Insulin Injectors
165,2020-11-13,61702.0,Insulin Injectors
166,2020-11-14,61702.0,Insulin Injectors
167,2020-11-15,61369.0,Insulin Injectors
168,2020-11-16,61369.0,Insulin Injectors
169,2020-11-17,61369.0,Insulin Injectors
170,2020-11-18,74830.0,Insulin Injectors
171,2020-11-19,74830.0,Insulin Injectors
172,2020-11-20,74830.0,Insulin Injectors
173,2020-11-21,79858.0,Insulin Injectors
174,2020-11-22,79858.0,Insulin Injectors
175,2020-11-23,79858.0,Insulin Injectors
176,2020-11-24,101671.0,Insulin Injectors
177,2020-11-25,92839.0,Insulin Injectors
178,2020-11-26,92839.0,Insulin Injectors
179,2020-11-27,92839.0,Insulin Injectors
180,2020-11-28,119203.0,Insulin Injectors
181,2020-11-29,119203.0,Insulin Injectors
182,2020-11-30,119203.0,Insulin Injectors
183,2020-12-01,141223.0,Insulin Injectors
184,2020-12-02,141223.0,Insulin Injectors
185,2020-12-03,141223.0,Insulin Injectors
186,2020-12-04,133882.0,Insulin Injectors
187,2020-12-05,133882.0,Insulin Injectors
188,2020-12-06,133882.0,Insulin Injectors
189,2020-12-07,143044.0,Insulin Injectors
190,2020-12-08,143044.0,Insulin Injectors
191,2020-12-09,143044.0,Insulin Injectors
192,2020-12-10,47766.0,Insulin Injectors
193,2020-12-11,47766.0,Insulin Injectors
194,2020-12-12,47766.0,Insulin Injectors
195,2020-12-13,26525.0,Insulin Injectors
196,2020-12-14,26525.0,Insulin Injectors
197,2020-12-15,26525.0,Insulin Injectors
198,2020-12-16,18897.0,Insulin Injectors
199,2020-12-17,18351.0,Insulin Injectors
200,2020-12-18,18351.0,Insulin Injectors
201,2020-12-19,18351.0,Insulin Injectors
202,2020-12-20,13403.0,Insulin Injectors
203,2020-12-21,13403.0,Insulin Injectors
204,2020-12-22,15575.0,Insulin Injectors
205,2020-12-23,15575.0,Insulin Injectors
206,2020-12-24,12539.0,Insulin Injectors
207,2020-12-25,12539.0,Insulin Injectors
208,2020-12-26,12095.0,Insulin Injectors
209,2020-12-27,12095.0,Insulin Injectors
210,2020-12-28,12095.0,Insulin Injectors
211,2020-12-29,13140.0,Insulin Injectors
212,2020-12-30,13140.0,Insulin Injectors
213,2020-12-31,13140.0,Insulin Injectors
214,2021-01-01,13140.0,Insulin Injectors
215,2021-01-02,13140.0,Insulin Injectors
216,2021-01-03,13140.0,Insulin Injectors
217,2021-01-04,17337.0,Insulin Injectors
218,2021-01-05,17337.0,Insulin Injectors
219,2021-01-06,17337.0,Insulin Injectors
220,2021-01-07,13130.0,Insulin Injectors
221,2021-01-08,13885.0,Insulin Injectors
222,2021-01-09,13885.0,Insulin Injectors
223,2021-01-10,13885.0,Insulin Injectors
224,2021-01-11,16791.0,Insulin Injectors
225,2021-01-12,16791.0,Insulin Injectors
226,2021-01-13,16791.0,Insulin Injectors
227,2021-01-14,14374.0,Insulin Injectors
228,2021-01-15,14374.0,Insulin Injectors
229,2021-01-16,14374.0,Insulin Injectors
230,2021-01-17,14374.0,Insulin Injectors
231,2021-01-18,14714.0,Insulin Injectors
232,2021-01-19,14714.0,Insulin Injectors
233,2021-01-20,13730.0,Insulin Injectors
234,2021-01-21,12365.0,Insulin Injectors
235,2021-01-22,12365.0,Insulin Injectors
236,2021-01-23,12365.0,Insulin Injectors
237,2021-01-24,12365.0,Insulin Injectors
238,2021-01-25,17965.0,Insulin Injectors
239,2021-01-26,16376.0,Insulin Injectors
240,2021-01-27,16376.0,Insulin Injectors
241,2021-01-28,16376.0,Insulin Injectors
242,2021-01-29,12822.0,Insulin Injectors
243,2021-01-30,12822.0,Insulin Injectors
244,2021-01-31,12822.0,Insulin Injectors
245,2021-02-01,17296.0,Insulin Injectors
246,2021-02-02,17296.0,Insulin Injectors
247,2021-02-03,17296.0,Insulin Injectors
248,2021-02-04,10815.0,Insulin Injectors
249,2021-02-05,10815.0,Insulin Injectors
250,2021-02-06,10815.0,Insulin Injectors
251,2021-02-07,10815.0,Insulin Injectors
252,2021-02-08,14216.0,Insulin Injectors
253,2021-02-09,11463.0,Insulin Injectors
254,2021-02-10,11463.0,Insulin Injectors
255,2021-02-11,11463.0,Insulin Injectors
256,2021-02-12,11386.0,Insulin Injectors
257,2021-02-13,11386.0,Insulin Injectors
258,2021-02-14,11386.0,Insulin Injectors
259,2021-02-15,12753.0,Insulin Injectors
260,2021-02-16,12753.0,Insulin Injectors
261,2021-02-17,11453.0,Insulin Injectors
262,2021-02-18,11453.0,Insulin Injectors
263,2021-02-19,11453.0,Insulin Injectors
264,2021-02-20,13254.0,Insulin Injectors
265,2021-02-21,13254.0,Insulin Injectors
266,2021-02-22,13254.0,Insulin Injectors
267,2021-02-23,13118.0,Insulin Injectors
268,2021-02-24,13118.0,Insulin Injectors
269,2021-02-25,13068.0,Insulin Injectors
270,2021-02-26,13068.0,Insulin Injectors
271,2021-02-27,13068.0,Insulin Injectors
272,2021-02-28,13068.0,Insulin Injectors
273,2021-03-01,14389.0,Insulin Injectors
274,2021-03-02,12066.0,Insulin Injectors
275,2021-03-03,12066.0,Insulin Injectors
276,2021-03-04,12066.0,Insulin Injectors
277,2021-03-05,12567.0,Insulin Injectors
278,2021-03-06,11391.0,Insulin Injectors
279,2021-03-07,11391.0,Insulin Injectors
280,2021-03-08,13639.0,Insulin Injectors
281,2021-03-09,13639.0,Insulin Injectors
282,2021-03-10,14410.0,Insulin Injectors
283,2021-03-11,14773.0,Insulin Injectors
284,2021-03-12,14773.0,Insulin Injectors
285,2021-03-13,14773.0,Insulin Injectors
286,2021-03-14,14773.0,Insulin Injectors
287,2021-03-15,12435.0,Insulin Injectors
288,2021-03-16,12435.0,Insulin Injectors
289,2021-03-17,11799.0,Insulin Injectors
290,2021-03-18,10347.0,Insulin Injectors
291,2021-03-19,10347.0,Insulin Injectors
292,2021-03-20,10347.0,Insulin Injectors
293,2021-03-21,10347.0,Insulin Injectors
294,2021-03-22,13255.0,Insulin Injectors
295,2021-03-23,13255.0,Insulin Injectors
296,2021-03-24,12322.0,Insulin Injectors
297,2021-03-25,12322.0,Insulin Injectors
298,2021-03-26,12322.0,Insulin Injectors
299,2021-03-27,12322.0,Insulin Injectors
300,2021-03-28,12322.0,Insulin Injectors
301,2021-03-29,16393.0,Insulin Injectors
302,2021-03-30,16393.0,Insulin Injectors
303,2021-03-31,16393.0,Insulin Injectors
304,2021-04-01,16393.0,Insulin Injectors
305,2021-04-02,11344.0,Insulin Injectors
306,2021-04-03,11344.0,Insulin Injectors
307,2021-04-04,14794.0,Insulin Injectors
308,2021-04-05,14794.0,Insulin Injectors
309,2021-04-06,14794.0,Insulin Injectors
310,2021-04-07,12316.0,Insulin Injectors
311,2021-04-08,12316.0,Insulin Injectors
312,2021-04-09,13341.0,Insulin Injectors
313,2021-04-10,13341.0,Insulin Injectors
314,2021-04-11,13341.0,Insulin Injectors
315,2021-04-12,15868.0,Insulin Injectors
316,2021-04-13,15868.0,Insulin Injectors
317,2021-04-14,15297.0,Insulin Injectors
318,2021-04-15,15297.0,Insulin Injectors
319,2021-04-16,13372.0,Insulin Injectors
320,2021-04-17,13332.0,Insulin Injectors
321,2021-04-18,13332.0,Insulin Injectors
322,2021-04-19,13332.0,Insulin Injectors
323,2021-04-20,14612.0,Insulin Injectors
324,2021-04-21,13320.0,Insulin Injectors
325,2021-04-22,13320.0,Insulin Injectors
326,2021-04-23,12255.0,Insulin Injectors
327,2021-04-24,10759.0,Insulin Injectors
328,2021-04-25,10759.0,Insulin Injectors
329,2021-04-26,15709.0,Insulin Injectors
330,2021-04-27,15709.0,Insulin Injectors
331,2021-04-28,12759.0,Insulin Injectors
332,2021-04-29,12759.0,Insulin Injectors
333,2021-04-30,12239.0,Insulin Injectors
334,2021-05-01,12239.0,Insulin Injectors
335,2021-05-02,11104.0,Insulin Injectors
336,2021-05-03,11104.0,Insulin Injectors
337,2021-05-04,11104.0,Insulin Injectors
338,2021-05-05,12556.0,Insulin Injectors
339,2021-05-06,12556.0,Insulin Injectors
340,2021-05-07,11150.0,Insulin Injectors
341,2021-05-08,12877.0,Insulin Injectors
342,2021-05-09,13045.0,Insulin Injectors
343,2021-05-10,13045.0,Insulin Injectors
344,2021-05-11,14399.0,Insulin Injectors
345,2021-05-12,14399.0,Insulin Injectors
346,2021-05-13,14399.0,Insulin Injectors
347,2021-05-14,11221.0,Insulin Injectors
348,2021-05-15,14994.0,Insulin Injectors
349,2021-05-16,14994.0,Insulin Injectors
350,2021-05-17,14994.0,Insulin Injectors
351,2021-05-18,11614.0,Insulin Injectors
352,2021-05-19,11614.0,Insulin Injectors
353,2021-05-20,12447.0,Insulin Injectors
354,2021-05-21,11228.0,Insulin Injectors
355,2021-05-22,11228.0,Insulin Injectors
356,2021-05-23,13539.0,Insulin Injectors
357,2021-05-24,13539.0,Insulin Injectors
358,2021-05-25,13539.0,Insulin Injectors
359,2021-05-26,12456.0,Insulin Injectors
360,2021-05-27,12456.0,Insulin Injectors
361,2021-05-28,12207.0,Insulin Injectors
362,2021-05-29,12207.0,Insulin Injectors
363,2021-05-30,12207.0,Insulin Injectors
364,2021-05-31,10493.0,Insulin Injectors
365,2021-06-01,12462.0,Insulin Injectors
366,2021-06-02,12462.0,Insulin Injectors
367,2021-06-03,12765.0,Insulin Injectors
368,2021-06-04,12765.0,Insulin Injectors
369,2021-06-05,12765.0,Insulin Injectors
370,2021-06-06,12765.0,Insulin Injectors
371,2021-06-07,13776.0,Insulin Injectors
372,2021-06-08,13776.0,Insulin Injectors
373,2021-06-09,10954.0,Insulin Injectors
374,2021-06-10,10954.0,Insulin Injectors
375,2021-06-11,10954.0,Insulin Injectors
376,2021-06-12,10731.0,Insulin Injectors
377,2021-06-13,10731.0,Insulin Injectors
378,2021-06-14,10731.0,Insulin Injectors
379,2021-06-15,12606.0,Insulin Injectors
380,2021-06-16,13515.0,Insulin Injectors
381,2021-06-17,13515.0,Insulin Injectors
382,2021-06-18,17700.0,Insulin Injectors
383,2021-06-19,17700.0,Insulin Injectors
384,2021-06-20,17700.0,Insulin Injectors
385,2021-06-21,50149.0,Insulin Injectors
386,2021-06-22,67972.0,Insulin Injectors
387,2021-06-23,67972.0,Insulin Injectors
388,2021-06-24,67972.0,Insulin Injectors
389,2021-06-25,68594.0,Insulin Injectors
390,2021-06-26,68594.0,Insulin Injectors
391,2021-06-27,68594.0,Insulin Injectors
392,2021-06-28,77071.0,Insulin Injectors
393,2021-06-29,77071.0,Insulin Injectors
394,2021-06-30,77071.0,Insulin Injectors
395,2021-07-01,27899.0,Insulin Injectors
396,2021-07-02,27899.0,Insulin Injectors
397,2021-07-03,27899.0,Insulin Injectors
398,2021-07-04,27899.0,Insulin Injectors
399,2021-07-05,27899.0,Insulin Injectors
400,2021-07-06,13002.0,Insulin Injectors
401,2021-07-07,13002.0,Insulin Injectors
402,2021-07-08,12459.0,Insulin Injectors
403,2021-07-09,12459.0,Insulin Injectors
404,2021-07-10,12459.0,Insulin Injectors
405,2021-07-11,15766.0,Insulin Injectors
