,date,value,name_B0716JGVP5
607,2020-03-08,19261.0,Laminating Supplies
608,2020-03-09,19261.0,Laminating Supplies
609,2020-03-10,19261.0,Laminating Supplies
610,2020-03-11,19261.0,Laminating Supplies
611,2020-03-12,19261.0,Laminating Supplies
612,2020-03-13,19261.0,Laminating Supplies
613,2020-03-14,19261.0,Laminating Supplies
614,2020-03-15,19261.0,Laminating Supplies
615,2020-03-16,19261.0,Laminating Supplies
616,2020-03-17,19261.0,Laminating Supplies
617,2020-03-18,19261.0,Laminating Supplies
618,2020-03-19,19261.0,Laminating Supplies
619,2020-03-20,19261.0,Laminating Supplies
620,2020-03-21,19261.0,Laminating Supplies
621,2020-03-22,19261.0,Laminating Supplies
622,2020-03-23,19261.0,Laminating Supplies
623,2020-03-24,19261.0,Laminating Supplies
624,2020-03-25,19261.0,Laminating Supplies
625,2020-03-26,19261.0,Laminating Supplies
626,2020-03-27,19261.0,Laminating Supplies
627,2020-03-28,19261.0,Laminating Supplies
628,2020-03-29,19261.0,Laminating Supplies
629,2020-03-30,19261.0,Laminating Supplies
630,2020-03-31,19261.0,Laminating Supplies
631,2020-04-01,19261.0,Laminating Supplies
632,2020-04-02,19261.0,Laminating Supplies
633,2020-04-03,19261.0,Laminating Supplies
634,2020-04-04,19261.0,Laminating Supplies
635,2020-04-05,19261.0,Laminating Supplies
636,2020-04-06,19261.0,Laminating Supplies
637,2020-04-07,19261.0,Laminating Supplies
638,2020-04-08,19261.0,Laminating Supplies
639,2020-04-09,19261.0,Laminating Supplies
640,2020-04-10,19261.0,Laminating Supplies
641,2020-04-11,19261.0,Laminating Supplies
642,2020-04-12,19261.0,Laminating Supplies
643,2020-04-13,19261.0,Laminating Supplies
644,2020-04-14,19261.0,Laminating Supplies
645,2020-04-15,19261.0,Laminating Supplies
646,2020-04-16,19261.0,Laminating Supplies
647,2020-04-17,19261.0,Laminating Supplies
648,2020-04-18,19261.0,Laminating Supplies
649,2020-04-19,19261.0,Laminating Supplies
650,2020-04-20,19261.0,Laminating Supplies
651,2020-04-21,19261.0,Laminating Supplies
652,2020-04-22,19261.0,Laminating Supplies
653,2020-04-23,19261.0,Laminating Supplies
654,2020-04-24,19261.0,Laminating Supplies
655,2020-04-25,19261.0,Laminating Supplies
656,2020-04-26,19261.0,Laminating Supplies
657,2020-04-27,19261.0,Laminating Supplies
658,2020-04-28,19261.0,Laminating Supplies
659,2020-04-29,19261.0,Laminating Supplies
660,2020-04-30,19261.0,Laminating Supplies
661,2020-05-01,19261.0,Laminating Supplies
662,2020-05-02,19261.0,Laminating Supplies
663,2020-05-03,19261.0,Laminating Supplies
664,2020-05-04,19261.0,Laminating Supplies
665,2020-05-05,19261.0,Laminating Supplies
666,2020-05-06,19261.0,Laminating Supplies
667,2020-05-07,19261.0,Laminating Supplies
668,2020-05-08,19261.0,Laminating Supplies
669,2020-05-09,19261.0,Laminating Supplies
670,2020-05-10,19261.0,Laminating Supplies
671,2020-05-11,19261.0,Laminating Supplies
672,2020-05-12,19261.0,Laminating Supplies
673,2020-05-13,19261.0,Laminating Supplies
674,2020-05-14,19261.0,Laminating Supplies
675,2020-05-15,19261.0,Laminating Supplies
676,2020-05-16,19261.0,Laminating Supplies
677,2020-05-17,19261.0,Laminating Supplies
678,2020-05-18,19261.0,Laminating Supplies
679,2020-05-19,19261.0,Laminating Supplies
680,2020-05-20,19261.0,Laminating Supplies
681,2020-05-21,19261.0,Laminating Supplies
682,2020-05-22,19261.0,Laminating Supplies
683,2020-05-23,19261.0,Laminating Supplies
684,2020-05-24,19261.0,Laminating Supplies
685,2020-05-25,5090.0,Laminating Supplies
686,2020-05-26,6160.0,Laminating Supplies
687,2020-05-27,6160.0,Laminating Supplies
688,2020-05-28,4006.0,Laminating Supplies
689,2020-05-29,4326.0,Laminating Supplies
690,2020-05-30,4326.0,Laminating Supplies
691,2020-05-31,4326.0,Laminating Supplies
692,2020-06-01,4326.0,Laminating Supplies
693,2020-06-02,4326.0,Laminating Supplies
694,2020-06-03,4326.0,Laminating Supplies
695,2020-06-04,4326.0,Laminating Supplies
696,2020-06-05,4326.0,Laminating Supplies
697,2020-06-06,4326.0,Laminating Supplies
698,2020-06-07,4583.0,Laminating Supplies
699,2020-06-08,4583.0,Laminating Supplies
700,2020-06-09,4583.0,Laminating Supplies
701,2020-06-10,4631.0,Laminating Supplies
702,2020-06-11,4631.0,Laminating Supplies
703,2020-06-12,4631.0,Laminating Supplies
704,2020-06-13,5379.0,Laminating Supplies
705,2020-06-14,5379.0,Laminating Supplies
706,2020-06-15,5631.0,Laminating Supplies
707,2020-06-16,5500.0,Laminating Supplies
708,2020-06-17,5500.0,Laminating Supplies
709,2020-06-18,5500.0,Laminating Supplies
710,2020-06-19,5312.0,Laminating Supplies
711,2020-06-20,5312.0,Laminating Supplies
712,2020-06-21,5312.0,Laminating Supplies
713,2020-06-22,5974.0,Laminating Supplies
714,2020-06-23,5974.0,Laminating Supplies
715,2020-06-24,5974.0,Laminating Supplies
716,2020-06-25,5612.0,Laminating Supplies
717,2020-06-26,6827.0,Laminating Supplies
718,2020-06-27,6827.0,Laminating Supplies
719,2020-06-28,6827.0,Laminating Supplies
720,2020-06-29,5558.0,Laminating Supplies
721,2020-06-30,5558.0,Laminating Supplies
722,2020-07-01,5558.0,Laminating Supplies
723,2020-07-02,4396.0,Laminating Supplies
724,2020-07-03,4118.0,Laminating Supplies
725,2020-07-04,4118.0,Laminating Supplies
726,2020-07-05,7242.0,Laminating Supplies
727,2020-07-06,7182.0,Laminating Supplies
728,2020-07-07,7182.0,Laminating Supplies
729,2020-07-08,5777.0,Laminating Supplies
730,2020-07-09,5777.0,Laminating Supplies
731,2020-07-10,5777.0,Laminating Supplies
732,2020-07-11,4468.0,Laminating Supplies
733,2020-07-12,4468.0,Laminating Supplies
734,2020-07-13,4468.0,Laminating Supplies
735,2020-07-14,4468.0,Laminating Supplies
736,2020-07-15,4468.0,Laminating Supplies
737,2020-07-16,6375.0,Laminating Supplies
738,2020-07-17,6375.0,Laminating Supplies
739,2020-07-18,6375.0,Laminating Supplies
740,2020-07-19,6375.0,Laminating Supplies
741,2020-07-20,6375.0,Laminating Supplies
742,2020-07-21,7029.0,Laminating Supplies
743,2020-07-22,7029.0,Laminating Supplies
744,2020-07-23,7029.0,Laminating Supplies
745,2020-07-24,6870.0,Laminating Supplies
746,2020-07-25,6870.0,Laminating Supplies
747,2020-07-26,6317.0,Laminating Supplies
748,2020-07-27,6436.0,Laminating Supplies
749,2020-07-28,6436.0,Laminating Supplies
750,2020-07-29,5498.0,Laminating Supplies
751,2020-07-30,5498.0,Laminating Supplies
752,2020-07-31,5498.0,Laminating Supplies
753,2020-08-01,5498.0,Laminating Supplies
754,2020-08-02,5498.0,Laminating Supplies
755,2020-08-03,5498.0,Laminating Supplies
756,2020-08-04,4910.0,Laminating Supplies
757,2020-08-05,3863.0,Laminating Supplies
758,2020-08-06,3863.0,Laminating Supplies
759,2020-08-07,3863.0,Laminating Supplies
760,2020-08-08,3274.0,Laminating Supplies
761,2020-08-09,3274.0,Laminating Supplies
762,2020-08-10,3634.0,Laminating Supplies
763,2020-08-11,3634.0,Laminating Supplies
764,2020-08-12,3634.0,Laminating Supplies
765,2020-08-13,3206.0,Laminating Supplies
766,2020-08-14,3206.0,Laminating Supplies
767,2020-08-15,3333.0,Laminating Supplies
768,2020-08-16,3333.0,Laminating Supplies
769,2020-08-17,3333.0,Laminating Supplies
770,2020-08-18,4479.0,Laminating Supplies
771,2020-08-19,4214.0,Laminating Supplies
772,2020-08-20,4214.0,Laminating Supplies
773,2020-08-21,4214.0,Laminating Supplies
774,2020-08-22,4469.0,Laminating Supplies
775,2020-08-23,4469.0,Laminating Supplies
776,2020-08-24,4469.0,Laminating Supplies
777,2020-08-25,6119.0,Laminating Supplies
778,2020-08-26,5629.0,Laminating Supplies
779,2020-08-27,5629.0,Laminating Supplies
780,2020-08-28,5629.0,Laminating Supplies
781,2020-08-29,4918.0,Laminating Supplies
782,2020-08-30,4918.0,Laminating Supplies
783,2020-08-31,4918.0,Laminating Supplies
784,2020-09-01,3405.0,Laminating Supplies
785,2020-09-02,3405.0,Laminating Supplies
786,2020-09-03,3232.0,Laminating Supplies
787,2020-09-04,3232.0,Laminating Supplies
788,2020-09-05,2511.0,Laminating Supplies
789,2020-09-06,2511.0,Laminating Supplies
790,2020-09-07,2511.0,Laminating Supplies
791,2020-09-08,4094.0,Laminating Supplies
792,2020-09-09,3089.0,Laminating Supplies
793,2020-09-10,3777.0,Laminating Supplies
794,2020-09-11,2946.0,Laminating Supplies
795,2020-09-12,2946.0,Laminating Supplies
796,2020-09-13,2946.0,Laminating Supplies
797,2020-09-14,5514.0,Laminating Supplies
798,2020-09-15,5111.0,Laminating Supplies
799,2020-09-16,5111.0,Laminating Supplies
800,2020-09-17,5111.0,Laminating Supplies
801,2020-09-18,5111.0,Laminating Supplies
802,2020-09-19,4787.0,Laminating Supplies
803,2020-09-20,4787.0,Laminating Supplies
804,2020-09-21,4787.0,Laminating Supplies
805,2020-09-22,7535.0,Laminating Supplies
806,2020-09-23,7535.0,Laminating Supplies
807,2020-09-24,7535.0,Laminating Supplies
808,2020-09-25,7601.0,Laminating Supplies
809,2020-09-26,7601.0,Laminating Supplies
810,2020-09-27,8652.0,Laminating Supplies
811,2020-09-28,8652.0,Laminating Supplies
812,2020-09-29,8652.0,Laminating Supplies
813,2020-09-30,8405.0,Laminating Supplies
814,2020-10-01,8405.0,Laminating Supplies
815,2020-10-02,8405.0,Laminating Supplies
816,2020-10-03,8405.0,Laminating Supplies
817,2020-10-04,9496.0,Laminating Supplies
818,2020-10-05,9496.0,Laminating Supplies
819,2020-10-06,12807.0,Laminating Supplies
820,2020-10-07,8268.0,Laminating Supplies
821,2020-10-08,8268.0,Laminating Supplies
822,2020-10-09,8268.0,Laminating Supplies
823,2020-10-10,8268.0,Laminating Supplies
824,2020-10-11,8268.0,Laminating Supplies
825,2020-10-12,8268.0,Laminating Supplies
826,2020-10-13,8268.0,Laminating Supplies
827,2020-10-14,12132.0,Laminating Supplies
828,2020-10-15,12132.0,Laminating Supplies
829,2020-10-16,12132.0,Laminating Supplies
830,2020-10-17,7659.0,Laminating Supplies
831,2020-10-18,7659.0,Laminating Supplies
832,2020-10-19,7659.0,Laminating Supplies
833,2020-10-20,8497.0,Laminating Supplies
834,2020-10-21,8005.0,Laminating Supplies
835,2020-10-22,8005.0,Laminating Supplies
836,2020-10-23,8005.0,Laminating Supplies
837,2020-10-24,5159.0,Laminating Supplies
838,2020-10-25,5159.0,Laminating Supplies
839,2020-10-26,5159.0,Laminating Supplies
840,2020-10-27,7838.0,Laminating Supplies
841,2020-10-28,6970.0,Laminating Supplies
842,2020-10-29,6317.0,Laminating Supplies
843,2020-10-30,5323.0,Laminating Supplies
844,2020-10-31,5323.0,Laminating Supplies
845,2020-11-01,5323.0,Laminating Supplies
846,2020-11-02,5323.0,Laminating Supplies
847,2020-11-03,5323.0,Laminating Supplies
848,2020-11-04,6725.0,Laminating Supplies
849,2020-11-05,6725.0,Laminating Supplies
850,2020-11-06,6725.0,Laminating Supplies
851,2020-11-07,5661.0,Laminating Supplies
852,2020-11-08,5661.0,Laminating Supplies
853,2020-11-09,5661.0,Laminating Supplies
854,2020-11-10,6855.0,Laminating Supplies
855,2020-11-11,6855.0,Laminating Supplies
856,2020-11-12,6855.0,Laminating Supplies
857,2020-11-13,7133.0,Laminating Supplies
858,2020-11-14,7133.0,Laminating Supplies
859,2020-11-15,7133.0,Laminating Supplies
860,2020-11-16,7133.0,Laminating Supplies
861,2020-11-17,7133.0,Laminating Supplies
862,2020-11-18,7291.0,Laminating Supplies
863,2020-11-19,7291.0,Laminating Supplies
864,2020-11-20,7291.0,Laminating Supplies
865,2020-11-21,7291.0,Laminating Supplies
866,2020-11-22,7291.0,Laminating Supplies
867,2020-11-23,7291.0,Laminating Supplies
868,2020-11-24,10095.0,Laminating Supplies
869,2020-11-25,10095.0,Laminating Supplies
870,2020-11-26,10095.0,Laminating Supplies
871,2020-11-27,9922.0,Laminating Supplies
872,2020-11-28,13609.0,Laminating Supplies
873,2020-11-29,13609.0,Laminating Supplies
874,2020-11-30,13609.0,Laminating Supplies
875,2020-12-01,8240.0,Laminating Supplies
876,2020-12-02,8240.0,Laminating Supplies
877,2020-12-03,8240.0,Laminating Supplies
878,2020-12-04,8240.0,Laminating Supplies
879,2020-12-05,8240.0,Laminating Supplies
880,2020-12-06,6200.0,Laminating Supplies
881,2020-12-07,6200.0,Laminating Supplies
882,2020-12-08,6200.0,Laminating Supplies
883,2020-12-09,6797.0,Laminating Supplies
884,2020-12-10,6797.0,Laminating Supplies
885,2020-12-11,6740.0,Laminating Supplies
886,2020-12-12,6740.0,Laminating Supplies
887,2020-12-13,8206.0,Laminating Supplies
888,2020-12-14,7465.0,Laminating Supplies
889,2020-12-15,7465.0,Laminating Supplies
890,2020-12-16,7327.0,Laminating Supplies
891,2020-12-17,7327.0,Laminating Supplies
892,2020-12-18,7327.0,Laminating Supplies
893,2020-12-19,7327.0,Laminating Supplies
894,2020-12-20,8694.0,Laminating Supplies
895,2020-12-21,8694.0,Laminating Supplies
896,2020-12-22,8694.0,Laminating Supplies
897,2020-12-23,11989.0,Laminating Supplies
898,2020-12-24,11989.0,Laminating Supplies
899,2020-12-25,11989.0,Laminating Supplies
900,2020-12-26,11989.0,Laminating Supplies
901,2020-12-27,11989.0,Laminating Supplies
902,2020-12-28,11989.0,Laminating Supplies
903,2020-12-29,11989.0,Laminating Supplies
904,2020-12-30,11502.0,Laminating Supplies
905,2020-12-31,11345.0,Laminating Supplies
906,2021-01-01,11345.0,Laminating Supplies
907,2021-01-02,11493.0,Laminating Supplies
908,2021-01-03,11493.0,Laminating Supplies
909,2021-01-04,11493.0,Laminating Supplies
910,2021-01-05,9567.0,Laminating Supplies
911,2021-01-06,9567.0,Laminating Supplies
912,2021-01-07,9567.0,Laminating Supplies
913,2021-01-08,9567.0,Laminating Supplies
914,2021-01-09,9567.0,Laminating Supplies
915,2021-01-10,12699.0,Laminating Supplies
916,2021-01-11,12699.0,Laminating Supplies
917,2021-01-12,10686.0,Laminating Supplies
918,2021-01-13,10686.0,Laminating Supplies
919,2021-01-14,10686.0,Laminating Supplies
920,2021-01-15,10686.0,Laminating Supplies
921,2021-01-16,10686.0,Laminating Supplies
922,2021-01-17,10686.0,Laminating Supplies
923,2021-01-18,10686.0,Laminating Supplies
924,2021-01-19,10686.0,Laminating Supplies
925,2021-01-20,7777.0,Laminating Supplies
926,2021-01-21,7777.0,Laminating Supplies
927,2021-01-22,7777.0,Laminating Supplies
928,2021-01-23,7777.0,Laminating Supplies
929,2021-01-24,9585.0,Laminating Supplies
930,2021-01-25,11333.0,Laminating Supplies
931,2021-01-26,11333.0,Laminating Supplies
932,2021-01-27,11333.0,Laminating Supplies
933,2021-01-28,11333.0,Laminating Supplies
934,2021-01-29,11333.0,Laminating Supplies
935,2021-01-30,11333.0,Laminating Supplies
936,2021-01-31,12427.0,Laminating Supplies
937,2021-02-01,12427.0,Laminating Supplies
938,2021-02-02,9322.0,Laminating Supplies
939,2021-02-03,9300.0,Laminating Supplies
940,2021-02-04,9300.0,Laminating Supplies
941,2021-02-05,9300.0,Laminating Supplies
942,2021-02-06,9500.0,Laminating Supplies
943,2021-02-07,9500.0,Laminating Supplies
944,2021-02-08,9500.0,Laminating Supplies
945,2021-02-09,9500.0,Laminating Supplies
946,2021-02-10,11707.0,Laminating Supplies
947,2021-02-11,9461.0,Laminating Supplies
948,2021-02-12,10306.0,Laminating Supplies
949,2021-02-13,10306.0,Laminating Supplies
950,2021-02-14,10306.0,Laminating Supplies
951,2021-02-15,13307.0,Laminating Supplies
952,2021-02-16,13307.0,Laminating Supplies
953,2021-02-17,13307.0,Laminating Supplies
954,2021-02-18,10908.0,Laminating Supplies
955,2021-02-19,10908.0,Laminating Supplies
956,2021-02-20,10908.0,Laminating Supplies
957,2021-02-21,8471.0,Laminating Supplies
958,2021-02-22,11151.0,Laminating Supplies
959,2021-02-23,11151.0,Laminating Supplies
960,2021-02-24,8065.0,Laminating Supplies
961,2021-02-25,7107.0,Laminating Supplies
962,2021-02-26,7107.0,Laminating Supplies
963,2021-02-27,7107.0,Laminating Supplies
964,2021-02-28,7107.0,Laminating Supplies
965,2021-03-01,7107.0,Laminating Supplies
966,2021-03-02,6194.0,Laminating Supplies
967,2021-03-03,6194.0,Laminating Supplies
968,2021-03-04,6194.0,Laminating Supplies
969,2021-03-05,6194.0,Laminating Supplies
970,2021-03-06,6194.0,Laminating Supplies
971,2021-03-07,8367.0,Laminating Supplies
972,2021-03-08,8367.0,Laminating Supplies
973,2021-03-09,8367.0,Laminating Supplies
974,2021-03-10,8367.0,Laminating Supplies
975,2021-03-11,8367.0,Laminating Supplies
976,2021-03-12,8367.0,Laminating Supplies
977,2021-03-13,8367.0,Laminating Supplies
978,2021-03-14,8943.0,Laminating Supplies
979,2021-03-15,8943.0,Laminating Supplies
980,2021-03-16,6238.0,Laminating Supplies
981,2021-03-17,9811.0,Laminating Supplies
982,2021-03-18,9811.0,Laminating Supplies
983,2021-03-19,10269.0,Laminating Supplies
984,2021-03-20,10269.0,Laminating Supplies
985,2021-03-21,10269.0,Laminating Supplies
986,2021-03-22,10269.0,Laminating Supplies
987,2021-03-23,8600.0,Laminating Supplies
988,2021-03-24,8600.0,Laminating Supplies
989,2021-03-25,8600.0,Laminating Supplies
990,2021-03-26,6190.0,Laminating Supplies
991,2021-03-27,6190.0,Laminating Supplies
992,2021-03-28,7078.0,Laminating Supplies
993,2021-03-29,8641.0,Laminating Supplies
994,2021-03-30,5913.0,Laminating Supplies
995,2021-03-31,5913.0,Laminating Supplies
996,2021-04-01,7156.0,Laminating Supplies
997,2021-04-02,7156.0,Laminating Supplies
998,2021-04-03,7156.0,Laminating Supplies
999,2021-04-04,6127.0,Laminating Supplies
1000,2021-04-05,6127.0,Laminating Supplies
1001,2021-04-06,8734.0,Laminating Supplies
1002,2021-04-07,7881.0,Laminating Supplies
1003,2021-04-08,7881.0,Laminating Supplies
1004,2021-04-09,7881.0,Laminating Supplies
1005,2021-04-10,4415.0,Laminating Supplies
1006,2021-04-11,4622.0,Laminating Supplies
1007,2021-04-12,4622.0,Laminating Supplies
1008,2021-04-13,4622.0,Laminating Supplies
1009,2021-04-14,7614.0,Laminating Supplies
1010,2021-04-15,6952.0,Laminating Supplies
1011,2021-04-16,6952.0,Laminating Supplies
1012,2021-04-17,5798.0,Laminating Supplies
1013,2021-04-18,5798.0,Laminating Supplies
1014,2021-04-19,5798.0,Laminating Supplies
1015,2021-04-20,12075.0,Laminating Supplies
1016,2021-04-21,12075.0,Laminating Supplies
1017,2021-04-22,12075.0,Laminating Supplies
1018,2021-04-23,7775.0,Laminating Supplies
1019,2021-04-24,7921.0,Laminating Supplies
1020,2021-04-25,7921.0,Laminating Supplies
1021,2021-04-26,7921.0,Laminating Supplies
1022,2021-04-27,7921.0,Laminating Supplies
1023,2021-04-28,7921.0,Laminating Supplies
1024,2021-04-29,3947.0,Laminating Supplies
1025,2021-04-30,3947.0,Laminating Supplies
1026,2021-05-01,3833.0,Laminating Supplies
1027,2021-05-02,3833.0,Laminating Supplies
1028,2021-05-03,3833.0,Laminating Supplies
1029,2021-05-04,3501.0,Laminating Supplies
1030,2021-05-05,3034.0,Laminating Supplies
1031,2021-05-06,3034.0,Laminating Supplies
1032,2021-05-07,3034.0,Laminating Supplies
1033,2021-05-08,2777.0,Laminating Supplies
1034,2021-05-09,3297.0,Laminating Supplies
1035,2021-05-10,3297.0,Laminating Supplies
1036,2021-05-11,2890.0,Laminating Supplies
1037,2021-05-12,2890.0,Laminating Supplies
1038,2021-05-13,2890.0,Laminating Supplies
1039,2021-05-14,3584.0,Laminating Supplies
1040,2021-05-15,3584.0,Laminating Supplies
1041,2021-05-16,3957.0,Laminating Supplies
1042,2021-05-17,5171.0,Laminating Supplies
1043,2021-05-18,5171.0,Laminating Supplies
1044,2021-05-19,3330.0,Laminating Supplies
1045,2021-05-20,3039.0,Laminating Supplies
1046,2021-05-21,3039.0,Laminating Supplies
1047,2021-05-22,3039.0,Laminating Supplies
1048,2021-05-23,4366.0,Laminating Supplies
1049,2021-05-24,5169.0,Laminating Supplies
1050,2021-05-25,5169.0,Laminating Supplies
1051,2021-05-26,4275.0,Laminating Supplies
1052,2021-05-27,4275.0,Laminating Supplies
1053,2021-05-28,4275.0,Laminating Supplies
1054,2021-05-29,2868.0,Laminating Supplies
1055,2021-05-30,2868.0,Laminating Supplies
1056,2021-05-31,4745.0,Laminating Supplies
1057,2021-06-01,4745.0,Laminating Supplies
1058,2021-06-02,2185.0,Laminating Supplies
1059,2021-06-03,2185.0,Laminating Supplies
1060,2021-06-04,2862.0,Laminating Supplies
1061,2021-06-05,2862.0,Laminating Supplies
1062,2021-06-06,3652.0,Laminating Supplies
1063,2021-06-07,3652.0,Laminating Supplies
1064,2021-06-08,3652.0,Laminating Supplies
1065,2021-06-09,2747.0,Laminating Supplies
1066,2021-06-10,3679.0,Laminating Supplies
1067,2021-06-11,3679.0,Laminating Supplies
1068,2021-06-12,3679.0,Laminating Supplies
1069,2021-06-13,3679.0,Laminating Supplies
1070,2021-06-14,4935.0,Laminating Supplies
1071,2021-06-15,4935.0,Laminating Supplies
1072,2021-06-16,5983.0,Laminating Supplies
1073,2021-06-17,5983.0,Laminating Supplies
1074,2021-06-18,5983.0,Laminating Supplies
1075,2021-06-19,5800.0,Laminating Supplies
1076,2021-06-20,5800.0,Laminating Supplies
1077,2021-06-21,5800.0,Laminating Supplies
1078,2021-06-22,10159.0,Laminating Supplies
1079,2021-06-23,10159.0,Laminating Supplies
1080,2021-06-24,10159.0,Laminating Supplies
1081,2021-06-25,10159.0,Laminating Supplies
1082,2021-06-26,10159.0,Laminating Supplies
1083,2021-06-27,10159.0,Laminating Supplies
1084,2021-06-28,14736.0,Laminating Supplies
1085,2021-06-29,14736.0,Laminating Supplies
1086,2021-06-30,14736.0,Laminating Supplies
1087,2021-07-01,6566.0,Laminating Supplies
1088,2021-07-02,6566.0,Laminating Supplies
1089,2021-07-03,7639.0,Laminating Supplies
1090,2021-07-04,7639.0,Laminating Supplies
1091,2021-07-05,7639.0,Laminating Supplies
1092,2021-07-06,7639.0,Laminating Supplies
1093,2021-07-07,5488.0,Laminating Supplies
1094,2021-07-08,4856.0,Laminating Supplies
1095,2021-07-09,4988.0,Laminating Supplies
1096,2021-07-10,4988.0,Laminating Supplies
1097,2021-07-11,7142.0,Laminating Supplies
