,date,value,name_B078YP7XL5
54,2018-09-05,14134.0,String Lights
55,2018-09-06,14134.0,String Lights
56,2018-09-07,7022.0,String Lights
57,2018-09-08,13045.0,String Lights
58,2018-09-09,10936.0,String Lights
59,2018-09-10,10936.0,String Lights
60,2018-09-11,10936.0,String Lights
61,2018-09-12,10936.0,String Lights
62,2018-09-13,10936.0,String Lights
63,2018-09-14,12321.0,String Lights
64,2018-09-15,14058.0,String Lights
65,2018-09-16,13015.0,String Lights
66,2018-09-17,13015.0,String Lights
67,2018-09-18,10782.0,String Lights
68,2018-09-19,15613.0,String Lights
69,2018-09-20,9105.0,String Lights
70,2018-09-21,18402.0,String Lights
71,2018-09-22,8701.0,String Lights
72,2018-09-23,7368.0,String Lights
73,2018-09-24,6130.0,String Lights
74,2018-09-25,6130.0,String Lights
75,2018-09-26,6130.0,String Lights
76,2018-09-27,6130.0,String Lights
77,2018-09-28,12917.0,String Lights
78,2018-09-29,9696.0,String Lights
79,2018-09-30,9252.0,String Lights
80,2018-10-01,7795.0,String Lights
81,2018-10-02,7147.0,String Lights
82,2018-10-03,6020.0,String Lights
83,2018-10-04,6020.0,String Lights
84,2018-10-05,6878.0,String Lights
85,2018-10-06,5484.0,String Lights
86,2018-10-07,5484.0,String Lights
87,2018-10-08,11224.0,String Lights
88,2018-10-09,11224.0,String Lights
89,2018-10-10,8440.0,String Lights
90,2018-10-11,8440.0,String Lights
91,2018-10-12,7558.0,String Lights
92,2018-10-13,10807.0,String Lights
93,2018-10-14,10807.0,String Lights
94,2018-10-15,10807.0,String Lights
95,2018-10-16,4417.0,String Lights
96,2018-10-17,4417.0,String Lights
97,2018-10-18,7102.0,String Lights
98,2018-10-19,9632.0,String Lights
99,2018-10-20,9871.0,String Lights
100,2018-10-21,6857.0,String Lights
101,2018-10-22,11122.0,String Lights
102,2018-10-23,14478.0,String Lights
103,2018-10-24,9714.0,String Lights
104,2018-10-25,9401.0,String Lights
105,2018-10-26,8739.0,String Lights
106,2018-10-27,11933.0,String Lights
107,2018-10-28,12370.0,String Lights
108,2018-10-29,12196.0,String Lights
109,2018-10-30,12196.0,String Lights
110,2018-10-31,5986.0,String Lights
111,2018-11-01,10366.0,String Lights
112,2018-11-02,12122.0,String Lights
113,2018-11-03,4480.0,String Lights
114,2018-11-04,7615.0,String Lights
115,2018-11-05,7615.0,String Lights
116,2018-11-06,5860.0,String Lights
117,2018-11-07,5860.0,String Lights
118,2018-11-08,5860.0,String Lights
119,2018-11-09,5860.0,String Lights
120,2018-11-10,5860.0,String Lights
121,2018-11-11,5860.0,String Lights
122,2018-11-12,5860.0,String Lights
123,2018-11-13,5860.0,String Lights
124,2018-11-14,8645.0,String Lights
125,2018-11-15,8890.0,String Lights
126,2018-11-16,8742.0,String Lights
127,2018-11-17,4222.0,String Lights
128,2018-11-18,3631.0,String Lights
129,2018-11-19,3631.0,String Lights
130,2018-11-20,3631.0,String Lights
131,2018-11-21,4710.0,String Lights
132,2018-11-22,4710.0,String Lights
133,2018-11-23,4710.0,String Lights
134,2018-11-24,6661.0,String Lights
135,2018-11-25,6661.0,String Lights
136,2018-11-26,6661.0,String Lights
137,2018-11-27,6538.0,String Lights
138,2018-11-28,6538.0,String Lights
139,2018-11-29,6538.0,String Lights
140,2018-11-30,6231.0,String Lights
141,2018-12-01,6231.0,String Lights
142,2018-12-02,6231.0,String Lights
143,2018-12-03,5395.0,String Lights
144,2018-12-04,5395.0,String Lights
145,2018-12-05,5969.0,String Lights
146,2018-12-06,5969.0,String Lights
147,2018-12-07,5969.0,String Lights
148,2018-12-08,5969.0,String Lights
149,2018-12-09,5969.0,String Lights
150,2018-12-10,9755.0,String Lights
151,2018-12-11,9755.0,String Lights
152,2018-12-12,9755.0,String Lights
153,2018-12-13,6700.0,String Lights
154,2018-12-14,10389.0,String Lights
155,2018-12-15,10389.0,String Lights
156,2018-12-16,13885.0,String Lights
157,2018-12-17,13885.0,String Lights
158,2018-12-18,13885.0,String Lights
159,2018-12-19,13885.0,String Lights
160,2018-12-20,13885.0,String Lights
161,2018-12-21,13885.0,String Lights
162,2018-12-22,5547.0,String Lights
163,2018-12-23,5547.0,String Lights
164,2018-12-24,13060.0,String Lights
165,2018-12-25,13060.0,String Lights
166,2018-12-26,13060.0,String Lights
167,2018-12-27,13060.0,String Lights
168,2018-12-28,9492.0,String Lights
169,2018-12-29,7635.0,String Lights
170,2018-12-30,8202.0,String Lights
171,2018-12-31,7695.0,String Lights
172,2019-01-01,9941.0,String Lights
173,2019-01-02,7172.0,String Lights
174,2019-01-03,6636.0,String Lights
175,2019-01-04,7199.0,String Lights
176,2019-01-05,8239.0,String Lights
177,2019-01-06,6526.0,String Lights
178,2019-01-07,6779.0,String Lights
179,2019-01-08,4296.0,String Lights
180,2019-01-09,8447.0,String Lights
181,2019-01-10,9138.0,String Lights
182,2019-01-11,6529.0,String Lights
183,2019-01-12,7594.0,String Lights
184,2019-01-13,9348.0,String Lights
185,2019-01-14,14512.0,String Lights
186,2019-01-15,14512.0,String Lights
187,2019-01-16,14512.0,String Lights
188,2019-01-17,13193.0,String Lights
189,2019-01-18,8496.0,String Lights
190,2019-01-19,8331.0,String Lights
191,2019-01-20,6208.0,String Lights
192,2019-01-21,9348.0,String Lights
193,2019-01-22,9720.0,String Lights
194,2019-01-23,11641.0,String Lights
195,2019-01-24,12442.0,String Lights
196,2019-01-25,6528.0,String Lights
197,2019-01-26,4058.0,String Lights
198,2019-01-27,8493.0,String Lights
199,2019-01-28,8972.0,String Lights
200,2019-01-29,11008.0,String Lights
201,2019-01-30,17039.0,String Lights
202,2019-01-31,8932.0,String Lights
203,2019-02-01,11649.0,String Lights
204,2019-02-02,4430.0,String Lights
205,2019-02-03,9792.0,String Lights
206,2019-02-04,10501.0,String Lights
207,2019-02-05,6070.0,String Lights
208,2019-02-06,11598.0,String Lights
209,2019-02-07,11931.0,String Lights
210,2019-02-08,15913.0,String Lights
211,2019-02-09,15913.0,String Lights
212,2019-02-10,23910.0,String Lights
213,2019-02-11,7636.0,String Lights
214,2019-02-12,7636.0,String Lights
215,2019-02-13,9560.0,String Lights
216,2019-02-14,17330.0,String Lights
217,2019-02-15,22086.0,String Lights
218,2019-02-16,22086.0,String Lights
219,2019-02-17,11103.0,String Lights
220,2019-02-18,21209.0,String Lights
221,2019-02-19,21209.0,String Lights
222,2019-02-20,15316.0,String Lights
223,2019-02-21,10599.0,String Lights
224,2019-02-22,8647.0,String Lights
225,2019-02-23,17060.0,String Lights
226,2019-02-24,17323.0,String Lights
227,2019-02-25,17323.0,String Lights
228,2019-02-26,17323.0,String Lights
229,2019-02-27,13020.0,String Lights
230,2019-02-28,8465.0,String Lights
231,2019-03-01,8465.0,String Lights
232,2019-03-02,8465.0,String Lights
233,2019-03-03,7268.0,String Lights
234,2019-03-04,11593.0,String Lights
235,2019-03-05,11593.0,String Lights
236,2019-03-06,11593.0,String Lights
237,2019-03-07,11119.0,String Lights
238,2019-03-08,7564.0,String Lights
239,2019-03-09,7564.0,String Lights
240,2019-03-10,21582.0,String Lights
241,2019-03-11,21582.0,String Lights
242,2019-03-12,12006.0,String Lights
243,2019-03-13,12491.0,String Lights
244,2019-03-14,7347.0,String Lights
245,2019-03-15,10050.0,String Lights
246,2019-03-16,12018.0,String Lights
247,2019-03-17,7004.0,String Lights
248,2019-03-18,7004.0,String Lights
249,2019-03-19,11003.0,String Lights
250,2019-03-20,13177.0,String Lights
251,2019-03-21,14182.0,String Lights
252,2019-03-22,14182.0,String Lights
253,2019-03-23,9197.0,String Lights
254,2019-03-24,9197.0,String Lights
255,2019-03-25,12568.0,String Lights
256,2019-03-26,11720.0,String Lights
257,2019-03-27,10422.0,String Lights
258,2019-03-28,10422.0,String Lights
259,2019-03-29,10422.0,String Lights
260,2019-03-30,10422.0,String Lights
261,2019-03-31,10422.0,String Lights
262,2019-04-01,10422.0,String Lights
263,2019-04-02,10422.0,String Lights
264,2019-04-03,10422.0,String Lights
265,2019-04-04,10422.0,String Lights
266,2019-04-05,20518.0,String Lights
267,2019-04-06,25241.0,String Lights
268,2019-04-07,25241.0,String Lights
269,2019-04-08,10752.0,String Lights
270,2019-04-09,10752.0,String Lights
271,2019-04-10,17975.0,String Lights
272,2019-04-11,28719.0,String Lights
273,2019-04-12,28719.0,String Lights
274,2019-04-13,16749.0,String Lights
275,2019-04-14,20192.0,String Lights
276,2019-04-15,20192.0,String Lights
277,2019-04-16,13505.0,String Lights
278,2019-04-17,13505.0,String Lights
279,2019-04-18,13505.0,String Lights
280,2019-04-19,14998.0,String Lights
281,2019-04-20,12548.0,String Lights
282,2019-04-21,12548.0,String Lights
283,2019-04-22,23051.0,String Lights
284,2019-04-23,24704.0,String Lights
285,2019-04-24,15396.0,String Lights
286,2019-04-25,15396.0,String Lights
287,2019-04-26,15396.0,String Lights
288,2019-04-27,15396.0,String Lights
289,2019-04-28,15396.0,String Lights
290,2019-04-29,15396.0,String Lights
291,2019-04-30,15396.0,String Lights
292,2019-05-01,15396.0,String Lights
293,2019-05-02,13939.0,String Lights
294,2019-05-03,10817.0,String Lights
295,2019-05-04,15253.0,String Lights
296,2019-05-05,15253.0,String Lights
297,2019-05-06,9360.0,String Lights
298,2019-05-07,14103.0,String Lights
299,2019-05-08,12244.0,String Lights
300,2019-05-09,13988.0,String Lights
301,2019-05-10,18656.0,String Lights
302,2019-05-11,19115.0,String Lights
303,2019-05-12,15648.0,String Lights
304,2019-05-13,19912.0,String Lights
305,2019-05-14,22113.0,String Lights
306,2019-05-15,22113.0,String Lights
307,2019-05-16,22113.0,String Lights
308,2019-05-17,14273.0,String Lights
309,2019-05-18,19872.0,String Lights
310,2019-05-19,17394.0,String Lights
311,2019-05-20,15976.0,String Lights
312,2019-05-21,9577.0,String Lights
313,2019-05-22,18642.0,String Lights
314,2019-05-23,22770.0,String Lights
315,2019-05-24,13700.0,String Lights
316,2019-05-25,18899.0,String Lights
317,2019-05-26,6726.0,String Lights
318,2019-05-27,11019.0,String Lights
319,2019-05-28,12947.0,String Lights
320,2019-05-29,13790.0,String Lights
321,2019-05-30,16525.0,String Lights
322,2019-05-31,13708.0,String Lights
323,2019-06-01,18209.0,String Lights
324,2019-06-02,10183.0,String Lights
325,2019-06-03,12713.0,String Lights
326,2019-06-04,13745.0,String Lights
327,2019-06-05,18772.0,String Lights
328,2019-06-06,14337.0,String Lights
329,2019-06-07,16320.0,String Lights
330,2019-06-08,21353.0,String Lights
331,2019-06-09,9204.0,String Lights
332,2019-06-10,11672.0,String Lights
333,2019-06-11,15715.0,String Lights
334,2019-06-12,17139.0,String Lights
335,2019-06-13,11994.0,String Lights
336,2019-06-14,17169.0,String Lights
337,2019-06-15,15068.0,String Lights
338,2019-06-16,20979.0,String Lights
339,2019-06-17,17328.0,String Lights
340,2019-06-18,23484.0,String Lights
341,2019-06-19,12677.0,String Lights
342,2019-06-20,17472.0,String Lights
343,2019-06-21,27768.0,String Lights
344,2019-06-22,29169.0,String Lights
345,2019-06-23,17309.0,String Lights
346,2019-06-24,16058.0,String Lights
347,2019-06-25,26639.0,String Lights
348,2019-06-26,22364.0,String Lights
349,2019-06-27,27929.0,String Lights
350,2019-06-28,17696.0,String Lights
351,2019-06-29,13908.0,String Lights
352,2019-06-30,16944.0,String Lights
353,2019-07-01,21707.0,String Lights
354,2019-07-02,23801.0,String Lights
355,2019-07-03,23801.0,String Lights
356,2019-07-04,25883.0,String Lights
357,2019-07-05,21923.0,String Lights
358,2019-07-06,26405.0,String Lights
359,2019-07-07,20642.0,String Lights
360,2019-07-08,22393.0,String Lights
361,2019-07-09,16553.0,String Lights
362,2019-07-10,14443.0,String Lights
363,2019-07-11,21425.0,String Lights
364,2019-07-12,21425.0,String Lights
365,2019-07-13,16467.0,String Lights
366,2019-07-14,13687.0,String Lights
367,2019-07-15,10774.0,String Lights
368,2019-07-16,16858.0,String Lights
369,2019-07-17,18476.0,String Lights
370,2019-07-18,20199.0,String Lights
371,2019-07-19,15552.0,String Lights
372,2019-07-20,9618.0,String Lights
373,2019-07-21,24434.0,String Lights
374,2019-07-22,13056.0,String Lights
375,2019-07-23,15922.0,String Lights
376,2019-07-24,15171.0,String Lights
377,2019-07-25,16363.0,String Lights
378,2019-07-26,14463.0,String Lights
379,2019-07-27,21684.0,String Lights
380,2019-07-28,15654.0,String Lights
381,2019-07-29,15375.0,String Lights
382,2019-07-30,17123.0,String Lights
383,2019-07-31,15059.0,String Lights
384,2019-08-01,14530.0,String Lights
385,2019-08-02,13763.0,String Lights
386,2019-08-03,15100.0,String Lights
387,2019-08-04,8784.0,String Lights
388,2019-08-05,8400.0,String Lights
389,2019-08-06,7736.0,String Lights
390,2019-08-07,9323.0,String Lights
391,2019-08-08,8495.0,String Lights
392,2019-08-09,11122.0,String Lights
393,2019-08-10,13584.0,String Lights
394,2019-08-11,13584.0,String Lights
395,2019-08-12,11501.0,String Lights
396,2019-08-13,11781.0,String Lights
397,2019-08-14,10717.0,String Lights
398,2019-08-15,11746.0,String Lights
399,2019-08-16,11586.0,String Lights
400,2019-08-17,12448.0,String Lights
401,2019-08-18,15374.0,String Lights
402,2019-08-19,11752.0,String Lights
403,2019-08-20,17984.0,String Lights
404,2019-08-21,18931.0,String Lights
405,2019-08-22,15164.0,String Lights
406,2019-08-23,20551.0,String Lights
407,2019-08-24,21636.0,String Lights
408,2019-08-25,17811.0,String Lights
409,2019-08-26,11382.0,String Lights
410,2019-08-27,9653.0,String Lights
411,2019-08-28,15462.0,String Lights
412,2019-08-29,15859.0,String Lights
413,2019-08-30,10694.0,String Lights
414,2019-08-31,13762.0,String Lights
415,2019-09-01,12785.0,String Lights
416,2019-09-02,14110.0,String Lights
417,2019-09-03,10523.0,String Lights
418,2019-09-04,19815.0,String Lights
419,2019-09-05,9438.0,String Lights
420,2019-09-06,10362.0,String Lights
421,2019-09-07,10344.0,String Lights
422,2019-09-08,10208.0,String Lights
423,2019-09-09,14756.0,String Lights
424,2019-09-10,15189.0,String Lights
425,2019-09-11,16288.0,String Lights
426,2019-09-12,18596.0,String Lights
427,2019-09-13,14522.0,String Lights
428,2019-09-14,10381.0,String Lights
429,2019-09-15,14440.0,String Lights
430,2019-09-16,10811.0,String Lights
431,2019-09-17,14770.0,String Lights
432,2019-09-18,9969.0,String Lights
433,2019-09-19,12241.0,String Lights
434,2019-09-20,11946.0,String Lights
435,2019-09-21,9872.0,String Lights
436,2019-09-22,9062.0,String Lights
437,2019-09-23,12451.0,String Lights
438,2019-09-24,20692.0,String Lights
439,2019-09-25,23249.0,String Lights
440,2019-09-26,19918.0,String Lights
441,2019-09-27,16107.0,String Lights
442,2019-09-28,18294.0,String Lights
443,2019-09-29,14561.0,String Lights
444,2019-09-30,14603.0,String Lights
445,2019-10-01,21592.0,String Lights
446,2019-10-02,15676.0,String Lights
447,2019-10-03,17257.0,String Lights
448,2019-10-04,17251.0,String Lights
449,2019-10-05,17251.0,String Lights
450,2019-10-06,17251.0,String Lights
451,2019-10-07,15173.0,String Lights
452,2019-10-08,15173.0,String Lights
453,2019-10-09,15173.0,String Lights
454,2019-10-10,15939.0,String Lights
455,2019-10-11,19976.0,String Lights
456,2019-10-12,19976.0,String Lights
457,2019-10-13,15739.0,String Lights
458,2019-10-14,14695.0,String Lights
459,2019-10-15,20393.0,String Lights
460,2019-10-16,12810.0,String Lights
461,2019-10-17,20432.0,String Lights
462,2019-10-18,10407.0,String Lights
463,2019-10-19,16424.0,String Lights
464,2019-10-20,15159.0,String Lights
465,2019-10-21,15269.0,String Lights
466,2019-10-22,20590.0,String Lights
467,2019-10-23,16058.0,String Lights
468,2019-10-24,15905.0,String Lights
469,2019-10-25,16260.0,String Lights
470,2019-10-26,19240.0,String Lights
471,2019-10-27,20362.0,String Lights
472,2019-10-28,23700.0,String Lights
473,2019-10-29,15806.0,String Lights
474,2019-10-30,19697.0,String Lights
475,2019-10-31,27402.0,String Lights
476,2019-11-01,17644.0,String Lights
477,2019-11-02,17933.0,String Lights
478,2019-11-03,14285.0,String Lights
479,2019-11-04,15843.0,String Lights
480,2019-11-05,28888.0,String Lights
481,2019-11-06,32740.0,String Lights
482,2019-11-07,14594.0,String Lights
483,2019-11-08,14594.0,String Lights
484,2019-11-09,14594.0,String Lights
485,2019-11-10,14594.0,String Lights
486,2019-11-11,14594.0,String Lights
487,2019-11-12,14594.0,String Lights
488,2019-11-13,14594.0,String Lights
489,2019-11-14,14594.0,String Lights
490,2019-11-15,21036.0,String Lights
491,2019-11-16,21036.0,String Lights
492,2019-11-17,21036.0,String Lights
493,2019-11-18,21036.0,String Lights
494,2019-11-19,21036.0,String Lights
495,2019-11-20,13544.0,String Lights
496,2019-11-21,13544.0,String Lights
497,2019-11-22,10139.0,String Lights
498,2019-11-23,10139.0,String Lights
499,2019-11-24,10139.0,String Lights
500,2019-11-25,11039.0,String Lights
501,2019-11-26,16023.0,String Lights
502,2019-11-27,16023.0,String Lights
503,2019-11-28,16023.0,String Lights
504,2019-11-29,16023.0,String Lights
505,2019-11-30,16023.0,String Lights
506,2019-12-01,16023.0,String Lights
507,2019-12-02,16023.0,String Lights
508,2019-12-03,16388.0,String Lights
509,2019-12-04,16836.0,String Lights
510,2019-12-05,16836.0,String Lights
511,2019-12-06,16836.0,String Lights
512,2019-12-07,16836.0,String Lights
513,2019-12-08,16836.0,String Lights
514,2019-12-09,16836.0,String Lights
515,2019-12-10,16836.0,String Lights
516,2019-12-11,16836.0,String Lights
517,2019-12-12,16231.0,String Lights
518,2019-12-13,16231.0,String Lights
519,2019-12-14,13713.0,String Lights
520,2019-12-15,13713.0,String Lights
521,2019-12-16,13713.0,String Lights
522,2019-12-17,13713.0,String Lights
523,2019-12-18,13713.0,String Lights
524,2019-12-19,16558.0,String Lights
525,2019-12-20,19904.0,String Lights
526,2019-12-21,19904.0,String Lights
527,2019-12-22,19904.0,String Lights
528,2019-12-23,19904.0,String Lights
529,2019-12-24,19904.0,String Lights
530,2019-12-25,19904.0,String Lights
531,2019-12-26,19904.0,String Lights
532,2019-12-27,19904.0,String Lights
533,2019-12-28,19904.0,String Lights
534,2019-12-29,19904.0,String Lights
535,2019-12-30,19904.0,String Lights
536,2019-12-31,7135.0,String Lights
537,2020-01-01,7135.0,String Lights
538,2020-01-02,7135.0,String Lights
539,2020-01-03,7135.0,String Lights
540,2020-01-04,7135.0,String Lights
541,2020-01-05,7024.0,String Lights
542,2020-01-06,7024.0,String Lights
543,2020-01-07,7024.0,String Lights
544,2020-01-08,7024.0,String Lights
545,2020-01-09,7024.0,String Lights
546,2020-01-10,7024.0,String Lights
547,2020-01-11,16057.0,String Lights
548,2020-01-12,16057.0,String Lights
549,2020-01-13,8309.0,String Lights
550,2020-01-14,8309.0,String Lights
551,2020-01-15,8309.0,String Lights
552,2020-01-16,16922.0,String Lights
553,2020-01-17,12720.0,String Lights
554,2020-01-18,19000.0,String Lights
555,2020-01-19,19000.0,String Lights
556,2020-01-20,19000.0,String Lights
557,2020-01-21,19000.0,String Lights
558,2020-01-22,19000.0,String Lights
559,2020-01-23,19000.0,String Lights
560,2020-01-24,19000.0,String Lights
561,2020-01-25,19000.0,String Lights
562,2020-01-26,19000.0,String Lights
563,2020-01-27,17655.0,String Lights
564,2020-01-28,17655.0,String Lights
565,2020-01-29,17655.0,String Lights
566,2020-01-30,17655.0,String Lights
567,2020-01-31,17655.0,String Lights
568,2020-02-01,17655.0,String Lights
569,2020-02-02,17655.0,String Lights
570,2020-02-03,17655.0,String Lights
571,2020-02-04,17655.0,String Lights
572,2020-02-05,17655.0,String Lights
573,2020-02-06,11392.0,String Lights
574,2020-02-07,16904.0,String Lights
575,2020-02-08,16904.0,String Lights
576,2020-02-09,16904.0,String Lights
577,2020-02-10,16904.0,String Lights
578,2020-02-11,16904.0,String Lights
579,2020-02-12,16904.0,String Lights
580,2020-02-13,16904.0,String Lights
581,2020-02-14,16904.0,String Lights
582,2020-02-15,16904.0,String Lights
583,2020-02-16,16904.0,String Lights
584,2020-02-17,16904.0,String Lights
585,2020-02-18,29109.0,String Lights
586,2020-02-19,29109.0,String Lights
587,2020-02-20,29109.0,String Lights
588,2020-02-21,29109.0,String Lights
589,2020-02-22,29109.0,String Lights
590,2020-02-23,13995.0,String Lights
591,2020-02-24,13995.0,String Lights
592,2020-02-25,13995.0,String Lights
593,2020-02-26,13995.0,String Lights
594,2020-02-27,13995.0,String Lights
595,2020-02-28,13995.0,String Lights
596,2020-02-29,19149.0,String Lights
597,2020-03-01,21747.0,String Lights
598,2020-03-02,21747.0,String Lights
599,2020-03-03,16220.0,String Lights
600,2020-03-04,11245.0,String Lights
601,2020-03-05,23245.0,String Lights
602,2020-03-06,23245.0,String Lights
603,2020-03-07,23245.0,String Lights
604,2020-03-08,23245.0,String Lights
605,2020-03-09,-1.0,String Lights
