,date,value,name_B07Z3Y46JQ
106,2020-09-10,5419.0,Feather Toys
107,2020-09-11,4917.0,Feather Toys
108,2020-09-12,4334.0,Feather Toys
109,2020-09-13,4334.0,Feather Toys
110,2020-09-14,4334.0,Feather Toys
111,2020-09-15,4383.0,Feather Toys
112,2020-09-16,4712.0,Feather Toys
113,2020-09-17,4712.0,Feather Toys
114,2020-09-18,4110.0,Feather Toys
115,2020-09-19,4110.0,Feather Toys
116,2020-09-20,4110.0,Feather Toys
117,2020-09-21,4685.0,Feather Toys
118,2020-09-22,4685.0,Feather Toys
119,2020-09-23,4839.0,Feather Toys
120,2020-09-24,4839.0,Feather Toys
121,2020-09-25,4839.0,Feather Toys
122,2020-09-26,4839.0,Feather Toys
123,2020-09-27,4610.0,Feather Toys
124,2020-09-28,5197.0,Feather Toys
125,2020-09-29,5197.0,Feather Toys
126,2020-09-30,5197.0,Feather Toys
127,2020-10-01,6356.0,Feather Toys
128,2020-10-02,6356.0,Feather Toys
129,2020-10-03,6356.0,Feather Toys
130,2020-10-04,5000.0,Feather Toys
131,2020-10-05,5000.0,Feather Toys
132,2020-10-06,5000.0,Feather Toys
133,2020-10-07,4704.0,Feather Toys
134,2020-10-08,5504.0,Feather Toys
135,2020-10-09,5504.0,Feather Toys
136,2020-10-10,5504.0,Feather Toys
137,2020-10-11,5504.0,Feather Toys
138,2020-10-12,7531.0,Feather Toys
139,2020-10-13,7531.0,Feather Toys
140,2020-10-14,6671.0,Feather Toys
141,2020-10-15,6671.0,Feather Toys
142,2020-10-16,6931.0,Feather Toys
143,2020-10-17,6931.0,Feather Toys
144,2020-10-18,6931.0,Feather Toys
145,2020-10-19,5133.0,Feather Toys
146,2020-10-20,5133.0,Feather Toys
147,2020-10-21,5133.0,Feather Toys
148,2020-10-22,6970.0,Feather Toys
149,2020-10-23,5512.0,Feather Toys
150,2020-10-24,6094.0,Feather Toys
151,2020-10-25,6094.0,Feather Toys
152,2020-10-26,6094.0,Feather Toys
153,2020-10-27,4973.0,Feather Toys
154,2020-10-28,4973.0,Feather Toys
155,2020-10-29,4973.0,Feather Toys
156,2020-10-30,5756.0,Feather Toys
157,2020-10-31,5756.0,Feather Toys
158,2020-11-01,5756.0,Feather Toys
159,2020-11-02,6241.0,Feather Toys
160,2020-11-03,6241.0,Feather Toys
161,2020-11-04,6241.0,Feather Toys
162,2020-11-05,5877.0,Feather Toys
163,2020-11-06,5877.0,Feather Toys
164,2020-11-07,5877.0,Feather Toys
165,2020-11-08,5632.0,Feather Toys
166,2020-11-09,5632.0,Feather Toys
167,2020-11-10,5538.0,Feather Toys
168,2020-11-11,6844.0,Feather Toys
169,2020-11-12,6844.0,Feather Toys
170,2020-11-13,6844.0,Feather Toys
171,2020-11-14,4060.0,Feather Toys
172,2020-11-15,4060.0,Feather Toys
173,2020-11-16,4060.0,Feather Toys
174,2020-11-17,4060.0,Feather Toys
175,2020-11-18,4992.0,Feather Toys
176,2020-11-19,4896.0,Feather Toys
177,2020-11-20,4896.0,Feather Toys
178,2020-11-21,4186.0,Feather Toys
179,2020-11-22,4186.0,Feather Toys
180,2020-11-23,3182.0,Feather Toys
181,2020-11-24,3182.0,Feather Toys
182,2020-11-25,3182.0,Feather Toys
183,2020-11-26,3182.0,Feather Toys
184,2020-11-27,2151.0,Feather Toys
185,2020-11-28,2151.0,Feather Toys
186,2020-11-29,2151.0,Feather Toys
187,2020-11-30,2195.0,Feather Toys
188,2020-12-01,2257.0,Feather Toys
189,2020-12-02,2257.0,Feather Toys
190,2020-12-03,2257.0,Feather Toys
191,2020-12-04,2778.0,Feather Toys
192,2020-12-05,3528.0,Feather Toys
193,2020-12-06,3528.0,Feather Toys
194,2020-12-07,3528.0,Feather Toys
195,2020-12-08,3307.0,Feather Toys
196,2020-12-09,3307.0,Feather Toys
197,2020-12-10,3185.0,Feather Toys
198,2020-12-11,2886.0,Feather Toys
199,2020-12-12,2779.0,Feather Toys
200,2020-12-13,2909.0,Feather Toys
201,2020-12-14,2550.0,Feather Toys
202,2020-12-15,3725.0,Feather Toys
203,2020-12-16,3459.0,Feather Toys
204,2020-12-17,3562.0,Feather Toys
205,2020-12-18,3419.0,Feather Toys
206,2020-12-19,2292.0,Feather Toys
207,2020-12-20,3065.0,Feather Toys
208,2020-12-21,3327.0,Feather Toys
209,2020-12-22,3327.0,Feather Toys
210,2020-12-23,2696.0,Feather Toys
211,2020-12-24,3152.0,Feather Toys
212,2020-12-25,3333.0,Feather Toys
213,2020-12-26,2485.0,Feather Toys
214,2020-12-27,1996.0,Feather Toys
215,2020-12-28,1996.0,Feather Toys
216,2020-12-29,1996.0,Feather Toys
217,2020-12-30,1996.0,Feather Toys
218,2020-12-31,2517.0,Feather Toys
219,2021-01-01,2517.0,Feather Toys
220,2021-01-02,2411.0,Feather Toys
221,2021-01-03,2411.0,Feather Toys
222,2021-01-04,3014.0,Feather Toys
223,2021-01-05,3014.0,Feather Toys
224,2021-01-06,3538.0,Feather Toys
225,2021-01-07,3434.0,Feather Toys
226,2021-01-08,3434.0,Feather Toys
227,2021-01-09,3434.0,Feather Toys
228,2021-01-10,2887.0,Feather Toys
229,2021-01-11,2887.0,Feather Toys
230,2021-01-12,2887.0,Feather Toys
231,2021-01-13,3718.0,Feather Toys
232,2021-01-14,3718.0,Feather Toys
233,2021-01-15,2731.0,Feather Toys
234,2021-01-16,2731.0,Feather Toys
235,2021-01-17,2731.0,Feather Toys
236,2021-01-18,2389.0,Feather Toys
237,2021-01-19,2389.0,Feather Toys
238,2021-01-20,3006.0,Feather Toys
239,2021-01-21,3006.0,Feather Toys
240,2021-01-22,3006.0,Feather Toys
241,2021-01-23,2437.0,Feather Toys
242,2021-01-24,2720.0,Feather Toys
243,2021-01-25,2720.0,Feather Toys
244,2021-01-26,2549.0,Feather Toys
245,2021-01-27,2594.0,Feather Toys
246,2021-01-28,2594.0,Feather Toys
247,2021-01-29,2594.0,Feather Toys
248,2021-01-30,2594.0,Feather Toys
249,2021-01-31,2919.0,Feather Toys
250,2021-02-01,2919.0,Feather Toys
251,2021-02-02,2919.0,Feather Toys
252,2021-02-03,2919.0,Feather Toys
253,2021-02-04,4078.0,Feather Toys
254,2021-02-05,4078.0,Feather Toys
255,2021-02-06,2816.0,Feather Toys
256,2021-02-07,2816.0,Feather Toys
257,2021-02-08,2816.0,Feather Toys
258,2021-02-09,3518.0,Feather Toys
259,2021-02-10,3419.0,Feather Toys
260,2021-02-11,3419.0,Feather Toys
261,2021-02-12,3419.0,Feather Toys
262,2021-02-13,3279.0,Feather Toys
263,2021-02-14,3279.0,Feather Toys
264,2021-02-15,3279.0,Feather Toys
265,2021-02-16,4385.0,Feather Toys
266,2021-02-17,3555.0,Feather Toys
267,2021-02-18,3555.0,Feather Toys
268,2021-02-19,3667.0,Feather Toys
269,2021-02-20,3667.0,Feather Toys
270,2021-02-21,3667.0,Feather Toys
271,2021-02-22,4134.0,Feather Toys
272,2021-02-23,3469.0,Feather Toys
273,2021-02-24,3469.0,Feather Toys
274,2021-02-25,3469.0,Feather Toys
275,2021-02-26,2694.0,Feather Toys
276,2021-02-27,2694.0,Feather Toys
277,2021-02-28,2694.0,Feather Toys
278,2021-03-01,3013.0,Feather Toys
279,2021-03-02,3013.0,Feather Toys
280,2021-03-03,3104.0,Feather Toys
281,2021-03-04,3104.0,Feather Toys
282,2021-03-05,3104.0,Feather Toys
283,2021-03-06,3316.0,Feather Toys
284,2021-03-07,4534.0,Feather Toys
285,2021-03-08,4861.0,Feather Toys
286,2021-03-09,4423.0,Feather Toys
287,2021-03-10,4423.0,Feather Toys
288,2021-03-11,4423.0,Feather Toys
289,2021-03-12,3533.0,Feather Toys
290,2021-03-13,3533.0,Feather Toys
291,2021-03-14,3008.0,Feather Toys
292,2021-03-15,3008.0,Feather Toys
293,2021-03-16,3008.0,Feather Toys
294,2021-03-17,3031.0,Feather Toys
295,2021-03-18,3031.0,Feather Toys
296,2021-03-19,3031.0,Feather Toys
297,2021-03-20,3031.0,Feather Toys
298,2021-03-21,3227.0,Feather Toys
299,2021-03-22,3227.0,Feather Toys
300,2021-03-23,3684.0,Feather Toys
301,2021-03-24,3684.0,Feather Toys
302,2021-03-25,3486.0,Feather Toys
303,2021-03-26,3486.0,Feather Toys
304,2021-03-27,3114.0,Feather Toys
305,2021-03-28,3114.0,Feather Toys
306,2021-03-29,4224.0,Feather Toys
307,2021-03-30,4224.0,Feather Toys
308,2021-03-31,4224.0,Feather Toys
309,2021-04-01,2753.0,Feather Toys
310,2021-04-02,2753.0,Feather Toys
311,2021-04-03,2753.0,Feather Toys
312,2021-04-04,2174.0,Feather Toys
313,2021-04-05,2625.0,Feather Toys
314,2021-04-06,2625.0,Feather Toys
315,2021-04-07,2625.0,Feather Toys
316,2021-04-08,3071.0,Feather Toys
317,2021-04-09,3398.0,Feather Toys
318,2021-04-10,3398.0,Feather Toys
319,2021-04-11,4261.0,Feather Toys
320,2021-04-12,4261.0,Feather Toys
321,2021-04-13,4261.0,Feather Toys
322,2021-04-14,4498.0,Feather Toys
323,2021-04-15,4498.0,Feather Toys
324,2021-04-16,3768.0,Feather Toys
325,2021-04-17,3768.0,Feather Toys
326,2021-04-18,3768.0,Feather Toys
327,2021-04-19,4291.0,Feather Toys
328,2021-04-20,4291.0,Feather Toys
329,2021-04-21,3412.0,Feather Toys
330,2021-04-22,3412.0,Feather Toys
331,2021-04-23,4023.0,Feather Toys
332,2021-04-24,4023.0,Feather Toys
333,2021-04-25,3963.0,Feather Toys
334,2021-04-26,3963.0,Feather Toys
335,2021-04-27,4021.0,Feather Toys
336,2021-04-28,4021.0,Feather Toys
337,2021-04-29,4487.0,Feather Toys
338,2021-04-30,4487.0,Feather Toys
339,2021-05-01,4487.0,Feather Toys
340,2021-05-02,4093.0,Feather Toys
341,2021-05-03,4093.0,Feather Toys
342,2021-05-04,3843.0,Feather Toys
343,2021-05-05,3843.0,Feather Toys
344,2021-05-06,4149.0,Feather Toys
345,2021-05-07,3954.0,Feather Toys
346,2021-05-08,3954.0,Feather Toys
347,2021-05-09,5412.0,Feather Toys
348,2021-05-10,5412.0,Feather Toys
349,2021-05-11,4540.0,Feather Toys
350,2021-05-12,4540.0,Feather Toys
351,2021-05-13,4540.0,Feather Toys
352,2021-05-14,3709.0,Feather Toys
353,2021-05-15,3709.0,Feather Toys
354,2021-05-16,3790.0,Feather Toys
355,2021-05-17,3790.0,Feather Toys
356,2021-05-18,4602.0,Feather Toys
357,2021-05-19,3806.0,Feather Toys
358,2021-05-20,5116.0,Feather Toys
359,2021-05-21,5912.0,Feather Toys
360,2021-05-22,5912.0,Feather Toys
361,2021-05-23,5912.0,Feather Toys
362,2021-05-24,8900.0,Feather Toys
363,2021-05-25,8900.0,Feather Toys
364,2021-05-26,7875.0,Feather Toys
365,2021-05-27,7875.0,Feather Toys
366,2021-05-28,9075.0,Feather Toys
367,2021-05-29,9075.0,Feather Toys
368,2021-05-30,9075.0,Feather Toys
369,2021-05-31,9111.0,Feather Toys
370,2021-06-01,6165.0,Feather Toys
371,2021-06-02,6581.0,Feather Toys
372,2021-06-03,6581.0,Feather Toys
373,2021-06-04,5107.0,Feather Toys
374,2021-06-05,5107.0,Feather Toys
375,2021-06-06,5326.0,Feather Toys
376,2021-06-07,5326.0,Feather Toys
377,2021-06-08,7061.0,Feather Toys
378,2021-06-09,7061.0,Feather Toys
379,2021-06-10,4846.0,Feather Toys
380,2021-06-11,4846.0,Feather Toys
381,2021-06-12,4984.0,Feather Toys
382,2021-06-13,4984.0,Feather Toys
383,2021-06-14,4556.0,Feather Toys
384,2021-06-15,4556.0,Feather Toys
385,2021-06-16,4805.0,Feather Toys
386,2021-06-17,4805.0,Feather Toys
387,2021-06-18,6781.0,Feather Toys
388,2021-06-19,6781.0,Feather Toys
389,2021-06-20,5834.0,Feather Toys
390,2021-06-21,5834.0,Feather Toys
391,2021-06-22,6862.0,Feather Toys
392,2021-06-23,6862.0,Feather Toys
393,2021-06-24,5843.0,Feather Toys
394,2021-06-25,5843.0,Feather Toys
395,2021-06-26,5843.0,Feather Toys
396,2021-06-27,5646.0,Feather Toys
397,2021-06-28,5646.0,Feather Toys
398,2021-06-29,5646.0,Feather Toys
399,2021-06-30,5702.0,Feather Toys
400,2021-07-01,5702.0,Feather Toys
401,2021-07-02,4161.0,Feather Toys
402,2021-07-03,4161.0,Feather Toys
403,2021-07-04,3097.0,Feather Toys
404,2021-07-05,3097.0,Feather Toys
405,2021-07-06,3285.0,Feather Toys
406,2021-07-07,3285.0,Feather Toys
407,2021-07-08,2828.0,Feather Toys
408,2021-07-09,3802.0,Feather Toys
409,2021-07-10,3645.0,Feather Toys
