,date,value,name_B07VX3WJFJ
44,2019-09-22,161493.0,Decorative Bottles
45,2019-09-23,298976.0,Decorative Bottles
46,2019-09-24,286670.0,Decorative Bottles
47,2019-09-25,301714.0,Decorative Bottles
48,2019-09-26,374420.0,Decorative Bottles
49,2019-09-27,281929.0,Decorative Bottles
50,2019-09-28,281929.0,Decorative Bottles
51,2019-09-29,312152.0,Decorative Bottles
52,2019-09-30,272149.0,Decorative Bottles
53,2019-10-01,222344.0,Decorative Bottles
54,2019-10-02,182232.0,Decorative Bottles
55,2019-10-03,168316.0,Decorative Bottles
56,2019-10-04,168316.0,Decorative Bottles
57,2019-10-05,222757.0,Decorative Bottles
58,2019-10-06,222757.0,Decorative Bottles
59,2019-10-07,118290.0,Decorative Bottles
60,2019-10-08,118290.0,Decorative Bottles
61,2019-10-09,76990.0,Decorative Bottles
62,2019-10-10,76990.0,Decorative Bottles
63,2019-10-11,76990.0,Decorative Bottles
64,2019-10-12,168276.0,Decorative Bottles
65,2019-10-13,167300.0,Decorative Bottles
66,2019-10-14,167300.0,Decorative Bottles
67,2019-10-15,251124.0,Decorative Bottles
68,2019-10-16,60215.0,Decorative Bottles
69,2019-10-17,141135.0,Decorative Bottles
70,2019-10-18,89083.0,Decorative Bottles
71,2019-10-19,187458.0,Decorative Bottles
72,2019-10-20,187458.0,Decorative Bottles
73,2019-10-21,115598.0,Decorative Bottles
74,2019-10-22,130771.0,Decorative Bottles
75,2019-10-23,211242.0,Decorative Bottles
76,2019-10-24,306505.0,Decorative Bottles
77,2019-10-25,257051.0,Decorative Bottles
78,2019-10-26,316171.0,Decorative Bottles
79,2019-10-27,316171.0,Decorative Bottles
80,2019-10-28,104106.0,Decorative Bottles
81,2019-10-29,84600.0,Decorative Bottles
82,2019-10-30,127551.0,Decorative Bottles
83,2019-10-31,264592.0,Decorative Bottles
84,2019-11-01,144733.0,Decorative Bottles
85,2019-11-02,305415.0,Decorative Bottles
86,2019-11-03,104749.0,Decorative Bottles
87,2019-11-04,194448.0,Decorative Bottles
88,2019-11-05,297067.0,Decorative Bottles
89,2019-11-06,301592.0,Decorative Bottles
90,2019-11-07,161689.0,Decorative Bottles
91,2019-11-08,161689.0,Decorative Bottles
92,2019-11-09,161689.0,Decorative Bottles
93,2019-11-10,161689.0,Decorative Bottles
94,2019-11-11,161689.0,Decorative Bottles
95,2019-11-12,67344.0,Decorative Bottles
96,2019-11-13,67344.0,Decorative Bottles
97,2019-11-14,67344.0,Decorative Bottles
98,2019-11-15,67344.0,Decorative Bottles
99,2019-11-16,67344.0,Decorative Bottles
100,2019-11-17,67344.0,Decorative Bottles
101,2019-11-18,67344.0,Decorative Bottles
102,2019-11-19,90897.0,Decorative Bottles
103,2019-11-20,90897.0,Decorative Bottles
104,2019-11-21,120647.0,Decorative Bottles
105,2019-11-22,120647.0,Decorative Bottles
106,2019-11-23,120647.0,Decorative Bottles
107,2019-11-24,120647.0,Decorative Bottles
108,2019-11-25,120647.0,Decorative Bottles
109,2019-11-26,144561.0,Decorative Bottles
110,2019-11-27,144561.0,Decorative Bottles
111,2019-11-28,144561.0,Decorative Bottles
112,2019-11-29,119023.0,Decorative Bottles
113,2019-11-30,119023.0,Decorative Bottles
114,2019-12-01,119023.0,Decorative Bottles
115,2019-12-02,119023.0,Decorative Bottles
116,2019-12-03,106438.0,Decorative Bottles
117,2019-12-04,106438.0,Decorative Bottles
118,2019-12-05,106438.0,Decorative Bottles
119,2019-12-06,223452.0,Decorative Bottles
120,2019-12-07,223452.0,Decorative Bottles
121,2019-12-08,223452.0,Decorative Bottles
122,2019-12-09,223452.0,Decorative Bottles
123,2019-12-10,223452.0,Decorative Bottles
124,2019-12-11,93642.0,Decorative Bottles
125,2019-12-12,93642.0,Decorative Bottles
126,2019-12-13,93642.0,Decorative Bottles
127,2019-12-14,43991.0,Decorative Bottles
128,2019-12-15,43991.0,Decorative Bottles
129,2019-12-16,43991.0,Decorative Bottles
130,2019-12-17,57093.0,Decorative Bottles
131,2019-12-18,57093.0,Decorative Bottles
132,2019-12-19,57093.0,Decorative Bottles
133,2019-12-20,80337.0,Decorative Bottles
134,2019-12-21,80337.0,Decorative Bottles
135,2019-12-22,80337.0,Decorative Bottles
136,2019-12-23,80337.0,Decorative Bottles
137,2019-12-24,98573.0,Decorative Bottles
138,2019-12-25,98573.0,Decorative Bottles
139,2019-12-26,98573.0,Decorative Bottles
140,2019-12-27,98573.0,Decorative Bottles
141,2019-12-28,98573.0,Decorative Bottles
142,2019-12-29,98573.0,Decorative Bottles
143,2019-12-30,98573.0,Decorative Bottles
144,2019-12-31,67621.0,Decorative Bottles
145,2020-01-01,67621.0,Decorative Bottles
146,2020-01-02,99683.0,Decorative Bottles
147,2020-01-03,99683.0,Decorative Bottles
148,2020-01-04,112288.0,Decorative Bottles
149,2020-01-05,112288.0,Decorative Bottles
150,2020-01-06,112288.0,Decorative Bottles
151,2020-01-07,112288.0,Decorative Bottles
152,2020-01-08,112288.0,Decorative Bottles
153,2020-01-09,112288.0,Decorative Bottles
154,2020-01-10,112288.0,Decorative Bottles
155,2020-01-11,52736.0,Decorative Bottles
156,2020-01-12,52736.0,Decorative Bottles
157,2020-01-13,52736.0,Decorative Bottles
158,2020-01-14,43748.0,Decorative Bottles
159,2020-01-15,43748.0,Decorative Bottles
160,2020-01-16,41802.0,Decorative Bottles
161,2020-01-17,41802.0,Decorative Bottles
162,2020-01-18,41802.0,Decorative Bottles
163,2020-01-19,48712.0,Decorative Bottles
164,2020-01-20,48712.0,Decorative Bottles
165,2020-01-21,48712.0,Decorative Bottles
166,2020-01-22,48712.0,Decorative Bottles
167,2020-01-23,48712.0,Decorative Bottles
168,2020-01-24,48712.0,Decorative Bottles
169,2020-01-25,48712.0,Decorative Bottles
170,2020-01-26,48712.0,Decorative Bottles
171,2020-01-27,48712.0,Decorative Bottles
172,2020-01-28,29733.0,Decorative Bottles
173,2020-01-29,29733.0,Decorative Bottles
174,2020-01-30,29733.0,Decorative Bottles
175,2020-01-31,29733.0,Decorative Bottles
176,2020-02-01,29733.0,Decorative Bottles
177,2020-02-02,29733.0,Decorative Bottles
178,2020-02-03,29733.0,Decorative Bottles
179,2020-02-04,32816.0,Decorative Bottles
180,2020-02-05,27106.0,Decorative Bottles
181,2020-02-06,27106.0,Decorative Bottles
182,2020-02-07,20971.0,Decorative Bottles
183,2020-02-08,20971.0,Decorative Bottles
184,2020-02-09,20971.0,Decorative Bottles
185,2020-02-10,20971.0,Decorative Bottles
186,2020-02-11,21826.0,Decorative Bottles
187,2020-02-12,21826.0,Decorative Bottles
188,2020-02-13,28427.0,Decorative Bottles
189,2020-02-14,16882.0,Decorative Bottles
190,2020-02-15,16882.0,Decorative Bottles
191,2020-02-16,16882.0,Decorative Bottles
192,2020-02-17,16882.0,Decorative Bottles
193,2020-02-18,16882.0,Decorative Bottles
194,2020-02-19,18675.0,Decorative Bottles
195,2020-02-20,13524.0,Decorative Bottles
196,2020-02-21,20547.0,Decorative Bottles
197,2020-02-22,20547.0,Decorative Bottles
198,2020-02-23,20547.0,Decorative Bottles
199,2020-02-24,29311.0,Decorative Bottles
200,2020-02-25,23218.0,Decorative Bottles
201,2020-02-26,29422.0,Decorative Bottles
202,2020-02-27,29422.0,Decorative Bottles
203,2020-02-28,29422.0,Decorative Bottles
204,2020-02-29,29422.0,Decorative Bottles
205,2020-03-01,33811.0,Decorative Bottles
206,2020-03-02,33811.0,Decorative Bottles
207,2020-03-03,33811.0,Decorative Bottles
208,2020-03-04,33811.0,Decorative Bottles
209,2020-03-05,28614.0,Decorative Bottles
210,2020-03-06,28614.0,Decorative Bottles
211,2020-03-07,34375.0,Decorative Bottles
212,2020-03-08,34375.0,Decorative Bottles
213,2020-03-09,34375.0,Decorative Bottles
214,2020-03-10,31460.0,Decorative Bottles
215,2020-03-11,23207.0,Decorative Bottles
216,2020-03-12,23207.0,Decorative Bottles
217,2020-03-13,23207.0,Decorative Bottles
218,2020-03-14,23207.0,Decorative Bottles
219,2020-03-15,23207.0,Decorative Bottles
220,2020-03-16,22615.0,Decorative Bottles
221,2020-03-17,16727.0,Decorative Bottles
222,2020-03-18,16125.0,Decorative Bottles
223,2020-03-19,24994.0,Decorative Bottles
224,2020-03-20,24994.0,Decorative Bottles
225,2020-03-21,24994.0,Decorative Bottles
226,2020-03-22,24994.0,Decorative Bottles
227,2020-03-23,19116.0,Decorative Bottles
228,2020-03-24,19116.0,Decorative Bottles
229,2020-03-25,19116.0,Decorative Bottles
230,2020-03-26,19116.0,Decorative Bottles
231,2020-03-27,19116.0,Decorative Bottles
232,2020-03-28,19116.0,Decorative Bottles
233,2020-03-29,19116.0,Decorative Bottles
234,2020-03-30,26992.0,Decorative Bottles
235,2020-03-31,19909.0,Decorative Bottles
236,2020-04-01,19909.0,Decorative Bottles
237,2020-04-02,22301.0,Decorative Bottles
238,2020-04-03,22301.0,Decorative Bottles
239,2020-04-04,22301.0,Decorative Bottles
240,2020-04-05,22301.0,Decorative Bottles
241,2020-04-06,22301.0,Decorative Bottles
242,2020-04-07,34496.0,Decorative Bottles
243,2020-04-08,27224.0,Decorative Bottles
244,2020-04-09,26855.0,Decorative Bottles
245,2020-04-10,25484.0,Decorative Bottles
246,2020-04-11,25484.0,Decorative Bottles
247,2020-04-12,25484.0,Decorative Bottles
248,2020-04-13,25484.0,Decorative Bottles
249,2020-04-14,25484.0,Decorative Bottles
250,2020-04-15,24359.0,Decorative Bottles
251,2020-04-16,24359.0,Decorative Bottles
252,2020-04-17,23750.0,Decorative Bottles
253,2020-04-18,23750.0,Decorative Bottles
254,2020-04-19,23750.0,Decorative Bottles
255,2020-04-20,23750.0,Decorative Bottles
256,2020-04-21,23750.0,Decorative Bottles
257,2020-04-22,20495.0,Decorative Bottles
258,2020-04-23,20495.0,Decorative Bottles
259,2020-04-24,20495.0,Decorative Bottles
260,2020-04-25,20495.0,Decorative Bottles
261,2020-04-26,20495.0,Decorative Bottles
262,2020-04-27,20495.0,Decorative Bottles
263,2020-04-28,20495.0,Decorative Bottles
264,2020-04-29,29086.0,Decorative Bottles
265,2020-04-30,29086.0,Decorative Bottles
266,2020-05-01,29086.0,Decorative Bottles
267,2020-05-02,30175.0,Decorative Bottles
268,2020-05-03,30175.0,Decorative Bottles
269,2020-05-04,27983.0,Decorative Bottles
270,2020-05-05,27983.0,Decorative Bottles
271,2020-05-06,27983.0,Decorative Bottles
272,2020-05-07,30790.0,Decorative Bottles
273,2020-05-08,30790.0,Decorative Bottles
274,2020-05-09,30790.0,Decorative Bottles
275,2020-05-10,35914.0,Decorative Bottles
276,2020-05-11,35914.0,Decorative Bottles
277,2020-05-12,35914.0,Decorative Bottles
278,2020-05-13,22336.0,Decorative Bottles
279,2020-05-14,22336.0,Decorative Bottles
280,2020-05-15,22336.0,Decorative Bottles
281,2020-05-16,22336.0,Decorative Bottles
282,2020-05-17,22336.0,Decorative Bottles
283,2020-05-18,26159.0,Decorative Bottles
284,2020-05-19,38106.0,Decorative Bottles
285,2020-05-20,38106.0,Decorative Bottles
286,2020-05-21,38106.0,Decorative Bottles
287,2020-05-22,27511.0,Decorative Bottles
288,2020-05-23,25334.0,Decorative Bottles
289,2020-05-24,25334.0,Decorative Bottles
290,2020-05-25,25334.0,Decorative Bottles
291,2020-05-26,25334.0,Decorative Bottles
292,2020-05-27,25334.0,Decorative Bottles
293,2020-05-28,25334.0,Decorative Bottles
294,2020-05-29,39042.0,Decorative Bottles
295,2020-05-30,30369.0,Decorative Bottles
296,2020-05-31,30369.0,Decorative Bottles
297,2020-06-01,43672.0,Decorative Bottles
298,2020-06-02,43672.0,Decorative Bottles
299,2020-06-03,43672.0,Decorative Bottles
300,2020-06-04,31850.0,Decorative Bottles
301,2020-06-05,43682.0,Decorative Bottles
302,2020-06-06,43682.0,Decorative Bottles
303,2020-06-07,19058.0,Decorative Bottles
304,2020-06-08,19058.0,Decorative Bottles
305,2020-06-09,24558.0,Decorative Bottles
306,2020-06-10,24558.0,Decorative Bottles
307,2020-06-11,24558.0,Decorative Bottles
308,2020-06-12,13537.0,Decorative Bottles
309,2020-06-13,13537.0,Decorative Bottles
310,2020-06-14,18640.0,Decorative Bottles
311,2020-06-15,13580.0,Decorative Bottles
312,2020-06-16,22529.0,Decorative Bottles
313,2020-06-17,22164.0,Decorative Bottles
314,2020-06-18,22186.0,Decorative Bottles
315,2020-06-19,25015.0,Decorative Bottles
316,2020-06-20,39045.0,Decorative Bottles
317,2020-06-21,39045.0,Decorative Bottles
318,2020-06-22,39045.0,Decorative Bottles
319,2020-06-23,102528.0,Decorative Bottles
320,2020-06-24,70947.0,Decorative Bottles
321,2020-06-25,107750.0,Decorative Bottles
322,2020-06-26,107750.0,Decorative Bottles
323,2020-06-27,107750.0,Decorative Bottles
324,2020-06-28,52534.0,Decorative Bottles
325,2020-06-29,52534.0,Decorative Bottles
326,2020-06-30,52534.0,Decorative Bottles
327,2020-07-01,43506.0,Decorative Bottles
328,2020-07-02,43506.0,Decorative Bottles
329,2020-07-03,43506.0,Decorative Bottles
330,2020-07-04,21970.0,Decorative Bottles
331,2020-07-05,21970.0,Decorative Bottles
332,2020-07-06,21970.0,Decorative Bottles
333,2020-07-07,34118.0,Decorative Bottles
334,2020-07-08,34118.0,Decorative Bottles
335,2020-07-09,25908.0,Decorative Bottles
336,2020-07-10,17527.0,Decorative Bottles
337,2020-07-11,17527.0,Decorative Bottles
338,2020-07-12,15406.0,Decorative Bottles
339,2020-07-13,17856.0,Decorative Bottles
340,2020-07-14,17856.0,Decorative Bottles
341,2020-07-15,13320.0,Decorative Bottles
342,2020-07-16,13599.0,Decorative Bottles
343,2020-07-17,13656.0,Decorative Bottles
344,2020-07-18,14534.0,Decorative Bottles
345,2020-07-19,13428.0,Decorative Bottles
346,2020-07-20,15507.0,Decorative Bottles
347,2020-07-21,11490.0,Decorative Bottles
348,2020-07-22,11730.0,Decorative Bottles
349,2020-07-23,13137.0,Decorative Bottles
350,2020-07-24,15131.0,Decorative Bottles
351,2020-07-25,13568.0,Decorative Bottles
352,2020-07-26,13174.0,Decorative Bottles
353,2020-07-27,13678.0,Decorative Bottles
354,2020-07-28,10619.0,Decorative Bottles
355,2020-07-29,9733.0,Decorative Bottles
356,2020-07-30,10174.0,Decorative Bottles
357,2020-07-31,11031.0,Decorative Bottles
358,2020-08-01,11031.0,Decorative Bottles
359,2020-08-02,11264.0,Decorative Bottles
360,2020-08-03,14799.0,Decorative Bottles
361,2020-08-04,14494.0,Decorative Bottles
362,2020-08-05,14494.0,Decorative Bottles
363,2020-08-06,14494.0,Decorative Bottles
364,2020-08-07,15809.0,Decorative Bottles
365,2020-08-08,15809.0,Decorative Bottles
366,2020-08-09,12975.0,Decorative Bottles
367,2020-08-10,10546.0,Decorative Bottles
368,2020-08-11,14875.0,Decorative Bottles
