,date,value,name_B07MF6T9MM
110,2020-09-28,10794.0,Probiotics
111,2020-09-29,10794.0,Probiotics
112,2020-09-30,10794.0,Probiotics
113,2020-10-01,10794.0,Probiotics
114,2020-10-02,10794.0,Probiotics
115,2020-10-03,10794.0,Probiotics
116,2020-10-04,10794.0,Probiotics
117,2020-10-05,10794.0,Probiotics
118,2020-10-06,10794.0,Probiotics
119,2020-10-07,10794.0,Probiotics
120,2020-10-08,10794.0,Probiotics
121,2020-10-09,10794.0,Probiotics
122,2020-10-10,10794.0,Probiotics
123,2020-10-11,10794.0,Probiotics
124,2020-10-12,10794.0,Probiotics
125,2020-10-13,10794.0,Probiotics
126,2020-10-14,10794.0,Probiotics
127,2020-10-15,10794.0,Probiotics
128,2020-10-16,10794.0,Probiotics
129,2020-10-17,10794.0,Probiotics
130,2020-10-18,10794.0,Probiotics
131,2020-10-19,10794.0,Probiotics
132,2020-10-20,10794.0,Probiotics
133,2020-10-21,10794.0,Probiotics
134,2020-10-22,10794.0,Probiotics
135,2020-10-23,10794.0,Probiotics
136,2020-10-24,10794.0,Probiotics
137,2020-10-25,10794.0,Probiotics
138,2020-10-26,10794.0,Probiotics
139,2020-10-27,10794.0,Probiotics
140,2020-10-28,10794.0,Probiotics
141,2020-10-29,10794.0,Probiotics
142,2020-10-30,10794.0,Probiotics
143,2020-10-31,10794.0,Probiotics
144,2020-11-01,10794.0,Probiotics
145,2020-11-02,10794.0,Probiotics
146,2020-11-03,10794.0,Probiotics
147,2020-11-04,10794.0,Probiotics
148,2020-11-05,10794.0,Probiotics
149,2020-11-06,10794.0,Probiotics
150,2020-11-07,10794.0,Probiotics
151,2020-11-08,10794.0,Probiotics
152,2020-11-09,10794.0,Probiotics
153,2020-11-10,10794.0,Probiotics
154,2020-11-11,10794.0,Probiotics
155,2020-11-12,10794.0,Probiotics
156,2020-11-13,10794.0,Probiotics
157,2020-11-14,10794.0,Probiotics
158,2020-11-15,10794.0,Probiotics
159,2020-11-16,10794.0,Probiotics
160,2020-11-17,10794.0,Probiotics
161,2020-11-18,10794.0,Probiotics
162,2020-11-19,10794.0,Probiotics
163,2020-11-20,10794.0,Probiotics
164,2020-11-21,10794.0,Probiotics
165,2020-11-22,10794.0,Probiotics
166,2020-11-23,10794.0,Probiotics
167,2020-11-24,10794.0,Probiotics
168,2020-11-25,10794.0,Probiotics
169,2020-11-26,10794.0,Probiotics
170,2020-11-27,10794.0,Probiotics
171,2020-11-28,10794.0,Probiotics
172,2020-11-29,10794.0,Probiotics
173,2020-11-30,10794.0,Probiotics
174,2020-12-01,10794.0,Probiotics
175,2020-12-02,10794.0,Probiotics
176,2020-12-03,10794.0,Probiotics
177,2020-12-04,10794.0,Probiotics
178,2020-12-05,10794.0,Probiotics
179,2020-12-06,10794.0,Probiotics
180,2020-12-07,10794.0,Probiotics
181,2020-12-08,10794.0,Probiotics
182,2020-12-09,10794.0,Probiotics
183,2020-12-10,10794.0,Probiotics
184,2020-12-11,10794.0,Probiotics
185,2020-12-12,10794.0,Probiotics
186,2020-12-13,10794.0,Probiotics
187,2020-12-14,10794.0,Probiotics
188,2020-12-15,10794.0,Probiotics
189,2020-12-16,10794.0,Probiotics
190,2020-12-17,10794.0,Probiotics
191,2020-12-18,10794.0,Probiotics
192,2020-12-19,10794.0,Probiotics
193,2020-12-20,10794.0,Probiotics
194,2020-12-21,10794.0,Probiotics
195,2020-12-22,10794.0,Probiotics
196,2020-12-23,10794.0,Probiotics
197,2020-12-24,10794.0,Probiotics
198,2020-12-25,10794.0,Probiotics
199,2020-12-26,10794.0,Probiotics
200,2020-12-27,10794.0,Probiotics
201,2020-12-28,10794.0,Probiotics
202,2020-12-29,10794.0,Probiotics
203,2020-12-30,10794.0,Probiotics
204,2020-12-31,10794.0,Probiotics
205,2021-01-01,10794.0,Probiotics
206,2021-01-02,10794.0,Probiotics
207,2021-01-03,10794.0,Probiotics
208,2021-01-04,10794.0,Probiotics
209,2021-01-05,10794.0,Probiotics
210,2021-01-06,10794.0,Probiotics
211,2021-01-07,10794.0,Probiotics
212,2021-01-08,10794.0,Probiotics
213,2021-01-09,10794.0,Probiotics
214,2021-01-10,10794.0,Probiotics
215,2021-01-11,10794.0,Probiotics
216,2021-01-12,10794.0,Probiotics
217,2021-01-13,10794.0,Probiotics
218,2021-01-14,10794.0,Probiotics
219,2021-01-15,10794.0,Probiotics
220,2021-01-16,10794.0,Probiotics
221,2021-01-17,10794.0,Probiotics
222,2021-01-18,10794.0,Probiotics
223,2021-01-19,10794.0,Probiotics
224,2021-01-20,10794.0,Probiotics
225,2021-01-21,10794.0,Probiotics
226,2021-01-22,10794.0,Probiotics
227,2021-01-23,10794.0,Probiotics
228,2021-01-24,10794.0,Probiotics
229,2021-01-25,10794.0,Probiotics
230,2021-01-26,10794.0,Probiotics
231,2021-01-27,10794.0,Probiotics
232,2021-01-28,10794.0,Probiotics
233,2021-01-29,10794.0,Probiotics
234,2021-01-30,10794.0,Probiotics
235,2021-01-31,10794.0,Probiotics
236,2021-02-01,10794.0,Probiotics
237,2021-02-02,10794.0,Probiotics
238,2021-02-03,10794.0,Probiotics
239,2021-02-04,10794.0,Probiotics
240,2021-02-05,10794.0,Probiotics
241,2021-02-06,10794.0,Probiotics
242,2021-02-07,10794.0,Probiotics
243,2021-02-08,10794.0,Probiotics
244,2021-02-09,10794.0,Probiotics
245,2021-02-10,10794.0,Probiotics
246,2021-02-11,10794.0,Probiotics
247,2021-02-12,10794.0,Probiotics
248,2021-02-13,10794.0,Probiotics
249,2021-02-14,10794.0,Probiotics
250,2021-02-15,10794.0,Probiotics
251,2021-02-16,10794.0,Probiotics
252,2021-02-17,10794.0,Probiotics
253,2021-02-18,10794.0,Probiotics
254,2021-02-19,10794.0,Probiotics
255,2021-02-20,10794.0,Probiotics
256,2021-02-21,10794.0,Probiotics
257,2021-02-22,10794.0,Probiotics
258,2021-02-23,10794.0,Probiotics
259,2021-02-24,10794.0,Probiotics
260,2021-02-25,10794.0,Probiotics
261,2021-02-26,10794.0,Probiotics
262,2021-02-27,10794.0,Probiotics
263,2021-02-28,10794.0,Probiotics
264,2021-03-01,10794.0,Probiotics
265,2021-03-02,10794.0,Probiotics
266,2021-03-03,10794.0,Probiotics
267,2021-03-04,10794.0,Probiotics
268,2021-03-05,10794.0,Probiotics
269,2021-03-06,10794.0,Probiotics
270,2021-03-07,10794.0,Probiotics
271,2021-03-08,10794.0,Probiotics
272,2021-03-09,10794.0,Probiotics
273,2021-03-10,10794.0,Probiotics
274,2021-03-11,10794.0,Probiotics
275,2021-03-12,10794.0,Probiotics
276,2021-03-13,10794.0,Probiotics
277,2021-03-14,10794.0,Probiotics
278,2021-03-15,10794.0,Probiotics
279,2021-03-16,10794.0,Probiotics
280,2021-03-17,10794.0,Probiotics
281,2021-03-18,10794.0,Probiotics
282,2021-03-19,10794.0,Probiotics
283,2021-03-20,10794.0,Probiotics
284,2021-03-21,10794.0,Probiotics
285,2021-03-22,10794.0,Probiotics
286,2021-03-23,10794.0,Probiotics
287,2021-03-24,10794.0,Probiotics
288,2021-03-25,10794.0,Probiotics
289,2021-03-26,10794.0,Probiotics
290,2021-03-27,10794.0,Probiotics
291,2021-03-28,10794.0,Probiotics
292,2021-03-29,10794.0,Probiotics
293,2021-03-30,10794.0,Probiotics
294,2021-03-31,10794.0,Probiotics
295,2021-04-01,10794.0,Probiotics
296,2021-04-02,10794.0,Probiotics
297,2021-04-03,10794.0,Probiotics
298,2021-04-04,10794.0,Probiotics
299,2021-04-05,7668.0,Probiotics
300,2021-04-06,7668.0,Probiotics
301,2021-04-07,7668.0,Probiotics
302,2021-04-08,9085.0,Probiotics
303,2021-04-09,9085.0,Probiotics
304,2021-04-10,9085.0,Probiotics
305,2021-04-11,9963.0,Probiotics
306,2021-04-12,9963.0,Probiotics
307,2021-04-13,7193.0,Probiotics
308,2021-04-14,7193.0,Probiotics
309,2021-04-15,7193.0,Probiotics
310,2021-04-16,8098.0,Probiotics
311,2021-04-17,8098.0,Probiotics
312,2021-04-18,8098.0,Probiotics
313,2021-04-19,8194.0,Probiotics
314,2021-04-20,8140.0,Probiotics
315,2021-04-21,8140.0,Probiotics
316,2021-04-22,7200.0,Probiotics
317,2021-04-23,7605.0,Probiotics
318,2021-04-24,7605.0,Probiotics
319,2021-04-25,7605.0,Probiotics
320,2021-04-26,9412.0,Probiotics
321,2021-04-27,9412.0,Probiotics
322,2021-04-28,7372.0,Probiotics
323,2021-04-29,7372.0,Probiotics
324,2021-04-30,8944.0,Probiotics
325,2021-05-01,8944.0,Probiotics
326,2021-05-02,8427.0,Probiotics
327,2021-05-03,8427.0,Probiotics
328,2021-05-04,8427.0,Probiotics
329,2021-05-05,8456.0,Probiotics
330,2021-05-06,8456.0,Probiotics
331,2021-05-07,8456.0,Probiotics
332,2021-05-08,9823.0,Probiotics
333,2021-05-09,9823.0,Probiotics
334,2021-05-10,8895.0,Probiotics
335,2021-05-11,8895.0,Probiotics
336,2021-05-12,8895.0,Probiotics
337,2021-05-13,8243.0,Probiotics
338,2021-05-14,8243.0,Probiotics
339,2021-05-15,8243.0,Probiotics
340,2021-05-16,7919.0,Probiotics
341,2021-05-17,10080.0,Probiotics
342,2021-05-18,9150.0,Probiotics
343,2021-05-19,9150.0,Probiotics
344,2021-05-20,8714.0,Probiotics
345,2021-05-21,9780.0,Probiotics
346,2021-05-22,9780.0,Probiotics
347,2021-05-23,9780.0,Probiotics
348,2021-05-24,12169.0,Probiotics
349,2021-05-25,12169.0,Probiotics
350,2021-05-26,12169.0,Probiotics
351,2021-05-27,8344.0,Probiotics
352,2021-05-28,8344.0,Probiotics
353,2021-05-29,8344.0,Probiotics
354,2021-05-30,8344.0,Probiotics
355,2021-05-31,8344.0,Probiotics
356,2021-06-01,8086.0,Probiotics
357,2021-06-02,8086.0,Probiotics
358,2021-06-03,8086.0,Probiotics
359,2021-06-04,6386.0,Probiotics
360,2021-06-05,6386.0,Probiotics
361,2021-06-06,6386.0,Probiotics
362,2021-06-07,9625.0,Probiotics
363,2021-06-08,9625.0,Probiotics
364,2021-06-09,9625.0,Probiotics
365,2021-06-10,8037.0,Probiotics
366,2021-06-11,8037.0,Probiotics
367,2021-06-12,8037.0,Probiotics
368,2021-06-13,6569.0,Probiotics
369,2021-06-14,6569.0,Probiotics
370,2021-06-15,7667.0,Probiotics
371,2021-06-16,7667.0,Probiotics
372,2021-06-17,7280.0,Probiotics
373,2021-06-18,8975.0,Probiotics
374,2021-06-19,8975.0,Probiotics
375,2021-06-20,8975.0,Probiotics
376,2021-06-21,7474.0,Probiotics
377,2021-06-22,11539.0,Probiotics
378,2021-06-23,11539.0,Probiotics
379,2021-06-24,11539.0,Probiotics
380,2021-06-25,9448.0,Probiotics
381,2021-06-26,9448.0,Probiotics
382,2021-06-27,9448.0,Probiotics
383,2021-06-28,8279.0,Probiotics
384,2021-06-29,8279.0,Probiotics
385,2021-06-30,5421.0,Probiotics
386,2021-07-01,5421.0,Probiotics
387,2021-07-02,5421.0,Probiotics
388,2021-07-03,8856.0,Probiotics
389,2021-07-04,8856.0,Probiotics
390,2021-07-05,9413.0,Probiotics
391,2021-07-06,9413.0,Probiotics
392,2021-07-07,10638.0,Probiotics
393,2021-07-08,10638.0,Probiotics
394,2021-07-09,10638.0,Probiotics
395,2021-07-10,7870.0,Probiotics
396,2021-07-11,9545.0,Probiotics
