,date,value,name_B08F1Y5XFR
115,2020-12-10,13406.0,Reading Glasses
116,2020-12-11,12465.0,Reading Glasses
117,2020-12-12,12465.0,Reading Glasses
118,2020-12-13,12465.0,Reading Glasses
119,2020-12-14,13209.0,Reading Glasses
120,2020-12-15,13209.0,Reading Glasses
121,2020-12-16,13209.0,Reading Glasses
122,2020-12-17,12341.0,Reading Glasses
123,2020-12-18,12770.0,Reading Glasses
124,2020-12-19,12770.0,Reading Glasses
125,2020-12-20,13068.0,Reading Glasses
126,2020-12-21,11830.0,Reading Glasses
127,2020-12-22,15972.0,Reading Glasses
128,2020-12-23,15972.0,Reading Glasses
129,2020-12-24,14080.0,Reading Glasses
130,2020-12-25,16851.0,Reading Glasses
131,2020-12-26,16851.0,Reading Glasses
132,2020-12-27,16851.0,Reading Glasses
133,2020-12-28,14151.0,Reading Glasses
134,2020-12-29,14151.0,Reading Glasses
135,2020-12-30,14151.0,Reading Glasses
136,2020-12-31,13705.0,Reading Glasses
137,2021-01-01,13705.0,Reading Glasses
138,2021-01-02,13705.0,Reading Glasses
139,2021-01-03,13705.0,Reading Glasses
140,2021-01-04,13705.0,Reading Glasses
141,2021-01-05,16442.0,Reading Glasses
142,2021-01-06,16442.0,Reading Glasses
143,2021-01-07,16442.0,Reading Glasses
144,2021-01-08,16453.0,Reading Glasses
145,2021-01-09,17064.0,Reading Glasses
146,2021-01-10,17064.0,Reading Glasses
147,2021-01-11,12099.0,Reading Glasses
148,2021-01-12,12099.0,Reading Glasses
149,2021-01-13,12099.0,Reading Glasses
150,2021-01-14,12099.0,Reading Glasses
151,2021-01-15,13408.0,Reading Glasses
152,2021-01-16,13408.0,Reading Glasses
153,2021-01-17,13408.0,Reading Glasses
154,2021-01-18,12551.0,Reading Glasses
155,2021-01-19,12551.0,Reading Glasses
156,2021-01-20,13680.0,Reading Glasses
157,2021-01-21,13680.0,Reading Glasses
158,2021-01-22,13680.0,Reading Glasses
159,2021-01-23,13680.0,Reading Glasses
160,2021-01-24,13680.0,Reading Glasses
161,2021-01-25,13595.0,Reading Glasses
162,2021-01-26,14412.0,Reading Glasses
163,2021-01-27,14412.0,Reading Glasses
164,2021-01-28,14412.0,Reading Glasses
165,2021-01-29,12234.0,Reading Glasses
166,2021-01-30,12234.0,Reading Glasses
167,2021-01-31,12234.0,Reading Glasses
168,2021-02-01,15121.0,Reading Glasses
169,2021-02-02,15121.0,Reading Glasses
170,2021-02-03,15121.0,Reading Glasses
171,2021-02-04,15121.0,Reading Glasses
172,2021-02-05,15121.0,Reading Glasses
173,2021-02-06,15121.0,Reading Glasses
174,2021-02-07,15121.0,Reading Glasses
175,2021-02-08,16671.0,Reading Glasses
176,2021-02-09,16671.0,Reading Glasses
177,2021-02-10,16671.0,Reading Glasses
178,2021-02-11,16671.0,Reading Glasses
179,2021-02-12,14323.0,Reading Glasses
180,2021-02-13,14323.0,Reading Glasses
181,2021-02-14,14323.0,Reading Glasses
182,2021-02-15,14323.0,Reading Glasses
183,2021-02-16,13736.0,Reading Glasses
184,2021-02-17,13736.0,Reading Glasses
185,2021-02-18,13338.0,Reading Glasses
186,2021-02-19,13338.0,Reading Glasses
187,2021-02-20,12986.0,Reading Glasses
188,2021-02-21,12986.0,Reading Glasses
189,2021-02-22,12986.0,Reading Glasses
190,2021-02-23,12986.0,Reading Glasses
191,2021-02-24,14181.0,Reading Glasses
192,2021-02-25,14675.0,Reading Glasses
193,2021-02-26,14675.0,Reading Glasses
194,2021-02-27,14675.0,Reading Glasses
195,2021-02-28,14235.0,Reading Glasses
196,2021-03-01,14235.0,Reading Glasses
197,2021-03-02,14235.0,Reading Glasses
198,2021-03-03,14235.0,Reading Glasses
199,2021-03-04,14235.0,Reading Glasses
200,2021-03-05,16379.0,Reading Glasses
201,2021-03-06,16379.0,Reading Glasses
202,2021-03-07,16379.0,Reading Glasses
203,2021-03-08,12010.0,Reading Glasses
204,2021-03-09,12010.0,Reading Glasses
205,2021-03-10,12010.0,Reading Glasses
206,2021-03-11,12010.0,Reading Glasses
207,2021-03-12,16889.0,Reading Glasses
208,2021-03-13,16889.0,Reading Glasses
209,2021-03-14,16889.0,Reading Glasses
210,2021-03-15,21627.0,Reading Glasses
211,2021-03-16,21627.0,Reading Glasses
212,2021-03-17,21927.0,Reading Glasses
213,2021-03-18,21927.0,Reading Glasses
214,2021-03-19,21927.0,Reading Glasses
215,2021-03-20,21927.0,Reading Glasses
216,2021-03-21,16895.0,Reading Glasses
217,2021-03-22,16895.0,Reading Glasses
218,2021-03-23,18732.0,Reading Glasses
219,2021-03-24,18732.0,Reading Glasses
220,2021-03-25,14612.0,Reading Glasses
221,2021-03-26,14612.0,Reading Glasses
222,2021-03-27,14612.0,Reading Glasses
223,2021-03-28,15030.0,Reading Glasses
224,2021-03-29,15030.0,Reading Glasses
225,2021-03-30,15030.0,Reading Glasses
226,2021-03-31,15030.0,Reading Glasses
227,2021-04-01,17171.0,Reading Glasses
228,2021-04-02,17171.0,Reading Glasses
229,2021-04-03,17171.0,Reading Glasses
230,2021-04-04,17171.0,Reading Glasses
231,2021-04-05,14657.0,Reading Glasses
232,2021-04-06,14657.0,Reading Glasses
233,2021-04-07,14657.0,Reading Glasses
234,2021-04-08,16260.0,Reading Glasses
235,2021-04-09,16260.0,Reading Glasses
236,2021-04-10,14690.0,Reading Glasses
237,2021-04-11,14690.0,Reading Glasses
238,2021-04-12,17915.0,Reading Glasses
239,2021-04-13,14247.0,Reading Glasses
240,2021-04-14,12885.0,Reading Glasses
241,2021-04-15,12885.0,Reading Glasses
242,2021-04-16,17244.0,Reading Glasses
243,2021-04-17,17244.0,Reading Glasses
244,2021-04-18,17244.0,Reading Glasses
245,2021-04-19,17244.0,Reading Glasses
246,2021-04-20,17081.0,Reading Glasses
247,2021-04-21,16295.0,Reading Glasses
248,2021-04-22,16295.0,Reading Glasses
249,2021-04-23,15666.0,Reading Glasses
250,2021-04-24,15666.0,Reading Glasses
251,2021-04-25,15666.0,Reading Glasses
252,2021-04-26,16420.0,Reading Glasses
253,2021-04-27,16420.0,Reading Glasses
254,2021-04-28,16420.0,Reading Glasses
255,2021-04-29,16420.0,Reading Glasses
256,2021-04-30,14761.0,Reading Glasses
257,2021-05-01,14761.0,Reading Glasses
258,2021-05-02,16535.0,Reading Glasses
259,2021-05-03,16535.0,Reading Glasses
260,2021-05-04,16535.0,Reading Glasses
261,2021-05-05,16535.0,Reading Glasses
262,2021-05-06,17877.0,Reading Glasses
263,2021-05-07,17877.0,Reading Glasses
264,2021-05-08,17877.0,Reading Glasses
265,2021-05-09,17877.0,Reading Glasses
266,2021-05-10,17872.0,Reading Glasses
267,2021-05-11,17872.0,Reading Glasses
268,2021-05-12,17872.0,Reading Glasses
269,2021-05-13,17872.0,Reading Glasses
270,2021-05-14,19023.0,Reading Glasses
271,2021-05-15,19023.0,Reading Glasses
272,2021-05-16,19023.0,Reading Glasses
273,2021-05-17,16377.0,Reading Glasses
274,2021-05-18,16377.0,Reading Glasses
275,2021-05-19,16377.0,Reading Glasses
276,2021-05-20,15425.0,Reading Glasses
277,2021-05-21,16674.0,Reading Glasses
278,2021-05-22,16674.0,Reading Glasses
279,2021-05-23,16674.0,Reading Glasses
280,2021-05-24,17104.0,Reading Glasses
281,2021-05-25,17104.0,Reading Glasses
282,2021-05-26,21273.0,Reading Glasses
283,2021-05-27,20713.0,Reading Glasses
284,2021-05-28,21940.0,Reading Glasses
285,2021-05-29,21940.0,Reading Glasses
286,2021-05-30,21940.0,Reading Glasses
287,2021-05-31,21940.0,Reading Glasses
288,2021-06-01,20943.0,Reading Glasses
289,2021-06-02,20943.0,Reading Glasses
290,2021-06-03,20943.0,Reading Glasses
291,2021-06-04,21136.0,Reading Glasses
292,2021-06-05,21136.0,Reading Glasses
293,2021-06-06,21136.0,Reading Glasses
294,2021-06-07,21136.0,Reading Glasses
295,2021-06-08,15105.0,Reading Glasses
296,2021-06-09,15105.0,Reading Glasses
297,2021-06-10,15105.0,Reading Glasses
298,2021-06-11,16411.0,Reading Glasses
299,2021-06-12,16411.0,Reading Glasses
300,2021-06-13,16411.0,Reading Glasses
301,2021-06-14,16028.0,Reading Glasses
302,2021-06-15,16028.0,Reading Glasses
303,2021-06-16,16028.0,Reading Glasses
304,2021-06-17,23391.0,Reading Glasses
305,2021-06-18,23391.0,Reading Glasses
306,2021-06-19,23391.0,Reading Glasses
307,2021-06-20,23391.0,Reading Glasses
308,2021-06-21,18377.0,Reading Glasses
309,2021-06-22,12002.0,Reading Glasses
310,2021-06-23,12002.0,Reading Glasses
311,2021-06-24,12002.0,Reading Glasses
312,2021-06-25,17010.0,Reading Glasses
313,2021-06-26,17010.0,Reading Glasses
314,2021-06-27,17010.0,Reading Glasses
315,2021-06-28,15355.0,Reading Glasses
316,2021-06-29,15355.0,Reading Glasses
317,2021-06-30,15355.0,Reading Glasses
318,2021-07-01,17653.0,Reading Glasses
319,2021-07-02,17653.0,Reading Glasses
320,2021-07-03,16922.0,Reading Glasses
321,2021-07-04,16922.0,Reading Glasses
322,2021-07-05,23867.0,Reading Glasses
323,2021-07-06,17837.0,Reading Glasses
324,2021-07-07,17837.0,Reading Glasses
325,2021-07-08,19726.0,Reading Glasses
326,2021-07-09,19726.0,Reading Glasses
327,2021-07-10,19726.0,Reading Glasses
328,2021-07-11,22588.0,Reading Glasses
