,date,value,name_B082X5ZT28
122,2020-09-29,8261.0,Subject Notebooks
123,2020-09-30,8261.0,Subject Notebooks
124,2020-10-01,8261.0,Subject Notebooks
125,2020-10-02,5835.0,Subject Notebooks
126,2020-10-03,5835.0,Subject Notebooks
127,2020-10-04,5835.0,Subject Notebooks
128,2020-10-05,5835.0,Subject Notebooks
129,2020-10-06,6389.0,Subject Notebooks
130,2020-10-07,6389.0,Subject Notebooks
131,2020-10-08,6389.0,Subject Notebooks
132,2020-10-09,6389.0,Subject Notebooks
133,2020-10-10,6389.0,Subject Notebooks
134,2020-10-11,6389.0,Subject Notebooks
135,2020-10-12,5693.0,Subject Notebooks
136,2020-10-13,5693.0,Subject Notebooks
137,2020-10-14,5693.0,Subject Notebooks
138,2020-10-15,5693.0,Subject Notebooks
139,2020-10-16,6984.0,Subject Notebooks
140,2020-10-17,6984.0,Subject Notebooks
141,2020-10-18,6984.0,Subject Notebooks
142,2020-10-19,6495.0,Subject Notebooks
143,2020-10-20,5181.0,Subject Notebooks
144,2020-10-21,6971.0,Subject Notebooks
145,2020-10-22,6666.0,Subject Notebooks
146,2020-10-23,6666.0,Subject Notebooks
147,2020-10-24,6666.0,Subject Notebooks
148,2020-10-25,6666.0,Subject Notebooks
149,2020-10-26,6666.0,Subject Notebooks
150,2020-10-27,6690.0,Subject Notebooks
151,2020-10-28,6703.0,Subject Notebooks
152,2020-10-29,6703.0,Subject Notebooks
153,2020-10-30,6703.0,Subject Notebooks
154,2020-10-31,6930.0,Subject Notebooks
155,2020-11-01,6930.0,Subject Notebooks
156,2020-11-02,4674.0,Subject Notebooks
157,2020-11-03,4674.0,Subject Notebooks
158,2020-11-04,5271.0,Subject Notebooks
159,2020-11-05,5271.0,Subject Notebooks
160,2020-11-06,6480.0,Subject Notebooks
161,2020-11-07,6753.0,Subject Notebooks
162,2020-11-08,6753.0,Subject Notebooks
163,2020-11-09,6753.0,Subject Notebooks
164,2020-11-10,5398.0,Subject Notebooks
165,2020-11-11,5398.0,Subject Notebooks
166,2020-11-12,5021.0,Subject Notebooks
167,2020-11-13,5021.0,Subject Notebooks
168,2020-11-14,5021.0,Subject Notebooks
169,2020-11-15,5021.0,Subject Notebooks
170,2020-11-16,4611.0,Subject Notebooks
171,2020-11-17,4611.0,Subject Notebooks
172,2020-11-18,5390.0,Subject Notebooks
173,2020-11-19,5390.0,Subject Notebooks
174,2020-11-20,5390.0,Subject Notebooks
175,2020-11-21,5390.0,Subject Notebooks
176,2020-11-22,5390.0,Subject Notebooks
177,2020-11-23,6701.0,Subject Notebooks
178,2020-11-24,6701.0,Subject Notebooks
179,2020-11-25,6701.0,Subject Notebooks
180,2020-11-26,4394.0,Subject Notebooks
181,2020-11-27,4394.0,Subject Notebooks
182,2020-11-28,4394.0,Subject Notebooks
183,2020-11-29,6068.0,Subject Notebooks
184,2020-11-30,6068.0,Subject Notebooks
185,2020-12-01,6069.0,Subject Notebooks
186,2020-12-02,6069.0,Subject Notebooks
187,2020-12-03,5769.0,Subject Notebooks
188,2020-12-04,5769.0,Subject Notebooks
189,2020-12-05,5769.0,Subject Notebooks
190,2020-12-06,5769.0,Subject Notebooks
191,2020-12-07,5445.0,Subject Notebooks
192,2020-12-08,4788.0,Subject Notebooks
193,2020-12-09,4438.0,Subject Notebooks
194,2020-12-10,5308.0,Subject Notebooks
195,2020-12-11,5453.0,Subject Notebooks
196,2020-12-12,5453.0,Subject Notebooks
197,2020-12-13,4329.0,Subject Notebooks
198,2020-12-14,4367.0,Subject Notebooks
199,2020-12-15,5384.0,Subject Notebooks
200,2020-12-16,5384.0,Subject Notebooks
201,2020-12-17,6192.0,Subject Notebooks
202,2020-12-18,6192.0,Subject Notebooks
203,2020-12-19,5163.0,Subject Notebooks
204,2020-12-20,5163.0,Subject Notebooks
205,2020-12-21,5163.0,Subject Notebooks
206,2020-12-22,6373.0,Subject Notebooks
207,2020-12-23,6373.0,Subject Notebooks
208,2020-12-24,5690.0,Subject Notebooks
209,2020-12-25,5690.0,Subject Notebooks
210,2020-12-26,5690.0,Subject Notebooks
211,2020-12-27,8108.0,Subject Notebooks
212,2020-12-28,8108.0,Subject Notebooks
213,2020-12-29,5509.0,Subject Notebooks
214,2020-12-30,5509.0,Subject Notebooks
215,2020-12-31,5509.0,Subject Notebooks
216,2021-01-01,9369.0,Subject Notebooks
217,2021-01-02,9369.0,Subject Notebooks
218,2021-01-03,11062.0,Subject Notebooks
219,2021-01-04,15057.0,Subject Notebooks
220,2021-01-05,13250.0,Subject Notebooks
221,2021-01-06,13250.0,Subject Notebooks
222,2021-01-07,13250.0,Subject Notebooks
223,2021-01-08,11822.0,Subject Notebooks
224,2021-01-09,11822.0,Subject Notebooks
225,2021-01-10,11822.0,Subject Notebooks
226,2021-01-11,11822.0,Subject Notebooks
227,2021-01-12,12578.0,Subject Notebooks
228,2021-01-13,12578.0,Subject Notebooks
229,2021-01-14,10131.0,Subject Notebooks
230,2021-01-15,10131.0,Subject Notebooks
231,2021-01-16,10131.0,Subject Notebooks
232,2021-01-17,10131.0,Subject Notebooks
233,2021-01-18,10131.0,Subject Notebooks
234,2021-01-19,10131.0,Subject Notebooks
235,2021-01-20,10131.0,Subject Notebooks
236,2021-01-21,10131.0,Subject Notebooks
237,2021-01-22,10131.0,Subject Notebooks
238,2021-01-23,10131.0,Subject Notebooks
239,2021-01-24,10131.0,Subject Notebooks
240,2021-01-25,10131.0,Subject Notebooks
241,2021-01-26,10131.0,Subject Notebooks
242,2021-01-27,10131.0,Subject Notebooks
243,2021-01-28,10131.0,Subject Notebooks
244,2021-01-29,10131.0,Subject Notebooks
245,2021-01-30,10131.0,Subject Notebooks
246,2021-01-31,10131.0,Subject Notebooks
247,2021-02-01,10131.0,Subject Notebooks
248,2021-02-02,10131.0,Subject Notebooks
249,2021-02-03,10131.0,Subject Notebooks
250,2021-02-04,10131.0,Subject Notebooks
251,2021-02-05,10131.0,Subject Notebooks
252,2021-02-06,5026.0,Subject Notebooks
253,2021-02-07,5026.0,Subject Notebooks
254,2021-02-08,5690.0,Subject Notebooks
255,2021-02-09,5690.0,Subject Notebooks
256,2021-02-10,5690.0,Subject Notebooks
257,2021-02-11,5922.0,Subject Notebooks
258,2021-02-12,5922.0,Subject Notebooks
259,2021-02-13,5922.0,Subject Notebooks
260,2021-02-14,5922.0,Subject Notebooks
261,2021-02-15,5297.0,Subject Notebooks
262,2021-02-16,5297.0,Subject Notebooks
263,2021-02-17,5297.0,Subject Notebooks
264,2021-02-18,4974.0,Subject Notebooks
265,2021-02-19,5365.0,Subject Notebooks
266,2021-02-20,5067.0,Subject Notebooks
267,2021-02-21,5067.0,Subject Notebooks
268,2021-02-22,5067.0,Subject Notebooks
269,2021-02-23,4236.0,Subject Notebooks
270,2021-02-24,4236.0,Subject Notebooks
271,2021-02-25,4236.0,Subject Notebooks
272,2021-02-26,4236.0,Subject Notebooks
273,2021-02-27,5342.0,Subject Notebooks
274,2021-02-28,5342.0,Subject Notebooks
275,2021-03-01,5462.0,Subject Notebooks
276,2021-03-02,4975.0,Subject Notebooks
277,2021-03-03,4440.0,Subject Notebooks
278,2021-03-04,4440.0,Subject Notebooks
279,2021-03-05,4440.0,Subject Notebooks
280,2021-03-06,5403.0,Subject Notebooks
281,2021-03-07,5403.0,Subject Notebooks
282,2021-03-08,5403.0,Subject Notebooks
283,2021-03-09,5799.0,Subject Notebooks
284,2021-03-10,5638.0,Subject Notebooks
285,2021-03-11,5638.0,Subject Notebooks
286,2021-03-12,5638.0,Subject Notebooks
287,2021-03-13,5638.0,Subject Notebooks
288,2021-03-14,5638.0,Subject Notebooks
289,2021-03-15,6175.0,Subject Notebooks
290,2021-03-16,5970.0,Subject Notebooks
291,2021-03-17,5970.0,Subject Notebooks
292,2021-03-18,6066.0,Subject Notebooks
293,2021-03-19,5234.0,Subject Notebooks
294,2021-03-20,5234.0,Subject Notebooks
295,2021-03-21,5234.0,Subject Notebooks
296,2021-03-22,5840.0,Subject Notebooks
297,2021-03-23,5840.0,Subject Notebooks
298,2021-03-24,5840.0,Subject Notebooks
299,2021-03-25,4583.0,Subject Notebooks
300,2021-03-26,4583.0,Subject Notebooks
301,2021-03-27,4583.0,Subject Notebooks
302,2021-03-28,4583.0,Subject Notebooks
303,2021-03-29,5276.0,Subject Notebooks
304,2021-03-30,5786.0,Subject Notebooks
305,2021-03-31,5786.0,Subject Notebooks
306,2021-04-01,4162.0,Subject Notebooks
307,2021-04-02,4162.0,Subject Notebooks
308,2021-04-03,5645.0,Subject Notebooks
309,2021-04-04,5645.0,Subject Notebooks
310,2021-04-05,5645.0,Subject Notebooks
311,2021-04-06,5264.0,Subject Notebooks
312,2021-04-07,5264.0,Subject Notebooks
313,2021-04-08,4664.0,Subject Notebooks
314,2021-04-09,5253.0,Subject Notebooks
315,2021-04-10,5253.0,Subject Notebooks
316,2021-04-11,5253.0,Subject Notebooks
317,2021-04-12,4664.0,Subject Notebooks
318,2021-04-13,4664.0,Subject Notebooks
319,2021-04-14,5802.0,Subject Notebooks
320,2021-04-15,5802.0,Subject Notebooks
321,2021-04-16,3980.0,Subject Notebooks
322,2021-04-17,3980.0,Subject Notebooks
323,2021-04-18,3980.0,Subject Notebooks
324,2021-04-19,3980.0,Subject Notebooks
325,2021-04-20,5945.0,Subject Notebooks
326,2021-04-21,5945.0,Subject Notebooks
327,2021-04-22,5945.0,Subject Notebooks
328,2021-04-23,4498.0,Subject Notebooks
329,2021-04-24,5452.0,Subject Notebooks
330,2021-04-25,5942.0,Subject Notebooks
331,2021-04-26,5942.0,Subject Notebooks
332,2021-04-27,5242.0,Subject Notebooks
333,2021-04-28,5242.0,Subject Notebooks
334,2021-04-29,5030.0,Subject Notebooks
335,2021-04-30,5030.0,Subject Notebooks
336,2021-05-01,5030.0,Subject Notebooks
337,2021-05-02,6018.0,Subject Notebooks
338,2021-05-03,5233.0,Subject Notebooks
339,2021-05-04,5233.0,Subject Notebooks
340,2021-05-05,6629.0,Subject Notebooks
341,2021-05-06,5863.0,Subject Notebooks
342,2021-05-07,4850.0,Subject Notebooks
343,2021-05-08,4850.0,Subject Notebooks
344,2021-05-09,4850.0,Subject Notebooks
345,2021-05-10,4963.0,Subject Notebooks
346,2021-05-11,4739.0,Subject Notebooks
347,2021-05-12,3932.0,Subject Notebooks
348,2021-05-13,5665.0,Subject Notebooks
349,2021-05-14,5115.0,Subject Notebooks
350,2021-05-15,5115.0,Subject Notebooks
351,2021-05-16,5115.0,Subject Notebooks
352,2021-05-17,3922.0,Subject Notebooks
353,2021-05-18,3922.0,Subject Notebooks
354,2021-05-19,4644.0,Subject Notebooks
355,2021-05-20,4889.0,Subject Notebooks
356,2021-05-21,4889.0,Subject Notebooks
357,2021-05-22,4386.0,Subject Notebooks
358,2021-05-23,5733.0,Subject Notebooks
359,2021-05-24,5733.0,Subject Notebooks
360,2021-05-25,5733.0,Subject Notebooks
361,2021-05-26,4616.0,Subject Notebooks
362,2021-05-27,4690.0,Subject Notebooks
363,2021-05-28,4690.0,Subject Notebooks
364,2021-05-29,4690.0,Subject Notebooks
365,2021-05-30,6197.0,Subject Notebooks
366,2021-05-31,5036.0,Subject Notebooks
367,2021-06-01,5110.0,Subject Notebooks
368,2021-06-02,5110.0,Subject Notebooks
369,2021-06-03,4880.0,Subject Notebooks
370,2021-06-04,4225.0,Subject Notebooks
371,2021-06-05,4225.0,Subject Notebooks
372,2021-06-06,3987.0,Subject Notebooks
373,2021-06-07,4962.0,Subject Notebooks
374,2021-06-08,3610.0,Subject Notebooks
375,2021-06-09,4705.0,Subject Notebooks
376,2021-06-10,4705.0,Subject Notebooks
377,2021-06-11,3951.0,Subject Notebooks
378,2021-06-12,3951.0,Subject Notebooks
379,2021-06-13,3951.0,Subject Notebooks
380,2021-06-14,5990.0,Subject Notebooks
381,2021-06-15,3915.0,Subject Notebooks
382,2021-06-16,3915.0,Subject Notebooks
383,2021-06-17,3813.0,Subject Notebooks
384,2021-06-18,4002.0,Subject Notebooks
385,2021-06-19,4002.0,Subject Notebooks
386,2021-06-20,5481.0,Subject Notebooks
387,2021-06-21,5481.0,Subject Notebooks
388,2021-06-22,5456.0,Subject Notebooks
389,2021-06-23,5456.0,Subject Notebooks
390,2021-06-24,7585.0,Subject Notebooks
391,2021-06-25,7585.0,Subject Notebooks
392,2021-06-26,7246.0,Subject Notebooks
393,2021-06-27,7246.0,Subject Notebooks
394,2021-06-28,7412.0,Subject Notebooks
395,2021-06-29,5782.0,Subject Notebooks
396,2021-06-30,5782.0,Subject Notebooks
397,2021-07-01,5782.0,Subject Notebooks
398,2021-07-02,5782.0,Subject Notebooks
399,2021-07-03,5048.0,Subject Notebooks
400,2021-07-04,5048.0,Subject Notebooks
401,2021-07-05,3415.0,Subject Notebooks
402,2021-07-06,4342.0,Subject Notebooks
403,2021-07-07,3842.0,Subject Notebooks
404,2021-07-08,4556.0,Subject Notebooks
405,2021-07-09,4605.0,Subject Notebooks
