,date,value,name_B0854NMH99
115,2020-09-19,20546.0,Whey
116,2020-09-20,20546.0,Whey
117,2020-09-21,21203.0,Whey
118,2020-09-22,21203.0,Whey
119,2020-09-23,21203.0,Whey
120,2020-09-24,21203.0,Whey
121,2020-09-25,21203.0,Whey
122,2020-09-26,20506.0,Whey
123,2020-09-27,20506.0,Whey
124,2020-09-28,20506.0,Whey
125,2020-09-29,20506.0,Whey
126,2020-09-30,13759.0,Whey
127,2020-10-01,13759.0,Whey
128,2020-10-02,13759.0,Whey
129,2020-10-03,17271.0,Whey
130,2020-10-04,17271.0,Whey
131,2020-10-05,21074.0,Whey
132,2020-10-06,19134.0,Whey
133,2020-10-07,19134.0,Whey
134,2020-10-08,19134.0,Whey
135,2020-10-09,19134.0,Whey
136,2020-10-10,22293.0,Whey
137,2020-10-11,22293.0,Whey
138,2020-10-12,22293.0,Whey
139,2020-10-13,22485.0,Whey
140,2020-10-14,22485.0,Whey
141,2020-10-15,23673.0,Whey
142,2020-10-16,23673.0,Whey
143,2020-10-17,23673.0,Whey
144,2020-10-18,36360.0,Whey
145,2020-10-19,36360.0,Whey
146,2020-10-20,36360.0,Whey
147,2020-10-21,27345.0,Whey
148,2020-10-22,27345.0,Whey
149,2020-10-23,27345.0,Whey
150,2020-10-24,27345.0,Whey
151,2020-10-25,27345.0,Whey
152,2020-10-26,27345.0,Whey
153,2020-10-27,18681.0,Whey
154,2020-10-28,18681.0,Whey
155,2020-10-29,18681.0,Whey
156,2020-10-30,18681.0,Whey
157,2020-10-31,26733.0,Whey
158,2020-11-01,28685.0,Whey
159,2020-11-02,28685.0,Whey
160,2020-11-03,28685.0,Whey
161,2020-11-04,28685.0,Whey
162,2020-11-05,28685.0,Whey
163,2020-11-06,16710.0,Whey
164,2020-11-07,17706.0,Whey
165,2020-11-08,17706.0,Whey
166,2020-11-09,23701.0,Whey
167,2020-11-10,23701.0,Whey
168,2020-11-11,23701.0,Whey
169,2020-11-12,23701.0,Whey
170,2020-11-13,23701.0,Whey
171,2020-11-14,26707.0,Whey
172,2020-11-15,21152.0,Whey
173,2020-11-16,21152.0,Whey
174,2020-11-17,21152.0,Whey
175,2020-11-18,21152.0,Whey
176,2020-11-19,23329.0,Whey
177,2020-11-20,22732.0,Whey
178,2020-11-21,22732.0,Whey
179,2020-11-22,22732.0,Whey
180,2020-11-23,22846.0,Whey
181,2020-11-24,22846.0,Whey
182,2020-11-25,22846.0,Whey
183,2020-11-26,22846.0,Whey
184,2020-11-27,22846.0,Whey
185,2020-11-28,22846.0,Whey
186,2020-11-29,22846.0,Whey
187,2020-11-30,17177.0,Whey
188,2020-12-01,16141.0,Whey
189,2020-12-02,16842.0,Whey
190,2020-12-03,16842.0,Whey
191,2020-12-04,16842.0,Whey
192,2020-12-05,16842.0,Whey
193,2020-12-06,16842.0,Whey
194,2020-12-07,16842.0,Whey
195,2020-12-08,16842.0,Whey
196,2020-12-09,15465.0,Whey
197,2020-12-10,15465.0,Whey
198,2020-12-11,15465.0,Whey
199,2020-12-12,20274.0,Whey
200,2020-12-13,20274.0,Whey
201,2020-12-14,20274.0,Whey
202,2020-12-15,20950.0,Whey
203,2020-12-16,20950.0,Whey
204,2020-12-17,19596.0,Whey
205,2020-12-18,17633.0,Whey
206,2020-12-19,17633.0,Whey
207,2020-12-20,23791.0,Whey
208,2020-12-21,23791.0,Whey
209,2020-12-22,25464.0,Whey
210,2020-12-23,25464.0,Whey
211,2020-12-24,27876.0,Whey
212,2020-12-25,27876.0,Whey
213,2020-12-26,27876.0,Whey
214,2020-12-27,27876.0,Whey
215,2020-12-28,16131.0,Whey
216,2020-12-29,16131.0,Whey
217,2020-12-30,16131.0,Whey
218,2020-12-31,19099.0,Whey
219,2021-01-01,19099.0,Whey
220,2021-01-02,16093.0,Whey
221,2021-01-03,16093.0,Whey
222,2021-01-04,16093.0,Whey
223,2021-01-05,9914.0,Whey
224,2021-01-06,9914.0,Whey
225,2021-01-07,9914.0,Whey
226,2021-01-08,11158.0,Whey
227,2021-01-09,11158.0,Whey
228,2021-01-10,12914.0,Whey
229,2021-01-11,12914.0,Whey
230,2021-01-12,12914.0,Whey
231,2021-01-13,12794.0,Whey
232,2021-01-14,12794.0,Whey
233,2021-01-15,12794.0,Whey
234,2021-01-16,13123.0,Whey
235,2021-01-17,13123.0,Whey
236,2021-01-18,13123.0,Whey
237,2021-01-19,10808.0,Whey
238,2021-01-20,11067.0,Whey
239,2021-01-21,11067.0,Whey
240,2021-01-22,11308.0,Whey
241,2021-01-23,11308.0,Whey
242,2021-01-24,11308.0,Whey
243,2021-01-25,12084.0,Whey
244,2021-01-26,10232.0,Whey
245,2021-01-27,10232.0,Whey
246,2021-01-28,9371.0,Whey
247,2021-01-29,9371.0,Whey
248,2021-01-30,9371.0,Whey
249,2021-01-31,9371.0,Whey
250,2021-02-01,11161.0,Whey
251,2021-02-02,11161.0,Whey
252,2021-02-03,11161.0,Whey
253,2021-02-04,10394.0,Whey
254,2021-02-05,10394.0,Whey
255,2021-02-06,10394.0,Whey
256,2021-02-07,12393.0,Whey
257,2021-02-08,12393.0,Whey
258,2021-02-09,11932.0,Whey
259,2021-02-10,10828.0,Whey
260,2021-02-11,10828.0,Whey
261,2021-02-12,10828.0,Whey
262,2021-02-13,14234.0,Whey
263,2021-02-14,14234.0,Whey
264,2021-02-15,12847.0,Whey
265,2021-02-16,12847.0,Whey
266,2021-02-17,12847.0,Whey
267,2021-02-18,13108.0,Whey
268,2021-02-19,13108.0,Whey
269,2021-02-20,11196.0,Whey
270,2021-02-21,10815.0,Whey
271,2021-02-22,10815.0,Whey
272,2021-02-23,9018.0,Whey
273,2021-02-24,9018.0,Whey
274,2021-02-25,9018.0,Whey
275,2021-02-26,10006.0,Whey
276,2021-02-27,10006.0,Whey
277,2021-02-28,10006.0,Whey
278,2021-03-01,9670.0,Whey
279,2021-03-02,9342.0,Whey
280,2021-03-03,9342.0,Whey
281,2021-03-04,9342.0,Whey
282,2021-03-05,8733.0,Whey
283,2021-03-06,8733.0,Whey
284,2021-03-07,9909.0,Whey
285,2021-03-08,9058.0,Whey
286,2021-03-09,9058.0,Whey
287,2021-03-10,9530.0,Whey
288,2021-03-11,9530.0,Whey
289,2021-03-12,9530.0,Whey
290,2021-03-13,11777.0,Whey
291,2021-03-14,11777.0,Whey
292,2021-03-15,11777.0,Whey
293,2021-03-16,10069.0,Whey
294,2021-03-17,10069.0,Whey
295,2021-03-18,7914.0,Whey
296,2021-03-19,7914.0,Whey
297,2021-03-20,8527.0,Whey
298,2021-03-21,8527.0,Whey
299,2021-03-22,8527.0,Whey
300,2021-03-23,8047.0,Whey
301,2021-03-24,8047.0,Whey
302,2021-03-25,8047.0,Whey
303,2021-03-26,7454.0,Whey
304,2021-03-27,8281.0,Whey
305,2021-03-28,8281.0,Whey
306,2021-03-29,8281.0,Whey
307,2021-03-30,7362.0,Whey
308,2021-03-31,7164.0,Whey
309,2021-04-01,7164.0,Whey
310,2021-04-02,7164.0,Whey
311,2021-04-03,8944.0,Whey
312,2021-04-04,8019.0,Whey
313,2021-04-05,8355.0,Whey
314,2021-04-06,8355.0,Whey
315,2021-04-07,8355.0,Whey
316,2021-04-08,7380.0,Whey
317,2021-04-09,7380.0,Whey
318,2021-04-10,7380.0,Whey
319,2021-04-11,7380.0,Whey
320,2021-04-12,8257.0,Whey
321,2021-04-13,8257.0,Whey
322,2021-04-14,7391.0,Whey
323,2021-04-15,7391.0,Whey
324,2021-04-16,6768.0,Whey
325,2021-04-17,6768.0,Whey
326,2021-04-18,6768.0,Whey
327,2021-04-19,7148.0,Whey
328,2021-04-20,6134.0,Whey
329,2021-04-21,6134.0,Whey
330,2021-04-22,7191.0,Whey
331,2021-04-23,7716.0,Whey
332,2021-04-24,7716.0,Whey
333,2021-04-25,7931.0,Whey
334,2021-04-26,7931.0,Whey
335,2021-04-27,6940.0,Whey
336,2021-04-28,6940.0,Whey
337,2021-04-29,7691.0,Whey
338,2021-04-30,7691.0,Whey
339,2021-05-01,7782.0,Whey
340,2021-05-02,7782.0,Whey
341,2021-05-03,9637.0,Whey
342,2021-05-04,8840.0,Whey
343,2021-05-05,8840.0,Whey
344,2021-05-06,7357.0,Whey
345,2021-05-07,7357.0,Whey
346,2021-05-08,7311.0,Whey
347,2021-05-09,7311.0,Whey
348,2021-05-10,7311.0,Whey
349,2021-05-11,7086.0,Whey
350,2021-05-12,7086.0,Whey
351,2021-05-13,7873.0,Whey
352,2021-05-14,7873.0,Whey
353,2021-05-15,8442.0,Whey
354,2021-05-16,8442.0,Whey
355,2021-05-17,8442.0,Whey
356,2021-05-18,8172.0,Whey
357,2021-05-19,8172.0,Whey
358,2021-05-20,9609.0,Whey
359,2021-05-21,6843.0,Whey
360,2021-05-22,6843.0,Whey
361,2021-05-23,7921.0,Whey
362,2021-05-24,7061.0,Whey
363,2021-05-25,7061.0,Whey
364,2021-05-26,7061.0,Whey
365,2021-05-27,6625.0,Whey
366,2021-05-28,6625.0,Whey
367,2021-05-29,7082.0,Whey
368,2021-05-30,7082.0,Whey
369,2021-05-31,8666.0,Whey
370,2021-06-01,8666.0,Whey
371,2021-06-02,8666.0,Whey
372,2021-06-03,7593.0,Whey
373,2021-06-04,7593.0,Whey
374,2021-06-05,7741.0,Whey
375,2021-06-06,7411.0,Whey
376,2021-06-07,6506.0,Whey
377,2021-06-08,6506.0,Whey
378,2021-06-09,8033.0,Whey
379,2021-06-10,8033.0,Whey
380,2021-06-11,8137.0,Whey
381,2021-06-12,8137.0,Whey
382,2021-06-13,9348.0,Whey
383,2021-06-14,9348.0,Whey
384,2021-06-15,9348.0,Whey
385,2021-06-16,7355.0,Whey
386,2021-06-17,8222.0,Whey
387,2021-06-18,8222.0,Whey
388,2021-06-19,8222.0,Whey
389,2021-06-20,8316.0,Whey
390,2021-06-21,8354.0,Whey
391,2021-06-22,8299.0,Whey
392,2021-06-23,8296.0,Whey
393,2021-06-24,8682.0,Whey
394,2021-06-25,8682.0,Whey
395,2021-06-26,8682.0,Whey
396,2021-06-27,8327.0,Whey
397,2021-06-28,8327.0,Whey
398,2021-06-29,8327.0,Whey
399,2021-06-30,6368.0,Whey
400,2021-07-01,6878.0,Whey
401,2021-07-02,6878.0,Whey
402,2021-07-03,9235.0,Whey
403,2021-07-04,9235.0,Whey
404,2021-07-05,9235.0,Whey
405,2021-07-06,9970.0,Whey
406,2021-07-07,9970.0,Whey
407,2021-07-08,8461.0,Whey
408,2021-07-09,8461.0,Whey
409,2021-07-10,9251.0,Whey
