,date,value,name_B07P41PJX5
607,2020-11-11,-1.0,Cleaning Tools
608,2020-11-12,-1.0,Cleaning Tools
609,2020-11-13,-1.0,Cleaning Tools
610,2020-11-14,-1.0,Cleaning Tools
611,2020-11-15,-1.0,Cleaning Tools
612,2020-11-16,-1.0,Cleaning Tools
613,2020-11-17,-1.0,Cleaning Tools
614,2020-11-18,-1.0,Cleaning Tools
615,2020-11-19,-1.0,Cleaning Tools
616,2020-11-20,-1.0,Cleaning Tools
617,2020-11-21,-1.0,Cleaning Tools
618,2020-11-22,-1.0,Cleaning Tools
619,2020-11-23,-1.0,Cleaning Tools
620,2020-11-24,-1.0,Cleaning Tools
621,2020-11-25,-1.0,Cleaning Tools
622,2020-11-26,-1.0,Cleaning Tools
623,2020-11-27,-1.0,Cleaning Tools
624,2020-11-28,-1.0,Cleaning Tools
625,2020-11-29,-1.0,Cleaning Tools
626,2020-11-30,-1.0,Cleaning Tools
627,2020-12-01,-1.0,Cleaning Tools
628,2020-12-02,-1.0,Cleaning Tools
629,2020-12-03,-1.0,Cleaning Tools
630,2020-12-04,-1.0,Cleaning Tools
631,2020-12-05,-1.0,Cleaning Tools
632,2020-12-06,-1.0,Cleaning Tools
633,2020-12-07,-1.0,Cleaning Tools
634,2020-12-08,-1.0,Cleaning Tools
635,2020-12-09,-1.0,Cleaning Tools
636,2020-12-10,-1.0,Cleaning Tools
637,2020-12-11,-1.0,Cleaning Tools
638,2020-12-12,-1.0,Cleaning Tools
639,2020-12-13,-1.0,Cleaning Tools
640,2020-12-14,-1.0,Cleaning Tools
641,2020-12-15,-1.0,Cleaning Tools
642,2020-12-16,-1.0,Cleaning Tools
643,2020-12-17,-1.0,Cleaning Tools
644,2020-12-18,-1.0,Cleaning Tools
645,2020-12-19,-1.0,Cleaning Tools
646,2020-12-20,-1.0,Cleaning Tools
647,2020-12-21,-1.0,Cleaning Tools
648,2020-12-22,-1.0,Cleaning Tools
649,2020-12-23,-1.0,Cleaning Tools
650,2020-12-24,-1.0,Cleaning Tools
651,2020-12-25,-1.0,Cleaning Tools
652,2020-12-26,-1.0,Cleaning Tools
653,2020-12-27,-1.0,Cleaning Tools
654,2020-12-28,-1.0,Cleaning Tools
655,2020-12-29,-1.0,Cleaning Tools
656,2020-12-30,-1.0,Cleaning Tools
657,2020-12-31,-1.0,Cleaning Tools
658,2021-01-01,-1.0,Cleaning Tools
659,2021-01-02,-1.0,Cleaning Tools
660,2021-01-03,-1.0,Cleaning Tools
661,2021-01-04,-1.0,Cleaning Tools
662,2021-01-05,-1.0,Cleaning Tools
663,2021-01-06,-1.0,Cleaning Tools
664,2021-01-07,-1.0,Cleaning Tools
665,2021-01-08,-1.0,Cleaning Tools
666,2021-01-09,-1.0,Cleaning Tools
667,2021-01-10,-1.0,Cleaning Tools
668,2021-01-11,-1.0,Cleaning Tools
669,2021-01-12,-1.0,Cleaning Tools
670,2021-01-13,-1.0,Cleaning Tools
671,2021-01-14,-1.0,Cleaning Tools
672,2021-01-15,-1.0,Cleaning Tools
673,2021-01-16,-1.0,Cleaning Tools
674,2021-01-17,-1.0,Cleaning Tools
675,2021-01-18,-1.0,Cleaning Tools
676,2021-01-19,-1.0,Cleaning Tools
677,2021-01-20,-1.0,Cleaning Tools
678,2021-01-21,-1.0,Cleaning Tools
679,2021-01-22,-1.0,Cleaning Tools
680,2021-01-23,-1.0,Cleaning Tools
681,2021-01-24,-1.0,Cleaning Tools
682,2021-01-25,-1.0,Cleaning Tools
683,2021-01-26,-1.0,Cleaning Tools
684,2021-01-27,-1.0,Cleaning Tools
685,2021-01-28,-1.0,Cleaning Tools
686,2021-01-29,-1.0,Cleaning Tools
687,2021-01-30,-1.0,Cleaning Tools
688,2021-01-31,-1.0,Cleaning Tools
689,2021-02-01,-1.0,Cleaning Tools
690,2021-02-02,-1.0,Cleaning Tools
691,2021-02-03,-1.0,Cleaning Tools
692,2021-02-04,-1.0,Cleaning Tools
693,2021-02-05,-1.0,Cleaning Tools
694,2021-02-06,-1.0,Cleaning Tools
695,2021-02-07,-1.0,Cleaning Tools
696,2021-02-08,-1.0,Cleaning Tools
697,2021-02-09,-1.0,Cleaning Tools
698,2021-02-10,-1.0,Cleaning Tools
699,2021-02-11,-1.0,Cleaning Tools
700,2021-02-12,-1.0,Cleaning Tools
701,2021-02-13,-1.0,Cleaning Tools
702,2021-02-14,-1.0,Cleaning Tools
703,2021-02-15,-1.0,Cleaning Tools
704,2021-02-16,-1.0,Cleaning Tools
705,2021-02-17,-1.0,Cleaning Tools
706,2021-02-18,-1.0,Cleaning Tools
707,2021-02-19,-1.0,Cleaning Tools
708,2021-02-20,-1.0,Cleaning Tools
709,2021-02-21,-1.0,Cleaning Tools
710,2021-02-22,-1.0,Cleaning Tools
711,2021-02-23,-1.0,Cleaning Tools
712,2021-02-24,-1.0,Cleaning Tools
713,2021-02-25,-1.0,Cleaning Tools
714,2021-02-26,-1.0,Cleaning Tools
715,2021-02-27,-1.0,Cleaning Tools
716,2021-02-28,-1.0,Cleaning Tools
717,2021-03-01,-1.0,Cleaning Tools
718,2021-03-02,-1.0,Cleaning Tools
719,2021-03-03,-1.0,Cleaning Tools
720,2021-03-04,-1.0,Cleaning Tools
721,2021-03-05,-1.0,Cleaning Tools
722,2021-03-06,-1.0,Cleaning Tools
723,2021-03-07,-1.0,Cleaning Tools
724,2021-03-08,-1.0,Cleaning Tools
725,2021-03-09,-1.0,Cleaning Tools
726,2021-03-10,-1.0,Cleaning Tools
727,2021-03-11,-1.0,Cleaning Tools
728,2021-03-12,-1.0,Cleaning Tools
729,2021-03-13,-1.0,Cleaning Tools
730,2021-03-14,-1.0,Cleaning Tools
731,2021-03-15,-1.0,Cleaning Tools
732,2021-03-16,-1.0,Cleaning Tools
733,2021-03-17,-1.0,Cleaning Tools
734,2021-03-18,-1.0,Cleaning Tools
735,2021-03-19,-1.0,Cleaning Tools
736,2021-03-20,-1.0,Cleaning Tools
737,2021-03-21,-1.0,Cleaning Tools
738,2021-03-22,-1.0,Cleaning Tools
739,2021-03-23,-1.0,Cleaning Tools
740,2021-03-24,-1.0,Cleaning Tools
741,2021-03-25,-1.0,Cleaning Tools
742,2021-03-26,-1.0,Cleaning Tools
743,2021-03-27,-1.0,Cleaning Tools
744,2021-03-28,-1.0,Cleaning Tools
745,2021-03-29,-1.0,Cleaning Tools
746,2021-03-30,62068.0,Cleaning Tools
747,2021-03-31,62068.0,Cleaning Tools
748,2021-04-01,62068.0,Cleaning Tools
749,2021-04-02,62068.0,Cleaning Tools
750,2021-04-03,36517.0,Cleaning Tools
751,2021-04-04,36517.0,Cleaning Tools
752,2021-04-05,36517.0,Cleaning Tools
753,2021-04-06,51937.0,Cleaning Tools
754,2021-04-07,51937.0,Cleaning Tools
755,2021-04-08,51937.0,Cleaning Tools
756,2021-04-09,51937.0,Cleaning Tools
757,2021-04-10,51937.0,Cleaning Tools
758,2021-04-11,51937.0,Cleaning Tools
759,2021-04-12,46766.0,Cleaning Tools
760,2021-04-13,46766.0,Cleaning Tools
761,2021-04-14,46766.0,Cleaning Tools
762,2021-04-15,39526.0,Cleaning Tools
763,2021-04-16,39526.0,Cleaning Tools
764,2021-04-17,39526.0,Cleaning Tools
765,2021-04-18,39526.0,Cleaning Tools
766,2021-04-19,39526.0,Cleaning Tools
767,2021-04-20,84444.0,Cleaning Tools
768,2021-04-21,84444.0,Cleaning Tools
769,2021-04-22,62100.0,Cleaning Tools
770,2021-04-23,70972.0,Cleaning Tools
771,2021-04-24,70972.0,Cleaning Tools
772,2021-04-25,70972.0,Cleaning Tools
773,2021-04-26,70972.0,Cleaning Tools
774,2021-04-27,70972.0,Cleaning Tools
775,2021-04-28,70069.0,Cleaning Tools
776,2021-04-29,70069.0,Cleaning Tools
777,2021-04-30,44216.0,Cleaning Tools
778,2021-05-01,44216.0,Cleaning Tools
779,2021-05-02,44216.0,Cleaning Tools
780,2021-05-03,44216.0,Cleaning Tools
781,2021-05-04,44353.0,Cleaning Tools
782,2021-05-05,44353.0,Cleaning Tools
783,2021-05-06,69768.0,Cleaning Tools
784,2021-05-07,69768.0,Cleaning Tools
785,2021-05-08,69768.0,Cleaning Tools
786,2021-05-09,69768.0,Cleaning Tools
787,2021-05-10,59727.0,Cleaning Tools
788,2021-05-11,54651.0,Cleaning Tools
789,2021-05-12,65006.0,Cleaning Tools
790,2021-05-13,65006.0,Cleaning Tools
791,2021-05-14,65006.0,Cleaning Tools
792,2021-05-15,61610.0,Cleaning Tools
793,2021-05-16,61610.0,Cleaning Tools
794,2021-05-17,49925.0,Cleaning Tools
795,2021-05-18,49925.0,Cleaning Tools
796,2021-05-19,49925.0,Cleaning Tools
797,2021-05-20,49925.0,Cleaning Tools
798,2021-05-21,56033.0,Cleaning Tools
799,2021-05-22,56033.0,Cleaning Tools
800,2021-05-23,56033.0,Cleaning Tools
801,2021-05-24,45681.0,Cleaning Tools
802,2021-05-25,45681.0,Cleaning Tools
803,2021-05-26,45681.0,Cleaning Tools
804,2021-05-27,63604.0,Cleaning Tools
805,2021-05-28,63604.0,Cleaning Tools
806,2021-05-29,71018.0,Cleaning Tools
807,2021-05-30,50786.0,Cleaning Tools
808,2021-05-31,50786.0,Cleaning Tools
809,2021-06-01,50786.0,Cleaning Tools
810,2021-06-02,50786.0,Cleaning Tools
811,2021-06-03,50786.0,Cleaning Tools
812,2021-06-04,54412.0,Cleaning Tools
813,2021-06-05,54412.0,Cleaning Tools
814,2021-06-06,54412.0,Cleaning Tools
815,2021-06-07,54412.0,Cleaning Tools
816,2021-06-08,45097.0,Cleaning Tools
817,2021-06-09,35883.0,Cleaning Tools
818,2021-06-10,35883.0,Cleaning Tools
819,2021-06-11,35883.0,Cleaning Tools
820,2021-06-12,41899.0,Cleaning Tools
821,2021-06-13,41899.0,Cleaning Tools
822,2021-06-14,27920.0,Cleaning Tools
823,2021-06-15,27920.0,Cleaning Tools
824,2021-06-16,23831.0,Cleaning Tools
825,2021-06-17,29028.0,Cleaning Tools
826,2021-06-18,42465.0,Cleaning Tools
827,2021-06-19,42465.0,Cleaning Tools
828,2021-06-20,42465.0,Cleaning Tools
829,2021-06-21,41761.0,Cleaning Tools
830,2021-06-22,41761.0,Cleaning Tools
831,2021-06-23,41761.0,Cleaning Tools
832,2021-06-24,41761.0,Cleaning Tools
833,2021-06-25,34681.0,Cleaning Tools
834,2021-06-26,34681.0,Cleaning Tools
835,2021-06-27,34681.0,Cleaning Tools
836,2021-06-28,34681.0,Cleaning Tools
837,2021-06-29,32731.0,Cleaning Tools
838,2021-06-30,38207.0,Cleaning Tools
839,2021-07-01,38207.0,Cleaning Tools
840,2021-07-02,38207.0,Cleaning Tools
841,2021-07-03,37967.0,Cleaning Tools
842,2021-07-04,45258.0,Cleaning Tools
843,2021-07-05,45258.0,Cleaning Tools
844,2021-07-06,47524.0,Cleaning Tools
845,2021-07-07,47524.0,Cleaning Tools
846,2021-07-08,34239.0,Cleaning Tools
847,2021-07-09,31235.0,Cleaning Tools
