,date,value,name_B08CR9J4X7
71,2020-09-24,8311.0,Muscle Stimulators & Accessories
72,2020-09-25,8354.0,Muscle Stimulators & Accessories
73,2020-09-26,8354.0,Muscle Stimulators & Accessories
74,2020-09-27,7780.0,Muscle Stimulators & Accessories
75,2020-09-28,7780.0,Muscle Stimulators & Accessories
76,2020-09-29,7780.0,Muscle Stimulators & Accessories
77,2020-09-30,8815.0,Muscle Stimulators & Accessories
78,2020-10-01,8815.0,Muscle Stimulators & Accessories
79,2020-10-02,8815.0,Muscle Stimulators & Accessories
80,2020-10-03,8953.0,Muscle Stimulators & Accessories
81,2020-10-04,8953.0,Muscle Stimulators & Accessories
82,2020-10-05,8953.0,Muscle Stimulators & Accessories
83,2020-10-06,9372.0,Muscle Stimulators & Accessories
84,2020-10-07,9372.0,Muscle Stimulators & Accessories
85,2020-10-08,9372.0,Muscle Stimulators & Accessories
86,2020-10-09,10389.0,Muscle Stimulators & Accessories
87,2020-10-10,10330.0,Muscle Stimulators & Accessories
88,2020-10-11,10553.0,Muscle Stimulators & Accessories
89,2020-10-12,10553.0,Muscle Stimulators & Accessories
90,2020-10-13,10553.0,Muscle Stimulators & Accessories
91,2020-10-14,10218.0,Muscle Stimulators & Accessories
92,2020-10-15,10218.0,Muscle Stimulators & Accessories
93,2020-10-16,10218.0,Muscle Stimulators & Accessories
94,2020-10-17,7503.0,Muscle Stimulators & Accessories
95,2020-10-18,7503.0,Muscle Stimulators & Accessories
96,2020-10-19,9143.0,Muscle Stimulators & Accessories
97,2020-10-20,9143.0,Muscle Stimulators & Accessories
98,2020-10-21,9143.0,Muscle Stimulators & Accessories
99,2020-10-22,12573.0,Muscle Stimulators & Accessories
100,2020-10-23,9167.0,Muscle Stimulators & Accessories
101,2020-10-24,9167.0,Muscle Stimulators & Accessories
102,2020-10-25,9167.0,Muscle Stimulators & Accessories
103,2020-10-26,8635.0,Muscle Stimulators & Accessories
104,2020-10-27,8635.0,Muscle Stimulators & Accessories
105,2020-10-28,10581.0,Muscle Stimulators & Accessories
106,2020-10-29,10581.0,Muscle Stimulators & Accessories
107,2020-10-30,10581.0,Muscle Stimulators & Accessories
108,2020-10-31,7521.0,Muscle Stimulators & Accessories
109,2020-11-01,7852.0,Muscle Stimulators & Accessories
110,2020-11-02,7763.0,Muscle Stimulators & Accessories
111,2020-11-03,7763.0,Muscle Stimulators & Accessories
112,2020-11-04,9728.0,Muscle Stimulators & Accessories
113,2020-11-05,8921.0,Muscle Stimulators & Accessories
114,2020-11-06,5075.0,Muscle Stimulators & Accessories
115,2020-11-07,7259.0,Muscle Stimulators & Accessories
116,2020-11-08,7488.0,Muscle Stimulators & Accessories
117,2020-11-09,7488.0,Muscle Stimulators & Accessories
118,2020-11-10,7868.0,Muscle Stimulators & Accessories
119,2020-11-11,7729.0,Muscle Stimulators & Accessories
120,2020-11-12,7752.0,Muscle Stimulators & Accessories
121,2020-11-13,7716.0,Muscle Stimulators & Accessories
122,2020-11-14,7716.0,Muscle Stimulators & Accessories
123,2020-11-15,10170.0,Muscle Stimulators & Accessories
124,2020-11-16,12668.0,Muscle Stimulators & Accessories
125,2020-11-17,11333.0,Muscle Stimulators & Accessories
126,2020-11-18,11333.0,Muscle Stimulators & Accessories
127,2020-11-19,5618.0,Muscle Stimulators & Accessories
128,2020-11-20,5618.0,Muscle Stimulators & Accessories
129,2020-11-21,5618.0,Muscle Stimulators & Accessories
130,2020-11-22,5618.0,Muscle Stimulators & Accessories
131,2020-11-23,5618.0,Muscle Stimulators & Accessories
132,2020-11-24,8704.0,Muscle Stimulators & Accessories
133,2020-11-25,8587.0,Muscle Stimulators & Accessories
134,2020-11-26,10758.0,Muscle Stimulators & Accessories
135,2020-11-27,9347.0,Muscle Stimulators & Accessories
136,2020-11-28,8334.0,Muscle Stimulators & Accessories
137,2020-11-29,8222.0,Muscle Stimulators & Accessories
138,2020-11-30,8222.0,Muscle Stimulators & Accessories
139,2020-12-01,8222.0,Muscle Stimulators & Accessories
140,2020-12-02,9467.0,Muscle Stimulators & Accessories
141,2020-12-03,9467.0,Muscle Stimulators & Accessories
142,2020-12-04,9467.0,Muscle Stimulators & Accessories
143,2020-12-05,9467.0,Muscle Stimulators & Accessories
144,2020-12-06,9351.0,Muscle Stimulators & Accessories
145,2020-12-07,9351.0,Muscle Stimulators & Accessories
146,2020-12-08,9351.0,Muscle Stimulators & Accessories
147,2020-12-09,8942.0,Muscle Stimulators & Accessories
148,2020-12-10,8942.0,Muscle Stimulators & Accessories
149,2020-12-11,8942.0,Muscle Stimulators & Accessories
150,2020-12-12,8699.0,Muscle Stimulators & Accessories
151,2020-12-13,8699.0,Muscle Stimulators & Accessories
152,2020-12-14,6268.0,Muscle Stimulators & Accessories
153,2020-12-15,6268.0,Muscle Stimulators & Accessories
154,2020-12-16,20477.0,Muscle Stimulators & Accessories
155,2020-12-17,20477.0,Muscle Stimulators & Accessories
156,2020-12-18,4774.0,Muscle Stimulators & Accessories
157,2020-12-19,4774.0,Muscle Stimulators & Accessories
158,2020-12-20,5001.0,Muscle Stimulators & Accessories
159,2020-12-21,2542.0,Muscle Stimulators & Accessories
160,2020-12-22,4281.0,Muscle Stimulators & Accessories
161,2020-12-23,4601.0,Muscle Stimulators & Accessories
162,2020-12-24,5194.0,Muscle Stimulators & Accessories
163,2020-12-25,5194.0,Muscle Stimulators & Accessories
164,2020-12-26,5194.0,Muscle Stimulators & Accessories
165,2020-12-27,6343.0,Muscle Stimulators & Accessories
166,2020-12-28,6343.0,Muscle Stimulators & Accessories
167,2020-12-29,6343.0,Muscle Stimulators & Accessories
168,2020-12-30,5160.0,Muscle Stimulators & Accessories
169,2020-12-31,5160.0,Muscle Stimulators & Accessories
170,2021-01-01,5160.0,Muscle Stimulators & Accessories
171,2021-01-02,4939.0,Muscle Stimulators & Accessories
172,2021-01-03,4939.0,Muscle Stimulators & Accessories
173,2021-01-04,6635.0,Muscle Stimulators & Accessories
174,2021-01-05,6635.0,Muscle Stimulators & Accessories
175,2021-01-06,6635.0,Muscle Stimulators & Accessories
176,2021-01-07,6635.0,Muscle Stimulators & Accessories
177,2021-01-08,8862.0,Muscle Stimulators & Accessories
178,2021-01-09,8862.0,Muscle Stimulators & Accessories
179,2021-01-10,8862.0,Muscle Stimulators & Accessories
180,2021-01-11,10215.0,Muscle Stimulators & Accessories
181,2021-01-12,10441.0,Muscle Stimulators & Accessories
182,2021-01-13,5180.0,Muscle Stimulators & Accessories
183,2021-01-14,9230.0,Muscle Stimulators & Accessories
184,2021-01-15,9184.0,Muscle Stimulators & Accessories
185,2021-01-16,9184.0,Muscle Stimulators & Accessories
186,2021-01-17,9184.0,Muscle Stimulators & Accessories
187,2021-01-18,8698.0,Muscle Stimulators & Accessories
188,2021-01-19,8698.0,Muscle Stimulators & Accessories
189,2021-01-20,9618.0,Muscle Stimulators & Accessories
190,2021-01-21,8467.0,Muscle Stimulators & Accessories
191,2021-01-22,8467.0,Muscle Stimulators & Accessories
192,2021-01-23,8467.0,Muscle Stimulators & Accessories
193,2021-01-24,10214.0,Muscle Stimulators & Accessories
194,2021-01-25,8348.0,Muscle Stimulators & Accessories
195,2021-01-26,7840.0,Muscle Stimulators & Accessories
196,2021-01-27,8206.0,Muscle Stimulators & Accessories
197,2021-01-28,7167.0,Muscle Stimulators & Accessories
198,2021-01-29,8327.0,Muscle Stimulators & Accessories
199,2021-01-30,8327.0,Muscle Stimulators & Accessories
200,2021-01-31,8555.0,Muscle Stimulators & Accessories
201,2021-02-01,9628.0,Muscle Stimulators & Accessories
202,2021-02-02,9628.0,Muscle Stimulators & Accessories
203,2021-02-03,9628.0,Muscle Stimulators & Accessories
204,2021-02-04,9628.0,Muscle Stimulators & Accessories
205,2021-02-05,9628.0,Muscle Stimulators & Accessories
206,2021-02-06,8785.0,Muscle Stimulators & Accessories
207,2021-02-07,8785.0,Muscle Stimulators & Accessories
208,2021-02-08,8785.0,Muscle Stimulators & Accessories
209,2021-02-09,6049.0,Muscle Stimulators & Accessories
210,2021-02-10,6049.0,Muscle Stimulators & Accessories
211,2021-02-11,7866.0,Muscle Stimulators & Accessories
212,2021-02-12,8205.0,Muscle Stimulators & Accessories
213,2021-02-13,8205.0,Muscle Stimulators & Accessories
214,2021-02-14,8205.0,Muscle Stimulators & Accessories
215,2021-02-15,9457.0,Muscle Stimulators & Accessories
216,2021-02-16,9971.0,Muscle Stimulators & Accessories
217,2021-02-17,9971.0,Muscle Stimulators & Accessories
218,2021-02-18,9971.0,Muscle Stimulators & Accessories
219,2021-02-19,11961.0,Muscle Stimulators & Accessories
220,2021-02-20,8578.0,Muscle Stimulators & Accessories
221,2021-02-21,10992.0,Muscle Stimulators & Accessories
222,2021-02-22,10992.0,Muscle Stimulators & Accessories
223,2021-02-23,10299.0,Muscle Stimulators & Accessories
224,2021-02-24,11949.0,Muscle Stimulators & Accessories
225,2021-02-25,11355.0,Muscle Stimulators & Accessories
226,2021-02-26,10093.0,Muscle Stimulators & Accessories
227,2021-02-27,10093.0,Muscle Stimulators & Accessories
228,2021-02-28,10093.0,Muscle Stimulators & Accessories
229,2021-03-01,5546.0,Muscle Stimulators & Accessories
230,2021-03-02,5546.0,Muscle Stimulators & Accessories
231,2021-03-03,6691.0,Muscle Stimulators & Accessories
232,2021-03-04,6691.0,Muscle Stimulators & Accessories
233,2021-03-05,6691.0,Muscle Stimulators & Accessories
234,2021-03-06,8214.0,Muscle Stimulators & Accessories
235,2021-03-07,8302.0,Muscle Stimulators & Accessories
236,2021-03-08,8302.0,Muscle Stimulators & Accessories
237,2021-03-09,9150.0,Muscle Stimulators & Accessories
238,2021-03-10,9827.0,Muscle Stimulators & Accessories
239,2021-03-11,9827.0,Muscle Stimulators & Accessories
240,2021-03-12,9827.0,Muscle Stimulators & Accessories
241,2021-03-13,9827.0,Muscle Stimulators & Accessories
242,2021-03-14,8804.0,Muscle Stimulators & Accessories
243,2021-03-15,9521.0,Muscle Stimulators & Accessories
244,2021-03-16,9521.0,Muscle Stimulators & Accessories
245,2021-03-17,11953.0,Muscle Stimulators & Accessories
246,2021-03-18,10447.0,Muscle Stimulators & Accessories
247,2021-03-19,12862.0,Muscle Stimulators & Accessories
248,2021-03-20,12862.0,Muscle Stimulators & Accessories
249,2021-03-21,10797.0,Muscle Stimulators & Accessories
250,2021-03-22,10797.0,Muscle Stimulators & Accessories
251,2021-03-23,12904.0,Muscle Stimulators & Accessories
252,2021-03-24,12904.0,Muscle Stimulators & Accessories
253,2021-03-25,8575.0,Muscle Stimulators & Accessories
254,2021-03-26,11070.0,Muscle Stimulators & Accessories
255,2021-03-27,12041.0,Muscle Stimulators & Accessories
256,2021-03-28,13027.0,Muscle Stimulators & Accessories
257,2021-03-29,13027.0,Muscle Stimulators & Accessories
258,2021-03-30,13027.0,Muscle Stimulators & Accessories
259,2021-03-31,13027.0,Muscle Stimulators & Accessories
260,2021-04-01,11716.0,Muscle Stimulators & Accessories
261,2021-04-02,11716.0,Muscle Stimulators & Accessories
262,2021-04-03,10658.0,Muscle Stimulators & Accessories
263,2021-04-04,10658.0,Muscle Stimulators & Accessories
264,2021-04-05,11339.0,Muscle Stimulators & Accessories
265,2021-04-06,7131.0,Muscle Stimulators & Accessories
266,2021-04-07,10519.0,Muscle Stimulators & Accessories
267,2021-04-08,10519.0,Muscle Stimulators & Accessories
268,2021-04-09,10287.0,Muscle Stimulators & Accessories
269,2021-04-10,10287.0,Muscle Stimulators & Accessories
270,2021-04-11,12302.0,Muscle Stimulators & Accessories
271,2021-04-12,11529.0,Muscle Stimulators & Accessories
272,2021-04-13,11529.0,Muscle Stimulators & Accessories
273,2021-04-14,11529.0,Muscle Stimulators & Accessories
274,2021-04-15,9507.0,Muscle Stimulators & Accessories
275,2021-04-16,9507.0,Muscle Stimulators & Accessories
276,2021-04-17,10844.0,Muscle Stimulators & Accessories
277,2021-04-18,10844.0,Muscle Stimulators & Accessories
278,2021-04-19,10844.0,Muscle Stimulators & Accessories
279,2021-04-20,13503.0,Muscle Stimulators & Accessories
280,2021-04-21,13503.0,Muscle Stimulators & Accessories
281,2021-04-22,13503.0,Muscle Stimulators & Accessories
282,2021-04-23,10532.0,Muscle Stimulators & Accessories
283,2021-04-24,10532.0,Muscle Stimulators & Accessories
284,2021-04-25,10532.0,Muscle Stimulators & Accessories
285,2021-04-26,10532.0,Muscle Stimulators & Accessories
286,2021-04-27,12490.0,Muscle Stimulators & Accessories
287,2021-04-28,12490.0,Muscle Stimulators & Accessories
288,2021-04-29,12563.0,Muscle Stimulators & Accessories
289,2021-04-30,12563.0,Muscle Stimulators & Accessories
290,2021-05-01,12563.0,Muscle Stimulators & Accessories
291,2021-05-02,12563.0,Muscle Stimulators & Accessories
292,2021-05-03,12563.0,Muscle Stimulators & Accessories
293,2021-05-04,10888.0,Muscle Stimulators & Accessories
294,2021-05-05,10888.0,Muscle Stimulators & Accessories
295,2021-05-06,13344.0,Muscle Stimulators & Accessories
296,2021-05-07,12683.0,Muscle Stimulators & Accessories
297,2021-05-08,12683.0,Muscle Stimulators & Accessories
298,2021-05-09,12683.0,Muscle Stimulators & Accessories
299,2021-05-10,12683.0,Muscle Stimulators & Accessories
300,2021-05-11,11489.0,Muscle Stimulators & Accessories
301,2021-05-12,14844.0,Muscle Stimulators & Accessories
302,2021-05-13,14844.0,Muscle Stimulators & Accessories
303,2021-05-14,7245.0,Muscle Stimulators & Accessories
304,2021-05-15,9995.0,Muscle Stimulators & Accessories
305,2021-05-16,9995.0,Muscle Stimulators & Accessories
306,2021-05-17,16051.0,Muscle Stimulators & Accessories
307,2021-05-18,16051.0,Muscle Stimulators & Accessories
308,2021-05-19,13325.0,Muscle Stimulators & Accessories
309,2021-05-20,13575.0,Muscle Stimulators & Accessories
310,2021-05-21,13392.0,Muscle Stimulators & Accessories
311,2021-05-22,12633.0,Muscle Stimulators & Accessories
312,2021-05-23,16254.0,Muscle Stimulators & Accessories
313,2021-05-24,16254.0,Muscle Stimulators & Accessories
314,2021-05-25,13339.0,Muscle Stimulators & Accessories
315,2021-05-26,13339.0,Muscle Stimulators & Accessories
316,2021-05-27,14622.0,Muscle Stimulators & Accessories
317,2021-05-28,13578.0,Muscle Stimulators & Accessories
318,2021-05-29,15004.0,Muscle Stimulators & Accessories
319,2021-05-30,11935.0,Muscle Stimulators & Accessories
320,2021-05-31,11935.0,Muscle Stimulators & Accessories
321,2021-06-01,11935.0,Muscle Stimulators & Accessories
322,2021-06-02,15344.0,Muscle Stimulators & Accessories
323,2021-06-03,15344.0,Muscle Stimulators & Accessories
324,2021-06-04,15344.0,Muscle Stimulators & Accessories
325,2021-06-05,11218.0,Muscle Stimulators & Accessories
326,2021-06-06,11218.0,Muscle Stimulators & Accessories
327,2021-06-07,17239.0,Muscle Stimulators & Accessories
328,2021-06-08,17239.0,Muscle Stimulators & Accessories
329,2021-06-09,17239.0,Muscle Stimulators & Accessories
330,2021-06-10,10839.0,Muscle Stimulators & Accessories
331,2021-06-11,10839.0,Muscle Stimulators & Accessories
332,2021-06-12,10839.0,Muscle Stimulators & Accessories
333,2021-06-13,10839.0,Muscle Stimulators & Accessories
334,2021-06-14,16377.0,Muscle Stimulators & Accessories
335,2021-06-15,16377.0,Muscle Stimulators & Accessories
336,2021-06-16,16104.0,Muscle Stimulators & Accessories
337,2021-06-17,17492.0,Muscle Stimulators & Accessories
338,2021-06-18,16489.0,Muscle Stimulators & Accessories
339,2021-06-19,16489.0,Muscle Stimulators & Accessories
340,2021-06-20,13748.0,Muscle Stimulators & Accessories
341,2021-06-21,9795.0,Muscle Stimulators & Accessories
342,2021-06-22,15410.0,Muscle Stimulators & Accessories
343,2021-06-23,15410.0,Muscle Stimulators & Accessories
344,2021-06-24,15410.0,Muscle Stimulators & Accessories
345,2021-06-25,15410.0,Muscle Stimulators & Accessories
346,2021-06-26,15410.0,Muscle Stimulators & Accessories
347,2021-06-27,16108.0,Muscle Stimulators & Accessories
348,2021-06-28,16108.0,Muscle Stimulators & Accessories
349,2021-06-29,16108.0,Muscle Stimulators & Accessories
350,2021-06-30,13727.0,Muscle Stimulators & Accessories
351,2021-07-01,17181.0,Muscle Stimulators & Accessories
352,2021-07-02,17181.0,Muscle Stimulators & Accessories
353,2021-07-03,17181.0,Muscle Stimulators & Accessories
354,2021-07-04,17181.0,Muscle Stimulators & Accessories
355,2021-07-05,17181.0,Muscle Stimulators & Accessories
356,2021-07-06,17181.0,Muscle Stimulators & Accessories
357,2021-07-07,17145.0,Muscle Stimulators & Accessories
358,2021-07-08,15190.0,Muscle Stimulators & Accessories
359,2021-07-09,14745.0,Muscle Stimulators & Accessories
360,2021-07-10,14745.0,Muscle Stimulators & Accessories
361,2021-07-11,17574.0,Muscle Stimulators & Accessories
