,date,value,name_B0855R2LN1
67,2020-05-10,38954.0,Mattress Protectors
68,2020-05-11,38954.0,Mattress Protectors
69,2020-05-12,38954.0,Mattress Protectors
70,2020-05-13,29021.0,Mattress Protectors
71,2020-05-14,29021.0,Mattress Protectors
72,2020-05-15,29021.0,Mattress Protectors
73,2020-05-16,29021.0,Mattress Protectors
74,2020-05-17,29021.0,Mattress Protectors
75,2020-05-18,15682.0,Mattress Protectors
76,2020-05-19,15682.0,Mattress Protectors
77,2020-05-20,15682.0,Mattress Protectors
78,2020-05-21,10350.0,Mattress Protectors
79,2020-05-22,10350.0,Mattress Protectors
80,2020-05-23,11922.0,Mattress Protectors
81,2020-05-24,11922.0,Mattress Protectors
82,2020-05-25,11480.0,Mattress Protectors
83,2020-05-26,11480.0,Mattress Protectors
84,2020-05-27,11480.0,Mattress Protectors
85,2020-05-28,14634.0,Mattress Protectors
86,2020-05-29,14634.0,Mattress Protectors
87,2020-05-30,14634.0,Mattress Protectors
88,2020-05-31,14634.0,Mattress Protectors
89,2020-06-01,14634.0,Mattress Protectors
90,2020-06-02,14634.0,Mattress Protectors
91,2020-06-03,11853.0,Mattress Protectors
92,2020-06-04,12210.0,Mattress Protectors
93,2020-06-05,12210.0,Mattress Protectors
94,2020-06-06,12210.0,Mattress Protectors
95,2020-06-07,12210.0,Mattress Protectors
96,2020-06-08,11782.0,Mattress Protectors
97,2020-06-09,12940.0,Mattress Protectors
98,2020-06-10,10369.0,Mattress Protectors
99,2020-06-11,10369.0,Mattress Protectors
100,2020-06-12,10681.0,Mattress Protectors
101,2020-06-13,12348.0,Mattress Protectors
102,2020-06-14,12348.0,Mattress Protectors
103,2020-06-15,9660.0,Mattress Protectors
104,2020-06-16,8481.0,Mattress Protectors
105,2020-06-17,8481.0,Mattress Protectors
106,2020-06-18,10306.0,Mattress Protectors
107,2020-06-19,10306.0,Mattress Protectors
108,2020-06-20,10306.0,Mattress Protectors
109,2020-06-21,10306.0,Mattress Protectors
110,2020-06-22,10306.0,Mattress Protectors
111,2020-06-23,10987.0,Mattress Protectors
112,2020-06-24,10987.0,Mattress Protectors
113,2020-06-25,11576.0,Mattress Protectors
114,2020-06-26,11576.0,Mattress Protectors
115,2020-06-27,11576.0,Mattress Protectors
116,2020-06-28,11576.0,Mattress Protectors
117,2020-06-29,10813.0,Mattress Protectors
118,2020-06-30,10813.0,Mattress Protectors
119,2020-07-01,9719.0,Mattress Protectors
120,2020-07-02,9719.0,Mattress Protectors
121,2020-07-03,9991.0,Mattress Protectors
122,2020-07-04,9991.0,Mattress Protectors
123,2020-07-05,9991.0,Mattress Protectors
124,2020-07-06,15245.0,Mattress Protectors
125,2020-07-07,15245.0,Mattress Protectors
126,2020-07-08,5841.0,Mattress Protectors
127,2020-07-09,5841.0,Mattress Protectors
128,2020-07-10,5725.0,Mattress Protectors
129,2020-07-11,6502.0,Mattress Protectors
130,2020-07-12,6502.0,Mattress Protectors
131,2020-07-13,6502.0,Mattress Protectors
132,2020-07-14,7729.0,Mattress Protectors
133,2020-07-15,7729.0,Mattress Protectors
134,2020-07-16,7729.0,Mattress Protectors
135,2020-07-17,7048.0,Mattress Protectors
136,2020-07-18,7048.0,Mattress Protectors
137,2020-07-19,7048.0,Mattress Protectors
138,2020-07-20,7048.0,Mattress Protectors
139,2020-07-21,11042.0,Mattress Protectors
140,2020-07-22,11042.0,Mattress Protectors
141,2020-07-23,11042.0,Mattress Protectors
142,2020-07-24,13108.0,Mattress Protectors
143,2020-07-25,13108.0,Mattress Protectors
144,2020-07-26,14461.0,Mattress Protectors
145,2020-07-27,14461.0,Mattress Protectors
146,2020-07-28,14461.0,Mattress Protectors
147,2020-07-29,14461.0,Mattress Protectors
148,2020-07-30,14461.0,Mattress Protectors
149,2020-07-31,8628.0,Mattress Protectors
150,2020-08-01,8628.0,Mattress Protectors
151,2020-08-02,8628.0,Mattress Protectors
152,2020-08-03,8628.0,Mattress Protectors
153,2020-08-04,8628.0,Mattress Protectors
154,2020-08-05,8628.0,Mattress Protectors
155,2020-08-06,8628.0,Mattress Protectors
156,2020-08-07,9495.0,Mattress Protectors
157,2020-08-08,9495.0,Mattress Protectors
158,2020-08-09,9495.0,Mattress Protectors
159,2020-08-10,3276.0,Mattress Protectors
160,2020-08-11,3009.0,Mattress Protectors
161,2020-08-12,3176.0,Mattress Protectors
162,2020-08-13,3176.0,Mattress Protectors
163,2020-08-14,3458.0,Mattress Protectors
164,2020-08-15,3458.0,Mattress Protectors
165,2020-08-16,5529.0,Mattress Protectors
166,2020-08-17,5529.0,Mattress Protectors
167,2020-08-18,5529.0,Mattress Protectors
168,2020-08-19,2123.0,Mattress Protectors
169,2020-08-20,2123.0,Mattress Protectors
170,2020-08-21,2123.0,Mattress Protectors
171,2020-08-22,1331.0,Mattress Protectors
172,2020-08-23,1331.0,Mattress Protectors
173,2020-08-24,1517.0,Mattress Protectors
174,2020-08-25,1517.0,Mattress Protectors
175,2020-08-26,2420.0,Mattress Protectors
176,2020-08-27,3971.0,Mattress Protectors
177,2020-08-28,4014.0,Mattress Protectors
178,2020-08-29,4098.0,Mattress Protectors
179,2020-08-30,4476.0,Mattress Protectors
180,2020-08-31,4476.0,Mattress Protectors
181,2020-09-01,4476.0,Mattress Protectors
182,2020-09-02,6407.0,Mattress Protectors
183,2020-09-03,6407.0,Mattress Protectors
184,2020-09-04,6407.0,Mattress Protectors
185,2020-09-05,6407.0,Mattress Protectors
186,2020-09-06,6407.0,Mattress Protectors
187,2020-09-07,9781.0,Mattress Protectors
188,2020-09-08,9781.0,Mattress Protectors
189,2020-09-09,9781.0,Mattress Protectors
190,2020-09-10,12198.0,Mattress Protectors
191,2020-09-11,12198.0,Mattress Protectors
192,2020-09-12,12198.0,Mattress Protectors
193,2020-09-13,12198.0,Mattress Protectors
194,2020-09-14,13052.0,Mattress Protectors
195,2020-09-15,13052.0,Mattress Protectors
196,2020-09-16,13052.0,Mattress Protectors
197,2020-09-17,13052.0,Mattress Protectors
198,2020-09-18,18045.0,Mattress Protectors
199,2020-09-19,18045.0,Mattress Protectors
200,2020-09-20,18045.0,Mattress Protectors
201,2020-09-21,18045.0,Mattress Protectors
202,2020-09-22,22940.0,Mattress Protectors
203,2020-09-23,22940.0,Mattress Protectors
204,2020-09-24,27591.0,Mattress Protectors
205,2020-09-25,26998.0,Mattress Protectors
206,2020-09-26,26998.0,Mattress Protectors
207,2020-09-27,26998.0,Mattress Protectors
208,2020-09-28,29190.0,Mattress Protectors
209,2020-09-29,29039.0,Mattress Protectors
210,2020-09-30,29039.0,Mattress Protectors
211,2020-10-01,21128.0,Mattress Protectors
212,2020-10-02,21128.0,Mattress Protectors
213,2020-10-03,21128.0,Mattress Protectors
214,2020-10-04,21128.0,Mattress Protectors
215,2020-10-05,24041.0,Mattress Protectors
216,2020-10-06,24041.0,Mattress Protectors
217,2020-10-07,20885.0,Mattress Protectors
218,2020-10-08,22240.0,Mattress Protectors
219,2020-10-09,22240.0,Mattress Protectors
220,2020-10-10,22240.0,Mattress Protectors
221,2020-10-11,22240.0,Mattress Protectors
222,2020-10-12,19523.0,Mattress Protectors
223,2020-10-13,16393.0,Mattress Protectors
224,2020-10-14,833.0,Mattress Protectors
225,2020-10-15,833.0,Mattress Protectors
226,2020-10-16,833.0,Mattress Protectors
227,2020-10-17,11029.0,Mattress Protectors
228,2020-10-18,11029.0,Mattress Protectors
229,2020-10-19,11029.0,Mattress Protectors
230,2020-10-20,19549.0,Mattress Protectors
231,2020-10-21,19549.0,Mattress Protectors
232,2020-10-22,20699.0,Mattress Protectors
233,2020-10-23,19352.0,Mattress Protectors
234,2020-10-24,19352.0,Mattress Protectors
235,2020-10-25,19352.0,Mattress Protectors
236,2020-10-26,28412.0,Mattress Protectors
237,2020-10-27,28412.0,Mattress Protectors
238,2020-10-28,37197.0,Mattress Protectors
239,2020-10-29,37197.0,Mattress Protectors
240,2020-10-30,37197.0,Mattress Protectors
241,2020-10-31,37197.0,Mattress Protectors
242,2020-11-01,37197.0,Mattress Protectors
243,2020-11-02,37197.0,Mattress Protectors
244,2020-11-03,37197.0,Mattress Protectors
245,2020-11-04,37197.0,Mattress Protectors
246,2020-11-05,58336.0,Mattress Protectors
247,2020-11-06,47434.0,Mattress Protectors
248,2020-11-07,47434.0,Mattress Protectors
249,2020-11-08,47434.0,Mattress Protectors
250,2020-11-09,47434.0,Mattress Protectors
251,2020-11-10,47434.0,Mattress Protectors
252,2020-11-11,47434.0,Mattress Protectors
253,2020-11-12,47434.0,Mattress Protectors
254,2020-11-13,74401.0,Mattress Protectors
255,2020-11-14,74401.0,Mattress Protectors
256,2020-11-15,74401.0,Mattress Protectors
257,2020-11-16,74401.0,Mattress Protectors
258,2020-11-17,74401.0,Mattress Protectors
259,2020-11-18,74401.0,Mattress Protectors
260,2020-11-19,72165.0,Mattress Protectors
261,2020-11-20,72165.0,Mattress Protectors
262,2020-11-21,72165.0,Mattress Protectors
263,2020-11-22,99636.0,Mattress Protectors
264,2020-11-23,38938.0,Mattress Protectors
265,2020-11-24,44491.0,Mattress Protectors
266,2020-11-25,44491.0,Mattress Protectors
267,2020-11-26,44491.0,Mattress Protectors
268,2020-11-27,44491.0,Mattress Protectors
269,2020-11-28,121694.0,Mattress Protectors
270,2020-11-29,121694.0,Mattress Protectors
271,2020-11-30,121694.0,Mattress Protectors
272,2020-12-01,36791.0,Mattress Protectors
273,2020-12-02,63919.0,Mattress Protectors
274,2020-12-03,92593.0,Mattress Protectors
275,2020-12-04,92593.0,Mattress Protectors
276,2020-12-05,92593.0,Mattress Protectors
277,2020-12-06,92593.0,Mattress Protectors
278,2020-12-07,91601.0,Mattress Protectors
279,2020-12-08,110724.0,Mattress Protectors
280,2020-12-09,110724.0,Mattress Protectors
281,2020-12-10,110724.0,Mattress Protectors
282,2020-12-11,92343.0,Mattress Protectors
283,2020-12-12,92343.0,Mattress Protectors
284,2020-12-13,92343.0,Mattress Protectors
285,2020-12-14,92343.0,Mattress Protectors
286,2020-12-15,92343.0,Mattress Protectors
287,2020-12-16,92343.0,Mattress Protectors
288,2020-12-17,54499.0,Mattress Protectors
289,2020-12-18,54499.0,Mattress Protectors
290,2020-12-19,54499.0,Mattress Protectors
291,2020-12-20,70483.0,Mattress Protectors
292,2020-12-21,70483.0,Mattress Protectors
293,2020-12-22,31351.0,Mattress Protectors
294,2020-12-23,28681.0,Mattress Protectors
295,2020-12-24,18608.0,Mattress Protectors
296,2020-12-25,18608.0,Mattress Protectors
297,2020-12-26,18608.0,Mattress Protectors
298,2020-12-27,18608.0,Mattress Protectors
299,2020-12-28,12249.0,Mattress Protectors
300,2020-12-29,13797.0,Mattress Protectors
301,2020-12-30,13797.0,Mattress Protectors
302,2020-12-31,11715.0,Mattress Protectors
303,2021-01-01,11715.0,Mattress Protectors
304,2021-01-02,9731.0,Mattress Protectors
305,2021-01-03,9731.0,Mattress Protectors
306,2021-01-04,10128.0,Mattress Protectors
307,2021-01-05,10128.0,Mattress Protectors
308,2021-01-06,10128.0,Mattress Protectors
309,2021-01-07,10128.0,Mattress Protectors
310,2021-01-08,9151.0,Mattress Protectors
311,2021-01-09,9151.0,Mattress Protectors
312,2021-01-10,6506.0,Mattress Protectors
313,2021-01-11,6327.0,Mattress Protectors
314,2021-01-12,7026.0,Mattress Protectors
315,2021-01-13,6844.0,Mattress Protectors
316,2021-01-14,6844.0,Mattress Protectors
317,2021-01-15,4673.0,Mattress Protectors
318,2021-01-16,4673.0,Mattress Protectors
319,2021-01-17,7522.0,Mattress Protectors
320,2021-01-18,7522.0,Mattress Protectors
321,2021-01-19,9282.0,Mattress Protectors
322,2021-01-20,9282.0,Mattress Protectors
323,2021-01-21,9282.0,Mattress Protectors
324,2021-01-22,9035.0,Mattress Protectors
325,2021-01-23,9035.0,Mattress Protectors
326,2021-01-24,8280.0,Mattress Protectors
327,2021-01-25,8280.0,Mattress Protectors
328,2021-01-26,9646.0,Mattress Protectors
329,2021-01-27,9646.0,Mattress Protectors
330,2021-01-28,8585.0,Mattress Protectors
331,2021-01-29,8585.0,Mattress Protectors
332,2021-01-30,9078.0,Mattress Protectors
333,2021-01-31,9078.0,Mattress Protectors
334,2021-02-01,7819.0,Mattress Protectors
335,2021-02-02,7819.0,Mattress Protectors
336,2021-02-03,8940.0,Mattress Protectors
337,2021-02-04,8940.0,Mattress Protectors
338,2021-02-05,8940.0,Mattress Protectors
339,2021-02-06,8982.0,Mattress Protectors
340,2021-02-07,8982.0,Mattress Protectors
341,2021-02-08,8982.0,Mattress Protectors
342,2021-02-09,9113.0,Mattress Protectors
343,2021-02-10,9113.0,Mattress Protectors
344,2021-02-11,9113.0,Mattress Protectors
345,2021-02-12,9033.0,Mattress Protectors
346,2021-02-13,7921.0,Mattress Protectors
347,2021-02-14,7706.0,Mattress Protectors
348,2021-02-15,7706.0,Mattress Protectors
349,2021-02-16,7706.0,Mattress Protectors
350,2021-02-17,7435.0,Mattress Protectors
351,2021-02-18,7435.0,Mattress Protectors
352,2021-02-19,7435.0,Mattress Protectors
353,2021-02-20,5835.0,Mattress Protectors
354,2021-02-21,5835.0,Mattress Protectors
355,2021-02-22,5064.0,Mattress Protectors
356,2021-02-23,4062.0,Mattress Protectors
357,2021-02-24,4976.0,Mattress Protectors
358,2021-02-25,5527.0,Mattress Protectors
359,2021-02-26,5527.0,Mattress Protectors
360,2021-02-27,5527.0,Mattress Protectors
361,2021-02-28,6905.0,Mattress Protectors
362,2021-03-01,8457.0,Mattress Protectors
363,2021-03-02,8797.0,Mattress Protectors
364,2021-03-03,8102.0,Mattress Protectors
365,2021-03-04,9652.0,Mattress Protectors
366,2021-03-05,12871.0,Mattress Protectors
367,2021-03-06,12871.0,Mattress Protectors
368,2021-03-07,12871.0,Mattress Protectors
369,2021-03-08,9188.0,Mattress Protectors
370,2021-03-09,9188.0,Mattress Protectors
371,2021-03-10,10423.0,Mattress Protectors
372,2021-03-11,10423.0,Mattress Protectors
373,2021-03-12,10423.0,Mattress Protectors
374,2021-03-13,7440.0,Mattress Protectors
375,2021-03-14,7440.0,Mattress Protectors
376,2021-03-15,7440.0,Mattress Protectors
377,2021-03-16,3134.0,Mattress Protectors
378,2021-03-17,3134.0,Mattress Protectors
379,2021-03-18,2574.0,Mattress Protectors
380,2021-03-19,2574.0,Mattress Protectors
381,2021-03-20,2639.0,Mattress Protectors
382,2021-03-21,2639.0,Mattress Protectors
383,2021-03-22,2639.0,Mattress Protectors
384,2021-03-23,2313.0,Mattress Protectors
385,2021-03-24,2313.0,Mattress Protectors
386,2021-03-25,2313.0,Mattress Protectors
387,2021-03-26,2058.0,Mattress Protectors
388,2021-03-27,2227.0,Mattress Protectors
389,2021-03-28,2227.0,Mattress Protectors
390,2021-03-29,2227.0,Mattress Protectors
391,2021-03-30,2431.0,Mattress Protectors
392,2021-03-31,2148.0,Mattress Protectors
393,2021-04-01,2708.0,Mattress Protectors
394,2021-04-02,2708.0,Mattress Protectors
395,2021-04-03,2708.0,Mattress Protectors
396,2021-04-04,2343.0,Mattress Protectors
397,2021-04-05,2343.0,Mattress Protectors
398,2021-04-06,2474.0,Mattress Protectors
399,2021-04-07,2474.0,Mattress Protectors
400,2021-04-08,2168.0,Mattress Protectors
401,2021-04-09,2168.0,Mattress Protectors
402,2021-04-10,2365.0,Mattress Protectors
403,2021-04-11,2365.0,Mattress Protectors
404,2021-04-12,2093.0,Mattress Protectors
405,2021-04-13,2093.0,Mattress Protectors
406,2021-04-14,1779.0,Mattress Protectors
407,2021-04-15,1779.0,Mattress Protectors
408,2021-04-16,1762.0,Mattress Protectors
409,2021-04-17,1762.0,Mattress Protectors
410,2021-04-18,2190.0,Mattress Protectors
411,2021-04-19,2190.0,Mattress Protectors
412,2021-04-20,2445.0,Mattress Protectors
413,2021-04-21,2445.0,Mattress Protectors
414,2021-04-22,2445.0,Mattress Protectors
415,2021-04-23,3022.0,Mattress Protectors
416,2021-04-24,3022.0,Mattress Protectors
417,2021-04-25,4137.0,Mattress Protectors
418,2021-04-26,4137.0,Mattress Protectors
419,2021-04-27,4709.0,Mattress Protectors
420,2021-04-28,4029.0,Mattress Protectors
421,2021-04-29,4029.0,Mattress Protectors
422,2021-04-30,4267.0,Mattress Protectors
423,2021-05-01,5004.0,Mattress Protectors
424,2021-05-02,5004.0,Mattress Protectors
425,2021-05-03,5004.0,Mattress Protectors
426,2021-05-04,4492.0,Mattress Protectors
427,2021-05-05,4492.0,Mattress Protectors
428,2021-05-06,5699.0,Mattress Protectors
429,2021-05-07,5020.0,Mattress Protectors
430,2021-05-08,5020.0,Mattress Protectors
431,2021-05-09,4871.0,Mattress Protectors
432,2021-05-10,4871.0,Mattress Protectors
433,2021-05-11,3957.0,Mattress Protectors
434,2021-05-12,3957.0,Mattress Protectors
435,2021-05-13,3533.0,Mattress Protectors
436,2021-05-14,3533.0,Mattress Protectors
437,2021-05-15,5308.0,Mattress Protectors
438,2021-05-16,5308.0,Mattress Protectors
439,2021-05-17,5308.0,Mattress Protectors
440,2021-05-18,4495.0,Mattress Protectors
441,2021-05-19,4190.0,Mattress Protectors
442,2021-05-20,3811.0,Mattress Protectors
443,2021-05-21,4135.0,Mattress Protectors
444,2021-05-22,4102.0,Mattress Protectors
445,2021-05-23,4102.0,Mattress Protectors
446,2021-05-24,3079.0,Mattress Protectors
447,2021-05-25,3079.0,Mattress Protectors
448,2021-05-26,2648.0,Mattress Protectors
449,2021-05-27,3261.0,Mattress Protectors
450,2021-05-28,3261.0,Mattress Protectors
451,2021-05-29,3198.0,Mattress Protectors
452,2021-05-30,3276.0,Mattress Protectors
453,2021-05-31,3343.0,Mattress Protectors
454,2021-06-01,3122.0,Mattress Protectors
455,2021-06-02,3122.0,Mattress Protectors
456,2021-06-03,2683.0,Mattress Protectors
457,2021-06-04,2683.0,Mattress Protectors
458,2021-06-05,2683.0,Mattress Protectors
459,2021-06-06,3241.0,Mattress Protectors
460,2021-06-07,3241.0,Mattress Protectors
461,2021-06-08,2766.0,Mattress Protectors
462,2021-06-09,2766.0,Mattress Protectors
463,2021-06-10,2766.0,Mattress Protectors
464,2021-06-11,3177.0,Mattress Protectors
465,2021-06-12,3177.0,Mattress Protectors
466,2021-06-13,2358.0,Mattress Protectors
467,2021-06-14,2358.0,Mattress Protectors
468,2021-06-15,2702.0,Mattress Protectors
469,2021-06-16,2696.0,Mattress Protectors
470,2021-06-17,2284.0,Mattress Protectors
471,2021-06-18,2284.0,Mattress Protectors
472,2021-06-19,2284.0,Mattress Protectors
473,2021-06-20,2323.0,Mattress Protectors
474,2021-06-21,3507.0,Mattress Protectors
475,2021-06-22,958.0,Mattress Protectors
476,2021-06-23,958.0,Mattress Protectors
477,2021-06-24,3097.0,Mattress Protectors
478,2021-06-25,3097.0,Mattress Protectors
479,2021-06-26,3097.0,Mattress Protectors
480,2021-06-27,2371.0,Mattress Protectors
481,2021-06-28,2163.0,Mattress Protectors
482,2021-06-29,2163.0,Mattress Protectors
483,2021-06-30,2047.0,Mattress Protectors
484,2021-07-01,1951.0,Mattress Protectors
485,2021-07-02,1951.0,Mattress Protectors
486,2021-07-03,1911.0,Mattress Protectors
487,2021-07-04,1976.0,Mattress Protectors
488,2021-07-05,1848.0,Mattress Protectors
489,2021-07-06,1857.0,Mattress Protectors
490,2021-07-07,1450.0,Mattress Protectors
