,date,value,name_B07BRJF2SW
71,2020-12-28,1492.0,Basic Halter Harnesses
72,2020-12-29,1374.0,Basic Halter Harnesses
73,2020-12-30,1242.0,Basic Halter Harnesses
74,2020-12-31,1267.0,Basic Halter Harnesses
75,2021-01-01,1349.0,Basic Halter Harnesses
76,2021-01-02,1263.0,Basic Halter Harnesses
77,2021-01-03,1263.0,Basic Halter Harnesses
78,2021-01-04,1355.0,Basic Halter Harnesses
79,2021-01-05,1268.0,Basic Halter Harnesses
80,2021-01-06,1314.0,Basic Halter Harnesses
81,2021-01-07,1295.0,Basic Halter Harnesses
82,2021-01-08,1439.0,Basic Halter Harnesses
83,2021-01-09,1119.0,Basic Halter Harnesses
84,2021-01-10,1056.0,Basic Halter Harnesses
85,2021-01-11,1013.0,Basic Halter Harnesses
86,2021-01-12,1014.0,Basic Halter Harnesses
87,2021-01-13,1061.0,Basic Halter Harnesses
88,2021-01-14,1040.0,Basic Halter Harnesses
89,2021-01-15,1098.0,Basic Halter Harnesses
90,2021-01-16,1084.0,Basic Halter Harnesses
91,2021-01-17,961.0,Basic Halter Harnesses
92,2021-01-18,1362.0,Basic Halter Harnesses
93,2021-01-19,1328.0,Basic Halter Harnesses
94,2021-01-20,1328.0,Basic Halter Harnesses
95,2021-01-21,1490.0,Basic Halter Harnesses
96,2021-01-22,1490.0,Basic Halter Harnesses
97,2021-01-23,1322.0,Basic Halter Harnesses
98,2021-01-24,1322.0,Basic Halter Harnesses
99,2021-01-25,1333.0,Basic Halter Harnesses
100,2021-01-26,1244.0,Basic Halter Harnesses
101,2021-01-27,1311.0,Basic Halter Harnesses
102,2021-01-28,1231.0,Basic Halter Harnesses
103,2021-01-29,1270.0,Basic Halter Harnesses
104,2021-01-30,1327.0,Basic Halter Harnesses
105,2021-01-31,1197.0,Basic Halter Harnesses
106,2021-02-01,1214.0,Basic Halter Harnesses
107,2021-02-02,1214.0,Basic Halter Harnesses
108,2021-02-03,1458.0,Basic Halter Harnesses
109,2021-02-04,1416.0,Basic Halter Harnesses
110,2021-02-05,1064.0,Basic Halter Harnesses
111,2021-02-06,1340.0,Basic Halter Harnesses
112,2021-02-07,1140.0,Basic Halter Harnesses
113,2021-02-08,1140.0,Basic Halter Harnesses
114,2021-02-09,1150.0,Basic Halter Harnesses
115,2021-02-10,1352.0,Basic Halter Harnesses
116,2021-02-11,1352.0,Basic Halter Harnesses
117,2021-02-12,1727.0,Basic Halter Harnesses
118,2021-02-13,1782.0,Basic Halter Harnesses
119,2021-02-14,1926.0,Basic Halter Harnesses
120,2021-02-15,1334.0,Basic Halter Harnesses
121,2021-02-16,1660.0,Basic Halter Harnesses
122,2021-02-17,1381.0,Basic Halter Harnesses
123,2021-02-18,1359.0,Basic Halter Harnesses
124,2021-02-19,1450.0,Basic Halter Harnesses
125,2021-02-20,1450.0,Basic Halter Harnesses
126,2021-02-21,1450.0,Basic Halter Harnesses
127,2021-02-22,1186.0,Basic Halter Harnesses
128,2021-02-23,1286.0,Basic Halter Harnesses
129,2021-02-24,1286.0,Basic Halter Harnesses
130,2021-02-25,1028.0,Basic Halter Harnesses
131,2021-02-26,821.0,Basic Halter Harnesses
132,2021-02-27,845.0,Basic Halter Harnesses
133,2021-02-28,775.0,Basic Halter Harnesses
134,2021-03-01,865.0,Basic Halter Harnesses
135,2021-03-02,1081.0,Basic Halter Harnesses
136,2021-03-03,1011.0,Basic Halter Harnesses
137,2021-03-04,955.0,Basic Halter Harnesses
138,2021-03-05,943.0,Basic Halter Harnesses
139,2021-03-06,944.0,Basic Halter Harnesses
140,2021-03-07,767.0,Basic Halter Harnesses
141,2021-03-08,723.0,Basic Halter Harnesses
142,2021-03-09,784.0,Basic Halter Harnesses
143,2021-03-10,833.0,Basic Halter Harnesses
144,2021-03-11,833.0,Basic Halter Harnesses
145,2021-03-12,833.0,Basic Halter Harnesses
146,2021-03-13,688.0,Basic Halter Harnesses
147,2021-03-14,689.0,Basic Halter Harnesses
148,2021-03-15,801.0,Basic Halter Harnesses
149,2021-03-16,894.0,Basic Halter Harnesses
150,2021-03-17,964.0,Basic Halter Harnesses
151,2021-03-18,914.0,Basic Halter Harnesses
152,2021-03-19,959.0,Basic Halter Harnesses
153,2021-03-20,954.0,Basic Halter Harnesses
154,2021-03-21,778.0,Basic Halter Harnesses
155,2021-03-22,782.0,Basic Halter Harnesses
156,2021-03-23,741.0,Basic Halter Harnesses
157,2021-03-24,833.0,Basic Halter Harnesses
158,2021-03-25,814.0,Basic Halter Harnesses
159,2021-03-26,814.0,Basic Halter Harnesses
160,2021-03-27,805.0,Basic Halter Harnesses
161,2021-03-28,789.0,Basic Halter Harnesses
162,2021-03-29,688.0,Basic Halter Harnesses
163,2021-03-30,636.0,Basic Halter Harnesses
164,2021-03-31,673.0,Basic Halter Harnesses
165,2021-04-01,966.0,Basic Halter Harnesses
166,2021-04-02,862.0,Basic Halter Harnesses
167,2021-04-03,888.0,Basic Halter Harnesses
168,2021-04-04,888.0,Basic Halter Harnesses
169,2021-04-05,1051.0,Basic Halter Harnesses
170,2021-04-06,975.0,Basic Halter Harnesses
171,2021-04-07,960.0,Basic Halter Harnesses
172,2021-04-08,766.0,Basic Halter Harnesses
173,2021-04-09,824.0,Basic Halter Harnesses
174,2021-04-10,837.0,Basic Halter Harnesses
175,2021-04-11,875.0,Basic Halter Harnesses
176,2021-04-12,871.0,Basic Halter Harnesses
177,2021-04-13,741.0,Basic Halter Harnesses
178,2021-04-14,914.0,Basic Halter Harnesses
179,2021-04-15,805.0,Basic Halter Harnesses
180,2021-04-16,762.0,Basic Halter Harnesses
181,2021-04-17,730.0,Basic Halter Harnesses
182,2021-04-18,790.0,Basic Halter Harnesses
183,2021-04-19,728.0,Basic Halter Harnesses
184,2021-04-20,728.0,Basic Halter Harnesses
185,2021-04-21,726.0,Basic Halter Harnesses
186,2021-04-22,726.0,Basic Halter Harnesses
187,2021-04-23,724.0,Basic Halter Harnesses
188,2021-04-24,796.0,Basic Halter Harnesses
189,2021-04-25,816.0,Basic Halter Harnesses
190,2021-04-26,940.0,Basic Halter Harnesses
191,2021-04-27,837.0,Basic Halter Harnesses
192,2021-04-28,866.0,Basic Halter Harnesses
193,2021-04-29,820.0,Basic Halter Harnesses
194,2021-04-30,920.0,Basic Halter Harnesses
195,2021-05-01,886.0,Basic Halter Harnesses
196,2021-05-02,882.0,Basic Halter Harnesses
197,2021-05-03,934.0,Basic Halter Harnesses
198,2021-05-04,856.0,Basic Halter Harnesses
199,2021-05-05,1005.0,Basic Halter Harnesses
200,2021-05-06,962.0,Basic Halter Harnesses
201,2021-05-07,907.0,Basic Halter Harnesses
202,2021-05-08,976.0,Basic Halter Harnesses
203,2021-05-09,971.0,Basic Halter Harnesses
204,2021-05-10,998.0,Basic Halter Harnesses
205,2021-05-11,895.0,Basic Halter Harnesses
206,2021-05-12,715.0,Basic Halter Harnesses
207,2021-05-13,738.0,Basic Halter Harnesses
208,2021-05-14,824.0,Basic Halter Harnesses
209,2021-05-15,752.0,Basic Halter Harnesses
210,2021-05-16,696.0,Basic Halter Harnesses
211,2021-05-17,788.0,Basic Halter Harnesses
212,2021-05-18,820.0,Basic Halter Harnesses
213,2021-05-19,831.0,Basic Halter Harnesses
214,2021-05-20,987.0,Basic Halter Harnesses
215,2021-05-21,838.0,Basic Halter Harnesses
216,2021-05-22,867.0,Basic Halter Harnesses
217,2021-05-23,805.0,Basic Halter Harnesses
218,2021-05-24,948.0,Basic Halter Harnesses
219,2021-05-25,974.0,Basic Halter Harnesses
220,2021-05-26,998.0,Basic Halter Harnesses
221,2021-05-27,1032.0,Basic Halter Harnesses
222,2021-05-28,870.0,Basic Halter Harnesses
223,2021-05-29,962.0,Basic Halter Harnesses
224,2021-05-30,938.0,Basic Halter Harnesses
225,2021-05-31,949.0,Basic Halter Harnesses
226,2021-06-01,1002.0,Basic Halter Harnesses
227,2021-06-02,987.0,Basic Halter Harnesses
228,2021-06-03,1036.0,Basic Halter Harnesses
229,2021-06-04,1060.0,Basic Halter Harnesses
230,2021-06-05,1086.0,Basic Halter Harnesses
231,2021-06-06,1086.0,Basic Halter Harnesses
232,2021-06-07,1084.0,Basic Halter Harnesses
233,2021-06-08,999.0,Basic Halter Harnesses
234,2021-06-09,1055.0,Basic Halter Harnesses
235,2021-06-10,1014.0,Basic Halter Harnesses
236,2021-06-11,964.0,Basic Halter Harnesses
237,2021-06-12,1031.0,Basic Halter Harnesses
238,2021-06-13,1152.0,Basic Halter Harnesses
239,2021-06-14,1150.0,Basic Halter Harnesses
240,2021-06-15,950.0,Basic Halter Harnesses
241,2021-06-16,1092.0,Basic Halter Harnesses
242,2021-06-17,1042.0,Basic Halter Harnesses
243,2021-06-18,1008.0,Basic Halter Harnesses
244,2021-06-19,881.0,Basic Halter Harnesses
245,2021-06-20,956.0,Basic Halter Harnesses
246,2021-06-21,1019.0,Basic Halter Harnesses
247,2021-06-22,1175.0,Basic Halter Harnesses
248,2021-06-23,1289.0,Basic Halter Harnesses
249,2021-06-24,1214.0,Basic Halter Harnesses
250,2021-06-25,1045.0,Basic Halter Harnesses
251,2021-06-26,1327.0,Basic Halter Harnesses
252,2021-06-27,1327.0,Basic Halter Harnesses
253,2021-06-28,963.0,Basic Halter Harnesses
254,2021-06-29,1070.0,Basic Halter Harnesses
255,2021-06-30,1089.0,Basic Halter Harnesses
256,2021-07-01,1327.0,Basic Halter Harnesses
257,2021-07-02,1070.0,Basic Halter Harnesses
258,2021-07-03,1127.0,Basic Halter Harnesses
259,2021-07-04,963.0,Basic Halter Harnesses
260,2021-07-05,1031.0,Basic Halter Harnesses
261,2021-07-06,922.0,Basic Halter Harnesses
262,2021-07-07,1139.0,Basic Halter Harnesses
263,2021-07-08,1161.0,Basic Halter Harnesses
264,2021-07-09,954.0,Basic Halter Harnesses
265,2021-07-10,1303.0,Basic Halter Harnesses
266,2021-07-11,902.0,Basic Halter Harnesses
