,date,value,name_B08DLM5TRH
225,2021-03-07,10873.0,Log Carriers & Holders
226,2021-03-08,7976.0,Log Carriers & Holders
227,2021-03-09,7976.0,Log Carriers & Holders
228,2021-03-10,7976.0,Log Carriers & Holders
229,2021-03-11,8745.0,Log Carriers & Holders
230,2021-03-12,8745.0,Log Carriers & Holders
231,2021-03-13,8745.0,Log Carriers & Holders
232,2021-03-14,11889.0,Log Carriers & Holders
233,2021-03-15,11889.0,Log Carriers & Holders
234,2021-03-16,11889.0,Log Carriers & Holders
235,2021-03-17,11889.0,Log Carriers & Holders
236,2021-03-18,18152.0,Log Carriers & Holders
237,2021-03-19,18152.0,Log Carriers & Holders
238,2021-03-20,17148.0,Log Carriers & Holders
239,2021-03-21,17148.0,Log Carriers & Holders
240,2021-03-22,17148.0,Log Carriers & Holders
241,2021-03-23,13167.0,Log Carriers & Holders
242,2021-03-24,13167.0,Log Carriers & Holders
243,2021-03-25,16529.0,Log Carriers & Holders
244,2021-03-26,16529.0,Log Carriers & Holders
245,2021-03-27,16529.0,Log Carriers & Holders
246,2021-03-28,15540.0,Log Carriers & Holders
247,2021-03-29,15540.0,Log Carriers & Holders
248,2021-03-30,15540.0,Log Carriers & Holders
249,2021-03-31,21678.0,Log Carriers & Holders
250,2021-04-01,21678.0,Log Carriers & Holders
251,2021-04-02,21678.0,Log Carriers & Holders
252,2021-04-03,21678.0,Log Carriers & Holders
253,2021-04-04,21678.0,Log Carriers & Holders
254,2021-04-05,13915.0,Log Carriers & Holders
255,2021-04-06,13915.0,Log Carriers & Holders
256,2021-04-07,17176.0,Log Carriers & Holders
257,2021-04-08,17176.0,Log Carriers & Holders
258,2021-04-09,22899.0,Log Carriers & Holders
259,2021-04-10,22899.0,Log Carriers & Holders
260,2021-04-11,22899.0,Log Carriers & Holders
261,2021-04-12,19767.0,Log Carriers & Holders
262,2021-04-13,19767.0,Log Carriers & Holders
263,2021-04-14,20019.0,Log Carriers & Holders
264,2021-04-15,18798.0,Log Carriers & Holders
265,2021-04-16,18955.0,Log Carriers & Holders
266,2021-04-17,18955.0,Log Carriers & Holders
267,2021-04-18,15007.0,Log Carriers & Holders
268,2021-04-19,15007.0,Log Carriers & Holders
269,2021-04-20,15007.0,Log Carriers & Holders
270,2021-04-21,19917.0,Log Carriers & Holders
271,2021-04-22,19917.0,Log Carriers & Holders
272,2021-04-23,18265.0,Log Carriers & Holders
273,2021-04-24,18265.0,Log Carriers & Holders
274,2021-04-25,18265.0,Log Carriers & Holders
275,2021-04-26,18264.0,Log Carriers & Holders
276,2021-04-27,18264.0,Log Carriers & Holders
277,2021-04-28,22415.0,Log Carriers & Holders
278,2021-04-29,22415.0,Log Carriers & Holders
279,2021-04-30,22415.0,Log Carriers & Holders
280,2021-05-01,22901.0,Log Carriers & Holders
281,2021-05-02,16772.0,Log Carriers & Holders
282,2021-05-03,16772.0,Log Carriers & Holders
283,2021-05-04,16772.0,Log Carriers & Holders
284,2021-05-05,25534.0,Log Carriers & Holders
285,2021-05-06,25534.0,Log Carriers & Holders
286,2021-05-07,28170.0,Log Carriers & Holders
287,2021-05-08,28170.0,Log Carriers & Holders
288,2021-05-09,28170.0,Log Carriers & Holders
289,2021-05-10,26340.0,Log Carriers & Holders
290,2021-05-11,26340.0,Log Carriers & Holders
291,2021-05-12,31166.0,Log Carriers & Holders
292,2021-05-13,31166.0,Log Carriers & Holders
293,2021-05-14,31244.0,Log Carriers & Holders
294,2021-05-15,31244.0,Log Carriers & Holders
295,2021-05-16,28981.0,Log Carriers & Holders
296,2021-05-17,30194.0,Log Carriers & Holders
297,2021-05-18,30194.0,Log Carriers & Holders
298,2021-05-19,30194.0,Log Carriers & Holders
299,2021-05-20,27315.0,Log Carriers & Holders
300,2021-05-21,22774.0,Log Carriers & Holders
301,2021-05-22,22774.0,Log Carriers & Holders
302,2021-05-23,22639.0,Log Carriers & Holders
303,2021-05-24,22639.0,Log Carriers & Holders
304,2021-05-25,21950.0,Log Carriers & Holders
305,2021-05-26,25937.0,Log Carriers & Holders
306,2021-05-27,30927.0,Log Carriers & Holders
307,2021-05-28,31402.0,Log Carriers & Holders
308,2021-05-29,31402.0,Log Carriers & Holders
309,2021-05-30,31402.0,Log Carriers & Holders
310,2021-05-31,24191.0,Log Carriers & Holders
311,2021-06-01,20786.0,Log Carriers & Holders
312,2021-06-02,20617.0,Log Carriers & Holders
313,2021-06-03,20617.0,Log Carriers & Holders
314,2021-06-04,23580.0,Log Carriers & Holders
315,2021-06-05,29460.0,Log Carriers & Holders
316,2021-06-06,29460.0,Log Carriers & Holders
317,2021-06-07,29460.0,Log Carriers & Holders
318,2021-06-08,29460.0,Log Carriers & Holders
319,2021-06-09,29460.0,Log Carriers & Holders
320,2021-06-10,29460.0,Log Carriers & Holders
321,2021-06-11,20541.0,Log Carriers & Holders
322,2021-06-12,20541.0,Log Carriers & Holders
323,2021-06-13,20541.0,Log Carriers & Holders
324,2021-06-14,16931.0,Log Carriers & Holders
325,2021-06-15,16931.0,Log Carriers & Holders
326,2021-06-16,16931.0,Log Carriers & Holders
327,2021-06-17,26691.0,Log Carriers & Holders
328,2021-06-18,23242.0,Log Carriers & Holders
329,2021-06-19,23242.0,Log Carriers & Holders
330,2021-06-20,23242.0,Log Carriers & Holders
331,2021-06-21,23242.0,Log Carriers & Holders
332,2021-06-22,23242.0,Log Carriers & Holders
333,2021-06-23,17408.0,Log Carriers & Holders
334,2021-06-24,17408.0,Log Carriers & Holders
335,2021-06-25,21220.0,Log Carriers & Holders
336,2021-06-26,27232.0,Log Carriers & Holders
337,2021-06-27,27232.0,Log Carriers & Holders
338,2021-06-28,27232.0,Log Carriers & Holders
339,2021-06-29,27232.0,Log Carriers & Holders
340,2021-06-30,21512.0,Log Carriers & Holders
341,2021-07-01,21512.0,Log Carriers & Holders
342,2021-07-02,21512.0,Log Carriers & Holders
343,2021-07-03,19824.0,Log Carriers & Holders
344,2021-07-04,19824.0,Log Carriers & Holders
345,2021-07-05,19824.0,Log Carriers & Holders
346,2021-07-06,19391.0,Log Carriers & Holders
347,2021-07-07,19391.0,Log Carriers & Holders
348,2021-07-08,32313.0,Log Carriers & Holders
349,2021-07-09,32313.0,Log Carriers & Holders
350,2021-07-10,30118.0,Log Carriers & Holders
