,date,value,name_B07ZCJN4H3
121,2020-02-21,29801.0,Umbrella Covers
122,2020-02-22,29801.0,Umbrella Covers
123,2020-02-23,29801.0,Umbrella Covers
124,2020-02-24,14847.0,Umbrella Covers
125,2020-02-25,14847.0,Umbrella Covers
126,2020-02-26,14847.0,Umbrella Covers
127,2020-02-27,14847.0,Umbrella Covers
128,2020-02-28,14847.0,Umbrella Covers
129,2020-02-29,14847.0,Umbrella Covers
130,2020-03-01,7947.0,Umbrella Covers
131,2020-03-02,7947.0,Umbrella Covers
132,2020-03-03,7947.0,Umbrella Covers
133,2020-03-04,7038.0,Umbrella Covers
134,2020-03-05,7038.0,Umbrella Covers
135,2020-03-06,7038.0,Umbrella Covers
136,2020-03-07,7038.0,Umbrella Covers
137,2020-03-08,7038.0,Umbrella Covers
138,2020-03-09,5478.0,Umbrella Covers
139,2020-03-10,8343.0,Umbrella Covers
140,2020-03-11,8343.0,Umbrella Covers
141,2020-03-12,8343.0,Umbrella Covers
142,2020-03-13,8343.0,Umbrella Covers
143,2020-03-14,8343.0,Umbrella Covers
144,2020-03-15,8343.0,Umbrella Covers
145,2020-03-16,8343.0,Umbrella Covers
146,2020-03-17,10979.0,Umbrella Covers
147,2020-03-18,15406.0,Umbrella Covers
148,2020-03-19,15568.0,Umbrella Covers
149,2020-03-20,15568.0,Umbrella Covers
150,2020-03-21,15568.0,Umbrella Covers
151,2020-03-22,15568.0,Umbrella Covers
152,2020-03-23,12092.0,Umbrella Covers
153,2020-03-24,17638.0,Umbrella Covers
154,2020-03-25,20287.0,Umbrella Covers
155,2020-03-26,20287.0,Umbrella Covers
156,2020-03-27,20287.0,Umbrella Covers
157,2020-03-28,20287.0,Umbrella Covers
158,2020-03-29,14508.0,Umbrella Covers
159,2020-03-30,14508.0,Umbrella Covers
160,2020-03-31,14508.0,Umbrella Covers
161,2020-04-01,16303.0,Umbrella Covers
162,2020-04-02,16303.0,Umbrella Covers
163,2020-04-03,16303.0,Umbrella Covers
164,2020-04-04,16303.0,Umbrella Covers
165,2020-04-05,16303.0,Umbrella Covers
166,2020-04-06,12392.0,Umbrella Covers
167,2020-04-07,12392.0,Umbrella Covers
168,2020-04-08,12392.0,Umbrella Covers
169,2020-04-09,12392.0,Umbrella Covers
170,2020-04-10,21916.0,Umbrella Covers
171,2020-04-11,19434.0,Umbrella Covers
172,2020-04-12,19434.0,Umbrella Covers
173,2020-04-13,16208.0,Umbrella Covers
174,2020-04-14,16208.0,Umbrella Covers
175,2020-04-15,25139.0,Umbrella Covers
176,2020-04-16,25139.0,Umbrella Covers
177,2020-04-17,25139.0,Umbrella Covers
178,2020-04-18,25139.0,Umbrella Covers
179,2020-04-19,25139.0,Umbrella Covers
180,2020-04-20,25139.0,Umbrella Covers
181,2020-04-21,18628.0,Umbrella Covers
182,2020-04-22,24277.0,Umbrella Covers
183,2020-04-23,14420.0,Umbrella Covers
184,2020-04-24,14420.0,Umbrella Covers
185,2020-04-25,14420.0,Umbrella Covers
186,2020-04-26,14420.0,Umbrella Covers
187,2020-04-27,15161.0,Umbrella Covers
188,2020-04-28,23186.0,Umbrella Covers
189,2020-04-29,25331.0,Umbrella Covers
190,2020-04-30,25331.0,Umbrella Covers
191,2020-05-01,25331.0,Umbrella Covers
192,2020-05-02,25331.0,Umbrella Covers
193,2020-05-03,25331.0,Umbrella Covers
194,2020-05-04,18480.0,Umbrella Covers
195,2020-05-05,18480.0,Umbrella Covers
196,2020-05-06,18480.0,Umbrella Covers
197,2020-05-07,18480.0,Umbrella Covers
198,2020-05-08,18480.0,Umbrella Covers
199,2020-05-09,18480.0,Umbrella Covers
200,2020-05-10,18988.0,Umbrella Covers
201,2020-05-11,18988.0,Umbrella Covers
202,2020-05-12,18988.0,Umbrella Covers
203,2020-05-13,9772.0,Umbrella Covers
204,2020-05-14,7493.0,Umbrella Covers
205,2020-05-15,5921.0,Umbrella Covers
206,2020-05-16,5921.0,Umbrella Covers
207,2020-05-17,5921.0,Umbrella Covers
208,2020-05-18,3490.0,Umbrella Covers
209,2020-05-19,5303.0,Umbrella Covers
210,2020-05-20,5708.0,Umbrella Covers
211,2020-05-21,5708.0,Umbrella Covers
212,2020-05-22,5134.0,Umbrella Covers
213,2020-05-23,5134.0,Umbrella Covers
214,2020-05-24,5134.0,Umbrella Covers
215,2020-05-25,5134.0,Umbrella Covers
216,2020-05-26,2922.0,Umbrella Covers
217,2020-05-27,3166.0,Umbrella Covers
218,2020-05-28,3818.0,Umbrella Covers
219,2020-05-29,3818.0,Umbrella Covers
220,2020-05-30,2656.0,Umbrella Covers
221,2020-05-31,2656.0,Umbrella Covers
222,2020-06-01,4009.0,Umbrella Covers
223,2020-06-02,3045.0,Umbrella Covers
224,2020-06-03,2897.0,Umbrella Covers
225,2020-06-04,2897.0,Umbrella Covers
226,2020-06-05,2882.0,Umbrella Covers
227,2020-06-06,2778.0,Umbrella Covers
228,2020-06-07,2112.0,Umbrella Covers
229,2020-06-08,2574.0,Umbrella Covers
230,2020-06-09,3887.0,Umbrella Covers
231,2020-06-10,4405.0,Umbrella Covers
232,2020-06-11,4898.0,Umbrella Covers
233,2020-06-12,5462.0,Umbrella Covers
234,2020-06-13,5462.0,Umbrella Covers
235,2020-06-14,2637.0,Umbrella Covers
236,2020-06-15,3864.0,Umbrella Covers
237,2020-06-16,4251.0,Umbrella Covers
238,2020-06-17,5669.0,Umbrella Covers
239,2020-06-18,5861.0,Umbrella Covers
240,2020-06-19,5413.0,Umbrella Covers
241,2020-06-20,5413.0,Umbrella Covers
242,2020-06-21,5413.0,Umbrella Covers
243,2020-06-22,3570.0,Umbrella Covers
244,2020-06-23,4596.0,Umbrella Covers
245,2020-06-24,4267.0,Umbrella Covers
246,2020-06-25,4267.0,Umbrella Covers
247,2020-06-26,5224.0,Umbrella Covers
248,2020-06-27,5224.0,Umbrella Covers
249,2020-06-28,5224.0,Umbrella Covers
250,2020-06-29,4066.0,Umbrella Covers
251,2020-06-30,3481.0,Umbrella Covers
252,2020-07-01,3607.0,Umbrella Covers
253,2020-07-02,3028.0,Umbrella Covers
254,2020-07-03,2769.0,Umbrella Covers
255,2020-07-04,2002.0,Umbrella Covers
256,2020-07-05,1580.0,Umbrella Covers
257,2020-07-06,1917.0,Umbrella Covers
258,2020-07-07,3609.0,Umbrella Covers
259,2020-07-08,4315.0,Umbrella Covers
260,2020-07-09,4672.0,Umbrella Covers
261,2020-07-10,4672.0,Umbrella Covers
262,2020-07-11,3017.0,Umbrella Covers
263,2020-07-12,2444.0,Umbrella Covers
264,2020-07-13,2845.0,Umbrella Covers
265,2020-07-14,4113.0,Umbrella Covers
266,2020-07-15,4113.0,Umbrella Covers
267,2020-07-16,4025.0,Umbrella Covers
268,2020-07-17,3048.0,Umbrella Covers
269,2020-07-18,2622.0,Umbrella Covers
270,2020-07-19,2622.0,Umbrella Covers
271,2020-07-20,2735.0,Umbrella Covers
272,2020-07-21,3240.0,Umbrella Covers
273,2020-07-22,2765.0,Umbrella Covers
274,2020-07-23,6866.0,Umbrella Covers
275,2020-07-24,9509.0,Umbrella Covers
276,2020-07-25,9509.0,Umbrella Covers
277,2020-07-26,3578.0,Umbrella Covers
278,2020-07-27,3446.0,Umbrella Covers
279,2020-07-28,3446.0,Umbrella Covers
280,2020-07-29,4597.0,Umbrella Covers
281,2020-07-30,4259.0,Umbrella Covers
282,2020-07-31,4510.0,Umbrella Covers
283,2020-08-01,4510.0,Umbrella Covers
284,2020-08-02,3146.0,Umbrella Covers
285,2020-08-03,4313.0,Umbrella Covers
286,2020-08-04,4313.0,Umbrella Covers
287,2020-08-05,5154.0,Umbrella Covers
288,2020-08-06,4097.0,Umbrella Covers
289,2020-08-07,3560.0,Umbrella Covers
290,2020-08-08,3560.0,Umbrella Covers
291,2020-08-09,3560.0,Umbrella Covers
292,2020-08-10,2230.0,Umbrella Covers
293,2020-08-11,2549.0,Umbrella Covers
294,2020-08-12,2521.0,Umbrella Covers
295,2020-08-13,2303.0,Umbrella Covers
296,2020-08-14,2314.0,Umbrella Covers
297,2020-08-15,2217.0,Umbrella Covers
298,2020-08-16,2424.0,Umbrella Covers
299,2020-08-17,3015.0,Umbrella Covers
300,2020-08-18,3542.0,Umbrella Covers
301,2020-08-19,3384.0,Umbrella Covers
302,2020-08-20,3384.0,Umbrella Covers
303,2020-08-21,3384.0,Umbrella Covers
304,2020-08-22,4057.0,Umbrella Covers
305,2020-08-23,4057.0,Umbrella Covers
306,2020-08-24,3786.0,Umbrella Covers
307,2020-08-25,4373.0,Umbrella Covers
308,2020-08-26,4495.0,Umbrella Covers
309,2020-08-27,4495.0,Umbrella Covers
310,2020-08-28,2895.0,Umbrella Covers
311,2020-08-29,3526.0,Umbrella Covers
312,2020-08-30,3526.0,Umbrella Covers
313,2020-08-31,4933.0,Umbrella Covers
314,2020-09-01,5054.0,Umbrella Covers
315,2020-09-02,5073.0,Umbrella Covers
316,2020-09-03,5232.0,Umbrella Covers
317,2020-09-04,5232.0,Umbrella Covers
318,2020-09-05,5232.0,Umbrella Covers
319,2020-09-06,4920.0,Umbrella Covers
320,2020-09-07,4160.0,Umbrella Covers
321,2020-09-08,4160.0,Umbrella Covers
322,2020-09-09,4160.0,Umbrella Covers
323,2020-09-10,7000.0,Umbrella Covers
324,2020-09-11,7000.0,Umbrella Covers
325,2020-09-12,7000.0,Umbrella Covers
326,2020-09-13,5924.0,Umbrella Covers
327,2020-09-14,5924.0,Umbrella Covers
328,2020-09-15,5924.0,Umbrella Covers
329,2020-09-16,24704.0,Umbrella Covers
330,2020-09-17,24704.0,Umbrella Covers
331,2020-09-18,24704.0,Umbrella Covers
332,2020-09-19,24704.0,Umbrella Covers
333,2020-09-20,24704.0,Umbrella Covers
334,2020-09-21,8044.0,Umbrella Covers
335,2020-09-22,8044.0,Umbrella Covers
336,2020-09-23,8377.0,Umbrella Covers
337,2020-09-24,8377.0,Umbrella Covers
338,2020-09-25,8377.0,Umbrella Covers
339,2020-09-26,8377.0,Umbrella Covers
340,2020-09-27,6698.0,Umbrella Covers
341,2020-09-28,9871.0,Umbrella Covers
342,2020-09-29,9222.0,Umbrella Covers
343,2020-09-30,10328.0,Umbrella Covers
344,2020-10-01,8529.0,Umbrella Covers
345,2020-10-02,12837.0,Umbrella Covers
346,2020-10-03,12837.0,Umbrella Covers
347,2020-10-04,12837.0,Umbrella Covers
348,2020-10-05,12837.0,Umbrella Covers
349,2020-10-06,9131.0,Umbrella Covers
350,2020-10-07,6871.0,Umbrella Covers
351,2020-10-08,9956.0,Umbrella Covers
352,2020-10-09,8086.0,Umbrella Covers
353,2020-10-10,9341.0,Umbrella Covers
354,2020-10-11,7480.0,Umbrella Covers
355,2020-10-12,9738.0,Umbrella Covers
356,2020-10-13,7906.0,Umbrella Covers
357,2020-10-14,8409.0,Umbrella Covers
358,2020-10-15,7995.0,Umbrella Covers
359,2020-10-16,8267.0,Umbrella Covers
360,2020-10-17,8267.0,Umbrella Covers
361,2020-10-18,9026.0,Umbrella Covers
362,2020-10-19,8939.0,Umbrella Covers
363,2020-10-20,8939.0,Umbrella Covers
364,2020-10-21,8939.0,Umbrella Covers
365,2020-10-22,10792.0,Umbrella Covers
366,2020-10-23,10451.0,Umbrella Covers
367,2020-10-24,10451.0,Umbrella Covers
368,2020-10-25,10451.0,Umbrella Covers
369,2020-10-26,7872.0,Umbrella Covers
370,2020-10-27,6320.0,Umbrella Covers
371,2020-10-28,8087.0,Umbrella Covers
372,2020-10-29,8087.0,Umbrella Covers
373,2020-10-30,8898.0,Umbrella Covers
374,2020-10-31,6665.0,Umbrella Covers
375,2020-11-01,6665.0,Umbrella Covers
376,2020-11-02,6278.0,Umbrella Covers
377,2020-11-03,6278.0,Umbrella Covers
378,2020-11-04,8441.0,Umbrella Covers
379,2020-11-05,8441.0,Umbrella Covers
380,2020-11-06,14850.0,Umbrella Covers
381,2020-11-07,14850.0,Umbrella Covers
382,2020-11-08,5335.0,Umbrella Covers
383,2020-11-09,8808.0,Umbrella Covers
384,2020-11-10,8808.0,Umbrella Covers
385,2020-11-11,7892.0,Umbrella Covers
386,2020-11-12,10006.0,Umbrella Covers
387,2020-11-13,10006.0,Umbrella Covers
388,2020-11-14,10006.0,Umbrella Covers
389,2020-11-15,9212.0,Umbrella Covers
390,2020-11-16,8393.0,Umbrella Covers
391,2020-11-17,8393.0,Umbrella Covers
392,2020-11-18,8393.0,Umbrella Covers
393,2020-11-19,13253.0,Umbrella Covers
394,2020-11-20,13253.0,Umbrella Covers
395,2020-11-21,13253.0,Umbrella Covers
396,2020-11-22,13253.0,Umbrella Covers
397,2020-11-23,10337.0,Umbrella Covers
398,2020-11-24,12186.0,Umbrella Covers
399,2020-11-25,12186.0,Umbrella Covers
400,2020-11-26,12186.0,Umbrella Covers
401,2020-11-27,20970.0,Umbrella Covers
402,2020-11-28,20970.0,Umbrella Covers
403,2020-11-29,20970.0,Umbrella Covers
404,2020-11-30,15854.0,Umbrella Covers
405,2020-12-01,15854.0,Umbrella Covers
406,2020-12-02,15854.0,Umbrella Covers
407,2020-12-03,15854.0,Umbrella Covers
408,2020-12-04,21388.0,Umbrella Covers
409,2020-12-05,21388.0,Umbrella Covers
410,2020-12-06,21388.0,Umbrella Covers
411,2020-12-07,15597.0,Umbrella Covers
412,2020-12-08,15597.0,Umbrella Covers
413,2020-12-09,15597.0,Umbrella Covers
414,2020-12-10,14154.0,Umbrella Covers
415,2020-12-11,14154.0,Umbrella Covers
416,2020-12-12,14154.0,Umbrella Covers
417,2020-12-13,14154.0,Umbrella Covers
418,2020-12-14,14154.0,Umbrella Covers
419,2020-12-15,14154.0,Umbrella Covers
420,2020-12-16,25993.0,Umbrella Covers
421,2020-12-17,25993.0,Umbrella Covers
422,2020-12-18,25993.0,Umbrella Covers
423,2020-12-19,25993.0,Umbrella Covers
424,2020-12-20,22327.0,Umbrella Covers
425,2020-12-21,22327.0,Umbrella Covers
426,2020-12-22,19992.0,Umbrella Covers
427,2020-12-23,35075.0,Umbrella Covers
428,2020-12-24,35075.0,Umbrella Covers
429,2020-12-25,20218.0,Umbrella Covers
430,2020-12-26,20218.0,Umbrella Covers
431,2020-12-27,20218.0,Umbrella Covers
432,2020-12-28,19699.0,Umbrella Covers
433,2020-12-29,19699.0,Umbrella Covers
434,2020-12-30,24447.0,Umbrella Covers
435,2020-12-31,24447.0,Umbrella Covers
436,2021-01-01,24447.0,Umbrella Covers
437,2021-01-02,24447.0,Umbrella Covers
438,2021-01-03,15847.0,Umbrella Covers
439,2021-01-04,15847.0,Umbrella Covers
440,2021-01-05,15847.0,Umbrella Covers
441,2021-01-06,15847.0,Umbrella Covers
442,2021-01-07,15623.0,Umbrella Covers
443,2021-01-08,15623.0,Umbrella Covers
444,2021-01-09,15623.0,Umbrella Covers
445,2021-01-10,24001.0,Umbrella Covers
446,2021-01-11,24001.0,Umbrella Covers
447,2021-01-12,24001.0,Umbrella Covers
448,2021-01-13,24001.0,Umbrella Covers
449,2021-01-14,24001.0,Umbrella Covers
450,2021-01-15,19168.0,Umbrella Covers
451,2021-01-16,19168.0,Umbrella Covers
452,2021-01-17,19168.0,Umbrella Covers
453,2021-01-18,31245.0,Umbrella Covers
454,2021-01-19,24358.0,Umbrella Covers
455,2021-01-20,27093.0,Umbrella Covers
456,2021-01-21,25440.0,Umbrella Covers
457,2021-01-22,42562.0,Umbrella Covers
458,2021-01-23,42562.0,Umbrella Covers
459,2021-01-24,42562.0,Umbrella Covers
460,2021-01-25,20062.0,Umbrella Covers
461,2021-01-26,20062.0,Umbrella Covers
462,2021-01-27,32935.0,Umbrella Covers
463,2021-01-28,32935.0,Umbrella Covers
464,2021-01-29,32935.0,Umbrella Covers
465,2021-01-30,32935.0,Umbrella Covers
466,2021-01-31,19802.0,Umbrella Covers
467,2021-02-01,19802.0,Umbrella Covers
468,2021-02-02,19802.0,Umbrella Covers
469,2021-02-03,19802.0,Umbrella Covers
470,2021-02-04,19802.0,Umbrella Covers
471,2021-02-05,24949.0,Umbrella Covers
472,2021-02-06,27952.0,Umbrella Covers
473,2021-02-07,26358.0,Umbrella Covers
474,2021-02-08,26358.0,Umbrella Covers
475,2021-02-09,26358.0,Umbrella Covers
476,2021-02-10,26203.0,Umbrella Covers
477,2021-02-11,42202.0,Umbrella Covers
478,2021-02-12,42202.0,Umbrella Covers
479,2021-02-13,38838.0,Umbrella Covers
480,2021-02-14,38838.0,Umbrella Covers
481,2021-02-15,38838.0,Umbrella Covers
482,2021-02-16,38838.0,Umbrella Covers
483,2021-02-17,33267.0,Umbrella Covers
484,2021-02-18,33267.0,Umbrella Covers
485,2021-02-19,45809.0,Umbrella Covers
486,2021-02-20,45809.0,Umbrella Covers
487,2021-02-21,50668.0,Umbrella Covers
488,2021-02-22,50668.0,Umbrella Covers
489,2021-02-23,50668.0,Umbrella Covers
490,2021-02-24,50668.0,Umbrella Covers
491,2021-02-25,46572.0,Umbrella Covers
492,2021-02-26,38060.0,Umbrella Covers
493,2021-02-27,38060.0,Umbrella Covers
494,2021-02-28,38060.0,Umbrella Covers
495,2021-03-01,39719.0,Umbrella Covers
496,2021-03-02,39719.0,Umbrella Covers
497,2021-03-03,24344.0,Umbrella Covers
498,2021-03-04,24344.0,Umbrella Covers
499,2021-03-05,24344.0,Umbrella Covers
500,2021-03-06,24344.0,Umbrella Covers
501,2021-03-07,24344.0,Umbrella Covers
502,2021-03-08,24344.0,Umbrella Covers
503,2021-03-09,28233.0,Umbrella Covers
504,2021-03-10,28233.0,Umbrella Covers
505,2021-03-11,28233.0,Umbrella Covers
506,2021-03-12,28233.0,Umbrella Covers
507,2021-03-13,25755.0,Umbrella Covers
508,2021-03-14,25755.0,Umbrella Covers
509,2021-03-15,25923.0,Umbrella Covers
510,2021-03-16,25923.0,Umbrella Covers
511,2021-03-17,25923.0,Umbrella Covers
512,2021-03-18,38759.0,Umbrella Covers
513,2021-03-19,53246.0,Umbrella Covers
514,2021-03-20,53246.0,Umbrella Covers
515,2021-03-21,53246.0,Umbrella Covers
516,2021-03-22,53246.0,Umbrella Covers
517,2021-03-23,21996.0,Umbrella Covers
518,2021-03-24,21996.0,Umbrella Covers
519,2021-03-25,21996.0,Umbrella Covers
520,2021-03-26,32276.0,Umbrella Covers
521,2021-03-27,32276.0,Umbrella Covers
522,2021-03-28,28672.0,Umbrella Covers
523,2021-03-29,43419.0,Umbrella Covers
524,2021-03-30,43419.0,Umbrella Covers
525,2021-03-31,32262.0,Umbrella Covers
526,2021-04-01,32262.0,Umbrella Covers
527,2021-04-02,38454.0,Umbrella Covers
528,2021-04-03,38454.0,Umbrella Covers
529,2021-04-04,38670.0,Umbrella Covers
530,2021-04-05,38670.0,Umbrella Covers
531,2021-04-06,34294.0,Umbrella Covers
532,2021-04-07,34294.0,Umbrella Covers
533,2021-04-08,32639.0,Umbrella Covers
534,2021-04-09,26855.0,Umbrella Covers
535,2021-04-10,26855.0,Umbrella Covers
536,2021-04-11,45660.0,Umbrella Covers
537,2021-04-12,45660.0,Umbrella Covers
538,2021-04-13,45660.0,Umbrella Covers
539,2021-04-14,42256.0,Umbrella Covers
540,2021-04-15,42256.0,Umbrella Covers
541,2021-04-16,46108.0,Umbrella Covers
542,2021-04-17,46108.0,Umbrella Covers
543,2021-04-18,33734.0,Umbrella Covers
544,2021-04-19,32765.0,Umbrella Covers
545,2021-04-20,32765.0,Umbrella Covers
546,2021-04-21,32765.0,Umbrella Covers
547,2021-04-22,36084.0,Umbrella Covers
548,2021-04-23,36084.0,Umbrella Covers
549,2021-04-24,40937.0,Umbrella Covers
550,2021-04-25,40937.0,Umbrella Covers
551,2021-04-26,40937.0,Umbrella Covers
552,2021-04-27,41227.0,Umbrella Covers
553,2021-04-28,41227.0,Umbrella Covers
554,2021-04-29,53133.0,Umbrella Covers
555,2021-04-30,54360.0,Umbrella Covers
556,2021-05-01,54360.0,Umbrella Covers
557,2021-05-02,54360.0,Umbrella Covers
558,2021-05-03,40848.0,Umbrella Covers
559,2021-05-04,60382.0,Umbrella Covers
560,2021-05-05,40823.0,Umbrella Covers
561,2021-05-06,65207.0,Umbrella Covers
562,2021-05-07,65207.0,Umbrella Covers
563,2021-05-08,65954.0,Umbrella Covers
564,2021-05-09,65954.0,Umbrella Covers
565,2021-05-10,39134.0,Umbrella Covers
566,2021-05-11,39134.0,Umbrella Covers
567,2021-05-12,39134.0,Umbrella Covers
568,2021-05-13,29275.0,Umbrella Covers
569,2021-05-14,29275.0,Umbrella Covers
570,2021-05-15,29275.0,Umbrella Covers
571,2021-05-16,29275.0,Umbrella Covers
572,2021-05-17,29275.0,Umbrella Covers
573,2021-05-18,29275.0,Umbrella Covers
574,2021-05-19,24387.0,Umbrella Covers
575,2021-05-20,23265.0,Umbrella Covers
576,2021-05-21,23265.0,Umbrella Covers
577,2021-05-22,23265.0,Umbrella Covers
578,2021-05-23,23265.0,Umbrella Covers
579,2021-05-24,13788.0,Umbrella Covers
580,2021-05-25,13788.0,Umbrella Covers
581,2021-05-26,18113.0,Umbrella Covers
582,2021-05-27,18113.0,Umbrella Covers
583,2021-05-28,38419.0,Umbrella Covers
584,2021-05-29,38419.0,Umbrella Covers
585,2021-05-30,38419.0,Umbrella Covers
586,2021-05-31,19324.0,Umbrella Covers
587,2021-06-01,19324.0,Umbrella Covers
588,2021-06-02,22437.0,Umbrella Covers
589,2021-06-03,28648.0,Umbrella Covers
590,2021-06-04,28648.0,Umbrella Covers
591,2021-06-05,28648.0,Umbrella Covers
592,2021-06-06,22486.0,Umbrella Covers
593,2021-06-07,22486.0,Umbrella Covers
594,2021-06-08,26678.0,Umbrella Covers
595,2021-06-09,26742.0,Umbrella Covers
596,2021-06-10,26742.0,Umbrella Covers
597,2021-06-11,37221.0,Umbrella Covers
598,2021-06-12,37221.0,Umbrella Covers
599,2021-06-13,37221.0,Umbrella Covers
600,2021-06-14,17934.0,Umbrella Covers
601,2021-06-15,17934.0,Umbrella Covers
602,2021-06-16,17934.0,Umbrella Covers
603,2021-06-17,21466.0,Umbrella Covers
604,2021-06-18,16867.0,Umbrella Covers
605,2021-06-19,16867.0,Umbrella Covers
606,2021-06-20,17578.0,Umbrella Covers
