,date,value,name_B0817GXXGW
102,2020-09-05,17025.0,Multivitamins
103,2020-09-06,17025.0,Multivitamins
104,2020-09-07,17025.0,Multivitamins
105,2020-09-08,17025.0,Multivitamins
106,2020-09-09,13733.0,Multivitamins
107,2020-09-10,13733.0,Multivitamins
108,2020-09-11,13733.0,Multivitamins
109,2020-09-12,13733.0,Multivitamins
110,2020-09-13,13733.0,Multivitamins
111,2020-09-14,19134.0,Multivitamins
112,2020-09-15,19134.0,Multivitamins
113,2020-09-16,19134.0,Multivitamins
114,2020-09-17,11834.0,Multivitamins
115,2020-09-18,11834.0,Multivitamins
116,2020-09-19,11834.0,Multivitamins
117,2020-09-20,15781.0,Multivitamins
118,2020-09-21,15781.0,Multivitamins
119,2020-09-22,15781.0,Multivitamins
120,2020-09-23,14917.0,Multivitamins
121,2020-09-24,14917.0,Multivitamins
122,2020-09-25,14917.0,Multivitamins
123,2020-09-26,14917.0,Multivitamins
124,2020-09-27,14917.0,Multivitamins
125,2020-09-28,19937.0,Multivitamins
126,2020-09-29,25979.0,Multivitamins
127,2020-09-30,25979.0,Multivitamins
128,2020-10-01,22215.0,Multivitamins
129,2020-10-02,22215.0,Multivitamins
130,2020-10-03,22215.0,Multivitamins
131,2020-10-04,20202.0,Multivitamins
132,2020-10-05,20202.0,Multivitamins
133,2020-10-06,16907.0,Multivitamins
134,2020-10-07,16907.0,Multivitamins
135,2020-10-08,16907.0,Multivitamins
136,2020-10-09,22496.0,Multivitamins
137,2020-10-10,22496.0,Multivitamins
138,2020-10-11,22496.0,Multivitamins
139,2020-10-12,22496.0,Multivitamins
140,2020-10-13,29666.0,Multivitamins
141,2020-10-14,26191.0,Multivitamins
142,2020-10-15,26191.0,Multivitamins
143,2020-10-16,26191.0,Multivitamins
144,2020-10-17,26191.0,Multivitamins
145,2020-10-18,26191.0,Multivitamins
146,2020-10-19,21654.0,Multivitamins
147,2020-10-20,21654.0,Multivitamins
148,2020-10-21,21654.0,Multivitamins
149,2020-10-22,20352.0,Multivitamins
150,2020-10-23,20352.0,Multivitamins
151,2020-10-24,20352.0,Multivitamins
152,2020-10-25,28904.0,Multivitamins
153,2020-10-26,18900.0,Multivitamins
154,2020-10-27,23351.0,Multivitamins
155,2020-10-28,23351.0,Multivitamins
156,2020-10-29,19385.0,Multivitamins
157,2020-10-30,19385.0,Multivitamins
158,2020-10-31,16305.0,Multivitamins
159,2020-11-01,16305.0,Multivitamins
160,2020-11-02,16305.0,Multivitamins
161,2020-11-03,14401.0,Multivitamins
162,2020-11-04,14401.0,Multivitamins
163,2020-11-05,14401.0,Multivitamins
164,2020-11-06,18063.0,Multivitamins
165,2020-11-07,16312.0,Multivitamins
166,2020-11-08,16312.0,Multivitamins
167,2020-11-09,16312.0,Multivitamins
168,2020-11-10,24269.0,Multivitamins
169,2020-11-11,24269.0,Multivitamins
170,2020-11-12,14566.0,Multivitamins
171,2020-11-13,11826.0,Multivitamins
172,2020-11-14,11826.0,Multivitamins
173,2020-11-15,11826.0,Multivitamins
174,2020-11-16,13408.0,Multivitamins
175,2020-11-17,13408.0,Multivitamins
176,2020-11-18,13626.0,Multivitamins
177,2020-11-19,14152.0,Multivitamins
178,2020-11-20,14152.0,Multivitamins
179,2020-11-21,14152.0,Multivitamins
180,2020-11-22,14152.0,Multivitamins
181,2020-11-23,14152.0,Multivitamins
182,2020-11-24,14152.0,Multivitamins
183,2020-11-25,14152.0,Multivitamins
184,2020-11-26,15081.0,Multivitamins
185,2020-11-27,15081.0,Multivitamins
186,2020-11-28,14929.0,Multivitamins
187,2020-11-29,14929.0,Multivitamins
188,2020-11-30,14929.0,Multivitamins
189,2020-12-01,15379.0,Multivitamins
190,2020-12-02,15379.0,Multivitamins
191,2020-12-03,13898.0,Multivitamins
192,2020-12-04,13898.0,Multivitamins
193,2020-12-05,13898.0,Multivitamins
194,2020-12-06,16851.0,Multivitamins
195,2020-12-07,16851.0,Multivitamins
196,2020-12-08,16851.0,Multivitamins
197,2020-12-09,12416.0,Multivitamins
198,2020-12-10,12161.0,Multivitamins
199,2020-12-11,12161.0,Multivitamins
200,2020-12-12,12161.0,Multivitamins
201,2020-12-13,12161.0,Multivitamins
202,2020-12-14,12998.0,Multivitamins
203,2020-12-15,12998.0,Multivitamins
204,2020-12-16,12998.0,Multivitamins
205,2020-12-17,16597.0,Multivitamins
206,2020-12-18,20208.0,Multivitamins
207,2020-12-19,10733.0,Multivitamins
208,2020-12-20,10733.0,Multivitamins
209,2020-12-21,16469.0,Multivitamins
210,2020-12-22,16469.0,Multivitamins
211,2020-12-23,16469.0,Multivitamins
212,2020-12-24,11998.0,Multivitamins
213,2020-12-25,11998.0,Multivitamins
214,2020-12-26,12314.0,Multivitamins
215,2020-12-27,12314.0,Multivitamins
216,2020-12-28,12314.0,Multivitamins
217,2020-12-29,11672.0,Multivitamins
218,2020-12-30,11672.0,Multivitamins
219,2020-12-31,11672.0,Multivitamins
220,2021-01-01,9466.0,Multivitamins
221,2021-01-02,13335.0,Multivitamins
222,2021-01-03,13335.0,Multivitamins
223,2021-01-04,13335.0,Multivitamins
224,2021-01-05,13418.0,Multivitamins
225,2021-01-06,13418.0,Multivitamins
226,2021-01-07,13418.0,Multivitamins
227,2021-01-08,11313.0,Multivitamins
228,2021-01-09,11313.0,Multivitamins
229,2021-01-10,15668.0,Multivitamins
230,2021-01-11,11395.0,Multivitamins
231,2021-01-12,11395.0,Multivitamins
232,2021-01-13,15301.0,Multivitamins
233,2021-01-14,15301.0,Multivitamins
234,2021-01-15,15301.0,Multivitamins
235,2021-01-16,14677.0,Multivitamins
236,2021-01-17,14677.0,Multivitamins
237,2021-01-18,14677.0,Multivitamins
238,2021-01-19,10095.0,Multivitamins
239,2021-01-20,13420.0,Multivitamins
240,2021-01-21,13420.0,Multivitamins
241,2021-01-22,11916.0,Multivitamins
242,2021-01-23,11916.0,Multivitamins
243,2021-01-24,11916.0,Multivitamins
244,2021-01-25,15584.0,Multivitamins
245,2021-01-26,15220.0,Multivitamins
246,2021-01-27,15220.0,Multivitamins
247,2021-01-28,11223.0,Multivitamins
248,2021-01-29,9821.0,Multivitamins
249,2021-01-30,9821.0,Multivitamins
250,2021-01-31,11726.0,Multivitamins
251,2021-02-01,12429.0,Multivitamins
252,2021-02-02,11140.0,Multivitamins
253,2021-02-03,11140.0,Multivitamins
254,2021-02-04,10290.0,Multivitamins
255,2021-02-05,9281.0,Multivitamins
256,2021-02-06,9281.0,Multivitamins
257,2021-02-07,9281.0,Multivitamins
258,2021-02-08,9225.0,Multivitamins
259,2021-02-09,9225.0,Multivitamins
260,2021-02-10,11670.0,Multivitamins
261,2021-02-11,11670.0,Multivitamins
262,2021-02-12,9475.0,Multivitamins
263,2021-02-13,9475.0,Multivitamins
264,2021-02-14,9475.0,Multivitamins
265,2021-02-15,10359.0,Multivitamins
266,2021-02-16,10359.0,Multivitamins
267,2021-02-17,10359.0,Multivitamins
268,2021-02-18,10468.0,Multivitamins
269,2021-02-19,10468.0,Multivitamins
270,2021-02-20,10468.0,Multivitamins
271,2021-02-21,11834.0,Multivitamins
272,2021-02-22,11834.0,Multivitamins
273,2021-02-23,9140.0,Multivitamins
274,2021-02-24,9140.0,Multivitamins
275,2021-02-25,8870.0,Multivitamins
276,2021-02-26,8870.0,Multivitamins
277,2021-02-27,8403.0,Multivitamins
278,2021-02-28,8403.0,Multivitamins
279,2021-03-01,8403.0,Multivitamins
280,2021-03-02,9920.0,Multivitamins
281,2021-03-03,9920.0,Multivitamins
282,2021-03-04,8646.0,Multivitamins
283,2021-03-05,10726.0,Multivitamins
284,2021-03-06,10726.0,Multivitamins
285,2021-03-07,10149.0,Multivitamins
286,2021-03-08,10149.0,Multivitamins
287,2021-03-09,11102.0,Multivitamins
288,2021-03-10,11102.0,Multivitamins
289,2021-03-11,8895.0,Multivitamins
290,2021-03-12,8895.0,Multivitamins
291,2021-03-13,9427.0,Multivitamins
292,2021-03-14,11167.0,Multivitamins
293,2021-03-15,11167.0,Multivitamins
294,2021-03-16,11167.0,Multivitamins
295,2021-03-17,9526.0,Multivitamins
296,2021-03-18,9526.0,Multivitamins
297,2021-03-19,9526.0,Multivitamins
298,2021-03-20,12649.0,Multivitamins
299,2021-03-21,12649.0,Multivitamins
300,2021-03-22,12649.0,Multivitamins
301,2021-03-23,8709.0,Multivitamins
302,2021-03-24,8709.0,Multivitamins
303,2021-03-25,8195.0,Multivitamins
304,2021-03-26,8195.0,Multivitamins
305,2021-03-27,7295.0,Multivitamins
306,2021-03-28,7295.0,Multivitamins
307,2021-03-29,7047.0,Multivitamins
308,2021-03-30,8126.0,Multivitamins
309,2021-03-31,8126.0,Multivitamins
310,2021-04-01,8126.0,Multivitamins
311,2021-04-02,7108.0,Multivitamins
312,2021-04-03,7108.0,Multivitamins
313,2021-04-04,7108.0,Multivitamins
314,2021-04-05,9236.0,Multivitamins
315,2021-04-06,9236.0,Multivitamins
316,2021-04-07,8457.0,Multivitamins
317,2021-04-08,8457.0,Multivitamins
318,2021-04-09,9057.0,Multivitamins
319,2021-04-10,8198.0,Multivitamins
320,2021-04-11,7545.0,Multivitamins
321,2021-04-12,7545.0,Multivitamins
322,2021-04-13,8429.0,Multivitamins
323,2021-04-14,8429.0,Multivitamins
324,2021-04-15,10862.0,Multivitamins
325,2021-04-16,10862.0,Multivitamins
326,2021-04-17,10862.0,Multivitamins
327,2021-04-18,9146.0,Multivitamins
328,2021-04-19,9146.0,Multivitamins
329,2021-04-20,10694.0,Multivitamins
330,2021-04-21,10837.0,Multivitamins
331,2021-04-22,8465.0,Multivitamins
332,2021-04-23,8465.0,Multivitamins
333,2021-04-24,8211.0,Multivitamins
334,2021-04-25,9509.0,Multivitamins
335,2021-04-26,9509.0,Multivitamins
336,2021-04-27,8103.0,Multivitamins
337,2021-04-28,7526.0,Multivitamins
338,2021-04-29,10155.0,Multivitamins
339,2021-04-30,10155.0,Multivitamins
340,2021-05-01,11830.0,Multivitamins
341,2021-05-02,11830.0,Multivitamins
342,2021-05-03,11830.0,Multivitamins
343,2021-05-04,10130.0,Multivitamins
344,2021-05-05,10130.0,Multivitamins
345,2021-05-06,7618.0,Multivitamins
346,2021-05-07,7942.0,Multivitamins
347,2021-05-08,7942.0,Multivitamins
348,2021-05-09,8541.0,Multivitamins
349,2021-05-10,8541.0,Multivitamins
350,2021-05-11,7567.0,Multivitamins
351,2021-05-12,7567.0,Multivitamins
352,2021-05-13,8289.0,Multivitamins
353,2021-05-14,8785.0,Multivitamins
354,2021-05-15,8785.0,Multivitamins
355,2021-05-16,8785.0,Multivitamins
356,2021-05-17,8308.0,Multivitamins
357,2021-05-18,8107.0,Multivitamins
358,2021-05-19,8334.0,Multivitamins
359,2021-05-20,9933.0,Multivitamins
360,2021-05-21,9933.0,Multivitamins
361,2021-05-22,9352.0,Multivitamins
362,2021-05-23,9352.0,Multivitamins
363,2021-05-24,7846.0,Multivitamins
364,2021-05-25,7846.0,Multivitamins
365,2021-05-26,9757.0,Multivitamins
366,2021-05-27,7121.0,Multivitamins
367,2021-05-28,7121.0,Multivitamins
368,2021-05-29,7121.0,Multivitamins
369,2021-05-30,7463.0,Multivitamins
370,2021-05-31,7463.0,Multivitamins
371,2021-06-01,7748.0,Multivitamins
372,2021-06-02,7460.0,Multivitamins
373,2021-06-03,9338.0,Multivitamins
374,2021-06-04,9338.0,Multivitamins
375,2021-06-05,9338.0,Multivitamins
376,2021-06-06,9338.0,Multivitamins
377,2021-06-07,9759.0,Multivitamins
378,2021-06-08,8128.0,Multivitamins
379,2021-06-09,7365.0,Multivitamins
380,2021-06-10,8902.0,Multivitamins
381,2021-06-11,8902.0,Multivitamins
382,2021-06-12,8340.0,Multivitamins
383,2021-06-13,8340.0,Multivitamins
384,2021-06-14,7292.0,Multivitamins
385,2021-06-15,7292.0,Multivitamins
386,2021-06-16,6878.0,Multivitamins
387,2021-06-17,6610.0,Multivitamins
388,2021-06-18,6610.0,Multivitamins
389,2021-06-19,7908.0,Multivitamins
390,2021-06-20,6633.0,Multivitamins
391,2021-06-21,6633.0,Multivitamins
392,2021-06-22,8253.0,Multivitamins
393,2021-06-23,8253.0,Multivitamins
394,2021-06-24,8486.0,Multivitamins
395,2021-06-25,6033.0,Multivitamins
396,2021-06-26,6033.0,Multivitamins
397,2021-06-27,4762.0,Multivitamins
398,2021-06-28,4762.0,Multivitamins
399,2021-06-29,3358.0,Multivitamins
400,2021-06-30,4544.0,Multivitamins
401,2021-07-01,5263.0,Multivitamins
402,2021-07-02,4086.0,Multivitamins
403,2021-07-03,4086.0,Multivitamins
404,2021-07-04,4086.0,Multivitamins
405,2021-07-05,5054.0,Multivitamins
406,2021-07-06,5054.0,Multivitamins
407,2021-07-07,4877.0,Multivitamins
408,2021-07-08,4877.0,Multivitamins
409,2021-07-09,6472.0,Multivitamins
410,2021-07-10,6472.0,Multivitamins
411,2021-07-11,5968.0,Multivitamins
