,date,value,name_B07QXN7TMP
775,2021-06-09,5059.0,Paints
776,2021-06-10,5059.0,Paints
777,2021-06-11,4959.0,Paints
778,2021-06-12,4959.0,Paints
779,2021-06-13,4702.0,Paints
780,2021-06-14,4702.0,Paints
781,2021-06-15,4702.0,Paints
782,2021-06-16,7746.0,Paints
783,2021-06-17,7746.0,Paints
784,2021-06-18,7746.0,Paints
785,2021-06-19,4846.0,Paints
786,2021-06-20,4846.0,Paints
787,2021-06-21,4846.0,Paints
788,2021-06-22,3611.0,Paints
789,2021-06-23,3933.0,Paints
790,2021-06-24,3933.0,Paints
791,2021-06-25,4616.0,Paints
792,2021-06-26,4616.0,Paints
793,2021-06-27,4616.0,Paints
794,2021-06-28,4616.0,Paints
795,2021-06-29,5339.0,Paints
796,2021-06-30,5339.0,Paints
797,2021-07-01,5339.0,Paints
798,2021-07-02,4844.0,Paints
799,2021-07-03,4844.0,Paints
800,2021-07-04,7039.0,Paints
801,2021-07-05,6137.0,Paints
802,2021-07-06,6137.0,Paints
803,2021-07-07,4979.0,Paints
804,2021-07-08,3357.0,Paints
805,2021-07-09,5237.0,Paints
