,date,value,name_B07KPNXZ52
205,2020-12-19,4060.0,Ibuprofen
206,2020-12-20,4208.0,Ibuprofen
207,2020-12-21,4208.0,Ibuprofen
208,2020-12-22,4299.0,Ibuprofen
209,2020-12-23,4299.0,Ibuprofen
210,2020-12-24,3808.0,Ibuprofen
211,2020-12-25,3830.0,Ibuprofen
212,2020-12-26,3480.0,Ibuprofen
213,2020-12-27,4034.0,Ibuprofen
214,2020-12-28,4034.0,Ibuprofen
215,2020-12-29,3779.0,Ibuprofen
216,2020-12-30,3039.0,Ibuprofen
217,2020-12-31,3039.0,Ibuprofen
218,2021-01-01,2629.0,Ibuprofen
219,2021-01-02,2629.0,Ibuprofen
220,2021-01-03,2629.0,Ibuprofen
221,2021-01-04,4934.0,Ibuprofen
222,2021-01-05,3887.0,Ibuprofen
223,2021-01-06,3887.0,Ibuprofen
224,2021-01-07,3841.0,Ibuprofen
225,2021-01-08,3457.0,Ibuprofen
226,2021-01-09,4549.0,Ibuprofen
227,2021-01-10,4315.0,Ibuprofen
228,2021-01-11,4315.0,Ibuprofen
229,2021-01-12,3835.0,Ibuprofen
230,2021-01-13,3963.0,Ibuprofen
231,2021-01-14,3963.0,Ibuprofen
232,2021-01-15,4025.0,Ibuprofen
233,2021-01-16,4025.0,Ibuprofen
234,2021-01-17,3150.0,Ibuprofen
235,2021-01-18,3861.0,Ibuprofen
236,2021-01-19,3773.0,Ibuprofen
237,2021-01-20,3610.0,Ibuprofen
238,2021-01-21,3610.0,Ibuprofen
239,2021-01-22,4025.0,Ibuprofen
240,2021-01-23,4025.0,Ibuprofen
241,2021-01-24,4025.0,Ibuprofen
242,2021-01-25,4082.0,Ibuprofen
243,2021-01-26,3784.0,Ibuprofen
244,2021-01-27,3784.0,Ibuprofen
245,2021-01-28,3860.0,Ibuprofen
246,2021-01-29,3386.0,Ibuprofen
247,2021-01-30,2877.0,Ibuprofen
248,2021-01-31,3004.0,Ibuprofen
249,2021-02-01,2883.0,Ibuprofen
250,2021-02-02,2657.0,Ibuprofen
251,2021-02-03,2583.0,Ibuprofen
252,2021-02-04,2726.0,Ibuprofen
253,2021-02-05,2830.0,Ibuprofen
254,2021-02-06,2830.0,Ibuprofen
255,2021-02-07,2496.0,Ibuprofen
256,2021-02-08,2496.0,Ibuprofen
257,2021-02-09,2496.0,Ibuprofen
258,2021-02-10,2470.0,Ibuprofen
259,2021-02-11,2317.0,Ibuprofen
260,2021-02-12,2509.0,Ibuprofen
261,2021-02-13,2262.0,Ibuprofen
262,2021-02-14,2247.0,Ibuprofen
263,2021-02-15,2507.0,Ibuprofen
264,2021-02-16,2874.0,Ibuprofen
265,2021-02-17,2633.0,Ibuprofen
266,2021-02-18,2633.0,Ibuprofen
267,2021-02-19,3335.0,Ibuprofen
268,2021-02-20,3153.0,Ibuprofen
269,2021-02-21,2818.0,Ibuprofen
270,2021-02-22,2818.0,Ibuprofen
271,2021-02-23,3154.0,Ibuprofen
272,2021-02-24,2937.0,Ibuprofen
273,2021-02-25,3204.0,Ibuprofen
274,2021-02-26,2687.0,Ibuprofen
275,2021-02-27,2687.0,Ibuprofen
276,2021-02-28,2753.0,Ibuprofen
277,2021-03-01,2753.0,Ibuprofen
278,2021-03-02,2753.0,Ibuprofen
279,2021-03-03,2872.0,Ibuprofen
280,2021-03-04,2897.0,Ibuprofen
281,2021-03-05,3272.0,Ibuprofen
282,2021-03-06,3272.0,Ibuprofen
283,2021-03-07,2940.0,Ibuprofen
284,2021-03-08,3347.0,Ibuprofen
285,2021-03-09,3347.0,Ibuprofen
286,2021-03-10,2743.0,Ibuprofen
287,2021-03-11,3036.0,Ibuprofen
288,2021-03-12,3505.0,Ibuprofen
289,2021-03-13,3505.0,Ibuprofen
290,2021-03-14,3505.0,Ibuprofen
291,2021-03-15,3694.0,Ibuprofen
292,2021-03-16,3798.0,Ibuprofen
293,2021-03-17,3808.0,Ibuprofen
294,2021-03-18,3808.0,Ibuprofen
295,2021-03-19,3756.0,Ibuprofen
296,2021-03-20,4214.0,Ibuprofen
297,2021-03-21,4716.0,Ibuprofen
298,2021-03-22,4001.0,Ibuprofen
299,2021-03-23,4001.0,Ibuprofen
300,2021-03-24,3609.0,Ibuprofen
301,2021-03-25,4023.0,Ibuprofen
302,2021-03-26,4203.0,Ibuprofen
303,2021-03-27,4230.0,Ibuprofen
304,2021-03-28,4230.0,Ibuprofen
305,2021-03-29,3955.0,Ibuprofen
306,2021-03-30,3955.0,Ibuprofen
307,2021-03-31,4487.0,Ibuprofen
308,2021-04-01,4417.0,Ibuprofen
309,2021-04-02,4417.0,Ibuprofen
310,2021-04-03,4844.0,Ibuprofen
311,2021-04-04,4844.0,Ibuprofen
312,2021-04-05,3573.0,Ibuprofen
313,2021-04-06,4400.0,Ibuprofen
314,2021-04-07,3867.0,Ibuprofen
315,2021-04-08,3867.0,Ibuprofen
316,2021-04-09,4169.0,Ibuprofen
317,2021-04-10,4044.0,Ibuprofen
318,2021-04-11,4044.0,Ibuprofen
319,2021-04-12,4257.0,Ibuprofen
320,2021-04-13,4873.0,Ibuprofen
321,2021-04-14,4873.0,Ibuprofen
322,2021-04-15,4330.0,Ibuprofen
323,2021-04-16,4418.0,Ibuprofen
324,2021-04-17,4418.0,Ibuprofen
325,2021-04-18,4440.0,Ibuprofen
326,2021-04-19,4455.0,Ibuprofen
327,2021-04-20,4369.0,Ibuprofen
328,2021-04-21,4369.0,Ibuprofen
329,2021-04-22,4542.0,Ibuprofen
330,2021-04-23,4327.0,Ibuprofen
331,2021-04-24,4327.0,Ibuprofen
332,2021-04-25,4585.0,Ibuprofen
333,2021-04-26,4387.0,Ibuprofen
334,2021-04-27,4387.0,Ibuprofen
335,2021-04-28,3985.0,Ibuprofen
336,2021-04-29,3985.0,Ibuprofen
337,2021-04-30,4112.0,Ibuprofen
338,2021-05-01,3795.0,Ibuprofen
339,2021-05-02,3795.0,Ibuprofen
340,2021-05-03,3417.0,Ibuprofen
341,2021-05-04,3569.0,Ibuprofen
342,2021-05-05,3569.0,Ibuprofen
343,2021-05-06,3602.0,Ibuprofen
344,2021-05-07,4180.0,Ibuprofen
345,2021-05-08,4180.0,Ibuprofen
346,2021-05-09,4180.0,Ibuprofen
347,2021-05-10,4180.0,Ibuprofen
348,2021-05-11,4180.0,Ibuprofen
349,2021-05-12,3527.0,Ibuprofen
350,2021-05-13,3510.0,Ibuprofen
351,2021-05-14,3510.0,Ibuprofen
352,2021-05-15,3757.0,Ibuprofen
353,2021-05-16,3757.0,Ibuprofen
354,2021-05-17,3785.0,Ibuprofen
355,2021-05-18,3776.0,Ibuprofen
356,2021-05-19,4689.0,Ibuprofen
357,2021-05-20,4541.0,Ibuprofen
358,2021-05-21,4541.0,Ibuprofen
359,2021-05-22,4541.0,Ibuprofen
360,2021-05-23,4541.0,Ibuprofen
361,2021-05-24,4541.0,Ibuprofen
362,2021-05-25,4541.0,Ibuprofen
363,2021-05-26,4541.0,Ibuprofen
364,2021-05-27,4541.0,Ibuprofen
365,2021-05-28,4541.0,Ibuprofen
366,2021-05-29,4541.0,Ibuprofen
367,2021-05-30,4541.0,Ibuprofen
368,2021-05-31,4541.0,Ibuprofen
369,2021-06-01,4541.0,Ibuprofen
370,2021-06-02,4541.0,Ibuprofen
371,2021-06-03,4541.0,Ibuprofen
372,2021-06-04,4541.0,Ibuprofen
373,2021-06-05,4541.0,Ibuprofen
374,2021-06-06,4541.0,Ibuprofen
375,2021-06-07,4541.0,Ibuprofen
376,2021-06-08,4352.0,Ibuprofen
377,2021-06-09,4352.0,Ibuprofen
378,2021-06-10,4581.0,Ibuprofen
379,2021-06-11,4486.0,Ibuprofen
380,2021-06-12,4486.0,Ibuprofen
381,2021-06-13,4565.0,Ibuprofen
382,2021-06-14,4929.0,Ibuprofen
383,2021-06-15,4929.0,Ibuprofen
384,2021-06-16,4476.0,Ibuprofen
385,2021-06-17,5062.0,Ibuprofen
386,2021-06-18,5618.0,Ibuprofen
387,2021-06-19,5618.0,Ibuprofen
388,2021-06-20,5325.0,Ibuprofen
389,2021-06-21,6868.0,Ibuprofen
390,2021-06-22,7464.0,Ibuprofen
391,2021-06-23,7209.0,Ibuprofen
392,2021-06-24,6991.0,Ibuprofen
393,2021-06-25,6991.0,Ibuprofen
394,2021-06-26,6037.0,Ibuprofen
395,2021-06-27,5882.0,Ibuprofen
396,2021-06-28,4709.0,Ibuprofen
397,2021-06-29,5231.0,Ibuprofen
398,2021-06-30,5231.0,Ibuprofen
399,2021-07-01,4567.0,Ibuprofen
400,2021-07-02,4567.0,Ibuprofen
401,2021-07-03,6411.0,Ibuprofen
402,2021-07-04,6411.0,Ibuprofen
403,2021-07-05,6411.0,Ibuprofen
404,2021-07-06,6411.0,Ibuprofen
405,2021-07-07,5024.0,Ibuprofen
406,2021-07-08,5024.0,Ibuprofen
407,2021-07-09,5435.0,Ibuprofen
408,2021-07-10,5435.0,Ibuprofen
409,2021-07-11,5094.0,Ibuprofen
