,date,value,name_B07C3857CG
78,2018-09-27,66446.0,Test Strips
79,2018-09-28,66446.0,Test Strips
80,2018-09-29,58609.0,Test Strips
81,2018-09-30,58609.0,Test Strips
82,2018-10-01,74953.0,Test Strips
83,2018-10-02,60260.0,Test Strips
84,2018-10-03,74163.0,Test Strips
85,2018-10-04,74163.0,Test Strips
86,2018-10-05,68277.0,Test Strips
87,2018-10-06,24056.0,Test Strips
88,2018-10-07,24056.0,Test Strips
89,2018-10-08,24056.0,Test Strips
90,2018-10-09,24560.0,Test Strips
91,2018-10-10,61106.0,Test Strips
92,2018-10-11,61106.0,Test Strips
93,2018-10-12,45750.0,Test Strips
94,2018-10-13,51379.0,Test Strips
95,2018-10-14,68172.0,Test Strips
96,2018-10-15,68172.0,Test Strips
97,2018-10-16,74899.0,Test Strips
98,2018-10-17,76771.0,Test Strips
99,2018-10-18,85920.0,Test Strips
100,2018-10-19,85920.0,Test Strips
101,2018-10-20,85920.0,Test Strips
102,2018-10-21,83684.0,Test Strips
103,2018-10-22,83684.0,Test Strips
104,2018-10-23,97641.0,Test Strips
105,2018-10-24,97641.0,Test Strips
106,2018-10-25,40337.0,Test Strips
107,2018-10-26,40337.0,Test Strips
108,2018-10-27,40399.0,Test Strips
109,2018-10-28,40399.0,Test Strips
110,2018-10-29,44169.0,Test Strips
111,2018-10-30,67558.0,Test Strips
112,2018-10-31,81631.0,Test Strips
113,2018-11-01,83320.0,Test Strips
114,2018-11-02,87960.0,Test Strips
115,2018-11-03,96805.0,Test Strips
116,2018-11-04,97117.0,Test Strips
117,2018-11-05,97117.0,Test Strips
118,2018-11-06,60662.0,Test Strips
119,2018-11-07,60662.0,Test Strips
120,2018-11-08,60662.0,Test Strips
121,2018-11-09,60662.0,Test Strips
122,2018-11-10,60662.0,Test Strips
123,2018-11-11,60662.0,Test Strips
124,2018-11-12,60662.0,Test Strips
125,2018-11-13,45228.0,Test Strips
126,2018-11-14,66669.0,Test Strips
127,2018-11-15,66669.0,Test Strips
128,2018-11-16,66669.0,Test Strips
129,2018-11-17,41650.0,Test Strips
130,2018-11-18,72108.0,Test Strips
131,2018-11-19,72108.0,Test Strips
132,2018-11-20,42013.0,Test Strips
133,2018-11-21,65884.0,Test Strips
134,2018-11-22,65884.0,Test Strips
135,2018-11-23,51218.0,Test Strips
136,2018-11-24,51837.0,Test Strips
137,2018-11-25,51837.0,Test Strips
138,2018-11-26,65872.0,Test Strips
139,2018-11-27,89256.0,Test Strips
140,2018-11-28,89256.0,Test Strips
141,2018-11-29,62013.0,Test Strips
142,2018-11-30,78866.0,Test Strips
143,2018-12-01,90160.0,Test Strips
144,2018-12-02,90160.0,Test Strips
145,2018-12-03,90160.0,Test Strips
146,2018-12-04,35059.0,Test Strips
147,2018-12-05,35059.0,Test Strips
148,2018-12-06,24979.0,Test Strips
149,2018-12-07,24979.0,Test Strips
150,2018-12-08,24979.0,Test Strips
151,2018-12-09,31222.0,Test Strips
152,2018-12-10,27750.0,Test Strips
153,2018-12-11,27750.0,Test Strips
154,2018-12-12,27750.0,Test Strips
155,2018-12-13,27750.0,Test Strips
156,2018-12-14,27750.0,Test Strips
157,2018-12-15,27750.0,Test Strips
158,2018-12-16,45562.0,Test Strips
159,2018-12-17,45562.0,Test Strips
160,2018-12-18,45562.0,Test Strips
161,2018-12-19,45562.0,Test Strips
162,2018-12-20,32578.0,Test Strips
163,2018-12-21,32578.0,Test Strips
164,2018-12-22,45144.0,Test Strips
165,2018-12-23,59096.0,Test Strips
166,2018-12-24,59096.0,Test Strips
167,2018-12-25,59096.0,Test Strips
168,2018-12-26,59096.0,Test Strips
169,2018-12-27,59096.0,Test Strips
170,2018-12-28,59096.0,Test Strips
171,2018-12-29,59096.0,Test Strips
172,2018-12-30,59096.0,Test Strips
173,2018-12-31,59096.0,Test Strips
174,2019-01-01,59096.0,Test Strips
175,2019-01-02,59096.0,Test Strips
176,2019-01-03,42086.0,Test Strips
177,2019-01-04,42086.0,Test Strips
178,2019-01-05,42086.0,Test Strips
179,2019-01-06,42086.0,Test Strips
180,2019-01-07,42086.0,Test Strips
181,2019-01-08,28957.0,Test Strips
182,2019-01-09,59505.0,Test Strips
183,2019-01-10,59505.0,Test Strips
184,2019-01-11,59505.0,Test Strips
185,2019-01-12,59505.0,Test Strips
186,2019-01-13,59505.0,Test Strips
187,2019-01-14,59505.0,Test Strips
188,2019-01-15,59505.0,Test Strips
189,2019-01-16,70763.0,Test Strips
190,2019-01-17,70763.0,Test Strips
191,2019-01-18,70763.0,Test Strips
192,2019-01-19,70763.0,Test Strips
193,2019-01-20,70763.0,Test Strips
194,2019-01-21,70763.0,Test Strips
195,2019-01-22,24744.0,Test Strips
196,2019-01-23,24744.0,Test Strips
197,2019-01-24,24744.0,Test Strips
198,2019-01-25,24744.0,Test Strips
199,2019-01-26,75746.0,Test Strips
200,2019-01-27,75746.0,Test Strips
201,2019-01-28,75746.0,Test Strips
202,2019-01-29,75746.0,Test Strips
203,2019-01-30,75746.0,Test Strips
204,2019-01-31,75746.0,Test Strips
205,2019-02-01,75746.0,Test Strips
206,2019-02-02,71501.0,Test Strips
207,2019-02-03,71501.0,Test Strips
208,2019-02-04,71501.0,Test Strips
209,2019-02-05,24904.0,Test Strips
210,2019-02-06,24904.0,Test Strips
211,2019-02-07,75319.0,Test Strips
212,2019-02-08,75319.0,Test Strips
213,2019-02-09,75319.0,Test Strips
214,2019-02-10,36147.0,Test Strips
215,2019-02-11,36147.0,Test Strips
216,2019-02-12,36147.0,Test Strips
217,2019-02-13,64057.0,Test Strips
218,2019-02-14,30087.0,Test Strips
219,2019-02-15,30087.0,Test Strips
220,2019-02-16,14130.0,Test Strips
221,2019-02-17,14130.0,Test Strips
222,2019-02-18,14130.0,Test Strips
223,2019-02-19,14130.0,Test Strips
224,2019-02-20,14130.0,Test Strips
225,2019-02-21,20891.0,Test Strips
226,2019-02-22,20891.0,Test Strips
227,2019-02-23,25610.0,Test Strips
228,2019-02-24,25610.0,Test Strips
229,2019-02-25,25610.0,Test Strips
230,2019-02-26,81135.0,Test Strips
231,2019-02-27,81135.0,Test Strips
232,2019-02-28,81135.0,Test Strips
233,2019-03-01,81135.0,Test Strips
234,2019-03-02,95906.0,Test Strips
235,2019-03-03,95906.0,Test Strips
236,2019-03-04,105858.0,Test Strips
237,2019-03-05,110937.0,Test Strips
238,2019-03-06,107830.0,Test Strips
239,2019-03-07,108960.0,Test Strips
240,2019-03-08,108960.0,Test Strips
241,2019-03-09,108960.0,Test Strips
242,2019-03-10,16937.0,Test Strips
243,2019-03-11,18473.0,Test Strips
244,2019-03-12,19165.0,Test Strips
245,2019-03-13,18726.0,Test Strips
246,2019-03-14,18726.0,Test Strips
247,2019-03-15,18726.0,Test Strips
248,2019-03-16,58435.0,Test Strips
249,2019-03-17,58435.0,Test Strips
250,2019-03-18,66457.0,Test Strips
251,2019-03-19,66457.0,Test Strips
252,2019-03-20,37374.0,Test Strips
253,2019-03-21,37374.0,Test Strips
254,2019-03-22,28194.0,Test Strips
255,2019-03-23,46980.0,Test Strips
256,2019-03-24,64687.0,Test Strips
257,2019-03-25,64687.0,Test Strips
258,2019-03-26,56341.0,Test Strips
259,2019-03-27,31679.0,Test Strips
260,2019-03-28,69993.0,Test Strips
261,2019-03-29,86432.0,Test Strips
262,2019-03-30,86432.0,Test Strips
263,2019-03-31,86432.0,Test Strips
264,2019-04-01,86432.0,Test Strips
265,2019-04-02,86432.0,Test Strips
266,2019-04-03,86432.0,Test Strips
267,2019-04-04,30216.0,Test Strips
268,2019-04-05,37541.0,Test Strips
269,2019-04-06,37541.0,Test Strips
270,2019-04-07,37541.0,Test Strips
271,2019-04-08,85485.0,Test Strips
272,2019-04-09,85485.0,Test Strips
273,2019-04-10,85485.0,Test Strips
274,2019-04-11,105832.0,Test Strips
275,2019-04-12,105832.0,Test Strips
276,2019-04-13,105832.0,Test Strips
277,2019-04-14,105832.0,Test Strips
278,2019-04-15,62253.0,Test Strips
279,2019-04-16,62253.0,Test Strips
280,2019-04-17,62253.0,Test Strips
281,2019-04-18,62253.0,Test Strips
282,2019-04-19,19071.0,Test Strips
283,2019-04-20,30619.0,Test Strips
284,2019-04-21,30619.0,Test Strips
285,2019-04-22,30619.0,Test Strips
286,2019-04-23,42963.0,Test Strips
287,2019-04-24,42963.0,Test Strips
288,2019-04-25,49412.0,Test Strips
289,2019-04-26,49412.0,Test Strips
290,2019-04-27,49412.0,Test Strips
291,2019-04-28,49412.0,Test Strips
292,2019-04-29,37891.0,Test Strips
293,2019-04-30,37891.0,Test Strips
294,2019-05-01,41184.0,Test Strips
295,2019-05-02,41184.0,Test Strips
296,2019-05-03,41184.0,Test Strips
297,2019-05-04,38696.0,Test Strips
298,2019-05-05,38696.0,Test Strips
299,2019-05-06,38696.0,Test Strips
300,2019-05-07,28941.0,Test Strips
301,2019-05-08,36367.0,Test Strips
302,2019-05-09,36367.0,Test Strips
303,2019-05-10,19243.0,Test Strips
304,2019-05-11,39115.0,Test Strips
305,2019-05-12,46750.0,Test Strips
306,2019-05-13,35795.0,Test Strips
307,2019-05-14,23546.0,Test Strips
308,2019-05-15,23546.0,Test Strips
309,2019-05-16,23546.0,Test Strips
310,2019-05-17,18565.0,Test Strips
311,2019-05-18,19029.0,Test Strips
312,2019-05-19,15990.0,Test Strips
313,2019-05-20,16657.0,Test Strips
314,2019-05-21,13632.0,Test Strips
315,2019-05-22,14839.0,Test Strips
316,2019-05-23,16083.0,Test Strips
317,2019-05-24,16083.0,Test Strips
318,2019-05-25,18201.0,Test Strips
319,2019-05-26,18201.0,Test Strips
320,2019-05-27,17103.0,Test Strips
321,2019-05-28,17103.0,Test Strips
322,2019-05-29,14574.0,Test Strips
323,2019-05-30,14076.0,Test Strips
324,2019-05-31,12966.0,Test Strips
325,2019-06-01,9037.0,Test Strips
326,2019-06-02,13993.0,Test Strips
327,2019-06-03,20108.0,Test Strips
328,2019-06-04,20108.0,Test Strips
329,2019-06-05,16096.0,Test Strips
330,2019-06-06,9840.0,Test Strips
331,2019-06-07,8499.0,Test Strips
332,2019-06-08,11139.0,Test Strips
333,2019-06-09,11139.0,Test Strips
334,2019-06-10,15260.0,Test Strips
335,2019-06-11,12967.0,Test Strips
336,2019-06-12,11303.0,Test Strips
337,2019-06-13,14016.0,Test Strips
338,2019-06-14,14016.0,Test Strips
339,2019-06-15,10410.0,Test Strips
340,2019-06-16,10410.0,Test Strips
341,2019-06-17,10410.0,Test Strips
342,2019-06-18,10410.0,Test Strips
343,2019-06-19,9341.0,Test Strips
344,2019-06-20,9341.0,Test Strips
345,2019-06-21,10668.0,Test Strips
346,2019-06-22,10668.0,Test Strips
347,2019-06-23,10668.0,Test Strips
348,2019-06-24,17842.0,Test Strips
349,2019-06-25,17842.0,Test Strips
350,2019-06-26,7598.0,Test Strips
351,2019-06-27,7598.0,Test Strips
352,2019-06-28,8632.0,Test Strips
353,2019-06-29,8632.0,Test Strips
354,2019-06-30,8632.0,Test Strips
355,2019-07-01,6536.0,Test Strips
356,2019-07-02,6536.0,Test Strips
357,2019-07-03,6536.0,Test Strips
358,2019-07-04,8414.0,Test Strips
359,2019-07-05,9149.0,Test Strips
360,2019-07-06,9149.0,Test Strips
361,2019-07-07,9149.0,Test Strips
362,2019-07-08,6181.0,Test Strips
363,2019-07-09,8810.0,Test Strips
364,2019-07-10,8810.0,Test Strips
365,2019-07-11,8810.0,Test Strips
366,2019-07-12,5480.0,Test Strips
367,2019-07-13,5480.0,Test Strips
368,2019-07-14,5480.0,Test Strips
369,2019-07-15,8612.0,Test Strips
370,2019-07-16,8612.0,Test Strips
371,2019-07-17,8612.0,Test Strips
372,2019-07-18,8692.0,Test Strips
373,2019-07-19,8692.0,Test Strips
374,2019-07-20,5885.0,Test Strips
375,2019-07-21,5885.0,Test Strips
376,2019-07-22,5885.0,Test Strips
377,2019-07-23,13828.0,Test Strips
378,2019-07-24,13828.0,Test Strips
379,2019-07-25,13828.0,Test Strips
380,2019-07-26,13171.0,Test Strips
381,2019-07-27,13664.0,Test Strips
382,2019-07-28,13664.0,Test Strips
383,2019-07-29,13664.0,Test Strips
384,2019-07-30,11388.0,Test Strips
385,2019-07-31,10113.0,Test Strips
386,2019-08-01,10113.0,Test Strips
387,2019-08-02,14468.0,Test Strips
388,2019-08-03,14468.0,Test Strips
389,2019-08-04,14468.0,Test Strips
390,2019-08-05,17284.0,Test Strips
391,2019-08-06,17284.0,Test Strips
392,2019-08-07,17284.0,Test Strips
393,2019-08-08,21816.0,Test Strips
394,2019-08-09,21816.0,Test Strips
395,2019-08-10,21816.0,Test Strips
396,2019-08-11,21816.0,Test Strips
397,2019-08-12,21816.0,Test Strips
398,2019-08-13,14783.0,Test Strips
399,2019-08-14,9350.0,Test Strips
400,2019-08-15,9350.0,Test Strips
401,2019-08-16,14732.0,Test Strips
402,2019-08-17,14732.0,Test Strips
403,2019-08-18,14732.0,Test Strips
404,2019-08-19,12044.0,Test Strips
405,2019-08-20,11681.0,Test Strips
406,2019-08-21,11681.0,Test Strips
407,2019-08-22,11681.0,Test Strips
408,2019-08-23,8614.0,Test Strips
409,2019-08-24,18380.0,Test Strips
410,2019-08-25,18380.0,Test Strips
411,2019-08-26,16459.0,Test Strips
412,2019-08-27,16459.0,Test Strips
413,2019-08-28,16459.0,Test Strips
414,2019-08-29,16459.0,Test Strips
415,2019-08-30,24618.0,Test Strips
416,2019-08-31,24618.0,Test Strips
417,2019-09-01,25363.0,Test Strips
418,2019-09-02,25363.0,Test Strips
419,2019-09-03,25363.0,Test Strips
420,2019-09-04,32047.0,Test Strips
421,2019-09-05,32047.0,Test Strips
422,2019-09-06,23157.0,Test Strips
423,2019-09-07,23202.0,Test Strips
424,2019-09-08,23202.0,Test Strips
425,2019-09-09,25057.0,Test Strips
426,2019-09-10,45761.0,Test Strips
427,2019-09-11,45761.0,Test Strips
428,2019-09-12,57992.0,Test Strips
429,2019-09-13,57992.0,Test Strips
430,2019-09-14,57992.0,Test Strips
431,2019-09-15,62989.0,Test Strips
432,2019-09-16,62989.0,Test Strips
433,2019-09-17,35352.0,Test Strips
434,2019-09-18,35352.0,Test Strips
435,2019-09-19,35352.0,Test Strips
436,2019-09-20,29753.0,Test Strips
437,2019-09-21,33482.0,Test Strips
438,2019-09-22,52558.0,Test Strips
439,2019-09-23,52558.0,Test Strips
440,2019-09-24,52558.0,Test Strips
441,2019-09-25,70521.0,Test Strips
442,2019-09-26,70521.0,Test Strips
443,2019-09-27,70521.0,Test Strips
444,2019-09-28,70521.0,Test Strips
445,2019-09-29,70521.0,Test Strips
446,2019-09-30,70521.0,Test Strips
447,2019-10-01,25780.0,Test Strips
448,2019-10-02,65485.0,Test Strips
449,2019-10-03,65485.0,Test Strips
450,2019-10-04,65485.0,Test Strips
451,2019-10-05,49796.0,Test Strips
452,2019-10-06,49796.0,Test Strips
453,2019-10-07,49796.0,Test Strips
454,2019-10-08,49796.0,Test Strips
455,2019-10-09,98730.0,Test Strips
456,2019-10-10,98730.0,Test Strips
457,2019-10-11,98730.0,Test Strips
458,2019-10-12,98730.0,Test Strips
459,2019-10-13,98730.0,Test Strips
460,2019-10-14,61458.0,Test Strips
461,2019-10-15,61458.0,Test Strips
462,2019-10-16,61458.0,Test Strips
463,2019-10-17,26611.0,Test Strips
464,2019-10-18,59474.0,Test Strips
465,2019-10-19,59474.0,Test Strips
466,2019-10-20,59474.0,Test Strips
467,2019-10-21,59474.0,Test Strips
468,2019-10-22,78380.0,Test Strips
469,2019-10-23,78380.0,Test Strips
470,2019-10-24,78380.0,Test Strips
471,2019-10-25,78380.0,Test Strips
472,2019-10-26,60175.0,Test Strips
473,2019-10-27,60175.0,Test Strips
474,2019-10-28,53316.0,Test Strips
475,2019-10-29,53316.0,Test Strips
476,2019-10-30,53316.0,Test Strips
477,2019-10-31,53316.0,Test Strips
478,2019-11-01,53316.0,Test Strips
479,2019-11-02,33209.0,Test Strips
480,2019-11-03,33209.0,Test Strips
481,2019-11-04,33209.0,Test Strips
482,2019-11-05,104223.0,Test Strips
483,2019-11-06,104223.0,Test Strips
484,2019-11-07,104223.0,Test Strips
485,2019-11-08,104223.0,Test Strips
486,2019-11-09,104223.0,Test Strips
487,2019-11-10,104223.0,Test Strips
488,2019-11-11,50528.0,Test Strips
489,2019-11-12,67254.0,Test Strips
490,2019-11-13,67254.0,Test Strips
491,2019-11-14,67254.0,Test Strips
492,2019-11-15,67254.0,Test Strips
493,2019-11-16,76939.0,Test Strips
494,2019-11-17,76939.0,Test Strips
495,2019-11-18,76939.0,Test Strips
496,2019-11-19,76939.0,Test Strips
497,2019-11-20,88926.0,Test Strips
498,2019-11-21,88926.0,Test Strips
499,2019-11-22,88926.0,Test Strips
500,2019-11-23,88926.0,Test Strips
501,2019-11-24,88926.0,Test Strips
502,2019-11-25,88926.0,Test Strips
503,2019-11-26,88926.0,Test Strips
504,2019-11-27,75983.0,Test Strips
505,2019-11-28,75983.0,Test Strips
506,2019-11-29,75983.0,Test Strips
507,2019-11-30,75983.0,Test Strips
508,2019-12-01,49218.0,Test Strips
509,2019-12-02,49218.0,Test Strips
510,2019-12-03,49218.0,Test Strips
511,2019-12-04,49218.0,Test Strips
512,2019-12-05,49218.0,Test Strips
513,2019-12-06,85265.0,Test Strips
514,2019-12-07,53819.0,Test Strips
515,2019-12-08,53819.0,Test Strips
516,2019-12-09,53819.0,Test Strips
517,2019-12-10,53819.0,Test Strips
518,2019-12-11,53819.0,Test Strips
519,2019-12-12,53819.0,Test Strips
520,2019-12-13,53819.0,Test Strips
521,2019-12-14,98169.0,Test Strips
522,2019-12-15,98169.0,Test Strips
523,2019-12-16,98169.0,Test Strips
524,2019-12-17,98169.0,Test Strips
525,2019-12-18,64221.0,Test Strips
526,2019-12-19,64221.0,Test Strips
527,2019-12-20,79926.0,Test Strips
528,2019-12-21,79926.0,Test Strips
529,2019-12-22,79926.0,Test Strips
530,2019-12-23,79926.0,Test Strips
531,2019-12-24,79926.0,Test Strips
532,2019-12-25,79926.0,Test Strips
533,2019-12-26,79926.0,Test Strips
534,2019-12-27,79926.0,Test Strips
535,2019-12-28,79926.0,Test Strips
536,2019-12-29,79926.0,Test Strips
537,2019-12-30,79926.0,Test Strips
538,2019-12-31,35764.0,Test Strips
539,2020-01-01,54404.0,Test Strips
540,2020-01-02,54404.0,Test Strips
541,2020-01-03,54404.0,Test Strips
542,2020-01-04,54404.0,Test Strips
543,2020-01-05,54404.0,Test Strips
544,2020-01-06,54404.0,Test Strips
545,2020-01-07,54404.0,Test Strips
546,2020-01-08,54404.0,Test Strips
547,2020-01-09,54404.0,Test Strips
548,2020-01-10,54404.0,Test Strips
549,2020-01-11,36167.0,Test Strips
550,2020-01-12,36167.0,Test Strips
551,2020-01-13,36167.0,Test Strips
552,2020-01-14,36167.0,Test Strips
553,2020-01-15,36167.0,Test Strips
554,2020-01-16,36167.0,Test Strips
555,2020-01-17,36167.0,Test Strips
556,2020-01-18,78530.0,Test Strips
557,2020-01-19,78530.0,Test Strips
558,2020-01-20,78530.0,Test Strips
559,2020-01-21,78530.0,Test Strips
560,2020-01-22,78530.0,Test Strips
561,2020-01-23,78530.0,Test Strips
562,2020-01-24,78530.0,Test Strips
563,2020-01-25,78530.0,Test Strips
564,2020-01-26,44511.0,Test Strips
565,2020-01-27,44511.0,Test Strips
566,2020-01-28,44511.0,Test Strips
567,2020-01-29,44511.0,Test Strips
568,2020-01-30,44511.0,Test Strips
569,2020-01-31,44511.0,Test Strips
570,2020-02-01,44511.0,Test Strips
571,2020-02-02,44511.0,Test Strips
572,2020-02-03,44511.0,Test Strips
573,2020-02-04,44511.0,Test Strips
574,2020-02-05,55234.0,Test Strips
575,2020-02-06,55234.0,Test Strips
576,2020-02-07,55234.0,Test Strips
577,2020-02-08,55234.0,Test Strips
578,2020-02-09,55234.0,Test Strips
579,2020-02-10,55234.0,Test Strips
580,2020-02-11,61177.0,Test Strips
581,2020-02-12,61177.0,Test Strips
582,2020-02-13,61177.0,Test Strips
583,2020-02-14,61177.0,Test Strips
584,2020-02-15,61177.0,Test Strips
585,2020-02-16,61177.0,Test Strips
586,2020-02-17,61177.0,Test Strips
587,2020-02-18,61177.0,Test Strips
588,2020-02-19,61177.0,Test Strips
589,2020-02-20,35769.0,Test Strips
590,2020-02-21,35769.0,Test Strips
591,2020-02-22,35769.0,Test Strips
592,2020-02-23,35769.0,Test Strips
593,2020-02-24,35769.0,Test Strips
594,2020-02-25,32019.0,Test Strips
595,2020-02-26,32019.0,Test Strips
596,2020-02-27,26760.0,Test Strips
597,2020-02-28,26760.0,Test Strips
598,2020-02-29,26760.0,Test Strips
599,2020-03-01,26760.0,Test Strips
600,2020-03-02,26760.0,Test Strips
601,2020-03-03,26760.0,Test Strips
602,2020-03-04,26760.0,Test Strips
603,2020-03-05,26760.0,Test Strips
604,2020-03-06,69273.0,Test Strips
605,2020-03-07,69273.0,Test Strips
606,2020-03-08,69273.0,Test Strips
607,2020-03-09,33112.0,Test Strips
608,2020-03-10,33112.0,Test Strips
609,2020-03-11,33112.0,Test Strips
610,2020-03-12,33112.0,Test Strips
611,2020-03-13,56552.0,Test Strips
612,2020-03-14,56552.0,Test Strips
613,2020-03-15,56552.0,Test Strips
614,2020-03-16,56552.0,Test Strips
615,2020-03-17,26030.0,Test Strips
616,2020-03-18,26030.0,Test Strips
617,2020-03-19,26030.0,Test Strips
618,2020-03-20,26030.0,Test Strips
619,2020-03-21,34589.0,Test Strips
620,2020-03-22,34589.0,Test Strips
621,2020-03-23,34589.0,Test Strips
622,2020-03-24,34589.0,Test Strips
623,2020-03-25,34589.0,Test Strips
624,2020-03-26,34589.0,Test Strips
625,2020-03-27,34589.0,Test Strips
626,2020-03-28,23960.0,Test Strips
627,2020-03-29,23960.0,Test Strips
628,2020-03-30,23960.0,Test Strips
629,2020-03-31,23960.0,Test Strips
630,2020-04-01,23960.0,Test Strips
631,2020-04-02,23960.0,Test Strips
632,2020-04-03,23960.0,Test Strips
633,2020-04-04,23960.0,Test Strips
634,2020-04-05,42376.0,Test Strips
635,2020-04-06,42376.0,Test Strips
636,2020-04-07,36290.0,Test Strips
637,2020-04-08,25439.0,Test Strips
638,2020-04-09,25439.0,Test Strips
639,2020-04-10,25439.0,Test Strips
640,2020-04-11,25439.0,Test Strips
641,2020-04-12,43805.0,Test Strips
642,2020-04-13,19666.0,Test Strips
643,2020-04-14,19666.0,Test Strips
644,2020-04-15,19666.0,Test Strips
645,2020-04-16,19666.0,Test Strips
646,2020-04-17,22921.0,Test Strips
647,2020-04-18,22921.0,Test Strips
648,2020-04-19,22921.0,Test Strips
649,2020-04-20,22921.0,Test Strips
650,2020-04-21,22921.0,Test Strips
651,2020-04-22,24812.0,Test Strips
652,2020-04-23,24812.0,Test Strips
653,2020-04-24,24812.0,Test Strips
654,2020-04-25,24812.0,Test Strips
655,2020-04-26,24812.0,Test Strips
656,2020-04-27,24812.0,Test Strips
657,2020-04-28,24812.0,Test Strips
658,2020-04-29,24812.0,Test Strips
659,2020-04-30,24812.0,Test Strips
660,2020-05-01,24812.0,Test Strips
661,2020-05-02,17345.0,Test Strips
662,2020-05-03,17345.0,Test Strips
663,2020-05-04,17345.0,Test Strips
664,2020-05-05,18134.0,Test Strips
665,2020-05-06,18134.0,Test Strips
666,2020-05-07,18134.0,Test Strips
667,2020-05-08,18134.0,Test Strips
668,2020-05-09,22018.0,Test Strips
669,2020-05-10,22018.0,Test Strips
670,2020-05-11,23651.0,Test Strips
671,2020-05-12,23651.0,Test Strips
672,2020-05-13,23651.0,Test Strips
673,2020-05-14,17309.0,Test Strips
674,2020-05-15,17309.0,Test Strips
675,2020-05-16,17309.0,Test Strips
676,2020-05-17,17309.0,Test Strips
677,2020-05-18,21346.0,Test Strips
678,2020-05-19,21346.0,Test Strips
679,2020-05-20,21346.0,Test Strips
680,2020-05-21,21346.0,Test Strips
681,2020-05-22,18781.0,Test Strips
682,2020-05-23,18781.0,Test Strips
683,2020-05-24,18781.0,Test Strips
684,2020-05-25,14213.0,Test Strips
685,2020-05-26,14213.0,Test Strips
686,2020-05-27,14213.0,Test Strips
687,2020-05-28,14213.0,Test Strips
688,2020-05-29,5655.0,Test Strips
689,2020-05-30,5655.0,Test Strips
690,2020-05-31,6902.0,Test Strips
691,2020-06-01,6902.0,Test Strips
692,2020-06-02,6902.0,Test Strips
693,2020-06-03,9427.0,Test Strips
694,2020-06-04,9887.0,Test Strips
695,2020-06-05,9887.0,Test Strips
696,2020-06-06,9887.0,Test Strips
697,2020-06-07,9887.0,Test Strips
