,date,value,name_B08B4XDDXN
58,2020-08-14,217188.0,Kitchen & Dining Features
59,2020-08-15,217188.0,Kitchen & Dining Features
60,2020-08-16,217188.0,Kitchen & Dining Features
61,2020-08-17,217188.0,Kitchen & Dining Features
62,2020-08-18,228767.0,Kitchen & Dining Features
63,2020-08-19,228767.0,Kitchen & Dining Features
64,2020-08-20,228767.0,Kitchen & Dining Features
65,2020-08-21,203278.0,Kitchen & Dining Features
66,2020-08-22,203278.0,Kitchen & Dining Features
67,2020-08-23,203278.0,Kitchen & Dining Features
68,2020-08-24,203278.0,Kitchen & Dining Features
69,2020-08-25,202384.0,Kitchen & Dining Features
70,2020-08-26,202384.0,Kitchen & Dining Features
71,2020-08-27,202384.0,Kitchen & Dining Features
72,2020-08-28,202384.0,Kitchen & Dining Features
73,2020-08-29,202384.0,Kitchen & Dining Features
74,2020-08-30,202384.0,Kitchen & Dining Features
75,2020-08-31,202384.0,Kitchen & Dining Features
76,2020-09-01,202384.0,Kitchen & Dining Features
77,2020-09-02,202384.0,Kitchen & Dining Features
78,2020-09-03,202384.0,Kitchen & Dining Features
79,2020-09-04,202384.0,Kitchen & Dining Features
80,2020-09-05,202384.0,Kitchen & Dining Features
81,2020-09-06,202384.0,Kitchen & Dining Features
82,2020-09-07,202384.0,Kitchen & Dining Features
83,2020-09-08,99325.0,Kitchen & Dining Features
84,2020-09-09,99325.0,Kitchen & Dining Features
85,2020-09-10,99325.0,Kitchen & Dining Features
86,2020-09-11,99325.0,Kitchen & Dining Features
87,2020-09-12,99325.0,Kitchen & Dining Features
88,2020-09-13,99325.0,Kitchen & Dining Features
89,2020-09-14,99325.0,Kitchen & Dining Features
90,2020-09-15,99325.0,Kitchen & Dining Features
91,2020-09-16,99325.0,Kitchen & Dining Features
92,2020-09-17,211899.0,Kitchen & Dining Features
93,2020-09-18,211899.0,Kitchen & Dining Features
94,2020-09-19,211899.0,Kitchen & Dining Features
95,2020-09-20,211899.0,Kitchen & Dining Features
96,2020-09-21,211899.0,Kitchen & Dining Features
97,2020-09-22,211899.0,Kitchen & Dining Features
98,2020-09-23,211899.0,Kitchen & Dining Features
99,2020-09-24,211899.0,Kitchen & Dining Features
100,2020-09-25,211899.0,Kitchen & Dining Features
101,2020-09-26,211899.0,Kitchen & Dining Features
102,2020-09-27,211899.0,Kitchen & Dining Features
103,2020-09-28,127984.0,Kitchen & Dining Features
104,2020-09-29,127984.0,Kitchen & Dining Features
105,2020-09-30,127984.0,Kitchen & Dining Features
106,2020-10-01,127984.0,Kitchen & Dining Features
107,2020-10-02,90368.0,Kitchen & Dining Features
108,2020-10-03,90368.0,Kitchen & Dining Features
109,2020-10-04,90368.0,Kitchen & Dining Features
110,2020-10-05,51447.0,Kitchen & Dining Features
111,2020-10-06,51447.0,Kitchen & Dining Features
112,2020-10-07,51447.0,Kitchen & Dining Features
113,2020-10-08,102683.0,Kitchen & Dining Features
114,2020-10-09,102683.0,Kitchen & Dining Features
115,2020-10-10,102683.0,Kitchen & Dining Features
116,2020-10-11,102683.0,Kitchen & Dining Features
117,2020-10-12,54247.0,Kitchen & Dining Features
118,2020-10-13,54247.0,Kitchen & Dining Features
119,2020-10-14,54247.0,Kitchen & Dining Features
120,2020-10-15,30840.0,Kitchen & Dining Features
121,2020-10-16,30840.0,Kitchen & Dining Features
122,2020-10-17,30840.0,Kitchen & Dining Features
123,2020-10-18,30840.0,Kitchen & Dining Features
124,2020-10-19,33871.0,Kitchen & Dining Features
125,2020-10-20,33871.0,Kitchen & Dining Features
126,2020-10-21,33871.0,Kitchen & Dining Features
127,2020-10-22,42660.0,Kitchen & Dining Features
128,2020-10-23,33384.0,Kitchen & Dining Features
129,2020-10-24,25266.0,Kitchen & Dining Features
130,2020-10-25,25266.0,Kitchen & Dining Features
131,2020-10-26,25266.0,Kitchen & Dining Features
132,2020-10-27,25266.0,Kitchen & Dining Features
133,2020-10-28,25266.0,Kitchen & Dining Features
134,2020-10-29,30911.0,Kitchen & Dining Features
135,2020-10-30,31974.0,Kitchen & Dining Features
136,2020-10-31,31974.0,Kitchen & Dining Features
137,2020-11-01,31974.0,Kitchen & Dining Features
138,2020-11-02,17005.0,Kitchen & Dining Features
139,2020-11-03,17005.0,Kitchen & Dining Features
140,2020-11-04,17040.0,Kitchen & Dining Features
141,2020-11-05,17040.0,Kitchen & Dining Features
142,2020-11-06,19872.0,Kitchen & Dining Features
143,2020-11-07,19872.0,Kitchen & Dining Features
144,2020-11-08,19872.0,Kitchen & Dining Features
145,2020-11-09,19872.0,Kitchen & Dining Features
146,2020-11-10,26529.0,Kitchen & Dining Features
147,2020-11-11,25961.0,Kitchen & Dining Features
148,2020-11-12,25961.0,Kitchen & Dining Features
149,2020-11-13,17073.0,Kitchen & Dining Features
150,2020-11-14,17073.0,Kitchen & Dining Features
151,2020-11-15,17073.0,Kitchen & Dining Features
152,2020-11-16,17073.0,Kitchen & Dining Features
153,2020-11-17,17073.0,Kitchen & Dining Features
154,2020-11-18,17073.0,Kitchen & Dining Features
155,2020-11-19,22105.0,Kitchen & Dining Features
156,2020-11-20,22105.0,Kitchen & Dining Features
157,2020-11-21,22105.0,Kitchen & Dining Features
158,2020-11-22,15693.0,Kitchen & Dining Features
159,2020-11-23,15693.0,Kitchen & Dining Features
160,2020-11-24,15693.0,Kitchen & Dining Features
161,2020-11-25,15693.0,Kitchen & Dining Features
162,2020-11-26,20921.0,Kitchen & Dining Features
163,2020-11-27,20921.0,Kitchen & Dining Features
164,2020-11-28,20921.0,Kitchen & Dining Features
165,2020-11-29,20921.0,Kitchen & Dining Features
166,2020-11-30,22527.0,Kitchen & Dining Features
167,2020-12-01,22527.0,Kitchen & Dining Features
168,2020-12-02,38080.0,Kitchen & Dining Features
169,2020-12-03,38080.0,Kitchen & Dining Features
170,2020-12-04,38080.0,Kitchen & Dining Features
171,2020-12-05,38080.0,Kitchen & Dining Features
172,2020-12-06,38080.0,Kitchen & Dining Features
173,2020-12-07,38080.0,Kitchen & Dining Features
174,2020-12-08,38080.0,Kitchen & Dining Features
175,2020-12-09,41679.0,Kitchen & Dining Features
176,2020-12-10,41679.0,Kitchen & Dining Features
177,2020-12-11,41679.0,Kitchen & Dining Features
178,2020-12-12,41679.0,Kitchen & Dining Features
179,2020-12-13,58114.0,Kitchen & Dining Features
180,2020-12-14,58114.0,Kitchen & Dining Features
181,2020-12-15,29720.0,Kitchen & Dining Features
182,2020-12-16,29720.0,Kitchen & Dining Features
183,2020-12-17,29720.0,Kitchen & Dining Features
184,2020-12-18,30028.0,Kitchen & Dining Features
185,2020-12-19,30028.0,Kitchen & Dining Features
186,2020-12-20,30028.0,Kitchen & Dining Features
187,2020-12-21,38222.0,Kitchen & Dining Features
188,2020-12-22,38222.0,Kitchen & Dining Features
189,2020-12-23,38222.0,Kitchen & Dining Features
190,2020-12-24,38222.0,Kitchen & Dining Features
191,2020-12-25,38222.0,Kitchen & Dining Features
192,2020-12-26,38222.0,Kitchen & Dining Features
193,2020-12-27,25950.0,Kitchen & Dining Features
194,2020-12-28,25950.0,Kitchen & Dining Features
195,2020-12-29,31901.0,Kitchen & Dining Features
196,2020-12-30,31901.0,Kitchen & Dining Features
197,2020-12-31,31901.0,Kitchen & Dining Features
198,2021-01-01,46681.0,Kitchen & Dining Features
199,2021-01-02,42350.0,Kitchen & Dining Features
200,2021-01-03,42350.0,Kitchen & Dining Features
201,2021-01-04,42350.0,Kitchen & Dining Features
202,2021-01-05,42350.0,Kitchen & Dining Features
203,2021-01-06,42350.0,Kitchen & Dining Features
204,2021-01-07,51362.0,Kitchen & Dining Features
205,2021-01-08,51362.0,Kitchen & Dining Features
206,2021-01-09,51362.0,Kitchen & Dining Features
207,2021-01-10,51362.0,Kitchen & Dining Features
208,2021-01-11,51362.0,Kitchen & Dining Features
209,2021-01-12,51362.0,Kitchen & Dining Features
210,2021-01-13,51362.0,Kitchen & Dining Features
211,2021-01-14,70974.0,Kitchen & Dining Features
212,2021-01-15,70974.0,Kitchen & Dining Features
213,2021-01-16,70974.0,Kitchen & Dining Features
214,2021-01-17,70974.0,Kitchen & Dining Features
215,2021-01-18,70974.0,Kitchen & Dining Features
216,2021-01-19,70974.0,Kitchen & Dining Features
217,2021-01-20,70974.0,Kitchen & Dining Features
218,2021-01-21,70974.0,Kitchen & Dining Features
219,2021-01-22,70974.0,Kitchen & Dining Features
220,2021-01-23,121752.0,Kitchen & Dining Features
221,2021-01-24,121752.0,Kitchen & Dining Features
222,2021-01-25,121752.0,Kitchen & Dining Features
223,2021-01-26,121752.0,Kitchen & Dining Features
224,2021-01-27,149806.0,Kitchen & Dining Features
225,2021-01-28,149806.0,Kitchen & Dining Features
226,2021-01-29,149806.0,Kitchen & Dining Features
227,2021-01-30,149806.0,Kitchen & Dining Features
228,2021-01-31,149806.0,Kitchen & Dining Features
229,2021-02-01,149806.0,Kitchen & Dining Features
230,2021-02-02,149806.0,Kitchen & Dining Features
231,2021-02-03,149806.0,Kitchen & Dining Features
232,2021-02-04,149806.0,Kitchen & Dining Features
233,2021-02-05,101080.0,Kitchen & Dining Features
234,2021-02-06,101080.0,Kitchen & Dining Features
235,2021-02-07,101080.0,Kitchen & Dining Features
236,2021-02-08,101080.0,Kitchen & Dining Features
237,2021-02-09,101080.0,Kitchen & Dining Features
238,2021-02-10,101080.0,Kitchen & Dining Features
239,2021-02-11,101080.0,Kitchen & Dining Features
240,2021-02-12,101080.0,Kitchen & Dining Features
241,2021-02-13,101080.0,Kitchen & Dining Features
242,2021-02-14,101080.0,Kitchen & Dining Features
243,2021-02-15,101080.0,Kitchen & Dining Features
244,2021-02-16,170893.0,Kitchen & Dining Features
245,2021-02-17,170893.0,Kitchen & Dining Features
246,2021-02-18,170893.0,Kitchen & Dining Features
247,2021-02-19,170893.0,Kitchen & Dining Features
248,2021-02-20,170893.0,Kitchen & Dining Features
249,2021-02-21,330869.0,Kitchen & Dining Features
250,2021-02-22,330869.0,Kitchen & Dining Features
251,2021-02-23,330869.0,Kitchen & Dining Features
252,2021-02-24,330869.0,Kitchen & Dining Features
253,2021-02-25,320370.0,Kitchen & Dining Features
254,2021-02-26,320370.0,Kitchen & Dining Features
255,2021-02-27,320370.0,Kitchen & Dining Features
256,2021-02-28,320370.0,Kitchen & Dining Features
257,2021-03-01,320370.0,Kitchen & Dining Features
258,2021-03-02,293735.0,Kitchen & Dining Features
259,2021-03-03,293735.0,Kitchen & Dining Features
260,2021-03-04,293735.0,Kitchen & Dining Features
261,2021-03-05,217470.0,Kitchen & Dining Features
262,2021-03-06,217470.0,Kitchen & Dining Features
263,2021-03-07,217470.0,Kitchen & Dining Features
264,2021-03-08,217470.0,Kitchen & Dining Features
265,2021-03-09,216501.0,Kitchen & Dining Features
266,2021-03-10,118142.0,Kitchen & Dining Features
267,2021-03-11,118142.0,Kitchen & Dining Features
268,2021-03-12,118142.0,Kitchen & Dining Features
269,2021-03-13,162208.0,Kitchen & Dining Features
270,2021-03-14,162208.0,Kitchen & Dining Features
271,2021-03-15,162208.0,Kitchen & Dining Features
272,2021-03-16,162208.0,Kitchen & Dining Features
273,2021-03-17,162208.0,Kitchen & Dining Features
274,2021-03-18,361306.0,Kitchen & Dining Features
275,2021-03-19,361306.0,Kitchen & Dining Features
276,2021-03-20,361306.0,Kitchen & Dining Features
277,2021-03-21,361306.0,Kitchen & Dining Features
278,2021-03-22,285234.0,Kitchen & Dining Features
279,2021-03-23,285234.0,Kitchen & Dining Features
280,2021-03-24,285234.0,Kitchen & Dining Features
281,2021-03-25,238120.0,Kitchen & Dining Features
282,2021-03-26,238120.0,Kitchen & Dining Features
283,2021-03-27,238120.0,Kitchen & Dining Features
284,2021-03-28,238120.0,Kitchen & Dining Features
285,2021-03-29,238120.0,Kitchen & Dining Features
286,2021-03-30,238120.0,Kitchen & Dining Features
287,2021-03-31,343823.0,Kitchen & Dining Features
288,2021-04-01,343823.0,Kitchen & Dining Features
289,2021-04-02,343823.0,Kitchen & Dining Features
290,2021-04-03,343823.0,Kitchen & Dining Features
291,2021-04-04,343823.0,Kitchen & Dining Features
292,2021-04-05,343823.0,Kitchen & Dining Features
293,2021-04-06,343823.0,Kitchen & Dining Features
294,2021-04-07,343823.0,Kitchen & Dining Features
295,2021-04-08,247033.0,Kitchen & Dining Features
296,2021-04-09,177911.0,Kitchen & Dining Features
297,2021-04-10,177911.0,Kitchen & Dining Features
298,2021-04-11,177911.0,Kitchen & Dining Features
299,2021-04-12,177911.0,Kitchen & Dining Features
300,2021-04-13,177911.0,Kitchen & Dining Features
301,2021-04-14,177911.0,Kitchen & Dining Features
302,2021-04-15,121878.0,Kitchen & Dining Features
303,2021-04-16,121878.0,Kitchen & Dining Features
304,2021-04-17,121878.0,Kitchen & Dining Features
305,2021-04-18,121878.0,Kitchen & Dining Features
306,2021-04-19,121878.0,Kitchen & Dining Features
307,2021-04-20,144267.0,Kitchen & Dining Features
308,2021-04-21,144267.0,Kitchen & Dining Features
309,2021-04-22,320383.0,Kitchen & Dining Features
310,2021-04-23,320383.0,Kitchen & Dining Features
311,2021-04-24,320383.0,Kitchen & Dining Features
312,2021-04-25,320383.0,Kitchen & Dining Features
313,2021-04-26,320383.0,Kitchen & Dining Features
314,2021-04-27,266359.0,Kitchen & Dining Features
315,2021-04-28,266359.0,Kitchen & Dining Features
316,2021-04-29,266359.0,Kitchen & Dining Features
317,2021-04-30,266359.0,Kitchen & Dining Features
318,2021-05-01,266359.0,Kitchen & Dining Features
319,2021-05-02,266359.0,Kitchen & Dining Features
320,2021-05-03,266359.0,Kitchen & Dining Features
321,2021-05-04,173211.0,Kitchen & Dining Features
322,2021-05-05,173211.0,Kitchen & Dining Features
323,2021-05-06,173211.0,Kitchen & Dining Features
324,2021-05-07,173211.0,Kitchen & Dining Features
325,2021-05-08,173211.0,Kitchen & Dining Features
326,2021-05-09,173211.0,Kitchen & Dining Features
327,2021-05-10,173211.0,Kitchen & Dining Features
328,2021-05-11,175559.0,Kitchen & Dining Features
329,2021-05-12,175559.0,Kitchen & Dining Features
330,2021-05-13,175559.0,Kitchen & Dining Features
331,2021-05-14,175559.0,Kitchen & Dining Features
332,2021-05-15,175559.0,Kitchen & Dining Features
333,2021-05-16,175559.0,Kitchen & Dining Features
334,2021-05-17,175559.0,Kitchen & Dining Features
335,2021-05-18,175559.0,Kitchen & Dining Features
336,2021-05-19,175559.0,Kitchen & Dining Features
337,2021-05-20,175559.0,Kitchen & Dining Features
338,2021-05-21,175559.0,Kitchen & Dining Features
339,2021-05-22,175559.0,Kitchen & Dining Features
340,2021-05-23,175559.0,Kitchen & Dining Features
341,2021-05-24,175559.0,Kitchen & Dining Features
342,2021-05-25,175559.0,Kitchen & Dining Features
343,2021-05-26,175559.0,Kitchen & Dining Features
344,2021-05-27,175559.0,Kitchen & Dining Features
345,2021-05-28,175559.0,Kitchen & Dining Features
346,2021-05-29,175559.0,Kitchen & Dining Features
347,2021-05-30,175559.0,Kitchen & Dining Features
348,2021-05-31,175559.0,Kitchen & Dining Features
349,2021-06-01,175559.0,Kitchen & Dining Features
350,2021-06-02,207330.0,Kitchen & Dining Features
351,2021-06-03,260797.0,Kitchen & Dining Features
352,2021-06-04,260797.0,Kitchen & Dining Features
353,2021-06-05,260797.0,Kitchen & Dining Features
354,2021-06-06,260797.0,Kitchen & Dining Features
355,2021-06-07,260797.0,Kitchen & Dining Features
356,2021-06-08,260797.0,Kitchen & Dining Features
357,2021-06-09,378550.0,Kitchen & Dining Features
358,2021-06-10,378550.0,Kitchen & Dining Features
359,2021-06-11,378550.0,Kitchen & Dining Features
360,2021-06-12,378550.0,Kitchen & Dining Features
361,2021-06-13,378550.0,Kitchen & Dining Features
362,2021-06-14,378550.0,Kitchen & Dining Features
363,2021-06-15,378550.0,Kitchen & Dining Features
364,2021-06-16,378550.0,Kitchen & Dining Features
365,2021-06-17,406422.0,Kitchen & Dining Features
366,2021-06-18,406422.0,Kitchen & Dining Features
367,2021-06-19,406422.0,Kitchen & Dining Features
368,2021-06-20,406422.0,Kitchen & Dining Features
369,2021-06-21,128327.0,Kitchen & Dining Features
370,2021-06-22,128327.0,Kitchen & Dining Features
371,2021-06-23,128327.0,Kitchen & Dining Features
372,2021-06-24,128327.0,Kitchen & Dining Features
373,2021-06-25,128327.0,Kitchen & Dining Features
374,2021-06-26,128327.0,Kitchen & Dining Features
375,2021-06-27,128327.0,Kitchen & Dining Features
376,2021-06-28,128327.0,Kitchen & Dining Features
377,2021-06-29,128327.0,Kitchen & Dining Features
378,2021-06-30,184681.0,Kitchen & Dining Features
379,2021-07-01,184681.0,Kitchen & Dining Features
380,2021-07-02,184681.0,Kitchen & Dining Features
381,2021-07-03,255147.0,Kitchen & Dining Features
382,2021-07-04,255147.0,Kitchen & Dining Features
383,2021-07-05,255147.0,Kitchen & Dining Features
384,2021-07-06,255147.0,Kitchen & Dining Features
385,2021-07-07,255147.0,Kitchen & Dining Features
386,2021-07-08,225882.0,Kitchen & Dining Features
387,2021-07-09,225882.0,Kitchen & Dining Features
388,2021-07-10,166632.0,Kitchen & Dining Features
