,date,value,name_B07PCSVVCK
438,2021-06-01,13357.0,Pencil Holders
439,2021-06-02,13357.0,Pencil Holders
440,2021-06-03,13357.0,Pencil Holders
441,2021-06-04,10730.0,Pencil Holders
442,2021-06-05,10730.0,Pencil Holders
443,2021-06-06,9280.0,Pencil Holders
444,2021-06-07,6810.0,Pencil Holders
445,2021-06-08,6648.0,Pencil Holders
446,2021-06-09,6648.0,Pencil Holders
447,2021-06-10,6373.0,Pencil Holders
448,2021-06-11,5401.0,Pencil Holders
449,2021-06-12,5401.0,Pencil Holders
450,2021-06-13,7356.0,Pencil Holders
451,2021-06-14,7356.0,Pencil Holders
452,2021-06-15,7897.0,Pencil Holders
453,2021-06-16,7897.0,Pencil Holders
454,2021-06-17,6434.0,Pencil Holders
455,2021-06-18,6434.0,Pencil Holders
456,2021-06-19,6434.0,Pencil Holders
457,2021-06-20,6033.0,Pencil Holders
458,2021-06-21,6033.0,Pencil Holders
459,2021-06-22,6620.0,Pencil Holders
460,2021-06-23,6620.0,Pencil Holders
461,2021-06-24,6620.0,Pencil Holders
462,2021-06-25,6620.0,Pencil Holders
463,2021-06-26,6620.0,Pencil Holders
464,2021-06-27,6620.0,Pencil Holders
465,2021-06-28,7057.0,Pencil Holders
466,2021-06-29,7273.0,Pencil Holders
467,2021-06-30,7273.0,Pencil Holders
468,2021-07-01,7273.0,Pencil Holders
469,2021-07-02,7273.0,Pencil Holders
470,2021-07-03,7273.0,Pencil Holders
471,2021-07-04,6597.0,Pencil Holders
472,2021-07-05,6597.0,Pencil Holders
473,2021-07-06,6597.0,Pencil Holders
474,2021-07-07,5849.0,Pencil Holders
475,2021-07-08,5849.0,Pencil Holders
476,2021-07-09,5849.0,Pencil Holders
477,2021-07-10,6718.0,Pencil Holders
478,2021-07-11,7085.0,Pencil Holders
