,date,value,name_B083ZN6YZ3
93,2020-04-24,-1.0,Fabric & Textile Paints
94,2020-04-25,-1.0,Fabric & Textile Paints
95,2020-04-26,-1.0,Fabric & Textile Paints
96,2020-04-27,-1.0,Fabric & Textile Paints
97,2020-04-28,-1.0,Fabric & Textile Paints
98,2020-04-29,-1.0,Fabric & Textile Paints
99,2020-04-30,-1.0,Fabric & Textile Paints
100,2020-05-01,-1.0,Fabric & Textile Paints
101,2020-05-02,-1.0,Fabric & Textile Paints
102,2020-05-03,-1.0,Fabric & Textile Paints
103,2020-05-04,-1.0,Fabric & Textile Paints
104,2020-05-05,-1.0,Fabric & Textile Paints
105,2020-05-06,-1.0,Fabric & Textile Paints
106,2020-05-07,-1.0,Fabric & Textile Paints
107,2020-05-08,-1.0,Fabric & Textile Paints
108,2020-05-09,-1.0,Fabric & Textile Paints
109,2020-05-10,-1.0,Fabric & Textile Paints
110,2020-05-11,-1.0,Fabric & Textile Paints
111,2020-05-12,-1.0,Fabric & Textile Paints
112,2020-05-13,-1.0,Fabric & Textile Paints
113,2020-05-14,-1.0,Fabric & Textile Paints
114,2020-05-15,-1.0,Fabric & Textile Paints
115,2020-05-16,-1.0,Fabric & Textile Paints
116,2020-05-17,-1.0,Fabric & Textile Paints
117,2020-05-18,-1.0,Fabric & Textile Paints
118,2020-05-19,-1.0,Fabric & Textile Paints
119,2020-05-20,-1.0,Fabric & Textile Paints
120,2020-05-21,-1.0,Fabric & Textile Paints
121,2020-05-22,-1.0,Fabric & Textile Paints
122,2020-05-23,-1.0,Fabric & Textile Paints
123,2020-05-24,-1.0,Fabric & Textile Paints
124,2020-05-25,8820.0,Fabric & Textile Paints
125,2020-05-26,8820.0,Fabric & Textile Paints
126,2020-05-27,8820.0,Fabric & Textile Paints
127,2020-05-28,8820.0,Fabric & Textile Paints
128,2020-05-29,8820.0,Fabric & Textile Paints
129,2020-05-30,4999.0,Fabric & Textile Paints
130,2020-05-31,4999.0,Fabric & Textile Paints
131,2020-06-01,4999.0,Fabric & Textile Paints
132,2020-06-02,2686.0,Fabric & Textile Paints
133,2020-06-03,2101.0,Fabric & Textile Paints
134,2020-06-04,2149.0,Fabric & Textile Paints
135,2020-06-05,2149.0,Fabric & Textile Paints
136,2020-06-06,2149.0,Fabric & Textile Paints
137,2020-06-07,1266.0,Fabric & Textile Paints
138,2020-06-08,1243.0,Fabric & Textile Paints
139,2020-06-09,1243.0,Fabric & Textile Paints
140,2020-06-10,1015.0,Fabric & Textile Paints
141,2020-06-11,1015.0,Fabric & Textile Paints
142,2020-06-12,1015.0,Fabric & Textile Paints
143,2020-06-13,1015.0,Fabric & Textile Paints
144,2020-06-14,1015.0,Fabric & Textile Paints
145,2020-06-15,567.0,Fabric & Textile Paints
146,2020-06-16,690.0,Fabric & Textile Paints
147,2020-06-17,690.0,Fabric & Textile Paints
148,2020-06-18,690.0,Fabric & Textile Paints
149,2020-06-19,740.0,Fabric & Textile Paints
150,2020-06-20,652.0,Fabric & Textile Paints
151,2020-06-21,652.0,Fabric & Textile Paints
152,2020-06-22,584.0,Fabric & Textile Paints
153,2020-06-23,584.0,Fabric & Textile Paints
154,2020-06-24,784.0,Fabric & Textile Paints
155,2020-06-25,784.0,Fabric & Textile Paints
156,2020-06-26,627.0,Fabric & Textile Paints
157,2020-06-27,729.0,Fabric & Textile Paints
158,2020-06-28,729.0,Fabric & Textile Paints
159,2020-06-29,571.0,Fabric & Textile Paints
160,2020-06-30,571.0,Fabric & Textile Paints
161,2020-07-01,443.0,Fabric & Textile Paints
162,2020-07-02,501.0,Fabric & Textile Paints
163,2020-07-03,657.0,Fabric & Textile Paints
164,2020-07-04,657.0,Fabric & Textile Paints
165,2020-07-05,664.0,Fabric & Textile Paints
166,2020-07-06,688.0,Fabric & Textile Paints
167,2020-07-07,745.0,Fabric & Textile Paints
168,2020-07-08,791.0,Fabric & Textile Paints
169,2020-07-09,988.0,Fabric & Textile Paints
170,2020-07-10,988.0,Fabric & Textile Paints
171,2020-07-11,552.0,Fabric & Textile Paints
172,2020-07-12,594.0,Fabric & Textile Paints
173,2020-07-13,518.0,Fabric & Textile Paints
174,2020-07-14,653.0,Fabric & Textile Paints
175,2020-07-15,653.0,Fabric & Textile Paints
176,2020-07-16,771.0,Fabric & Textile Paints
177,2020-07-17,692.0,Fabric & Textile Paints
178,2020-07-18,692.0,Fabric & Textile Paints
179,2020-07-19,576.0,Fabric & Textile Paints
180,2020-07-20,638.0,Fabric & Textile Paints
181,2020-07-21,638.0,Fabric & Textile Paints
182,2020-07-22,710.0,Fabric & Textile Paints
183,2020-07-23,710.0,Fabric & Textile Paints
184,2020-07-24,710.0,Fabric & Textile Paints
185,2020-07-25,754.0,Fabric & Textile Paints
186,2020-07-26,861.0,Fabric & Textile Paints
187,2020-07-27,861.0,Fabric & Textile Paints
188,2020-07-28,869.0,Fabric & Textile Paints
189,2020-07-29,785.0,Fabric & Textile Paints
190,2020-07-30,785.0,Fabric & Textile Paints
191,2020-07-31,785.0,Fabric & Textile Paints
192,2020-08-01,1335.0,Fabric & Textile Paints
193,2020-08-02,1335.0,Fabric & Textile Paints
194,2020-08-03,990.0,Fabric & Textile Paints
195,2020-08-04,1095.0,Fabric & Textile Paints
196,2020-08-05,1095.0,Fabric & Textile Paints
197,2020-08-06,1422.0,Fabric & Textile Paints
198,2020-08-07,1422.0,Fabric & Textile Paints
199,2020-08-08,1495.0,Fabric & Textile Paints
200,2020-08-09,1495.0,Fabric & Textile Paints
201,2020-08-10,1495.0,Fabric & Textile Paints
202,2020-08-11,1390.0,Fabric & Textile Paints
203,2020-08-12,1288.0,Fabric & Textile Paints
204,2020-08-13,1495.0,Fabric & Textile Paints
205,2020-08-14,1495.0,Fabric & Textile Paints
206,2020-08-15,1331.0,Fabric & Textile Paints
207,2020-08-16,1331.0,Fabric & Textile Paints
208,2020-08-17,1331.0,Fabric & Textile Paints
209,2020-08-18,1994.0,Fabric & Textile Paints
210,2020-08-19,1994.0,Fabric & Textile Paints
211,2020-08-20,1994.0,Fabric & Textile Paints
212,2020-08-21,2299.0,Fabric & Textile Paints
213,2020-08-22,2299.0,Fabric & Textile Paints
214,2020-08-23,2299.0,Fabric & Textile Paints
215,2020-08-24,2208.0,Fabric & Textile Paints
216,2020-08-25,2208.0,Fabric & Textile Paints
217,2020-08-26,1463.0,Fabric & Textile Paints
218,2020-08-27,2005.0,Fabric & Textile Paints
219,2020-08-28,2005.0,Fabric & Textile Paints
220,2020-08-29,2005.0,Fabric & Textile Paints
221,2020-08-30,1323.0,Fabric & Textile Paints
222,2020-08-31,952.0,Fabric & Textile Paints
223,2020-09-01,952.0,Fabric & Textile Paints
224,2020-09-02,1295.0,Fabric & Textile Paints
225,2020-09-03,1295.0,Fabric & Textile Paints
226,2020-09-04,1279.0,Fabric & Textile Paints
227,2020-09-05,1279.0,Fabric & Textile Paints
228,2020-09-06,1279.0,Fabric & Textile Paints
229,2020-09-07,1204.0,Fabric & Textile Paints
230,2020-09-08,540.0,Fabric & Textile Paints
231,2020-09-09,777.0,Fabric & Textile Paints
232,2020-09-10,629.0,Fabric & Textile Paints
233,2020-09-11,735.0,Fabric & Textile Paints
234,2020-09-12,735.0,Fabric & Textile Paints
235,2020-09-13,735.0,Fabric & Textile Paints
236,2020-09-14,648.0,Fabric & Textile Paints
237,2020-09-15,648.0,Fabric & Textile Paints
238,2020-09-16,1256.0,Fabric & Textile Paints
239,2020-09-17,1256.0,Fabric & Textile Paints
240,2020-09-18,1511.0,Fabric & Textile Paints
241,2020-09-19,1511.0,Fabric & Textile Paints
242,2020-09-20,1511.0,Fabric & Textile Paints
243,2020-09-21,921.0,Fabric & Textile Paints
244,2020-09-22,921.0,Fabric & Textile Paints
245,2020-09-23,1190.0,Fabric & Textile Paints
246,2020-09-24,1321.0,Fabric & Textile Paints
247,2020-09-25,1252.0,Fabric & Textile Paints
248,2020-09-26,898.0,Fabric & Textile Paints
249,2020-09-27,1176.0,Fabric & Textile Paints
250,2020-09-28,910.0,Fabric & Textile Paints
251,2020-09-29,910.0,Fabric & Textile Paints
252,2020-09-30,1476.0,Fabric & Textile Paints
253,2020-10-01,1476.0,Fabric & Textile Paints
254,2020-10-02,1476.0,Fabric & Textile Paints
255,2020-10-03,1313.0,Fabric & Textile Paints
256,2020-10-04,1313.0,Fabric & Textile Paints
257,2020-10-05,1313.0,Fabric & Textile Paints
258,2020-10-06,1103.0,Fabric & Textile Paints
259,2020-10-07,1176.0,Fabric & Textile Paints
260,2020-10-08,1142.0,Fabric & Textile Paints
261,2020-10-09,1238.0,Fabric & Textile Paints
262,2020-10-10,1238.0,Fabric & Textile Paints
263,2020-10-11,1120.0,Fabric & Textile Paints
264,2020-10-12,988.0,Fabric & Textile Paints
265,2020-10-13,1309.0,Fabric & Textile Paints
266,2020-10-14,1515.0,Fabric & Textile Paints
267,2020-10-15,1462.0,Fabric & Textile Paints
268,2020-10-16,1462.0,Fabric & Textile Paints
269,2020-10-17,763.0,Fabric & Textile Paints
270,2020-10-18,948.0,Fabric & Textile Paints
271,2020-10-19,739.0,Fabric & Textile Paints
272,2020-10-20,739.0,Fabric & Textile Paints
273,2020-10-21,739.0,Fabric & Textile Paints
274,2020-10-22,709.0,Fabric & Textile Paints
275,2020-10-23,709.0,Fabric & Textile Paints
276,2020-10-24,727.0,Fabric & Textile Paints
277,2020-10-25,727.0,Fabric & Textile Paints
278,2020-10-26,748.0,Fabric & Textile Paints
279,2020-10-27,748.0,Fabric & Textile Paints
280,2020-10-28,748.0,Fabric & Textile Paints
281,2020-10-29,980.0,Fabric & Textile Paints
282,2020-10-30,980.0,Fabric & Textile Paints
283,2020-10-31,980.0,Fabric & Textile Paints
284,2020-11-01,980.0,Fabric & Textile Paints
285,2020-11-02,2085.0,Fabric & Textile Paints
286,2020-11-03,2085.0,Fabric & Textile Paints
287,2020-11-04,2085.0,Fabric & Textile Paints
288,2020-11-05,2405.0,Fabric & Textile Paints
289,2020-11-06,2657.0,Fabric & Textile Paints
290,2020-11-07,2657.0,Fabric & Textile Paints
291,2020-11-08,2657.0,Fabric & Textile Paints
292,2020-11-09,2347.0,Fabric & Textile Paints
293,2020-11-10,2347.0,Fabric & Textile Paints
294,2020-11-11,3259.0,Fabric & Textile Paints
295,2020-11-12,3259.0,Fabric & Textile Paints
296,2020-11-13,3259.0,Fabric & Textile Paints
297,2020-11-14,3259.0,Fabric & Textile Paints
298,2020-11-15,3814.0,Fabric & Textile Paints
299,2020-11-16,3814.0,Fabric & Textile Paints
300,2020-11-17,3814.0,Fabric & Textile Paints
301,2020-11-18,4108.0,Fabric & Textile Paints
302,2020-11-19,4108.0,Fabric & Textile Paints
303,2020-11-20,4108.0,Fabric & Textile Paints
304,2020-11-21,3302.0,Fabric & Textile Paints
305,2020-11-22,3302.0,Fabric & Textile Paints
306,2020-11-23,3302.0,Fabric & Textile Paints
307,2020-11-24,4546.0,Fabric & Textile Paints
308,2020-11-25,4546.0,Fabric & Textile Paints
309,2020-11-26,4546.0,Fabric & Textile Paints
310,2020-11-27,5478.0,Fabric & Textile Paints
311,2020-11-28,5478.0,Fabric & Textile Paints
312,2020-11-29,5478.0,Fabric & Textile Paints
313,2020-11-30,3983.0,Fabric & Textile Paints
314,2020-12-01,3983.0,Fabric & Textile Paints
315,2020-12-02,3983.0,Fabric & Textile Paints
316,2020-12-03,3784.0,Fabric & Textile Paints
317,2020-12-04,3784.0,Fabric & Textile Paints
318,2020-12-05,3784.0,Fabric & Textile Paints
319,2020-12-06,3784.0,Fabric & Textile Paints
320,2020-12-07,4688.0,Fabric & Textile Paints
321,2020-12-08,4688.0,Fabric & Textile Paints
322,2020-12-09,4688.0,Fabric & Textile Paints
323,2020-12-10,5121.0,Fabric & Textile Paints
324,2020-12-11,5121.0,Fabric & Textile Paints
325,2020-12-12,5121.0,Fabric & Textile Paints
326,2020-12-13,4181.0,Fabric & Textile Paints
327,2020-12-14,4181.0,Fabric & Textile Paints
328,2020-12-15,4237.0,Fabric & Textile Paints
329,2020-12-16,4237.0,Fabric & Textile Paints
330,2020-12-17,4237.0,Fabric & Textile Paints
331,2020-12-18,2966.0,Fabric & Textile Paints
332,2020-12-19,2966.0,Fabric & Textile Paints
333,2020-12-20,2966.0,Fabric & Textile Paints
334,2020-12-21,2224.0,Fabric & Textile Paints
335,2020-12-22,2224.0,Fabric & Textile Paints
336,2020-12-23,2224.0,Fabric & Textile Paints
337,2020-12-24,2085.0,Fabric & Textile Paints
338,2020-12-25,2085.0,Fabric & Textile Paints
339,2020-12-26,2085.0,Fabric & Textile Paints
340,2020-12-27,2085.0,Fabric & Textile Paints
341,2020-12-28,2388.0,Fabric & Textile Paints
342,2020-12-29,2388.0,Fabric & Textile Paints
343,2020-12-30,2439.0,Fabric & Textile Paints
344,2020-12-31,2439.0,Fabric & Textile Paints
345,2021-01-01,2439.0,Fabric & Textile Paints
346,2021-01-02,1905.0,Fabric & Textile Paints
347,2021-01-03,1905.0,Fabric & Textile Paints
348,2021-01-04,1905.0,Fabric & Textile Paints
349,2021-01-05,2174.0,Fabric & Textile Paints
350,2021-01-06,2174.0,Fabric & Textile Paints
351,2021-01-07,2174.0,Fabric & Textile Paints
352,2021-01-08,1802.0,Fabric & Textile Paints
353,2021-01-09,2568.0,Fabric & Textile Paints
354,2021-01-10,2568.0,Fabric & Textile Paints
355,2021-01-11,2568.0,Fabric & Textile Paints
356,2021-01-12,2568.0,Fabric & Textile Paints
357,2021-01-13,1765.0,Fabric & Textile Paints
358,2021-01-14,1765.0,Fabric & Textile Paints
359,2021-01-15,1765.0,Fabric & Textile Paints
360,2021-01-16,1846.0,Fabric & Textile Paints
361,2021-01-17,1846.0,Fabric & Textile Paints
362,2021-01-18,1846.0,Fabric & Textile Paints
363,2021-01-19,2275.0,Fabric & Textile Paints
364,2021-01-20,2275.0,Fabric & Textile Paints
365,2021-01-21,2275.0,Fabric & Textile Paints
366,2021-01-22,2275.0,Fabric & Textile Paints
367,2021-01-23,1821.0,Fabric & Textile Paints
368,2021-01-24,1821.0,Fabric & Textile Paints
369,2021-01-25,2213.0,Fabric & Textile Paints
370,2021-01-26,2822.0,Fabric & Textile Paints
371,2021-01-27,2321.0,Fabric & Textile Paints
372,2021-01-28,2406.0,Fabric & Textile Paints
373,2021-01-29,2406.0,Fabric & Textile Paints
374,2021-01-30,2406.0,Fabric & Textile Paints
375,2021-01-31,2078.0,Fabric & Textile Paints
376,2021-02-01,1929.0,Fabric & Textile Paints
377,2021-02-02,1929.0,Fabric & Textile Paints
378,2021-02-03,2512.0,Fabric & Textile Paints
379,2021-02-04,2059.0,Fabric & Textile Paints
380,2021-02-05,2059.0,Fabric & Textile Paints
381,2021-02-06,2059.0,Fabric & Textile Paints
382,2021-02-07,2297.0,Fabric & Textile Paints
383,2021-02-08,2297.0,Fabric & Textile Paints
384,2021-02-09,1676.0,Fabric & Textile Paints
385,2021-02-10,1676.0,Fabric & Textile Paints
386,2021-02-11,1676.0,Fabric & Textile Paints
387,2021-02-12,1965.0,Fabric & Textile Paints
388,2021-02-13,1965.0,Fabric & Textile Paints
389,2021-02-14,2234.0,Fabric & Textile Paints
390,2021-02-15,2145.0,Fabric & Textile Paints
391,2021-02-16,1433.0,Fabric & Textile Paints
392,2021-02-17,1433.0,Fabric & Textile Paints
393,2021-02-18,1433.0,Fabric & Textile Paints
394,2021-02-19,1028.0,Fabric & Textile Paints
395,2021-02-20,1028.0,Fabric & Textile Paints
396,2021-02-21,1071.0,Fabric & Textile Paints
397,2021-02-22,1071.0,Fabric & Textile Paints
398,2021-02-23,1071.0,Fabric & Textile Paints
399,2021-02-24,1071.0,Fabric & Textile Paints
400,2021-02-25,1602.0,Fabric & Textile Paints
401,2021-02-26,1602.0,Fabric & Textile Paints
402,2021-02-27,1602.0,Fabric & Textile Paints
403,2021-02-28,1758.0,Fabric & Textile Paints
404,2021-03-01,1758.0,Fabric & Textile Paints
405,2021-03-02,1515.0,Fabric & Textile Paints
406,2021-03-03,1515.0,Fabric & Textile Paints
407,2021-03-04,1804.0,Fabric & Textile Paints
408,2021-03-05,1510.0,Fabric & Textile Paints
409,2021-03-06,1510.0,Fabric & Textile Paints
410,2021-03-07,1510.0,Fabric & Textile Paints
411,2021-03-08,1864.0,Fabric & Textile Paints
412,2021-03-09,1864.0,Fabric & Textile Paints
413,2021-03-10,1864.0,Fabric & Textile Paints
414,2021-03-11,1598.0,Fabric & Textile Paints
415,2021-03-12,1598.0,Fabric & Textile Paints
416,2021-03-13,1763.0,Fabric & Textile Paints
417,2021-03-14,1763.0,Fabric & Textile Paints
418,2021-03-15,1763.0,Fabric & Textile Paints
419,2021-03-16,1291.0,Fabric & Textile Paints
420,2021-03-17,1291.0,Fabric & Textile Paints
421,2021-03-18,1291.0,Fabric & Textile Paints
422,2021-03-19,1629.0,Fabric & Textile Paints
423,2021-03-20,1629.0,Fabric & Textile Paints
424,2021-03-21,1470.0,Fabric & Textile Paints
425,2021-03-22,1277.0,Fabric & Textile Paints
426,2021-03-23,1392.0,Fabric & Textile Paints
427,2021-03-24,1504.0,Fabric & Textile Paints
428,2021-03-25,1504.0,Fabric & Textile Paints
429,2021-03-26,1606.0,Fabric & Textile Paints
430,2021-03-27,1606.0,Fabric & Textile Paints
431,2021-03-28,1606.0,Fabric & Textile Paints
432,2021-03-29,1468.0,Fabric & Textile Paints
433,2021-03-30,1468.0,Fabric & Textile Paints
434,2021-03-31,1468.0,Fabric & Textile Paints
435,2021-04-01,1645.0,Fabric & Textile Paints
436,2021-04-02,1645.0,Fabric & Textile Paints
437,2021-04-03,1397.0,Fabric & Textile Paints
438,2021-04-04,1397.0,Fabric & Textile Paints
439,2021-04-05,1397.0,Fabric & Textile Paints
440,2021-04-06,1397.0,Fabric & Textile Paints
441,2021-04-07,1397.0,Fabric & Textile Paints
442,2021-04-08,1276.0,Fabric & Textile Paints
443,2021-04-09,1276.0,Fabric & Textile Paints
444,2021-04-10,1328.0,Fabric & Textile Paints
445,2021-04-11,1328.0,Fabric & Textile Paints
446,2021-04-12,1328.0,Fabric & Textile Paints
447,2021-04-13,1328.0,Fabric & Textile Paints
448,2021-04-14,1434.0,Fabric & Textile Paints
449,2021-04-15,1434.0,Fabric & Textile Paints
450,2021-04-16,1345.0,Fabric & Textile Paints
451,2021-04-17,1345.0,Fabric & Textile Paints
452,2021-04-18,1345.0,Fabric & Textile Paints
453,2021-04-19,971.0,Fabric & Textile Paints
454,2021-04-20,971.0,Fabric & Textile Paints
455,2021-04-21,1222.0,Fabric & Textile Paints
456,2021-04-22,1287.0,Fabric & Textile Paints
457,2021-04-23,1287.0,Fabric & Textile Paints
458,2021-04-24,1071.0,Fabric & Textile Paints
459,2021-04-25,1071.0,Fabric & Textile Paints
460,2021-04-26,1335.0,Fabric & Textile Paints
461,2021-04-27,1335.0,Fabric & Textile Paints
462,2021-04-28,1335.0,Fabric & Textile Paints
463,2021-04-29,1451.0,Fabric & Textile Paints
464,2021-04-30,1451.0,Fabric & Textile Paints
465,2021-05-01,999.0,Fabric & Textile Paints
466,2021-05-02,999.0,Fabric & Textile Paints
467,2021-05-03,999.0,Fabric & Textile Paints
468,2021-05-04,1154.0,Fabric & Textile Paints
469,2021-05-05,1154.0,Fabric & Textile Paints
470,2021-05-06,1184.0,Fabric & Textile Paints
471,2021-05-07,1184.0,Fabric & Textile Paints
472,2021-05-08,917.0,Fabric & Textile Paints
473,2021-05-09,917.0,Fabric & Textile Paints
474,2021-05-10,1113.0,Fabric & Textile Paints
475,2021-05-11,1228.0,Fabric & Textile Paints
476,2021-05-12,866.0,Fabric & Textile Paints
477,2021-05-13,874.0,Fabric & Textile Paints
478,2021-05-14,874.0,Fabric & Textile Paints
479,2021-05-15,779.0,Fabric & Textile Paints
480,2021-05-16,877.0,Fabric & Textile Paints
481,2021-05-17,877.0,Fabric & Textile Paints
482,2021-05-18,877.0,Fabric & Textile Paints
483,2021-05-19,974.0,Fabric & Textile Paints
484,2021-05-20,974.0,Fabric & Textile Paints
485,2021-05-21,1298.0,Fabric & Textile Paints
486,2021-05-22,1298.0,Fabric & Textile Paints
487,2021-05-23,1178.0,Fabric & Textile Paints
488,2021-05-24,1551.0,Fabric & Textile Paints
489,2021-05-25,1551.0,Fabric & Textile Paints
490,2021-05-26,1085.0,Fabric & Textile Paints
491,2021-05-27,1085.0,Fabric & Textile Paints
492,2021-05-28,998.0,Fabric & Textile Paints
493,2021-05-29,998.0,Fabric & Textile Paints
494,2021-05-30,998.0,Fabric & Textile Paints
495,2021-05-31,1618.0,Fabric & Textile Paints
496,2021-06-01,1618.0,Fabric & Textile Paints
497,2021-06-02,1618.0,Fabric & Textile Paints
498,2021-06-03,1618.0,Fabric & Textile Paints
499,2021-06-04,1086.0,Fabric & Textile Paints
500,2021-06-05,1086.0,Fabric & Textile Paints
501,2021-06-06,1617.0,Fabric & Textile Paints
502,2021-06-07,1617.0,Fabric & Textile Paints
503,2021-06-08,1617.0,Fabric & Textile Paints
504,2021-06-09,1727.0,Fabric & Textile Paints
505,2021-06-10,1727.0,Fabric & Textile Paints
506,2021-06-11,1727.0,Fabric & Textile Paints
507,2021-06-12,1280.0,Fabric & Textile Paints
508,2021-06-13,1280.0,Fabric & Textile Paints
509,2021-06-14,1097.0,Fabric & Textile Paints
510,2021-06-15,895.0,Fabric & Textile Paints
511,2021-06-16,895.0,Fabric & Textile Paints
512,2021-06-17,883.0,Fabric & Textile Paints
513,2021-06-18,883.0,Fabric & Textile Paints
514,2021-06-19,1159.0,Fabric & Textile Paints
515,2021-06-20,1159.0,Fabric & Textile Paints
516,2021-06-21,1159.0,Fabric & Textile Paints
517,2021-06-22,1741.0,Fabric & Textile Paints
518,2021-06-23,1405.0,Fabric & Textile Paints
519,2021-06-24,1405.0,Fabric & Textile Paints
520,2021-06-25,1382.0,Fabric & Textile Paints
521,2021-06-26,1382.0,Fabric & Textile Paints
522,2021-06-27,1382.0,Fabric & Textile Paints
523,2021-06-28,1259.0,Fabric & Textile Paints
524,2021-06-29,1259.0,Fabric & Textile Paints
525,2021-06-30,1240.0,Fabric & Textile Paints
526,2021-07-01,1240.0,Fabric & Textile Paints
527,2021-07-02,1240.0,Fabric & Textile Paints
528,2021-07-03,1228.0,Fabric & Textile Paints
529,2021-07-04,1228.0,Fabric & Textile Paints
530,2021-07-05,1528.0,Fabric & Textile Paints
531,2021-07-06,1528.0,Fabric & Textile Paints
532,2021-07-07,1528.0,Fabric & Textile Paints
533,2021-07-08,1708.0,Fabric & Textile Paints
534,2021-07-09,1171.0,Fabric & Textile Paints
535,2021-07-10,1240.0,Fabric & Textile Paints
