,date,value,name_B07BSHS3GN
1062,2021-06-06,13674.0,Vertical & Wall Planters
1063,2021-06-07,13674.0,Vertical & Wall Planters
1064,2021-06-08,13674.0,Vertical & Wall Planters
1065,2021-06-09,13674.0,Vertical & Wall Planters
1066,2021-06-10,6851.0,Vertical & Wall Planters
1067,2021-06-11,6851.0,Vertical & Wall Planters
1068,2021-06-12,6851.0,Vertical & Wall Planters
1069,2021-06-13,4641.0,Vertical & Wall Planters
1070,2021-06-14,4641.0,Vertical & Wall Planters
1071,2021-06-15,5086.0,Vertical & Wall Planters
1072,2021-06-16,5086.0,Vertical & Wall Planters
1073,2021-06-17,3339.0,Vertical & Wall Planters
1074,2021-06-18,3339.0,Vertical & Wall Planters
1075,2021-06-19,2896.0,Vertical & Wall Planters
1076,2021-06-20,2625.0,Vertical & Wall Planters
1077,2021-06-21,2625.0,Vertical & Wall Planters
1078,2021-06-22,3975.0,Vertical & Wall Planters
1079,2021-06-23,3975.0,Vertical & Wall Planters
1080,2021-06-24,3975.0,Vertical & Wall Planters
1081,2021-06-25,4149.0,Vertical & Wall Planters
1082,2021-06-26,4149.0,Vertical & Wall Planters
1083,2021-06-27,2819.0,Vertical & Wall Planters
1084,2021-06-28,4076.0,Vertical & Wall Planters
1085,2021-06-29,4695.0,Vertical & Wall Planters
1086,2021-06-30,7562.0,Vertical & Wall Planters
1087,2021-07-01,7562.0,Vertical & Wall Planters
1088,2021-07-02,7285.0,Vertical & Wall Planters
1089,2021-07-03,5709.0,Vertical & Wall Planters
1090,2021-07-04,5709.0,Vertical & Wall Planters
1091,2021-07-05,8654.0,Vertical & Wall Planters
1092,2021-07-06,9339.0,Vertical & Wall Planters
1093,2021-07-07,9854.0,Vertical & Wall Planters
1094,2021-07-08,12144.0,Vertical & Wall Planters
1095,2021-07-09,14245.0,Vertical & Wall Planters
1096,2021-07-10,9728.0,Vertical & Wall Planters
1097,2021-07-11,11732.0,Vertical & Wall Planters
