,date,value,name_B087RFHG9M
74,2020-07-14,6461.0,Garden Stakes
75,2020-07-15,6461.0,Garden Stakes
76,2020-07-16,7303.0,Garden Stakes
77,2020-07-17,8780.0,Garden Stakes
78,2020-07-18,8780.0,Garden Stakes
79,2020-07-19,8780.0,Garden Stakes
80,2020-07-20,11070.0,Garden Stakes
81,2020-07-21,9863.0,Garden Stakes
82,2020-07-22,9863.0,Garden Stakes
83,2020-07-23,9863.0,Garden Stakes
84,2020-07-24,11148.0,Garden Stakes
85,2020-07-25,11148.0,Garden Stakes
86,2020-07-26,11148.0,Garden Stakes
87,2020-07-27,10639.0,Garden Stakes
88,2020-07-28,10639.0,Garden Stakes
89,2020-07-29,10639.0,Garden Stakes
90,2020-07-30,13493.0,Garden Stakes
91,2020-07-31,13493.0,Garden Stakes
92,2020-08-01,13493.0,Garden Stakes
93,2020-08-02,16240.0,Garden Stakes
94,2020-08-03,16240.0,Garden Stakes
95,2020-08-04,16240.0,Garden Stakes
96,2020-08-05,16240.0,Garden Stakes
97,2020-08-06,16240.0,Garden Stakes
98,2020-08-07,16099.0,Garden Stakes
99,2020-08-08,16099.0,Garden Stakes
100,2020-08-09,16099.0,Garden Stakes
101,2020-08-10,16099.0,Garden Stakes
102,2020-08-11,18284.0,Garden Stakes
103,2020-08-12,18284.0,Garden Stakes
104,2020-08-13,18284.0,Garden Stakes
105,2020-08-14,18284.0,Garden Stakes
106,2020-08-15,14724.0,Garden Stakes
107,2020-08-16,14724.0,Garden Stakes
108,2020-08-17,12241.0,Garden Stakes
109,2020-08-18,14891.0,Garden Stakes
110,2020-08-19,14891.0,Garden Stakes
111,2020-08-20,14891.0,Garden Stakes
112,2020-08-21,14891.0,Garden Stakes
113,2020-08-22,14891.0,Garden Stakes
114,2020-08-23,14891.0,Garden Stakes
115,2020-08-24,15786.0,Garden Stakes
116,2020-08-25,15786.0,Garden Stakes
117,2020-08-26,15786.0,Garden Stakes
118,2020-08-27,17307.0,Garden Stakes
119,2020-08-28,17307.0,Garden Stakes
120,2020-08-29,17307.0,Garden Stakes
121,2020-08-30,17307.0,Garden Stakes
122,2020-08-31,17307.0,Garden Stakes
123,2020-09-01,12638.0,Garden Stakes
124,2020-09-02,12638.0,Garden Stakes
125,2020-09-03,12638.0,Garden Stakes
126,2020-09-04,12638.0,Garden Stakes
127,2020-09-05,12638.0,Garden Stakes
128,2020-09-06,12638.0,Garden Stakes
129,2020-09-07,16104.0,Garden Stakes
130,2020-09-08,16104.0,Garden Stakes
131,2020-09-09,16104.0,Garden Stakes
132,2020-09-10,16104.0,Garden Stakes
133,2020-09-11,16104.0,Garden Stakes
134,2020-09-12,15534.0,Garden Stakes
135,2020-09-13,15534.0,Garden Stakes
136,2020-09-14,15534.0,Garden Stakes
137,2020-09-15,15534.0,Garden Stakes
138,2020-09-16,14240.0,Garden Stakes
139,2020-09-17,14240.0,Garden Stakes
140,2020-09-18,14240.0,Garden Stakes
141,2020-09-19,14240.0,Garden Stakes
142,2020-09-20,14240.0,Garden Stakes
143,2020-09-21,14989.0,Garden Stakes
144,2020-09-22,14989.0,Garden Stakes
145,2020-09-23,14989.0,Garden Stakes
146,2020-09-24,15370.0,Garden Stakes
147,2020-09-25,15370.0,Garden Stakes
148,2020-09-26,15370.0,Garden Stakes
149,2020-09-27,10811.0,Garden Stakes
150,2020-09-28,10811.0,Garden Stakes
151,2020-09-29,10811.0,Garden Stakes
152,2020-09-30,20612.0,Garden Stakes
153,2020-10-01,20612.0,Garden Stakes
154,2020-10-02,13497.0,Garden Stakes
155,2020-10-03,13497.0,Garden Stakes
156,2020-10-04,13497.0,Garden Stakes
157,2020-10-05,13497.0,Garden Stakes
158,2020-10-06,13497.0,Garden Stakes
159,2020-10-07,13497.0,Garden Stakes
160,2020-10-08,15520.0,Garden Stakes
161,2020-10-09,15520.0,Garden Stakes
162,2020-10-10,15520.0,Garden Stakes
163,2020-10-11,10716.0,Garden Stakes
164,2020-10-12,10716.0,Garden Stakes
165,2020-10-13,8459.0,Garden Stakes
166,2020-10-14,8459.0,Garden Stakes
167,2020-10-15,12861.0,Garden Stakes
168,2020-10-16,12861.0,Garden Stakes
169,2020-10-17,12861.0,Garden Stakes
170,2020-10-18,12861.0,Garden Stakes
171,2020-10-19,12314.0,Garden Stakes
172,2020-10-20,12314.0,Garden Stakes
173,2020-10-21,12314.0,Garden Stakes
174,2020-10-22,13215.0,Garden Stakes
175,2020-10-23,13215.0,Garden Stakes
176,2020-10-24,13215.0,Garden Stakes
177,2020-10-25,13215.0,Garden Stakes
178,2020-10-26,13215.0,Garden Stakes
179,2020-10-27,27518.0,Garden Stakes
180,2020-10-28,27518.0,Garden Stakes
181,2020-10-29,22913.0,Garden Stakes
182,2020-10-30,22913.0,Garden Stakes
183,2020-10-31,22913.0,Garden Stakes
184,2020-11-01,22913.0,Garden Stakes
185,2020-11-02,14376.0,Garden Stakes
186,2020-11-03,14376.0,Garden Stakes
187,2020-11-04,14376.0,Garden Stakes
188,2020-11-05,14250.0,Garden Stakes
189,2020-11-06,14250.0,Garden Stakes
190,2020-11-07,14250.0,Garden Stakes
191,2020-11-08,14250.0,Garden Stakes
192,2020-11-09,7511.0,Garden Stakes
193,2020-11-10,7511.0,Garden Stakes
194,2020-11-11,10834.0,Garden Stakes
195,2020-11-12,10834.0,Garden Stakes
196,2020-11-13,10834.0,Garden Stakes
197,2020-11-14,10834.0,Garden Stakes
198,2020-11-15,10834.0,Garden Stakes
199,2020-11-16,10834.0,Garden Stakes
200,2020-11-17,10628.0,Garden Stakes
201,2020-11-18,10628.0,Garden Stakes
202,2020-11-19,10628.0,Garden Stakes
203,2020-11-20,6661.0,Garden Stakes
204,2020-11-21,6661.0,Garden Stakes
205,2020-11-22,6661.0,Garden Stakes
206,2020-11-23,3528.0,Garden Stakes
207,2020-11-24,3528.0,Garden Stakes
208,2020-11-25,5011.0,Garden Stakes
209,2020-11-26,5011.0,Garden Stakes
210,2020-11-27,5011.0,Garden Stakes
211,2020-11-28,4334.0,Garden Stakes
212,2020-11-29,2108.0,Garden Stakes
213,2020-11-30,2108.0,Garden Stakes
214,2020-12-01,5571.0,Garden Stakes
215,2020-12-02,4460.0,Garden Stakes
216,2020-12-03,4460.0,Garden Stakes
217,2020-12-04,4460.0,Garden Stakes
218,2020-12-05,1512.0,Garden Stakes
219,2020-12-06,1438.0,Garden Stakes
220,2020-12-07,1781.0,Garden Stakes
221,2020-12-08,1985.0,Garden Stakes
222,2020-12-09,1985.0,Garden Stakes
223,2020-12-10,1985.0,Garden Stakes
224,2020-12-11,2683.0,Garden Stakes
225,2020-12-12,2683.0,Garden Stakes
226,2020-12-13,2683.0,Garden Stakes
227,2020-12-14,4019.0,Garden Stakes
228,2020-12-15,5535.0,Garden Stakes
229,2020-12-16,6255.0,Garden Stakes
230,2020-12-17,6255.0,Garden Stakes
231,2020-12-18,8321.0,Garden Stakes
232,2020-12-19,8321.0,Garden Stakes
233,2020-12-20,10017.0,Garden Stakes
234,2020-12-21,8154.0,Garden Stakes
235,2020-12-22,11253.0,Garden Stakes
236,2020-12-23,11253.0,Garden Stakes
237,2020-12-24,14762.0,Garden Stakes
238,2020-12-25,18612.0,Garden Stakes
239,2020-12-26,17297.0,Garden Stakes
240,2020-12-27,16510.0,Garden Stakes
241,2020-12-28,13030.0,Garden Stakes
242,2020-12-29,10424.0,Garden Stakes
243,2020-12-30,19798.0,Garden Stakes
244,2020-12-31,13961.0,Garden Stakes
245,2021-01-01,28823.0,Garden Stakes
246,2021-01-02,37563.0,Garden Stakes
247,2021-01-03,28327.0,Garden Stakes
248,2021-01-04,33950.0,Garden Stakes
249,2021-01-05,28977.0,Garden Stakes
250,2021-01-06,28388.0,Garden Stakes
251,2021-01-07,36231.0,Garden Stakes
252,2021-01-08,23304.0,Garden Stakes
253,2021-01-09,23304.0,Garden Stakes
254,2021-01-10,23304.0,Garden Stakes
255,2021-01-11,28120.0,Garden Stakes
256,2021-01-12,28120.0,Garden Stakes
257,2021-01-13,28120.0,Garden Stakes
258,2021-01-14,18085.0,Garden Stakes
259,2021-01-15,23665.0,Garden Stakes
260,2021-01-16,23665.0,Garden Stakes
261,2021-01-17,23665.0,Garden Stakes
262,2021-01-18,27387.0,Garden Stakes
263,2021-01-19,27387.0,Garden Stakes
264,2021-01-20,27387.0,Garden Stakes
265,2021-01-21,27387.0,Garden Stakes
266,2021-01-22,23994.0,Garden Stakes
267,2021-01-23,23994.0,Garden Stakes
268,2021-01-24,23994.0,Garden Stakes
269,2021-01-25,23994.0,Garden Stakes
270,2021-01-26,23994.0,Garden Stakes
271,2021-01-27,23268.0,Garden Stakes
272,2021-01-28,23268.0,Garden Stakes
273,2021-01-29,26431.0,Garden Stakes
274,2021-01-30,26924.0,Garden Stakes
275,2021-01-31,26924.0,Garden Stakes
276,2021-02-01,15506.0,Garden Stakes
277,2021-02-02,15506.0,Garden Stakes
278,2021-02-03,22888.0,Garden Stakes
279,2021-02-04,22888.0,Garden Stakes
280,2021-02-05,22888.0,Garden Stakes
281,2021-02-06,22888.0,Garden Stakes
282,2021-02-07,22888.0,Garden Stakes
283,2021-02-08,22888.0,Garden Stakes
284,2021-02-09,33378.0,Garden Stakes
285,2021-02-10,33378.0,Garden Stakes
286,2021-02-11,33378.0,Garden Stakes
287,2021-02-12,33378.0,Garden Stakes
288,2021-02-13,33378.0,Garden Stakes
289,2021-02-14,23694.0,Garden Stakes
290,2021-02-15,23694.0,Garden Stakes
291,2021-02-16,23694.0,Garden Stakes
292,2021-02-17,23694.0,Garden Stakes
293,2021-02-18,23694.0,Garden Stakes
294,2021-02-19,23694.0,Garden Stakes
295,2021-02-20,41945.0,Garden Stakes
296,2021-02-21,41945.0,Garden Stakes
297,2021-02-22,41945.0,Garden Stakes
298,2021-02-23,41945.0,Garden Stakes
299,2021-02-24,41945.0,Garden Stakes
300,2021-02-25,38899.0,Garden Stakes
301,2021-02-26,38899.0,Garden Stakes
302,2021-02-27,38899.0,Garden Stakes
303,2021-02-28,38899.0,Garden Stakes
304,2021-03-01,38899.0,Garden Stakes
305,2021-03-02,38899.0,Garden Stakes
306,2021-03-03,30687.0,Garden Stakes
307,2021-03-04,30687.0,Garden Stakes
308,2021-03-05,30687.0,Garden Stakes
309,2021-03-06,30687.0,Garden Stakes
310,2021-03-07,30687.0,Garden Stakes
311,2021-03-08,13437.0,Garden Stakes
312,2021-03-09,13437.0,Garden Stakes
313,2021-03-10,13437.0,Garden Stakes
314,2021-03-11,13437.0,Garden Stakes
315,2021-03-12,11363.0,Garden Stakes
316,2021-03-13,11363.0,Garden Stakes
317,2021-03-14,11363.0,Garden Stakes
318,2021-03-15,14597.0,Garden Stakes
319,2021-03-16,20148.0,Garden Stakes
320,2021-03-17,20148.0,Garden Stakes
321,2021-03-18,20148.0,Garden Stakes
322,2021-03-19,20148.0,Garden Stakes
323,2021-03-20,20148.0,Garden Stakes
324,2021-03-21,9285.0,Garden Stakes
325,2021-03-22,9285.0,Garden Stakes
326,2021-03-23,9920.0,Garden Stakes
327,2021-03-24,12272.0,Garden Stakes
328,2021-03-25,14761.0,Garden Stakes
329,2021-03-26,14761.0,Garden Stakes
330,2021-03-27,14761.0,Garden Stakes
331,2021-03-28,9536.0,Garden Stakes
332,2021-03-29,9536.0,Garden Stakes
333,2021-03-30,9536.0,Garden Stakes
334,2021-03-31,9536.0,Garden Stakes
335,2021-04-01,9536.0,Garden Stakes
336,2021-04-02,9536.0,Garden Stakes
337,2021-04-03,9045.0,Garden Stakes
338,2021-04-04,9045.0,Garden Stakes
339,2021-04-05,9045.0,Garden Stakes
340,2021-04-06,9045.0,Garden Stakes
341,2021-04-07,4806.0,Garden Stakes
342,2021-04-08,6710.0,Garden Stakes
343,2021-04-09,6710.0,Garden Stakes
344,2021-04-10,5699.0,Garden Stakes
345,2021-04-11,5699.0,Garden Stakes
346,2021-04-12,5484.0,Garden Stakes
347,2021-04-13,5484.0,Garden Stakes
348,2021-04-14,10316.0,Garden Stakes
349,2021-04-15,7917.0,Garden Stakes
350,2021-04-16,5735.0,Garden Stakes
351,2021-04-17,5735.0,Garden Stakes
352,2021-04-18,5735.0,Garden Stakes
353,2021-04-19,3687.0,Garden Stakes
354,2021-04-20,3687.0,Garden Stakes
355,2021-04-21,3687.0,Garden Stakes
356,2021-04-22,3687.0,Garden Stakes
357,2021-04-23,3687.0,Garden Stakes
358,2021-04-24,10261.0,Garden Stakes
359,2021-04-25,10261.0,Garden Stakes
360,2021-04-26,8298.0,Garden Stakes
361,2021-04-27,8298.0,Garden Stakes
362,2021-04-28,8298.0,Garden Stakes
363,2021-04-29,8298.0,Garden Stakes
364,2021-04-30,8298.0,Garden Stakes
365,2021-05-01,9111.0,Garden Stakes
366,2021-05-02,9111.0,Garden Stakes
367,2021-05-03,9111.0,Garden Stakes
368,2021-05-04,8126.0,Garden Stakes
369,2021-05-05,11170.0,Garden Stakes
370,2021-05-06,11170.0,Garden Stakes
371,2021-05-07,11170.0,Garden Stakes
372,2021-05-08,12036.0,Garden Stakes
373,2021-05-09,12036.0,Garden Stakes
374,2021-05-10,7835.0,Garden Stakes
375,2021-05-11,11644.0,Garden Stakes
376,2021-05-12,13641.0,Garden Stakes
377,2021-05-13,13641.0,Garden Stakes
378,2021-05-14,9870.0,Garden Stakes
379,2021-05-15,9870.0,Garden Stakes
380,2021-05-16,9870.0,Garden Stakes
381,2021-05-17,7111.0,Garden Stakes
382,2021-05-18,7111.0,Garden Stakes
383,2021-05-19,7313.0,Garden Stakes
384,2021-05-20,8751.0,Garden Stakes
385,2021-05-21,9655.0,Garden Stakes
386,2021-05-22,9655.0,Garden Stakes
387,2021-05-23,9655.0,Garden Stakes
388,2021-05-24,9655.0,Garden Stakes
389,2021-05-25,9655.0,Garden Stakes
390,2021-05-26,12083.0,Garden Stakes
391,2021-05-27,12083.0,Garden Stakes
392,2021-05-28,12083.0,Garden Stakes
393,2021-05-29,12083.0,Garden Stakes
394,2021-05-30,10770.0,Garden Stakes
395,2021-05-31,10488.0,Garden Stakes
396,2021-06-01,10488.0,Garden Stakes
397,2021-06-02,10488.0,Garden Stakes
398,2021-06-03,8153.0,Garden Stakes
399,2021-06-04,8153.0,Garden Stakes
400,2021-06-05,10677.0,Garden Stakes
401,2021-06-06,10677.0,Garden Stakes
402,2021-06-07,11504.0,Garden Stakes
403,2021-06-08,11504.0,Garden Stakes
404,2021-06-09,10372.0,Garden Stakes
405,2021-06-10,18131.0,Garden Stakes
406,2021-06-11,28150.0,Garden Stakes
407,2021-06-12,28150.0,Garden Stakes
408,2021-06-13,28150.0,Garden Stakes
409,2021-06-14,28150.0,Garden Stakes
410,2021-06-15,28150.0,Garden Stakes
411,2021-06-16,17421.0,Garden Stakes
412,2021-06-17,17421.0,Garden Stakes
413,2021-06-18,17421.0,Garden Stakes
414,2021-06-19,17540.0,Garden Stakes
415,2021-06-20,12826.0,Garden Stakes
416,2021-06-21,12826.0,Garden Stakes
417,2021-06-22,23173.0,Garden Stakes
418,2021-06-23,23173.0,Garden Stakes
419,2021-06-24,16322.0,Garden Stakes
420,2021-06-25,16322.0,Garden Stakes
421,2021-06-26,11325.0,Garden Stakes
422,2021-06-27,11325.0,Garden Stakes
423,2021-06-28,11325.0,Garden Stakes
424,2021-06-29,12630.0,Garden Stakes
425,2021-06-30,12630.0,Garden Stakes
426,2021-07-01,12630.0,Garden Stakes
427,2021-07-02,10477.0,Garden Stakes
428,2021-07-03,10477.0,Garden Stakes
429,2021-07-04,10477.0,Garden Stakes
430,2021-07-05,12745.0,Garden Stakes
431,2021-07-06,12745.0,Garden Stakes
432,2021-07-07,12745.0,Garden Stakes
433,2021-07-08,10536.0,Garden Stakes
434,2021-07-09,15138.0,Garden Stakes
435,2021-07-10,15623.0,Garden Stakes
436,2021-07-11,12041.0,Garden Stakes
