,date,value,name_B07PRWM7P8
134,2019-08-03,26169.0,Quilt Sets
135,2019-08-04,32660.0,Quilt Sets
136,2019-08-05,32660.0,Quilt Sets
137,2019-08-06,27825.0,Quilt Sets
138,2019-08-07,24119.0,Quilt Sets
139,2019-08-08,23254.0,Quilt Sets
140,2019-08-09,28308.0,Quilt Sets
141,2019-08-10,28540.0,Quilt Sets
142,2019-08-11,28028.0,Quilt Sets
143,2019-08-12,37115.0,Quilt Sets
144,2019-08-13,26401.0,Quilt Sets
145,2019-08-14,26401.0,Quilt Sets
146,2019-08-15,33240.0,Quilt Sets
147,2019-08-16,27281.0,Quilt Sets
148,2019-08-17,32813.0,Quilt Sets
149,2019-08-18,36548.0,Quilt Sets
150,2019-08-19,34002.0,Quilt Sets
151,2019-08-20,34002.0,Quilt Sets
152,2019-08-21,27708.0,Quilt Sets
153,2019-08-22,35875.0,Quilt Sets
154,2019-08-23,33625.0,Quilt Sets
155,2019-08-24,27738.0,Quilt Sets
156,2019-08-25,24886.0,Quilt Sets
157,2019-08-26,31651.0,Quilt Sets
158,2019-08-27,38617.0,Quilt Sets
159,2019-08-28,34175.0,Quilt Sets
160,2019-08-29,35838.0,Quilt Sets
161,2019-08-30,39208.0,Quilt Sets
162,2019-08-31,24964.0,Quilt Sets
163,2019-09-01,38408.0,Quilt Sets
164,2019-09-02,41798.0,Quilt Sets
165,2019-09-03,28283.0,Quilt Sets
166,2019-09-04,38149.0,Quilt Sets
167,2019-09-05,48042.0,Quilt Sets
168,2019-09-06,44383.0,Quilt Sets
169,2019-09-07,59373.0,Quilt Sets
170,2019-09-08,59373.0,Quilt Sets
171,2019-09-09,59373.0,Quilt Sets
172,2019-09-10,32675.0,Quilt Sets
173,2019-09-11,42800.0,Quilt Sets
174,2019-09-12,51425.0,Quilt Sets
175,2019-09-13,51425.0,Quilt Sets
176,2019-09-14,36065.0,Quilt Sets
177,2019-09-15,36737.0,Quilt Sets
178,2019-09-16,33618.0,Quilt Sets
179,2019-09-17,29479.0,Quilt Sets
180,2019-09-18,37086.0,Quilt Sets
181,2019-09-19,32722.0,Quilt Sets
182,2019-09-20,31496.0,Quilt Sets
183,2019-09-21,39929.0,Quilt Sets
184,2019-09-22,43447.0,Quilt Sets
185,2019-09-23,33389.0,Quilt Sets
186,2019-09-24,50282.0,Quilt Sets
187,2019-09-25,50282.0,Quilt Sets
188,2019-09-26,31050.0,Quilt Sets
189,2019-09-27,53898.0,Quilt Sets
190,2019-09-28,53898.0,Quilt Sets
191,2019-09-29,53898.0,Quilt Sets
192,2019-09-30,64315.0,Quilt Sets
193,2019-10-01,64315.0,Quilt Sets
194,2019-10-02,48132.0,Quilt Sets
195,2019-10-03,37200.0,Quilt Sets
196,2019-10-04,58532.0,Quilt Sets
197,2019-10-05,58532.0,Quilt Sets
198,2019-10-06,58532.0,Quilt Sets
199,2019-10-07,58028.0,Quilt Sets
200,2019-10-08,52770.0,Quilt Sets
201,2019-10-09,52770.0,Quilt Sets
202,2019-10-10,41088.0,Quilt Sets
203,2019-10-11,41088.0,Quilt Sets
204,2019-10-12,43547.0,Quilt Sets
205,2019-10-13,47944.0,Quilt Sets
206,2019-10-14,54863.0,Quilt Sets
207,2019-10-15,51817.0,Quilt Sets
208,2019-10-16,53512.0,Quilt Sets
209,2019-10-17,53512.0,Quilt Sets
210,2019-10-18,51008.0,Quilt Sets
211,2019-10-19,51008.0,Quilt Sets
212,2019-10-20,63592.0,Quilt Sets
213,2019-10-21,58533.0,Quilt Sets
214,2019-10-22,71733.0,Quilt Sets
215,2019-10-23,71733.0,Quilt Sets
216,2019-10-24,50413.0,Quilt Sets
217,2019-10-25,49635.0,Quilt Sets
218,2019-10-26,57493.0,Quilt Sets
219,2019-10-27,45312.0,Quilt Sets
220,2019-10-28,45312.0,Quilt Sets
221,2019-10-29,64257.0,Quilt Sets
222,2019-10-30,57371.0,Quilt Sets
223,2019-10-31,57371.0,Quilt Sets
224,2019-11-01,42194.0,Quilt Sets
225,2019-11-02,45777.0,Quilt Sets
226,2019-11-03,61697.0,Quilt Sets
227,2019-11-04,61697.0,Quilt Sets
228,2019-11-05,48339.0,Quilt Sets
229,2019-11-06,64143.0,Quilt Sets
230,2019-11-07,65090.0,Quilt Sets
231,2019-11-08,62527.0,Quilt Sets
232,2019-11-09,62527.0,Quilt Sets
233,2019-11-10,69857.0,Quilt Sets
234,2019-11-11,69857.0,Quilt Sets
235,2019-11-12,69857.0,Quilt Sets
236,2019-11-13,49667.0,Quilt Sets
237,2019-11-14,49667.0,Quilt Sets
238,2019-11-15,49667.0,Quilt Sets
239,2019-11-16,49667.0,Quilt Sets
240,2019-11-17,61279.0,Quilt Sets
241,2019-11-18,74454.0,Quilt Sets
242,2019-11-19,74070.0,Quilt Sets
243,2019-11-20,74070.0,Quilt Sets
244,2019-11-21,49035.0,Quilt Sets
245,2019-11-22,49035.0,Quilt Sets
246,2019-11-23,85456.0,Quilt Sets
247,2019-11-24,85456.0,Quilt Sets
248,2019-11-25,85456.0,Quilt Sets
249,2019-11-26,131753.0,Quilt Sets
250,2019-11-27,131753.0,Quilt Sets
251,2019-11-28,131753.0,Quilt Sets
252,2019-11-29,108497.0,Quilt Sets
253,2019-11-30,68229.0,Quilt Sets
254,2019-12-01,68229.0,Quilt Sets
255,2019-12-02,54133.0,Quilt Sets
256,2019-12-03,54133.0,Quilt Sets
257,2019-12-04,54133.0,Quilt Sets
258,2019-12-05,54133.0,Quilt Sets
259,2019-12-06,54133.0,Quilt Sets
260,2019-12-07,54133.0,Quilt Sets
261,2019-12-08,113624.0,Quilt Sets
262,2019-12-09,113624.0,Quilt Sets
263,2019-12-10,74044.0,Quilt Sets
264,2019-12-11,74044.0,Quilt Sets
265,2019-12-12,99806.0,Quilt Sets
266,2019-12-13,99806.0,Quilt Sets
267,2019-12-14,99806.0,Quilt Sets
268,2019-12-15,99806.0,Quilt Sets
269,2019-12-16,68515.0,Quilt Sets
270,2019-12-17,68515.0,Quilt Sets
271,2019-12-18,68515.0,Quilt Sets
272,2019-12-19,68515.0,Quilt Sets
273,2019-12-20,77482.0,Quilt Sets
274,2019-12-21,77482.0,Quilt Sets
275,2019-12-22,77482.0,Quilt Sets
276,2019-12-23,81436.0,Quilt Sets
277,2019-12-24,81436.0,Quilt Sets
278,2019-12-25,81436.0,Quilt Sets
279,2019-12-26,70956.0,Quilt Sets
280,2019-12-27,70956.0,Quilt Sets
281,2019-12-28,70956.0,Quilt Sets
282,2019-12-29,70956.0,Quilt Sets
283,2019-12-30,70956.0,Quilt Sets
284,2019-12-31,70956.0,Quilt Sets
285,2020-01-01,44683.0,Quilt Sets
286,2020-01-02,44683.0,Quilt Sets
287,2020-01-03,44683.0,Quilt Sets
288,2020-01-04,44683.0,Quilt Sets
289,2020-01-05,44464.0,Quilt Sets
290,2020-01-06,36766.0,Quilt Sets
291,2020-01-07,46118.0,Quilt Sets
292,2020-01-08,46118.0,Quilt Sets
293,2020-01-09,57308.0,Quilt Sets
294,2020-01-10,52410.0,Quilt Sets
295,2020-01-11,52410.0,Quilt Sets
296,2020-01-12,110249.0,Quilt Sets
297,2020-01-13,110249.0,Quilt Sets
298,2020-01-14,77233.0,Quilt Sets
299,2020-01-15,77233.0,Quilt Sets
300,2020-01-16,77233.0,Quilt Sets
301,2020-01-17,77233.0,Quilt Sets
302,2020-01-18,40056.0,Quilt Sets
303,2020-01-19,40056.0,Quilt Sets
304,2020-01-20,40056.0,Quilt Sets
305,2020-01-21,69118.0,Quilt Sets
306,2020-01-22,69118.0,Quilt Sets
307,2020-01-23,54540.0,Quilt Sets
308,2020-01-24,54540.0,Quilt Sets
309,2020-01-25,54540.0,Quilt Sets
310,2020-01-26,59237.0,Quilt Sets
311,2020-01-27,59237.0,Quilt Sets
312,2020-01-28,59237.0,Quilt Sets
313,2020-01-29,59237.0,Quilt Sets
314,2020-01-30,59237.0,Quilt Sets
315,2020-01-31,59237.0,Quilt Sets
316,2020-02-01,54612.0,Quilt Sets
317,2020-02-02,54612.0,Quilt Sets
318,2020-02-03,54612.0,Quilt Sets
319,2020-02-04,42325.0,Quilt Sets
320,2020-02-05,58480.0,Quilt Sets
321,2020-02-06,78152.0,Quilt Sets
322,2020-02-07,60836.0,Quilt Sets
323,2020-02-08,60836.0,Quilt Sets
324,2020-02-09,29500.0,Quilt Sets
325,2020-02-10,29500.0,Quilt Sets
326,2020-02-11,43753.0,Quilt Sets
327,2020-02-12,43753.0,Quilt Sets
328,2020-02-13,63579.0,Quilt Sets
329,2020-02-14,63579.0,Quilt Sets
330,2020-02-15,63579.0,Quilt Sets
331,2020-02-16,31308.0,Quilt Sets
332,2020-02-17,31308.0,Quilt Sets
333,2020-02-18,31308.0,Quilt Sets
334,2020-02-19,31308.0,Quilt Sets
335,2020-02-20,31308.0,Quilt Sets
336,2020-02-21,42419.0,Quilt Sets
337,2020-02-22,42419.0,Quilt Sets
338,2020-02-23,42419.0,Quilt Sets
339,2020-02-24,16811.0,Quilt Sets
340,2020-02-25,16811.0,Quilt Sets
341,2020-02-26,16811.0,Quilt Sets
342,2020-02-27,16811.0,Quilt Sets
343,2020-02-28,16811.0,Quilt Sets
344,2020-02-29,15485.0,Quilt Sets
345,2020-03-01,15485.0,Quilt Sets
346,2020-03-02,15485.0,Quilt Sets
347,2020-03-03,15485.0,Quilt Sets
348,2020-03-04,15485.0,Quilt Sets
349,2020-03-05,9313.0,Quilt Sets
350,2020-03-06,10800.0,Quilt Sets
351,2020-03-07,10800.0,Quilt Sets
352,2020-03-08,10800.0,Quilt Sets
353,2020-03-09,11352.0,Quilt Sets
354,2020-03-10,11352.0,Quilt Sets
355,2020-03-11,11352.0,Quilt Sets
356,2020-03-12,11352.0,Quilt Sets
357,2020-03-13,11352.0,Quilt Sets
358,2020-03-14,17122.0,Quilt Sets
359,2020-03-15,17122.0,Quilt Sets
360,2020-03-16,17122.0,Quilt Sets
361,2020-03-17,20425.0,Quilt Sets
362,2020-03-18,20425.0,Quilt Sets
363,2020-03-19,20425.0,Quilt Sets
364,2020-03-20,20425.0,Quilt Sets
365,2020-03-21,30459.0,Quilt Sets
366,2020-03-22,30459.0,Quilt Sets
367,2020-03-23,30459.0,Quilt Sets
368,2020-03-24,30459.0,Quilt Sets
369,2020-03-25,30459.0,Quilt Sets
370,2020-03-26,30459.0,Quilt Sets
371,2020-03-27,22565.0,Quilt Sets
372,2020-03-28,30089.0,Quilt Sets
373,2020-03-29,32875.0,Quilt Sets
374,2020-03-30,26728.0,Quilt Sets
375,2020-03-31,34960.0,Quilt Sets
376,2020-04-01,29799.0,Quilt Sets
377,2020-04-02,29799.0,Quilt Sets
378,2020-04-03,29799.0,Quilt Sets
379,2020-04-04,29799.0,Quilt Sets
380,2020-04-05,29799.0,Quilt Sets
381,2020-04-06,29799.0,Quilt Sets
382,2020-04-07,29799.0,Quilt Sets
383,2020-04-08,29799.0,Quilt Sets
384,2020-04-09,29799.0,Quilt Sets
385,2020-04-10,33697.0,Quilt Sets
386,2020-04-11,33697.0,Quilt Sets
387,2020-04-12,33697.0,Quilt Sets
388,2020-04-13,33697.0,Quilt Sets
389,2020-04-14,33697.0,Quilt Sets
390,2020-04-15,37054.0,Quilt Sets
391,2020-04-16,37054.0,Quilt Sets
392,2020-04-17,35759.0,Quilt Sets
393,2020-04-18,35759.0,Quilt Sets
394,2020-04-19,22811.0,Quilt Sets
395,2020-04-20,22811.0,Quilt Sets
396,2020-04-21,22811.0,Quilt Sets
397,2020-04-22,22811.0,Quilt Sets
398,2020-04-23,18201.0,Quilt Sets
399,2020-04-24,18201.0,Quilt Sets
400,2020-04-25,18201.0,Quilt Sets
401,2020-04-26,18201.0,Quilt Sets
402,2020-04-27,22640.0,Quilt Sets
403,2020-04-28,22640.0,Quilt Sets
404,2020-04-29,22640.0,Quilt Sets
405,2020-04-30,22640.0,Quilt Sets
406,2020-05-01,17206.0,Quilt Sets
407,2020-05-02,17206.0,Quilt Sets
408,2020-05-03,17206.0,Quilt Sets
409,2020-05-04,17206.0,Quilt Sets
410,2020-05-05,18774.0,Quilt Sets
411,2020-05-06,18774.0,Quilt Sets
412,2020-05-07,18774.0,Quilt Sets
413,2020-05-08,17893.0,Quilt Sets
414,2020-05-09,17893.0,Quilt Sets
415,2020-05-10,17893.0,Quilt Sets
416,2020-05-11,17893.0,Quilt Sets
417,2020-05-12,17893.0,Quilt Sets
418,2020-05-13,13288.0,Quilt Sets
419,2020-05-14,13288.0,Quilt Sets
420,2020-05-15,13288.0,Quilt Sets
421,2020-05-16,13288.0,Quilt Sets
422,2020-05-17,13288.0,Quilt Sets
423,2020-05-18,13640.0,Quilt Sets
424,2020-05-19,13640.0,Quilt Sets
425,2020-05-20,13640.0,Quilt Sets
426,2020-05-21,23093.0,Quilt Sets
427,2020-05-22,23093.0,Quilt Sets
428,2020-05-23,23723.0,Quilt Sets
429,2020-05-24,23723.0,Quilt Sets
430,2020-05-25,23723.0,Quilt Sets
431,2020-05-26,16659.0,Quilt Sets
432,2020-05-27,16359.0,Quilt Sets
433,2020-05-28,16359.0,Quilt Sets
434,2020-05-29,16359.0,Quilt Sets
435,2020-05-30,16359.0,Quilt Sets
436,2020-05-31,16359.0,Quilt Sets
437,2020-06-01,23395.0,Quilt Sets
438,2020-06-02,19877.0,Quilt Sets
439,2020-06-03,19186.0,Quilt Sets
440,2020-06-04,19186.0,Quilt Sets
441,2020-06-05,11478.0,Quilt Sets
442,2020-06-06,9855.0,Quilt Sets
443,2020-06-07,9855.0,Quilt Sets
444,2020-06-08,9855.0,Quilt Sets
445,2020-06-09,7125.0,Quilt Sets
446,2020-06-10,7336.0,Quilt Sets
447,2020-06-11,8310.0,Quilt Sets
448,2020-06-12,7626.0,Quilt Sets
449,2020-06-13,7688.0,Quilt Sets
450,2020-06-14,8427.0,Quilt Sets
451,2020-06-15,8427.0,Quilt Sets
452,2020-06-16,10225.0,Quilt Sets
453,2020-06-17,12423.0,Quilt Sets
454,2020-06-18,12423.0,Quilt Sets
455,2020-06-19,12423.0,Quilt Sets
456,2020-06-20,12423.0,Quilt Sets
457,2020-06-21,12423.0,Quilt Sets
458,2020-06-22,10097.0,Quilt Sets
459,2020-06-23,9299.0,Quilt Sets
460,2020-06-24,9299.0,Quilt Sets
461,2020-06-25,9299.0,Quilt Sets
462,2020-06-26,9299.0,Quilt Sets
463,2020-06-27,10056.0,Quilt Sets
464,2020-06-28,10056.0,Quilt Sets
465,2020-06-29,9088.0,Quilt Sets
466,2020-06-30,9088.0,Quilt Sets
467,2020-07-01,10523.0,Quilt Sets
468,2020-07-02,10523.0,Quilt Sets
469,2020-07-03,10523.0,Quilt Sets
470,2020-07-04,8236.0,Quilt Sets
471,2020-07-05,8236.0,Quilt Sets
472,2020-07-06,10043.0,Quilt Sets
473,2020-07-07,10043.0,Quilt Sets
474,2020-07-08,8012.0,Quilt Sets
475,2020-07-09,8012.0,Quilt Sets
476,2020-07-10,8012.0,Quilt Sets
477,2020-07-11,9672.0,Quilt Sets
478,2020-07-12,9672.0,Quilt Sets
479,2020-07-13,7825.0,Quilt Sets
480,2020-07-14,7825.0,Quilt Sets
481,2020-07-15,8988.0,Quilt Sets
482,2020-07-16,8988.0,Quilt Sets
483,2020-07-17,8988.0,Quilt Sets
484,2020-07-18,8988.0,Quilt Sets
485,2020-07-19,11632.0,Quilt Sets
486,2020-07-20,11632.0,Quilt Sets
487,2020-07-21,11632.0,Quilt Sets
488,2020-07-22,12456.0,Quilt Sets
489,2020-07-23,12456.0,Quilt Sets
490,2020-07-24,12945.0,Quilt Sets
491,2020-07-25,12945.0,Quilt Sets
492,2020-07-26,11315.0,Quilt Sets
493,2020-07-27,10242.0,Quilt Sets
494,2020-07-28,10242.0,Quilt Sets
495,2020-07-29,10242.0,Quilt Sets
496,2020-07-30,10242.0,Quilt Sets
497,2020-07-31,10501.0,Quilt Sets
498,2020-08-01,10501.0,Quilt Sets
499,2020-08-02,12156.0,Quilt Sets
500,2020-08-03,12156.0,Quilt Sets
501,2020-08-04,15176.0,Quilt Sets
502,2020-08-05,15176.0,Quilt Sets
503,2020-08-06,15938.0,Quilt Sets
504,2020-08-07,15938.0,Quilt Sets
505,2020-08-08,15938.0,Quilt Sets
506,2020-08-09,15286.0,Quilt Sets
507,2020-08-10,14961.0,Quilt Sets
508,2020-08-11,14961.0,Quilt Sets
509,2020-08-12,14961.0,Quilt Sets
510,2020-08-13,17713.0,Quilt Sets
511,2020-08-14,21514.0,Quilt Sets
512,2020-08-15,21514.0,Quilt Sets
513,2020-08-16,21514.0,Quilt Sets
514,2020-08-17,15325.0,Quilt Sets
515,2020-08-18,20455.0,Quilt Sets
516,2020-08-19,20455.0,Quilt Sets
517,2020-08-20,20455.0,Quilt Sets
518,2020-08-21,23349.0,Quilt Sets
519,2020-08-22,14576.0,Quilt Sets
520,2020-08-23,17684.0,Quilt Sets
521,2020-08-24,14508.0,Quilt Sets
522,2020-08-25,12027.0,Quilt Sets
523,2020-08-26,12027.0,Quilt Sets
524,2020-08-27,12027.0,Quilt Sets
525,2020-08-28,16726.0,Quilt Sets
526,2020-08-29,18241.0,Quilt Sets
527,2020-08-30,18241.0,Quilt Sets
528,2020-08-31,18289.0,Quilt Sets
529,2020-09-01,18289.0,Quilt Sets
530,2020-09-02,15983.0,Quilt Sets
531,2020-09-03,15983.0,Quilt Sets
532,2020-09-04,15983.0,Quilt Sets
533,2020-09-05,15983.0,Quilt Sets
534,2020-09-06,20251.0,Quilt Sets
535,2020-09-07,20251.0,Quilt Sets
536,2020-09-08,22328.0,Quilt Sets
537,2020-09-09,22328.0,Quilt Sets
538,2020-09-10,22328.0,Quilt Sets
539,2020-09-11,17447.0,Quilt Sets
540,2020-09-12,17447.0,Quilt Sets
541,2020-09-13,17447.0,Quilt Sets
542,2020-09-14,17447.0,Quilt Sets
543,2020-09-15,17447.0,Quilt Sets
544,2020-09-16,18181.0,Quilt Sets
545,2020-09-17,18181.0,Quilt Sets
546,2020-09-18,19192.0,Quilt Sets
547,2020-09-19,19192.0,Quilt Sets
548,2020-09-20,19192.0,Quilt Sets
549,2020-09-21,20164.0,Quilt Sets
550,2020-09-22,22445.0,Quilt Sets
551,2020-09-23,22445.0,Quilt Sets
552,2020-09-24,29362.0,Quilt Sets
553,2020-09-25,29564.0,Quilt Sets
554,2020-09-26,22434.0,Quilt Sets
555,2020-09-27,25950.0,Quilt Sets
556,2020-09-28,25950.0,Quilt Sets
557,2020-09-29,23000.0,Quilt Sets
558,2020-09-30,23000.0,Quilt Sets
559,2020-10-01,23000.0,Quilt Sets
560,2020-10-02,23000.0,Quilt Sets
561,2020-10-03,22286.0,Quilt Sets
562,2020-10-04,22286.0,Quilt Sets
563,2020-10-05,22286.0,Quilt Sets
564,2020-10-06,22286.0,Quilt Sets
565,2020-10-07,22286.0,Quilt Sets
566,2020-10-08,24020.0,Quilt Sets
567,2020-10-09,23967.0,Quilt Sets
568,2020-10-10,20542.0,Quilt Sets
569,2020-10-11,20542.0,Quilt Sets
570,2020-10-12,20542.0,Quilt Sets
571,2020-10-13,25754.0,Quilt Sets
572,2020-10-14,25754.0,Quilt Sets
573,2020-10-15,19087.0,Quilt Sets
574,2020-10-16,19087.0,Quilt Sets
575,2020-10-17,19087.0,Quilt Sets
576,2020-10-18,19087.0,Quilt Sets
577,2020-10-19,20971.0,Quilt Sets
578,2020-10-20,20971.0,Quilt Sets
579,2020-10-21,18734.0,Quilt Sets
580,2020-10-22,18734.0,Quilt Sets
581,2020-10-23,18734.0,Quilt Sets
582,2020-10-24,30339.0,Quilt Sets
583,2020-10-25,30339.0,Quilt Sets
584,2020-10-26,30260.0,Quilt Sets
585,2020-10-27,30260.0,Quilt Sets
586,2020-10-28,26183.0,Quilt Sets
587,2020-10-29,27184.0,Quilt Sets
588,2020-10-30,27184.0,Quilt Sets
589,2020-10-31,27184.0,Quilt Sets
590,2020-11-01,27184.0,Quilt Sets
591,2020-11-02,24260.0,Quilt Sets
592,2020-11-03,24260.0,Quilt Sets
593,2020-11-04,24260.0,Quilt Sets
594,2020-11-05,24260.0,Quilt Sets
595,2020-11-06,29747.0,Quilt Sets
596,2020-11-07,29747.0,Quilt Sets
597,2020-11-08,29747.0,Quilt Sets
598,2020-11-09,29747.0,Quilt Sets
599,2020-11-10,29747.0,Quilt Sets
600,2020-11-11,28736.0,Quilt Sets
601,2020-11-12,28736.0,Quilt Sets
602,2020-11-13,28736.0,Quilt Sets
603,2020-11-14,22931.0,Quilt Sets
604,2020-11-15,22931.0,Quilt Sets
605,2020-11-16,22931.0,Quilt Sets
606,2020-11-17,22931.0,Quilt Sets
607,2020-11-18,22931.0,Quilt Sets
608,2020-11-19,25935.0,Quilt Sets
609,2020-11-20,25935.0,Quilt Sets
610,2020-11-21,32794.0,Quilt Sets
611,2020-11-22,32794.0,Quilt Sets
612,2020-11-23,31982.0,Quilt Sets
613,2020-11-24,31982.0,Quilt Sets
614,2020-11-25,41849.0,Quilt Sets
615,2020-11-26,36639.0,Quilt Sets
616,2020-11-27,36639.0,Quilt Sets
617,2020-11-28,36639.0,Quilt Sets
618,2020-11-29,36639.0,Quilt Sets
619,2020-11-30,36639.0,Quilt Sets
620,2020-12-01,45988.0,Quilt Sets
621,2020-12-02,42397.0,Quilt Sets
622,2020-12-03,43815.0,Quilt Sets
623,2020-12-04,31887.0,Quilt Sets
624,2020-12-05,31887.0,Quilt Sets
625,2020-12-06,31887.0,Quilt Sets
626,2020-12-07,50439.0,Quilt Sets
627,2020-12-08,50439.0,Quilt Sets
628,2020-12-09,50439.0,Quilt Sets
629,2020-12-10,50439.0,Quilt Sets
630,2020-12-11,50439.0,Quilt Sets
631,2020-12-12,50439.0,Quilt Sets
632,2020-12-13,46426.0,Quilt Sets
633,2020-12-14,46426.0,Quilt Sets
