,date,value,name_B08KFQVN8T
80,2020-12-20,34305.0,Sprinklers
81,2020-12-21,34305.0,Sprinklers
82,2020-12-22,47200.0,Sprinklers
83,2020-12-23,46362.0,Sprinklers
84,2020-12-24,35599.0,Sprinklers
85,2020-12-25,24076.0,Sprinklers
86,2020-12-26,24076.0,Sprinklers
87,2020-12-27,24076.0,Sprinklers
88,2020-12-28,24076.0,Sprinklers
89,2020-12-29,20299.0,Sprinklers
90,2020-12-30,20299.0,Sprinklers
91,2020-12-31,20299.0,Sprinklers
92,2021-01-01,20299.0,Sprinklers
93,2021-01-02,44588.0,Sprinklers
94,2021-01-03,44588.0,Sprinklers
95,2021-01-04,16610.0,Sprinklers
96,2021-01-05,28840.0,Sprinklers
97,2021-01-06,28840.0,Sprinklers
98,2021-01-07,28840.0,Sprinklers
99,2021-01-08,28840.0,Sprinklers
100,2021-01-09,20699.0,Sprinklers
101,2021-01-10,20699.0,Sprinklers
102,2021-01-11,20699.0,Sprinklers
103,2021-01-12,20699.0,Sprinklers
104,2021-01-13,42562.0,Sprinklers
105,2021-01-14,42562.0,Sprinklers
106,2021-01-15,42562.0,Sprinklers
107,2021-01-16,42562.0,Sprinklers
108,2021-01-17,42562.0,Sprinklers
109,2021-01-18,20571.0,Sprinklers
110,2021-01-19,33132.0,Sprinklers
111,2021-01-20,33132.0,Sprinklers
112,2021-01-21,33132.0,Sprinklers
113,2021-01-22,33132.0,Sprinklers
114,2021-01-23,25203.0,Sprinklers
115,2021-01-24,25203.0,Sprinklers
116,2021-01-25,21961.0,Sprinklers
117,2021-01-26,21961.0,Sprinklers
118,2021-01-27,18901.0,Sprinklers
119,2021-01-28,18901.0,Sprinklers
120,2021-01-29,18901.0,Sprinklers
121,2021-01-30,18901.0,Sprinklers
122,2021-01-31,21905.0,Sprinklers
123,2021-02-01,21905.0,Sprinklers
124,2021-02-02,21905.0,Sprinklers
125,2021-02-03,13889.0,Sprinklers
126,2021-02-04,13889.0,Sprinklers
127,2021-02-05,13889.0,Sprinklers
128,2021-02-06,29790.0,Sprinklers
129,2021-02-07,29790.0,Sprinklers
130,2021-02-08,29790.0,Sprinklers
131,2021-02-09,24470.0,Sprinklers
132,2021-02-10,24470.0,Sprinklers
133,2021-02-11,24470.0,Sprinklers
134,2021-02-12,30847.0,Sprinklers
135,2021-02-13,30847.0,Sprinklers
136,2021-02-14,30847.0,Sprinklers
137,2021-02-15,30847.0,Sprinklers
138,2021-02-16,37010.0,Sprinklers
139,2021-02-17,37010.0,Sprinklers
140,2021-02-18,37010.0,Sprinklers
141,2021-02-19,48166.0,Sprinklers
142,2021-02-20,48166.0,Sprinklers
143,2021-02-21,48166.0,Sprinklers
144,2021-02-22,48166.0,Sprinklers
145,2021-02-23,48166.0,Sprinklers
146,2021-02-24,18156.0,Sprinklers
147,2021-02-25,18156.0,Sprinklers
148,2021-02-26,18156.0,Sprinklers
149,2021-02-27,17926.0,Sprinklers
150,2021-02-28,17926.0,Sprinklers
151,2021-03-01,17926.0,Sprinklers
152,2021-03-02,17926.0,Sprinklers
153,2021-03-03,14784.0,Sprinklers
154,2021-03-04,14784.0,Sprinklers
155,2021-03-05,30883.0,Sprinklers
156,2021-03-06,30883.0,Sprinklers
157,2021-03-07,30883.0,Sprinklers
158,2021-03-08,16588.0,Sprinklers
159,2021-03-09,16588.0,Sprinklers
160,2021-03-10,16588.0,Sprinklers
161,2021-03-11,13094.0,Sprinklers
162,2021-03-12,13094.0,Sprinklers
163,2021-03-13,13094.0,Sprinklers
164,2021-03-14,5705.0,Sprinklers
165,2021-03-15,5705.0,Sprinklers
166,2021-03-16,9048.0,Sprinklers
167,2021-03-17,9048.0,Sprinklers
168,2021-03-18,9048.0,Sprinklers
169,2021-03-19,11454.0,Sprinklers
170,2021-03-20,11454.0,Sprinklers
171,2021-03-21,11454.0,Sprinklers
172,2021-03-22,11454.0,Sprinklers
173,2021-03-23,11390.0,Sprinklers
174,2021-03-24,11390.0,Sprinklers
175,2021-03-25,11390.0,Sprinklers
176,2021-03-26,8550.0,Sprinklers
177,2021-03-27,8550.0,Sprinklers
178,2021-03-28,10242.0,Sprinklers
179,2021-03-29,10242.0,Sprinklers
180,2021-03-30,10242.0,Sprinklers
181,2021-03-31,6845.0,Sprinklers
182,2021-04-01,6845.0,Sprinklers
183,2021-04-02,6845.0,Sprinklers
184,2021-04-03,8234.0,Sprinklers
185,2021-04-04,8234.0,Sprinklers
186,2021-04-05,8234.0,Sprinklers
187,2021-04-06,5538.0,Sprinklers
188,2021-04-07,5538.0,Sprinklers
189,2021-04-08,4656.0,Sprinklers
190,2021-04-09,4656.0,Sprinklers
191,2021-04-10,5441.0,Sprinklers
192,2021-04-11,6918.0,Sprinklers
193,2021-04-12,6918.0,Sprinklers
194,2021-04-13,6918.0,Sprinklers
195,2021-04-14,7004.0,Sprinklers
196,2021-04-15,7004.0,Sprinklers
197,2021-04-16,7004.0,Sprinklers
198,2021-04-17,4349.0,Sprinklers
199,2021-04-18,4349.0,Sprinklers
200,2021-04-19,3902.0,Sprinklers
201,2021-04-20,3902.0,Sprinklers
202,2021-04-21,4083.0,Sprinklers
203,2021-04-22,3404.0,Sprinklers
204,2021-04-23,3404.0,Sprinklers
205,2021-04-24,6699.0,Sprinklers
206,2021-04-25,6699.0,Sprinklers
207,2021-04-26,4605.0,Sprinklers
208,2021-04-27,4605.0,Sprinklers
209,2021-04-28,3449.0,Sprinklers
210,2021-04-29,3449.0,Sprinklers
211,2021-04-30,3449.0,Sprinklers
212,2021-05-01,4460.0,Sprinklers
213,2021-05-02,4460.0,Sprinklers
214,2021-05-03,5353.0,Sprinklers
215,2021-05-04,5353.0,Sprinklers
216,2021-05-05,7534.0,Sprinklers
217,2021-05-06,7519.0,Sprinklers
218,2021-05-07,7519.0,Sprinklers
219,2021-05-08,7519.0,Sprinklers
220,2021-05-09,7591.0,Sprinklers
221,2021-05-10,7591.0,Sprinklers
222,2021-05-11,7776.0,Sprinklers
223,2021-05-12,7776.0,Sprinklers
224,2021-05-13,5043.0,Sprinklers
225,2021-05-14,5043.0,Sprinklers
226,2021-05-15,5043.0,Sprinklers
227,2021-05-16,5171.0,Sprinklers
228,2021-05-17,5171.0,Sprinklers
229,2021-05-18,3239.0,Sprinklers
230,2021-05-19,3071.0,Sprinklers
231,2021-05-20,3193.0,Sprinklers
232,2021-05-21,3193.0,Sprinklers
233,2021-05-22,3347.0,Sprinklers
234,2021-05-23,3347.0,Sprinklers
235,2021-05-24,3794.0,Sprinklers
236,2021-05-25,3794.0,Sprinklers
237,2021-05-26,4608.0,Sprinklers
238,2021-05-27,4608.0,Sprinklers
239,2021-05-28,5640.0,Sprinklers
240,2021-05-29,5640.0,Sprinklers
241,2021-05-30,5640.0,Sprinklers
242,2021-05-31,7438.0,Sprinklers
243,2021-06-01,7438.0,Sprinklers
244,2021-06-02,5388.0,Sprinklers
245,2021-06-03,5942.0,Sprinklers
246,2021-06-04,6749.0,Sprinklers
247,2021-06-05,6749.0,Sprinklers
248,2021-06-06,7011.0,Sprinklers
249,2021-06-07,7011.0,Sprinklers
250,2021-06-08,7011.0,Sprinklers
251,2021-06-09,4564.0,Sprinklers
252,2021-06-10,3470.0,Sprinklers
253,2021-06-11,3470.0,Sprinklers
254,2021-06-12,3372.0,Sprinklers
255,2021-06-13,3372.0,Sprinklers
256,2021-06-14,3005.0,Sprinklers
257,2021-06-15,2757.0,Sprinklers
258,2021-06-16,1836.0,Sprinklers
259,2021-06-17,1836.0,Sprinklers
260,2021-06-18,1980.0,Sprinklers
261,2021-06-19,2155.0,Sprinklers
262,2021-06-20,4832.0,Sprinklers
263,2021-06-21,4832.0,Sprinklers
264,2021-06-22,9478.0,Sprinklers
265,2021-06-23,9478.0,Sprinklers
266,2021-06-24,11201.0,Sprinklers
267,2021-06-25,11201.0,Sprinklers
268,2021-06-26,10197.0,Sprinklers
269,2021-06-27,10197.0,Sprinklers
270,2021-06-28,10197.0,Sprinklers
271,2021-06-29,19347.0,Sprinklers
272,2021-06-30,15430.0,Sprinklers
273,2021-07-01,15430.0,Sprinklers
274,2021-07-02,16819.0,Sprinklers
275,2021-07-03,16819.0,Sprinklers
276,2021-07-04,16819.0,Sprinklers
277,2021-07-05,20104.0,Sprinklers
278,2021-07-06,20104.0,Sprinklers
279,2021-07-07,20104.0,Sprinklers
280,2021-07-08,20311.0,Sprinklers
281,2021-07-09,20311.0,Sprinklers
282,2021-07-10,20311.0,Sprinklers
283,2021-07-11,22248.0,Sprinklers
