,date,value,name_B07ZJW9XRG
158,2020-10-30,48625.0,Bromelain
159,2020-10-31,48625.0,Bromelain
160,2020-11-01,48625.0,Bromelain
161,2020-11-02,48625.0,Bromelain
162,2020-11-03,48625.0,Bromelain
163,2020-11-04,48625.0,Bromelain
164,2020-11-05,48625.0,Bromelain
165,2020-11-06,48625.0,Bromelain
166,2020-11-07,48625.0,Bromelain
167,2020-11-08,48625.0,Bromelain
168,2020-11-09,48625.0,Bromelain
169,2020-11-10,48625.0,Bromelain
170,2020-11-11,48625.0,Bromelain
171,2020-11-12,48625.0,Bromelain
172,2020-11-13,48625.0,Bromelain
173,2020-11-14,48625.0,Bromelain
174,2020-11-15,48625.0,Bromelain
175,2020-11-16,48625.0,Bromelain
176,2020-11-17,48625.0,Bromelain
177,2020-11-18,48625.0,Bromelain
178,2020-11-19,48625.0,Bromelain
179,2020-11-20,48625.0,Bromelain
180,2020-11-21,48625.0,Bromelain
181,2020-11-22,48625.0,Bromelain
182,2020-11-23,48625.0,Bromelain
183,2020-11-24,48625.0,Bromelain
184,2020-11-25,48625.0,Bromelain
185,2020-11-26,48625.0,Bromelain
186,2020-11-27,38558.0,Bromelain
187,2020-11-28,38558.0,Bromelain
188,2020-11-29,38558.0,Bromelain
189,2020-11-30,59201.0,Bromelain
190,2020-12-01,48110.0,Bromelain
191,2020-12-02,48110.0,Bromelain
192,2020-12-03,48110.0,Bromelain
193,2020-12-04,44532.0,Bromelain
194,2020-12-05,41772.0,Bromelain
195,2020-12-06,31539.0,Bromelain
196,2020-12-07,31539.0,Bromelain
197,2020-12-08,31539.0,Bromelain
198,2020-12-09,59266.0,Bromelain
199,2020-12-10,59266.0,Bromelain
200,2020-12-11,59266.0,Bromelain
201,2020-12-12,37326.0,Bromelain
202,2020-12-13,37326.0,Bromelain
203,2020-12-14,38369.0,Bromelain
204,2020-12-15,38369.0,Bromelain
205,2020-12-16,38369.0,Bromelain
206,2020-12-17,38369.0,Bromelain
207,2020-12-18,51287.0,Bromelain
208,2020-12-19,51287.0,Bromelain
209,2020-12-20,42699.0,Bromelain
210,2020-12-21,42699.0,Bromelain
211,2020-12-22,46969.0,Bromelain
212,2020-12-23,46969.0,Bromelain
213,2020-12-24,46969.0,Bromelain
214,2020-12-25,46969.0,Bromelain
215,2020-12-26,37630.0,Bromelain
216,2020-12-27,37630.0,Bromelain
217,2020-12-28,37630.0,Bromelain
218,2020-12-29,37630.0,Bromelain
219,2020-12-30,32121.0,Bromelain
220,2020-12-31,32121.0,Bromelain
221,2021-01-01,32121.0,Bromelain
222,2021-01-02,36135.0,Bromelain
223,2021-01-03,36135.0,Bromelain
224,2021-01-04,36135.0,Bromelain
225,2021-01-05,34892.0,Bromelain
226,2021-01-06,34892.0,Bromelain
227,2021-01-07,34892.0,Bromelain
228,2021-01-08,34738.0,Bromelain
229,2021-01-09,34738.0,Bromelain
230,2021-01-10,34738.0,Bromelain
231,2021-01-11,37476.0,Bromelain
232,2021-01-12,37476.0,Bromelain
233,2021-01-13,39322.0,Bromelain
234,2021-01-14,39322.0,Bromelain
235,2021-01-15,38415.0,Bromelain
236,2021-01-16,38415.0,Bromelain
237,2021-01-17,38415.0,Bromelain
238,2021-01-18,38415.0,Bromelain
239,2021-01-19,31942.0,Bromelain
240,2021-01-20,31942.0,Bromelain
241,2021-01-21,26551.0,Bromelain
242,2021-01-22,29292.0,Bromelain
243,2021-01-23,32222.0,Bromelain
244,2021-01-24,32222.0,Bromelain
245,2021-01-25,19376.0,Bromelain
246,2021-01-26,19376.0,Bromelain
247,2021-01-27,38894.0,Bromelain
248,2021-01-28,38894.0,Bromelain
249,2021-01-29,46498.0,Bromelain
250,2021-01-30,46498.0,Bromelain
251,2021-01-31,46498.0,Bromelain
252,2021-02-01,44207.0,Bromelain
253,2021-02-02,37599.0,Bromelain
254,2021-02-03,34418.0,Bromelain
255,2021-02-04,34418.0,Bromelain
256,2021-02-05,44699.0,Bromelain
257,2021-02-06,44699.0,Bromelain
258,2021-02-07,44699.0,Bromelain
259,2021-02-08,49432.0,Bromelain
260,2021-02-09,49432.0,Bromelain
261,2021-02-10,60537.0,Bromelain
262,2021-02-11,60537.0,Bromelain
263,2021-02-12,60537.0,Bromelain
264,2021-02-13,60537.0,Bromelain
265,2021-02-14,35813.0,Bromelain
266,2021-02-15,35778.0,Bromelain
267,2021-02-16,35778.0,Bromelain
268,2021-02-17,34215.0,Bromelain
269,2021-02-18,36680.0,Bromelain
270,2021-02-19,36680.0,Bromelain
271,2021-02-20,36680.0,Bromelain
272,2021-02-21,28221.0,Bromelain
273,2021-02-22,19282.0,Bromelain
274,2021-02-23,19282.0,Bromelain
275,2021-02-24,23063.0,Bromelain
276,2021-02-25,31236.0,Bromelain
277,2021-02-26,31236.0,Bromelain
278,2021-02-27,32241.0,Bromelain
279,2021-02-28,32241.0,Bromelain
280,2021-03-01,28963.0,Bromelain
281,2021-03-02,28963.0,Bromelain
282,2021-03-03,28963.0,Bromelain
283,2021-03-04,33570.0,Bromelain
284,2021-03-05,24141.0,Bromelain
285,2021-03-06,31397.0,Bromelain
286,2021-03-07,31397.0,Bromelain
287,2021-03-08,31397.0,Bromelain
288,2021-03-09,23983.0,Bromelain
289,2021-03-10,23973.0,Bromelain
290,2021-03-11,23973.0,Bromelain
291,2021-03-12,29634.0,Bromelain
292,2021-03-13,29634.0,Bromelain
293,2021-03-14,29634.0,Bromelain
294,2021-03-15,29832.0,Bromelain
295,2021-03-16,29832.0,Bromelain
296,2021-03-17,29832.0,Bromelain
297,2021-03-18,29858.0,Bromelain
298,2021-03-19,29858.0,Bromelain
299,2021-03-20,29858.0,Bromelain
300,2021-03-21,30360.0,Bromelain
301,2021-03-22,28883.0,Bromelain
302,2021-03-23,28883.0,Bromelain
303,2021-03-24,28883.0,Bromelain
304,2021-03-25,33123.0,Bromelain
305,2021-03-26,33123.0,Bromelain
306,2021-03-27,33123.0,Bromelain
307,2021-03-28,27818.0,Bromelain
308,2021-03-29,27818.0,Bromelain
309,2021-03-30,22878.0,Bromelain
310,2021-03-31,22878.0,Bromelain
311,2021-04-01,26496.0,Bromelain
312,2021-04-02,26496.0,Bromelain
313,2021-04-03,24371.0,Bromelain
314,2021-04-04,24371.0,Bromelain
315,2021-04-05,24371.0,Bromelain
316,2021-04-06,23883.0,Bromelain
317,2021-04-07,23883.0,Bromelain
318,2021-04-08,23883.0,Bromelain
319,2021-04-09,28736.0,Bromelain
320,2021-04-10,28736.0,Bromelain
321,2021-04-11,32177.0,Bromelain
322,2021-04-12,32177.0,Bromelain
323,2021-04-13,27982.0,Bromelain
324,2021-04-14,27225.0,Bromelain
325,2021-04-15,27225.0,Bromelain
326,2021-04-16,31344.0,Bromelain
327,2021-04-17,31344.0,Bromelain
328,2021-04-18,32682.0,Bromelain
329,2021-04-19,32682.0,Bromelain
330,2021-04-20,27363.0,Bromelain
331,2021-04-21,25212.0,Bromelain
332,2021-04-22,24228.0,Bromelain
333,2021-04-23,23408.0,Bromelain
334,2021-04-24,23408.0,Bromelain
335,2021-04-25,31182.0,Bromelain
336,2021-04-26,37227.0,Bromelain
337,2021-04-27,33039.0,Bromelain
338,2021-04-28,33039.0,Bromelain
339,2021-04-29,34978.0,Bromelain
340,2021-04-30,34978.0,Bromelain
341,2021-05-01,34978.0,Bromelain
342,2021-05-02,37079.0,Bromelain
343,2021-05-03,37079.0,Bromelain
344,2021-05-04,29501.0,Bromelain
345,2021-05-05,29501.0,Bromelain
346,2021-05-06,44021.0,Bromelain
347,2021-05-07,44021.0,Bromelain
348,2021-05-08,24940.0,Bromelain
349,2021-05-09,24940.0,Bromelain
350,2021-05-10,26587.0,Bromelain
351,2021-05-11,26587.0,Bromelain
352,2021-05-12,26587.0,Bromelain
353,2021-05-13,25665.0,Bromelain
354,2021-05-14,25665.0,Bromelain
355,2021-05-15,25607.0,Bromelain
356,2021-05-16,30501.0,Bromelain
357,2021-05-17,31938.0,Bromelain
358,2021-05-18,31938.0,Bromelain
359,2021-05-19,37489.0,Bromelain
360,2021-05-20,34586.0,Bromelain
361,2021-05-21,28530.0,Bromelain
362,2021-05-22,28530.0,Bromelain
363,2021-05-23,34979.0,Bromelain
364,2021-05-24,34979.0,Bromelain
365,2021-05-25,34979.0,Bromelain
366,2021-05-26,22699.0,Bromelain
367,2021-05-27,25933.0,Bromelain
368,2021-05-28,25933.0,Bromelain
369,2021-05-29,25933.0,Bromelain
370,2021-05-30,25933.0,Bromelain
371,2021-05-31,22506.0,Bromelain
372,2021-06-01,24461.0,Bromelain
373,2021-06-02,24461.0,Bromelain
374,2021-06-03,23896.0,Bromelain
375,2021-06-04,23896.0,Bromelain
376,2021-06-05,28420.0,Bromelain
377,2021-06-06,28420.0,Bromelain
378,2021-06-07,29484.0,Bromelain
379,2021-06-08,29484.0,Bromelain
380,2021-06-09,29484.0,Bromelain
381,2021-06-10,26716.0,Bromelain
382,2021-06-11,26716.0,Bromelain
383,2021-06-12,25285.0,Bromelain
384,2021-06-13,30294.0,Bromelain
385,2021-06-14,30294.0,Bromelain
386,2021-06-15,30294.0,Bromelain
387,2021-06-16,24377.0,Bromelain
388,2021-06-17,22054.0,Bromelain
389,2021-06-18,22054.0,Bromelain
390,2021-06-19,22054.0,Bromelain
391,2021-06-20,29640.0,Bromelain
392,2021-06-21,26770.0,Bromelain
393,2021-06-22,32787.0,Bromelain
394,2021-06-23,32787.0,Bromelain
395,2021-06-24,27477.0,Bromelain
396,2021-06-25,27477.0,Bromelain
397,2021-06-26,26727.0,Bromelain
398,2021-06-27,26727.0,Bromelain
399,2021-06-28,26727.0,Bromelain
400,2021-06-29,20765.0,Bromelain
401,2021-06-30,20765.0,Bromelain
402,2021-07-01,23319.0,Bromelain
403,2021-07-02,19715.0,Bromelain
404,2021-07-03,19715.0,Bromelain
405,2021-07-04,19715.0,Bromelain
406,2021-07-05,22323.0,Bromelain
407,2021-07-06,20812.0,Bromelain
408,2021-07-07,20812.0,Bromelain
409,2021-07-08,20812.0,Bromelain
410,2021-07-09,18217.0,Bromelain
411,2021-07-10,18028.0,Bromelain
