,date,value,name_B085TLM98S
123,2020-07-27,4209.0,Pillowcases
124,2020-07-28,4140.0,Pillowcases
125,2020-07-29,4419.0,Pillowcases
126,2020-07-30,4399.0,Pillowcases
127,2020-07-31,4328.0,Pillowcases
128,2020-08-01,4486.0,Pillowcases
129,2020-08-02,4486.0,Pillowcases
130,2020-08-03,5641.0,Pillowcases
131,2020-08-04,5641.0,Pillowcases
132,2020-08-05,5034.0,Pillowcases
133,2020-08-06,5034.0,Pillowcases
134,2020-08-07,5034.0,Pillowcases
135,2020-08-08,4064.0,Pillowcases
136,2020-08-09,5477.0,Pillowcases
137,2020-08-10,5477.0,Pillowcases
138,2020-08-11,5477.0,Pillowcases
139,2020-08-12,4978.0,Pillowcases
140,2020-08-13,4978.0,Pillowcases
141,2020-08-14,4825.0,Pillowcases
142,2020-08-15,4825.0,Pillowcases
143,2020-08-16,4825.0,Pillowcases
144,2020-08-17,4407.0,Pillowcases
145,2020-08-18,6171.0,Pillowcases
146,2020-08-19,6171.0,Pillowcases
147,2020-08-20,5170.0,Pillowcases
148,2020-08-21,4293.0,Pillowcases
149,2020-08-22,4293.0,Pillowcases
150,2020-08-23,3667.0,Pillowcases
151,2020-08-24,4555.0,Pillowcases
152,2020-08-25,4298.0,Pillowcases
153,2020-08-26,3195.0,Pillowcases
154,2020-08-27,3671.0,Pillowcases
155,2020-08-28,3671.0,Pillowcases
156,2020-08-29,2045.0,Pillowcases
157,2020-08-30,2219.0,Pillowcases
158,2020-08-31,2304.0,Pillowcases
159,2020-09-01,2496.0,Pillowcases
160,2020-09-02,2416.0,Pillowcases
161,2020-09-03,2666.0,Pillowcases
162,2020-09-04,2427.0,Pillowcases
163,2020-09-05,2427.0,Pillowcases
164,2020-09-06,2368.0,Pillowcases
165,2020-09-07,2566.0,Pillowcases
166,2020-09-08,2524.0,Pillowcases
167,2020-09-09,2742.0,Pillowcases
168,2020-09-10,2443.0,Pillowcases
169,2020-09-11,2297.0,Pillowcases
170,2020-09-12,2297.0,Pillowcases
171,2020-09-13,2297.0,Pillowcases
172,2020-09-14,2513.0,Pillowcases
173,2020-09-15,2729.0,Pillowcases
174,2020-09-16,2461.0,Pillowcases
175,2020-09-17,2461.0,Pillowcases
176,2020-09-18,2692.0,Pillowcases
177,2020-09-19,2692.0,Pillowcases
178,2020-09-20,2239.0,Pillowcases
179,2020-09-21,2239.0,Pillowcases
180,2020-09-22,2424.0,Pillowcases
181,2020-09-23,2424.0,Pillowcases
182,2020-09-24,2224.0,Pillowcases
183,2020-09-25,2224.0,Pillowcases
184,2020-09-26,2638.0,Pillowcases
185,2020-09-27,2289.0,Pillowcases
186,2020-09-28,2243.0,Pillowcases
187,2020-09-29,2424.0,Pillowcases
188,2020-09-30,2424.0,Pillowcases
189,2020-10-01,2378.0,Pillowcases
190,2020-10-02,3067.0,Pillowcases
191,2020-10-03,2982.0,Pillowcases
192,2020-10-04,2405.0,Pillowcases
193,2020-10-05,2405.0,Pillowcases
194,2020-10-06,2405.0,Pillowcases
195,2020-10-07,2618.0,Pillowcases
196,2020-10-08,15054.0,Pillowcases
197,2020-10-09,3137.0,Pillowcases
198,2020-10-10,2341.0,Pillowcases
199,2020-10-11,2341.0,Pillowcases
200,2020-10-12,2444.0,Pillowcases
201,2020-10-13,2700.0,Pillowcases
202,2020-10-14,3256.0,Pillowcases
203,2020-10-15,3607.0,Pillowcases
204,2020-10-16,3388.0,Pillowcases
205,2020-10-17,3276.0,Pillowcases
206,2020-10-18,3276.0,Pillowcases
207,2020-10-19,2986.0,Pillowcases
208,2020-10-20,2381.0,Pillowcases
209,2020-10-21,2995.0,Pillowcases
210,2020-10-22,2223.0,Pillowcases
211,2020-10-23,2461.0,Pillowcases
212,2020-10-24,2461.0,Pillowcases
213,2020-10-25,2461.0,Pillowcases
214,2020-10-26,2574.0,Pillowcases
215,2020-10-27,2575.0,Pillowcases
216,2020-10-28,2433.0,Pillowcases
217,2020-10-29,2183.0,Pillowcases
218,2020-10-30,2180.0,Pillowcases
219,2020-10-31,2180.0,Pillowcases
220,2020-11-01,2227.0,Pillowcases
221,2020-11-02,2452.0,Pillowcases
222,2020-11-03,2093.0,Pillowcases
223,2020-11-04,2408.0,Pillowcases
224,2020-11-05,1991.0,Pillowcases
225,2020-11-06,1735.0,Pillowcases
226,2020-11-07,1682.0,Pillowcases
227,2020-11-08,1957.0,Pillowcases
228,2020-11-09,1813.0,Pillowcases
229,2020-11-10,1644.0,Pillowcases
230,2020-11-11,1465.0,Pillowcases
231,2020-11-12,1441.0,Pillowcases
232,2020-11-13,1610.0,Pillowcases
233,2020-11-14,1744.0,Pillowcases
234,2020-11-15,409.0,Pillowcases
235,2020-11-16,672.0,Pillowcases
236,2020-11-17,845.0,Pillowcases
237,2020-11-18,1003.0,Pillowcases
238,2020-11-19,1288.0,Pillowcases
239,2020-11-20,1131.0,Pillowcases
240,2020-11-21,1362.0,Pillowcases
241,2020-11-22,1362.0,Pillowcases
242,2020-11-23,2056.0,Pillowcases
243,2020-11-24,2056.0,Pillowcases
244,2020-11-25,1989.0,Pillowcases
245,2020-11-26,1907.0,Pillowcases
246,2020-11-27,2337.0,Pillowcases
247,2020-11-28,2444.0,Pillowcases
248,2020-11-29,2444.0,Pillowcases
249,2020-11-30,2445.0,Pillowcases
250,2020-12-01,2273.0,Pillowcases
251,2020-12-02,1496.0,Pillowcases
252,2020-12-03,1195.0,Pillowcases
253,2020-12-04,1137.0,Pillowcases
254,2020-12-05,1045.0,Pillowcases
255,2020-12-06,1040.0,Pillowcases
256,2020-12-07,899.0,Pillowcases
257,2020-12-08,825.0,Pillowcases
258,2020-12-09,799.0,Pillowcases
259,2020-12-10,837.0,Pillowcases
260,2020-12-11,863.0,Pillowcases
261,2020-12-12,863.0,Pillowcases
262,2020-12-13,692.0,Pillowcases
263,2020-12-14,673.0,Pillowcases
264,2020-12-15,472.0,Pillowcases
265,2020-12-16,435.0,Pillowcases
266,2020-12-17,435.0,Pillowcases
267,2020-12-18,508.0,Pillowcases
268,2020-12-19,519.0,Pillowcases
269,2020-12-20,658.0,Pillowcases
270,2020-12-21,705.0,Pillowcases
271,2020-12-22,984.0,Pillowcases
272,2020-12-23,1145.0,Pillowcases
273,2020-12-24,1262.0,Pillowcases
274,2020-12-25,1444.0,Pillowcases
275,2020-12-26,1219.0,Pillowcases
276,2020-12-27,1219.0,Pillowcases
277,2020-12-28,1490.0,Pillowcases
278,2020-12-29,1612.0,Pillowcases
279,2020-12-30,1568.0,Pillowcases
280,2020-12-31,1568.0,Pillowcases
281,2021-01-01,1480.0,Pillowcases
282,2021-01-02,1480.0,Pillowcases
283,2021-01-03,1480.0,Pillowcases
284,2021-01-04,1722.0,Pillowcases
285,2021-01-05,1717.0,Pillowcases
286,2021-01-06,1524.0,Pillowcases
287,2021-01-07,1289.0,Pillowcases
288,2021-01-08,1440.0,Pillowcases
289,2021-01-09,1440.0,Pillowcases
290,2021-01-10,1440.0,Pillowcases
291,2021-01-11,1324.0,Pillowcases
292,2021-01-12,1229.0,Pillowcases
293,2021-01-13,1228.0,Pillowcases
294,2021-01-14,1228.0,Pillowcases
295,2021-01-15,1194.0,Pillowcases
296,2021-01-16,1194.0,Pillowcases
297,2021-01-17,1212.0,Pillowcases
298,2021-01-18,1481.0,Pillowcases
299,2021-01-19,1266.0,Pillowcases
300,2021-01-20,1266.0,Pillowcases
301,2021-01-21,1120.0,Pillowcases
302,2021-01-22,1161.0,Pillowcases
303,2021-01-23,1161.0,Pillowcases
304,2021-01-24,1161.0,Pillowcases
305,2021-01-25,1191.0,Pillowcases
306,2021-01-26,1250.0,Pillowcases
307,2021-01-27,1336.0,Pillowcases
308,2021-01-28,1008.0,Pillowcases
309,2021-01-29,978.0,Pillowcases
310,2021-01-30,1024.0,Pillowcases
311,2021-01-31,694.0,Pillowcases
312,2021-02-01,860.0,Pillowcases
313,2021-02-02,731.0,Pillowcases
314,2021-02-03,822.0,Pillowcases
315,2021-02-04,769.0,Pillowcases
316,2021-02-05,756.0,Pillowcases
317,2021-02-06,601.0,Pillowcases
318,2021-02-07,601.0,Pillowcases
319,2021-02-08,780.0,Pillowcases
320,2021-02-09,557.0,Pillowcases
321,2021-02-10,557.0,Pillowcases
322,2021-02-11,557.0,Pillowcases
323,2021-02-12,333.0,Pillowcases
324,2021-02-13,335.0,Pillowcases
325,2021-02-14,328.0,Pillowcases
326,2021-02-15,263.0,Pillowcases
327,2021-02-16,263.0,Pillowcases
328,2021-02-17,546.0,Pillowcases
329,2021-02-18,559.0,Pillowcases
330,2021-02-19,508.0,Pillowcases
331,2021-02-20,577.0,Pillowcases
332,2021-02-21,577.0,Pillowcases
333,2021-02-22,711.0,Pillowcases
334,2021-02-23,680.0,Pillowcases
335,2021-02-24,642.0,Pillowcases
336,2021-02-25,822.0,Pillowcases
337,2021-02-26,822.0,Pillowcases
338,2021-02-27,822.0,Pillowcases
339,2021-02-28,525.0,Pillowcases
340,2021-03-01,548.0,Pillowcases
341,2021-03-02,514.0,Pillowcases
342,2021-03-03,714.0,Pillowcases
343,2021-03-04,682.0,Pillowcases
344,2021-03-05,603.0,Pillowcases
345,2021-03-06,626.0,Pillowcases
346,2021-03-07,642.0,Pillowcases
347,2021-03-08,589.0,Pillowcases
348,2021-03-09,686.0,Pillowcases
349,2021-03-10,713.0,Pillowcases
350,2021-03-11,782.0,Pillowcases
351,2021-03-12,827.0,Pillowcases
352,2021-03-13,674.0,Pillowcases
353,2021-03-14,674.0,Pillowcases
354,2021-03-15,854.0,Pillowcases
355,2021-03-16,1001.0,Pillowcases
356,2021-03-17,1167.0,Pillowcases
357,2021-03-18,1111.0,Pillowcases
358,2021-03-19,1069.0,Pillowcases
359,2021-03-20,1082.0,Pillowcases
360,2021-03-21,948.0,Pillowcases
361,2021-03-22,1032.0,Pillowcases
362,2021-03-23,948.0,Pillowcases
363,2021-03-24,888.0,Pillowcases
364,2021-03-25,988.0,Pillowcases
365,2021-03-26,1101.0,Pillowcases
366,2021-03-27,1115.0,Pillowcases
367,2021-03-28,1077.0,Pillowcases
368,2021-03-29,1101.0,Pillowcases
369,2021-03-30,1016.0,Pillowcases
370,2021-03-31,1016.0,Pillowcases
371,2021-04-01,1134.0,Pillowcases
372,2021-04-02,1157.0,Pillowcases
373,2021-04-03,1157.0,Pillowcases
374,2021-04-04,1066.0,Pillowcases
375,2021-04-05,1209.0,Pillowcases
376,2021-04-06,1284.0,Pillowcases
377,2021-04-07,1375.0,Pillowcases
378,2021-04-08,1335.0,Pillowcases
379,2021-04-09,1381.0,Pillowcases
380,2021-04-10,1381.0,Pillowcases
381,2021-04-11,1176.0,Pillowcases
382,2021-04-12,1457.0,Pillowcases
383,2021-04-13,1558.0,Pillowcases
384,2021-04-14,1359.0,Pillowcases
385,2021-04-15,1407.0,Pillowcases
386,2021-04-16,1484.0,Pillowcases
387,2021-04-17,1484.0,Pillowcases
388,2021-04-18,1777.0,Pillowcases
389,2021-04-19,1452.0,Pillowcases
390,2021-04-20,1170.0,Pillowcases
391,2021-04-21,902.0,Pillowcases
392,2021-04-22,710.0,Pillowcases
393,2021-04-23,710.0,Pillowcases
394,2021-04-24,534.0,Pillowcases
395,2021-04-25,540.0,Pillowcases
396,2021-04-26,640.0,Pillowcases
397,2021-04-27,808.0,Pillowcases
398,2021-04-28,856.0,Pillowcases
399,2021-04-29,827.0,Pillowcases
400,2021-04-30,959.0,Pillowcases
401,2021-05-01,1070.0,Pillowcases
402,2021-05-02,863.0,Pillowcases
403,2021-05-03,878.0,Pillowcases
404,2021-05-04,935.0,Pillowcases
405,2021-05-05,694.0,Pillowcases
406,2021-05-06,722.0,Pillowcases
407,2021-05-07,748.0,Pillowcases
408,2021-05-08,748.0,Pillowcases
409,2021-05-09,948.0,Pillowcases
410,2021-05-10,952.0,Pillowcases
411,2021-05-11,989.0,Pillowcases
412,2021-05-12,1023.0,Pillowcases
413,2021-05-13,1241.0,Pillowcases
414,2021-05-14,1169.0,Pillowcases
415,2021-05-15,1169.0,Pillowcases
416,2021-05-16,1601.0,Pillowcases
417,2021-05-17,1590.0,Pillowcases
418,2021-05-18,1397.0,Pillowcases
419,2021-05-19,1565.0,Pillowcases
420,2021-05-20,1530.0,Pillowcases
421,2021-05-21,1604.0,Pillowcases
422,2021-05-22,1604.0,Pillowcases
423,2021-05-23,1184.0,Pillowcases
424,2021-05-24,1713.0,Pillowcases
425,2021-05-25,1063.0,Pillowcases
426,2021-05-26,1036.0,Pillowcases
427,2021-05-27,959.0,Pillowcases
428,2021-05-28,670.0,Pillowcases
429,2021-05-29,571.0,Pillowcases
430,2021-05-30,528.0,Pillowcases
431,2021-05-31,528.0,Pillowcases
432,2021-06-01,765.0,Pillowcases
433,2021-06-02,765.0,Pillowcases
434,2021-06-03,1030.0,Pillowcases
435,2021-06-04,972.0,Pillowcases
436,2021-06-05,763.0,Pillowcases
437,2021-06-06,969.0,Pillowcases
438,2021-06-07,969.0,Pillowcases
439,2021-06-08,1341.0,Pillowcases
440,2021-06-09,1494.0,Pillowcases
441,2021-06-10,1494.0,Pillowcases
442,2021-06-11,1194.0,Pillowcases
443,2021-06-12,1194.0,Pillowcases
444,2021-06-13,1391.0,Pillowcases
445,2021-06-14,1586.0,Pillowcases
446,2021-06-15,1993.0,Pillowcases
447,2021-06-16,1993.0,Pillowcases
448,2021-06-17,2333.0,Pillowcases
449,2021-06-18,2141.0,Pillowcases
450,2021-06-19,2042.0,Pillowcases
451,2021-06-20,1956.0,Pillowcases
452,2021-06-21,2699.0,Pillowcases
453,2021-06-22,1625.0,Pillowcases
454,2021-06-23,1284.0,Pillowcases
455,2021-06-24,1242.0,Pillowcases
456,2021-06-25,1999.0,Pillowcases
457,2021-06-26,1999.0,Pillowcases
458,2021-06-27,2698.0,Pillowcases
459,2021-06-28,3954.0,Pillowcases
460,2021-06-29,4298.0,Pillowcases
461,2021-06-30,4956.0,Pillowcases
462,2021-07-01,3947.0,Pillowcases
463,2021-07-02,3904.0,Pillowcases
464,2021-07-03,4535.0,Pillowcases
465,2021-07-04,4087.0,Pillowcases
466,2021-07-05,5996.0,Pillowcases
467,2021-07-06,4954.0,Pillowcases
468,2021-07-07,4547.0,Pillowcases
469,2021-07-08,4547.0,Pillowcases
470,2021-07-09,4655.0,Pillowcases
471,2021-07-10,3650.0,Pillowcases
472,2021-07-11,4140.0,Pillowcases
