,date,value,name_B07WG6DVFW
191,2020-12-03,5734.0,Activity Cubes
192,2020-12-04,5734.0,Activity Cubes
193,2020-12-05,9063.0,Activity Cubes
194,2020-12-06,9063.0,Activity Cubes
195,2020-12-07,9063.0,Activity Cubes
196,2020-12-08,11834.0,Activity Cubes
197,2020-12-09,11834.0,Activity Cubes
198,2020-12-10,11834.0,Activity Cubes
199,2020-12-11,11834.0,Activity Cubes
200,2020-12-12,12943.0,Activity Cubes
201,2020-12-13,12943.0,Activity Cubes
202,2020-12-14,12943.0,Activity Cubes
203,2020-12-15,12614.0,Activity Cubes
204,2020-12-16,12614.0,Activity Cubes
205,2020-12-17,14939.0,Activity Cubes
206,2020-12-18,14939.0,Activity Cubes
207,2020-12-19,18650.0,Activity Cubes
208,2020-12-20,18650.0,Activity Cubes
209,2020-12-21,34795.0,Activity Cubes
210,2020-12-22,34795.0,Activity Cubes
211,2020-12-23,34795.0,Activity Cubes
212,2020-12-24,34795.0,Activity Cubes
213,2020-12-25,30587.0,Activity Cubes
214,2020-12-26,30587.0,Activity Cubes
215,2020-12-27,30587.0,Activity Cubes
216,2020-12-28,30587.0,Activity Cubes
217,2020-12-29,38805.0,Activity Cubes
218,2020-12-30,38805.0,Activity Cubes
219,2020-12-31,38805.0,Activity Cubes
220,2021-01-01,38805.0,Activity Cubes
221,2021-01-02,38805.0,Activity Cubes
222,2021-01-03,65093.0,Activity Cubes
223,2021-01-04,65093.0,Activity Cubes
224,2021-01-05,65093.0,Activity Cubes
225,2021-01-06,65093.0,Activity Cubes
226,2021-01-07,69582.0,Activity Cubes
227,2021-01-08,69582.0,Activity Cubes
228,2021-01-09,69582.0,Activity Cubes
229,2021-01-10,69582.0,Activity Cubes
230,2021-01-11,75141.0,Activity Cubes
231,2021-01-12,75141.0,Activity Cubes
232,2021-01-13,75141.0,Activity Cubes
233,2021-01-14,75141.0,Activity Cubes
234,2021-01-15,75141.0,Activity Cubes
235,2021-01-16,107380.0,Activity Cubes
236,2021-01-17,107380.0,Activity Cubes
237,2021-01-18,107380.0,Activity Cubes
238,2021-01-19,107380.0,Activity Cubes
239,2021-01-20,107380.0,Activity Cubes
240,2021-01-21,107380.0,Activity Cubes
241,2021-01-22,107380.0,Activity Cubes
242,2021-01-23,114573.0,Activity Cubes
243,2021-01-24,114573.0,Activity Cubes
244,2021-01-25,110574.0,Activity Cubes
245,2021-01-26,131490.0,Activity Cubes
246,2021-01-27,131490.0,Activity Cubes
247,2021-01-28,131490.0,Activity Cubes
248,2021-01-29,131490.0,Activity Cubes
249,2021-01-30,131490.0,Activity Cubes
250,2021-01-31,131490.0,Activity Cubes
251,2021-02-01,27416.0,Activity Cubes
252,2021-02-02,27416.0,Activity Cubes
253,2021-02-03,27416.0,Activity Cubes
254,2021-02-04,27416.0,Activity Cubes
255,2021-02-05,38279.0,Activity Cubes
256,2021-02-06,38279.0,Activity Cubes
257,2021-02-07,38279.0,Activity Cubes
258,2021-02-08,38279.0,Activity Cubes
259,2021-02-09,38279.0,Activity Cubes
260,2021-02-10,38279.0,Activity Cubes
261,2021-02-11,38279.0,Activity Cubes
262,2021-02-12,38279.0,Activity Cubes
263,2021-02-13,39718.0,Activity Cubes
264,2021-02-14,39718.0,Activity Cubes
265,2021-02-15,39718.0,Activity Cubes
266,2021-02-16,39718.0,Activity Cubes
267,2021-02-17,39718.0,Activity Cubes
268,2021-02-18,39718.0,Activity Cubes
269,2021-02-19,25636.0,Activity Cubes
270,2021-02-20,36305.0,Activity Cubes
271,2021-02-21,36305.0,Activity Cubes
272,2021-02-22,36305.0,Activity Cubes
273,2021-02-23,36305.0,Activity Cubes
274,2021-02-24,36305.0,Activity Cubes
275,2021-02-25,28522.0,Activity Cubes
276,2021-02-26,28522.0,Activity Cubes
277,2021-02-27,28522.0,Activity Cubes
278,2021-02-28,28522.0,Activity Cubes
279,2021-03-01,28522.0,Activity Cubes
280,2021-03-02,47556.0,Activity Cubes
281,2021-03-03,38207.0,Activity Cubes
282,2021-03-04,38207.0,Activity Cubes
283,2021-03-05,38207.0,Activity Cubes
284,2021-03-06,32070.0,Activity Cubes
285,2021-03-07,32070.0,Activity Cubes
286,2021-03-08,32070.0,Activity Cubes
287,2021-03-09,32070.0,Activity Cubes
288,2021-03-10,32070.0,Activity Cubes
289,2021-03-11,25238.0,Activity Cubes
290,2021-03-12,25238.0,Activity Cubes
291,2021-03-13,25238.0,Activity Cubes
292,2021-03-14,25238.0,Activity Cubes
293,2021-03-15,25238.0,Activity Cubes
294,2021-03-16,25238.0,Activity Cubes
295,2021-03-17,15790.0,Activity Cubes
296,2021-03-18,15790.0,Activity Cubes
297,2021-03-19,16715.0,Activity Cubes
298,2021-03-20,15633.0,Activity Cubes
299,2021-03-21,15633.0,Activity Cubes
300,2021-03-22,15633.0,Activity Cubes
301,2021-03-23,15633.0,Activity Cubes
302,2021-03-24,15633.0,Activity Cubes
303,2021-03-25,18107.0,Activity Cubes
304,2021-03-26,18107.0,Activity Cubes
305,2021-03-27,18107.0,Activity Cubes
306,2021-03-28,18107.0,Activity Cubes
307,2021-03-29,18107.0,Activity Cubes
308,2021-03-30,16786.0,Activity Cubes
309,2021-03-31,16786.0,Activity Cubes
310,2021-04-01,16786.0,Activity Cubes
311,2021-04-02,16786.0,Activity Cubes
312,2021-04-03,16786.0,Activity Cubes
313,2021-04-04,16786.0,Activity Cubes
314,2021-04-05,21927.0,Activity Cubes
315,2021-04-06,21927.0,Activity Cubes
316,2021-04-07,21927.0,Activity Cubes
317,2021-04-08,13074.0,Activity Cubes
318,2021-04-09,13074.0,Activity Cubes
319,2021-04-10,13074.0,Activity Cubes
320,2021-04-11,13074.0,Activity Cubes
321,2021-04-12,15206.0,Activity Cubes
322,2021-04-13,15206.0,Activity Cubes
323,2021-04-14,15206.0,Activity Cubes
324,2021-04-15,15206.0,Activity Cubes
325,2021-04-16,15206.0,Activity Cubes
326,2021-04-17,15047.0,Activity Cubes
327,2021-04-18,15047.0,Activity Cubes
328,2021-04-19,15047.0,Activity Cubes
329,2021-04-20,15449.0,Activity Cubes
330,2021-04-21,12853.0,Activity Cubes
331,2021-04-22,12853.0,Activity Cubes
332,2021-04-23,12853.0,Activity Cubes
333,2021-04-24,13839.0,Activity Cubes
334,2021-04-25,13839.0,Activity Cubes
335,2021-04-26,17918.0,Activity Cubes
336,2021-04-27,22582.0,Activity Cubes
337,2021-04-28,20868.0,Activity Cubes
338,2021-04-29,15356.0,Activity Cubes
339,2021-04-30,15356.0,Activity Cubes
340,2021-05-01,14826.0,Activity Cubes
341,2021-05-02,14826.0,Activity Cubes
342,2021-05-03,20124.0,Activity Cubes
343,2021-05-04,20124.0,Activity Cubes
344,2021-05-05,20124.0,Activity Cubes
345,2021-05-06,19959.0,Activity Cubes
346,2021-05-07,19959.0,Activity Cubes
347,2021-05-08,12983.0,Activity Cubes
348,2021-05-09,12983.0,Activity Cubes
349,2021-05-10,12983.0,Activity Cubes
350,2021-05-11,12982.0,Activity Cubes
351,2021-05-12,12982.0,Activity Cubes
352,2021-05-13,12982.0,Activity Cubes
353,2021-05-14,12982.0,Activity Cubes
354,2021-05-15,12982.0,Activity Cubes
355,2021-05-16,12982.0,Activity Cubes
356,2021-05-17,21560.0,Activity Cubes
357,2021-05-18,21560.0,Activity Cubes
358,2021-05-19,21873.0,Activity Cubes
359,2021-05-20,20965.0,Activity Cubes
360,2021-05-21,20965.0,Activity Cubes
361,2021-05-22,18246.0,Activity Cubes
362,2021-05-23,18246.0,Activity Cubes
363,2021-05-24,18246.0,Activity Cubes
364,2021-05-25,14333.0,Activity Cubes
365,2021-05-26,14333.0,Activity Cubes
366,2021-05-27,14843.0,Activity Cubes
367,2021-05-28,14843.0,Activity Cubes
368,2021-05-29,16788.0,Activity Cubes
369,2021-05-30,16788.0,Activity Cubes
370,2021-05-31,16788.0,Activity Cubes
371,2021-06-01,22729.0,Activity Cubes
372,2021-06-02,22729.0,Activity Cubes
373,2021-06-03,20751.0,Activity Cubes
374,2021-06-04,15575.0,Activity Cubes
375,2021-06-05,15575.0,Activity Cubes
376,2021-06-06,24380.0,Activity Cubes
377,2021-06-07,24380.0,Activity Cubes
378,2021-06-08,24380.0,Activity Cubes
379,2021-06-09,21807.0,Activity Cubes
380,2021-06-10,21807.0,Activity Cubes
381,2021-06-11,21807.0,Activity Cubes
382,2021-06-12,21807.0,Activity Cubes
383,2021-06-13,21807.0,Activity Cubes
384,2021-06-14,17352.0,Activity Cubes
385,2021-06-15,17352.0,Activity Cubes
386,2021-06-16,17352.0,Activity Cubes
387,2021-06-17,19768.0,Activity Cubes
388,2021-06-18,19768.0,Activity Cubes
389,2021-06-19,19768.0,Activity Cubes
390,2021-06-20,19768.0,Activity Cubes
391,2021-06-21,23677.0,Activity Cubes
392,2021-06-22,11471.0,Activity Cubes
393,2021-06-23,11471.0,Activity Cubes
394,2021-06-24,11471.0,Activity Cubes
395,2021-06-25,20580.0,Activity Cubes
396,2021-06-26,20580.0,Activity Cubes
397,2021-06-27,20580.0,Activity Cubes
398,2021-06-28,20580.0,Activity Cubes
399,2021-06-29,21687.0,Activity Cubes
400,2021-06-30,21687.0,Activity Cubes
401,2021-07-01,21687.0,Activity Cubes
402,2021-07-02,15594.0,Activity Cubes
403,2021-07-03,15594.0,Activity Cubes
404,2021-07-04,15594.0,Activity Cubes
405,2021-07-05,21915.0,Activity Cubes
406,2021-07-06,21915.0,Activity Cubes
407,2021-07-07,21118.0,Activity Cubes
408,2021-07-08,21118.0,Activity Cubes
409,2021-07-09,21118.0,Activity Cubes
410,2021-07-10,14448.0,Activity Cubes
