,date,value,name_B07ZZ7PRHD
123,2020-09-26,11693.0,LED Bulbs
124,2020-09-27,11693.0,LED Bulbs
125,2020-09-28,13630.0,LED Bulbs
126,2020-09-29,13630.0,LED Bulbs
127,2020-09-30,12831.0,LED Bulbs
128,2020-10-01,12831.0,LED Bulbs
129,2020-10-02,12831.0,LED Bulbs
130,2020-10-03,12831.0,LED Bulbs
131,2020-10-04,7946.0,LED Bulbs
132,2020-10-05,8820.0,LED Bulbs
133,2020-10-06,8820.0,LED Bulbs
134,2020-10-07,9200.0,LED Bulbs
135,2020-10-08,9200.0,LED Bulbs
136,2020-10-09,9200.0,LED Bulbs
137,2020-10-10,9200.0,LED Bulbs
138,2020-10-11,9200.0,LED Bulbs
139,2020-10-12,9200.0,LED Bulbs
140,2020-10-13,8817.0,LED Bulbs
141,2020-10-14,8817.0,LED Bulbs
142,2020-10-15,8817.0,LED Bulbs
143,2020-10-16,8110.0,LED Bulbs
144,2020-10-17,8110.0,LED Bulbs
145,2020-10-18,8110.0,LED Bulbs
146,2020-10-19,6753.0,LED Bulbs
147,2020-10-20,6753.0,LED Bulbs
148,2020-10-21,6753.0,LED Bulbs
149,2020-10-22,6753.0,LED Bulbs
150,2020-10-23,8397.0,LED Bulbs
151,2020-10-24,8397.0,LED Bulbs
152,2020-10-25,8397.0,LED Bulbs
153,2020-10-26,7892.0,LED Bulbs
154,2020-10-27,7892.0,LED Bulbs
155,2020-10-28,7892.0,LED Bulbs
156,2020-10-29,7892.0,LED Bulbs
157,2020-10-30,6313.0,LED Bulbs
158,2020-10-31,8084.0,LED Bulbs
159,2020-11-01,8084.0,LED Bulbs
160,2020-11-02,8084.0,LED Bulbs
161,2020-11-03,8084.0,LED Bulbs
162,2020-11-04,8084.0,LED Bulbs
163,2020-11-05,9123.0,LED Bulbs
164,2020-11-06,9123.0,LED Bulbs
165,2020-11-07,12256.0,LED Bulbs
166,2020-11-08,11309.0,LED Bulbs
167,2020-11-09,11309.0,LED Bulbs
168,2020-11-10,11309.0,LED Bulbs
169,2020-11-11,11309.0,LED Bulbs
170,2020-11-12,11309.0,LED Bulbs
171,2020-11-13,13245.0,LED Bulbs
172,2020-11-14,13245.0,LED Bulbs
173,2020-11-15,13245.0,LED Bulbs
174,2020-11-16,13245.0,LED Bulbs
175,2020-11-17,13245.0,LED Bulbs
176,2020-11-18,12050.0,LED Bulbs
177,2020-11-19,12050.0,LED Bulbs
178,2020-11-20,10441.0,LED Bulbs
179,2020-11-21,10441.0,LED Bulbs
180,2020-11-22,10441.0,LED Bulbs
181,2020-11-23,10441.0,LED Bulbs
182,2020-11-24,7218.0,LED Bulbs
183,2020-11-25,7218.0,LED Bulbs
184,2020-11-26,7158.0,LED Bulbs
185,2020-11-27,7158.0,LED Bulbs
186,2020-11-28,7158.0,LED Bulbs
187,2020-11-29,7158.0,LED Bulbs
188,2020-11-30,7604.0,LED Bulbs
189,2020-12-01,7604.0,LED Bulbs
190,2020-12-02,7604.0,LED Bulbs
191,2020-12-03,7129.0,LED Bulbs
192,2020-12-04,7129.0,LED Bulbs
193,2020-12-05,7635.0,LED Bulbs
194,2020-12-06,7635.0,LED Bulbs
195,2020-12-07,6888.0,LED Bulbs
196,2020-12-08,7583.0,LED Bulbs
197,2020-12-09,7317.0,LED Bulbs
198,2020-12-10,7658.0,LED Bulbs
199,2020-12-11,8298.0,LED Bulbs
200,2020-12-12,8342.0,LED Bulbs
201,2020-12-13,8085.0,LED Bulbs
202,2020-12-14,7880.0,LED Bulbs
203,2020-12-15,9498.0,LED Bulbs
204,2020-12-16,9498.0,LED Bulbs
205,2020-12-17,12686.0,LED Bulbs
206,2020-12-18,12686.0,LED Bulbs
207,2020-12-19,12686.0,LED Bulbs
208,2020-12-20,12686.0,LED Bulbs
209,2020-12-21,12686.0,LED Bulbs
210,2020-12-22,12686.0,LED Bulbs
211,2020-12-23,13121.0,LED Bulbs
212,2020-12-24,13121.0,LED Bulbs
213,2020-12-25,10575.0,LED Bulbs
214,2020-12-26,10575.0,LED Bulbs
215,2020-12-27,10575.0,LED Bulbs
216,2020-12-28,10575.0,LED Bulbs
217,2020-12-29,10575.0,LED Bulbs
218,2020-12-30,10575.0,LED Bulbs
219,2020-12-31,8408.0,LED Bulbs
220,2021-01-01,10239.0,LED Bulbs
221,2021-01-02,10239.0,LED Bulbs
222,2021-01-03,7867.0,LED Bulbs
223,2021-01-04,7867.0,LED Bulbs
224,2021-01-05,7867.0,LED Bulbs
225,2021-01-06,8772.0,LED Bulbs
226,2021-01-07,8772.0,LED Bulbs
227,2021-01-08,15078.0,LED Bulbs
228,2021-01-09,15078.0,LED Bulbs
229,2021-01-10,12676.0,LED Bulbs
230,2021-01-11,12676.0,LED Bulbs
231,2021-01-12,12676.0,LED Bulbs
232,2021-01-13,12676.0,LED Bulbs
233,2021-01-14,12676.0,LED Bulbs
234,2021-01-15,11123.0,LED Bulbs
235,2021-01-16,11123.0,LED Bulbs
236,2021-01-17,11123.0,LED Bulbs
237,2021-01-18,9896.0,LED Bulbs
238,2021-01-19,9896.0,LED Bulbs
239,2021-01-20,9896.0,LED Bulbs
240,2021-01-21,8220.0,LED Bulbs
241,2021-01-22,8220.0,LED Bulbs
242,2021-01-23,8220.0,LED Bulbs
243,2021-01-24,8220.0,LED Bulbs
244,2021-01-25,7040.0,LED Bulbs
245,2021-01-26,8366.0,LED Bulbs
246,2021-01-27,9470.0,LED Bulbs
247,2021-01-28,9470.0,LED Bulbs
248,2021-01-29,9482.0,LED Bulbs
249,2021-01-30,9693.0,LED Bulbs
250,2021-01-31,9693.0,LED Bulbs
251,2021-02-01,9693.0,LED Bulbs
252,2021-02-02,9693.0,LED Bulbs
253,2021-02-03,9235.0,LED Bulbs
254,2021-02-04,9235.0,LED Bulbs
255,2021-02-05,9235.0,LED Bulbs
256,2021-02-06,9235.0,LED Bulbs
257,2021-02-07,9235.0,LED Bulbs
258,2021-02-08,8881.0,LED Bulbs
259,2021-02-09,8881.0,LED Bulbs
260,2021-02-10,8881.0,LED Bulbs
261,2021-02-11,8881.0,LED Bulbs
262,2021-02-12,8881.0,LED Bulbs
263,2021-02-13,8186.0,LED Bulbs
264,2021-02-14,8186.0,LED Bulbs
265,2021-02-15,8186.0,LED Bulbs
266,2021-02-16,8314.0,LED Bulbs
267,2021-02-17,8314.0,LED Bulbs
268,2021-02-18,8209.0,LED Bulbs
269,2021-02-19,8529.0,LED Bulbs
270,2021-02-20,8529.0,LED Bulbs
271,2021-02-21,8529.0,LED Bulbs
272,2021-02-22,7565.0,LED Bulbs
273,2021-02-23,7565.0,LED Bulbs
274,2021-02-24,7565.0,LED Bulbs
275,2021-02-25,7565.0,LED Bulbs
276,2021-02-26,9753.0,LED Bulbs
277,2021-02-27,9753.0,LED Bulbs
278,2021-02-28,9753.0,LED Bulbs
279,2021-03-01,8937.0,LED Bulbs
280,2021-03-02,8937.0,LED Bulbs
281,2021-03-03,8937.0,LED Bulbs
282,2021-03-04,9751.0,LED Bulbs
283,2021-03-05,8118.0,LED Bulbs
284,2021-03-06,8118.0,LED Bulbs
285,2021-03-07,8118.0,LED Bulbs
286,2021-03-08,8118.0,LED Bulbs
287,2021-03-09,8434.0,LED Bulbs
288,2021-03-10,7510.0,LED Bulbs
289,2021-03-11,7510.0,LED Bulbs
290,2021-03-12,7510.0,LED Bulbs
291,2021-03-13,7510.0,LED Bulbs
292,2021-03-14,8690.0,LED Bulbs
293,2021-03-15,7310.0,LED Bulbs
294,2021-03-16,7310.0,LED Bulbs
295,2021-03-17,7310.0,LED Bulbs
296,2021-03-18,7310.0,LED Bulbs
297,2021-03-19,4844.0,LED Bulbs
298,2021-03-20,4844.0,LED Bulbs
299,2021-03-21,4194.0,LED Bulbs
300,2021-03-22,4194.0,LED Bulbs
301,2021-03-23,4194.0,LED Bulbs
302,2021-03-24,4194.0,LED Bulbs
303,2021-03-25,5636.0,LED Bulbs
304,2021-03-26,6915.0,LED Bulbs
305,2021-03-27,6915.0,LED Bulbs
306,2021-03-28,6915.0,LED Bulbs
307,2021-03-29,8087.0,LED Bulbs
308,2021-03-30,47743.0,LED Bulbs
309,2021-03-31,49627.0,LED Bulbs
310,2021-04-01,10370.0,LED Bulbs
311,2021-04-02,10370.0,LED Bulbs
312,2021-04-03,10370.0,LED Bulbs
313,2021-04-04,10370.0,LED Bulbs
314,2021-04-05,10370.0,LED Bulbs
315,2021-04-06,10370.0,LED Bulbs
316,2021-04-07,8969.0,LED Bulbs
317,2021-04-08,8969.0,LED Bulbs
318,2021-04-09,10560.0,LED Bulbs
319,2021-04-10,13140.0,LED Bulbs
320,2021-04-11,13140.0,LED Bulbs
321,2021-04-12,13140.0,LED Bulbs
322,2021-04-13,13140.0,LED Bulbs
323,2021-04-14,11050.0,LED Bulbs
324,2021-04-15,14839.0,LED Bulbs
325,2021-04-16,14839.0,LED Bulbs
326,2021-04-17,14839.0,LED Bulbs
327,2021-04-18,13156.0,LED Bulbs
328,2021-04-19,13156.0,LED Bulbs
329,2021-04-20,8647.0,LED Bulbs
330,2021-04-21,8647.0,LED Bulbs
331,2021-04-22,8647.0,LED Bulbs
332,2021-04-23,8647.0,LED Bulbs
333,2021-04-24,5815.0,LED Bulbs
334,2021-04-25,4857.0,LED Bulbs
335,2021-04-26,4857.0,LED Bulbs
336,2021-04-27,6458.0,LED Bulbs
337,2021-04-28,7033.0,LED Bulbs
338,2021-04-29,7033.0,LED Bulbs
339,2021-04-30,7033.0,LED Bulbs
340,2021-05-01,7033.0,LED Bulbs
341,2021-05-02,7033.0,LED Bulbs
342,2021-05-03,7433.0,LED Bulbs
343,2021-05-04,7433.0,LED Bulbs
344,2021-05-05,8458.0,LED Bulbs
345,2021-05-06,8458.0,LED Bulbs
346,2021-05-07,8426.0,LED Bulbs
347,2021-05-08,8426.0,LED Bulbs
348,2021-05-09,8426.0,LED Bulbs
349,2021-05-10,8426.0,LED Bulbs
350,2021-05-11,9106.0,LED Bulbs
351,2021-05-12,9106.0,LED Bulbs
352,2021-05-13,10304.0,LED Bulbs
353,2021-05-14,10133.0,LED Bulbs
354,2021-05-15,10133.0,LED Bulbs
355,2021-05-16,10133.0,LED Bulbs
356,2021-05-17,10208.0,LED Bulbs
357,2021-05-18,10665.0,LED Bulbs
358,2021-05-19,10665.0,LED Bulbs
359,2021-05-20,10509.0,LED Bulbs
360,2021-05-21,11343.0,LED Bulbs
361,2021-05-22,11343.0,LED Bulbs
362,2021-05-23,11343.0,LED Bulbs
363,2021-05-24,9896.0,LED Bulbs
364,2021-05-25,6011.0,LED Bulbs
365,2021-05-26,6011.0,LED Bulbs
366,2021-05-27,6492.0,LED Bulbs
367,2021-05-28,6492.0,LED Bulbs
368,2021-05-29,7013.0,LED Bulbs
369,2021-05-30,6604.0,LED Bulbs
370,2021-05-31,6604.0,LED Bulbs
371,2021-06-01,12564.0,LED Bulbs
372,2021-06-02,17507.0,LED Bulbs
373,2021-06-03,17507.0,LED Bulbs
374,2021-06-04,17507.0,LED Bulbs
375,2021-06-05,17507.0,LED Bulbs
376,2021-06-06,17507.0,LED Bulbs
377,2021-06-07,10732.0,LED Bulbs
378,2021-06-08,10732.0,LED Bulbs
379,2021-06-09,13144.0,LED Bulbs
380,2021-06-10,13966.0,LED Bulbs
381,2021-06-11,13966.0,LED Bulbs
382,2021-06-12,12875.0,LED Bulbs
383,2021-06-13,12875.0,LED Bulbs
384,2021-06-14,12875.0,LED Bulbs
385,2021-06-15,15840.0,LED Bulbs
386,2021-06-16,15840.0,LED Bulbs
387,2021-06-17,13344.0,LED Bulbs
388,2021-06-18,16337.0,LED Bulbs
389,2021-06-19,16337.0,LED Bulbs
390,2021-06-20,11007.0,LED Bulbs
391,2021-06-21,11007.0,LED Bulbs
392,2021-06-22,5679.0,LED Bulbs
393,2021-06-23,3942.0,LED Bulbs
394,2021-06-24,3942.0,LED Bulbs
395,2021-06-25,6130.0,LED Bulbs
396,2021-06-26,6727.0,LED Bulbs
397,2021-06-27,6727.0,LED Bulbs
398,2021-06-28,6727.0,LED Bulbs
399,2021-06-29,7540.0,LED Bulbs
400,2021-06-30,7540.0,LED Bulbs
401,2021-07-01,7540.0,LED Bulbs
402,2021-07-02,7540.0,LED Bulbs
403,2021-07-03,7540.0,LED Bulbs
404,2021-07-04,5819.0,LED Bulbs
405,2021-07-05,7379.0,LED Bulbs
406,2021-07-06,7379.0,LED Bulbs
407,2021-07-07,9596.0,LED Bulbs
408,2021-07-08,8681.0,LED Bulbs
409,2021-07-09,9564.0,LED Bulbs
410,2021-07-10,9564.0,LED Bulbs
411,2021-07-11,10326.0,LED Bulbs
