,date,value,name_B07JYQQRSQ
70,2020-08-06,18788.0,B3 (Niacin)
71,2020-08-07,18788.0,B3 (Niacin)
72,2020-08-08,18788.0,B3 (Niacin)
73,2020-08-09,18788.0,B3 (Niacin)
74,2020-08-10,18945.0,B3 (Niacin)
75,2020-08-11,18945.0,B3 (Niacin)
76,2020-08-12,20897.0,B3 (Niacin)
77,2020-08-13,20897.0,B3 (Niacin)
78,2020-08-14,20897.0,B3 (Niacin)
79,2020-08-15,20897.0,B3 (Niacin)
80,2020-08-16,20897.0,B3 (Niacin)
81,2020-08-17,19640.0,B3 (Niacin)
82,2020-08-18,19640.0,B3 (Niacin)
83,2020-08-19,19640.0,B3 (Niacin)
84,2020-08-20,22702.0,B3 (Niacin)
85,2020-08-21,22702.0,B3 (Niacin)
86,2020-08-22,22702.0,B3 (Niacin)
87,2020-08-23,22702.0,B3 (Niacin)
88,2020-08-24,20081.0,B3 (Niacin)
89,2020-08-25,20081.0,B3 (Niacin)
90,2020-08-26,20081.0,B3 (Niacin)
91,2020-08-27,20081.0,B3 (Niacin)
92,2020-08-28,20081.0,B3 (Niacin)
93,2020-08-29,20081.0,B3 (Niacin)
94,2020-08-30,20081.0,B3 (Niacin)
95,2020-08-31,20081.0,B3 (Niacin)
96,2020-09-01,42216.0,B3 (Niacin)
97,2020-09-02,42216.0,B3 (Niacin)
98,2020-09-03,42216.0,B3 (Niacin)
99,2020-09-04,42216.0,B3 (Niacin)
100,2020-09-05,42216.0,B3 (Niacin)
101,2020-09-06,42299.0,B3 (Niacin)
102,2020-09-07,42299.0,B3 (Niacin)
103,2020-09-08,42299.0,B3 (Niacin)
104,2020-09-09,33355.0,B3 (Niacin)
105,2020-09-10,33355.0,B3 (Niacin)
106,2020-09-11,33355.0,B3 (Niacin)
107,2020-09-12,33355.0,B3 (Niacin)
108,2020-09-13,14047.0,B3 (Niacin)
109,2020-09-14,14047.0,B3 (Niacin)
110,2020-09-15,14047.0,B3 (Niacin)
111,2020-09-16,14047.0,B3 (Niacin)
112,2020-09-17,18059.0,B3 (Niacin)
113,2020-09-18,18059.0,B3 (Niacin)
114,2020-09-19,18059.0,B3 (Niacin)
115,2020-09-20,18059.0,B3 (Niacin)
116,2020-09-21,18059.0,B3 (Niacin)
117,2020-09-22,21872.0,B3 (Niacin)
118,2020-09-23,21872.0,B3 (Niacin)
119,2020-09-24,21872.0,B3 (Niacin)
120,2020-09-25,21872.0,B3 (Niacin)
121,2020-09-26,21872.0,B3 (Niacin)
122,2020-09-27,21872.0,B3 (Niacin)
123,2020-09-28,21872.0,B3 (Niacin)
124,2020-09-29,21872.0,B3 (Niacin)
125,2020-09-30,18294.0,B3 (Niacin)
126,2020-10-01,18294.0,B3 (Niacin)
127,2020-10-02,18294.0,B3 (Niacin)
128,2020-10-03,18294.0,B3 (Niacin)
129,2020-10-04,18294.0,B3 (Niacin)
130,2020-10-05,22765.0,B3 (Niacin)
131,2020-10-06,25197.0,B3 (Niacin)
132,2020-10-07,25197.0,B3 (Niacin)
133,2020-10-08,25197.0,B3 (Niacin)
134,2020-10-09,25197.0,B3 (Niacin)
135,2020-10-10,24982.0,B3 (Niacin)
136,2020-10-11,24982.0,B3 (Niacin)
137,2020-10-12,24982.0,B3 (Niacin)
138,2020-10-13,24982.0,B3 (Niacin)
139,2020-10-14,20775.0,B3 (Niacin)
140,2020-10-15,20775.0,B3 (Niacin)
141,2020-10-16,20775.0,B3 (Niacin)
142,2020-10-17,20775.0,B3 (Niacin)
143,2020-10-18,20775.0,B3 (Niacin)
144,2020-10-19,23395.0,B3 (Niacin)
145,2020-10-20,23395.0,B3 (Niacin)
146,2020-10-21,26863.0,B3 (Niacin)
147,2020-10-22,26863.0,B3 (Niacin)
148,2020-10-23,26863.0,B3 (Niacin)
149,2020-10-24,26863.0,B3 (Niacin)
150,2020-10-25,26863.0,B3 (Niacin)
151,2020-10-26,26863.0,B3 (Niacin)
152,2020-10-27,24780.0,B3 (Niacin)
153,2020-10-28,19084.0,B3 (Niacin)
154,2020-10-29,23806.0,B3 (Niacin)
155,2020-10-30,23806.0,B3 (Niacin)
156,2020-10-31,18644.0,B3 (Niacin)
157,2020-11-01,21284.0,B3 (Niacin)
158,2020-11-02,21268.0,B3 (Niacin)
159,2020-11-03,22265.0,B3 (Niacin)
160,2020-11-04,22265.0,B3 (Niacin)
161,2020-11-05,22285.0,B3 (Niacin)
162,2020-11-06,22285.0,B3 (Niacin)
163,2020-11-07,29348.0,B3 (Niacin)
164,2020-11-08,29348.0,B3 (Niacin)
165,2020-11-09,29348.0,B3 (Niacin)
166,2020-11-10,22021.0,B3 (Niacin)
167,2020-11-11,22021.0,B3 (Niacin)
168,2020-11-12,22021.0,B3 (Niacin)
169,2020-11-13,22021.0,B3 (Niacin)
170,2020-11-14,22021.0,B3 (Niacin)
171,2020-11-15,33324.0,B3 (Niacin)
172,2020-11-16,33324.0,B3 (Niacin)
173,2020-11-17,33324.0,B3 (Niacin)
174,2020-11-18,19511.0,B3 (Niacin)
175,2020-11-19,19511.0,B3 (Niacin)
176,2020-11-20,19511.0,B3 (Niacin)
177,2020-11-21,21348.0,B3 (Niacin)
178,2020-11-22,21348.0,B3 (Niacin)
179,2020-11-23,21348.0,B3 (Niacin)
180,2020-11-24,21348.0,B3 (Niacin)
181,2020-11-25,21348.0,B3 (Niacin)
182,2020-11-26,21348.0,B3 (Niacin)
183,2020-11-27,21348.0,B3 (Niacin)
184,2020-11-28,21348.0,B3 (Niacin)
185,2020-11-29,21348.0,B3 (Niacin)
186,2020-11-30,32532.0,B3 (Niacin)
187,2020-12-01,32532.0,B3 (Niacin)
188,2020-12-02,24642.0,B3 (Niacin)
189,2020-12-03,24642.0,B3 (Niacin)
190,2020-12-04,24642.0,B3 (Niacin)
191,2020-12-05,24642.0,B3 (Niacin)
192,2020-12-06,24642.0,B3 (Niacin)
193,2020-12-07,24642.0,B3 (Niacin)
194,2020-12-08,31023.0,B3 (Niacin)
195,2020-12-09,31023.0,B3 (Niacin)
196,2020-12-10,31023.0,B3 (Niacin)
197,2020-12-11,31023.0,B3 (Niacin)
198,2020-12-12,31023.0,B3 (Niacin)
199,2020-12-13,31023.0,B3 (Niacin)
200,2020-12-14,31023.0,B3 (Niacin)
201,2020-12-15,31023.0,B3 (Niacin)
202,2020-12-16,31023.0,B3 (Niacin)
203,2020-12-17,31023.0,B3 (Niacin)
204,2020-12-18,31023.0,B3 (Niacin)
205,2020-12-19,24108.0,B3 (Niacin)
206,2020-12-20,26670.0,B3 (Niacin)
207,2020-12-21,26670.0,B3 (Niacin)
208,2020-12-22,34241.0,B3 (Niacin)
209,2020-12-23,29686.0,B3 (Niacin)
210,2020-12-24,31527.0,B3 (Niacin)
211,2020-12-25,31527.0,B3 (Niacin)
212,2020-12-26,31527.0,B3 (Niacin)
213,2020-12-27,28252.0,B3 (Niacin)
214,2020-12-28,28252.0,B3 (Niacin)
215,2020-12-29,28252.0,B3 (Niacin)
216,2020-12-30,23756.0,B3 (Niacin)
217,2020-12-31,23756.0,B3 (Niacin)
218,2021-01-01,23756.0,B3 (Niacin)
219,2021-01-02,30889.0,B3 (Niacin)
220,2021-01-03,30889.0,B3 (Niacin)
221,2021-01-04,32996.0,B3 (Niacin)
222,2021-01-05,32996.0,B3 (Niacin)
223,2021-01-06,32996.0,B3 (Niacin)
224,2021-01-07,32996.0,B3 (Niacin)
225,2021-01-08,32996.0,B3 (Niacin)
226,2021-01-09,32996.0,B3 (Niacin)
227,2021-01-10,26814.0,B3 (Niacin)
228,2021-01-11,26814.0,B3 (Niacin)
229,2021-01-12,26814.0,B3 (Niacin)
230,2021-01-13,26814.0,B3 (Niacin)
231,2021-01-14,26814.0,B3 (Niacin)
232,2021-01-15,21802.0,B3 (Niacin)
233,2021-01-16,21802.0,B3 (Niacin)
234,2021-01-17,21802.0,B3 (Niacin)
235,2021-01-18,21802.0,B3 (Niacin)
236,2021-01-19,27725.0,B3 (Niacin)
237,2021-01-20,29831.0,B3 (Niacin)
238,2021-01-21,29831.0,B3 (Niacin)
239,2021-01-22,35439.0,B3 (Niacin)
240,2021-01-23,35439.0,B3 (Niacin)
241,2021-01-24,35439.0,B3 (Niacin)
242,2021-01-25,28393.0,B3 (Niacin)
243,2021-01-26,31219.0,B3 (Niacin)
244,2021-01-27,31219.0,B3 (Niacin)
245,2021-01-28,31219.0,B3 (Niacin)
246,2021-01-29,29371.0,B3 (Niacin)
247,2021-01-30,29371.0,B3 (Niacin)
248,2021-01-31,27122.0,B3 (Niacin)
249,2021-02-01,20161.0,B3 (Niacin)
250,2021-02-02,22992.0,B3 (Niacin)
251,2021-02-03,22992.0,B3 (Niacin)
252,2021-02-04,22992.0,B3 (Niacin)
253,2021-02-05,18899.0,B3 (Niacin)
254,2021-02-06,18899.0,B3 (Niacin)
255,2021-02-07,18899.0,B3 (Niacin)
256,2021-02-08,21027.0,B3 (Niacin)
257,2021-02-09,20374.0,B3 (Niacin)
258,2021-02-10,20374.0,B3 (Niacin)
259,2021-02-11,20374.0,B3 (Niacin)
260,2021-02-12,21543.0,B3 (Niacin)
261,2021-02-13,21543.0,B3 (Niacin)
262,2021-02-14,21543.0,B3 (Niacin)
263,2021-02-15,32342.0,B3 (Niacin)
264,2021-02-16,32342.0,B3 (Niacin)
265,2021-02-17,32342.0,B3 (Niacin)
266,2021-02-18,32342.0,B3 (Niacin)
267,2021-02-19,65622.0,B3 (Niacin)
268,2021-02-20,21379.0,B3 (Niacin)
269,2021-02-21,21379.0,B3 (Niacin)
270,2021-02-22,21379.0,B3 (Niacin)
271,2021-02-23,21379.0,B3 (Niacin)
272,2021-02-24,21379.0,B3 (Niacin)
273,2021-02-25,21379.0,B3 (Niacin)
274,2021-02-26,21379.0,B3 (Niacin)
275,2021-02-27,21379.0,B3 (Niacin)
276,2021-02-28,21379.0,B3 (Niacin)
277,2021-03-01,25757.0,B3 (Niacin)
278,2021-03-02,25757.0,B3 (Niacin)
279,2021-03-03,25757.0,B3 (Niacin)
280,2021-03-04,23619.0,B3 (Niacin)
281,2021-03-05,23619.0,B3 (Niacin)
282,2021-03-06,23619.0,B3 (Niacin)
283,2021-03-07,19938.0,B3 (Niacin)
284,2021-03-08,19938.0,B3 (Niacin)
285,2021-03-09,19938.0,B3 (Niacin)
286,2021-03-10,19938.0,B3 (Niacin)
287,2021-03-11,19938.0,B3 (Niacin)
288,2021-03-12,20406.0,B3 (Niacin)
289,2021-03-13,21181.0,B3 (Niacin)
290,2021-03-14,21181.0,B3 (Niacin)
291,2021-03-15,21181.0,B3 (Niacin)
292,2021-03-16,21181.0,B3 (Niacin)
293,2021-03-17,21181.0,B3 (Niacin)
294,2021-03-18,21181.0,B3 (Niacin)
295,2021-03-19,26279.0,B3 (Niacin)
296,2021-03-20,26279.0,B3 (Niacin)
297,2021-03-21,26279.0,B3 (Niacin)
298,2021-03-22,26279.0,B3 (Niacin)
299,2021-03-23,23966.0,B3 (Niacin)
300,2021-03-24,23966.0,B3 (Niacin)
301,2021-03-25,23966.0,B3 (Niacin)
302,2021-03-26,22467.0,B3 (Niacin)
303,2021-03-27,22467.0,B3 (Niacin)
304,2021-03-28,22467.0,B3 (Niacin)
305,2021-03-29,26261.0,B3 (Niacin)
306,2021-03-30,26261.0,B3 (Niacin)
307,2021-03-31,26261.0,B3 (Niacin)
308,2021-04-01,26261.0,B3 (Niacin)
309,2021-04-02,24097.0,B3 (Niacin)
310,2021-04-03,24097.0,B3 (Niacin)
311,2021-04-04,24097.0,B3 (Niacin)
312,2021-04-05,24097.0,B3 (Niacin)
313,2021-04-06,24097.0,B3 (Niacin)
314,2021-04-07,20638.0,B3 (Niacin)
315,2021-04-08,20638.0,B3 (Niacin)
316,2021-04-09,20638.0,B3 (Niacin)
317,2021-04-10,20638.0,B3 (Niacin)
318,2021-04-11,20638.0,B3 (Niacin)
319,2021-04-12,21482.0,B3 (Niacin)
320,2021-04-13,21482.0,B3 (Niacin)
321,2021-04-14,21482.0,B3 (Niacin)
322,2021-04-15,21482.0,B3 (Niacin)
323,2021-04-16,21482.0,B3 (Niacin)
324,2021-04-17,19926.0,B3 (Niacin)
325,2021-04-18,19926.0,B3 (Niacin)
326,2021-04-19,21637.0,B3 (Niacin)
327,2021-04-20,21637.0,B3 (Niacin)
328,2021-04-21,20086.0,B3 (Niacin)
329,2021-04-22,20086.0,B3 (Niacin)
330,2021-04-23,20438.0,B3 (Niacin)
331,2021-04-24,20438.0,B3 (Niacin)
332,2021-04-25,20438.0,B3 (Niacin)
333,2021-04-26,20058.0,B3 (Niacin)
334,2021-04-27,20058.0,B3 (Niacin)
335,2021-04-28,20058.0,B3 (Niacin)
336,2021-04-29,21549.0,B3 (Niacin)
337,2021-04-30,21549.0,B3 (Niacin)
338,2021-05-01,21549.0,B3 (Niacin)
339,2021-05-02,21549.0,B3 (Niacin)
340,2021-05-03,19765.0,B3 (Niacin)
341,2021-05-04,19765.0,B3 (Niacin)
342,2021-05-05,25051.0,B3 (Niacin)
343,2021-05-06,25051.0,B3 (Niacin)
344,2021-05-07,25051.0,B3 (Niacin)
345,2021-05-08,25051.0,B3 (Niacin)
346,2021-05-09,25051.0,B3 (Niacin)
347,2021-05-10,25051.0,B3 (Niacin)
348,2021-05-11,25051.0,B3 (Niacin)
349,2021-05-12,24890.0,B3 (Niacin)
350,2021-05-13,24890.0,B3 (Niacin)
351,2021-05-14,21354.0,B3 (Niacin)
352,2021-05-15,21354.0,B3 (Niacin)
353,2021-05-16,21354.0,B3 (Niacin)
354,2021-05-17,20361.0,B3 (Niacin)
355,2021-05-18,20361.0,B3 (Niacin)
356,2021-05-19,19145.0,B3 (Niacin)
357,2021-05-20,20502.0,B3 (Niacin)
358,2021-05-21,29221.0,B3 (Niacin)
359,2021-05-22,29221.0,B3 (Niacin)
360,2021-05-23,29221.0,B3 (Niacin)
361,2021-05-24,22703.0,B3 (Niacin)
362,2021-05-25,22703.0,B3 (Niacin)
363,2021-05-26,22703.0,B3 (Niacin)
364,2021-05-27,22592.0,B3 (Niacin)
365,2021-05-28,22592.0,B3 (Niacin)
366,2021-05-29,33233.0,B3 (Niacin)
367,2021-05-30,33233.0,B3 (Niacin)
368,2021-05-31,33233.0,B3 (Niacin)
369,2021-06-01,28372.0,B3 (Niacin)
370,2021-06-02,30635.0,B3 (Niacin)
371,2021-06-03,30635.0,B3 (Niacin)
372,2021-06-04,30635.0,B3 (Niacin)
373,2021-06-05,27086.0,B3 (Niacin)
374,2021-06-06,27086.0,B3 (Niacin)
375,2021-06-07,29694.0,B3 (Niacin)
376,2021-06-08,29694.0,B3 (Niacin)
377,2021-06-09,29694.0,B3 (Niacin)
378,2021-06-10,29694.0,B3 (Niacin)
379,2021-06-11,29694.0,B3 (Niacin)
380,2021-06-12,25444.0,B3 (Niacin)
381,2021-06-13,25444.0,B3 (Niacin)
382,2021-06-14,25444.0,B3 (Niacin)
383,2021-06-15,23562.0,B3 (Niacin)
384,2021-06-16,24534.0,B3 (Niacin)
385,2021-06-17,24534.0,B3 (Niacin)
386,2021-06-18,24534.0,B3 (Niacin)
387,2021-06-19,24534.0,B3 (Niacin)
388,2021-06-20,24534.0,B3 (Niacin)
389,2021-06-21,26053.0,B3 (Niacin)
390,2021-06-22,21525.0,B3 (Niacin)
391,2021-06-23,21525.0,B3 (Niacin)
392,2021-06-24,21525.0,B3 (Niacin)
393,2021-06-25,21525.0,B3 (Niacin)
394,2021-06-26,21525.0,B3 (Niacin)
395,2021-06-27,21525.0,B3 (Niacin)
396,2021-06-28,23351.0,B3 (Niacin)
397,2021-06-29,26526.0,B3 (Niacin)
398,2021-06-30,26526.0,B3 (Niacin)
399,2021-07-01,26526.0,B3 (Niacin)
400,2021-07-02,24375.0,B3 (Niacin)
401,2021-07-03,24375.0,B3 (Niacin)
402,2021-07-04,24375.0,B3 (Niacin)
403,2021-07-05,24375.0,B3 (Niacin)
404,2021-07-06,24375.0,B3 (Niacin)
405,2021-07-07,21616.0,B3 (Niacin)
406,2021-07-08,21616.0,B3 (Niacin)
407,2021-07-09,24585.0,B3 (Niacin)
408,2021-07-10,24585.0,B3 (Niacin)
409,2021-07-11,32685.0,B3 (Niacin)
