,date,value,name_B087B8W7NK
68,2020-07-04,8326.0,Bath Rugs
69,2020-07-05,8326.0,Bath Rugs
70,2020-07-06,6612.0,Bath Rugs
71,2020-07-07,9111.0,Bath Rugs
72,2020-07-08,9111.0,Bath Rugs
73,2020-07-09,9111.0,Bath Rugs
74,2020-07-10,13062.0,Bath Rugs
75,2020-07-11,13062.0,Bath Rugs
76,2020-07-12,13062.0,Bath Rugs
77,2020-07-13,13062.0,Bath Rugs
78,2020-07-14,17904.0,Bath Rugs
79,2020-07-15,17904.0,Bath Rugs
80,2020-07-16,17904.0,Bath Rugs
81,2020-07-17,20112.0,Bath Rugs
82,2020-07-18,20112.0,Bath Rugs
83,2020-07-19,16736.0,Bath Rugs
84,2020-07-20,16736.0,Bath Rugs
85,2020-07-21,16736.0,Bath Rugs
86,2020-07-22,16736.0,Bath Rugs
87,2020-07-23,14068.0,Bath Rugs
88,2020-07-24,14068.0,Bath Rugs
89,2020-07-25,9785.0,Bath Rugs
90,2020-07-26,9785.0,Bath Rugs
91,2020-07-27,9694.0,Bath Rugs
92,2020-07-28,9694.0,Bath Rugs
93,2020-07-29,7047.0,Bath Rugs
94,2020-07-30,8535.0,Bath Rugs
95,2020-07-31,8535.0,Bath Rugs
96,2020-08-01,8535.0,Bath Rugs
97,2020-08-02,8535.0,Bath Rugs
98,2020-08-03,6758.0,Bath Rugs
99,2020-08-04,6758.0,Bath Rugs
100,2020-08-05,11518.0,Bath Rugs
101,2020-08-06,11518.0,Bath Rugs
102,2020-08-07,11518.0,Bath Rugs
103,2020-08-08,11518.0,Bath Rugs
104,2020-08-09,11518.0,Bath Rugs
105,2020-08-10,10075.0,Bath Rugs
106,2020-08-11,10857.0,Bath Rugs
107,2020-08-12,8233.0,Bath Rugs
108,2020-08-13,10156.0,Bath Rugs
109,2020-08-14,9684.0,Bath Rugs
110,2020-08-15,10231.0,Bath Rugs
111,2020-08-16,10231.0,Bath Rugs
112,2020-08-17,11194.0,Bath Rugs
113,2020-08-18,10032.0,Bath Rugs
114,2020-08-19,10032.0,Bath Rugs
115,2020-08-20,10032.0,Bath Rugs
116,2020-08-21,10032.0,Bath Rugs
117,2020-08-22,10032.0,Bath Rugs
118,2020-08-23,10032.0,Bath Rugs
119,2020-08-24,11409.0,Bath Rugs
120,2020-08-25,11409.0,Bath Rugs
121,2020-08-26,11409.0,Bath Rugs
122,2020-08-27,12168.0,Bath Rugs
123,2020-08-28,12168.0,Bath Rugs
124,2020-08-29,12168.0,Bath Rugs
125,2020-08-30,8029.0,Bath Rugs
126,2020-08-31,10975.0,Bath Rugs
127,2020-09-01,11683.0,Bath Rugs
128,2020-09-02,11683.0,Bath Rugs
129,2020-09-03,11683.0,Bath Rugs
130,2020-09-04,11500.0,Bath Rugs
131,2020-09-05,11500.0,Bath Rugs
132,2020-09-06,11500.0,Bath Rugs
133,2020-09-07,11500.0,Bath Rugs
134,2020-09-08,11738.0,Bath Rugs
135,2020-09-09,7619.0,Bath Rugs
136,2020-09-10,7619.0,Bath Rugs
137,2020-09-11,8145.0,Bath Rugs
138,2020-09-12,7980.0,Bath Rugs
139,2020-09-13,7980.0,Bath Rugs
140,2020-09-14,7980.0,Bath Rugs
141,2020-09-15,7980.0,Bath Rugs
142,2020-09-16,7929.0,Bath Rugs
143,2020-09-17,6201.0,Bath Rugs
144,2020-09-18,4948.0,Bath Rugs
145,2020-09-19,5704.0,Bath Rugs
146,2020-09-20,5704.0,Bath Rugs
147,2020-09-21,5704.0,Bath Rugs
148,2020-09-22,6339.0,Bath Rugs
149,2020-09-23,6326.0,Bath Rugs
150,2020-09-24,6326.0,Bath Rugs
151,2020-09-25,3808.0,Bath Rugs
152,2020-09-26,3619.0,Bath Rugs
153,2020-09-27,3499.0,Bath Rugs
154,2020-09-28,3499.0,Bath Rugs
155,2020-09-29,3406.0,Bath Rugs
156,2020-09-30,3406.0,Bath Rugs
157,2020-10-01,4415.0,Bath Rugs
158,2020-10-02,4415.0,Bath Rugs
159,2020-10-03,4415.0,Bath Rugs
160,2020-10-04,4415.0,Bath Rugs
161,2020-10-05,4509.0,Bath Rugs
162,2020-10-06,4127.0,Bath Rugs
163,2020-10-07,4592.0,Bath Rugs
164,2020-10-08,4592.0,Bath Rugs
165,2020-10-09,4592.0,Bath Rugs
166,2020-10-10,4636.0,Bath Rugs
167,2020-10-11,4636.0,Bath Rugs
168,2020-10-12,4939.0,Bath Rugs
169,2020-10-13,4939.0,Bath Rugs
170,2020-10-14,3291.0,Bath Rugs
171,2020-10-15,3388.0,Bath Rugs
172,2020-10-16,4536.0,Bath Rugs
173,2020-10-17,4536.0,Bath Rugs
174,2020-10-18,4166.0,Bath Rugs
175,2020-10-19,4166.0,Bath Rugs
176,2020-10-20,6246.0,Bath Rugs
177,2020-10-21,6246.0,Bath Rugs
178,2020-10-22,6436.0,Bath Rugs
179,2020-10-23,9152.0,Bath Rugs
180,2020-10-24,9152.0,Bath Rugs
181,2020-10-25,10284.0,Bath Rugs
182,2020-10-26,9971.0,Bath Rugs
183,2020-10-27,10795.0,Bath Rugs
184,2020-10-28,11042.0,Bath Rugs
185,2020-10-29,10683.0,Bath Rugs
186,2020-10-30,10683.0,Bath Rugs
187,2020-10-31,11459.0,Bath Rugs
188,2020-11-01,11459.0,Bath Rugs
189,2020-11-02,13165.0,Bath Rugs
190,2020-11-03,13165.0,Bath Rugs
191,2020-11-04,13165.0,Bath Rugs
192,2020-11-05,13194.0,Bath Rugs
193,2020-11-06,13249.0,Bath Rugs
194,2020-11-07,14290.0,Bath Rugs
195,2020-11-08,14290.0,Bath Rugs
196,2020-11-09,20071.0,Bath Rugs
197,2020-11-10,20071.0,Bath Rugs
198,2020-11-11,15612.0,Bath Rugs
199,2020-11-12,15612.0,Bath Rugs
200,2020-11-13,19597.0,Bath Rugs
201,2020-11-14,19597.0,Bath Rugs
202,2020-11-15,19597.0,Bath Rugs
203,2020-11-16,22659.0,Bath Rugs
204,2020-11-17,22549.0,Bath Rugs
205,2020-11-18,22549.0,Bath Rugs
206,2020-11-19,22549.0,Bath Rugs
207,2020-11-20,33045.0,Bath Rugs
208,2020-11-21,33045.0,Bath Rugs
209,2020-11-22,33045.0,Bath Rugs
210,2020-11-23,33045.0,Bath Rugs
211,2020-11-24,33045.0,Bath Rugs
212,2020-11-25,32672.0,Bath Rugs
213,2020-11-26,32672.0,Bath Rugs
214,2020-11-27,32672.0,Bath Rugs
215,2020-11-28,32672.0,Bath Rugs
216,2020-11-29,28837.0,Bath Rugs
217,2020-11-30,28837.0,Bath Rugs
218,2020-12-01,28837.0,Bath Rugs
219,2020-12-02,28837.0,Bath Rugs
220,2020-12-03,32709.0,Bath Rugs
221,2020-12-04,30565.0,Bath Rugs
222,2020-12-05,30565.0,Bath Rugs
223,2020-12-06,30565.0,Bath Rugs
224,2020-12-07,30565.0,Bath Rugs
225,2020-12-08,30565.0,Bath Rugs
226,2020-12-09,47653.0,Bath Rugs
227,2020-12-10,47653.0,Bath Rugs
228,2020-12-11,47653.0,Bath Rugs
229,2020-12-12,33683.0,Bath Rugs
230,2020-12-13,33683.0,Bath Rugs
231,2020-12-14,33683.0,Bath Rugs
232,2020-12-15,33683.0,Bath Rugs
233,2020-12-16,24790.0,Bath Rugs
234,2020-12-17,24790.0,Bath Rugs
235,2020-12-18,20705.0,Bath Rugs
236,2020-12-19,20705.0,Bath Rugs
237,2020-12-20,20705.0,Bath Rugs
238,2020-12-21,12314.0,Bath Rugs
239,2020-12-22,12314.0,Bath Rugs
240,2020-12-23,12314.0,Bath Rugs
241,2020-12-24,19502.0,Bath Rugs
242,2020-12-25,19502.0,Bath Rugs
243,2020-12-26,21083.0,Bath Rugs
244,2020-12-27,21083.0,Bath Rugs
245,2020-12-28,21083.0,Bath Rugs
246,2020-12-29,21083.0,Bath Rugs
247,2020-12-30,18370.0,Bath Rugs
248,2020-12-31,14313.0,Bath Rugs
249,2021-01-01,14313.0,Bath Rugs
250,2021-01-02,14313.0,Bath Rugs
251,2021-01-03,15411.0,Bath Rugs
252,2021-01-04,15411.0,Bath Rugs
253,2021-01-05,15411.0,Bath Rugs
254,2021-01-06,15817.0,Bath Rugs
255,2021-01-07,15817.0,Bath Rugs
256,2021-01-08,15817.0,Bath Rugs
257,2021-01-09,9206.0,Bath Rugs
258,2021-01-10,9206.0,Bath Rugs
259,2021-01-11,9206.0,Bath Rugs
260,2021-01-12,6940.0,Bath Rugs
261,2021-01-13,6940.0,Bath Rugs
262,2021-01-14,7689.0,Bath Rugs
263,2021-01-15,7689.0,Bath Rugs
264,2021-01-16,7860.0,Bath Rugs
265,2021-01-17,7905.0,Bath Rugs
266,2021-01-18,7905.0,Bath Rugs
267,2021-01-19,6870.0,Bath Rugs
268,2021-01-20,6870.0,Bath Rugs
269,2021-01-21,7552.0,Bath Rugs
270,2021-01-22,7552.0,Bath Rugs
271,2021-01-23,7552.0,Bath Rugs
272,2021-01-24,7835.0,Bath Rugs
273,2021-01-25,7835.0,Bath Rugs
274,2021-01-26,7835.0,Bath Rugs
275,2021-01-27,7853.0,Bath Rugs
276,2021-01-28,8410.0,Bath Rugs
277,2021-01-29,6901.0,Bath Rugs
278,2021-01-30,6901.0,Bath Rugs
279,2021-01-31,6901.0,Bath Rugs
280,2021-02-01,6182.0,Bath Rugs
281,2021-02-02,6182.0,Bath Rugs
282,2021-02-03,7805.0,Bath Rugs
283,2021-02-04,7805.0,Bath Rugs
284,2021-02-05,8365.0,Bath Rugs
285,2021-02-06,8365.0,Bath Rugs
286,2021-02-07,6918.0,Bath Rugs
287,2021-02-08,6918.0,Bath Rugs
288,2021-02-09,7576.0,Bath Rugs
289,2021-02-10,7576.0,Bath Rugs
290,2021-02-11,7576.0,Bath Rugs
291,2021-02-12,7866.0,Bath Rugs
292,2021-02-13,7866.0,Bath Rugs
293,2021-02-14,7866.0,Bath Rugs
294,2021-02-15,7971.0,Bath Rugs
295,2021-02-16,7971.0,Bath Rugs
296,2021-02-17,7971.0,Bath Rugs
297,2021-02-18,10645.0,Bath Rugs
298,2021-02-19,10645.0,Bath Rugs
299,2021-02-20,10645.0,Bath Rugs
300,2021-02-21,10340.0,Bath Rugs
301,2021-02-22,10340.0,Bath Rugs
302,2021-02-23,10340.0,Bath Rugs
303,2021-02-24,16595.0,Bath Rugs
304,2021-02-25,16595.0,Bath Rugs
305,2021-02-26,16595.0,Bath Rugs
306,2021-02-27,11622.0,Bath Rugs
307,2021-02-28,11622.0,Bath Rugs
308,2021-03-01,14882.0,Bath Rugs
309,2021-03-02,14882.0,Bath Rugs
310,2021-03-03,10126.0,Bath Rugs
311,2021-03-04,12393.0,Bath Rugs
312,2021-03-05,12393.0,Bath Rugs
313,2021-03-06,12393.0,Bath Rugs
314,2021-03-07,14783.0,Bath Rugs
315,2021-03-08,14783.0,Bath Rugs
316,2021-03-09,14783.0,Bath Rugs
317,2021-03-10,20961.0,Bath Rugs
318,2021-03-11,20961.0,Bath Rugs
319,2021-03-12,20961.0,Bath Rugs
320,2021-03-13,26078.0,Bath Rugs
321,2021-03-14,27420.0,Bath Rugs
322,2021-03-15,25192.0,Bath Rugs
323,2021-03-16,25192.0,Bath Rugs
324,2021-03-17,25192.0,Bath Rugs
325,2021-03-18,24035.0,Bath Rugs
326,2021-03-19,26915.0,Bath Rugs
327,2021-03-20,26915.0,Bath Rugs
328,2021-03-21,26915.0,Bath Rugs
329,2021-03-22,26915.0,Bath Rugs
330,2021-03-23,26675.0,Bath Rugs
331,2021-03-24,26675.0,Bath Rugs
332,2021-03-25,26839.0,Bath Rugs
333,2021-03-26,26839.0,Bath Rugs
334,2021-03-27,26839.0,Bath Rugs
335,2021-03-28,26839.0,Bath Rugs
336,2021-03-29,29383.0,Bath Rugs
337,2021-03-30,24678.0,Bath Rugs
338,2021-03-31,30460.0,Bath Rugs
339,2021-04-01,19589.0,Bath Rugs
340,2021-04-02,19589.0,Bath Rugs
341,2021-04-03,19589.0,Bath Rugs
342,2021-04-04,19081.0,Bath Rugs
343,2021-04-05,19081.0,Bath Rugs
344,2021-04-06,25344.0,Bath Rugs
345,2021-04-07,25344.0,Bath Rugs
346,2021-04-08,25344.0,Bath Rugs
347,2021-04-09,25344.0,Bath Rugs
348,2021-04-10,20554.0,Bath Rugs
349,2021-04-11,20507.0,Bath Rugs
350,2021-04-12,26290.0,Bath Rugs
351,2021-04-13,26290.0,Bath Rugs
352,2021-04-14,26290.0,Bath Rugs
353,2021-04-15,35740.0,Bath Rugs
354,2021-04-16,35740.0,Bath Rugs
355,2021-04-17,30091.0,Bath Rugs
356,2021-04-18,30091.0,Bath Rugs
357,2021-04-19,30091.0,Bath Rugs
358,2021-04-20,30091.0,Bath Rugs
359,2021-04-21,20549.0,Bath Rugs
360,2021-04-22,20549.0,Bath Rugs
361,2021-04-23,20549.0,Bath Rugs
362,2021-04-24,20549.0,Bath Rugs
363,2021-04-25,20549.0,Bath Rugs
364,2021-04-26,21739.0,Bath Rugs
365,2021-04-27,18208.0,Bath Rugs
366,2021-04-28,18208.0,Bath Rugs
367,2021-04-29,25284.0,Bath Rugs
368,2021-04-30,25284.0,Bath Rugs
369,2021-05-01,25284.0,Bath Rugs
370,2021-05-02,36476.0,Bath Rugs
371,2021-05-03,23481.0,Bath Rugs
372,2021-05-04,23481.0,Bath Rugs
373,2021-05-05,26996.0,Bath Rugs
374,2021-05-06,26996.0,Bath Rugs
375,2021-05-07,26996.0,Bath Rugs
376,2021-05-08,41527.0,Bath Rugs
377,2021-05-09,41527.0,Bath Rugs
378,2021-05-10,18595.0,Bath Rugs
379,2021-05-11,24590.0,Bath Rugs
380,2021-05-12,27777.0,Bath Rugs
381,2021-05-13,29173.0,Bath Rugs
382,2021-05-14,29173.0,Bath Rugs
383,2021-05-15,46915.0,Bath Rugs
384,2021-05-16,46915.0,Bath Rugs
385,2021-05-17,33304.0,Bath Rugs
386,2021-05-18,33304.0,Bath Rugs
387,2021-05-19,33304.0,Bath Rugs
388,2021-05-20,27553.0,Bath Rugs
389,2021-05-21,25067.0,Bath Rugs
390,2021-05-22,25067.0,Bath Rugs
391,2021-05-23,23411.0,Bath Rugs
392,2021-05-24,36000.0,Bath Rugs
393,2021-05-25,30812.0,Bath Rugs
394,2021-05-26,30812.0,Bath Rugs
395,2021-05-27,21899.0,Bath Rugs
396,2021-05-28,19079.0,Bath Rugs
397,2021-05-29,19079.0,Bath Rugs
398,2021-05-30,19079.0,Bath Rugs
399,2021-05-31,19079.0,Bath Rugs
400,2021-06-01,20992.0,Bath Rugs
401,2021-06-02,22187.0,Bath Rugs
402,2021-06-03,22187.0,Bath Rugs
403,2021-06-04,22187.0,Bath Rugs
404,2021-06-05,19465.0,Bath Rugs
405,2021-06-06,19465.0,Bath Rugs
406,2021-06-07,26983.0,Bath Rugs
407,2021-06-08,26983.0,Bath Rugs
408,2021-06-09,32447.0,Bath Rugs
409,2021-06-10,32447.0,Bath Rugs
410,2021-06-11,32447.0,Bath Rugs
411,2021-06-12,32447.0,Bath Rugs
412,2021-06-13,27301.0,Bath Rugs
413,2021-06-14,30438.0,Bath Rugs
414,2021-06-15,30438.0,Bath Rugs
415,2021-06-16,30438.0,Bath Rugs
416,2021-06-17,30438.0,Bath Rugs
417,2021-06-18,19710.0,Bath Rugs
418,2021-06-19,19710.0,Bath Rugs
419,2021-06-20,19710.0,Bath Rugs
420,2021-06-21,8605.0,Bath Rugs
421,2021-06-22,8605.0,Bath Rugs
422,2021-06-23,8903.0,Bath Rugs
423,2021-06-24,8903.0,Bath Rugs
424,2021-06-25,8903.0,Bath Rugs
425,2021-06-26,8903.0,Bath Rugs
426,2021-06-27,11213.0,Bath Rugs
427,2021-06-28,10864.0,Bath Rugs
428,2021-06-29,10864.0,Bath Rugs
429,2021-06-30,10908.0,Bath Rugs
430,2021-07-01,15565.0,Bath Rugs
431,2021-07-02,13498.0,Bath Rugs
432,2021-07-03,13498.0,Bath Rugs
433,2021-07-04,13498.0,Bath Rugs
434,2021-07-05,14833.0,Bath Rugs
435,2021-07-06,15819.0,Bath Rugs
436,2021-07-07,16572.0,Bath Rugs
437,2021-07-08,15493.0,Bath Rugs
438,2021-07-09,15493.0,Bath Rugs
439,2021-07-10,12334.0,Bath Rugs
