,date,value,name_B07YD1PFXF
121,2020-01-25,28839.0,Tiers
122,2020-01-26,28839.0,Tiers
123,2020-01-27,41996.0,Tiers
124,2020-01-28,41996.0,Tiers
125,2020-01-29,32372.0,Tiers
126,2020-01-30,23532.0,Tiers
127,2020-01-31,23532.0,Tiers
128,2020-02-01,23532.0,Tiers
129,2020-02-02,34062.0,Tiers
130,2020-02-03,34062.0,Tiers
131,2020-02-04,47772.0,Tiers
132,2020-02-05,47772.0,Tiers
133,2020-02-06,47772.0,Tiers
134,2020-02-07,28247.0,Tiers
135,2020-02-08,28247.0,Tiers
136,2020-02-09,28247.0,Tiers
137,2020-02-10,28247.0,Tiers
138,2020-02-11,41562.0,Tiers
139,2020-02-12,41562.0,Tiers
140,2020-02-13,41562.0,Tiers
141,2020-02-14,29582.0,Tiers
142,2020-02-15,38929.0,Tiers
143,2020-02-16,38929.0,Tiers
144,2020-02-17,38929.0,Tiers
145,2020-02-18,17214.0,Tiers
146,2020-02-19,17214.0,Tiers
147,2020-02-20,17214.0,Tiers
148,2020-02-21,17214.0,Tiers
149,2020-02-22,27502.0,Tiers
150,2020-02-23,27502.0,Tiers
151,2020-02-24,27502.0,Tiers
152,2020-02-25,36907.0,Tiers
153,2020-02-26,36907.0,Tiers
154,2020-02-27,35103.0,Tiers
155,2020-02-28,35103.0,Tiers
156,2020-02-29,37233.0,Tiers
157,2020-03-01,37233.0,Tiers
158,2020-03-02,37233.0,Tiers
159,2020-03-03,35239.0,Tiers
160,2020-03-04,35239.0,Tiers
161,2020-03-05,35239.0,Tiers
162,2020-03-06,35239.0,Tiers
163,2020-03-07,35239.0,Tiers
164,2020-03-08,31158.0,Tiers
165,2020-03-09,24002.0,Tiers
166,2020-03-10,24002.0,Tiers
167,2020-03-11,32883.0,Tiers
168,2020-03-12,29501.0,Tiers
169,2020-03-13,29501.0,Tiers
170,2020-03-14,29501.0,Tiers
171,2020-03-15,25250.0,Tiers
172,2020-03-16,25250.0,Tiers
173,2020-03-17,25250.0,Tiers
174,2020-03-18,25250.0,Tiers
175,2020-03-19,31389.0,Tiers
176,2020-03-20,31389.0,Tiers
177,2020-03-21,31389.0,Tiers
178,2020-03-22,31389.0,Tiers
179,2020-03-23,31389.0,Tiers
180,2020-03-24,31389.0,Tiers
181,2020-03-25,31389.0,Tiers
182,2020-03-26,13200.0,Tiers
183,2020-03-27,13200.0,Tiers
184,2020-03-28,19282.0,Tiers
185,2020-03-29,19282.0,Tiers
186,2020-03-30,23178.0,Tiers
187,2020-03-31,20923.0,Tiers
188,2020-04-01,15180.0,Tiers
189,2020-04-02,15180.0,Tiers
190,2020-04-03,15180.0,Tiers
191,2020-04-04,23007.0,Tiers
192,2020-04-05,23007.0,Tiers
193,2020-04-06,23007.0,Tiers
194,2020-04-07,32381.0,Tiers
195,2020-04-08,32381.0,Tiers
196,2020-04-09,41533.0,Tiers
197,2020-04-10,52017.0,Tiers
198,2020-04-11,55073.0,Tiers
199,2020-04-12,55073.0,Tiers
200,2020-04-13,55073.0,Tiers
201,2020-04-14,62101.0,Tiers
202,2020-04-15,59980.0,Tiers
203,2020-04-16,46025.0,Tiers
204,2020-04-17,44733.0,Tiers
205,2020-04-18,44733.0,Tiers
206,2020-04-19,44733.0,Tiers
207,2020-04-20,63157.0,Tiers
208,2020-04-21,63157.0,Tiers
209,2020-04-22,33601.0,Tiers
210,2020-04-23,42417.0,Tiers
211,2020-04-24,54631.0,Tiers
212,2020-04-25,35819.0,Tiers
213,2020-04-26,35819.0,Tiers
214,2020-04-27,47524.0,Tiers
215,2020-04-28,55782.0,Tiers
216,2020-04-29,55782.0,Tiers
217,2020-04-30,67302.0,Tiers
218,2020-05-01,67302.0,Tiers
219,2020-05-02,49081.0,Tiers
220,2020-05-03,49081.0,Tiers
221,2020-05-04,49081.0,Tiers
222,2020-05-05,73031.0,Tiers
223,2020-05-06,73031.0,Tiers
224,2020-05-07,66949.0,Tiers
225,2020-05-08,66949.0,Tiers
226,2020-05-09,66949.0,Tiers
227,2020-05-10,66949.0,Tiers
228,2020-05-11,66949.0,Tiers
229,2020-05-12,66949.0,Tiers
230,2020-05-13,66949.0,Tiers
231,2020-05-14,66949.0,Tiers
232,2020-05-15,66949.0,Tiers
233,2020-05-16,66949.0,Tiers
234,2020-05-17,66949.0,Tiers
235,2020-05-18,1906026.0,Tiers
236,2020-05-19,1906026.0,Tiers
237,2020-05-20,1906026.0,Tiers
238,2020-05-21,1906026.0,Tiers
239,2020-05-22,1906026.0,Tiers
240,2020-05-23,1906026.0,Tiers
241,2020-05-24,1958460.0,Tiers
242,2020-05-25,1958460.0,Tiers
243,2020-05-26,1958460.0,Tiers
244,2020-05-27,1958460.0,Tiers
245,2020-05-28,1958460.0,Tiers
246,2020-05-29,1958460.0,Tiers
247,2020-05-30,1958460.0,Tiers
248,2020-05-31,1958460.0,Tiers
249,2020-06-01,1958460.0,Tiers
250,2020-06-02,1958460.0,Tiers
251,2020-06-03,1958460.0,Tiers
252,2020-06-04,1958460.0,Tiers
253,2020-06-05,1958460.0,Tiers
254,2020-06-06,1958460.0,Tiers
255,2020-06-07,2002897.0,Tiers
256,2020-06-08,2002897.0,Tiers
257,2020-06-09,2009448.0,Tiers
258,2020-06-10,2009448.0,Tiers
259,2020-06-11,2016069.0,Tiers
260,2020-06-12,2017999.0,Tiers
261,2020-06-13,2017480.0,Tiers
262,2020-06-14,2015203.0,Tiers
263,2020-06-15,2015077.0,Tiers
264,2020-06-16,2015077.0,Tiers
265,2020-06-17,2015077.0,Tiers
266,2020-06-18,2015077.0,Tiers
267,2020-06-19,2015077.0,Tiers
268,2020-06-20,2015077.0,Tiers
269,2020-06-21,2015077.0,Tiers
270,2020-06-22,2015077.0,Tiers
271,2020-06-23,2015077.0,Tiers
272,2020-06-24,2015077.0,Tiers
273,2020-06-25,2015077.0,Tiers
274,2020-06-26,2015077.0,Tiers
275,2020-06-27,2015077.0,Tiers
276,2020-06-28,2015077.0,Tiers
277,2020-06-29,2015077.0,Tiers
278,2020-06-30,2015077.0,Tiers
279,2020-07-01,2015077.0,Tiers
280,2020-07-02,2015077.0,Tiers
281,2020-07-03,2015077.0,Tiers
282,2020-07-04,2015077.0,Tiers
283,2020-07-05,2015077.0,Tiers
284,2020-07-06,2015077.0,Tiers
285,2020-07-07,2015077.0,Tiers
286,2020-07-08,2015077.0,Tiers
287,2020-07-09,2015077.0,Tiers
288,2020-07-10,2015077.0,Tiers
289,2020-07-11,2015077.0,Tiers
290,2020-07-12,2015077.0,Tiers
291,2020-07-13,2015077.0,Tiers
292,2020-07-14,2015077.0,Tiers
293,2020-07-15,2015077.0,Tiers
294,2020-07-16,2043241.0,Tiers
295,2020-07-17,2043241.0,Tiers
296,2020-07-18,2043241.0,Tiers
297,2020-07-19,2043241.0,Tiers
298,2020-07-20,2043241.0,Tiers
299,2020-07-21,2048890.0,Tiers
300,2020-07-22,2048890.0,Tiers
301,2020-07-23,2048890.0,Tiers
302,2020-07-24,2048890.0,Tiers
303,2020-07-25,2048890.0,Tiers
304,2020-07-26,2048890.0,Tiers
305,2020-07-27,2048698.0,Tiers
306,2020-07-28,2048698.0,Tiers
307,2020-07-29,2048698.0,Tiers
308,2020-07-30,2048698.0,Tiers
309,2020-07-31,2048698.0,Tiers
310,2020-08-01,2048698.0,Tiers
311,2020-08-02,2048698.0,Tiers
312,2020-08-03,2048698.0,Tiers
313,2020-08-04,2048698.0,Tiers
314,2020-08-05,2048698.0,Tiers
315,2020-08-06,2068593.0,Tiers
316,2020-08-07,2068593.0,Tiers
317,2020-08-08,2068593.0,Tiers
318,2020-08-09,2068593.0,Tiers
319,2020-08-10,2068593.0,Tiers
320,2020-08-11,2068593.0,Tiers
321,2020-08-12,2068593.0,Tiers
322,2020-08-13,2068593.0,Tiers
323,2020-08-14,2089296.0,Tiers
324,2020-08-15,2086382.0,Tiers
325,2020-08-16,2086382.0,Tiers
326,2020-08-17,2086382.0,Tiers
327,2020-08-18,2086382.0,Tiers
328,2020-08-19,2086382.0,Tiers
329,2020-08-20,2086382.0,Tiers
330,2020-08-21,2086382.0,Tiers
331,2020-08-22,2086382.0,Tiers
332,2020-08-23,2086382.0,Tiers
333,2020-08-24,2086382.0,Tiers
334,2020-08-25,2086382.0,Tiers
335,2020-08-26,2086382.0,Tiers
336,2020-08-27,2086382.0,Tiers
337,2020-08-28,2082441.0,Tiers
338,2020-08-29,2082441.0,Tiers
339,2020-08-30,2082441.0,Tiers
340,2020-08-31,2082441.0,Tiers
341,2020-09-01,2082441.0,Tiers
342,2020-09-02,2082441.0,Tiers
343,2020-09-03,2103816.0,Tiers
344,2020-09-04,2103816.0,Tiers
345,2020-09-05,2103816.0,Tiers
346,2020-09-06,2103816.0,Tiers
347,2020-09-07,2103816.0,Tiers
348,2020-09-08,2103816.0,Tiers
349,2020-09-09,2103816.0,Tiers
350,2020-09-10,2103816.0,Tiers
351,2020-09-11,2103816.0,Tiers
352,2020-09-12,2103816.0,Tiers
353,2020-09-13,2103816.0,Tiers
354,2020-09-14,2142909.0,Tiers
355,2020-09-15,2142909.0,Tiers
356,2020-09-16,2142909.0,Tiers
357,2020-09-17,2142909.0,Tiers
358,2020-09-18,2142909.0,Tiers
359,2020-09-19,2142909.0,Tiers
360,2020-09-20,2142909.0,Tiers
361,2020-09-21,2142909.0,Tiers
362,2020-09-22,2142909.0,Tiers
363,2020-09-23,2142909.0,Tiers
364,2020-09-24,2142909.0,Tiers
365,2020-09-25,2142909.0,Tiers
366,2020-09-26,2142909.0,Tiers
367,2020-09-27,2142909.0,Tiers
368,2020-09-28,2142909.0,Tiers
369,2020-09-29,2142909.0,Tiers
370,2020-09-30,2142909.0,Tiers
371,2020-10-01,2174423.0,Tiers
372,2020-10-02,2174423.0,Tiers
373,2020-10-03,2174423.0,Tiers
374,2020-10-04,2174423.0,Tiers
375,2020-10-05,2174423.0,Tiers
376,2020-10-06,2192485.0,Tiers
377,2020-10-07,2192485.0,Tiers
378,2020-10-08,2192485.0,Tiers
379,2020-10-09,2192485.0,Tiers
380,2020-10-10,2192485.0,Tiers
381,2020-10-11,2192485.0,Tiers
382,2020-10-12,2192485.0,Tiers
383,2020-10-13,2192485.0,Tiers
384,2020-10-14,2192485.0,Tiers
385,2020-10-15,2209853.0,Tiers
386,2020-10-16,2209853.0,Tiers
387,2020-10-17,2233983.0,Tiers
388,2020-10-18,2233983.0,Tiers
389,2020-10-19,2233983.0,Tiers
390,2020-10-20,2233983.0,Tiers
391,2020-10-21,2233983.0,Tiers
392,2020-10-22,2233983.0,Tiers
393,2020-10-23,2233983.0,Tiers
394,2020-10-24,2233983.0,Tiers
395,2020-10-25,2233983.0,Tiers
396,2020-10-26,2233983.0,Tiers
397,2020-10-27,2233983.0,Tiers
398,2020-10-28,2233983.0,Tiers
399,2020-10-29,2233983.0,Tiers
400,2020-10-30,2233983.0,Tiers
401,2020-10-31,2233983.0,Tiers
402,2020-11-01,2233983.0,Tiers
403,2020-11-02,2233983.0,Tiers
404,2020-11-03,2302907.0,Tiers
405,2020-11-04,2302907.0,Tiers
406,2020-11-05,2302907.0,Tiers
407,2020-11-06,2302907.0,Tiers
408,2020-11-07,2302907.0,Tiers
409,2020-11-08,2302907.0,Tiers
410,2020-11-09,2302907.0,Tiers
411,2020-11-10,2302907.0,Tiers
412,2020-11-11,2302907.0,Tiers
413,2020-11-12,2302907.0,Tiers
414,2020-11-13,2390792.0,Tiers
415,2020-11-14,2390792.0,Tiers
416,2020-11-15,2390792.0,Tiers
417,2020-11-16,2390792.0,Tiers
418,2020-11-17,2390792.0,Tiers
419,2020-11-18,2390792.0,Tiers
420,2020-11-19,2390792.0,Tiers
421,2020-11-20,2390792.0,Tiers
422,2020-11-21,2390792.0,Tiers
423,2020-11-22,2390792.0,Tiers
424,2020-11-23,2390792.0,Tiers
425,2020-11-24,2390792.0,Tiers
426,2020-11-25,2519868.0,Tiers
427,2020-11-26,2519868.0,Tiers
428,2020-11-27,2519868.0,Tiers
429,2020-11-28,2519868.0,Tiers
430,2020-11-29,2519868.0,Tiers
431,2020-11-30,2519868.0,Tiers
432,2020-12-01,2638799.0,Tiers
433,2020-12-02,2638799.0,Tiers
434,2020-12-03,2638799.0,Tiers
435,2020-12-04,2638799.0,Tiers
436,2020-12-05,2695748.0,Tiers
437,2020-12-06,2695748.0,Tiers
438,2020-12-07,2695748.0,Tiers
439,2020-12-08,2695748.0,Tiers
440,2020-12-09,2695748.0,Tiers
441,2020-12-10,2695748.0,Tiers
442,2020-12-11,2695748.0,Tiers
443,2020-12-12,2695748.0,Tiers
444,2020-12-13,2836918.0,Tiers
445,2020-12-14,2836918.0,Tiers
446,2020-12-15,2836918.0,Tiers
447,2020-12-16,2836918.0,Tiers
448,2020-12-17,2862706.0,Tiers
449,2020-12-18,2862706.0,Tiers
450,2020-12-19,2862706.0,Tiers
451,2020-12-20,2862706.0,Tiers
452,2020-12-21,2862706.0,Tiers
453,2020-12-22,2862706.0,Tiers
454,2020-12-23,2862706.0,Tiers
455,2020-12-24,2787547.0,Tiers
456,2020-12-25,2787547.0,Tiers
457,2020-12-26,2787547.0,Tiers
458,2020-12-27,2787547.0,Tiers
459,2020-12-28,2787547.0,Tiers
460,2020-12-29,2787547.0,Tiers
461,2020-12-30,2787547.0,Tiers
462,2020-12-31,2787547.0,Tiers
463,2021-01-01,2787547.0,Tiers
464,2021-01-02,2787547.0,Tiers
465,2021-01-03,2787547.0,Tiers
466,2021-01-04,2661378.0,Tiers
467,2021-01-05,2661378.0,Tiers
468,2021-01-06,2661378.0,Tiers
469,2021-01-07,2661378.0,Tiers
470,2021-01-08,2661378.0,Tiers
471,2021-01-09,2638638.0,Tiers
472,2021-01-10,2638638.0,Tiers
473,2021-01-11,2638638.0,Tiers
474,2021-01-12,2638638.0,Tiers
475,2021-01-13,2638638.0,Tiers
476,2021-01-14,2638638.0,Tiers
477,2021-01-15,2638638.0,Tiers
478,2021-01-16,2638638.0,Tiers
479,2021-01-17,2638638.0,Tiers
480,2021-01-18,2638638.0,Tiers
481,2021-01-19,2638638.0,Tiers
482,2021-01-20,2638638.0,Tiers
483,2021-01-21,2638638.0,Tiers
484,2021-01-22,2638638.0,Tiers
485,2021-01-23,2638638.0,Tiers
486,2021-01-24,2638638.0,Tiers
487,2021-01-25,2638638.0,Tiers
488,2021-01-26,2638638.0,Tiers
489,2021-01-27,2638638.0,Tiers
490,2021-01-28,2638638.0,Tiers
491,2021-01-29,2638638.0,Tiers
492,2021-01-30,2606713.0,Tiers
493,2021-01-31,2606713.0,Tiers
494,2021-02-01,2606713.0,Tiers
495,2021-02-02,2606713.0,Tiers
496,2021-02-03,2606713.0,Tiers
497,2021-02-04,2606713.0,Tiers
498,2021-02-05,2606713.0,Tiers
499,2021-02-06,2606713.0,Tiers
500,2021-02-07,2606713.0,Tiers
501,2021-02-08,2606713.0,Tiers
502,2021-02-09,2606713.0,Tiers
503,2021-02-10,2606713.0,Tiers
504,2021-02-11,2606713.0,Tiers
505,2021-02-12,2606713.0,Tiers
506,2021-02-13,2606713.0,Tiers
507,2021-02-14,2606713.0,Tiers
508,2021-02-15,2606713.0,Tiers
509,2021-02-16,2587126.0,Tiers
510,2021-02-17,2587126.0,Tiers
511,2021-02-18,14590.0,Tiers
512,2021-02-19,13901.0,Tiers
513,2021-02-20,13901.0,Tiers
514,2021-02-21,13901.0,Tiers
515,2021-02-22,12489.0,Tiers
516,2021-02-23,14108.0,Tiers
517,2021-02-24,14108.0,Tiers
518,2021-02-25,14108.0,Tiers
519,2021-02-26,14108.0,Tiers
520,2021-02-27,14108.0,Tiers
521,2021-02-28,14108.0,Tiers
522,2021-03-01,14108.0,Tiers
523,2021-03-02,14108.0,Tiers
524,2021-03-03,14108.0,Tiers
525,2021-03-04,14108.0,Tiers
526,2021-03-05,14108.0,Tiers
527,2021-03-06,14108.0,Tiers
528,2021-03-07,14108.0,Tiers
529,2021-03-08,14108.0,Tiers
530,2021-03-09,14108.0,Tiers
531,2021-03-10,14108.0,Tiers
532,2021-03-11,14108.0,Tiers
533,2021-03-12,14108.0,Tiers
534,2021-03-13,14108.0,Tiers
535,2021-03-14,14108.0,Tiers
536,2021-03-15,14108.0,Tiers
537,2021-03-16,14108.0,Tiers
538,2021-03-17,14108.0,Tiers
539,2021-03-18,14108.0,Tiers
540,2021-03-19,14108.0,Tiers
541,2021-03-20,14108.0,Tiers
542,2021-03-21,14108.0,Tiers
543,2021-03-22,14108.0,Tiers
544,2021-03-23,14108.0,Tiers
545,2021-03-24,14108.0,Tiers
546,2021-03-25,2769969.0,Tiers
547,2021-03-26,2769969.0,Tiers
548,2021-03-27,15547.0,Tiers
549,2021-03-28,15547.0,Tiers
550,2021-03-29,15547.0,Tiers
551,2021-03-30,20386.0,Tiers
552,2021-03-31,22074.0,Tiers
553,2021-04-01,22074.0,Tiers
554,2021-04-02,22461.0,Tiers
555,2021-04-03,22461.0,Tiers
556,2021-04-04,23814.0,Tiers
557,2021-04-05,23167.0,Tiers
558,2021-04-06,23167.0,Tiers
559,2021-04-07,19525.0,Tiers
560,2021-04-08,20558.0,Tiers
561,2021-04-09,23829.0,Tiers
562,2021-04-10,16670.0,Tiers
563,2021-04-11,20564.0,Tiers
564,2021-04-12,20564.0,Tiers
565,2021-04-13,31741.0,Tiers
566,2021-04-14,19867.0,Tiers
567,2021-04-15,16675.0,Tiers
568,2021-04-16,17919.0,Tiers
569,2021-04-17,17919.0,Tiers
570,2021-04-18,15192.0,Tiers
571,2021-04-19,16603.0,Tiers
572,2021-04-20,20686.0,Tiers
573,2021-04-21,20686.0,Tiers
574,2021-04-22,20686.0,Tiers
575,2021-04-23,25937.0,Tiers
576,2021-04-24,19987.0,Tiers
577,2021-04-25,19987.0,Tiers
578,2021-04-26,18753.0,Tiers
579,2021-04-27,18753.0,Tiers
580,2021-04-28,17935.0,Tiers
581,2021-04-29,17935.0,Tiers
582,2021-04-30,17986.0,Tiers
583,2021-05-01,17986.0,Tiers
584,2021-05-02,23606.0,Tiers
585,2021-05-03,19412.0,Tiers
586,2021-05-04,26981.0,Tiers
587,2021-05-05,26981.0,Tiers
588,2021-05-06,18872.0,Tiers
589,2021-05-07,23503.0,Tiers
590,2021-05-08,23503.0,Tiers
591,2021-05-09,25858.0,Tiers
592,2021-05-10,25858.0,Tiers
593,2021-05-11,20599.0,Tiers
594,2021-05-12,22120.0,Tiers
595,2021-05-13,21312.0,Tiers
596,2021-05-14,28527.0,Tiers
597,2021-05-15,29266.0,Tiers
598,2021-05-16,29266.0,Tiers
599,2021-05-17,25372.0,Tiers
600,2021-05-18,25372.0,Tiers
601,2021-05-19,21411.0,Tiers
602,2021-05-20,36519.0,Tiers
603,2021-05-21,36519.0,Tiers
604,2021-05-22,36519.0,Tiers
605,2021-05-23,36730.0,Tiers
606,2021-05-24,36730.0,Tiers
607,2021-05-25,34158.0,Tiers
608,2021-05-26,34158.0,Tiers
609,2021-05-27,40001.0,Tiers
610,2021-05-28,23391.0,Tiers
611,2021-05-29,25879.0,Tiers
612,2021-05-30,25879.0,Tiers
613,2021-05-31,25879.0,Tiers
614,2021-06-01,37047.0,Tiers
615,2021-06-02,37047.0,Tiers
616,2021-06-03,44091.0,Tiers
617,2021-06-04,44091.0,Tiers
618,2021-06-05,44091.0,Tiers
619,2021-06-06,33000.0,Tiers
620,2021-06-07,33000.0,Tiers
621,2021-06-08,33000.0,Tiers
622,2021-06-09,32940.0,Tiers
623,2021-06-10,31459.0,Tiers
624,2021-06-11,31459.0,Tiers
625,2021-06-12,31459.0,Tiers
626,2021-06-13,34687.0,Tiers
627,2021-06-14,39943.0,Tiers
628,2021-06-15,39943.0,Tiers
629,2021-06-16,28079.0,Tiers
630,2021-06-17,28079.0,Tiers
631,2021-06-18,28079.0,Tiers
632,2021-06-19,34929.0,Tiers
633,2021-06-20,34929.0,Tiers
634,2021-06-21,51582.0,Tiers
635,2021-06-22,51582.0,Tiers
636,2021-06-23,51995.0,Tiers
637,2021-06-24,51995.0,Tiers
638,2021-06-25,51995.0,Tiers
639,2021-06-26,40910.0,Tiers
640,2021-06-27,40910.0,Tiers
641,2021-06-28,40910.0,Tiers
642,2021-06-29,28644.0,Tiers
643,2021-06-30,28644.0,Tiers
644,2021-07-01,28644.0,Tiers
645,2021-07-02,21292.0,Tiers
646,2021-07-03,21292.0,Tiers
647,2021-07-04,29264.0,Tiers
648,2021-07-05,29264.0,Tiers
649,2021-07-06,29264.0,Tiers
650,2021-07-07,42633.0,Tiers
651,2021-07-08,42633.0,Tiers
652,2021-07-09,37826.0,Tiers
653,2021-07-10,37826.0,Tiers
654,2021-07-11,32044.0,Tiers
