,date,value,name_B07M9QDVPY
607,2021-01-24,2034.0,Open Storage Bins
608,2021-01-25,2034.0,Open Storage Bins
609,2021-01-26,2601.0,Open Storage Bins
610,2021-01-27,2480.0,Open Storage Bins
611,2021-01-28,3140.0,Open Storage Bins
612,2021-01-29,3140.0,Open Storage Bins
613,2021-01-30,2781.0,Open Storage Bins
614,2021-01-31,2781.0,Open Storage Bins
615,2021-02-01,2985.0,Open Storage Bins
616,2021-02-02,2985.0,Open Storage Bins
617,2021-02-03,2938.0,Open Storage Bins
618,2021-02-04,2938.0,Open Storage Bins
619,2021-02-05,2938.0,Open Storage Bins
620,2021-02-06,3959.0,Open Storage Bins
621,2021-02-07,3959.0,Open Storage Bins
622,2021-02-08,3959.0,Open Storage Bins
623,2021-02-09,4161.0,Open Storage Bins
624,2021-02-10,4161.0,Open Storage Bins
625,2021-02-11,4161.0,Open Storage Bins
626,2021-02-12,7161.0,Open Storage Bins
627,2021-02-13,9511.0,Open Storage Bins
628,2021-02-14,9511.0,Open Storage Bins
629,2021-02-15,9511.0,Open Storage Bins
630,2021-02-16,17472.0,Open Storage Bins
631,2021-02-17,24468.0,Open Storage Bins
632,2021-02-18,24468.0,Open Storage Bins
633,2021-02-19,8780.0,Open Storage Bins
634,2021-02-20,7603.0,Open Storage Bins
635,2021-02-21,7292.0,Open Storage Bins
636,2021-02-22,7170.0,Open Storage Bins
637,2021-02-23,5817.0,Open Storage Bins
638,2021-02-24,4801.0,Open Storage Bins
639,2021-02-25,5356.0,Open Storage Bins
640,2021-02-26,6522.0,Open Storage Bins
641,2021-02-27,6522.0,Open Storage Bins
642,2021-02-28,3364.0,Open Storage Bins
643,2021-03-01,3437.0,Open Storage Bins
644,2021-03-02,3437.0,Open Storage Bins
645,2021-03-03,3120.0,Open Storage Bins
646,2021-03-04,3120.0,Open Storage Bins
647,2021-03-05,4115.0,Open Storage Bins
648,2021-03-06,3697.0,Open Storage Bins
649,2021-03-07,3284.0,Open Storage Bins
650,2021-03-08,3284.0,Open Storage Bins
651,2021-03-09,4265.0,Open Storage Bins
652,2021-03-10,4265.0,Open Storage Bins
653,2021-03-11,1122.0,Open Storage Bins
654,2021-03-12,1307.0,Open Storage Bins
655,2021-03-13,1307.0,Open Storage Bins
656,2021-03-14,1307.0,Open Storage Bins
657,2021-03-15,954.0,Open Storage Bins
658,2021-03-16,781.0,Open Storage Bins
659,2021-03-17,562.0,Open Storage Bins
660,2021-03-18,636.0,Open Storage Bins
661,2021-03-19,566.0,Open Storage Bins
662,2021-03-20,566.0,Open Storage Bins
663,2021-03-21,566.0,Open Storage Bins
664,2021-03-22,264.0,Open Storage Bins
665,2021-03-23,444.0,Open Storage Bins
666,2021-03-24,536.0,Open Storage Bins
667,2021-03-25,536.0,Open Storage Bins
668,2021-03-26,761.0,Open Storage Bins
669,2021-03-27,792.0,Open Storage Bins
670,2021-03-28,792.0,Open Storage Bins
671,2021-03-29,836.0,Open Storage Bins
672,2021-03-30,836.0,Open Storage Bins
673,2021-03-31,946.0,Open Storage Bins
674,2021-04-01,918.0,Open Storage Bins
675,2021-04-02,1026.0,Open Storage Bins
676,2021-04-03,1022.0,Open Storage Bins
677,2021-04-04,1022.0,Open Storage Bins
678,2021-04-05,5118.0,Open Storage Bins
679,2021-04-06,5118.0,Open Storage Bins
680,2021-04-07,6386.0,Open Storage Bins
681,2021-04-08,6386.0,Open Storage Bins
682,2021-04-09,6248.0,Open Storage Bins
683,2021-04-10,1565.0,Open Storage Bins
684,2021-04-11,3727.0,Open Storage Bins
685,2021-04-12,5266.0,Open Storage Bins
686,2021-04-13,5266.0,Open Storage Bins
687,2021-04-14,5266.0,Open Storage Bins
688,2021-04-15,6415.0,Open Storage Bins
689,2021-04-16,6311.0,Open Storage Bins
690,2021-04-17,6311.0,Open Storage Bins
691,2021-04-18,6311.0,Open Storage Bins
692,2021-04-19,8019.0,Open Storage Bins
693,2021-04-20,4834.0,Open Storage Bins
694,2021-04-21,4834.0,Open Storage Bins
695,2021-04-22,2838.0,Open Storage Bins
696,2021-04-23,2585.0,Open Storage Bins
697,2021-04-24,2197.0,Open Storage Bins
698,2021-04-25,2197.0,Open Storage Bins
699,2021-04-26,1411.0,Open Storage Bins
700,2021-04-27,3087.0,Open Storage Bins
701,2021-04-28,3945.0,Open Storage Bins
702,2021-04-29,3945.0,Open Storage Bins
703,2021-04-30,5734.0,Open Storage Bins
704,2021-05-01,5734.0,Open Storage Bins
705,2021-05-02,5667.0,Open Storage Bins
706,2021-05-03,5667.0,Open Storage Bins
707,2021-05-04,5667.0,Open Storage Bins
708,2021-05-05,6609.0,Open Storage Bins
709,2021-05-06,7516.0,Open Storage Bins
710,2021-05-07,7287.0,Open Storage Bins
711,2021-05-08,7287.0,Open Storage Bins
712,2021-05-09,7079.0,Open Storage Bins
713,2021-05-10,7273.0,Open Storage Bins
714,2021-05-11,8858.0,Open Storage Bins
715,2021-05-12,7878.0,Open Storage Bins
716,2021-05-13,5055.0,Open Storage Bins
717,2021-05-14,5055.0,Open Storage Bins
718,2021-05-15,7170.0,Open Storage Bins
719,2021-05-16,8301.0,Open Storage Bins
720,2021-05-17,6300.0,Open Storage Bins
721,2021-05-18,7156.0,Open Storage Bins
722,2021-05-19,6157.0,Open Storage Bins
723,2021-05-20,7858.0,Open Storage Bins
724,2021-05-21,7944.0,Open Storage Bins
725,2021-05-22,6400.0,Open Storage Bins
726,2021-05-23,6400.0,Open Storage Bins
727,2021-05-24,6987.0,Open Storage Bins
728,2021-05-25,6987.0,Open Storage Bins
729,2021-05-26,3473.0,Open Storage Bins
730,2021-05-27,3473.0,Open Storage Bins
731,2021-05-28,3323.0,Open Storage Bins
732,2021-05-29,2599.0,Open Storage Bins
733,2021-05-30,2112.0,Open Storage Bins
734,2021-05-31,1834.0,Open Storage Bins
735,2021-06-01,3389.0,Open Storage Bins
736,2021-06-02,3967.0,Open Storage Bins
737,2021-06-03,6047.0,Open Storage Bins
738,2021-06-04,4655.0,Open Storage Bins
739,2021-06-05,5267.0,Open Storage Bins
740,2021-06-06,5267.0,Open Storage Bins
741,2021-06-07,7107.0,Open Storage Bins
742,2021-06-08,6369.0,Open Storage Bins
743,2021-06-09,7164.0,Open Storage Bins
744,2021-06-10,7164.0,Open Storage Bins
745,2021-06-11,8567.0,Open Storage Bins
746,2021-06-12,8567.0,Open Storage Bins
747,2021-06-13,9174.0,Open Storage Bins
748,2021-06-14,9174.0,Open Storage Bins
749,2021-06-15,11192.0,Open Storage Bins
750,2021-06-16,9893.0,Open Storage Bins
751,2021-06-17,12352.0,Open Storage Bins
752,2021-06-18,12352.0,Open Storage Bins
753,2021-06-19,9149.0,Open Storage Bins
754,2021-06-20,9149.0,Open Storage Bins
755,2021-06-21,11300.0,Open Storage Bins
756,2021-06-22,2139.0,Open Storage Bins
757,2021-06-23,2139.0,Open Storage Bins
758,2021-06-24,2139.0,Open Storage Bins
759,2021-06-25,5337.0,Open Storage Bins
760,2021-06-26,5337.0,Open Storage Bins
761,2021-06-27,5337.0,Open Storage Bins
762,2021-06-28,8440.0,Open Storage Bins
763,2021-06-29,7114.0,Open Storage Bins
764,2021-06-30,6162.0,Open Storage Bins
765,2021-07-01,5714.0,Open Storage Bins
766,2021-07-02,6836.0,Open Storage Bins
767,2021-07-03,6836.0,Open Storage Bins
768,2021-07-04,6836.0,Open Storage Bins
769,2021-07-05,8775.0,Open Storage Bins
770,2021-07-06,10529.0,Open Storage Bins
771,2021-07-07,10529.0,Open Storage Bins
772,2021-07-08,8876.0,Open Storage Bins
773,2021-07-09,8876.0,Open Storage Bins
774,2021-07-10,8876.0,Open Storage Bins
775,2021-07-11,8612.0,Open Storage Bins
