,date,value,name_B0856RDH12
243,2021-02-21,995.0,Dry Erase & Wet Erase Markers
244,2021-02-22,1640.0,Dry Erase & Wet Erase Markers
245,2021-02-23,1640.0,Dry Erase & Wet Erase Markers
246,2021-02-24,1640.0,Dry Erase & Wet Erase Markers
247,2021-02-25,1821.0,Dry Erase & Wet Erase Markers
248,2021-02-26,1821.0,Dry Erase & Wet Erase Markers
249,2021-02-27,1821.0,Dry Erase & Wet Erase Markers
250,2021-02-28,2653.0,Dry Erase & Wet Erase Markers
251,2021-03-01,2653.0,Dry Erase & Wet Erase Markers
252,2021-03-02,2653.0,Dry Erase & Wet Erase Markers
253,2021-03-03,1732.0,Dry Erase & Wet Erase Markers
254,2021-03-04,1732.0,Dry Erase & Wet Erase Markers
255,2021-03-05,1867.0,Dry Erase & Wet Erase Markers
256,2021-03-06,1867.0,Dry Erase & Wet Erase Markers
257,2021-03-07,1867.0,Dry Erase & Wet Erase Markers
258,2021-03-08,3654.0,Dry Erase & Wet Erase Markers
259,2021-03-09,2656.0,Dry Erase & Wet Erase Markers
260,2021-03-10,2656.0,Dry Erase & Wet Erase Markers
261,2021-03-11,2656.0,Dry Erase & Wet Erase Markers
262,2021-03-12,1937.0,Dry Erase & Wet Erase Markers
263,2021-03-13,1937.0,Dry Erase & Wet Erase Markers
264,2021-03-14,2592.0,Dry Erase & Wet Erase Markers
265,2021-03-15,3183.0,Dry Erase & Wet Erase Markers
266,2021-03-16,3183.0,Dry Erase & Wet Erase Markers
267,2021-03-17,3183.0,Dry Erase & Wet Erase Markers
268,2021-03-18,2655.0,Dry Erase & Wet Erase Markers
269,2021-03-19,2661.0,Dry Erase & Wet Erase Markers
270,2021-03-20,2661.0,Dry Erase & Wet Erase Markers
271,2021-03-21,2661.0,Dry Erase & Wet Erase Markers
272,2021-03-22,5537.0,Dry Erase & Wet Erase Markers
273,2021-03-23,5537.0,Dry Erase & Wet Erase Markers
274,2021-03-24,1580.0,Dry Erase & Wet Erase Markers
275,2021-03-25,1580.0,Dry Erase & Wet Erase Markers
276,2021-03-26,1394.0,Dry Erase & Wet Erase Markers
277,2021-03-27,1204.0,Dry Erase & Wet Erase Markers
278,2021-03-28,1204.0,Dry Erase & Wet Erase Markers
279,2021-03-29,1204.0,Dry Erase & Wet Erase Markers
280,2021-03-30,2501.0,Dry Erase & Wet Erase Markers
281,2021-03-31,2501.0,Dry Erase & Wet Erase Markers
282,2021-04-01,2289.0,Dry Erase & Wet Erase Markers
283,2021-04-02,2289.0,Dry Erase & Wet Erase Markers
284,2021-04-03,2289.0,Dry Erase & Wet Erase Markers
285,2021-04-04,3609.0,Dry Erase & Wet Erase Markers
286,2021-04-05,3609.0,Dry Erase & Wet Erase Markers
287,2021-04-06,3609.0,Dry Erase & Wet Erase Markers
288,2021-04-07,3062.0,Dry Erase & Wet Erase Markers
289,2021-04-08,3062.0,Dry Erase & Wet Erase Markers
290,2021-04-09,3062.0,Dry Erase & Wet Erase Markers
291,2021-04-10,2039.0,Dry Erase & Wet Erase Markers
292,2021-04-11,3878.0,Dry Erase & Wet Erase Markers
293,2021-04-12,3878.0,Dry Erase & Wet Erase Markers
294,2021-04-13,2792.0,Dry Erase & Wet Erase Markers
295,2021-04-14,2792.0,Dry Erase & Wet Erase Markers
296,2021-04-15,1861.0,Dry Erase & Wet Erase Markers
297,2021-04-16,1861.0,Dry Erase & Wet Erase Markers
298,2021-04-17,1861.0,Dry Erase & Wet Erase Markers
299,2021-04-18,1861.0,Dry Erase & Wet Erase Markers
300,2021-04-19,3721.0,Dry Erase & Wet Erase Markers
301,2021-04-20,3721.0,Dry Erase & Wet Erase Markers
302,2021-04-21,2683.0,Dry Erase & Wet Erase Markers
303,2021-04-22,2683.0,Dry Erase & Wet Erase Markers
304,2021-04-23,2683.0,Dry Erase & Wet Erase Markers
305,2021-04-24,3126.0,Dry Erase & Wet Erase Markers
306,2021-04-25,3126.0,Dry Erase & Wet Erase Markers
307,2021-04-26,3126.0,Dry Erase & Wet Erase Markers
308,2021-04-27,3072.0,Dry Erase & Wet Erase Markers
309,2021-04-28,3072.0,Dry Erase & Wet Erase Markers
310,2021-04-29,3120.0,Dry Erase & Wet Erase Markers
311,2021-04-30,3120.0,Dry Erase & Wet Erase Markers
312,2021-05-01,3772.0,Dry Erase & Wet Erase Markers
313,2021-05-02,4196.0,Dry Erase & Wet Erase Markers
314,2021-05-03,3640.0,Dry Erase & Wet Erase Markers
315,2021-05-04,3640.0,Dry Erase & Wet Erase Markers
316,2021-05-05,3364.0,Dry Erase & Wet Erase Markers
317,2021-05-06,3364.0,Dry Erase & Wet Erase Markers
318,2021-05-07,3477.0,Dry Erase & Wet Erase Markers
319,2021-05-08,3555.0,Dry Erase & Wet Erase Markers
320,2021-05-09,3555.0,Dry Erase & Wet Erase Markers
321,2021-05-10,3555.0,Dry Erase & Wet Erase Markers
322,2021-05-11,3613.0,Dry Erase & Wet Erase Markers
323,2021-05-12,3613.0,Dry Erase & Wet Erase Markers
324,2021-05-13,2946.0,Dry Erase & Wet Erase Markers
325,2021-05-14,2946.0,Dry Erase & Wet Erase Markers
326,2021-05-15,3344.0,Dry Erase & Wet Erase Markers
327,2021-05-16,3344.0,Dry Erase & Wet Erase Markers
328,2021-05-17,3344.0,Dry Erase & Wet Erase Markers
329,2021-05-18,6046.0,Dry Erase & Wet Erase Markers
330,2021-05-19,6046.0,Dry Erase & Wet Erase Markers
331,2021-05-20,4226.0,Dry Erase & Wet Erase Markers
332,2021-05-21,4226.0,Dry Erase & Wet Erase Markers
333,2021-05-22,4172.0,Dry Erase & Wet Erase Markers
334,2021-05-23,4172.0,Dry Erase & Wet Erase Markers
335,2021-05-24,4172.0,Dry Erase & Wet Erase Markers
336,2021-05-25,2833.0,Dry Erase & Wet Erase Markers
337,2021-05-26,2833.0,Dry Erase & Wet Erase Markers
338,2021-05-27,2833.0,Dry Erase & Wet Erase Markers
339,2021-05-28,4420.0,Dry Erase & Wet Erase Markers
340,2021-05-29,4420.0,Dry Erase & Wet Erase Markers
341,2021-05-30,4420.0,Dry Erase & Wet Erase Markers
342,2021-05-31,4420.0,Dry Erase & Wet Erase Markers
343,2021-06-01,4420.0,Dry Erase & Wet Erase Markers
344,2021-06-02,5671.0,Dry Erase & Wet Erase Markers
345,2021-06-03,5671.0,Dry Erase & Wet Erase Markers
346,2021-06-04,3710.0,Dry Erase & Wet Erase Markers
347,2021-06-05,3955.0,Dry Erase & Wet Erase Markers
348,2021-06-06,3955.0,Dry Erase & Wet Erase Markers
349,2021-06-07,3955.0,Dry Erase & Wet Erase Markers
350,2021-06-08,4529.0,Dry Erase & Wet Erase Markers
351,2021-06-09,4529.0,Dry Erase & Wet Erase Markers
352,2021-06-10,4529.0,Dry Erase & Wet Erase Markers
353,2021-06-11,3542.0,Dry Erase & Wet Erase Markers
354,2021-06-12,3542.0,Dry Erase & Wet Erase Markers
355,2021-06-13,3542.0,Dry Erase & Wet Erase Markers
356,2021-06-14,3542.0,Dry Erase & Wet Erase Markers
357,2021-06-15,3542.0,Dry Erase & Wet Erase Markers
358,2021-06-16,5202.0,Dry Erase & Wet Erase Markers
359,2021-06-17,5202.0,Dry Erase & Wet Erase Markers
360,2021-06-18,5202.0,Dry Erase & Wet Erase Markers
361,2021-06-19,4061.0,Dry Erase & Wet Erase Markers
362,2021-06-20,4061.0,Dry Erase & Wet Erase Markers
363,2021-06-21,974.0,Dry Erase & Wet Erase Markers
364,2021-06-22,1570.0,Dry Erase & Wet Erase Markers
365,2021-06-23,1377.0,Dry Erase & Wet Erase Markers
366,2021-06-24,1377.0,Dry Erase & Wet Erase Markers
367,2021-06-25,1377.0,Dry Erase & Wet Erase Markers
368,2021-06-26,1377.0,Dry Erase & Wet Erase Markers
369,2021-06-27,1377.0,Dry Erase & Wet Erase Markers
370,2021-06-28,4736.0,Dry Erase & Wet Erase Markers
371,2021-06-29,4637.0,Dry Erase & Wet Erase Markers
372,2021-06-30,4930.0,Dry Erase & Wet Erase Markers
373,2021-07-01,4930.0,Dry Erase & Wet Erase Markers
374,2021-07-02,4930.0,Dry Erase & Wet Erase Markers
375,2021-07-03,3152.0,Dry Erase & Wet Erase Markers
376,2021-07-04,3152.0,Dry Erase & Wet Erase Markers
377,2021-07-05,3152.0,Dry Erase & Wet Erase Markers
378,2021-07-06,4343.0,Dry Erase & Wet Erase Markers
379,2021-07-07,3235.0,Dry Erase & Wet Erase Markers
380,2021-07-08,3235.0,Dry Erase & Wet Erase Markers
381,2021-07-09,3605.0,Dry Erase & Wet Erase Markers
382,2021-07-10,3605.0,Dry Erase & Wet Erase Markers
383,2021-07-11,3296.0,Dry Erase & Wet Erase Markers
