,date,value,name_B08F76BFY8
58,2020-10-03,2164.0,Dry Erase Boards
59,2020-10-04,2164.0,Dry Erase Boards
60,2020-10-05,2164.0,Dry Erase Boards
61,2020-10-06,2580.0,Dry Erase Boards
62,2020-10-07,2630.0,Dry Erase Boards
63,2020-10-08,2630.0,Dry Erase Boards
64,2020-10-09,2430.0,Dry Erase Boards
65,2020-10-10,2430.0,Dry Erase Boards
66,2020-10-11,2430.0,Dry Erase Boards
67,2020-10-12,2335.0,Dry Erase Boards
68,2020-10-13,2335.0,Dry Erase Boards
69,2020-10-14,2335.0,Dry Erase Boards
70,2020-10-15,2335.0,Dry Erase Boards
71,2020-10-16,2586.0,Dry Erase Boards
72,2020-10-17,2586.0,Dry Erase Boards
73,2020-10-18,2586.0,Dry Erase Boards
74,2020-10-19,2703.0,Dry Erase Boards
75,2020-10-20,2703.0,Dry Erase Boards
76,2020-10-21,1897.0,Dry Erase Boards
77,2020-10-22,1897.0,Dry Erase Boards
78,2020-10-23,1897.0,Dry Erase Boards
79,2020-10-24,1655.0,Dry Erase Boards
80,2020-10-25,1655.0,Dry Erase Boards
81,2020-10-26,1765.0,Dry Erase Boards
82,2020-10-27,2110.0,Dry Erase Boards
83,2020-10-28,2110.0,Dry Erase Boards
84,2020-10-29,1521.0,Dry Erase Boards
85,2020-10-30,1521.0,Dry Erase Boards
86,2020-10-31,1521.0,Dry Erase Boards
87,2020-11-01,1955.0,Dry Erase Boards
88,2020-11-02,1955.0,Dry Erase Boards
89,2020-11-03,1955.0,Dry Erase Boards
90,2020-11-04,1734.0,Dry Erase Boards
91,2020-11-05,1991.0,Dry Erase Boards
92,2020-11-06,1927.0,Dry Erase Boards
93,2020-11-07,2338.0,Dry Erase Boards
94,2020-11-08,2338.0,Dry Erase Boards
95,2020-11-09,2338.0,Dry Erase Boards
96,2020-11-10,4266.0,Dry Erase Boards
97,2020-11-11,4266.0,Dry Erase Boards
98,2020-11-12,4266.0,Dry Erase Boards
99,2020-11-13,5066.0,Dry Erase Boards
100,2020-11-14,5066.0,Dry Erase Boards
101,2020-11-15,5066.0,Dry Erase Boards
102,2020-11-16,4273.0,Dry Erase Boards
103,2020-11-17,3597.0,Dry Erase Boards
104,2020-11-18,3597.0,Dry Erase Boards
105,2020-11-19,3597.0,Dry Erase Boards
106,2020-11-20,2750.0,Dry Erase Boards
107,2020-11-21,2750.0,Dry Erase Boards
108,2020-11-22,3373.0,Dry Erase Boards
109,2020-11-23,3373.0,Dry Erase Boards
110,2020-11-24,4241.0,Dry Erase Boards
111,2020-11-25,4241.0,Dry Erase Boards
112,2020-11-26,4241.0,Dry Erase Boards
113,2020-11-27,4017.0,Dry Erase Boards
114,2020-11-28,4017.0,Dry Erase Boards
115,2020-11-29,4017.0,Dry Erase Boards
116,2020-11-30,3265.0,Dry Erase Boards
117,2020-12-01,3818.0,Dry Erase Boards
118,2020-12-02,3818.0,Dry Erase Boards
119,2020-12-03,3818.0,Dry Erase Boards
120,2020-12-04,2755.0,Dry Erase Boards
121,2020-12-05,2755.0,Dry Erase Boards
122,2020-12-06,2755.0,Dry Erase Boards
123,2020-12-07,4695.0,Dry Erase Boards
124,2020-12-08,4695.0,Dry Erase Boards
125,2020-12-09,4695.0,Dry Erase Boards
126,2020-12-10,8925.0,Dry Erase Boards
127,2020-12-11,8925.0,Dry Erase Boards
128,2020-12-12,7719.0,Dry Erase Boards
129,2020-12-13,7719.0,Dry Erase Boards
130,2020-12-14,7719.0,Dry Erase Boards
131,2020-12-15,5759.0,Dry Erase Boards
132,2020-12-16,5759.0,Dry Erase Boards
133,2020-12-17,5759.0,Dry Erase Boards
134,2020-12-18,4478.0,Dry Erase Boards
135,2020-12-19,4723.0,Dry Erase Boards
136,2020-12-20,4723.0,Dry Erase Boards
137,2020-12-21,5488.0,Dry Erase Boards
138,2020-12-22,4181.0,Dry Erase Boards
139,2020-12-23,4304.0,Dry Erase Boards
140,2020-12-24,4573.0,Dry Erase Boards
141,2020-12-25,4573.0,Dry Erase Boards
142,2020-12-26,6000.0,Dry Erase Boards
143,2020-12-27,6000.0,Dry Erase Boards
144,2020-12-28,6000.0,Dry Erase Boards
145,2020-12-29,3553.0,Dry Erase Boards
146,2020-12-30,3553.0,Dry Erase Boards
147,2020-12-31,3553.0,Dry Erase Boards
148,2021-01-01,3553.0,Dry Erase Boards
149,2021-01-02,2915.0,Dry Erase Boards
150,2021-01-03,2915.0,Dry Erase Boards
151,2021-01-04,2895.0,Dry Erase Boards
152,2021-01-05,2895.0,Dry Erase Boards
153,2021-01-06,2895.0,Dry Erase Boards
154,2021-01-07,1742.0,Dry Erase Boards
155,2021-01-08,1742.0,Dry Erase Boards
156,2021-01-09,1742.0,Dry Erase Boards
157,2021-01-10,1659.0,Dry Erase Boards
158,2021-01-11,1659.0,Dry Erase Boards
159,2021-01-12,1454.0,Dry Erase Boards
160,2021-01-13,1454.0,Dry Erase Boards
161,2021-01-14,1454.0,Dry Erase Boards
162,2021-01-15,1262.0,Dry Erase Boards
163,2021-01-16,1307.0,Dry Erase Boards
164,2021-01-17,1307.0,Dry Erase Boards
165,2021-01-18,1307.0,Dry Erase Boards
166,2021-01-19,975.0,Dry Erase Boards
167,2021-01-20,975.0,Dry Erase Boards
168,2021-01-21,962.0,Dry Erase Boards
169,2021-01-22,962.0,Dry Erase Boards
170,2021-01-23,962.0,Dry Erase Boards
171,2021-01-24,1228.0,Dry Erase Boards
172,2021-01-25,1472.0,Dry Erase Boards
173,2021-01-26,1314.0,Dry Erase Boards
174,2021-01-27,1314.0,Dry Erase Boards
175,2021-01-28,1314.0,Dry Erase Boards
176,2021-01-29,1108.0,Dry Erase Boards
177,2021-01-30,1132.0,Dry Erase Boards
178,2021-01-31,1132.0,Dry Erase Boards
179,2021-02-01,1259.0,Dry Erase Boards
180,2021-02-02,1259.0,Dry Erase Boards
181,2021-02-03,787.0,Dry Erase Boards
182,2021-02-04,787.0,Dry Erase Boards
183,2021-02-05,1015.0,Dry Erase Boards
184,2021-02-06,1015.0,Dry Erase Boards
185,2021-02-07,1015.0,Dry Erase Boards
186,2021-02-08,970.0,Dry Erase Boards
187,2021-02-09,970.0,Dry Erase Boards
188,2021-02-10,858.0,Dry Erase Boards
189,2021-02-11,826.0,Dry Erase Boards
190,2021-02-12,712.0,Dry Erase Boards
191,2021-02-13,712.0,Dry Erase Boards
192,2021-02-14,712.0,Dry Erase Boards
193,2021-02-15,808.0,Dry Erase Boards
194,2021-02-16,744.0,Dry Erase Boards
195,2021-02-17,744.0,Dry Erase Boards
196,2021-02-18,637.0,Dry Erase Boards
197,2021-02-19,785.0,Dry Erase Boards
198,2021-02-20,785.0,Dry Erase Boards
199,2021-02-21,668.0,Dry Erase Boards
200,2021-02-22,679.0,Dry Erase Boards
201,2021-02-23,679.0,Dry Erase Boards
202,2021-02-24,579.0,Dry Erase Boards
203,2021-02-25,503.0,Dry Erase Boards
204,2021-02-26,503.0,Dry Erase Boards
205,2021-02-27,503.0,Dry Erase Boards
206,2021-02-28,542.0,Dry Erase Boards
207,2021-03-01,542.0,Dry Erase Boards
208,2021-03-02,542.0,Dry Erase Boards
209,2021-03-03,542.0,Dry Erase Boards
210,2021-03-04,467.0,Dry Erase Boards
211,2021-03-05,467.0,Dry Erase Boards
212,2021-03-06,467.0,Dry Erase Boards
213,2021-03-07,495.0,Dry Erase Boards
214,2021-03-08,521.0,Dry Erase Boards
215,2021-03-09,521.0,Dry Erase Boards
216,2021-03-10,471.0,Dry Erase Boards
217,2021-03-11,504.0,Dry Erase Boards
218,2021-03-12,477.0,Dry Erase Boards
219,2021-03-13,477.0,Dry Erase Boards
220,2021-03-14,526.0,Dry Erase Boards
221,2021-03-15,526.0,Dry Erase Boards
222,2021-03-16,519.0,Dry Erase Boards
223,2021-03-17,456.0,Dry Erase Boards
224,2021-03-18,585.0,Dry Erase Boards
225,2021-03-19,555.0,Dry Erase Boards
226,2021-03-20,555.0,Dry Erase Boards
227,2021-03-21,555.0,Dry Erase Boards
228,2021-03-22,576.0,Dry Erase Boards
229,2021-03-23,527.0,Dry Erase Boards
230,2021-03-24,527.0,Dry Erase Boards
231,2021-03-25,558.0,Dry Erase Boards
232,2021-03-26,558.0,Dry Erase Boards
233,2021-03-27,558.0,Dry Erase Boards
234,2021-03-28,743.0,Dry Erase Boards
235,2021-03-29,724.0,Dry Erase Boards
236,2021-03-30,724.0,Dry Erase Boards
237,2021-03-31,846.0,Dry Erase Boards
238,2021-04-01,846.0,Dry Erase Boards
239,2021-04-02,1069.0,Dry Erase Boards
240,2021-04-03,1069.0,Dry Erase Boards
241,2021-04-04,1069.0,Dry Erase Boards
242,2021-04-05,1276.0,Dry Erase Boards
243,2021-04-06,1334.0,Dry Erase Boards
244,2021-04-07,1334.0,Dry Erase Boards
245,2021-04-08,1334.0,Dry Erase Boards
246,2021-04-09,1127.0,Dry Erase Boards
247,2021-04-10,1127.0,Dry Erase Boards
248,2021-04-11,1251.0,Dry Erase Boards
249,2021-04-12,1251.0,Dry Erase Boards
250,2021-04-13,1253.0,Dry Erase Boards
251,2021-04-14,1253.0,Dry Erase Boards
252,2021-04-15,1080.0,Dry Erase Boards
253,2021-04-16,1080.0,Dry Erase Boards
254,2021-04-17,1080.0,Dry Erase Boards
255,2021-04-18,1080.0,Dry Erase Boards
256,2021-04-19,1295.0,Dry Erase Boards
257,2021-04-20,1295.0,Dry Erase Boards
258,2021-04-21,975.0,Dry Erase Boards
259,2021-04-22,975.0,Dry Erase Boards
260,2021-04-23,1194.0,Dry Erase Boards
261,2021-04-24,1206.0,Dry Erase Boards
262,2021-04-25,1206.0,Dry Erase Boards
263,2021-04-26,1206.0,Dry Erase Boards
264,2021-04-27,1314.0,Dry Erase Boards
265,2021-04-28,1314.0,Dry Erase Boards
266,2021-04-29,1448.0,Dry Erase Boards
267,2021-04-30,1397.0,Dry Erase Boards
268,2021-05-01,1397.0,Dry Erase Boards
269,2021-05-02,1397.0,Dry Erase Boards
270,2021-05-03,1665.0,Dry Erase Boards
271,2021-05-04,1665.0,Dry Erase Boards
272,2021-05-05,1739.0,Dry Erase Boards
273,2021-05-06,1570.0,Dry Erase Boards
274,2021-05-07,1791.0,Dry Erase Boards
275,2021-05-08,1791.0,Dry Erase Boards
276,2021-05-09,1791.0,Dry Erase Boards
277,2021-05-10,1416.0,Dry Erase Boards
278,2021-05-11,1416.0,Dry Erase Boards
279,2021-05-12,1432.0,Dry Erase Boards
280,2021-05-13,1602.0,Dry Erase Boards
281,2021-05-14,1422.0,Dry Erase Boards
282,2021-05-15,1422.0,Dry Erase Boards
283,2021-05-16,1618.0,Dry Erase Boards
284,2021-05-17,1795.0,Dry Erase Boards
285,2021-05-18,1795.0,Dry Erase Boards
286,2021-05-19,1795.0,Dry Erase Boards
287,2021-05-20,1503.0,Dry Erase Boards
288,2021-05-21,1503.0,Dry Erase Boards
289,2021-05-22,1488.0,Dry Erase Boards
290,2021-05-23,1488.0,Dry Erase Boards
291,2021-05-24,1991.0,Dry Erase Boards
292,2021-05-25,1991.0,Dry Erase Boards
293,2021-05-26,1736.0,Dry Erase Boards
294,2021-05-27,1873.0,Dry Erase Boards
295,2021-05-28,1873.0,Dry Erase Boards
296,2021-05-29,1472.0,Dry Erase Boards
297,2021-05-30,1472.0,Dry Erase Boards
298,2021-05-31,1911.0,Dry Erase Boards
299,2021-06-01,1911.0,Dry Erase Boards
300,2021-06-02,1589.0,Dry Erase Boards
301,2021-06-03,1589.0,Dry Erase Boards
302,2021-06-04,2317.0,Dry Erase Boards
303,2021-06-05,2317.0,Dry Erase Boards
304,2021-06-06,3636.0,Dry Erase Boards
305,2021-06-07,3868.0,Dry Erase Boards
306,2021-06-08,3868.0,Dry Erase Boards
307,2021-06-09,3604.0,Dry Erase Boards
308,2021-06-10,3604.0,Dry Erase Boards
309,2021-06-11,3604.0,Dry Erase Boards
310,2021-06-12,2167.0,Dry Erase Boards
311,2021-06-13,2167.0,Dry Erase Boards
312,2021-06-14,2701.0,Dry Erase Boards
313,2021-06-15,2701.0,Dry Erase Boards
314,2021-06-16,3125.0,Dry Erase Boards
315,2021-06-17,3125.0,Dry Erase Boards
316,2021-06-18,2462.0,Dry Erase Boards
317,2021-06-19,2462.0,Dry Erase Boards
318,2021-06-20,2462.0,Dry Erase Boards
319,2021-06-21,3775.0,Dry Erase Boards
320,2021-06-22,4593.0,Dry Erase Boards
321,2021-06-23,4593.0,Dry Erase Boards
322,2021-06-24,4593.0,Dry Erase Boards
323,2021-06-25,3550.0,Dry Erase Boards
324,2021-06-26,4080.0,Dry Erase Boards
325,2021-06-27,5541.0,Dry Erase Boards
326,2021-06-28,5541.0,Dry Erase Boards
327,2021-06-29,4705.0,Dry Erase Boards
328,2021-06-30,4705.0,Dry Erase Boards
329,2021-07-01,7670.0,Dry Erase Boards
330,2021-07-02,7670.0,Dry Erase Boards
331,2021-07-03,7670.0,Dry Erase Boards
332,2021-07-04,4587.0,Dry Erase Boards
333,2021-07-05,4587.0,Dry Erase Boards
334,2021-07-06,3823.0,Dry Erase Boards
335,2021-07-07,3133.0,Dry Erase Boards
336,2021-07-08,3475.0,Dry Erase Boards
337,2021-07-09,3839.0,Dry Erase Boards
338,2021-07-10,4255.0,Dry Erase Boards
