,date,value,name_B08PF14WRG
65,2021-02-14,31300.0,Hydration
66,2021-02-15,31300.0,Hydration
67,2021-02-16,31300.0,Hydration
68,2021-02-17,48607.0,Hydration
69,2021-02-18,48339.0,Hydration
70,2021-02-19,48339.0,Hydration
71,2021-02-20,48339.0,Hydration
72,2021-02-21,47527.0,Hydration
73,2021-02-22,53715.0,Hydration
74,2021-02-23,53715.0,Hydration
75,2021-02-24,53715.0,Hydration
76,2021-02-25,34972.0,Hydration
77,2021-02-26,34972.0,Hydration
78,2021-02-27,34972.0,Hydration
79,2021-02-28,34972.0,Hydration
80,2021-03-01,34451.0,Hydration
81,2021-03-02,34451.0,Hydration
82,2021-03-03,39987.0,Hydration
83,2021-03-04,39987.0,Hydration
84,2021-03-05,39987.0,Hydration
85,2021-03-06,28688.0,Hydration
86,2021-03-07,28688.0,Hydration
87,2021-03-08,36123.0,Hydration
88,2021-03-09,37632.0,Hydration
89,2021-03-10,37632.0,Hydration
90,2021-03-11,37632.0,Hydration
91,2021-03-12,37632.0,Hydration
92,2021-03-13,37632.0,Hydration
93,2021-03-14,37632.0,Hydration
94,2021-03-15,26289.0,Hydration
95,2021-03-16,26289.0,Hydration
96,2021-03-17,26289.0,Hydration
97,2021-03-18,27484.0,Hydration
98,2021-03-19,27484.0,Hydration
99,2021-03-20,27484.0,Hydration
100,2021-03-21,27484.0,Hydration
101,2021-03-22,36861.0,Hydration
102,2021-03-23,36861.0,Hydration
103,2021-03-24,36861.0,Hydration
104,2021-03-25,27867.0,Hydration
105,2021-03-26,27867.0,Hydration
106,2021-03-27,27867.0,Hydration
107,2021-03-28,27867.0,Hydration
108,2021-03-29,27867.0,Hydration
109,2021-03-30,32591.0,Hydration
110,2021-03-31,32591.0,Hydration
111,2021-04-01,32591.0,Hydration
112,2021-04-02,32591.0,Hydration
113,2021-04-03,32591.0,Hydration
114,2021-04-04,32591.0,Hydration
115,2021-04-05,20636.0,Hydration
116,2021-04-06,20636.0,Hydration
117,2021-04-07,20636.0,Hydration
118,2021-04-08,20636.0,Hydration
119,2021-04-09,26049.0,Hydration
120,2021-04-10,26049.0,Hydration
121,2021-04-11,26049.0,Hydration
122,2021-04-12,26049.0,Hydration
123,2021-04-13,22222.0,Hydration
124,2021-04-14,22222.0,Hydration
125,2021-04-15,22222.0,Hydration
126,2021-04-16,22222.0,Hydration
127,2021-04-17,28673.0,Hydration
128,2021-04-18,28673.0,Hydration
129,2021-04-19,28673.0,Hydration
130,2021-04-20,26525.0,Hydration
131,2021-04-21,27546.0,Hydration
132,2021-04-22,21875.0,Hydration
133,2021-04-23,22225.0,Hydration
134,2021-04-24,22225.0,Hydration
135,2021-04-25,22225.0,Hydration
136,2021-04-26,22225.0,Hydration
137,2021-04-27,16824.0,Hydration
138,2021-04-28,16626.0,Hydration
139,2021-04-29,15059.0,Hydration
140,2021-04-30,15059.0,Hydration
141,2021-05-01,15059.0,Hydration
142,2021-05-02,15059.0,Hydration
143,2021-05-03,15059.0,Hydration
144,2021-05-04,15059.0,Hydration
145,2021-05-05,19336.0,Hydration
146,2021-05-06,19336.0,Hydration
147,2021-05-07,19336.0,Hydration
148,2021-05-08,19336.0,Hydration
149,2021-05-09,16032.0,Hydration
150,2021-05-10,16032.0,Hydration
151,2021-05-11,16032.0,Hydration
152,2021-05-12,16032.0,Hydration
153,2021-05-13,15972.0,Hydration
154,2021-05-14,15972.0,Hydration
155,2021-05-15,15972.0,Hydration
156,2021-05-16,17537.0,Hydration
157,2021-05-17,17537.0,Hydration
158,2021-05-18,17537.0,Hydration
159,2021-05-19,14545.0,Hydration
160,2021-05-20,13368.0,Hydration
161,2021-05-21,11564.0,Hydration
162,2021-05-22,11564.0,Hydration
163,2021-05-23,12928.0,Hydration
164,2021-05-24,12928.0,Hydration
165,2021-05-25,10140.0,Hydration
166,2021-05-26,10140.0,Hydration
167,2021-05-27,13874.0,Hydration
168,2021-05-28,18033.0,Hydration
169,2021-05-29,16729.0,Hydration
170,2021-05-30,16729.0,Hydration
171,2021-05-31,16466.0,Hydration
172,2021-06-01,16070.0,Hydration
173,2021-06-02,18672.0,Hydration
174,2021-06-03,17956.0,Hydration
175,2021-06-04,20449.0,Hydration
176,2021-06-05,20883.0,Hydration
177,2021-06-06,20883.0,Hydration
178,2021-06-07,16931.0,Hydration
179,2021-06-08,16931.0,Hydration
180,2021-06-09,16931.0,Hydration
181,2021-06-10,16931.0,Hydration
182,2021-06-11,14167.0,Hydration
183,2021-06-12,14167.0,Hydration
184,2021-06-13,14167.0,Hydration
185,2021-06-14,13652.0,Hydration
186,2021-06-15,12795.0,Hydration
187,2021-06-16,12795.0,Hydration
188,2021-06-17,13098.0,Hydration
189,2021-06-18,13098.0,Hydration
190,2021-06-19,13098.0,Hydration
191,2021-06-20,12705.0,Hydration
192,2021-06-21,11022.0,Hydration
193,2021-06-22,10480.0,Hydration
194,2021-06-23,10480.0,Hydration
195,2021-06-24,10480.0,Hydration
196,2021-06-25,13900.0,Hydration
197,2021-06-26,13900.0,Hydration
198,2021-06-27,13900.0,Hydration
199,2021-06-28,14501.0,Hydration
200,2021-06-29,15126.0,Hydration
201,2021-06-30,15126.0,Hydration
202,2021-07-01,15126.0,Hydration
203,2021-07-02,15126.0,Hydration
204,2021-07-03,14454.0,Hydration
205,2021-07-04,14454.0,Hydration
206,2021-07-05,12242.0,Hydration
207,2021-07-06,12242.0,Hydration
208,2021-07-07,12242.0,Hydration
209,2021-07-08,12242.0,Hydration
210,2021-07-09,14190.0,Hydration
211,2021-07-10,14190.0,Hydration
212,2021-07-11,13149.0,Hydration
