,date,value,name_B088D8X937
65,2020-07-29,7687.0,Party Favors
66,2020-07-30,7687.0,Party Favors
67,2020-07-31,7686.0,Party Favors
68,2020-08-01,7147.0,Party Favors
69,2020-08-02,7147.0,Party Favors
70,2020-08-03,7677.0,Party Favors
71,2020-08-04,7677.0,Party Favors
72,2020-08-05,7677.0,Party Favors
73,2020-08-06,7677.0,Party Favors
74,2020-08-07,14349.0,Party Favors
75,2020-08-08,14349.0,Party Favors
76,2020-08-09,14349.0,Party Favors
77,2020-08-10,14445.0,Party Favors
78,2020-08-11,9513.0,Party Favors
79,2020-08-12,9513.0,Party Favors
80,2020-08-13,9513.0,Party Favors
81,2020-08-14,9513.0,Party Favors
82,2020-08-15,9513.0,Party Favors
83,2020-08-16,11445.0,Party Favors
84,2020-08-17,11445.0,Party Favors
85,2020-08-18,11445.0,Party Favors
86,2020-08-19,10104.0,Party Favors
87,2020-08-20,10104.0,Party Favors
88,2020-08-21,10104.0,Party Favors
89,2020-08-22,10104.0,Party Favors
90,2020-08-23,10104.0,Party Favors
91,2020-08-24,10444.0,Party Favors
92,2020-08-25,10165.0,Party Favors
93,2020-08-26,10165.0,Party Favors
94,2020-08-27,10165.0,Party Favors
95,2020-08-28,10418.0,Party Favors
96,2020-08-29,10418.0,Party Favors
97,2020-08-30,10418.0,Party Favors
98,2020-08-31,10254.0,Party Favors
99,2020-09-01,10254.0,Party Favors
100,2020-09-02,10254.0,Party Favors
101,2020-09-03,10254.0,Party Favors
102,2020-09-04,10254.0,Party Favors
103,2020-09-05,10254.0,Party Favors
104,2020-09-06,10254.0,Party Favors
105,2020-09-07,13579.0,Party Favors
106,2020-09-08,13579.0,Party Favors
107,2020-09-09,6940.0,Party Favors
108,2020-09-10,6940.0,Party Favors
109,2020-09-11,6940.0,Party Favors
110,2020-09-12,6940.0,Party Favors
111,2020-09-13,6940.0,Party Favors
112,2020-09-14,6940.0,Party Favors
113,2020-09-15,7316.0,Party Favors
114,2020-09-16,7316.0,Party Favors
115,2020-09-17,7316.0,Party Favors
116,2020-09-18,7750.0,Party Favors
117,2020-09-19,9920.0,Party Favors
118,2020-09-20,9920.0,Party Favors
119,2020-09-21,7731.0,Party Favors
120,2020-09-22,7731.0,Party Favors
121,2020-09-23,7731.0,Party Favors
122,2020-09-24,4383.0,Party Favors
123,2020-09-25,4383.0,Party Favors
124,2020-09-26,4383.0,Party Favors
125,2020-09-27,4402.0,Party Favors
126,2020-09-28,4402.0,Party Favors
127,2020-09-29,4402.0,Party Favors
128,2020-09-30,4628.0,Party Favors
129,2020-10-01,4628.0,Party Favors
130,2020-10-02,4944.0,Party Favors
131,2020-10-03,4944.0,Party Favors
132,2020-10-04,4944.0,Party Favors
133,2020-10-05,2608.0,Party Favors
134,2020-10-06,2608.0,Party Favors
135,2020-10-07,2608.0,Party Favors
136,2020-10-08,3315.0,Party Favors
137,2020-10-09,3315.0,Party Favors
138,2020-10-10,3050.0,Party Favors
139,2020-10-11,2277.0,Party Favors
140,2020-10-12,2277.0,Party Favors
141,2020-10-13,2277.0,Party Favors
142,2020-10-14,3800.0,Party Favors
143,2020-10-15,3800.0,Party Favors
144,2020-10-16,4811.0,Party Favors
145,2020-10-17,4811.0,Party Favors
146,2020-10-18,1421.0,Party Favors
147,2020-10-19,1115.0,Party Favors
148,2020-10-20,1115.0,Party Favors
149,2020-10-21,699.0,Party Favors
150,2020-10-22,783.0,Party Favors
151,2020-10-23,783.0,Party Favors
152,2020-10-24,783.0,Party Favors
153,2020-10-25,260.0,Party Favors
154,2020-10-26,260.0,Party Favors
155,2020-10-27,228.0,Party Favors
156,2020-10-28,228.0,Party Favors
157,2020-10-29,239.0,Party Favors
158,2020-10-30,239.0,Party Favors
159,2020-10-31,757.0,Party Favors
160,2020-11-01,757.0,Party Favors
161,2020-11-02,757.0,Party Favors
162,2020-11-03,2290.0,Party Favors
163,2020-11-04,2290.0,Party Favors
164,2020-11-05,2290.0,Party Favors
165,2020-11-06,3567.0,Party Favors
166,2020-11-07,3916.0,Party Favors
167,2020-11-08,3916.0,Party Favors
168,2020-11-09,4834.0,Party Favors
169,2020-11-10,4834.0,Party Favors
170,2020-11-11,4834.0,Party Favors
171,2020-11-12,4834.0,Party Favors
172,2020-11-13,5722.0,Party Favors
173,2020-11-14,5722.0,Party Favors
174,2020-11-15,5722.0,Party Favors
175,2020-11-16,8997.0,Party Favors
176,2020-11-17,8997.0,Party Favors
177,2020-11-18,8997.0,Party Favors
178,2020-11-19,10197.0,Party Favors
179,2020-11-20,10197.0,Party Favors
180,2020-11-21,10197.0,Party Favors
181,2020-11-22,10197.0,Party Favors
182,2020-11-23,12885.0,Party Favors
183,2020-11-24,12885.0,Party Favors
184,2020-11-25,13000.0,Party Favors
185,2020-11-26,13000.0,Party Favors
186,2020-11-27,20412.0,Party Favors
187,2020-11-28,20412.0,Party Favors
188,2020-11-29,20412.0,Party Favors
189,2020-11-30,20412.0,Party Favors
190,2020-12-01,20412.0,Party Favors
191,2020-12-02,20412.0,Party Favors
192,2020-12-03,19568.0,Party Favors
193,2020-12-04,19568.0,Party Favors
194,2020-12-05,19568.0,Party Favors
195,2020-12-06,19568.0,Party Favors
196,2020-12-07,19568.0,Party Favors
197,2020-12-08,14596.0,Party Favors
198,2020-12-09,14596.0,Party Favors
199,2020-12-10,14596.0,Party Favors
200,2020-12-11,14596.0,Party Favors
201,2020-12-12,17746.0,Party Favors
202,2020-12-13,17746.0,Party Favors
203,2020-12-14,17746.0,Party Favors
204,2020-12-15,18856.0,Party Favors
205,2020-12-16,18856.0,Party Favors
206,2020-12-17,18856.0,Party Favors
207,2020-12-18,20761.0,Party Favors
208,2020-12-19,20761.0,Party Favors
209,2020-12-20,20761.0,Party Favors
210,2020-12-21,20761.0,Party Favors
211,2020-12-22,20252.0,Party Favors
212,2020-12-23,20252.0,Party Favors
213,2020-12-24,20252.0,Party Favors
214,2020-12-25,20252.0,Party Favors
215,2020-12-26,15424.0,Party Favors
216,2020-12-27,15424.0,Party Favors
217,2020-12-28,15424.0,Party Favors
218,2020-12-29,7339.0,Party Favors
219,2020-12-30,7339.0,Party Favors
220,2020-12-31,7339.0,Party Favors
221,2021-01-01,7339.0,Party Favors
222,2021-01-02,7339.0,Party Favors
223,2021-01-03,7339.0,Party Favors
224,2021-01-04,15590.0,Party Favors
225,2021-01-05,15590.0,Party Favors
226,2021-01-06,12815.0,Party Favors
227,2021-01-07,14956.0,Party Favors
228,2021-01-08,14956.0,Party Favors
229,2021-01-09,14956.0,Party Favors
230,2021-01-10,14956.0,Party Favors
231,2021-01-11,14956.0,Party Favors
232,2021-01-12,14956.0,Party Favors
233,2021-01-13,15034.0,Party Favors
234,2021-01-14,15034.0,Party Favors
235,2021-01-15,15034.0,Party Favors
236,2021-01-16,11321.0,Party Favors
237,2021-01-17,11321.0,Party Favors
238,2021-01-18,11321.0,Party Favors
239,2021-01-19,11321.0,Party Favors
240,2021-01-20,10439.0,Party Favors
241,2021-01-21,10439.0,Party Favors
242,2021-01-22,10439.0,Party Favors
243,2021-01-23,12392.0,Party Favors
244,2021-01-24,12392.0,Party Favors
245,2021-01-25,12392.0,Party Favors
246,2021-01-26,12797.0,Party Favors
247,2021-01-27,12797.0,Party Favors
248,2021-01-28,12797.0,Party Favors
249,2021-01-29,10694.0,Party Favors
250,2021-01-30,10694.0,Party Favors
251,2021-01-31,10694.0,Party Favors
252,2021-02-01,20316.0,Party Favors
253,2021-02-02,20316.0,Party Favors
254,2021-02-03,20316.0,Party Favors
255,2021-02-04,20316.0,Party Favors
256,2021-02-05,11947.0,Party Favors
257,2021-02-06,11947.0,Party Favors
258,2021-02-07,11947.0,Party Favors
259,2021-02-08,16257.0,Party Favors
260,2021-02-09,16257.0,Party Favors
261,2021-02-10,16257.0,Party Favors
262,2021-02-11,12116.0,Party Favors
263,2021-02-12,12116.0,Party Favors
264,2021-02-13,12116.0,Party Favors
265,2021-02-14,12116.0,Party Favors
266,2021-02-15,12116.0,Party Favors
267,2021-02-16,16564.0,Party Favors
268,2021-02-17,16573.0,Party Favors
269,2021-02-18,16573.0,Party Favors
270,2021-02-19,16573.0,Party Favors
271,2021-02-20,16573.0,Party Favors
272,2021-02-21,16573.0,Party Favors
273,2021-02-22,17526.0,Party Favors
274,2021-02-23,17526.0,Party Favors
275,2021-02-24,17526.0,Party Favors
276,2021-02-25,17526.0,Party Favors
277,2021-02-26,14019.0,Party Favors
278,2021-02-27,15476.0,Party Favors
279,2021-02-28,15476.0,Party Favors
280,2021-03-01,15476.0,Party Favors
281,2021-03-02,15476.0,Party Favors
282,2021-03-03,15119.0,Party Favors
283,2021-03-04,15119.0,Party Favors
284,2021-03-05,15119.0,Party Favors
285,2021-03-06,15119.0,Party Favors
286,2021-03-07,15119.0,Party Favors
287,2021-03-08,10545.0,Party Favors
288,2021-03-09,10545.0,Party Favors
289,2021-03-10,10545.0,Party Favors
290,2021-03-11,10545.0,Party Favors
291,2021-03-12,10545.0,Party Favors
292,2021-03-13,11730.0,Party Favors
293,2021-03-14,11730.0,Party Favors
294,2021-03-15,11730.0,Party Favors
295,2021-03-16,11730.0,Party Favors
296,2021-03-17,12550.0,Party Favors
297,2021-03-18,12550.0,Party Favors
298,2021-03-19,11894.0,Party Favors
299,2021-03-20,11894.0,Party Favors
300,2021-03-21,11894.0,Party Favors
301,2021-03-22,11894.0,Party Favors
302,2021-03-23,11894.0,Party Favors
303,2021-03-24,12160.0,Party Favors
304,2021-03-25,12160.0,Party Favors
305,2021-03-26,12160.0,Party Favors
306,2021-03-27,12160.0,Party Favors
307,2021-03-28,12160.0,Party Favors
308,2021-03-29,9866.0,Party Favors
309,2021-03-30,9866.0,Party Favors
310,2021-03-31,10345.0,Party Favors
311,2021-04-01,10345.0,Party Favors
312,2021-04-02,10345.0,Party Favors
313,2021-04-03,10345.0,Party Favors
314,2021-04-04,10345.0,Party Favors
315,2021-04-05,16206.0,Party Favors
316,2021-04-06,16206.0,Party Favors
317,2021-04-07,8834.0,Party Favors
318,2021-04-08,8834.0,Party Favors
319,2021-04-09,8834.0,Party Favors
320,2021-04-10,18412.0,Party Favors
321,2021-04-11,18412.0,Party Favors
322,2021-04-12,18412.0,Party Favors
323,2021-04-13,18412.0,Party Favors
324,2021-04-14,12398.0,Party Favors
325,2021-04-15,12398.0,Party Favors
326,2021-04-16,7795.0,Party Favors
327,2021-04-17,7795.0,Party Favors
328,2021-04-18,7795.0,Party Favors
329,2021-04-19,10637.0,Party Favors
330,2021-04-20,16848.0,Party Favors
331,2021-04-21,11407.0,Party Favors
332,2021-04-22,11407.0,Party Favors
333,2021-04-23,9403.0,Party Favors
334,2021-04-24,9403.0,Party Favors
335,2021-04-25,9403.0,Party Favors
336,2021-04-26,9403.0,Party Favors
337,2021-04-27,13239.0,Party Favors
338,2021-04-28,6474.0,Party Favors
339,2021-04-29,8032.0,Party Favors
340,2021-04-30,8032.0,Party Favors
341,2021-05-01,11208.0,Party Favors
342,2021-05-02,8593.0,Party Favors
343,2021-05-03,15386.0,Party Favors
344,2021-05-04,15386.0,Party Favors
345,2021-05-05,10430.0,Party Favors
346,2021-05-06,15995.0,Party Favors
347,2021-05-07,15995.0,Party Favors
348,2021-05-08,10783.0,Party Favors
349,2021-05-09,8736.0,Party Favors
350,2021-05-10,8736.0,Party Favors
351,2021-05-11,9253.0,Party Favors
352,2021-05-12,10041.0,Party Favors
353,2021-05-13,14484.0,Party Favors
354,2021-05-14,14484.0,Party Favors
355,2021-05-15,14484.0,Party Favors
356,2021-05-16,14484.0,Party Favors
357,2021-05-17,8674.0,Party Favors
358,2021-05-18,8410.0,Party Favors
359,2021-05-19,6625.0,Party Favors
360,2021-05-20,9183.0,Party Favors
361,2021-05-21,7738.0,Party Favors
362,2021-05-22,9099.0,Party Favors
363,2021-05-23,9099.0,Party Favors
364,2021-05-24,7432.0,Party Favors
365,2021-05-25,7039.0,Party Favors
366,2021-05-26,9095.0,Party Favors
367,2021-05-27,9095.0,Party Favors
368,2021-05-28,8919.0,Party Favors
369,2021-05-29,8919.0,Party Favors
370,2021-05-30,8919.0,Party Favors
371,2021-05-31,14076.0,Party Favors
372,2021-06-01,14780.0,Party Favors
373,2021-06-02,6257.0,Party Favors
374,2021-06-03,8831.0,Party Favors
375,2021-06-04,6444.0,Party Favors
376,2021-06-05,6572.0,Party Favors
377,2021-06-06,6572.0,Party Favors
378,2021-06-07,7418.0,Party Favors
379,2021-06-08,7331.0,Party Favors
380,2021-06-09,7331.0,Party Favors
381,2021-06-10,6468.0,Party Favors
382,2021-06-11,7194.0,Party Favors
383,2021-06-12,7194.0,Party Favors
384,2021-06-13,4059.0,Party Favors
385,2021-06-14,4139.0,Party Favors
386,2021-06-15,4139.0,Party Favors
387,2021-06-16,4554.0,Party Favors
388,2021-06-17,4554.0,Party Favors
389,2021-06-18,5406.0,Party Favors
390,2021-06-19,5487.0,Party Favors
391,2021-06-20,5455.0,Party Favors
392,2021-06-21,5894.0,Party Favors
393,2021-06-22,4082.0,Party Favors
394,2021-06-23,4082.0,Party Favors
395,2021-06-24,4185.0,Party Favors
396,2021-06-25,3785.0,Party Favors
397,2021-06-26,3551.0,Party Favors
398,2021-06-27,3551.0,Party Favors
399,2021-06-28,2395.0,Party Favors
400,2021-06-29,1272.0,Party Favors
401,2021-06-30,1283.0,Party Favors
402,2021-07-01,1878.0,Party Favors
403,2021-07-02,2297.0,Party Favors
404,2021-07-03,3154.0,Party Favors
405,2021-07-04,2220.0,Party Favors
406,2021-07-05,4003.0,Party Favors
407,2021-07-06,4395.0,Party Favors
408,2021-07-07,2667.0,Party Favors
409,2021-07-08,3153.0,Party Favors
410,2021-07-09,3000.0,Party Favors
411,2021-07-10,2969.0,Party Favors
