,date,value,name_B07NCMFV4W
105,2019-06-16,34177.0,Bath Rugs
106,2019-06-17,54142.0,Bath Rugs
107,2019-06-18,54142.0,Bath Rugs
108,2019-06-19,27355.0,Bath Rugs
109,2019-06-20,27355.0,Bath Rugs
110,2019-06-21,27355.0,Bath Rugs
111,2019-06-22,38070.0,Bath Rugs
112,2019-06-23,39722.0,Bath Rugs
113,2019-06-24,39722.0,Bath Rugs
114,2019-06-25,20212.0,Bath Rugs
115,2019-06-26,20212.0,Bath Rugs
116,2019-06-27,21698.0,Bath Rugs
117,2019-06-28,21698.0,Bath Rugs
118,2019-06-29,21698.0,Bath Rugs
119,2019-06-30,25324.0,Bath Rugs
120,2019-07-01,28203.0,Bath Rugs
121,2019-07-02,28203.0,Bath Rugs
122,2019-07-03,16556.0,Bath Rugs
123,2019-07-04,22942.0,Bath Rugs
124,2019-07-05,26185.0,Bath Rugs
125,2019-07-06,26185.0,Bath Rugs
126,2019-07-07,26185.0,Bath Rugs
127,2019-07-08,26467.0,Bath Rugs
128,2019-07-09,26467.0,Bath Rugs
129,2019-07-10,26467.0,Bath Rugs
130,2019-07-11,35106.0,Bath Rugs
131,2019-07-12,35106.0,Bath Rugs
132,2019-07-13,35106.0,Bath Rugs
133,2019-07-14,24568.0,Bath Rugs
134,2019-07-15,24568.0,Bath Rugs
135,2019-07-16,24568.0,Bath Rugs
136,2019-07-17,24568.0,Bath Rugs
137,2019-07-18,21506.0,Bath Rugs
138,2019-07-19,21506.0,Bath Rugs
139,2019-07-20,13992.0,Bath Rugs
140,2019-07-21,12383.0,Bath Rugs
141,2019-07-22,27937.0,Bath Rugs
142,2019-07-23,27937.0,Bath Rugs
143,2019-07-24,11662.0,Bath Rugs
144,2019-07-25,13335.0,Bath Rugs
145,2019-07-26,13335.0,Bath Rugs
146,2019-07-27,14746.0,Bath Rugs
147,2019-07-28,15911.0,Bath Rugs
148,2019-07-29,12868.0,Bath Rugs
149,2019-07-30,12868.0,Bath Rugs
150,2019-07-31,12868.0,Bath Rugs
151,2019-08-01,26089.0,Bath Rugs
152,2019-08-02,26089.0,Bath Rugs
153,2019-08-03,26089.0,Bath Rugs
154,2019-08-04,15639.0,Bath Rugs
155,2019-08-05,10818.0,Bath Rugs
156,2019-08-06,14658.0,Bath Rugs
157,2019-08-07,14658.0,Bath Rugs
158,2019-08-08,15844.0,Bath Rugs
159,2019-08-09,15844.0,Bath Rugs
160,2019-08-10,12144.0,Bath Rugs
161,2019-08-11,12144.0,Bath Rugs
162,2019-08-12,12144.0,Bath Rugs
163,2019-08-13,12144.0,Bath Rugs
164,2019-08-14,12223.0,Bath Rugs
165,2019-08-15,11062.0,Bath Rugs
166,2019-08-16,11062.0,Bath Rugs
167,2019-08-17,13983.0,Bath Rugs
168,2019-08-18,13983.0,Bath Rugs
169,2019-08-19,13983.0,Bath Rugs
170,2019-08-20,11224.0,Bath Rugs
171,2019-08-21,10165.0,Bath Rugs
172,2019-08-22,10165.0,Bath Rugs
173,2019-08-23,11333.0,Bath Rugs
174,2019-08-24,11062.0,Bath Rugs
175,2019-08-25,11062.0,Bath Rugs
176,2019-08-26,11062.0,Bath Rugs
177,2019-08-27,9428.0,Bath Rugs
178,2019-08-28,8837.0,Bath Rugs
179,2019-08-29,9996.0,Bath Rugs
180,2019-08-30,9996.0,Bath Rugs
181,2019-08-31,12353.0,Bath Rugs
182,2019-09-01,12353.0,Bath Rugs
183,2019-09-02,12353.0,Bath Rugs
184,2019-09-03,7688.0,Bath Rugs
185,2019-09-04,8880.0,Bath Rugs
186,2019-09-05,12060.0,Bath Rugs
187,2019-09-06,6943.0,Bath Rugs
188,2019-09-07,7344.0,Bath Rugs
189,2019-09-08,10384.0,Bath Rugs
190,2019-09-09,10384.0,Bath Rugs
191,2019-09-10,10431.0,Bath Rugs
192,2019-09-11,12890.0,Bath Rugs
193,2019-09-12,12474.0,Bath Rugs
194,2019-09-13,11167.0,Bath Rugs
195,2019-09-14,13708.0,Bath Rugs
196,2019-09-15,13708.0,Bath Rugs
197,2019-09-16,14034.0,Bath Rugs
198,2019-09-17,18002.0,Bath Rugs
199,2019-09-18,17625.0,Bath Rugs
200,2019-09-19,10930.0,Bath Rugs
201,2019-09-20,12019.0,Bath Rugs
202,2019-09-21,12019.0,Bath Rugs
203,2019-09-22,6519.0,Bath Rugs
204,2019-09-23,7123.0,Bath Rugs
205,2019-09-24,9950.0,Bath Rugs
206,2019-09-25,8889.0,Bath Rugs
207,2019-09-26,11142.0,Bath Rugs
208,2019-09-27,16876.0,Bath Rugs
209,2019-09-28,16973.0,Bath Rugs
210,2019-09-29,16120.0,Bath Rugs
211,2019-09-30,16120.0,Bath Rugs
212,2019-10-01,16120.0,Bath Rugs
213,2019-10-02,11370.0,Bath Rugs
214,2019-10-03,17210.0,Bath Rugs
215,2019-10-04,17210.0,Bath Rugs
216,2019-10-05,8574.0,Bath Rugs
217,2019-10-06,8574.0,Bath Rugs
218,2019-10-07,19523.0,Bath Rugs
219,2019-10-08,19523.0,Bath Rugs
220,2019-10-09,19523.0,Bath Rugs
221,2019-10-10,21017.0,Bath Rugs
222,2019-10-11,21017.0,Bath Rugs
223,2019-10-12,21017.0,Bath Rugs
224,2019-10-13,12549.0,Bath Rugs
225,2019-10-14,12554.0,Bath Rugs
226,2019-10-15,12554.0,Bath Rugs
227,2019-10-16,14973.0,Bath Rugs
228,2019-10-17,12078.0,Bath Rugs
229,2019-10-18,20394.0,Bath Rugs
230,2019-10-19,20394.0,Bath Rugs
231,2019-10-20,20394.0,Bath Rugs
232,2019-10-21,9815.0,Bath Rugs
233,2019-10-22,17853.0,Bath Rugs
234,2019-10-23,20247.0,Bath Rugs
235,2019-10-24,15015.0,Bath Rugs
236,2019-10-25,10225.0,Bath Rugs
237,2019-10-26,17332.0,Bath Rugs
238,2019-10-27,17925.0,Bath Rugs
239,2019-10-28,16103.0,Bath Rugs
240,2019-10-29,16103.0,Bath Rugs
241,2019-10-30,23433.0,Bath Rugs
242,2019-10-31,13610.0,Bath Rugs
243,2019-11-01,15986.0,Bath Rugs
244,2019-11-02,11967.0,Bath Rugs
245,2019-11-03,11967.0,Bath Rugs
246,2019-11-04,13606.0,Bath Rugs
247,2019-11-05,10661.0,Bath Rugs
248,2019-11-06,19843.0,Bath Rugs
249,2019-11-07,19843.0,Bath Rugs
250,2019-11-08,19843.0,Bath Rugs
251,2019-11-09,19843.0,Bath Rugs
252,2019-11-10,19843.0,Bath Rugs
253,2019-11-11,13951.0,Bath Rugs
254,2019-11-12,13951.0,Bath Rugs
255,2019-11-13,13951.0,Bath Rugs
256,2019-11-14,13951.0,Bath Rugs
257,2019-11-15,13951.0,Bath Rugs
258,2019-11-16,13951.0,Bath Rugs
259,2019-11-17,11298.0,Bath Rugs
260,2019-11-18,11298.0,Bath Rugs
261,2019-11-19,11298.0,Bath Rugs
262,2019-11-20,16671.0,Bath Rugs
263,2019-11-21,16671.0,Bath Rugs
264,2019-11-22,22053.0,Bath Rugs
265,2019-11-23,22053.0,Bath Rugs
266,2019-11-24,22053.0,Bath Rugs
267,2019-11-25,22053.0,Bath Rugs
268,2019-11-26,21883.0,Bath Rugs
269,2019-11-27,21883.0,Bath Rugs
270,2019-11-28,13079.0,Bath Rugs
271,2019-11-29,13079.0,Bath Rugs
272,2019-11-30,13079.0,Bath Rugs
273,2019-12-01,13079.0,Bath Rugs
274,2019-12-02,13079.0,Bath Rugs
275,2019-12-03,25287.0,Bath Rugs
276,2019-12-04,25287.0,Bath Rugs
277,2019-12-05,15841.0,Bath Rugs
278,2019-12-06,15841.0,Bath Rugs
279,2019-12-07,15841.0,Bath Rugs
280,2019-12-08,15841.0,Bath Rugs
281,2019-12-09,15841.0,Bath Rugs
282,2019-12-10,15841.0,Bath Rugs
283,2019-12-11,15841.0,Bath Rugs
284,2019-12-12,15841.0,Bath Rugs
285,2019-12-13,15841.0,Bath Rugs
286,2019-12-14,17134.0,Bath Rugs
287,2019-12-15,17134.0,Bath Rugs
288,2019-12-16,17134.0,Bath Rugs
289,2019-12-17,17134.0,Bath Rugs
290,2019-12-18,17134.0,Bath Rugs
291,2019-12-19,17134.0,Bath Rugs
292,2019-12-20,26720.0,Bath Rugs
293,2019-12-21,26720.0,Bath Rugs
294,2019-12-22,26720.0,Bath Rugs
295,2019-12-23,26720.0,Bath Rugs
296,2019-12-24,26720.0,Bath Rugs
297,2019-12-25,26720.0,Bath Rugs
298,2019-12-26,21542.0,Bath Rugs
299,2019-12-27,21542.0,Bath Rugs
300,2019-12-28,21542.0,Bath Rugs
301,2019-12-29,21542.0,Bath Rugs
302,2019-12-30,21542.0,Bath Rugs
303,2019-12-31,21542.0,Bath Rugs
304,2020-01-01,13452.0,Bath Rugs
305,2020-01-02,13452.0,Bath Rugs
306,2020-01-03,13452.0,Bath Rugs
307,2020-01-04,13452.0,Bath Rugs
308,2020-01-05,13452.0,Bath Rugs
309,2020-01-06,13452.0,Bath Rugs
310,2020-01-07,13452.0,Bath Rugs
311,2020-01-08,13452.0,Bath Rugs
312,2020-01-09,25118.0,Bath Rugs
313,2020-01-10,25118.0,Bath Rugs
314,2020-01-11,25118.0,Bath Rugs
315,2020-01-12,25118.0,Bath Rugs
316,2020-01-13,25118.0,Bath Rugs
317,2020-01-14,14928.0,Bath Rugs
318,2020-01-15,14928.0,Bath Rugs
319,2020-01-16,14928.0,Bath Rugs
320,2020-01-17,14928.0,Bath Rugs
321,2020-01-18,14928.0,Bath Rugs
322,2020-01-19,14928.0,Bath Rugs
323,2020-01-20,16989.0,Bath Rugs
324,2020-01-21,16989.0,Bath Rugs
325,2020-01-22,16989.0,Bath Rugs
326,2020-01-23,16989.0,Bath Rugs
327,2020-01-24,16989.0,Bath Rugs
328,2020-01-25,16989.0,Bath Rugs
329,2020-01-26,16989.0,Bath Rugs
330,2020-01-27,22753.0,Bath Rugs
331,2020-01-28,22753.0,Bath Rugs
332,2020-01-29,22753.0,Bath Rugs
333,2020-01-30,22753.0,Bath Rugs
334,2020-01-31,22753.0,Bath Rugs
335,2020-02-01,22753.0,Bath Rugs
336,2020-02-02,24707.0,Bath Rugs
337,2020-02-03,24707.0,Bath Rugs
338,2020-02-04,24707.0,Bath Rugs
339,2020-02-05,24707.0,Bath Rugs
340,2020-02-06,24707.0,Bath Rugs
341,2020-02-07,24707.0,Bath Rugs
342,2020-02-08,21948.0,Bath Rugs
343,2020-02-09,21948.0,Bath Rugs
344,2020-02-10,21948.0,Bath Rugs
345,2020-02-11,6567.0,Bath Rugs
346,2020-02-12,6567.0,Bath Rugs
347,2020-02-13,6567.0,Bath Rugs
348,2020-02-14,10132.0,Bath Rugs
349,2020-02-15,10132.0,Bath Rugs
350,2020-02-16,10132.0,Bath Rugs
351,2020-02-17,10132.0,Bath Rugs
352,2020-02-18,10132.0,Bath Rugs
353,2020-02-19,10132.0,Bath Rugs
354,2020-02-20,14555.0,Bath Rugs
355,2020-02-21,14555.0,Bath Rugs
356,2020-02-22,14555.0,Bath Rugs
357,2020-02-23,38124.0,Bath Rugs
358,2020-02-24,38124.0,Bath Rugs
359,2020-02-25,38124.0,Bath Rugs
360,2020-02-26,38124.0,Bath Rugs
361,2020-02-27,10347.0,Bath Rugs
362,2020-02-28,10347.0,Bath Rugs
363,2020-02-29,10347.0,Bath Rugs
364,2020-03-01,10347.0,Bath Rugs
365,2020-03-02,10347.0,Bath Rugs
366,2020-03-03,10347.0,Bath Rugs
367,2020-03-04,10347.0,Bath Rugs
368,2020-03-05,9336.0,Bath Rugs
369,2020-03-06,9336.0,Bath Rugs
370,2020-03-07,-1.0,Bath Rugs
