,date,value,name_B0876DKY8C
124,2020-09-26,2024.0,Women's Health
125,2020-09-27,2024.0,Women's Health
126,2020-09-28,1763.0,Women's Health
127,2020-09-29,1763.0,Women's Health
128,2020-09-30,1954.0,Women's Health
129,2020-10-01,2122.0,Women's Health
130,2020-10-02,2122.0,Women's Health
131,2020-10-03,2400.0,Women's Health
132,2020-10-04,2400.0,Women's Health
133,2020-10-05,2400.0,Women's Health
134,2020-10-06,2403.0,Women's Health
135,2020-10-07,2422.0,Women's Health
136,2020-10-08,2422.0,Women's Health
137,2020-10-09,1938.0,Women's Health
138,2020-10-10,1968.0,Women's Health
139,2020-10-11,2174.0,Women's Health
140,2020-10-12,2360.0,Women's Health
141,2020-10-13,2360.0,Women's Health
142,2020-10-14,2360.0,Women's Health
143,2020-10-15,1574.0,Women's Health
144,2020-10-16,1574.0,Women's Health
145,2020-10-17,1574.0,Women's Health
146,2020-10-18,2079.0,Women's Health
147,2020-10-19,2079.0,Women's Health
148,2020-10-20,2079.0,Women's Health
149,2020-10-21,2207.0,Women's Health
150,2020-10-22,2207.0,Women's Health
151,2020-10-23,2173.0,Women's Health
152,2020-10-24,2173.0,Women's Health
153,2020-10-25,2173.0,Women's Health
154,2020-10-26,1955.0,Women's Health
155,2020-10-27,1955.0,Women's Health
156,2020-10-28,2320.0,Women's Health
157,2020-10-29,2175.0,Women's Health
158,2020-10-30,2175.0,Women's Health
159,2020-10-31,2047.0,Women's Health
160,2020-11-01,2047.0,Women's Health
161,2020-11-02,2438.0,Women's Health
162,2020-11-03,2438.0,Women's Health
163,2020-11-04,2438.0,Women's Health
164,2020-11-05,2243.0,Women's Health
165,2020-11-06,2243.0,Women's Health
166,2020-11-07,2260.0,Women's Health
167,2020-11-08,2260.0,Women's Health
168,2020-11-09,2260.0,Women's Health
169,2020-11-10,2252.0,Women's Health
170,2020-11-11,2252.0,Women's Health
171,2020-11-12,2252.0,Women's Health
172,2020-11-13,2700.0,Women's Health
173,2020-11-14,2700.0,Women's Health
174,2020-11-15,2716.0,Women's Health
175,2020-11-16,2716.0,Women's Health
176,2020-11-17,2716.0,Women's Health
177,2020-11-18,2377.0,Women's Health
178,2020-11-19,2377.0,Women's Health
179,2020-11-20,3253.0,Women's Health
180,2020-11-21,3290.0,Women's Health
181,2020-11-22,3290.0,Women's Health
182,2020-11-23,3290.0,Women's Health
183,2020-11-24,2784.0,Women's Health
184,2020-11-25,2784.0,Women's Health
185,2020-11-26,3204.0,Women's Health
186,2020-11-27,3204.0,Women's Health
187,2020-11-28,3204.0,Women's Health
188,2020-11-29,2734.0,Women's Health
189,2020-11-30,2612.0,Women's Health
190,2020-12-01,2612.0,Women's Health
191,2020-12-02,2680.0,Women's Health
192,2020-12-03,2680.0,Women's Health
193,2020-12-04,2872.0,Women's Health
194,2020-12-05,2872.0,Women's Health
195,2020-12-06,2683.0,Women's Health
196,2020-12-07,2683.0,Women's Health
197,2020-12-08,2683.0,Women's Health
198,2020-12-09,3050.0,Women's Health
199,2020-12-10,3077.0,Women's Health
200,2020-12-11,3077.0,Women's Health
201,2020-12-12,3077.0,Women's Health
202,2020-12-13,2554.0,Women's Health
203,2020-12-14,2390.0,Women's Health
204,2020-12-15,2390.0,Women's Health
205,2020-12-16,2323.0,Women's Health
206,2020-12-17,2323.0,Women's Health
207,2020-12-18,2323.0,Women's Health
208,2020-12-19,2283.0,Women's Health
209,2020-12-20,2283.0,Women's Health
210,2020-12-21,2283.0,Women's Health
211,2020-12-22,2405.0,Women's Health
212,2020-12-23,2405.0,Women's Health
213,2020-12-24,2405.0,Women's Health
214,2020-12-25,2217.0,Women's Health
215,2020-12-26,2217.0,Women's Health
216,2020-12-27,2467.0,Women's Health
217,2020-12-28,2467.0,Women's Health
218,2020-12-29,2426.0,Women's Health
219,2020-12-30,2426.0,Women's Health
220,2020-12-31,2426.0,Women's Health
221,2021-01-01,2291.0,Women's Health
222,2021-01-02,2291.0,Women's Health
223,2021-01-03,2291.0,Women's Health
224,2021-01-04,2190.0,Women's Health
225,2021-01-05,2190.0,Women's Health
226,2021-01-06,2100.0,Women's Health
227,2021-01-07,2100.0,Women's Health
228,2021-01-08,2100.0,Women's Health
229,2021-01-09,2102.0,Women's Health
230,2021-01-10,2102.0,Women's Health
231,2021-01-11,2102.0,Women's Health
232,2021-01-12,2128.0,Women's Health
233,2021-01-13,2128.0,Women's Health
234,2021-01-14,2003.0,Women's Health
235,2021-01-15,2003.0,Women's Health
236,2021-01-16,2003.0,Women's Health
237,2021-01-17,1809.0,Women's Health
238,2021-01-18,1809.0,Women's Health
239,2021-01-19,1809.0,Women's Health
240,2021-01-20,2012.0,Women's Health
241,2021-01-21,2012.0,Women's Health
242,2021-01-22,1929.0,Women's Health
243,2021-01-23,1929.0,Women's Health
244,2021-01-24,1929.0,Women's Health
245,2021-01-25,2048.0,Women's Health
246,2021-01-26,2048.0,Women's Health
247,2021-01-27,2049.0,Women's Health
248,2021-01-28,1953.0,Women's Health
249,2021-01-29,1994.0,Women's Health
250,2021-01-30,1994.0,Women's Health
251,2021-01-31,1994.0,Women's Health
252,2021-02-01,1921.0,Women's Health
253,2021-02-02,1921.0,Women's Health
254,2021-02-03,1899.0,Women's Health
255,2021-02-04,1899.0,Women's Health
256,2021-02-05,1899.0,Women's Health
257,2021-02-06,1901.0,Women's Health
258,2021-02-07,1766.0,Women's Health
259,2021-02-08,1766.0,Women's Health
260,2021-02-09,1622.0,Women's Health
261,2021-02-10,1622.0,Women's Health
262,2021-02-11,1622.0,Women's Health
263,2021-02-12,2005.0,Women's Health
264,2021-02-13,2005.0,Women's Health
265,2021-02-14,1670.0,Women's Health
266,2021-02-15,1670.0,Women's Health
267,2021-02-16,1458.0,Women's Health
268,2021-02-17,1458.0,Women's Health
269,2021-02-18,1552.0,Women's Health
270,2021-02-19,1552.0,Women's Health
271,2021-02-20,1561.0,Women's Health
272,2021-02-21,1901.0,Women's Health
273,2021-02-22,1901.0,Women's Health
274,2021-02-23,1589.0,Women's Health
275,2021-02-24,1589.0,Women's Health
276,2021-02-25,1589.0,Women's Health
277,2021-02-26,1491.0,Women's Health
278,2021-02-27,1491.0,Women's Health
279,2021-02-28,1395.0,Women's Health
280,2021-03-01,1395.0,Women's Health
281,2021-03-02,1395.0,Women's Health
282,2021-03-03,1193.0,Women's Health
283,2021-03-04,1193.0,Women's Health
284,2021-03-05,1328.0,Women's Health
285,2021-03-06,1328.0,Women's Health
286,2021-03-07,1328.0,Women's Health
287,2021-03-08,1618.0,Women's Health
288,2021-03-09,1618.0,Women's Health
289,2021-03-10,1591.0,Women's Health
290,2021-03-11,1526.0,Women's Health
291,2021-03-12,1526.0,Women's Health
292,2021-03-13,1398.0,Women's Health
293,2021-03-14,1398.0,Women's Health
294,2021-03-15,1398.0,Women's Health
295,2021-03-16,1671.0,Women's Health
296,2021-03-17,1501.0,Women's Health
297,2021-03-18,1501.0,Women's Health
298,2021-03-19,1501.0,Women's Health
299,2021-03-20,1511.0,Women's Health
300,2021-03-21,1511.0,Women's Health
301,2021-03-22,1887.0,Women's Health
302,2021-03-23,1887.0,Women's Health
303,2021-03-24,1849.0,Women's Health
304,2021-03-25,1849.0,Women's Health
305,2021-03-26,1817.0,Women's Health
306,2021-03-27,1817.0,Women's Health
307,2021-03-28,1675.0,Women's Health
308,2021-03-29,1685.0,Women's Health
309,2021-03-30,1685.0,Women's Health
310,2021-03-31,1633.0,Women's Health
311,2021-04-01,1633.0,Women's Health
312,2021-04-02,1633.0,Women's Health
313,2021-04-03,1633.0,Women's Health
314,2021-04-04,1802.0,Women's Health
315,2021-04-05,1802.0,Women's Health
316,2021-04-06,1802.0,Women's Health
317,2021-04-07,1670.0,Women's Health
318,2021-04-08,1670.0,Women's Health
319,2021-04-09,1552.0,Women's Health
320,2021-04-10,1552.0,Women's Health
321,2021-04-11,1330.0,Women's Health
322,2021-04-12,1330.0,Women's Health
323,2021-04-13,1330.0,Women's Health
324,2021-04-14,1323.0,Women's Health
325,2021-04-15,1323.0,Women's Health
326,2021-04-16,1340.0,Women's Health
327,2021-04-17,1340.0,Women's Health
328,2021-04-18,1185.0,Women's Health
329,2021-04-19,1185.0,Women's Health
330,2021-04-20,1382.0,Women's Health
331,2021-04-21,1382.0,Women's Health
332,2021-04-22,1382.0,Women's Health
333,2021-04-23,1511.0,Women's Health
334,2021-04-24,1511.0,Women's Health
335,2021-04-25,1250.0,Women's Health
336,2021-04-26,1250.0,Women's Health
337,2021-04-27,1361.0,Women's Health
338,2021-04-28,1361.0,Women's Health
339,2021-04-29,1259.0,Women's Health
340,2021-04-30,1259.0,Women's Health
341,2021-05-01,1259.0,Women's Health
342,2021-05-02,1568.0,Women's Health
343,2021-05-03,1568.0,Women's Health
344,2021-05-04,1543.0,Women's Health
345,2021-05-05,1543.0,Women's Health
346,2021-05-06,1385.0,Women's Health
347,2021-05-07,1385.0,Women's Health
348,2021-05-08,1520.0,Women's Health
349,2021-05-09,1520.0,Women's Health
350,2021-05-10,1437.0,Women's Health
351,2021-05-11,1437.0,Women's Health
352,2021-05-12,1437.0,Women's Health
353,2021-05-13,1441.0,Women's Health
354,2021-05-14,1441.0,Women's Health
355,2021-05-15,1451.0,Women's Health
356,2021-05-16,1451.0,Women's Health
357,2021-05-17,1246.0,Women's Health
358,2021-05-18,1246.0,Women's Health
359,2021-05-19,1261.0,Women's Health
360,2021-05-20,1166.0,Women's Health
361,2021-05-21,1161.0,Women's Health
362,2021-05-22,1347.0,Women's Health
363,2021-05-23,1347.0,Women's Health
364,2021-05-24,1232.0,Women's Health
365,2021-05-25,1232.0,Women's Health
366,2021-05-26,1180.0,Women's Health
367,2021-05-27,1180.0,Women's Health
368,2021-05-28,1037.0,Women's Health
369,2021-05-29,1037.0,Women's Health
370,2021-05-30,1037.0,Women's Health
371,2021-05-31,1182.0,Women's Health
372,2021-06-01,1182.0,Women's Health
373,2021-06-02,1254.0,Women's Health
374,2021-06-03,1254.0,Women's Health
375,2021-06-04,1393.0,Women's Health
376,2021-06-05,1393.0,Women's Health
377,2021-06-06,1294.0,Women's Health
378,2021-06-07,1294.0,Women's Health
379,2021-06-08,1347.0,Women's Health
380,2021-06-09,1347.0,Women's Health
381,2021-06-10,1347.0,Women's Health
382,2021-06-11,1383.0,Women's Health
383,2021-06-12,1383.0,Women's Health
384,2021-06-13,1414.0,Women's Health
385,2021-06-14,1272.0,Women's Health
386,2021-06-15,1272.0,Women's Health
387,2021-06-16,1181.0,Women's Health
388,2021-06-17,1199.0,Women's Health
389,2021-06-18,1199.0,Women's Health
390,2021-06-19,1199.0,Women's Health
391,2021-06-20,1076.0,Women's Health
392,2021-06-21,1143.0,Women's Health
393,2021-06-22,1470.0,Women's Health
394,2021-06-23,1470.0,Women's Health
395,2021-06-24,1251.0,Women's Health
396,2021-06-25,1347.0,Women's Health
397,2021-06-26,1347.0,Women's Health
398,2021-06-27,1275.0,Women's Health
399,2021-06-28,1275.0,Women's Health
400,2021-06-29,1209.0,Women's Health
401,2021-06-30,1209.0,Women's Health
402,2021-07-01,1234.0,Women's Health
403,2021-07-02,1234.0,Women's Health
404,2021-07-03,1390.0,Women's Health
405,2021-07-04,1390.0,Women's Health
406,2021-07-05,1321.0,Women's Health
407,2021-07-06,1321.0,Women's Health
408,2021-07-07,1409.0,Women's Health
409,2021-07-08,1409.0,Women's Health
410,2021-07-09,1339.0,Women's Health
411,2021-07-10,1339.0,Women's Health
412,2021-07-11,1327.0,Women's Health
