,date,value,name_B081DP3JL7
208,2020-12-31,71903.0,Insoles
209,2021-01-01,71903.0,Insoles
210,2021-01-02,71903.0,Insoles
211,2021-01-03,71903.0,Insoles
212,2021-01-04,71903.0,Insoles
213,2021-01-05,71903.0,Insoles
214,2021-01-06,71903.0,Insoles
215,2021-01-07,71903.0,Insoles
216,2021-01-08,71903.0,Insoles
217,2021-01-09,71903.0,Insoles
218,2021-01-10,71903.0,Insoles
219,2021-01-11,52032.0,Insoles
220,2021-01-12,52032.0,Insoles
221,2021-01-13,52032.0,Insoles
222,2021-01-14,52032.0,Insoles
223,2021-01-15,52032.0,Insoles
224,2021-01-16,52032.0,Insoles
225,2021-01-17,52032.0,Insoles
226,2021-01-18,52032.0,Insoles
227,2021-01-19,52032.0,Insoles
228,2021-01-20,52032.0,Insoles
229,2021-01-21,54436.0,Insoles
230,2021-01-22,54436.0,Insoles
231,2021-01-23,54436.0,Insoles
232,2021-01-24,54436.0,Insoles
233,2021-01-25,54436.0,Insoles
234,2021-01-26,54436.0,Insoles
235,2021-01-27,54436.0,Insoles
236,2021-01-28,54436.0,Insoles
237,2021-01-29,54436.0,Insoles
238,2021-01-30,54436.0,Insoles
239,2021-01-31,64241.0,Insoles
240,2021-02-01,64241.0,Insoles
241,2021-02-02,67726.0,Insoles
242,2021-02-03,67726.0,Insoles
243,2021-02-04,67726.0,Insoles
244,2021-02-05,67726.0,Insoles
245,2021-02-06,67726.0,Insoles
246,2021-02-07,67726.0,Insoles
247,2021-02-08,67726.0,Insoles
248,2021-02-09,67726.0,Insoles
249,2021-02-10,67726.0,Insoles
250,2021-02-11,56401.0,Insoles
251,2021-02-12,56401.0,Insoles
252,2021-02-13,56401.0,Insoles
253,2021-02-14,56401.0,Insoles
254,2021-02-15,67485.0,Insoles
255,2021-02-16,67485.0,Insoles
256,2021-02-17,67485.0,Insoles
257,2021-02-18,67485.0,Insoles
258,2021-02-19,93948.0,Insoles
259,2021-02-20,93948.0,Insoles
260,2021-02-21,48492.0,Insoles
261,2021-02-22,48492.0,Insoles
262,2021-02-23,48492.0,Insoles
263,2021-02-24,48492.0,Insoles
264,2021-02-25,51220.0,Insoles
265,2021-02-26,51220.0,Insoles
266,2021-02-27,51220.0,Insoles
267,2021-02-28,51220.0,Insoles
268,2021-03-01,51220.0,Insoles
269,2021-03-02,51220.0,Insoles
270,2021-03-03,51220.0,Insoles
271,2021-03-04,51220.0,Insoles
272,2021-03-05,42388.0,Insoles
273,2021-03-06,42388.0,Insoles
274,2021-03-07,42388.0,Insoles
275,2021-03-08,42388.0,Insoles
276,2021-03-09,42388.0,Insoles
277,2021-03-10,42388.0,Insoles
278,2021-03-11,42388.0,Insoles
279,2021-03-12,42388.0,Insoles
280,2021-03-13,42388.0,Insoles
281,2021-03-14,29203.0,Insoles
282,2021-03-15,29203.0,Insoles
283,2021-03-16,29203.0,Insoles
284,2021-03-17,29203.0,Insoles
285,2021-03-18,29640.0,Insoles
286,2021-03-19,29640.0,Insoles
287,2021-03-20,29640.0,Insoles
288,2021-03-21,29640.0,Insoles
289,2021-03-22,29640.0,Insoles
290,2021-03-23,29640.0,Insoles
291,2021-03-24,29640.0,Insoles
292,2021-03-25,29640.0,Insoles
293,2021-03-26,29640.0,Insoles
294,2021-03-27,29640.0,Insoles
295,2021-03-28,29640.0,Insoles
296,2021-03-29,29640.0,Insoles
297,2021-03-30,29640.0,Insoles
298,2021-03-31,29640.0,Insoles
299,2021-04-01,29640.0,Insoles
300,2021-04-02,91056.0,Insoles
301,2021-04-03,91056.0,Insoles
302,2021-04-04,91056.0,Insoles
303,2021-04-05,91056.0,Insoles
304,2021-04-06,91056.0,Insoles
305,2021-04-07,54437.0,Insoles
306,2021-04-08,54437.0,Insoles
307,2021-04-09,54437.0,Insoles
308,2021-04-10,54437.0,Insoles
309,2021-04-11,54437.0,Insoles
310,2021-04-12,74178.0,Insoles
311,2021-04-13,74178.0,Insoles
312,2021-04-14,74178.0,Insoles
313,2021-04-15,74178.0,Insoles
314,2021-04-16,74178.0,Insoles
315,2021-04-17,74178.0,Insoles
316,2021-04-18,74178.0,Insoles
317,2021-04-19,74178.0,Insoles
318,2021-04-20,74178.0,Insoles
319,2021-04-21,52448.0,Insoles
320,2021-04-22,52448.0,Insoles
321,2021-04-23,32171.0,Insoles
322,2021-04-24,32171.0,Insoles
323,2021-04-25,32171.0,Insoles
324,2021-04-26,32171.0,Insoles
325,2021-04-27,32171.0,Insoles
326,2021-04-28,30511.0,Insoles
327,2021-04-29,30511.0,Insoles
328,2021-04-30,30511.0,Insoles
329,2021-05-01,30511.0,Insoles
330,2021-05-02,30511.0,Insoles
331,2021-05-03,30511.0,Insoles
332,2021-05-04,30511.0,Insoles
333,2021-05-05,30511.0,Insoles
334,2021-05-06,30511.0,Insoles
335,2021-05-07,35924.0,Insoles
336,2021-05-08,35924.0,Insoles
337,2021-05-09,35924.0,Insoles
338,2021-05-10,35924.0,Insoles
339,2021-05-11,33072.0,Insoles
340,2021-05-12,33072.0,Insoles
341,2021-05-13,25893.0,Insoles
342,2021-05-14,25893.0,Insoles
343,2021-05-15,25893.0,Insoles
344,2021-05-16,25893.0,Insoles
345,2021-05-17,25696.0,Insoles
346,2021-05-18,25696.0,Insoles
347,2021-05-19,25696.0,Insoles
348,2021-05-20,22593.0,Insoles
349,2021-05-21,24583.0,Insoles
350,2021-05-22,24583.0,Insoles
351,2021-05-23,24583.0,Insoles
352,2021-05-24,24583.0,Insoles
353,2021-05-25,24583.0,Insoles
354,2021-05-26,20741.0,Insoles
355,2021-05-27,20741.0,Insoles
356,2021-05-28,19899.0,Insoles
357,2021-05-29,19899.0,Insoles
358,2021-05-30,19899.0,Insoles
359,2021-05-31,19899.0,Insoles
360,2021-06-01,32860.0,Insoles
361,2021-06-02,32860.0,Insoles
362,2021-06-03,32860.0,Insoles
363,2021-06-04,19902.0,Insoles
364,2021-06-05,19902.0,Insoles
365,2021-06-06,19902.0,Insoles
366,2021-06-07,19902.0,Insoles
367,2021-06-08,22453.0,Insoles
368,2021-06-09,22453.0,Insoles
369,2021-06-10,22453.0,Insoles
370,2021-06-11,49683.0,Insoles
371,2021-06-12,49683.0,Insoles
372,2021-06-13,49683.0,Insoles
373,2021-06-14,49683.0,Insoles
374,2021-06-15,49683.0,Insoles
375,2021-06-16,33751.0,Insoles
376,2021-06-17,33751.0,Insoles
377,2021-06-18,23575.0,Insoles
378,2021-06-19,23575.0,Insoles
379,2021-06-20,23575.0,Insoles
380,2021-06-21,23396.0,Insoles
381,2021-06-22,22908.0,Insoles
382,2021-06-23,22908.0,Insoles
383,2021-06-24,22908.0,Insoles
384,2021-06-25,22908.0,Insoles
385,2021-06-26,22908.0,Insoles
386,2021-06-27,22908.0,Insoles
387,2021-06-28,22908.0,Insoles
388,2021-06-29,24352.0,Insoles
389,2021-06-30,24352.0,Insoles
390,2021-07-01,24352.0,Insoles
391,2021-07-02,29050.0,Insoles
392,2021-07-03,29050.0,Insoles
393,2021-07-04,29050.0,Insoles
394,2021-07-05,22179.0,Insoles
395,2021-07-06,22179.0,Insoles
396,2021-07-07,22179.0,Insoles
397,2021-07-08,22179.0,Insoles
398,2021-07-09,22179.0,Insoles
399,2021-07-10,22179.0,Insoles
400,2021-07-11,24848.0,Insoles
