,date,value,name_B01MZF20L5
49,2020-07-14,1945.0,Arts & Crafts Tape
50,2020-07-15,1945.0,Arts & Crafts Tape
51,2020-07-16,1945.0,Arts & Crafts Tape
52,2020-07-17,1945.0,Arts & Crafts Tape
53,2020-07-18,1945.0,Arts & Crafts Tape
54,2020-07-19,1945.0,Arts & Crafts Tape
55,2020-07-20,2415.0,Arts & Crafts Tape
56,2020-07-21,2415.0,Arts & Crafts Tape
57,2020-07-22,2858.0,Arts & Crafts Tape
58,2020-07-23,2858.0,Arts & Crafts Tape
59,2020-07-24,2858.0,Arts & Crafts Tape
60,2020-07-25,2060.0,Arts & Crafts Tape
61,2020-07-26,2060.0,Arts & Crafts Tape
62,2020-07-27,2540.0,Arts & Crafts Tape
63,2020-07-28,2540.0,Arts & Crafts Tape
64,2020-07-29,2540.0,Arts & Crafts Tape
65,2020-07-30,2204.0,Arts & Crafts Tape
66,2020-07-31,2204.0,Arts & Crafts Tape
67,2020-08-01,2204.0,Arts & Crafts Tape
68,2020-08-02,2217.0,Arts & Crafts Tape
69,2020-08-03,2217.0,Arts & Crafts Tape
70,2020-08-04,2217.0,Arts & Crafts Tape
71,2020-08-05,1540.0,Arts & Crafts Tape
72,2020-08-06,1540.0,Arts & Crafts Tape
73,2020-08-07,1540.0,Arts & Crafts Tape
74,2020-08-08,2448.0,Arts & Crafts Tape
75,2020-08-09,2448.0,Arts & Crafts Tape
76,2020-08-10,2094.0,Arts & Crafts Tape
77,2020-08-11,2189.0,Arts & Crafts Tape
78,2020-08-12,2189.0,Arts & Crafts Tape
79,2020-08-13,2189.0,Arts & Crafts Tape
80,2020-08-14,1344.0,Arts & Crafts Tape
81,2020-08-15,1344.0,Arts & Crafts Tape
82,2020-08-16,1344.0,Arts & Crafts Tape
83,2020-08-17,2559.0,Arts & Crafts Tape
84,2020-08-18,2559.0,Arts & Crafts Tape
85,2020-08-19,2559.0,Arts & Crafts Tape
86,2020-08-20,2559.0,Arts & Crafts Tape
87,2020-08-21,2384.0,Arts & Crafts Tape
88,2020-08-22,2384.0,Arts & Crafts Tape
89,2020-08-23,2384.0,Arts & Crafts Tape
90,2020-08-24,2384.0,Arts & Crafts Tape
91,2020-08-25,2384.0,Arts & Crafts Tape
92,2020-08-26,1840.0,Arts & Crafts Tape
93,2020-08-27,1840.0,Arts & Crafts Tape
94,2020-08-28,1840.0,Arts & Crafts Tape
95,2020-08-29,1840.0,Arts & Crafts Tape
96,2020-08-30,1840.0,Arts & Crafts Tape
97,2020-08-31,3254.0,Arts & Crafts Tape
98,2020-09-01,3254.0,Arts & Crafts Tape
99,2020-09-02,3254.0,Arts & Crafts Tape
100,2020-09-03,2195.0,Arts & Crafts Tape
101,2020-09-04,2195.0,Arts & Crafts Tape
102,2020-09-05,1762.0,Arts & Crafts Tape
103,2020-09-06,1762.0,Arts & Crafts Tape
104,2020-09-07,2888.0,Arts & Crafts Tape
105,2020-09-08,2888.0,Arts & Crafts Tape
106,2020-09-09,1584.0,Arts & Crafts Tape
107,2020-09-10,1835.0,Arts & Crafts Tape
108,2020-09-11,1835.0,Arts & Crafts Tape
109,2020-09-12,1835.0,Arts & Crafts Tape
110,2020-09-13,2038.0,Arts & Crafts Tape
111,2020-09-14,2038.0,Arts & Crafts Tape
112,2020-09-15,2038.0,Arts & Crafts Tape
113,2020-09-16,2015.0,Arts & Crafts Tape
114,2020-09-17,2015.0,Arts & Crafts Tape
115,2020-09-18,2015.0,Arts & Crafts Tape
116,2020-09-19,2359.0,Arts & Crafts Tape
117,2020-09-20,2359.0,Arts & Crafts Tape
118,2020-09-21,2348.0,Arts & Crafts Tape
119,2020-09-22,2348.0,Arts & Crafts Tape
120,2020-09-23,2348.0,Arts & Crafts Tape
121,2020-09-24,2313.0,Arts & Crafts Tape
122,2020-09-25,2409.0,Arts & Crafts Tape
123,2020-09-26,2409.0,Arts & Crafts Tape
124,2020-09-27,2409.0,Arts & Crafts Tape
125,2020-09-28,2563.0,Arts & Crafts Tape
126,2020-09-29,2150.0,Arts & Crafts Tape
127,2020-09-30,2150.0,Arts & Crafts Tape
128,2020-10-01,2150.0,Arts & Crafts Tape
129,2020-10-02,2361.0,Arts & Crafts Tape
130,2020-10-03,2361.0,Arts & Crafts Tape
131,2020-10-04,2361.0,Arts & Crafts Tape
132,2020-10-05,2722.0,Arts & Crafts Tape
133,2020-10-06,2570.0,Arts & Crafts Tape
134,2020-10-07,2570.0,Arts & Crafts Tape
135,2020-10-08,2549.0,Arts & Crafts Tape
136,2020-10-09,2549.0,Arts & Crafts Tape
137,2020-10-10,2549.0,Arts & Crafts Tape
138,2020-10-11,2549.0,Arts & Crafts Tape
139,2020-10-12,2488.0,Arts & Crafts Tape
140,2020-10-13,2488.0,Arts & Crafts Tape
141,2020-10-14,2488.0,Arts & Crafts Tape
142,2020-10-15,3214.0,Arts & Crafts Tape
143,2020-10-16,3214.0,Arts & Crafts Tape
144,2020-10-17,3214.0,Arts & Crafts Tape
145,2020-10-18,3958.0,Arts & Crafts Tape
146,2020-10-19,3958.0,Arts & Crafts Tape
147,2020-10-20,3958.0,Arts & Crafts Tape
148,2020-10-21,3958.0,Arts & Crafts Tape
149,2020-10-22,1629.0,Arts & Crafts Tape
150,2020-10-23,1629.0,Arts & Crafts Tape
151,2020-10-24,1629.0,Arts & Crafts Tape
152,2020-10-25,2433.0,Arts & Crafts Tape
153,2020-10-26,2433.0,Arts & Crafts Tape
154,2020-10-27,2433.0,Arts & Crafts Tape
155,2020-10-28,2763.0,Arts & Crafts Tape
156,2020-10-29,2763.0,Arts & Crafts Tape
157,2020-10-30,2763.0,Arts & Crafts Tape
158,2020-10-31,2763.0,Arts & Crafts Tape
159,2020-11-01,2763.0,Arts & Crafts Tape
160,2020-11-02,1954.0,Arts & Crafts Tape
161,2020-11-03,1851.0,Arts & Crafts Tape
162,2020-11-04,1851.0,Arts & Crafts Tape
163,2020-11-05,1851.0,Arts & Crafts Tape
164,2020-11-06,2164.0,Arts & Crafts Tape
165,2020-11-07,2164.0,Arts & Crafts Tape
166,2020-11-08,2164.0,Arts & Crafts Tape
167,2020-11-09,2780.0,Arts & Crafts Tape
168,2020-11-10,2780.0,Arts & Crafts Tape
169,2020-11-11,3451.0,Arts & Crafts Tape
170,2020-11-12,3451.0,Arts & Crafts Tape
171,2020-11-13,3451.0,Arts & Crafts Tape
172,2020-11-14,3451.0,Arts & Crafts Tape
173,2020-11-15,3451.0,Arts & Crafts Tape
174,2020-11-16,3506.0,Arts & Crafts Tape
175,2020-11-17,3506.0,Arts & Crafts Tape
176,2020-11-18,3506.0,Arts & Crafts Tape
177,2020-11-19,3589.0,Arts & Crafts Tape
178,2020-11-20,3589.0,Arts & Crafts Tape
179,2020-11-21,3589.0,Arts & Crafts Tape
180,2020-11-22,3366.0,Arts & Crafts Tape
181,2020-11-23,3366.0,Arts & Crafts Tape
182,2020-11-24,3366.0,Arts & Crafts Tape
183,2020-11-25,3320.0,Arts & Crafts Tape
184,2020-11-26,3320.0,Arts & Crafts Tape
185,2020-11-27,3601.0,Arts & Crafts Tape
186,2020-11-28,3601.0,Arts & Crafts Tape
187,2020-11-29,3601.0,Arts & Crafts Tape
188,2020-11-30,3121.0,Arts & Crafts Tape
189,2020-12-01,3121.0,Arts & Crafts Tape
190,2020-12-02,4172.0,Arts & Crafts Tape
191,2020-12-03,4172.0,Arts & Crafts Tape
192,2020-12-04,4172.0,Arts & Crafts Tape
193,2020-12-05,4172.0,Arts & Crafts Tape
194,2020-12-06,4172.0,Arts & Crafts Tape
195,2020-12-07,4513.0,Arts & Crafts Tape
196,2020-12-08,4513.0,Arts & Crafts Tape
197,2020-12-09,4513.0,Arts & Crafts Tape
198,2020-12-10,4614.0,Arts & Crafts Tape
199,2020-12-11,4614.0,Arts & Crafts Tape
200,2020-12-12,4614.0,Arts & Crafts Tape
201,2020-12-13,4614.0,Arts & Crafts Tape
202,2020-12-14,4822.0,Arts & Crafts Tape
203,2020-12-15,4822.0,Arts & Crafts Tape
204,2020-12-16,4822.0,Arts & Crafts Tape
205,2020-12-17,4140.0,Arts & Crafts Tape
206,2020-12-18,4140.0,Arts & Crafts Tape
207,2020-12-19,4140.0,Arts & Crafts Tape
208,2020-12-20,4140.0,Arts & Crafts Tape
209,2020-12-21,4158.0,Arts & Crafts Tape
210,2020-12-22,4158.0,Arts & Crafts Tape
211,2020-12-23,2513.0,Arts & Crafts Tape
212,2020-12-24,2513.0,Arts & Crafts Tape
213,2020-12-25,2513.0,Arts & Crafts Tape
214,2020-12-26,2543.0,Arts & Crafts Tape
215,2020-12-27,2543.0,Arts & Crafts Tape
216,2020-12-28,2543.0,Arts & Crafts Tape
217,2020-12-29,1897.0,Arts & Crafts Tape
218,2020-12-30,1897.0,Arts & Crafts Tape
219,2020-12-31,1897.0,Arts & Crafts Tape
220,2021-01-01,1897.0,Arts & Crafts Tape
221,2021-01-02,2211.0,Arts & Crafts Tape
222,2021-01-03,2211.0,Arts & Crafts Tape
223,2021-01-04,2211.0,Arts & Crafts Tape
224,2021-01-05,2286.0,Arts & Crafts Tape
225,2021-01-06,2286.0,Arts & Crafts Tape
226,2021-01-07,2329.0,Arts & Crafts Tape
227,2021-01-08,2329.0,Arts & Crafts Tape
228,2021-01-09,2661.0,Arts & Crafts Tape
229,2021-01-10,2661.0,Arts & Crafts Tape
230,2021-01-11,2661.0,Arts & Crafts Tape
231,2021-01-12,1840.0,Arts & Crafts Tape
232,2021-01-13,1840.0,Arts & Crafts Tape
233,2021-01-14,2055.0,Arts & Crafts Tape
234,2021-01-15,2055.0,Arts & Crafts Tape
235,2021-01-16,1641.0,Arts & Crafts Tape
236,2021-01-17,1641.0,Arts & Crafts Tape
237,2021-01-18,1641.0,Arts & Crafts Tape
238,2021-01-19,2419.0,Arts & Crafts Tape
239,2021-01-20,2419.0,Arts & Crafts Tape
240,2021-01-21,2419.0,Arts & Crafts Tape
241,2021-01-22,1551.0,Arts & Crafts Tape
242,2021-01-23,1551.0,Arts & Crafts Tape
243,2021-01-24,1551.0,Arts & Crafts Tape
244,2021-01-25,1203.0,Arts & Crafts Tape
245,2021-01-26,1203.0,Arts & Crafts Tape
246,2021-01-27,1495.0,Arts & Crafts Tape
247,2021-01-28,1495.0,Arts & Crafts Tape
248,2021-01-29,1495.0,Arts & Crafts Tape
249,2021-01-30,1437.0,Arts & Crafts Tape
250,2021-01-31,1437.0,Arts & Crafts Tape
251,2021-02-01,1894.0,Arts & Crafts Tape
252,2021-02-02,1829.0,Arts & Crafts Tape
253,2021-02-03,1829.0,Arts & Crafts Tape
254,2021-02-04,1829.0,Arts & Crafts Tape
255,2021-02-05,1214.0,Arts & Crafts Tape
256,2021-02-06,1255.0,Arts & Crafts Tape
257,2021-02-07,1255.0,Arts & Crafts Tape
258,2021-02-08,1660.0,Arts & Crafts Tape
259,2021-02-09,1660.0,Arts & Crafts Tape
260,2021-02-10,1660.0,Arts & Crafts Tape
261,2021-02-11,1660.0,Arts & Crafts Tape
262,2021-02-12,1791.0,Arts & Crafts Tape
263,2021-02-13,1791.0,Arts & Crafts Tape
264,2021-02-14,1549.0,Arts & Crafts Tape
265,2021-02-15,1549.0,Arts & Crafts Tape
266,2021-02-16,1549.0,Arts & Crafts Tape
267,2021-02-17,2183.0,Arts & Crafts Tape
268,2021-02-18,1842.0,Arts & Crafts Tape
269,2021-02-19,1842.0,Arts & Crafts Tape
270,2021-02-20,1842.0,Arts & Crafts Tape
271,2021-02-21,1842.0,Arts & Crafts Tape
272,2021-02-22,1842.0,Arts & Crafts Tape
273,2021-02-23,2145.0,Arts & Crafts Tape
274,2021-02-24,2145.0,Arts & Crafts Tape
275,2021-02-25,2145.0,Arts & Crafts Tape
276,2021-02-26,2219.0,Arts & Crafts Tape
277,2021-02-27,2053.0,Arts & Crafts Tape
278,2021-02-28,2053.0,Arts & Crafts Tape
279,2021-03-01,1514.0,Arts & Crafts Tape
280,2021-03-02,1774.0,Arts & Crafts Tape
281,2021-03-03,1774.0,Arts & Crafts Tape
282,2021-03-04,1774.0,Arts & Crafts Tape
283,2021-03-05,1533.0,Arts & Crafts Tape
284,2021-03-06,2064.0,Arts & Crafts Tape
285,2021-03-07,2064.0,Arts & Crafts Tape
286,2021-03-08,1990.0,Arts & Crafts Tape
287,2021-03-09,1990.0,Arts & Crafts Tape
288,2021-03-10,2824.0,Arts & Crafts Tape
289,2021-03-11,2824.0,Arts & Crafts Tape
290,2021-03-12,1667.0,Arts & Crafts Tape
291,2021-03-13,1667.0,Arts & Crafts Tape
292,2021-03-14,2463.0,Arts & Crafts Tape
293,2021-03-15,2463.0,Arts & Crafts Tape
294,2021-03-16,2136.0,Arts & Crafts Tape
295,2021-03-17,2136.0,Arts & Crafts Tape
296,2021-03-18,2397.0,Arts & Crafts Tape
297,2021-03-19,2397.0,Arts & Crafts Tape
298,2021-03-20,2595.0,Arts & Crafts Tape
299,2021-03-21,2910.0,Arts & Crafts Tape
300,2021-03-22,2910.0,Arts & Crafts Tape
301,2021-03-23,2135.0,Arts & Crafts Tape
302,2021-03-24,2382.0,Arts & Crafts Tape
303,2021-03-25,1640.0,Arts & Crafts Tape
304,2021-03-26,1640.0,Arts & Crafts Tape
305,2021-03-27,1640.0,Arts & Crafts Tape
306,2021-03-28,2712.0,Arts & Crafts Tape
307,2021-03-29,2712.0,Arts & Crafts Tape
308,2021-03-30,2712.0,Arts & Crafts Tape
309,2021-03-31,2712.0,Arts & Crafts Tape
310,2021-04-01,1398.0,Arts & Crafts Tape
311,2021-04-02,1398.0,Arts & Crafts Tape
312,2021-04-03,1781.0,Arts & Crafts Tape
313,2021-04-04,1781.0,Arts & Crafts Tape
314,2021-04-05,1565.0,Arts & Crafts Tape
315,2021-04-06,1516.0,Arts & Crafts Tape
316,2021-04-07,1516.0,Arts & Crafts Tape
317,2021-04-08,1516.0,Arts & Crafts Tape
318,2021-04-09,1319.0,Arts & Crafts Tape
319,2021-04-10,1319.0,Arts & Crafts Tape
320,2021-04-11,1431.0,Arts & Crafts Tape
321,2021-04-12,1587.0,Arts & Crafts Tape
322,2021-04-13,1587.0,Arts & Crafts Tape
323,2021-04-14,1869.0,Arts & Crafts Tape
324,2021-04-15,1869.0,Arts & Crafts Tape
325,2021-04-16,1869.0,Arts & Crafts Tape
326,2021-04-17,1798.0,Arts & Crafts Tape
327,2021-04-18,1798.0,Arts & Crafts Tape
328,2021-04-19,1951.0,Arts & Crafts Tape
329,2021-04-20,1951.0,Arts & Crafts Tape
330,2021-04-21,1681.0,Arts & Crafts Tape
331,2021-04-22,1964.0,Arts & Crafts Tape
332,2021-04-23,1735.0,Arts & Crafts Tape
333,2021-04-24,1735.0,Arts & Crafts Tape
334,2021-04-25,1735.0,Arts & Crafts Tape
335,2021-04-26,1726.0,Arts & Crafts Tape
336,2021-04-27,1726.0,Arts & Crafts Tape
337,2021-04-28,1726.0,Arts & Crafts Tape
338,2021-04-29,2179.0,Arts & Crafts Tape
339,2021-04-30,2044.0,Arts & Crafts Tape
340,2021-05-01,2044.0,Arts & Crafts Tape
341,2021-05-02,2213.0,Arts & Crafts Tape
342,2021-05-03,2213.0,Arts & Crafts Tape
343,2021-05-04,2213.0,Arts & Crafts Tape
344,2021-05-05,1428.0,Arts & Crafts Tape
345,2021-05-06,1206.0,Arts & Crafts Tape
346,2021-05-07,1608.0,Arts & Crafts Tape
347,2021-05-08,1608.0,Arts & Crafts Tape
348,2021-05-09,1697.0,Arts & Crafts Tape
349,2021-05-10,1697.0,Arts & Crafts Tape
350,2021-05-11,1449.0,Arts & Crafts Tape
351,2021-05-12,1449.0,Arts & Crafts Tape
352,2021-05-13,1449.0,Arts & Crafts Tape
353,2021-05-14,1759.0,Arts & Crafts Tape
354,2021-05-15,1759.0,Arts & Crafts Tape
355,2021-05-16,1411.0,Arts & Crafts Tape
356,2021-05-17,1411.0,Arts & Crafts Tape
357,2021-05-18,1411.0,Arts & Crafts Tape
358,2021-05-19,1504.0,Arts & Crafts Tape
359,2021-05-20,1504.0,Arts & Crafts Tape
360,2021-05-21,1382.0,Arts & Crafts Tape
361,2021-05-22,1382.0,Arts & Crafts Tape
362,2021-05-23,1382.0,Arts & Crafts Tape
363,2021-05-24,1387.0,Arts & Crafts Tape
364,2021-05-25,1156.0,Arts & Crafts Tape
365,2021-05-26,1641.0,Arts & Crafts Tape
366,2021-05-27,1641.0,Arts & Crafts Tape
367,2021-05-28,1741.0,Arts & Crafts Tape
368,2021-05-29,1741.0,Arts & Crafts Tape
369,2021-05-30,1741.0,Arts & Crafts Tape
370,2021-05-31,2059.0,Arts & Crafts Tape
371,2021-06-01,1488.0,Arts & Crafts Tape
372,2021-06-02,1488.0,Arts & Crafts Tape
373,2021-06-03,1488.0,Arts & Crafts Tape
374,2021-06-04,1525.0,Arts & Crafts Tape
375,2021-06-05,1525.0,Arts & Crafts Tape
376,2021-06-06,1785.0,Arts & Crafts Tape
377,2021-06-07,1785.0,Arts & Crafts Tape
378,2021-06-08,1785.0,Arts & Crafts Tape
379,2021-06-09,1318.0,Arts & Crafts Tape
380,2021-06-10,1318.0,Arts & Crafts Tape
381,2021-06-11,1184.0,Arts & Crafts Tape
382,2021-06-12,1184.0,Arts & Crafts Tape
383,2021-06-13,1747.0,Arts & Crafts Tape
384,2021-06-14,2032.0,Arts & Crafts Tape
385,2021-06-15,2032.0,Arts & Crafts Tape
386,2021-06-16,2032.0,Arts & Crafts Tape
387,2021-06-17,1215.0,Arts & Crafts Tape
388,2021-06-18,1288.0,Arts & Crafts Tape
389,2021-06-19,1288.0,Arts & Crafts Tape
390,2021-06-20,1288.0,Arts & Crafts Tape
391,2021-06-21,1654.0,Arts & Crafts Tape
392,2021-06-22,1654.0,Arts & Crafts Tape
393,2021-06-23,2016.0,Arts & Crafts Tape
394,2021-06-24,2016.0,Arts & Crafts Tape
395,2021-06-25,1540.0,Arts & Crafts Tape
396,2021-06-26,1540.0,Arts & Crafts Tape
397,2021-06-27,1389.0,Arts & Crafts Tape
398,2021-06-28,1389.0,Arts & Crafts Tape
399,2021-06-29,1753.0,Arts & Crafts Tape
400,2021-06-30,1379.0,Arts & Crafts Tape
401,2021-07-01,1731.0,Arts & Crafts Tape
402,2021-07-02,1731.0,Arts & Crafts Tape
403,2021-07-03,1715.0,Arts & Crafts Tape
404,2021-07-04,2263.0,Arts & Crafts Tape
405,2021-07-05,2263.0,Arts & Crafts Tape
406,2021-07-06,2295.0,Arts & Crafts Tape
407,2021-07-07,1667.0,Arts & Crafts Tape
408,2021-07-08,1222.0,Arts & Crafts Tape
409,2021-07-09,1222.0,Arts & Crafts Tape
410,2021-07-10,1222.0,Arts & Crafts Tape
411,2021-07-11,1903.0,Arts & Crafts Tape
