,date,value,name_B07TRP7FJ3
59,2020-07-22,6644.0,Multi-Enzymes
60,2020-07-23,6644.0,Multi-Enzymes
61,2020-07-24,7280.0,Multi-Enzymes
62,2020-07-25,7280.0,Multi-Enzymes
63,2020-07-26,7280.0,Multi-Enzymes
64,2020-07-27,7869.0,Multi-Enzymes
65,2020-07-28,7869.0,Multi-Enzymes
66,2020-07-29,7869.0,Multi-Enzymes
67,2020-07-30,8822.0,Multi-Enzymes
68,2020-07-31,8822.0,Multi-Enzymes
69,2020-08-01,6294.0,Multi-Enzymes
70,2020-08-02,6294.0,Multi-Enzymes
71,2020-08-03,6294.0,Multi-Enzymes
72,2020-08-04,7897.0,Multi-Enzymes
73,2020-08-05,7093.0,Multi-Enzymes
74,2020-08-06,7093.0,Multi-Enzymes
75,2020-08-07,7093.0,Multi-Enzymes
76,2020-08-08,7093.0,Multi-Enzymes
77,2020-08-09,7030.0,Multi-Enzymes
78,2020-08-10,7030.0,Multi-Enzymes
79,2020-08-11,7030.0,Multi-Enzymes
80,2020-08-12,6687.0,Multi-Enzymes
81,2020-08-13,6687.0,Multi-Enzymes
82,2020-08-14,7060.0,Multi-Enzymes
83,2020-08-15,6853.0,Multi-Enzymes
84,2020-08-16,6853.0,Multi-Enzymes
85,2020-08-17,6853.0,Multi-Enzymes
86,2020-08-18,6853.0,Multi-Enzymes
87,2020-08-19,6552.0,Multi-Enzymes
88,2020-08-20,6552.0,Multi-Enzymes
89,2020-08-21,5567.0,Multi-Enzymes
90,2020-08-22,5567.0,Multi-Enzymes
91,2020-08-23,5567.0,Multi-Enzymes
92,2020-08-24,5567.0,Multi-Enzymes
93,2020-08-25,5208.0,Multi-Enzymes
94,2020-08-26,5208.0,Multi-Enzymes
95,2020-08-27,5112.0,Multi-Enzymes
96,2020-08-28,5112.0,Multi-Enzymes
97,2020-08-29,5112.0,Multi-Enzymes
98,2020-08-30,6058.0,Multi-Enzymes
99,2020-08-31,5853.0,Multi-Enzymes
100,2020-09-01,5853.0,Multi-Enzymes
101,2020-09-02,6216.0,Multi-Enzymes
102,2020-09-03,6216.0,Multi-Enzymes
103,2020-09-04,7052.0,Multi-Enzymes
104,2020-09-05,7052.0,Multi-Enzymes
105,2020-09-06,7052.0,Multi-Enzymes
106,2020-09-07,6055.0,Multi-Enzymes
107,2020-09-08,6055.0,Multi-Enzymes
108,2020-09-09,6055.0,Multi-Enzymes
109,2020-09-10,6117.0,Multi-Enzymes
110,2020-09-11,6117.0,Multi-Enzymes
111,2020-09-12,6954.0,Multi-Enzymes
112,2020-09-13,7170.0,Multi-Enzymes
113,2020-09-14,6675.0,Multi-Enzymes
114,2020-09-15,6675.0,Multi-Enzymes
115,2020-09-16,7647.0,Multi-Enzymes
116,2020-09-17,7462.0,Multi-Enzymes
117,2020-09-18,7462.0,Multi-Enzymes
118,2020-09-19,7462.0,Multi-Enzymes
119,2020-09-20,6208.0,Multi-Enzymes
120,2020-09-21,6208.0,Multi-Enzymes
121,2020-09-22,6208.0,Multi-Enzymes
122,2020-09-23,7307.0,Multi-Enzymes
123,2020-09-24,6530.0,Multi-Enzymes
124,2020-09-25,5668.0,Multi-Enzymes
125,2020-09-26,6019.0,Multi-Enzymes
126,2020-09-27,6019.0,Multi-Enzymes
127,2020-09-28,6236.0,Multi-Enzymes
128,2020-09-29,6236.0,Multi-Enzymes
129,2020-09-30,6622.0,Multi-Enzymes
130,2020-10-01,6622.0,Multi-Enzymes
131,2020-10-02,6622.0,Multi-Enzymes
132,2020-10-03,5637.0,Multi-Enzymes
133,2020-10-04,5637.0,Multi-Enzymes
134,2020-10-05,5637.0,Multi-Enzymes
135,2020-10-06,7120.0,Multi-Enzymes
136,2020-10-07,7120.0,Multi-Enzymes
137,2020-10-08,6550.0,Multi-Enzymes
138,2020-10-09,6550.0,Multi-Enzymes
139,2020-10-10,6358.0,Multi-Enzymes
140,2020-10-11,6358.0,Multi-Enzymes
141,2020-10-12,6358.0,Multi-Enzymes
142,2020-10-13,7138.0,Multi-Enzymes
143,2020-10-14,7138.0,Multi-Enzymes
144,2020-10-15,7291.0,Multi-Enzymes
145,2020-10-16,7291.0,Multi-Enzymes
146,2020-10-17,7291.0,Multi-Enzymes
147,2020-10-18,5674.0,Multi-Enzymes
148,2020-10-19,5674.0,Multi-Enzymes
149,2020-10-20,5518.0,Multi-Enzymes
150,2020-10-21,5518.0,Multi-Enzymes
151,2020-10-22,5518.0,Multi-Enzymes
152,2020-10-23,5971.0,Multi-Enzymes
153,2020-10-24,5971.0,Multi-Enzymes
154,2020-10-25,6551.0,Multi-Enzymes
155,2020-10-26,6662.0,Multi-Enzymes
156,2020-10-27,6662.0,Multi-Enzymes
157,2020-10-28,6662.0,Multi-Enzymes
158,2020-10-29,6393.0,Multi-Enzymes
159,2020-10-30,6055.0,Multi-Enzymes
160,2020-10-31,5986.0,Multi-Enzymes
161,2020-11-01,5986.0,Multi-Enzymes
162,2020-11-02,6764.0,Multi-Enzymes
163,2020-11-03,6764.0,Multi-Enzymes
164,2020-11-04,6764.0,Multi-Enzymes
165,2020-11-05,8667.0,Multi-Enzymes
166,2020-11-06,7142.0,Multi-Enzymes
167,2020-11-07,7543.0,Multi-Enzymes
168,2020-11-08,7543.0,Multi-Enzymes
169,2020-11-09,7219.0,Multi-Enzymes
170,2020-11-10,7637.0,Multi-Enzymes
171,2020-11-11,7637.0,Multi-Enzymes
172,2020-11-12,6444.0,Multi-Enzymes
173,2020-11-13,6444.0,Multi-Enzymes
174,2020-11-14,6444.0,Multi-Enzymes
175,2020-11-15,6534.0,Multi-Enzymes
176,2020-11-16,6534.0,Multi-Enzymes
177,2020-11-17,6534.0,Multi-Enzymes
178,2020-11-18,6799.0,Multi-Enzymes
179,2020-11-19,6771.0,Multi-Enzymes
180,2020-11-20,8630.0,Multi-Enzymes
181,2020-11-21,8047.0,Multi-Enzymes
182,2020-11-22,8047.0,Multi-Enzymes
183,2020-11-23,7437.0,Multi-Enzymes
184,2020-11-24,8023.0,Multi-Enzymes
185,2020-11-25,6948.0,Multi-Enzymes
186,2020-11-26,6948.0,Multi-Enzymes
187,2020-11-27,7998.0,Multi-Enzymes
188,2020-11-28,8704.0,Multi-Enzymes
189,2020-11-29,8704.0,Multi-Enzymes
190,2020-11-30,8704.0,Multi-Enzymes
191,2020-12-01,8698.0,Multi-Enzymes
192,2020-12-02,8698.0,Multi-Enzymes
193,2020-12-03,9845.0,Multi-Enzymes
194,2020-12-04,9845.0,Multi-Enzymes
195,2020-12-05,9845.0,Multi-Enzymes
196,2020-12-06,9845.0,Multi-Enzymes
197,2020-12-07,8262.0,Multi-Enzymes
198,2020-12-08,8262.0,Multi-Enzymes
199,2020-12-09,6951.0,Multi-Enzymes
200,2020-12-10,6648.0,Multi-Enzymes
201,2020-12-11,7484.0,Multi-Enzymes
202,2020-12-12,7111.0,Multi-Enzymes
203,2020-12-13,7092.0,Multi-Enzymes
204,2020-12-14,6667.0,Multi-Enzymes
205,2020-12-15,6179.0,Multi-Enzymes
206,2020-12-16,6394.0,Multi-Enzymes
207,2020-12-17,6959.0,Multi-Enzymes
208,2020-12-18,6759.0,Multi-Enzymes
209,2020-12-19,6759.0,Multi-Enzymes
210,2020-12-20,6697.0,Multi-Enzymes
211,2020-12-21,6311.0,Multi-Enzymes
212,2020-12-22,6392.0,Multi-Enzymes
213,2020-12-23,5655.0,Multi-Enzymes
214,2020-12-24,5665.0,Multi-Enzymes
215,2020-12-25,6514.0,Multi-Enzymes
216,2020-12-26,6587.0,Multi-Enzymes
217,2020-12-27,5824.0,Multi-Enzymes
218,2020-12-28,5937.0,Multi-Enzymes
219,2020-12-29,5827.0,Multi-Enzymes
220,2020-12-30,5827.0,Multi-Enzymes
221,2020-12-31,5129.0,Multi-Enzymes
222,2021-01-01,5129.0,Multi-Enzymes
223,2021-01-02,5129.0,Multi-Enzymes
224,2021-01-03,4777.0,Multi-Enzymes
225,2021-01-04,4777.0,Multi-Enzymes
226,2021-01-05,4777.0,Multi-Enzymes
227,2021-01-06,4777.0,Multi-Enzymes
228,2021-01-07,5067.0,Multi-Enzymes
229,2021-01-08,5067.0,Multi-Enzymes
230,2021-01-09,5067.0,Multi-Enzymes
231,2021-01-10,4955.0,Multi-Enzymes
232,2021-01-11,4955.0,Multi-Enzymes
233,2021-01-12,4955.0,Multi-Enzymes
234,2021-01-13,5671.0,Multi-Enzymes
235,2021-01-14,5671.0,Multi-Enzymes
236,2021-01-15,5671.0,Multi-Enzymes
237,2021-01-16,4976.0,Multi-Enzymes
238,2021-01-17,4976.0,Multi-Enzymes
239,2021-01-18,4976.0,Multi-Enzymes
240,2021-01-19,4108.0,Multi-Enzymes
241,2021-01-20,4092.0,Multi-Enzymes
242,2021-01-21,4092.0,Multi-Enzymes
243,2021-01-22,4092.0,Multi-Enzymes
244,2021-01-23,4092.0,Multi-Enzymes
245,2021-01-24,4815.0,Multi-Enzymes
246,2021-01-25,5300.0,Multi-Enzymes
247,2021-01-26,5300.0,Multi-Enzymes
248,2021-01-27,5300.0,Multi-Enzymes
249,2021-01-28,6103.0,Multi-Enzymes
250,2021-01-29,6103.0,Multi-Enzymes
251,2021-01-30,6103.0,Multi-Enzymes
252,2021-01-31,6103.0,Multi-Enzymes
253,2021-02-01,6103.0,Multi-Enzymes
254,2021-02-02,5274.0,Multi-Enzymes
255,2021-02-03,5274.0,Multi-Enzymes
256,2021-02-04,5039.0,Multi-Enzymes
257,2021-02-05,5039.0,Multi-Enzymes
258,2021-02-06,5039.0,Multi-Enzymes
259,2021-02-07,4788.0,Multi-Enzymes
260,2021-02-08,5308.0,Multi-Enzymes
261,2021-02-09,5308.0,Multi-Enzymes
262,2021-02-10,5308.0,Multi-Enzymes
263,2021-02-11,4913.0,Multi-Enzymes
264,2021-02-12,4913.0,Multi-Enzymes
265,2021-02-13,4913.0,Multi-Enzymes
266,2021-02-14,4136.0,Multi-Enzymes
267,2021-02-15,4136.0,Multi-Enzymes
268,2021-02-16,4471.0,Multi-Enzymes
269,2021-02-17,4618.0,Multi-Enzymes
270,2021-02-18,5195.0,Multi-Enzymes
271,2021-02-19,4788.0,Multi-Enzymes
272,2021-02-20,4002.0,Multi-Enzymes
273,2021-02-21,4002.0,Multi-Enzymes
274,2021-02-22,4002.0,Multi-Enzymes
275,2021-02-23,5112.0,Multi-Enzymes
276,2021-02-24,5112.0,Multi-Enzymes
277,2021-02-25,5112.0,Multi-Enzymes
278,2021-02-26,5000.0,Multi-Enzymes
279,2021-02-27,5000.0,Multi-Enzymes
280,2021-02-28,4997.0,Multi-Enzymes
281,2021-03-01,4997.0,Multi-Enzymes
282,2021-03-02,4997.0,Multi-Enzymes
283,2021-03-03,5288.0,Multi-Enzymes
284,2021-03-04,5288.0,Multi-Enzymes
285,2021-03-05,5185.0,Multi-Enzymes
286,2021-03-06,5185.0,Multi-Enzymes
287,2021-03-07,5185.0,Multi-Enzymes
288,2021-03-08,4858.0,Multi-Enzymes
289,2021-03-09,4858.0,Multi-Enzymes
290,2021-03-10,4858.0,Multi-Enzymes
291,2021-03-11,4730.0,Multi-Enzymes
292,2021-03-12,4730.0,Multi-Enzymes
293,2021-03-13,4730.0,Multi-Enzymes
294,2021-03-14,4434.0,Multi-Enzymes
295,2021-03-15,4908.0,Multi-Enzymes
296,2021-03-16,4908.0,Multi-Enzymes
297,2021-03-17,4592.0,Multi-Enzymes
298,2021-03-18,4592.0,Multi-Enzymes
299,2021-03-19,4534.0,Multi-Enzymes
300,2021-03-20,4534.0,Multi-Enzymes
301,2021-03-21,4049.0,Multi-Enzymes
302,2021-03-22,4892.0,Multi-Enzymes
303,2021-03-23,4356.0,Multi-Enzymes
304,2021-03-24,4861.0,Multi-Enzymes
305,2021-03-25,4861.0,Multi-Enzymes
306,2021-03-26,4606.0,Multi-Enzymes
307,2021-03-27,4606.0,Multi-Enzymes
308,2021-03-28,4606.0,Multi-Enzymes
309,2021-03-29,4670.0,Multi-Enzymes
310,2021-03-30,4670.0,Multi-Enzymes
311,2021-03-31,4476.0,Multi-Enzymes
312,2021-04-01,4943.0,Multi-Enzymes
313,2021-04-02,5076.0,Multi-Enzymes
314,2021-04-03,5076.0,Multi-Enzymes
315,2021-04-04,5076.0,Multi-Enzymes
316,2021-04-05,4703.0,Multi-Enzymes
317,2021-04-06,4703.0,Multi-Enzymes
318,2021-04-07,4703.0,Multi-Enzymes
319,2021-04-08,4595.0,Multi-Enzymes
320,2021-04-09,4595.0,Multi-Enzymes
321,2021-04-10,4595.0,Multi-Enzymes
322,2021-04-11,4498.0,Multi-Enzymes
323,2021-04-12,4498.0,Multi-Enzymes
324,2021-04-13,4833.0,Multi-Enzymes
325,2021-04-14,4521.0,Multi-Enzymes
326,2021-04-15,4521.0,Multi-Enzymes
327,2021-04-16,4784.0,Multi-Enzymes
328,2021-04-17,4784.0,Multi-Enzymes
329,2021-04-18,3860.0,Multi-Enzymes
330,2021-04-19,4621.0,Multi-Enzymes
331,2021-04-20,5927.0,Multi-Enzymes
332,2021-04-21,5927.0,Multi-Enzymes
333,2021-04-22,5234.0,Multi-Enzymes
334,2021-04-23,4650.0,Multi-Enzymes
335,2021-04-24,4650.0,Multi-Enzymes
336,2021-04-25,5412.0,Multi-Enzymes
337,2021-04-26,5412.0,Multi-Enzymes
338,2021-04-27,5160.0,Multi-Enzymes
339,2021-04-28,4284.0,Multi-Enzymes
340,2021-04-29,4284.0,Multi-Enzymes
341,2021-04-30,4284.0,Multi-Enzymes
342,2021-05-01,4335.0,Multi-Enzymes
343,2021-05-02,4241.0,Multi-Enzymes
344,2021-05-03,4241.0,Multi-Enzymes
345,2021-05-04,5331.0,Multi-Enzymes
346,2021-05-05,5331.0,Multi-Enzymes
347,2021-05-06,4115.0,Multi-Enzymes
348,2021-05-07,4115.0,Multi-Enzymes
349,2021-05-08,3751.0,Multi-Enzymes
350,2021-05-09,3751.0,Multi-Enzymes
351,2021-05-10,3664.0,Multi-Enzymes
352,2021-05-11,3664.0,Multi-Enzymes
353,2021-05-12,4635.0,Multi-Enzymes
354,2021-05-13,4635.0,Multi-Enzymes
355,2021-05-14,4810.0,Multi-Enzymes
356,2021-05-15,4810.0,Multi-Enzymes
357,2021-05-16,4810.0,Multi-Enzymes
358,2021-05-17,4150.0,Multi-Enzymes
359,2021-05-18,4870.0,Multi-Enzymes
360,2021-05-19,4870.0,Multi-Enzymes
361,2021-05-20,4746.0,Multi-Enzymes
362,2021-05-21,4390.0,Multi-Enzymes
363,2021-05-22,4651.0,Multi-Enzymes
364,2021-05-23,4651.0,Multi-Enzymes
365,2021-05-24,4529.0,Multi-Enzymes
366,2021-05-25,4315.0,Multi-Enzymes
367,2021-05-26,4315.0,Multi-Enzymes
368,2021-05-27,4399.0,Multi-Enzymes
369,2021-05-28,4399.0,Multi-Enzymes
370,2021-05-29,4171.0,Multi-Enzymes
371,2021-05-30,4171.0,Multi-Enzymes
372,2021-05-31,4192.0,Multi-Enzymes
373,2021-06-01,4192.0,Multi-Enzymes
374,2021-06-02,4732.0,Multi-Enzymes
375,2021-06-03,4732.0,Multi-Enzymes
376,2021-06-04,4098.0,Multi-Enzymes
377,2021-06-05,4098.0,Multi-Enzymes
378,2021-06-06,4098.0,Multi-Enzymes
379,2021-06-07,3319.0,Multi-Enzymes
380,2021-06-08,3319.0,Multi-Enzymes
381,2021-06-09,5140.0,Multi-Enzymes
382,2021-06-10,4119.0,Multi-Enzymes
383,2021-06-11,4119.0,Multi-Enzymes
384,2021-06-12,4739.0,Multi-Enzymes
385,2021-06-13,4739.0,Multi-Enzymes
386,2021-06-14,4803.0,Multi-Enzymes
387,2021-06-15,4803.0,Multi-Enzymes
388,2021-06-16,4709.0,Multi-Enzymes
389,2021-06-17,3739.0,Multi-Enzymes
390,2021-06-18,3739.0,Multi-Enzymes
391,2021-06-19,3739.0,Multi-Enzymes
392,2021-06-20,3798.0,Multi-Enzymes
393,2021-06-21,4156.0,Multi-Enzymes
394,2021-06-22,5359.0,Multi-Enzymes
395,2021-06-23,5359.0,Multi-Enzymes
396,2021-06-24,4821.0,Multi-Enzymes
397,2021-06-25,4821.0,Multi-Enzymes
398,2021-06-26,4821.0,Multi-Enzymes
399,2021-06-27,4104.0,Multi-Enzymes
400,2021-06-28,4104.0,Multi-Enzymes
401,2021-06-29,4105.0,Multi-Enzymes
402,2021-06-30,4105.0,Multi-Enzymes
403,2021-07-01,4287.0,Multi-Enzymes
404,2021-07-02,4425.0,Multi-Enzymes
405,2021-07-03,4425.0,Multi-Enzymes
406,2021-07-04,3059.0,Multi-Enzymes
407,2021-07-05,3059.0,Multi-Enzymes
408,2021-07-06,3059.0,Multi-Enzymes
409,2021-07-07,4335.0,Multi-Enzymes
410,2021-07-08,4335.0,Multi-Enzymes
411,2021-07-09,4652.0,Multi-Enzymes
412,2021-07-10,4475.0,Multi-Enzymes
