,date,value,name_B07Z4N383M
137,2020-03-04,53235.0,Bed Risers
138,2020-03-05,28128.0,Bed Risers
139,2020-03-06,28128.0,Bed Risers
140,2020-03-07,28128.0,Bed Risers
141,2020-03-08,28128.0,Bed Risers
142,2020-03-09,28128.0,Bed Risers
143,2020-03-10,46098.0,Bed Risers
144,2020-03-11,46098.0,Bed Risers
145,2020-03-12,53305.0,Bed Risers
146,2020-03-13,53305.0,Bed Risers
147,2020-03-14,53305.0,Bed Risers
148,2020-03-15,59225.0,Bed Risers
149,2020-03-16,59225.0,Bed Risers
150,2020-03-17,59225.0,Bed Risers
151,2020-03-18,34183.0,Bed Risers
152,2020-03-19,34183.0,Bed Risers
153,2020-03-20,34183.0,Bed Risers
154,2020-03-21,34183.0,Bed Risers
155,2020-03-22,34183.0,Bed Risers
156,2020-03-23,39670.0,Bed Risers
157,2020-03-24,39670.0,Bed Risers
158,2020-03-25,39670.0,Bed Risers
159,2020-03-26,38033.0,Bed Risers
160,2020-03-27,38033.0,Bed Risers
161,2020-03-28,38033.0,Bed Risers
162,2020-03-29,38033.0,Bed Risers
163,2020-03-30,38033.0,Bed Risers
164,2020-03-31,34928.0,Bed Risers
165,2020-04-01,38399.0,Bed Risers
166,2020-04-02,42798.0,Bed Risers
167,2020-04-03,42798.0,Bed Risers
168,2020-04-04,42798.0,Bed Risers
169,2020-04-05,42798.0,Bed Risers
170,2020-04-06,42798.0,Bed Risers
171,2020-04-07,42798.0,Bed Risers
172,2020-04-08,42369.0,Bed Risers
173,2020-04-09,42369.0,Bed Risers
174,2020-04-10,42369.0,Bed Risers
175,2020-04-11,42369.0,Bed Risers
176,2020-04-12,42369.0,Bed Risers
177,2020-04-13,57092.0,Bed Risers
178,2020-04-14,57092.0,Bed Risers
179,2020-04-15,57092.0,Bed Risers
180,2020-04-16,57092.0,Bed Risers
181,2020-04-17,53000.0,Bed Risers
182,2020-04-18,53000.0,Bed Risers
183,2020-04-19,53000.0,Bed Risers
184,2020-04-20,53000.0,Bed Risers
185,2020-04-21,53000.0,Bed Risers
186,2020-04-22,53000.0,Bed Risers
187,2020-04-23,41846.0,Bed Risers
188,2020-04-24,37033.0,Bed Risers
189,2020-04-25,37033.0,Bed Risers
190,2020-04-26,50026.0,Bed Risers
191,2020-04-27,50026.0,Bed Risers
192,2020-04-28,50026.0,Bed Risers
193,2020-04-29,50026.0,Bed Risers
194,2020-04-30,50026.0,Bed Risers
195,2020-05-01,50026.0,Bed Risers
196,2020-05-02,50026.0,Bed Risers
197,2020-05-03,50026.0,Bed Risers
198,2020-05-04,75931.0,Bed Risers
199,2020-05-05,75931.0,Bed Risers
200,2020-05-06,75931.0,Bed Risers
201,2020-05-07,75931.0,Bed Risers
202,2020-05-08,75931.0,Bed Risers
203,2020-05-09,75931.0,Bed Risers
204,2020-05-10,56956.0,Bed Risers
205,2020-05-11,56956.0,Bed Risers
206,2020-05-12,56956.0,Bed Risers
207,2020-05-13,56956.0,Bed Risers
208,2020-05-14,56956.0,Bed Risers
209,2020-05-15,56956.0,Bed Risers
210,2020-05-16,56956.0,Bed Risers
211,2020-05-17,56956.0,Bed Risers
212,2020-05-18,59364.0,Bed Risers
213,2020-05-19,59364.0,Bed Risers
214,2020-05-20,59364.0,Bed Risers
215,2020-05-21,51080.0,Bed Risers
216,2020-05-22,51080.0,Bed Risers
217,2020-05-23,51080.0,Bed Risers
218,2020-05-24,51080.0,Bed Risers
219,2020-05-25,51080.0,Bed Risers
220,2020-05-26,51080.0,Bed Risers
221,2020-05-27,60448.0,Bed Risers
222,2020-05-28,60448.0,Bed Risers
223,2020-05-29,44024.0,Bed Risers
224,2020-05-30,44024.0,Bed Risers
225,2020-05-31,44024.0,Bed Risers
226,2020-06-01,44024.0,Bed Risers
227,2020-06-02,46477.0,Bed Risers
228,2020-06-03,46477.0,Bed Risers
229,2020-06-04,46477.0,Bed Risers
230,2020-06-05,46477.0,Bed Risers
231,2020-06-06,37569.0,Bed Risers
232,2020-06-07,45864.0,Bed Risers
233,2020-06-08,40598.0,Bed Risers
234,2020-06-09,40598.0,Bed Risers
235,2020-06-10,40598.0,Bed Risers
236,2020-06-11,40598.0,Bed Risers
237,2020-06-12,40598.0,Bed Risers
238,2020-06-13,53387.0,Bed Risers
239,2020-06-14,53387.0,Bed Risers
240,2020-06-15,54194.0,Bed Risers
241,2020-06-16,54194.0,Bed Risers
242,2020-06-17,54194.0,Bed Risers
243,2020-06-18,54194.0,Bed Risers
244,2020-06-19,54194.0,Bed Risers
245,2020-06-20,54194.0,Bed Risers
246,2020-06-21,54194.0,Bed Risers
247,2020-06-22,54194.0,Bed Risers
248,2020-06-23,54194.0,Bed Risers
249,2020-06-24,54194.0,Bed Risers
250,2020-06-25,54194.0,Bed Risers
251,2020-06-26,70019.0,Bed Risers
252,2020-06-27,70019.0,Bed Risers
253,2020-06-28,70019.0,Bed Risers
254,2020-06-29,70019.0,Bed Risers
255,2020-06-30,55040.0,Bed Risers
256,2020-07-01,46678.0,Bed Risers
257,2020-07-02,46678.0,Bed Risers
258,2020-07-03,46678.0,Bed Risers
259,2020-07-04,46678.0,Bed Risers
260,2020-07-05,46678.0,Bed Risers
261,2020-07-06,46678.0,Bed Risers
262,2020-07-07,82253.0,Bed Risers
263,2020-07-08,91216.0,Bed Risers
264,2020-07-09,91216.0,Bed Risers
265,2020-07-10,64330.0,Bed Risers
266,2020-07-11,64330.0,Bed Risers
267,2020-07-12,64330.0,Bed Risers
268,2020-07-13,64330.0,Bed Risers
269,2020-07-14,64330.0,Bed Risers
270,2020-07-15,64330.0,Bed Risers
271,2020-07-16,64330.0,Bed Risers
272,2020-07-17,43313.0,Bed Risers
273,2020-07-18,52093.0,Bed Risers
274,2020-07-19,52093.0,Bed Risers
275,2020-07-20,52093.0,Bed Risers
276,2020-07-21,52093.0,Bed Risers
277,2020-07-22,52093.0,Bed Risers
278,2020-07-23,52093.0,Bed Risers
279,2020-07-24,45359.0,Bed Risers
280,2020-07-25,45359.0,Bed Risers
281,2020-07-26,45359.0,Bed Risers
282,2020-07-27,37307.0,Bed Risers
283,2020-07-28,37307.0,Bed Risers
284,2020-07-29,40847.0,Bed Risers
285,2020-07-30,36080.0,Bed Risers
286,2020-07-31,35518.0,Bed Risers
287,2020-08-01,35518.0,Bed Risers
288,2020-08-02,35518.0,Bed Risers
289,2020-08-03,35518.0,Bed Risers
290,2020-08-04,35518.0,Bed Risers
291,2020-08-05,35518.0,Bed Risers
292,2020-08-06,31668.0,Bed Risers
293,2020-08-07,31668.0,Bed Risers
294,2020-08-08,31668.0,Bed Risers
295,2020-08-09,31668.0,Bed Risers
296,2020-08-10,30724.0,Bed Risers
297,2020-08-11,30724.0,Bed Risers
298,2020-08-12,30724.0,Bed Risers
299,2020-08-13,33428.0,Bed Risers
300,2020-08-14,33428.0,Bed Risers
301,2020-08-15,33428.0,Bed Risers
302,2020-08-16,33428.0,Bed Risers
303,2020-08-17,36905.0,Bed Risers
304,2020-08-18,36905.0,Bed Risers
305,2020-08-19,36905.0,Bed Risers
306,2020-08-20,36905.0,Bed Risers
307,2020-08-21,36905.0,Bed Risers
308,2020-08-22,36905.0,Bed Risers
309,2020-08-23,36905.0,Bed Risers
310,2020-08-24,34464.0,Bed Risers
311,2020-08-25,46274.0,Bed Risers
312,2020-08-26,40072.0,Bed Risers
313,2020-08-27,50031.0,Bed Risers
314,2020-08-28,50031.0,Bed Risers
315,2020-08-29,64031.0,Bed Risers
316,2020-08-30,89966.0,Bed Risers
317,2020-08-31,73534.0,Bed Risers
318,2020-09-01,51537.0,Bed Risers
319,2020-09-02,51537.0,Bed Risers
320,2020-09-03,51537.0,Bed Risers
321,2020-09-04,51537.0,Bed Risers
322,2020-09-05,89660.0,Bed Risers
323,2020-09-06,89660.0,Bed Risers
324,2020-09-07,89660.0,Bed Risers
325,2020-09-08,89660.0,Bed Risers
326,2020-09-09,89660.0,Bed Risers
327,2020-09-10,89660.0,Bed Risers
328,2020-09-11,39073.0,Bed Risers
329,2020-09-12,39073.0,Bed Risers
330,2020-09-13,39073.0,Bed Risers
331,2020-09-14,39073.0,Bed Risers
332,2020-09-15,47555.0,Bed Risers
333,2020-09-16,47555.0,Bed Risers
334,2020-09-17,39094.0,Bed Risers
335,2020-09-18,39094.0,Bed Risers
336,2020-09-19,39094.0,Bed Risers
337,2020-09-20,39094.0,Bed Risers
338,2020-09-21,45587.0,Bed Risers
339,2020-09-22,31672.0,Bed Risers
340,2020-09-23,31672.0,Bed Risers
341,2020-09-24,30476.0,Bed Risers
342,2020-09-25,30476.0,Bed Risers
343,2020-09-26,30476.0,Bed Risers
344,2020-09-27,58240.0,Bed Risers
345,2020-09-28,58240.0,Bed Risers
346,2020-09-29,58240.0,Bed Risers
347,2020-09-30,58240.0,Bed Risers
348,2020-10-01,58240.0,Bed Risers
349,2020-10-02,58240.0,Bed Risers
350,2020-10-03,58240.0,Bed Risers
351,2020-10-04,58240.0,Bed Risers
352,2020-10-05,39900.0,Bed Risers
353,2020-10-06,39923.0,Bed Risers
354,2020-10-07,39923.0,Bed Risers
355,2020-10-08,39923.0,Bed Risers
356,2020-10-09,39691.0,Bed Risers
357,2020-10-10,39691.0,Bed Risers
358,2020-10-11,39691.0,Bed Risers
359,2020-10-12,51175.0,Bed Risers
360,2020-10-13,51175.0,Bed Risers
361,2020-10-14,72910.0,Bed Risers
362,2020-10-15,72910.0,Bed Risers
363,2020-10-16,41291.0,Bed Risers
364,2020-10-17,41291.0,Bed Risers
365,2020-10-18,54003.0,Bed Risers
366,2020-10-19,54003.0,Bed Risers
367,2020-10-20,46686.0,Bed Risers
368,2020-10-21,46686.0,Bed Risers
369,2020-10-22,32871.0,Bed Risers
370,2020-10-23,38616.0,Bed Risers
371,2020-10-24,49649.0,Bed Risers
372,2020-10-25,49649.0,Bed Risers
373,2020-10-26,41291.0,Bed Risers
374,2020-10-27,41837.0,Bed Risers
375,2020-10-28,41837.0,Bed Risers
376,2020-10-29,41250.0,Bed Risers
377,2020-10-30,41250.0,Bed Risers
378,2020-10-31,41250.0,Bed Risers
379,2020-11-01,41250.0,Bed Risers
380,2020-11-02,46706.0,Bed Risers
381,2020-11-03,46706.0,Bed Risers
382,2020-11-04,23375.0,Bed Risers
383,2020-11-05,28383.0,Bed Risers
384,2020-11-06,33992.0,Bed Risers
385,2020-11-07,33992.0,Bed Risers
386,2020-11-08,33992.0,Bed Risers
387,2020-11-09,33762.0,Bed Risers
388,2020-11-10,33762.0,Bed Risers
389,2020-11-11,33762.0,Bed Risers
390,2020-11-12,33762.0,Bed Risers
391,2020-11-13,33762.0,Bed Risers
392,2020-11-14,33762.0,Bed Risers
393,2020-11-15,33762.0,Bed Risers
394,2020-11-16,41361.0,Bed Risers
395,2020-11-17,41361.0,Bed Risers
396,2020-11-18,40160.0,Bed Risers
397,2020-11-19,40514.0,Bed Risers
398,2020-11-20,40514.0,Bed Risers
399,2020-11-21,29265.0,Bed Risers
400,2020-11-22,29265.0,Bed Risers
401,2020-11-23,29265.0,Bed Risers
402,2020-11-24,29265.0,Bed Risers
403,2020-11-25,29265.0,Bed Risers
404,2020-11-26,37686.0,Bed Risers
405,2020-11-27,55089.0,Bed Risers
406,2020-11-28,60661.0,Bed Risers
407,2020-11-29,60661.0,Bed Risers
408,2020-11-30,60661.0,Bed Risers
409,2020-12-01,68381.0,Bed Risers
410,2020-12-02,64297.0,Bed Risers
411,2020-12-03,71649.0,Bed Risers
412,2020-12-04,59228.0,Bed Risers
413,2020-12-05,59228.0,Bed Risers
414,2020-12-06,55710.0,Bed Risers
415,2020-12-07,55710.0,Bed Risers
416,2020-12-08,55710.0,Bed Risers
417,2020-12-09,55710.0,Bed Risers
418,2020-12-10,55710.0,Bed Risers
419,2020-12-11,48553.0,Bed Risers
420,2020-12-12,52685.0,Bed Risers
421,2020-12-13,52685.0,Bed Risers
422,2020-12-14,79898.0,Bed Risers
423,2020-12-15,79898.0,Bed Risers
424,2020-12-16,79898.0,Bed Risers
425,2020-12-17,76067.0,Bed Risers
426,2020-12-18,76067.0,Bed Risers
427,2020-12-19,67506.0,Bed Risers
428,2020-12-20,63625.0,Bed Risers
429,2020-12-21,63625.0,Bed Risers
430,2020-12-22,84231.0,Bed Risers
431,2020-12-23,84231.0,Bed Risers
432,2020-12-24,84231.0,Bed Risers
433,2020-12-25,46422.0,Bed Risers
434,2020-12-26,46422.0,Bed Risers
435,2020-12-27,46422.0,Bed Risers
436,2020-12-28,46422.0,Bed Risers
437,2020-12-29,40547.0,Bed Risers
438,2020-12-30,31344.0,Bed Risers
439,2020-12-31,39737.0,Bed Risers
440,2021-01-01,39737.0,Bed Risers
441,2021-01-02,38841.0,Bed Risers
442,2021-01-03,38841.0,Bed Risers
443,2021-01-04,38841.0,Bed Risers
444,2021-01-05,38841.0,Bed Risers
445,2021-01-06,28471.0,Bed Risers
446,2021-01-07,28471.0,Bed Risers
447,2021-01-08,23980.0,Bed Risers
448,2021-01-09,23980.0,Bed Risers
449,2021-01-10,23980.0,Bed Risers
450,2021-01-11,23980.0,Bed Risers
451,2021-01-12,32334.0,Bed Risers
452,2021-01-13,27772.0,Bed Risers
453,2021-01-14,27384.0,Bed Risers
454,2021-01-15,23957.0,Bed Risers
455,2021-01-16,23957.0,Bed Risers
456,2021-01-17,23957.0,Bed Risers
457,2021-01-18,34059.0,Bed Risers
458,2021-01-19,34059.0,Bed Risers
459,2021-01-20,33904.0,Bed Risers
460,2021-01-21,33904.0,Bed Risers
461,2021-01-22,26870.0,Bed Risers
462,2021-01-23,25775.0,Bed Risers
463,2021-01-24,25775.0,Bed Risers
464,2021-01-25,31628.0,Bed Risers
465,2021-01-26,31628.0,Bed Risers
466,2021-01-27,31628.0,Bed Risers
467,2021-01-28,30428.0,Bed Risers
468,2021-01-29,30428.0,Bed Risers
469,2021-01-30,34264.0,Bed Risers
470,2021-01-31,36560.0,Bed Risers
471,2021-02-01,31968.0,Bed Risers
472,2021-02-02,27700.0,Bed Risers
473,2021-02-03,27700.0,Bed Risers
474,2021-02-04,27700.0,Bed Risers
475,2021-02-05,27700.0,Bed Risers
476,2021-02-06,27700.0,Bed Risers
477,2021-02-07,27700.0,Bed Risers
478,2021-02-08,55250.0,Bed Risers
479,2021-02-09,55250.0,Bed Risers
480,2021-02-10,55250.0,Bed Risers
481,2021-02-11,55250.0,Bed Risers
482,2021-02-12,55250.0,Bed Risers
483,2021-02-13,48548.0,Bed Risers
484,2021-02-14,48548.0,Bed Risers
485,2021-02-15,48548.0,Bed Risers
486,2021-02-16,56759.0,Bed Risers
487,2021-02-17,56759.0,Bed Risers
488,2021-02-18,56759.0,Bed Risers
489,2021-02-19,40737.0,Bed Risers
490,2021-02-20,40737.0,Bed Risers
491,2021-02-21,40737.0,Bed Risers
492,2021-02-22,35588.0,Bed Risers
493,2021-02-23,35588.0,Bed Risers
494,2021-02-24,35588.0,Bed Risers
495,2021-02-25,35588.0,Bed Risers
496,2021-02-26,41604.0,Bed Risers
497,2021-02-27,41604.0,Bed Risers
498,2021-02-28,41604.0,Bed Risers
499,2021-03-01,59917.0,Bed Risers
500,2021-03-02,59917.0,Bed Risers
501,2021-03-03,59917.0,Bed Risers
502,2021-03-04,59917.0,Bed Risers
503,2021-03-05,79458.0,Bed Risers
504,2021-03-06,79458.0,Bed Risers
505,2021-03-07,79458.0,Bed Risers
506,2021-03-08,47300.0,Bed Risers
507,2021-03-09,47300.0,Bed Risers
508,2021-03-10,34580.0,Bed Risers
509,2021-03-11,29897.0,Bed Risers
510,2021-03-12,31926.0,Bed Risers
511,2021-03-13,28091.0,Bed Risers
512,2021-03-14,28091.0,Bed Risers
513,2021-03-15,28091.0,Bed Risers
514,2021-03-16,28091.0,Bed Risers
515,2021-03-17,33100.0,Bed Risers
516,2021-03-18,33208.0,Bed Risers
517,2021-03-19,26188.0,Bed Risers
518,2021-03-20,26188.0,Bed Risers
519,2021-03-21,30644.0,Bed Risers
520,2021-03-22,30644.0,Bed Risers
521,2021-03-23,30644.0,Bed Risers
522,2021-03-24,30644.0,Bed Risers
523,2021-03-25,30644.0,Bed Risers
524,2021-03-26,30644.0,Bed Risers
525,2021-03-27,30644.0,Bed Risers
526,2021-03-28,30644.0,Bed Risers
527,2021-03-29,28490.0,Bed Risers
528,2021-03-30,28490.0,Bed Risers
529,2021-03-31,32673.0,Bed Risers
530,2021-04-01,29572.0,Bed Risers
531,2021-04-02,33176.0,Bed Risers
532,2021-04-03,33176.0,Bed Risers
533,2021-04-04,36566.0,Bed Risers
534,2021-04-05,36566.0,Bed Risers
535,2021-04-06,36566.0,Bed Risers
536,2021-04-07,36566.0,Bed Risers
537,2021-04-08,36566.0,Bed Risers
538,2021-04-09,36566.0,Bed Risers
539,2021-04-10,36633.0,Bed Risers
540,2021-04-11,36633.0,Bed Risers
541,2021-04-12,36633.0,Bed Risers
542,2021-04-13,36633.0,Bed Risers
543,2021-04-14,116524.0,Bed Risers
544,2021-04-15,116524.0,Bed Risers
545,2021-04-16,116524.0,Bed Risers
546,2021-04-17,116524.0,Bed Risers
547,2021-04-18,99170.0,Bed Risers
548,2021-04-19,99170.0,Bed Risers
549,2021-04-20,159910.0,Bed Risers
550,2021-04-21,131463.0,Bed Risers
551,2021-04-22,59438.0,Bed Risers
552,2021-04-23,59438.0,Bed Risers
553,2021-04-24,59438.0,Bed Risers
554,2021-04-25,70059.0,Bed Risers
555,2021-04-26,70059.0,Bed Risers
556,2021-04-27,105331.0,Bed Risers
557,2021-04-28,96641.0,Bed Risers
558,2021-04-29,96641.0,Bed Risers
559,2021-04-30,96641.0,Bed Risers
560,2021-05-01,96641.0,Bed Risers
561,2021-05-02,96641.0,Bed Risers
562,2021-05-03,96641.0,Bed Risers
563,2021-05-04,96641.0,Bed Risers
564,2021-05-05,96641.0,Bed Risers
565,2021-05-06,96641.0,Bed Risers
566,2021-05-07,65727.0,Bed Risers
567,2021-05-08,65727.0,Bed Risers
568,2021-05-09,46478.0,Bed Risers
569,2021-05-10,46478.0,Bed Risers
570,2021-05-11,46478.0,Bed Risers
571,2021-05-12,46478.0,Bed Risers
572,2021-05-13,46478.0,Bed Risers
573,2021-05-14,56222.0,Bed Risers
574,2021-05-15,56222.0,Bed Risers
575,2021-05-16,56222.0,Bed Risers
576,2021-05-17,56222.0,Bed Risers
577,2021-05-18,56222.0,Bed Risers
578,2021-05-19,49049.0,Bed Risers
579,2021-05-20,49049.0,Bed Risers
580,2021-05-21,29856.0,Bed Risers
581,2021-05-22,29856.0,Bed Risers
582,2021-05-23,37704.0,Bed Risers
583,2021-05-24,38162.0,Bed Risers
584,2021-05-25,43057.0,Bed Risers
585,2021-05-26,43057.0,Bed Risers
586,2021-05-27,37610.0,Bed Risers
587,2021-05-28,37610.0,Bed Risers
588,2021-05-29,37610.0,Bed Risers
589,2021-05-30,37610.0,Bed Risers
590,2021-05-31,40169.0,Bed Risers
591,2021-06-01,46973.0,Bed Risers
592,2021-06-02,32134.0,Bed Risers
593,2021-06-03,32427.0,Bed Risers
594,2021-06-04,32427.0,Bed Risers
595,2021-06-05,29296.0,Bed Risers
596,2021-06-06,29296.0,Bed Risers
597,2021-06-07,30233.0,Bed Risers
598,2021-06-08,31031.0,Bed Risers
599,2021-06-09,46438.0,Bed Risers
600,2021-06-10,46438.0,Bed Risers
601,2021-06-11,46438.0,Bed Risers
602,2021-06-12,29063.0,Bed Risers
603,2021-06-13,29063.0,Bed Risers
604,2021-06-14,29063.0,Bed Risers
605,2021-06-15,29063.0,Bed Risers
606,2021-06-16,29063.0,Bed Risers
607,2021-06-17,30129.0,Bed Risers
608,2021-06-18,30129.0,Bed Risers
609,2021-06-19,30129.0,Bed Risers
610,2021-06-20,35110.0,Bed Risers
611,2021-06-21,35110.0,Bed Risers
612,2021-06-22,27146.0,Bed Risers
613,2021-06-23,27146.0,Bed Risers
614,2021-06-24,27146.0,Bed Risers
615,2021-06-25,38351.0,Bed Risers
616,2021-06-26,38351.0,Bed Risers
617,2021-06-27,38351.0,Bed Risers
618,2021-06-28,38351.0,Bed Risers
619,2021-06-29,53035.0,Bed Risers
620,2021-06-30,53035.0,Bed Risers
621,2021-07-01,34331.0,Bed Risers
622,2021-07-02,37256.0,Bed Risers
623,2021-07-03,37256.0,Bed Risers
624,2021-07-04,37256.0,Bed Risers
625,2021-07-05,39659.0,Bed Risers
626,2021-07-06,39659.0,Bed Risers
627,2021-07-07,39659.0,Bed Risers
628,2021-07-08,39659.0,Bed Risers
629,2021-07-09,39659.0,Bed Risers
630,2021-07-10,39659.0,Bed Risers
631,2021-07-11,43673.0,Bed Risers
