,date,value,name_B075K3Q1T1
263,2021-02-12,8667.0,Mice & Animal Toys
264,2021-02-13,8667.0,Mice & Animal Toys
265,2021-02-14,8667.0,Mice & Animal Toys
266,2021-02-15,8767.0,Mice & Animal Toys
267,2021-02-16,8767.0,Mice & Animal Toys
268,2021-02-17,8767.0,Mice & Animal Toys
269,2021-02-18,8767.0,Mice & Animal Toys
270,2021-02-19,11049.0,Mice & Animal Toys
271,2021-02-20,11049.0,Mice & Animal Toys
272,2021-02-21,11049.0,Mice & Animal Toys
273,2021-02-22,11049.0,Mice & Animal Toys
274,2021-02-23,11049.0,Mice & Animal Toys
275,2021-02-24,14114.0,Mice & Animal Toys
276,2021-02-25,14114.0,Mice & Animal Toys
277,2021-02-26,14114.0,Mice & Animal Toys
278,2021-02-27,14114.0,Mice & Animal Toys
279,2021-02-28,14114.0,Mice & Animal Toys
280,2021-03-01,11541.0,Mice & Animal Toys
281,2021-03-02,11541.0,Mice & Animal Toys
282,2021-03-03,9753.0,Mice & Animal Toys
283,2021-03-04,9753.0,Mice & Animal Toys
284,2021-03-05,9753.0,Mice & Animal Toys
285,2021-03-06,9753.0,Mice & Animal Toys
286,2021-03-07,9753.0,Mice & Animal Toys
287,2021-03-08,9753.0,Mice & Animal Toys
288,2021-03-09,10132.0,Mice & Animal Toys
289,2021-03-10,10132.0,Mice & Animal Toys
290,2021-03-11,9649.0,Mice & Animal Toys
291,2021-03-12,9649.0,Mice & Animal Toys
292,2021-03-13,9649.0,Mice & Animal Toys
293,2021-03-14,8655.0,Mice & Animal Toys
294,2021-03-15,8655.0,Mice & Animal Toys
295,2021-03-16,8655.0,Mice & Animal Toys
296,2021-03-17,10642.0,Mice & Animal Toys
297,2021-03-18,10642.0,Mice & Animal Toys
298,2021-03-19,9517.0,Mice & Animal Toys
299,2021-03-20,9517.0,Mice & Animal Toys
300,2021-03-21,9517.0,Mice & Animal Toys
301,2021-03-22,13143.0,Mice & Animal Toys
302,2021-03-23,12463.0,Mice & Animal Toys
303,2021-03-24,12463.0,Mice & Animal Toys
304,2021-03-25,12463.0,Mice & Animal Toys
305,2021-03-26,12463.0,Mice & Animal Toys
306,2021-03-27,11131.0,Mice & Animal Toys
307,2021-03-28,11131.0,Mice & Animal Toys
308,2021-03-29,11131.0,Mice & Animal Toys
309,2021-03-30,11131.0,Mice & Animal Toys
310,2021-03-31,11131.0,Mice & Animal Toys
311,2021-04-01,8701.0,Mice & Animal Toys
312,2021-04-02,8701.0,Mice & Animal Toys
313,2021-04-03,8701.0,Mice & Animal Toys
314,2021-04-04,8701.0,Mice & Animal Toys
315,2021-04-05,8701.0,Mice & Animal Toys
316,2021-04-06,7938.0,Mice & Animal Toys
317,2021-04-07,7938.0,Mice & Animal Toys
318,2021-04-08,7938.0,Mice & Animal Toys
319,2021-04-09,7938.0,Mice & Animal Toys
320,2021-04-10,10880.0,Mice & Animal Toys
321,2021-04-11,10880.0,Mice & Animal Toys
322,2021-04-12,10880.0,Mice & Animal Toys
323,2021-04-13,10880.0,Mice & Animal Toys
324,2021-04-14,10191.0,Mice & Animal Toys
325,2021-04-15,10191.0,Mice & Animal Toys
326,2021-04-16,9431.0,Mice & Animal Toys
327,2021-04-17,9431.0,Mice & Animal Toys
328,2021-04-18,9431.0,Mice & Animal Toys
329,2021-04-19,9431.0,Mice & Animal Toys
330,2021-04-20,10561.0,Mice & Animal Toys
331,2021-04-21,9992.0,Mice & Animal Toys
332,2021-04-22,9992.0,Mice & Animal Toys
333,2021-04-23,11439.0,Mice & Animal Toys
334,2021-04-24,11439.0,Mice & Animal Toys
335,2021-04-25,11773.0,Mice & Animal Toys
336,2021-04-26,9082.0,Mice & Animal Toys
337,2021-04-27,9082.0,Mice & Animal Toys
338,2021-04-28,9082.0,Mice & Animal Toys
339,2021-04-29,9082.0,Mice & Animal Toys
340,2021-04-30,9927.0,Mice & Animal Toys
341,2021-05-01,9927.0,Mice & Animal Toys
342,2021-05-02,9927.0,Mice & Animal Toys
343,2021-05-03,9927.0,Mice & Animal Toys
344,2021-05-04,9821.0,Mice & Animal Toys
345,2021-05-05,9821.0,Mice & Animal Toys
346,2021-05-06,9821.0,Mice & Animal Toys
347,2021-05-07,8875.0,Mice & Animal Toys
348,2021-05-08,8875.0,Mice & Animal Toys
349,2021-05-09,11592.0,Mice & Animal Toys
350,2021-05-10,11592.0,Mice & Animal Toys
351,2021-05-11,11805.0,Mice & Animal Toys
352,2021-05-12,11532.0,Mice & Animal Toys
353,2021-05-13,11532.0,Mice & Animal Toys
354,2021-05-14,11532.0,Mice & Animal Toys
355,2021-05-15,11532.0,Mice & Animal Toys
356,2021-05-16,11532.0,Mice & Animal Toys
357,2021-05-17,10955.0,Mice & Animal Toys
358,2021-05-18,9439.0,Mice & Animal Toys
359,2021-05-19,9439.0,Mice & Animal Toys
360,2021-05-20,8609.0,Mice & Animal Toys
361,2021-05-21,8609.0,Mice & Animal Toys
362,2021-05-22,8609.0,Mice & Animal Toys
363,2021-05-23,8609.0,Mice & Animal Toys
364,2021-05-24,8609.0,Mice & Animal Toys
365,2021-05-25,10668.0,Mice & Animal Toys
366,2021-05-26,10668.0,Mice & Animal Toys
367,2021-05-27,10714.0,Mice & Animal Toys
368,2021-05-28,10714.0,Mice & Animal Toys
369,2021-05-29,10714.0,Mice & Animal Toys
370,2021-05-30,10714.0,Mice & Animal Toys
371,2021-05-31,10714.0,Mice & Animal Toys
372,2021-06-01,9357.0,Mice & Animal Toys
373,2021-06-02,7630.0,Mice & Animal Toys
374,2021-06-03,7630.0,Mice & Animal Toys
375,2021-06-04,6814.0,Mice & Animal Toys
376,2021-06-05,6814.0,Mice & Animal Toys
377,2021-06-06,6814.0,Mice & Animal Toys
378,2021-06-07,6814.0,Mice & Animal Toys
379,2021-06-08,6814.0,Mice & Animal Toys
380,2021-06-09,6814.0,Mice & Animal Toys
381,2021-06-10,7695.0,Mice & Animal Toys
382,2021-06-11,7695.0,Mice & Animal Toys
383,2021-06-12,8002.0,Mice & Animal Toys
384,2021-06-13,8002.0,Mice & Animal Toys
385,2021-06-14,8002.0,Mice & Animal Toys
386,2021-06-15,10008.0,Mice & Animal Toys
387,2021-06-16,10557.0,Mice & Animal Toys
388,2021-06-17,10557.0,Mice & Animal Toys
389,2021-06-18,8747.0,Mice & Animal Toys
390,2021-06-19,8747.0,Mice & Animal Toys
391,2021-06-20,12960.0,Mice & Animal Toys
392,2021-06-21,12960.0,Mice & Animal Toys
393,2021-06-22,3668.0,Mice & Animal Toys
394,2021-06-23,3668.0,Mice & Animal Toys
395,2021-06-24,3421.0,Mice & Animal Toys
396,2021-06-25,3421.0,Mice & Animal Toys
397,2021-06-26,5105.0,Mice & Animal Toys
398,2021-06-27,4349.0,Mice & Animal Toys
399,2021-06-28,4349.0,Mice & Animal Toys
400,2021-06-29,4342.0,Mice & Animal Toys
401,2021-06-30,4342.0,Mice & Animal Toys
402,2021-07-01,5239.0,Mice & Animal Toys
403,2021-07-02,5239.0,Mice & Animal Toys
404,2021-07-03,5239.0,Mice & Animal Toys
405,2021-07-04,5045.0,Mice & Animal Toys
406,2021-07-05,5045.0,Mice & Animal Toys
407,2021-07-06,5045.0,Mice & Animal Toys
408,2021-07-07,5048.0,Mice & Animal Toys
409,2021-07-08,5048.0,Mice & Animal Toys
410,2021-07-09,4481.0,Mice & Animal Toys
411,2021-07-10,3551.0,Mice & Animal Toys
