,date,value,name_B00Y5QTYXE
105,2018-10-23,5612.0,Cupcake Stands
106,2018-10-24,5612.0,Cupcake Stands
107,2018-10-25,5612.0,Cupcake Stands
108,2018-10-26,4974.0,Cupcake Stands
109,2018-10-27,5639.0,Cupcake Stands
110,2018-10-28,5412.0,Cupcake Stands
111,2018-10-29,5154.0,Cupcake Stands
112,2018-10-30,5305.0,Cupcake Stands
113,2018-10-31,5305.0,Cupcake Stands
114,2018-11-01,5305.0,Cupcake Stands
115,2018-11-02,5305.0,Cupcake Stands
116,2018-11-03,5305.0,Cupcake Stands
117,2018-11-04,5499.0,Cupcake Stands
118,2018-11-05,5499.0,Cupcake Stands
119,2018-11-06,5499.0,Cupcake Stands
120,2018-11-07,5499.0,Cupcake Stands
121,2018-11-08,5499.0,Cupcake Stands
122,2018-11-09,5499.0,Cupcake Stands
123,2018-11-10,5499.0,Cupcake Stands
124,2018-11-11,5937.0,Cupcake Stands
125,2018-11-12,5937.0,Cupcake Stands
126,2018-11-13,5126.0,Cupcake Stands
127,2018-11-14,4758.0,Cupcake Stands
128,2018-11-15,4700.0,Cupcake Stands
129,2018-11-16,7387.0,Cupcake Stands
130,2018-11-17,6832.0,Cupcake Stands
131,2018-11-18,6832.0,Cupcake Stands
132,2018-11-19,6832.0,Cupcake Stands
133,2018-11-20,6597.0,Cupcake Stands
134,2018-11-21,6595.0,Cupcake Stands
135,2018-11-22,8666.0,Cupcake Stands
136,2018-11-23,8666.0,Cupcake Stands
137,2018-11-24,8666.0,Cupcake Stands
138,2018-11-25,15943.0,Cupcake Stands
139,2018-11-26,15943.0,Cupcake Stands
140,2018-11-27,15943.0,Cupcake Stands
141,2018-11-28,9455.0,Cupcake Stands
142,2018-11-29,9455.0,Cupcake Stands
143,2018-11-30,9455.0,Cupcake Stands
144,2018-12-01,10639.0,Cupcake Stands
145,2018-12-02,10566.0,Cupcake Stands
146,2018-12-03,10566.0,Cupcake Stands
147,2018-12-04,12073.0,Cupcake Stands
148,2018-12-05,12073.0,Cupcake Stands
149,2018-12-06,12073.0,Cupcake Stands
150,2018-12-07,13355.0,Cupcake Stands
151,2018-12-08,13355.0,Cupcake Stands
152,2018-12-09,17312.0,Cupcake Stands
153,2018-12-10,17312.0,Cupcake Stands
154,2018-12-11,13366.0,Cupcake Stands
155,2018-12-12,12362.0,Cupcake Stands
156,2018-12-13,10620.0,Cupcake Stands
157,2018-12-14,10620.0,Cupcake Stands
158,2018-12-15,10620.0,Cupcake Stands
159,2018-12-16,14804.0,Cupcake Stands
160,2018-12-17,14804.0,Cupcake Stands
161,2018-12-18,16449.0,Cupcake Stands
162,2018-12-19,16449.0,Cupcake Stands
163,2018-12-20,16992.0,Cupcake Stands
164,2018-12-21,10987.0,Cupcake Stands
165,2018-12-22,12294.0,Cupcake Stands
166,2018-12-23,12294.0,Cupcake Stands
167,2018-12-24,12294.0,Cupcake Stands
168,2018-12-25,18767.0,Cupcake Stands
169,2018-12-26,18767.0,Cupcake Stands
170,2018-12-27,18767.0,Cupcake Stands
171,2018-12-28,8962.0,Cupcake Stands
172,2018-12-29,9487.0,Cupcake Stands
173,2018-12-30,9374.0,Cupcake Stands
174,2018-12-31,9374.0,Cupcake Stands
175,2019-01-01,9374.0,Cupcake Stands
176,2019-01-02,9374.0,Cupcake Stands
177,2019-01-03,7102.0,Cupcake Stands
178,2019-01-04,8551.0,Cupcake Stands
179,2019-01-05,8551.0,Cupcake Stands
180,2019-01-06,5973.0,Cupcake Stands
181,2019-01-07,5973.0,Cupcake Stands
182,2019-01-08,9356.0,Cupcake Stands
183,2019-01-09,5290.0,Cupcake Stands
184,2019-01-10,5290.0,Cupcake Stands
185,2019-01-11,5290.0,Cupcake Stands
186,2019-01-12,6926.0,Cupcake Stands
187,2019-01-13,6926.0,Cupcake Stands
188,2019-01-14,5438.0,Cupcake Stands
189,2019-01-15,6189.0,Cupcake Stands
190,2019-01-16,6189.0,Cupcake Stands
191,2019-01-17,6189.0,Cupcake Stands
192,2019-01-18,4751.0,Cupcake Stands
193,2019-01-19,4751.0,Cupcake Stands
194,2019-01-20,4751.0,Cupcake Stands
195,2019-01-21,5897.0,Cupcake Stands
196,2019-01-22,5897.0,Cupcake Stands
197,2019-01-23,5897.0,Cupcake Stands
198,2019-01-24,4244.0,Cupcake Stands
199,2019-01-25,4244.0,Cupcake Stands
200,2019-01-26,4244.0,Cupcake Stands
201,2019-01-27,4244.0,Cupcake Stands
202,2019-01-28,5357.0,Cupcake Stands
203,2019-01-29,5357.0,Cupcake Stands
204,2019-01-30,5357.0,Cupcake Stands
205,2019-01-31,4350.0,Cupcake Stands
206,2019-02-01,5000.0,Cupcake Stands
207,2019-02-02,5025.0,Cupcake Stands
208,2019-02-03,4497.0,Cupcake Stands
209,2019-02-04,4639.0,Cupcake Stands
210,2019-02-05,4299.0,Cupcake Stands
211,2019-02-06,4299.0,Cupcake Stands
212,2019-02-07,4299.0,Cupcake Stands
213,2019-02-08,3682.0,Cupcake Stands
214,2019-02-09,4296.0,Cupcake Stands
215,2019-02-10,4296.0,Cupcake Stands
216,2019-02-11,5196.0,Cupcake Stands
217,2019-02-12,4560.0,Cupcake Stands
218,2019-02-13,4560.0,Cupcake Stands
219,2019-02-14,4388.0,Cupcake Stands
220,2019-02-15,4388.0,Cupcake Stands
221,2019-02-16,4388.0,Cupcake Stands
222,2019-02-17,4388.0,Cupcake Stands
223,2019-02-18,4388.0,Cupcake Stands
224,2019-02-19,4010.0,Cupcake Stands
225,2019-02-20,4010.0,Cupcake Stands
226,2019-02-21,4010.0,Cupcake Stands
227,2019-02-22,4136.0,Cupcake Stands
228,2019-02-23,3557.0,Cupcake Stands
229,2019-02-24,5253.0,Cupcake Stands
230,2019-02-25,5253.0,Cupcake Stands
231,2019-02-26,4743.0,Cupcake Stands
232,2019-02-27,4743.0,Cupcake Stands
233,2019-02-28,4743.0,Cupcake Stands
234,2019-03-01,3567.0,Cupcake Stands
235,2019-03-02,3567.0,Cupcake Stands
236,2019-03-03,3208.0,Cupcake Stands
237,2019-03-04,3208.0,Cupcake Stands
238,2019-03-05,2930.0,Cupcake Stands
239,2019-03-06,2930.0,Cupcake Stands
240,2019-03-07,2930.0,Cupcake Stands
241,2019-03-08,2930.0,Cupcake Stands
242,2019-03-09,2930.0,Cupcake Stands
243,2019-03-10,2930.0,Cupcake Stands
244,2019-03-11,3280.0,Cupcake Stands
245,2019-03-12,3036.0,Cupcake Stands
246,2019-03-13,2461.0,Cupcake Stands
247,2019-03-14,2363.0,Cupcake Stands
248,2019-03-15,4095.0,Cupcake Stands
249,2019-03-16,2809.0,Cupcake Stands
250,2019-03-17,2883.0,Cupcake Stands
251,2019-03-18,2722.0,Cupcake Stands
252,2019-03-19,2632.0,Cupcake Stands
253,2019-03-20,2850.0,Cupcake Stands
254,2019-03-21,2499.0,Cupcake Stands
255,2019-03-22,1832.0,Cupcake Stands
256,2019-03-23,1886.0,Cupcake Stands
257,2019-03-24,2552.0,Cupcake Stands
258,2019-03-25,3061.0,Cupcake Stands
259,2019-03-26,3061.0,Cupcake Stands
260,2019-03-27,1897.0,Cupcake Stands
261,2019-03-28,2857.0,Cupcake Stands
262,2019-03-29,2668.0,Cupcake Stands
263,2019-03-30,2338.0,Cupcake Stands
264,2019-03-31,2656.0,Cupcake Stands
265,2019-04-01,2854.0,Cupcake Stands
266,2019-04-02,2267.0,Cupcake Stands
267,2019-04-03,2187.0,Cupcake Stands
268,2019-04-04,2436.0,Cupcake Stands
269,2019-04-05,2318.0,Cupcake Stands
270,2019-04-06,2505.0,Cupcake Stands
271,2019-04-07,2294.0,Cupcake Stands
272,2019-04-08,3210.0,Cupcake Stands
273,2019-04-09,2751.0,Cupcake Stands
274,2019-04-10,2959.0,Cupcake Stands
275,2019-04-11,2415.0,Cupcake Stands
276,2019-04-12,2541.0,Cupcake Stands
277,2019-04-13,2726.0,Cupcake Stands
278,2019-04-14,3110.0,Cupcake Stands
279,2019-04-15,2839.0,Cupcake Stands
280,2019-04-16,3122.0,Cupcake Stands
281,2019-04-17,3077.0,Cupcake Stands
282,2019-04-18,3077.0,Cupcake Stands
283,2019-04-19,3248.0,Cupcake Stands
284,2019-04-20,2633.0,Cupcake Stands
285,2019-04-21,3112.0,Cupcake Stands
286,2019-04-22,4073.0,Cupcake Stands
287,2019-04-23,3378.0,Cupcake Stands
288,2019-04-24,2790.0,Cupcake Stands
289,2019-04-25,2413.0,Cupcake Stands
290,2019-04-26,2058.0,Cupcake Stands
291,2019-04-27,2625.0,Cupcake Stands
292,2019-04-28,3220.0,Cupcake Stands
293,2019-04-29,3139.0,Cupcake Stands
294,2019-04-30,2791.0,Cupcake Stands
295,2019-05-01,2341.0,Cupcake Stands
296,2019-05-02,2341.0,Cupcake Stands
297,2019-05-03,2016.0,Cupcake Stands
298,2019-05-04,2414.0,Cupcake Stands
299,2019-05-05,2414.0,Cupcake Stands
300,2019-05-06,2178.0,Cupcake Stands
301,2019-05-07,2370.0,Cupcake Stands
302,2019-05-08,2361.0,Cupcake Stands
303,2019-05-09,2361.0,Cupcake Stands
304,2019-05-10,2361.0,Cupcake Stands
305,2019-05-11,2870.0,Cupcake Stands
306,2019-05-12,2870.0,Cupcake Stands
307,2019-05-13,2346.0,Cupcake Stands
308,2019-05-14,1830.0,Cupcake Stands
309,2019-05-15,1681.0,Cupcake Stands
310,2019-05-16,1706.0,Cupcake Stands
311,2019-05-17,1713.0,Cupcake Stands
312,2019-05-18,1920.0,Cupcake Stands
313,2019-05-19,1765.0,Cupcake Stands
314,2019-05-20,1869.0,Cupcake Stands
315,2019-05-21,1801.0,Cupcake Stands
316,2019-05-22,1527.0,Cupcake Stands
317,2019-05-23,1426.0,Cupcake Stands
318,2019-05-24,1402.0,Cupcake Stands
319,2019-05-25,1765.0,Cupcake Stands
320,2019-05-26,2024.0,Cupcake Stands
321,2019-05-27,2137.0,Cupcake Stands
322,2019-05-28,1979.0,Cupcake Stands
323,2019-05-29,2096.0,Cupcake Stands
324,2019-05-30,1607.0,Cupcake Stands
325,2019-05-31,1923.0,Cupcake Stands
326,2019-06-01,2009.0,Cupcake Stands
327,2019-06-02,2283.0,Cupcake Stands
328,2019-06-03,2527.0,Cupcake Stands
329,2019-06-04,2063.0,Cupcake Stands
330,2019-06-05,1696.0,Cupcake Stands
331,2019-06-06,1197.0,Cupcake Stands
332,2019-06-07,1794.0,Cupcake Stands
333,2019-06-08,2533.0,Cupcake Stands
334,2019-06-09,2637.0,Cupcake Stands
335,2019-06-10,3148.0,Cupcake Stands
336,2019-06-11,2843.0,Cupcake Stands
337,2019-06-12,2508.0,Cupcake Stands
338,2019-06-13,2631.0,Cupcake Stands
339,2019-06-14,3951.0,Cupcake Stands
340,2019-06-15,4045.0,Cupcake Stands
341,2019-06-16,3512.0,Cupcake Stands
342,2019-06-17,3630.0,Cupcake Stands
343,2019-06-18,3490.0,Cupcake Stands
344,2019-06-19,3060.0,Cupcake Stands
345,2019-06-20,2753.0,Cupcake Stands
346,2019-06-21,3204.0,Cupcake Stands
347,2019-06-22,3570.0,Cupcake Stands
348,2019-06-23,3929.0,Cupcake Stands
349,2019-06-24,4473.0,Cupcake Stands
350,2019-06-25,3576.0,Cupcake Stands
351,2019-06-26,3251.0,Cupcake Stands
352,2019-06-27,3836.0,Cupcake Stands
353,2019-06-28,4222.0,Cupcake Stands
354,2019-06-29,3931.0,Cupcake Stands
355,2019-06-30,3400.0,Cupcake Stands
356,2019-07-01,3501.0,Cupcake Stands
357,2019-07-02,3438.0,Cupcake Stands
358,2019-07-03,3499.0,Cupcake Stands
359,2019-07-04,3187.0,Cupcake Stands
360,2019-07-05,3453.0,Cupcake Stands
361,2019-07-06,3448.0,Cupcake Stands
362,2019-07-07,3568.0,Cupcake Stands
363,2019-07-08,2704.0,Cupcake Stands
364,2019-07-09,2532.0,Cupcake Stands
365,2019-07-10,2524.0,Cupcake Stands
366,2019-07-11,2401.0,Cupcake Stands
367,2019-07-12,2821.0,Cupcake Stands
368,2019-07-13,2705.0,Cupcake Stands
369,2019-07-14,3492.0,Cupcake Stands
370,2019-07-15,3761.0,Cupcake Stands
371,2019-07-16,4672.0,Cupcake Stands
372,2019-07-17,4957.0,Cupcake Stands
373,2019-07-18,4359.0,Cupcake Stands
374,2019-07-19,3599.0,Cupcake Stands
375,2019-07-20,3637.0,Cupcake Stands
376,2019-07-21,4289.0,Cupcake Stands
377,2019-07-22,4120.0,Cupcake Stands
378,2019-07-23,3142.0,Cupcake Stands
379,2019-07-24,2808.0,Cupcake Stands
380,2019-07-25,2909.0,Cupcake Stands
381,2019-07-26,2843.0,Cupcake Stands
382,2019-07-27,3529.0,Cupcake Stands
383,2019-07-28,3200.0,Cupcake Stands
384,2019-07-29,2402.0,Cupcake Stands
385,2019-07-30,2807.0,Cupcake Stands
386,2019-07-31,2297.0,Cupcake Stands
387,2019-08-01,2707.0,Cupcake Stands
388,2019-08-02,2432.0,Cupcake Stands
389,2019-08-03,2693.0,Cupcake Stands
390,2019-08-04,2551.0,Cupcake Stands
391,2019-08-05,2494.0,Cupcake Stands
392,2019-08-06,2578.0,Cupcake Stands
393,2019-08-07,1964.0,Cupcake Stands
394,2019-08-08,2298.0,Cupcake Stands
395,2019-08-09,2184.0,Cupcake Stands
396,2019-08-10,2862.0,Cupcake Stands
397,2019-08-11,2862.0,Cupcake Stands
398,2019-08-12,3649.0,Cupcake Stands
399,2019-08-13,3442.0,Cupcake Stands
400,2019-08-14,2832.0,Cupcake Stands
401,2019-08-15,2158.0,Cupcake Stands
402,2019-08-16,2568.0,Cupcake Stands
403,2019-08-17,3254.0,Cupcake Stands
404,2019-08-18,3451.0,Cupcake Stands
405,2019-08-19,4113.0,Cupcake Stands
406,2019-08-20,3329.0,Cupcake Stands
407,2019-08-21,2926.0,Cupcake Stands
408,2019-08-22,2770.0,Cupcake Stands
409,2019-08-23,3693.0,Cupcake Stands
410,2019-08-24,4304.0,Cupcake Stands
411,2019-08-25,4296.0,Cupcake Stands
412,2019-08-26,3667.0,Cupcake Stands
413,2019-08-27,3909.0,Cupcake Stands
414,2019-08-28,4055.0,Cupcake Stands
415,2019-08-29,3356.0,Cupcake Stands
416,2019-08-30,2782.0,Cupcake Stands
417,2019-08-31,4505.0,Cupcake Stands
418,2019-09-01,4730.0,Cupcake Stands
419,2019-09-02,5957.0,Cupcake Stands
420,2019-09-03,4713.0,Cupcake Stands
421,2019-09-04,3761.0,Cupcake Stands
422,2019-09-05,3595.0,Cupcake Stands
423,2019-09-06,3544.0,Cupcake Stands
424,2019-09-07,3620.0,Cupcake Stands
425,2019-09-08,3542.0,Cupcake Stands
426,2019-09-09,3542.0,Cupcake Stands
427,2019-09-10,3542.0,Cupcake Stands
428,2019-09-11,3542.0,Cupcake Stands
429,2019-09-12,3153.0,Cupcake Stands
430,2019-09-13,3162.0,Cupcake Stands
431,2019-09-14,3375.0,Cupcake Stands
432,2019-09-15,3051.0,Cupcake Stands
433,2019-09-16,3409.0,Cupcake Stands
434,2019-09-17,3484.0,Cupcake Stands
435,2019-09-18,2425.0,Cupcake Stands
436,2019-09-19,2600.0,Cupcake Stands
437,2019-09-20,2542.0,Cupcake Stands
438,2019-09-21,2656.0,Cupcake Stands
439,2019-09-22,3302.0,Cupcake Stands
440,2019-09-23,3071.0,Cupcake Stands
441,2019-09-24,2932.0,Cupcake Stands
442,2019-09-25,2289.0,Cupcake Stands
443,2019-09-26,2440.0,Cupcake Stands
444,2019-09-27,2840.0,Cupcake Stands
445,2019-09-28,2776.0,Cupcake Stands
446,2019-09-29,3748.0,Cupcake Stands
447,2019-09-30,3203.0,Cupcake Stands
448,2019-10-01,3394.0,Cupcake Stands
449,2019-10-02,3089.0,Cupcake Stands
450,2019-10-03,2675.0,Cupcake Stands
451,2019-10-04,3302.0,Cupcake Stands
452,2019-10-05,3302.0,Cupcake Stands
453,2019-10-06,2984.0,Cupcake Stands
454,2019-10-07,2984.0,Cupcake Stands
455,2019-10-08,2984.0,Cupcake Stands
456,2019-10-09,2481.0,Cupcake Stands
457,2019-10-10,2353.0,Cupcake Stands
458,2019-10-11,2353.0,Cupcake Stands
459,2019-10-12,2353.0,Cupcake Stands
460,2019-10-13,2705.0,Cupcake Stands
461,2019-10-14,3190.0,Cupcake Stands
462,2019-10-15,3042.0,Cupcake Stands
463,2019-10-16,2383.0,Cupcake Stands
464,2019-10-17,2266.0,Cupcake Stands
465,2019-10-18,2532.0,Cupcake Stands
466,2019-10-19,3100.0,Cupcake Stands
467,2019-10-20,3388.0,Cupcake Stands
468,2019-10-21,3368.0,Cupcake Stands
469,2019-10-22,3763.0,Cupcake Stands
470,2019-10-23,2582.0,Cupcake Stands
471,2019-10-24,2708.0,Cupcake Stands
472,2019-10-25,3002.0,Cupcake Stands
473,2019-10-26,2981.0,Cupcake Stands
474,2019-10-27,3759.0,Cupcake Stands
475,2019-10-28,3812.0,Cupcake Stands
476,2019-10-29,3956.0,Cupcake Stands
477,2019-10-30,3512.0,Cupcake Stands
478,2019-10-31,2670.0,Cupcake Stands
479,2019-11-01,3420.0,Cupcake Stands
480,2019-11-02,2820.0,Cupcake Stands
481,2019-11-03,3213.0,Cupcake Stands
482,2019-11-04,3865.0,Cupcake Stands
483,2019-11-05,2593.0,Cupcake Stands
484,2019-11-06,2840.0,Cupcake Stands
485,2019-11-07,2840.0,Cupcake Stands
486,2019-11-08,2840.0,Cupcake Stands
487,2019-11-09,3331.0,Cupcake Stands
488,2019-11-10,3331.0,Cupcake Stands
489,2019-11-11,3723.0,Cupcake Stands
490,2019-11-12,3723.0,Cupcake Stands
491,2019-11-13,3723.0,Cupcake Stands
492,2019-11-14,2381.0,Cupcake Stands
493,2019-11-15,2381.0,Cupcake Stands
494,2019-11-16,2381.0,Cupcake Stands
495,2019-11-17,2381.0,Cupcake Stands
496,2019-11-18,4470.0,Cupcake Stands
497,2019-11-19,4470.0,Cupcake Stands
498,2019-11-20,4470.0,Cupcake Stands
499,2019-11-21,3714.0,Cupcake Stands
500,2019-11-22,4241.0,Cupcake Stands
501,2019-11-23,4241.0,Cupcake Stands
502,2019-11-24,5557.0,Cupcake Stands
503,2019-11-25,6073.0,Cupcake Stands
504,2019-11-26,6033.0,Cupcake Stands
505,2019-11-27,6033.0,Cupcake Stands
506,2019-11-28,6033.0,Cupcake Stands
507,2019-11-29,7659.0,Cupcake Stands
508,2019-11-30,7659.0,Cupcake Stands
509,2019-12-01,7659.0,Cupcake Stands
510,2019-12-02,12430.0,Cupcake Stands
511,2019-12-03,12430.0,Cupcake Stands
512,2019-12-04,12430.0,Cupcake Stands
513,2019-12-05,9658.0,Cupcake Stands
514,2019-12-06,9658.0,Cupcake Stands
515,2019-12-07,9658.0,Cupcake Stands
516,2019-12-08,9658.0,Cupcake Stands
517,2019-12-09,9632.0,Cupcake Stands
518,2019-12-10,9632.0,Cupcake Stands
519,2019-12-11,9632.0,Cupcake Stands
520,2019-12-12,9632.0,Cupcake Stands
521,2019-12-13,9632.0,Cupcake Stands
522,2019-12-14,11689.0,Cupcake Stands
523,2019-12-15,11689.0,Cupcake Stands
524,2019-12-16,11689.0,Cupcake Stands
525,2019-12-17,11689.0,Cupcake Stands
526,2019-12-18,11689.0,Cupcake Stands
527,2019-12-19,15626.0,Cupcake Stands
528,2019-12-20,14095.0,Cupcake Stands
529,2019-12-21,12831.0,Cupcake Stands
530,2019-12-22,12831.0,Cupcake Stands
531,2019-12-23,12831.0,Cupcake Stands
532,2019-12-24,12831.0,Cupcake Stands
533,2019-12-25,15424.0,Cupcake Stands
534,2019-12-26,15424.0,Cupcake Stands
535,2019-12-27,15424.0,Cupcake Stands
536,2019-12-28,8881.0,Cupcake Stands
537,2019-12-29,8881.0,Cupcake Stands
538,2019-12-30,8881.0,Cupcake Stands
539,2019-12-31,8637.0,Cupcake Stands
540,2020-01-01,8637.0,Cupcake Stands
541,2020-01-02,8637.0,Cupcake Stands
542,2020-01-03,4421.0,Cupcake Stands
543,2020-01-04,5762.0,Cupcake Stands
544,2020-01-05,5762.0,Cupcake Stands
545,2020-01-06,5762.0,Cupcake Stands
546,2020-01-07,5673.0,Cupcake Stands
547,2020-01-08,5673.0,Cupcake Stands
548,2020-01-09,5673.0,Cupcake Stands
549,2020-01-10,5673.0,Cupcake Stands
550,2020-01-11,3864.0,Cupcake Stands
551,2020-01-12,5974.0,Cupcake Stands
552,2020-01-13,5974.0,Cupcake Stands
553,2020-01-14,3664.0,Cupcake Stands
554,2020-01-15,3664.0,Cupcake Stands
555,2020-01-16,3664.0,Cupcake Stands
556,2020-01-17,3664.0,Cupcake Stands
557,2020-01-18,3664.0,Cupcake Stands
558,2020-01-19,3664.0,Cupcake Stands
559,2020-01-20,4912.0,Cupcake Stands
560,2020-01-21,4912.0,Cupcake Stands
561,2020-01-22,4912.0,Cupcake Stands
562,2020-01-23,3570.0,Cupcake Stands
563,2020-01-24,3799.0,Cupcake Stands
564,2020-01-25,3799.0,Cupcake Stands
565,2020-01-26,3799.0,Cupcake Stands
566,2020-01-27,3799.0,Cupcake Stands
567,2020-01-28,3770.0,Cupcake Stands
568,2020-01-29,3770.0,Cupcake Stands
569,2020-01-30,3482.0,Cupcake Stands
570,2020-01-31,3482.0,Cupcake Stands
571,2020-02-01,3482.0,Cupcake Stands
572,2020-02-02,3482.0,Cupcake Stands
573,2020-02-03,3482.0,Cupcake Stands
574,2020-02-04,2784.0,Cupcake Stands
575,2020-02-05,2276.0,Cupcake Stands
576,2020-02-06,2276.0,Cupcake Stands
577,2020-02-07,2276.0,Cupcake Stands
578,2020-02-08,2695.0,Cupcake Stands
579,2020-02-09,2695.0,Cupcake Stands
580,2020-02-10,2695.0,Cupcake Stands
581,2020-02-11,2695.0,Cupcake Stands
582,2020-02-12,2887.0,Cupcake Stands
583,2020-02-13,2887.0,Cupcake Stands
584,2020-02-14,2887.0,Cupcake Stands
585,2020-02-15,2887.0,Cupcake Stands
586,2020-02-16,2887.0,Cupcake Stands
587,2020-02-17,4110.0,Cupcake Stands
588,2020-02-18,4110.0,Cupcake Stands
589,2020-02-19,2389.0,Cupcake Stands
590,2020-02-20,2389.0,Cupcake Stands
591,2020-02-21,2389.0,Cupcake Stands
592,2020-02-22,2389.0,Cupcake Stands
593,2020-02-23,2556.0,Cupcake Stands
594,2020-02-24,2556.0,Cupcake Stands
595,2020-02-25,2556.0,Cupcake Stands
596,2020-02-26,1758.0,Cupcake Stands
597,2020-02-27,1758.0,Cupcake Stands
598,2020-02-28,1758.0,Cupcake Stands
599,2020-02-29,1703.0,Cupcake Stands
600,2020-03-01,2419.0,Cupcake Stands
601,2020-03-02,2994.0,Cupcake Stands
602,2020-03-03,2994.0,Cupcake Stands
603,2020-03-04,1864.0,Cupcake Stands
604,2020-03-05,1864.0,Cupcake Stands
605,2020-03-06,1864.0,Cupcake Stands
606,2020-03-07,1864.0,Cupcake Stands
